game,2017,8,20171029,201710290nwe,sdg,"Los Angeles Chargers",13,nwe,"New England Patriots",21
player,201710290nwe,nwe,HollJa03,rec_td,0,,,,,
player,201710290nwe,nwe,HollJa03,rec_long,13,,,,,
player,201710290nwe,nwe,HollJa03,fumbles,0,,,,,
player,201710290nwe,nwe,HollJa03,fumbles_lost,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201710290nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201710290nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201710290nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201710290nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201710290nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201710290nwe,nwe,DeveJa00,targets,1,,,,,
player,201710290nwe,nwe,DeveJa00,rec,0,,,,,
player,201710290nwe,nwe,DeveJa00,rec_yds,0,,,,,
player,201710290nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201710290nwe,nwe,DeveJa00,rec_long,0,,,,,
player,201710290nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201710290nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201710290nwe,sdg,BosaJo00,def_int,0,,,,,
player,201710290nwe,sdg,BosaJo00,def_int_yds,0,,,,,
player,201710290nwe,sdg,BosaJo00,def_int_td,0,,,,,
player,201710290nwe,sdg,BosaJo00,def_int_long,0,,,,,
player,201710290nwe,sdg,BosaJo00,pass_defended,0,,,,,
player,201710290nwe,sdg,BosaJo00,sacks,1.0,,,,,
player,201710290nwe,sdg,BosaJo00,tackles_combined,4,,,,,
player,201710290nwe,sdg,BosaJo00,tackles_solo,4,,,,,
player,201710290nwe,sdg,BosaJo00,tackles_assists,0,,,,,
player,201710290nwe,sdg,BosaJo00,tackles_loss,1,,,,,
player,201710290nwe,sdg,BosaJo00,qb_hits,1,,,,,
player,201710290nwe,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,KingDe01,def_int,0,,,,,
player,201710290nwe,sdg,KingDe01,def_int_yds,0,,,,,
player,201710290nwe,sdg,KingDe01,def_int_td,0,,,,,
player,201710290nwe,sdg,KingDe01,def_int_long,0,,,,,
player,201710290nwe,sdg,KingDe01,pass_defended,0,,,,,
player,201710290nwe,sdg,KingDe01,sacks,1.0,,,,,
player,201710290nwe,sdg,KingDe01,tackles_combined,4,,,,,
player,201710290nwe,sdg,KingDe01,tackles_solo,4,,,,,
player,201710290nwe,sdg,KingDe01,tackles_assists,0,,,,,
player,201710290nwe,sdg,KingDe01,tackles_loss,1,,,,,
player,201710290nwe,sdg,KingDe01,qb_hits,1,,,,,
player,201710290nwe,sdg,KingDe01,fumbles_rec,0,,,,,
player,201710290nwe,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,KingDe01,fumbles_forced,0,,,,,
player,201710290nwe,sdg,PhilDa01,def_int,0,,,,,
player,201710290nwe,sdg,PhilDa01,def_int_yds,0,,,,,
player,201710290nwe,sdg,PhilDa01,def_int_td,0,,,,,
player,201710290nwe,sdg,PhilDa01,def_int_long,0,,,,,
player,201710290nwe,sdg,PhilDa01,pass_defended,1,,,,,
player,201710290nwe,sdg,PhilDa01,sacks,1.0,,,,,
player,201710290nwe,sdg,PhilDa01,tackles_combined,2,,,,,
player,201710290nwe,sdg,PhilDa01,tackles_solo,1,,,,,
player,201710290nwe,sdg,PhilDa01,tackles_assists,1,,,,,
player,201710290nwe,sdg,PhilDa01,tackles_loss,1,,,,,
player,201710290nwe,sdg,PhilDa01,qb_hits,1,,,,,
player,201710290nwe,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201710290nwe,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201710290nwe,sdg,PhilAd00,def_int,0,,,,,
player,201710290nwe,sdg,PhilAd00,def_int_yds,0,,,,,
player,201710290nwe,sdg,PhilAd00,def_int_td,0,,,,,
player,201710290nwe,sdg,PhilAd00,def_int_long,0,,,,,
player,201710290nwe,sdg,PhilAd00,pass_defended,1,,,,,
player,201710290nwe,sdg,PhilAd00,sacks,0.0,,,,,
player,201710290nwe,sdg,PhilAd00,tackles_combined,12,,,,,
player,201710290nwe,sdg,PhilAd00,tackles_solo,12,,,,,
player,201710290nwe,sdg,PhilAd00,tackles_assists,0,,,,,
player,201710290nwe,sdg,PhilAd00,tackles_loss,1,,,,,
player,201710290nwe,sdg,PhilAd00,qb_hits,0,,,,,
player,201710290nwe,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,PullHa00,def_int,0,,,,,
player,201710290nwe,sdg,PullHa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,PullHa00,def_int_td,0,,,,,
player,201710290nwe,sdg,PullHa00,def_int_long,0,,,,,
player,201710290nwe,sdg,PullHa00,pass_defended,0,,,,,
player,201710290nwe,sdg,PullHa00,sacks,0.0,,,,,
player,201710290nwe,sdg,PullHa00,tackles_combined,10,,,,,
player,201710290nwe,sdg,PullHa00,tackles_solo,8,,,,,
player,201710290nwe,sdg,PullHa00,tackles_assists,2,,,,,
player,201710290nwe,sdg,PullHa00,tackles_loss,1,,,,,
player,201710290nwe,sdg,PullHa00,qb_hits,0,,,,,
player,201710290nwe,sdg,PullHa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,PullHa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,AddaJa00,def_int,0,,,,,
player,201710290nwe,sdg,AddaJa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,AddaJa00,def_int_td,0,,,,,
player,201710290nwe,sdg,AddaJa00,def_int_long,0,,,,,
player,201710290nwe,sdg,AddaJa00,pass_defended,0,,,,,
player,201710290nwe,sdg,AddaJa00,sacks,0.0,,,,,
player,201710290nwe,sdg,AddaJa00,tackles_combined,9,,,,,
player,201710290nwe,sdg,AddaJa00,tackles_solo,9,,,,,
player,201710290nwe,sdg,AddaJa00,tackles_assists,0,,,,,
player,201710290nwe,sdg,AddaJa00,tackles_loss,2,,,,,
player,201710290nwe,sdg,AddaJa00,qb_hits,0,,,,,
player,201710290nwe,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,WillTr05,def_int,0,,,,,
player,201710290nwe,sdg,WillTr05,def_int_yds,0,,,,,
player,201710290nwe,sdg,WillTr05,def_int_td,0,,,,,
player,201710290nwe,sdg,WillTr05,def_int_long,0,,,,,
player,201710290nwe,sdg,WillTr05,pass_defended,1,,,,,
player,201710290nwe,sdg,WillTr05,sacks,0.0,,,,,
player,201710290nwe,sdg,WillTr05,tackles_combined,7,,,,,
player,201710290nwe,sdg,WillTr05,tackles_solo,7,,,,,
player,201710290nwe,sdg,WillTr05,tackles_assists,0,,,,,
player,201710290nwe,sdg,WillTr05,tackles_loss,0,,,,,
player,201710290nwe,sdg,WillTr05,qb_hits,0,,,,,
player,201710290nwe,sdg,WillTr05,fumbles_rec,0,,,,,
player,201710290nwe,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,WillTr05,fumbles_forced,0,,,,,
player,201710290nwe,sdg,BostTr00,def_int,0,,,,,
player,201710290nwe,sdg,BostTr00,def_int_yds,0,,,,,
player,201710290nwe,sdg,BostTr00,def_int_td,0,,,,,
player,201710290nwe,sdg,BostTr00,def_int_long,0,,,,,
player,201710290nwe,sdg,BostTr00,pass_defended,1,,,,,
player,201710290nwe,sdg,BostTr00,sacks,0.0,,,,,
player,201710290nwe,sdg,BostTr00,tackles_combined,6,,,,,
player,201710290nwe,sdg,BostTr00,tackles_solo,5,,,,,
player,201710290nwe,sdg,BostTr00,tackles_assists,1,,,,,
player,201710290nwe,sdg,BostTr00,tackles_loss,0,,,,,
player,201710290nwe,sdg,BostTr00,qb_hits,0,,,,,
player,201710290nwe,sdg,BostTr00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,BostTr00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,SquaDa00,def_int,0,,,,,
player,201710290nwe,sdg,SquaDa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,SquaDa00,def_int_td,0,,,,,
player,201710290nwe,sdg,SquaDa00,def_int_long,0,,,,,
player,201710290nwe,sdg,SquaDa00,pass_defended,0,,,,,
player,201710290nwe,sdg,SquaDa00,sacks,0.0,,,,,
player,201710290nwe,sdg,SquaDa00,tackles_combined,5,,,,,
player,201710290nwe,sdg,SquaDa00,tackles_solo,4,,,,,
player,201710290nwe,sdg,SquaDa00,tackles_assists,1,,,,,
player,201710290nwe,sdg,SquaDa00,tackles_loss,0,,,,,
player,201710290nwe,sdg,SquaDa00,qb_hits,1,,,,,
player,201710290nwe,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,ToomKo00,def_int,0,,,,,
player,201710290nwe,sdg,ToomKo00,def_int_yds,0,,,,,
player,201710290nwe,sdg,ToomKo00,def_int_td,0,,,,,
player,201710290nwe,sdg,ToomKo00,def_int_long,0,,,,,
player,201710290nwe,sdg,ToomKo00,pass_defended,0,,,,,
player,201710290nwe,sdg,ToomKo00,sacks,0.0,,,,,
player,201710290nwe,sdg,ToomKo00,tackles_combined,5,,,,,
player,201710290nwe,sdg,ToomKo00,tackles_solo,2,,,,,
player,201710290nwe,sdg,ToomKo00,tackles_assists,3,,,,,
player,201710290nwe,sdg,ToomKo00,tackles_loss,0,,,,,
player,201710290nwe,sdg,ToomKo00,qb_hits,0,,,,,
player,201710290nwe,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,BrowJa05,def_int,0,,,,,
player,201710290nwe,sdg,BrowJa05,def_int_yds,0,,,,,
player,201710290nwe,sdg,BrowJa05,def_int_td,0,,,,,
player,201710290nwe,sdg,BrowJa05,def_int_long,0,,,,,
player,201710290nwe,sdg,BrowJa05,pass_defended,0,,,,,
player,201710290nwe,sdg,BrowJa05,sacks,0.0,,,,,
player,201710290nwe,sdg,BrowJa05,tackles_combined,2,,,,,
player,201710290nwe,sdg,BrowJa05,tackles_solo,2,,,,,
player,201710290nwe,sdg,BrowJa05,tackles_assists,0,,,,,
player,201710290nwe,sdg,BrowJa05,tackles_loss,0,,,,,
player,201710290nwe,sdg,BrowJa05,qb_hits,0,,,,,
player,201710290nwe,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201710290nwe,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201710290nwe,sdg,HaywCa00,def_int,0,,,,,
player,201710290nwe,sdg,HaywCa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,HaywCa00,def_int_td,0,,,,,
player,201710290nwe,sdg,HaywCa00,def_int_long,0,,,,,
player,201710290nwe,sdg,HaywCa00,pass_defended,1,,,,,
player,201710290nwe,sdg,HaywCa00,sacks,0.0,,,,,
player,201710290nwe,sdg,HaywCa00,tackles_combined,2,,,,,
player,201710290nwe,sdg,HaywCa00,tackles_solo,1,,,,,
player,201710290nwe,sdg,HaywCa00,tackles_assists,1,,,,,
player,201710290nwe,sdg,HaywCa00,tackles_loss,0,,,,,
player,201710290nwe,sdg,HaywCa00,qb_hits,0,,,,,
player,201710290nwe,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,IngrMe00,def_int,0,,,,,
player,201710290nwe,sdg,IngrMe00,def_int_yds,0,,,,,
player,201710290nwe,sdg,IngrMe00,def_int_td,0,,,,,
player,201710290nwe,sdg,IngrMe00,def_int_long,0,,,,,
player,201710290nwe,sdg,IngrMe00,pass_defended,0,,,,,
player,201710290nwe,sdg,IngrMe00,sacks,0.0,,,,,
player,201710290nwe,sdg,IngrMe00,tackles_combined,2,,,,,
player,201710290nwe,sdg,IngrMe00,tackles_solo,2,,,,,
player,201710290nwe,sdg,IngrMe00,tackles_assists,0,,,,,
player,201710290nwe,sdg,IngrMe00,tackles_loss,0,,,,,
player,201710290nwe,sdg,IngrMe00,qb_hits,1,,,,,
player,201710290nwe,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,PaleTe00,def_int,0,,,,,
player,201710290nwe,sdg,PaleTe00,def_int_yds,0,,,,,
player,201710290nwe,sdg,PaleTe00,def_int_td,0,,,,,
player,201710290nwe,sdg,PaleTe00,def_int_long,0,,,,,
player,201710290nwe,sdg,PaleTe00,pass_defended,0,,,,,
player,201710290nwe,sdg,PaleTe00,sacks,0.0,,,,,
player,201710290nwe,sdg,PaleTe00,tackles_combined,2,,,,,
player,201710290nwe,sdg,PaleTe00,tackles_solo,1,,,,,
player,201710290nwe,sdg,PaleTe00,tackles_assists,1,,,,,
player,201710290nwe,sdg,PaleTe00,tackles_loss,0,,,,,
player,201710290nwe,sdg,PaleTe00,qb_hits,0,,,,,
player,201710290nwe,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,DaviMi03,def_int,0,,,,,
player,201710290nwe,sdg,DaviMi03,def_int_yds,0,,,,,
player,201710290nwe,sdg,DaviMi03,def_int_td,0,,,,,
player,201710290nwe,sdg,DaviMi03,def_int_long,0,,,,,
player,201710290nwe,sdg,DaviMi03,pass_defended,0,,,,,
player,201710290nwe,sdg,DaviMi03,sacks,0.0,,,,,
player,201710290nwe,sdg,DaviMi03,tackles_combined,1,,,,,
player,201710290nwe,sdg,DaviMi03,tackles_solo,1,,,,,
player,201710290nwe,sdg,DaviMi03,tackles_assists,0,,,,,
player,201710290nwe,sdg,DaviMi03,tackles_loss,0,,,,,
player,201710290nwe,sdg,DaviMi03,qb_hits,0,,,,,
player,201710290nwe,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201710290nwe,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201710290nwe,sdg,DzubNi00,def_int,0,,,,,
player,201710290nwe,sdg,DzubNi00,def_int_yds,0,,,,,
player,201710290nwe,sdg,DzubNi00,def_int_td,0,,,,,
player,201710290nwe,sdg,DzubNi00,def_int_long,0,,,,,
player,201710290nwe,sdg,DzubNi00,pass_defended,0,,,,,
player,201710290nwe,sdg,DzubNi00,sacks,0.0,,,,,
player,201710290nwe,sdg,DzubNi00,tackles_combined,1,,,,,
player,201710290nwe,sdg,DzubNi00,tackles_solo,1,,,,,
player,201710290nwe,sdg,DzubNi00,tackles_assists,0,,,,,
player,201710290nwe,sdg,DzubNi00,tackles_loss,0,,,,,
player,201710290nwe,sdg,DzubNi00,qb_hits,0,,,,,
player,201710290nwe,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,DzubNi00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,DzubNi00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,EkelAu00,def_int,0,,,,,
player,201710290nwe,sdg,EkelAu00,def_int_yds,0,,,,,
player,201710290nwe,sdg,EkelAu00,def_int_td,0,,,,,
player,201710290nwe,sdg,EkelAu00,def_int_long,0,,,,,
player,201710290nwe,sdg,EkelAu00,pass_defended,0,,,,,
player,201710290nwe,sdg,EkelAu00,sacks,0.0,,,,,
player,201710290nwe,sdg,EkelAu00,tackles_combined,1,,,,,
player,201710290nwe,sdg,EkelAu00,tackles_solo,1,,,,,
player,201710290nwe,sdg,EkelAu00,tackles_assists,0,,,,,
player,201710290nwe,sdg,EkelAu00,tackles_loss,0,,,,,
player,201710290nwe,sdg,EkelAu00,qb_hits,0,,,,,
player,201710290nwe,sdg,EkelAu00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,EkelAu00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,EkelAu00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,EkelAu00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,EmanKy00,def_int,0,,,,,
player,201710290nwe,sdg,EmanKy00,def_int_yds,0,,,,,
player,201710290nwe,sdg,EmanKy00,def_int_td,0,,,,,
player,201710290nwe,sdg,EmanKy00,def_int_long,0,,,,,
player,201710290nwe,sdg,EmanKy00,pass_defended,0,,,,,
player,201710290nwe,sdg,EmanKy00,sacks,0.0,,,,,
player,201710290nwe,sdg,EmanKy00,tackles_combined,1,,,,,
player,201710290nwe,sdg,EmanKy00,tackles_solo,0,,,,,
player,201710290nwe,sdg,EmanKy00,tackles_assists,1,,,,,
player,201710290nwe,sdg,EmanKy00,tackles_loss,0,,,,,
player,201710290nwe,sdg,EmanKy00,qb_hits,0,,,,,
player,201710290nwe,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,JenkRa00,def_int,0,,,,,
player,201710290nwe,sdg,JenkRa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,JenkRa00,def_int_td,0,,,,,
player,201710290nwe,sdg,JenkRa00,def_int_long,0,,,,,
player,201710290nwe,sdg,JenkRa00,pass_defended,0,,,,,
player,201710290nwe,sdg,JenkRa00,sacks,0.0,,,,,
player,201710290nwe,sdg,JenkRa00,tackles_combined,1,,,,,
player,201710290nwe,sdg,JenkRa00,tackles_solo,1,,,,,
player,201710290nwe,sdg,JenkRa00,tackles_assists,0,,,,,
player,201710290nwe,sdg,JenkRa00,tackles_loss,0,,,,,
player,201710290nwe,sdg,JenkRa00,qb_hits,0,,,,,
player,201710290nwe,sdg,JenkRa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,JenkRa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,JenkRa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,JenkRa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,McCaCh00,def_int,0,,,,,
player,201710290nwe,sdg,McCaCh00,def_int_yds,0,,,,,
player,201710290nwe,sdg,McCaCh00,def_int_td,0,,,,,
player,201710290nwe,sdg,McCaCh00,def_int_long,0,,,,,
player,201710290nwe,sdg,McCaCh00,pass_defended,0,,,,,
player,201710290nwe,sdg,McCaCh00,sacks,0.0,,,,,
player,201710290nwe,sdg,McCaCh00,tackles_combined,1,,,,,
player,201710290nwe,sdg,McCaCh00,tackles_solo,1,,,,,
player,201710290nwe,sdg,McCaCh00,tackles_assists,0,,,,,
player,201710290nwe,sdg,McCaCh00,tackles_loss,0,,,,,
player,201710290nwe,sdg,McCaCh00,qb_hits,0,,,,,
player,201710290nwe,sdg,McCaCh00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,McCaCh00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,McCaCh00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,McCaCh00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,OnwuJa00,def_int,0,,,,,
player,201710290nwe,sdg,OnwuJa00,def_int_yds,0,,,,,
player,201710290nwe,sdg,OnwuJa00,def_int_td,0,,,,,
player,201710290nwe,sdg,OnwuJa00,def_int_long,0,,,,,
player,201710290nwe,sdg,OnwuJa00,pass_defended,0,,,,,
player,201710290nwe,sdg,OnwuJa00,sacks,0.0,,,,,
player,201710290nwe,sdg,OnwuJa00,tackles_combined,1,,,,,
player,201710290nwe,sdg,OnwuJa00,tackles_solo,1,,,,,
player,201710290nwe,sdg,OnwuJa00,tackles_assists,0,,,,,
player,201710290nwe,sdg,OnwuJa00,tackles_loss,0,,,,,
player,201710290nwe,sdg,OnwuJa00,qb_hits,0,,,,,
player,201710290nwe,sdg,OnwuJa00,fumbles_rec,0,,,,,
player,201710290nwe,sdg,OnwuJa00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,OnwuJa00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,OnwuJa00,fumbles_forced,0,,,,,
player,201710290nwe,sdg,BenjTr00,def_int,0,,,,,
player,201710290nwe,sdg,BenjTr00,def_int_yds,0,,,,,
player,201710290nwe,sdg,BenjTr00,def_int_td,0,,,,,
player,201710290nwe,sdg,BenjTr00,def_int_long,0,,,,,
player,201710290nwe,sdg,BenjTr00,pass_defended,0,,,,,
player,201710290nwe,sdg,BenjTr00,sacks,0.0,,,,,
player,201710290nwe,sdg,BenjTr00,tackles_combined,0,,,,,
player,201710290nwe,sdg,BenjTr00,tackles_solo,0,,,,,
player,201710290nwe,sdg,BenjTr00,tackles_assists,0,,,,,
player,201710290nwe,sdg,BenjTr00,tackles_loss,0,,,,,
player,201710290nwe,sdg,BenjTr00,qb_hits,0,,,,,
player,201710290nwe,sdg,BenjTr00,fumbles_rec,1,,,,,
player,201710290nwe,sdg,BenjTr00,fumbles_rec_yds,0,,,,,
player,201710290nwe,sdg,BenjTr00,fumbles_rec_td,0,,,,,
player,201710290nwe,sdg,BenjTr00,fumbles_forced,0,,,,,
player,201710290nwe,nwe,JoneJo03,def_int,1,,,,,
player,201710290nwe,nwe,JoneJo03,def_int_yds,6,,,,,
player,201710290nwe,nwe,JoneJo03,def_int_td,0,,,,,
player,201710290nwe,nwe,JoneJo03,def_int_long,6,,,,,
player,201710290nwe,nwe,JoneJo03,pass_defended,2,,,,,
player,201710290nwe,nwe,JoneJo03,sacks,0.0,,,,,
player,201710290nwe,nwe,JoneJo03,tackles_combined,0,,,,,
player,201710290nwe,nwe,JoneJo03,tackles_solo,0,,,,,
player,201710290nwe,nwe,JoneJo03,tackles_assists,0,,,,,
player,201710290nwe,nwe,JoneJo03,tackles_loss,0,,,,,
player,201710290nwe,nwe,JoneJo03,qb_hits,0,,,,,
player,201710290nwe,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201710290nwe,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201710290nwe,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201710290nwe,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201710290nwe,nwe,RobeEl00,def_int,0,,,,,
player,201710290nwe,nwe,RobeEl00,def_int_yds,0,,,,,
player,201710290nwe,nwe,RobeEl00,def_int_td,0,,,,,
player,201710290nwe,nwe,RobeEl00,def_int_long,0,,,,,
player,201710290nwe,nwe,RobeEl00,pass_defended,0,,,,,
player,201710290nwe,nwe,RobeEl00,sacks,0.0,,,,,
player,201710290nwe,nwe,RobeEl00,tackles_combined,6,,,,,
player,201710290nwe,nwe,RobeEl00,tackles_solo,5,,,,,
player,201710290nwe,nwe,RobeEl00,tackles_assists,1,,,,,
player,201710290nwe,nwe,RobeEl00,tackles_loss,1,,,,,
player,201710290nwe,nwe,RobeEl00,qb_hits,0,,,,,
player,201710290nwe,nwe,RobeEl00,fumbles_rec,0,,,,,
player,201710290nwe,nwe,RobeEl00,fumbles_rec_yds,0,,,,,
player,201710290nwe,nwe,RobeEl00,fumbles_rec_td,0,,,,,
player,201710290nwe,nwe,RobeEl00,fumbles_forced,0,,,,,
player,201710290nwe,nwe,VanNKy00,def_int,0,,,,,
player,201710290nwe,nwe,VanNKy00,def_int_yds,0,,,,,
player,201710290nwe,nwe,VanNKy00,def_int_td,0,,,,,
player,201710290nwe,nwe,VanNKy00,def_int_long,0,,,,,
player,201710290nwe,nwe,VanNKy00,pass_defended,1,,,,,
player,201710290nwe,nwe,VanNKy00,sacks,0.0,,,,,
player,201710290nwe,nwe,VanNKy00,tackles_combined,6,,,,,
player,201710290nwe,nwe,VanNKy00,tackles_solo,6,,,,,
player,201710290nwe,nwe,VanNKy00,tackles_assists,0,,,,,
player,201710290nwe,nwe,VanNKy00,tackles_loss,1,,,,,
player,201710290nwe,nwe,VanNKy00,qb_hits,0,,,,,
player,201710290nwe,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201710290nwe,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201710290nwe,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201710290nwe,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201710290nwe,nwe,BadeJo00,def_int,0,,,,,
player,201710290nwe,nwe,BadeJo00,def_int_yds,0,,,,,
player,201710290nwe,nwe,BadeJo00,def_int_td,0,,,,,
player,201710290nwe,nwe,BadeJo00,def_int_long,0,,,,,
player,201710290nwe,nwe,BadeJo00,pass_defended,0,,,,,
player,201710290nwe,nwe,BadeJo00,sacks,0.0,,,,,
player,201710290nwe,nwe,BadeJo00,tackles_combined,5,,,,,
player,201710290nwe,nwe,BadeJo00,tackles_solo,4,,,,,
player,201710290nwe,nwe,BadeJo00,tackles_assists,1,,,,,
player,201710290nwe,nwe,BadeJo00,tackles_loss,0,,,,,
player,201710290nwe,nwe,BadeJo00,qb_hits,0,,,,,
player,201710290nwe,nwe,BadeJo00,fumbles_rec,0,,,,,
player,201710290nwe,nwe,BadeJo00,fumbles_rec_yds,0,,,,,
