game,2017,7,20171022,201710220gnb,nor,"New Orleans Saints",26,gnb,"Green Bay Packers",17
player,201710220gnb,nor,ThomMi05,rush_long,0,,,,,
player,201710220gnb,nor,ThomMi05,targets,11,,,,,
player,201710220gnb,nor,ThomMi05,rec,7,,,,,
player,201710220gnb,nor,ThomMi05,rec_yds,82,,,,,
player,201710220gnb,nor,ThomMi05,rec_td,0,,,,,
player,201710220gnb,nor,ThomMi05,rec_long,21,,,,,
player,201710220gnb,nor,ThomMi05,fumbles,0,,,,,
player,201710220gnb,nor,ThomMi05,fumbles_lost,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_cmp,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_att,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_yds,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_td,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_int,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_sacked,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_long,0,,,,,
player,201710220gnb,nor,ColeBr00,pass_rating,,,,,,
player,201710220gnb,nor,ColeBr00,rush_att,0,,,,,
player,201710220gnb,nor,ColeBr00,rush_yds,0,,,,,
player,201710220gnb,nor,ColeBr00,rush_td,0,,,,,
player,201710220gnb,nor,ColeBr00,rush_long,0,,,,,
player,201710220gnb,nor,ColeBr00,targets,3,,,,,
player,201710220gnb,nor,ColeBr00,rec,2,,,,,
player,201710220gnb,nor,ColeBr00,rec_yds,31,,,,,
player,201710220gnb,nor,ColeBr00,rec_td,1,,,,,
player,201710220gnb,nor,ColeBr00,rec_long,22,,,,,
player,201710220gnb,nor,ColeBr00,fumbles,0,,,,,
player,201710220gnb,nor,ColeBr00,fumbles_lost,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_cmp,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_att,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_yds,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_td,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_int,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_sacked,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_long,0,,,,,
player,201710220gnb,nor,FleeCo00,pass_rating,,,,,,
player,201710220gnb,nor,FleeCo00,rush_att,0,,,,,
player,201710220gnb,nor,FleeCo00,rush_yds,0,,,,,
player,201710220gnb,nor,FleeCo00,rush_td,0,,,,,
player,201710220gnb,nor,FleeCo00,rush_long,0,,,,,
player,201710220gnb,nor,FleeCo00,targets,3,,,,,
player,201710220gnb,nor,FleeCo00,rec,2,,,,,
player,201710220gnb,nor,FleeCo00,rec_yds,22,,,,,
player,201710220gnb,nor,FleeCo00,rec_td,0,,,,,
player,201710220gnb,nor,FleeCo00,rec_long,17,,,,,
player,201710220gnb,nor,FleeCo00,fumbles,0,,,,,
player,201710220gnb,nor,FleeCo00,fumbles_lost,0,,,,,
player,201710220gnb,nor,LineZa01,pass_cmp,0,,,,,
player,201710220gnb,nor,LineZa01,pass_att,0,,,,,
player,201710220gnb,nor,LineZa01,pass_yds,0,,,,,
player,201710220gnb,nor,LineZa01,pass_td,0,,,,,
player,201710220gnb,nor,LineZa01,pass_int,0,,,,,
player,201710220gnb,nor,LineZa01,pass_sacked,0,,,,,
player,201710220gnb,nor,LineZa01,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,LineZa01,pass_long,0,,,,,
player,201710220gnb,nor,LineZa01,pass_rating,,,,,,
player,201710220gnb,nor,LineZa01,rush_att,0,,,,,
player,201710220gnb,nor,LineZa01,rush_yds,0,,,,,
player,201710220gnb,nor,LineZa01,rush_td,0,,,,,
player,201710220gnb,nor,LineZa01,rush_long,0,,,,,
player,201710220gnb,nor,LineZa01,targets,1,,,,,
player,201710220gnb,nor,LineZa01,rec,0,,,,,
player,201710220gnb,nor,LineZa01,rec_yds,0,,,,,
player,201710220gnb,nor,LineZa01,rec_td,0,,,,,
player,201710220gnb,nor,LineZa01,rec_long,0,,,,,
player,201710220gnb,nor,LineZa01,fumbles,0,,,,,
player,201710220gnb,nor,LineZa01,fumbles_lost,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_cmp,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_att,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_yds,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_td,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_int,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_sacked,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_long,0,,,,,
player,201710220gnb,nor,LewiTo00,pass_rating,,,,,,
player,201710220gnb,nor,LewiTo00,rush_att,0,,,,,
player,201710220gnb,nor,LewiTo00,rush_yds,0,,,,,
player,201710220gnb,nor,LewiTo00,rush_td,0,,,,,
player,201710220gnb,nor,LewiTo00,rush_long,0,,,,,
player,201710220gnb,nor,LewiTo00,targets,1,,,,,
player,201710220gnb,nor,LewiTo00,rec,0,,,,,
player,201710220gnb,nor,LewiTo00,rec_yds,0,,,,,
player,201710220gnb,nor,LewiTo00,rec_td,0,,,,,
player,201710220gnb,nor,LewiTo00,rec_long,0,,,,,
player,201710220gnb,nor,LewiTo00,fumbles,0,,,,,
player,201710220gnb,nor,LewiTo00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,HundBr00,pass_cmp,12,,,,,
player,201710220gnb,gnb,HundBr00,pass_att,25,,,,,
player,201710220gnb,gnb,HundBr00,pass_yds,87,,,,,
player,201710220gnb,gnb,HundBr00,pass_td,0,,,,,
player,201710220gnb,gnb,HundBr00,pass_int,1,,,,,
player,201710220gnb,gnb,HundBr00,pass_sacked,1,,,,,
player,201710220gnb,gnb,HundBr00,pass_sacked_yds,8,,,,,
player,201710220gnb,gnb,HundBr00,pass_long,14,,,,,
player,201710220gnb,gnb,HundBr00,pass_rating,39.9,,,,,
player,201710220gnb,gnb,HundBr00,rush_att,3,,,,,
player,201710220gnb,gnb,HundBr00,rush_yds,44,,,,,
player,201710220gnb,gnb,HundBr00,rush_td,1,,,,,
player,201710220gnb,gnb,HundBr00,rush_long,22,,,,,
player,201710220gnb,gnb,HundBr00,targets,0,,,,,
player,201710220gnb,gnb,HundBr00,rec,0,,,,,
player,201710220gnb,gnb,HundBr00,rec_yds,0,,,,,
player,201710220gnb,gnb,HundBr00,rec_td,0,,,,,
player,201710220gnb,gnb,HundBr00,rec_long,0,,,,,
player,201710220gnb,gnb,HundBr00,fumbles,1,,,,,
player,201710220gnb,gnb,HundBr00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_cmp,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_att,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_yds,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_td,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_int,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_sacked,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_long,0,,,,,
player,201710220gnb,gnb,JoneAa00,pass_rating,,,,,,
player,201710220gnb,gnb,JoneAa00,rush_att,17,,,,,
player,201710220gnb,gnb,JoneAa00,rush_yds,131,,,,,
player,201710220gnb,gnb,JoneAa00,rush_td,1,,,,,
player,201710220gnb,gnb,JoneAa00,rush_long,46,,,,,
player,201710220gnb,gnb,JoneAa00,targets,5,,,,,
player,201710220gnb,gnb,JoneAa00,rec,3,,,,,
player,201710220gnb,gnb,JoneAa00,rec_yds,7,,,,,
player,201710220gnb,gnb,JoneAa00,rec_td,0,,,,,
player,201710220gnb,gnb,JoneAa00,rec_long,4,,,,,
player,201710220gnb,gnb,JoneAa00,fumbles,0,,,,,
player,201710220gnb,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_att,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_td,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_int,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_long,0,,,,,
player,201710220gnb,gnb,MontTy01,pass_rating,,,,,,
player,201710220gnb,gnb,MontTy01,rush_att,4,,,,,
player,201710220gnb,gnb,MontTy01,rush_yds,6,,,,,
player,201710220gnb,gnb,MontTy01,rush_td,0,,,,,
player,201710220gnb,gnb,MontTy01,rush_long,5,,,,,
player,201710220gnb,gnb,MontTy01,targets,2,,,,,
player,201710220gnb,gnb,MontTy01,rec,1,,,,,
player,201710220gnb,gnb,MontTy01,rec_yds,9,,,,,
player,201710220gnb,gnb,MontTy01,rec_td,0,,,,,
player,201710220gnb,gnb,MontTy01,rec_long,9,,,,,
player,201710220gnb,gnb,MontTy01,fumbles,0,,,,,
player,201710220gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_cmp,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_att,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_yds,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_td,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_int,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_sacked,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_long,0,,,,,
player,201710220gnb,gnb,BennMa00,pass_rating,,,,,,
player,201710220gnb,gnb,BennMa00,rush_att,0,,,,,
player,201710220gnb,gnb,BennMa00,rush_yds,0,,,,,
player,201710220gnb,gnb,BennMa00,rush_td,0,,,,,
player,201710220gnb,gnb,BennMa00,rush_long,0,,,,,
player,201710220gnb,gnb,BennMa00,targets,3,,,,,
player,201710220gnb,gnb,BennMa00,rec,2,,,,,
player,201710220gnb,gnb,BennMa00,rec_yds,17,,,,,
player,201710220gnb,gnb,BennMa00,rec_td,0,,,,,
player,201710220gnb,gnb,BennMa00,rec_long,12,,,,,
player,201710220gnb,gnb,BennMa00,fumbles,0,,,,,
player,201710220gnb,gnb,BennMa00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201710220gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201710220gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201710220gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201710220gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201710220gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201710220gnb,gnb,CobbRa00,targets,4,,,,,
player,201710220gnb,gnb,CobbRa00,rec,2,,,,,
player,201710220gnb,gnb,CobbRa00,rec_yds,15,,,,,
player,201710220gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201710220gnb,gnb,CobbRa00,rec_long,14,,,,,
player,201710220gnb,gnb,CobbRa00,fumbles,1,,,,,
player,201710220gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_cmp,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_att,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_yds,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_td,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_int,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_sacked,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_long,0,,,,,
player,201710220gnb,gnb,AlliGe01,pass_rating,,,,,,
player,201710220gnb,gnb,AlliGe01,rush_att,0,,,,,
player,201710220gnb,gnb,AlliGe01,rush_yds,0,,,,,
player,201710220gnb,gnb,AlliGe01,rush_td,0,,,,,
player,201710220gnb,gnb,AlliGe01,rush_long,0,,,,,
player,201710220gnb,gnb,AlliGe01,targets,2,,,,,
player,201710220gnb,gnb,AlliGe01,rec,1,,,,,
player,201710220gnb,gnb,AlliGe01,rec_yds,14,,,,,
player,201710220gnb,gnb,AlliGe01,rec_td,0,,,,,
player,201710220gnb,gnb,AlliGe01,rec_long,14,,,,,
player,201710220gnb,gnb,AlliGe01,fumbles,0,,,,,
player,201710220gnb,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201710220gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201710220gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201710220gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201710220gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201710220gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201710220gnb,gnb,NelsJo00,targets,4,,,,,
player,201710220gnb,gnb,NelsJo00,rec,1,,,,,
player,201710220gnb,gnb,NelsJo00,rec_yds,13,,,,,
player,201710220gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201710220gnb,gnb,NelsJo00,rec_long,13,,,,,
player,201710220gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201710220gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201710220gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201710220gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201710220gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201710220gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201710220gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201710220gnb,gnb,AdamDa01,targets,5,,,,,
player,201710220gnb,gnb,AdamDa01,rec,2,,,,,
player,201710220gnb,gnb,AdamDa01,rec_yds,12,,,,,
player,201710220gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201710220gnb,gnb,AdamDa01,rec_long,8,,,,,
player,201710220gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201710220gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201710220gnb,nor,VaccKe00,def_int,1,,,,,
player,201710220gnb,nor,VaccKe00,def_int_yds,0,,,,,
player,201710220gnb,nor,VaccKe00,def_int_td,0,,,,,
player,201710220gnb,nor,VaccKe00,def_int_long,0,,,,,
player,201710220gnb,nor,VaccKe00,pass_defended,1,,,,,
player,201710220gnb,nor,VaccKe00,sacks,0.0,,,,,
player,201710220gnb,nor,VaccKe00,tackles_combined,4,,,,,
player,201710220gnb,nor,VaccKe00,tackles_solo,2,,,,,
player,201710220gnb,nor,VaccKe00,tackles_assists,2,,,,,
player,201710220gnb,nor,VaccKe00,tackles_loss,0,,,,,
player,201710220gnb,nor,VaccKe00,qb_hits,0,,,,,
player,201710220gnb,nor,VaccKe00,fumbles_rec,0,,,,,
player,201710220gnb,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201710220gnb,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201710220gnb,nor,VaccKe00,fumbles_forced,0,,,,,
player,201710220gnb,nor,OkafAl00,def_int,0,,,,,
player,201710220gnb,nor,OkafAl00,def_int_yds,0,,,,,
player,201710220gnb,nor,OkafAl00,def_int_td,0,,,,,
player,201710220gnb,nor,OkafAl00,def_int_long,0,,,,,
player,201710220gnb,nor,OkafAl00,pass_defended,0,,,,,
player,201710220gnb,nor,OkafAl00,sacks,1.0,,,,,
player,201710220gnb,nor,OkafAl00,tackles_combined,4,,,,,
player,201710220gnb,nor,OkafAl00,tackles_solo,3,,,,,
player,201710220gnb,nor,OkafAl00,tackles_assists,1,,,,,
player,201710220gnb,nor,OkafAl00,tackles_loss,1,,,,,
player,201710220gnb,nor,OkafAl00,qb_hits,1,,,,,
player,201710220gnb,nor,OkafAl00,fumbles_rec,0,,,,,
player,201710220gnb,nor,OkafAl00,fumbles_rec_yds,0,,,,,
player,201710220gnb,nor,OkafAl00,fumbles_rec_td,0,,,,,
player,201710220gnb,nor,OkafAl00,fumbles_forced,0,,,,,
player,201710220gnb,nor,KleiAJ00,def_int,0,,,,,
player,201710220gnb,nor,KleiAJ00,def_int_yds,0,,,,,
player,201710220gnb,nor,KleiAJ00,def_int_td,0,,,,,
player,201710220gnb,nor,KleiAJ00,def_int_long,0,,,,,
player,201710220gnb,nor,KleiAJ00,pass_defended,1,,,,,
player,201710220gnb,nor,KleiAJ00,sacks,0.0,,,,,
player,201710220gnb,nor,KleiAJ00,tackles_combined,6,,,,,
player,201710220gnb,nor,KleiAJ00,tackles_solo,6,,,,,
player,201710220gnb,nor,KleiAJ00,tackles_assists,0,,,,,
player,201710220gnb,nor,KleiAJ00,tackles_loss,1,,,,,
player,201710220gnb,nor,KleiAJ00,qb_hits,0,,,,,
player,201710220gnb,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201710220gnb,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201710220gnb,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201710220gnb,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201710220gnb,nor,RobeCr00,def_int,0,,,,,
player,201710220gnb,nor,RobeCr00,def_int_yds,0,,,,,
player,201710220gnb,nor,RobeCr00,def_int_td,0,,,,,
player,201710220gnb,nor,RobeCr00,def_int_long,0,,,,,
player,201710220gnb,nor,RobeCr00,pass_defended,0,,,,,
player,201710220gnb,nor,RobeCr00,sacks,0.0,,,,,
player,201710220gnb,nor,RobeCr00,tackles_combined,6,,,,,
player,201710220gnb,nor,RobeCr00,tackles_solo,5,,,,,
player,201710220gnb,nor,RobeCr00,tackles_assists,1,,,,,
player,201710220gnb,nor,RobeCr00,tackles_loss,1,,,,,
player,201710220gnb,nor,RobeCr00,qb_hits,0,,,,,
player,201710220gnb,nor,RobeCr00,fumbles_rec,0,,,,,
player,201710220gnb,nor,RobeCr00,fumbles_rec_yds,0,,,,,
player,201710220gnb,nor,RobeCr00,fumbles_rec_td,0,,,,,
player,201710220gnb,nor,RobeCr00,fumbles_forced,0,,,,,
player,201710220gnb,nor,BellVo00,def_int,0,,,,,
player,201710220gnb,nor,BellVo00,def_int_yds,0,,,,,
player,201710220gnb,nor,BellVo00,def_int_td,0,,,,,
player,201710220gnb,nor,BellVo00,def_int_long,0,,,,,
player,201710220gnb,nor,BellVo00,pass_defended,0,,,,,
player,201710220gnb,nor,BellVo00,sacks,0.0,,,,,
player,201710220gnb,nor,BellVo00,tackles_combined,4,,,,,
player,201710220gnb,nor,BellVo00,tackles_solo,4,,,,,
player,201710220gnb,nor,BellVo00,tackles_assists,0,,,,,
player,201710220gnb,nor,BellVo00,tackles_loss,0,,,,,
