game,2017,7,20171022,201710220gnb,nor,"New Orleans Saints",26,gnb,"Green Bay Packers",17
team,201710220gnb,nor,First Downs,25,,,,,,
team,201710220gnb,gnb,First Downs,16,,,,,,
team,201710220gnb,nor,Rush-Yds-TDs,36-161-2,,,,,,
team,201710220gnb,gnb,Rush-Yds-TDs,24-181-2,,,,,,
team,201710220gnb,nor,Cmp-Att-Yd-TD-INT,27-38-331-1-2,,,,,,
team,201710220gnb,gnb,Cmp-Att-Yd-TD-INT,12-25-87-0-1,,,,,,
team,201710220gnb,nor,Sacked-Yards,1-7,,,,,,
team,201710220gnb,gnb,Sacked-Yards,1-8,,,,,,
team,201710220gnb,nor,Net Pass Yards,324,,,,,,
team,201710220gnb,gnb,Net Pass Yards,79,,,,,,
team,201710220gnb,nor,Total Yards,485,,,,,,
team,201710220gnb,gnb,Total Yards,260,,,,,,
team,201710220gnb,nor,Fumbles-Lost,1-0,,,,,,
team,201710220gnb,gnb,Fumbles-Lost,2-0,,,,,,
team,201710220gnb,nor,Turnovers,2,,,,,,
team,201710220gnb,gnb,Turnovers,1,,,,,,
team,201710220gnb,nor,Penalties-Yards,7-80,,,,,,
team,201710220gnb,gnb,Penalties-Yards,8-54,,,,,,
team,201710220gnb,nor,Third Down Conv.,8-15,,,,,,
team,201710220gnb,gnb,Third Down Conv.,4-11,,,,,,
team,201710220gnb,nor,Fourth Down Conv.,1-1,,,,,,
team,201710220gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201710220gnb,nor,Time of Possession,36:56,,,,,,
team,201710220gnb,gnb,Time of Possession,23:04,,,,,,
player,201710220gnb,nor,BreeDr00,pass_cmp,27,,,,,
player,201710220gnb,nor,BreeDr00,pass_att,38,,,,,
player,201710220gnb,nor,BreeDr00,pass_yds,331,,,,,
player,201710220gnb,nor,BreeDr00,pass_td,1,,,,,
player,201710220gnb,nor,BreeDr00,pass_int,2,,,,,
player,201710220gnb,nor,BreeDr00,pass_sacked,1,,,,,
player,201710220gnb,nor,BreeDr00,pass_sacked_yds,7,,,,,
player,201710220gnb,nor,BreeDr00,pass_long,47,,,,,
player,201710220gnb,nor,BreeDr00,pass_rating,84.4,,,,,
player,201710220gnb,nor,BreeDr00,rush_att,5,,,,,
player,201710220gnb,nor,BreeDr00,rush_yds,-1,,,,,
player,201710220gnb,nor,BreeDr00,rush_td,1,,,,,
player,201710220gnb,nor,BreeDr00,rush_long,1,,,,,
player,201710220gnb,nor,BreeDr00,targets,0,,,,,
player,201710220gnb,nor,BreeDr00,rec,0,,,,,
player,201710220gnb,nor,BreeDr00,rec_yds,0,,,,,
player,201710220gnb,nor,BreeDr00,rec_td,0,,,,,
player,201710220gnb,nor,BreeDr00,rec_long,0,,,,,
player,201710220gnb,nor,BreeDr00,fumbles,0,,,,,
player,201710220gnb,nor,BreeDr00,fumbles_lost,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_cmp,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_att,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_yds,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_td,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_int,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_sacked,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_long,0,,,,,
player,201710220gnb,nor,IngrMa01,pass_rating,,,,,,
player,201710220gnb,nor,IngrMa01,rush_att,22,,,,,
player,201710220gnb,nor,IngrMa01,rush_yds,105,,,,,
player,201710220gnb,nor,IngrMa01,rush_td,1,,,,,
player,201710220gnb,nor,IngrMa01,rush_long,23,,,,,
player,201710220gnb,nor,IngrMa01,targets,5,,,,,
player,201710220gnb,nor,IngrMa01,rec,4,,,,,
player,201710220gnb,nor,IngrMa01,rec_yds,5,,,,,
player,201710220gnb,nor,IngrMa01,rec_td,0,,,,,
player,201710220gnb,nor,IngrMa01,rec_long,4,,,,,
player,201710220gnb,nor,IngrMa01,fumbles,0,,,,,
player,201710220gnb,nor,IngrMa01,fumbles_lost,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_cmp,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_att,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_yds,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_td,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_int,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_sacked,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_long,0,,,,,
player,201710220gnb,nor,KamaAl00,pass_rating,,,,,,
player,201710220gnb,nor,KamaAl00,rush_att,9,,,,,
player,201710220gnb,nor,KamaAl00,rush_yds,57,,,,,
player,201710220gnb,nor,KamaAl00,rush_td,0,,,,,
player,201710220gnb,nor,KamaAl00,rush_long,19,,,,,
player,201710220gnb,nor,KamaAl00,targets,7,,,,,
player,201710220gnb,nor,KamaAl00,rec,5,,,,,
player,201710220gnb,nor,KamaAl00,rec_yds,50,,,,,
player,201710220gnb,nor,KamaAl00,rec_td,0,,,,,
player,201710220gnb,nor,KamaAl00,rec_long,24,,,,,
player,201710220gnb,nor,KamaAl00,fumbles,0,,,,,
player,201710220gnb,nor,KamaAl00,fumbles_lost,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_cmp,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_att,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_yds,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_td,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_int,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_sacked,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_long,0,,,,,
player,201710220gnb,nor,GinnTe00,pass_rating,,,,,,
player,201710220gnb,nor,GinnTe00,rush_att,0,,,,,
player,201710220gnb,nor,GinnTe00,rush_yds,0,,,,,
player,201710220gnb,nor,GinnTe00,rush_td,0,,,,,
player,201710220gnb,nor,GinnTe00,rush_long,0,,,,,
player,201710220gnb,nor,GinnTe00,targets,7,,,,,
player,201710220gnb,nor,GinnTe00,rec,7,,,,,
player,201710220gnb,nor,GinnTe00,rec_yds,141,,,,,
player,201710220gnb,nor,GinnTe00,rec_td,0,,,,,
player,201710220gnb,nor,GinnTe00,rec_long,47,,,,,
player,201710220gnb,nor,GinnTe00,fumbles,1,,,,,
player,201710220gnb,nor,GinnTe00,fumbles_lost,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_cmp,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_att,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_yds,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_td,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_int,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_sacked,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_long,0,,,,,
player,201710220gnb,nor,ThomMi05,pass_rating,,,,,,
player,201710220gnb,nor,ThomMi05,rush_att,0,,,,,
player,201710220gnb,nor,ThomMi05,rush_yds,0,,,,,
player,201710220gnb,nor,ThomMi05,rush_td,0,,,,,
