game,2017,4,20170928,201709280gnb,chi,"Chicago Bears",14,gnb,"Green Bay Packers",35
team,201709280gnb,chi,First Downs,20,,,,,,
team,201709280gnb,gnb,First Downs,17,,,,,,
team,201709280gnb,chi,Rush-Yds-TDs,30-103-1,,,,,,
team,201709280gnb,gnb,Rush-Yds-TDs,24-91-1,,,,,,
team,201709280gnb,chi,Cmp-Att-Yd-TD-INT,21-33-218-1-2,,,,,,
team,201709280gnb,gnb,Cmp-Att-Yd-TD-INT,19-27-179-4-0,,,,,,
team,201709280gnb,chi,Sacked-Yards,1-13,,,,,,
team,201709280gnb,gnb,Sacked-Yards,2-10,,,,,,
team,201709280gnb,chi,Net Pass Yards,205,,,,,,
team,201709280gnb,gnb,Net Pass Yards,169,,,,,,
team,201709280gnb,chi,Total Yards,308,,,,,,
team,201709280gnb,gnb,Total Yards,260,,,,,,
team,201709280gnb,chi,Fumbles-Lost,2-2,,,,,,
team,201709280gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201709280gnb,chi,Turnovers,4,,,,,,
team,201709280gnb,gnb,Turnovers,0,,,,,,
team,201709280gnb,chi,Penalties-Yards,8-62,,,,,,
team,201709280gnb,gnb,Penalties-Yards,7-55,,,,,,
team,201709280gnb,chi,Third Down Conv.,5-12,,,,,,
team,201709280gnb,gnb,Third Down Conv.,7-14,,,,,,
team,201709280gnb,chi,Fourth Down Conv.,2-2,,,,,,
team,201709280gnb,gnb,Fourth Down Conv.,1-1,,,,,,
team,201709280gnb,chi,Time of Possession,31:51,,,,,,
team,201709280gnb,gnb,Time of Possession,28:09,,,,,,
player,201709280gnb,chi,GlenMi00,pass_cmp,21,,,,,
player,201709280gnb,chi,GlenMi00,pass_att,33,,,,,
player,201709280gnb,chi,GlenMi00,pass_yds,218,,,,,
player,201709280gnb,chi,GlenMi00,pass_td,1,,,,,
player,201709280gnb,chi,GlenMi00,pass_int,2,,,,,
player,201709280gnb,chi,GlenMi00,pass_sacked,1,,,,,
player,201709280gnb,chi,GlenMi00,pass_sacked_yds,13,,,,,
player,201709280gnb,chi,GlenMi00,pass_long,29,,,,,
player,201709280gnb,chi,GlenMi00,pass_rating,67.5,,,,,
player,201709280gnb,chi,GlenMi00,rush_att,1,,,,,
player,201709280gnb,chi,GlenMi00,rush_yds,0,,,,,
player,201709280gnb,chi,GlenMi00,rush_td,0,,,,,
player,201709280gnb,chi,GlenMi00,rush_long,0,,,,,
player,201709280gnb,chi,GlenMi00,targets,0,,,,,
player,201709280gnb,chi,GlenMi00,rec,0,,,,,
player,201709280gnb,chi,GlenMi00,rec_yds,0,,,,,
player,201709280gnb,chi,GlenMi00,rec_td,0,,,,,
player,201709280gnb,chi,GlenMi00,rec_long,0,,,,,
player,201709280gnb,chi,GlenMi00,fumbles,2,,,,,
player,201709280gnb,chi,GlenMi00,fumbles_lost,2,,,,,
player,201709280gnb,chi,HowaJo00,pass_cmp,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_att,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_yds,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_td,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_int,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_sacked,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_long,0,,,,,
player,201709280gnb,chi,HowaJo00,pass_rating,,,,,,
player,201709280gnb,chi,HowaJo00,rush_att,18,,,,,
player,201709280gnb,chi,HowaJo00,rush_yds,53,,,,,
player,201709280gnb,chi,HowaJo00,rush_td,1,,,,,
player,201709280gnb,chi,HowaJo00,rush_long,16,,,,,
player,201709280gnb,chi,HowaJo00,targets,4,,,,,
player,201709280gnb,chi,HowaJo00,rec,2,,,,,
player,201709280gnb,chi,HowaJo00,rec_yds,10,,,,,
player,201709280gnb,chi,HowaJo00,rec_td,0,,,,,
player,201709280gnb,chi,HowaJo00,rec_long,7,,,,,
player,201709280gnb,chi,HowaJo00,fumbles,0,,,,,
player,201709280gnb,chi,HowaJo00,fumbles_lost,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_cmp,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_att,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_yds,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_td,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_int,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_sacked,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_sacked_yds,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_long,0,,,,,
player,201709280gnb,chi,CunnBe01,pass_rating,,,,,,
player,201709280gnb,chi,CunnBe01,rush_att,5,,,,,
player,201709280gnb,chi,CunnBe01,rush_yds,26,,,,,
player,201709280gnb,chi,CunnBe01,rush_td,0,,,,,
player,201709280gnb,chi,CunnBe01,rush_long,12,,,,,
player,201709280gnb,chi,CunnBe01,targets,0,,,,,
player,201709280gnb,chi,CunnBe01,rec,0,,,,,
player,201709280gnb,chi,CunnBe01,rec_yds,0,,,,,
player,201709280gnb,chi,CunnBe01,rec_td,0,,,,,
player,201709280gnb,chi,CunnBe01,rec_long,0,,,,,
player,201709280gnb,chi,CunnBe01,fumbles,0,,,,,
player,201709280gnb,chi,CunnBe01,fumbles_lost,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_cmp,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_att,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_yds,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_td,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_int,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_sacked,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_long,0,,,,,
player,201709280gnb,chi,CoheTa00,pass_rating,,,,,,
player,201709280gnb,chi,CoheTa00,rush_att,6,,,,,
player,201709280gnb,chi,CoheTa00,rush_yds,24,,,,,
player,201709280gnb,chi,CoheTa00,rush_td,0,,,,,
