game,2017,6,20171015,201710150nor,det,"Detroit Lions",38,nor,"New Orleans Saints",52
team,201710150nor,det,First Downs,18,,,,,,
team,201710150nor,nor,First Downs,19,,,,,,
team,201710150nor,det,Rush-Yds-TDs,19-66-0,,,,,,
team,201710150nor,nor,Rush-Yds-TDs,37-193-2,,,,,,
team,201710150nor,det,Cmp-Att-Yd-TD-INT,25-52-312-3-3,,,,,,
team,201710150nor,nor,Cmp-Att-Yd-TD-INT,20-30-186-2-2,,,,,,
team,201710150nor,det,Sacked-Yards,5-31,,,,,,
team,201710150nor,nor,Sacked-Yards,0-0,,,,,,
team,201710150nor,det,Net Pass Yards,281,,,,,,
team,201710150nor,nor,Net Pass Yards,186,,,,,,
team,201710150nor,det,Total Yards,347,,,,,,
team,201710150nor,nor,Total Yards,379,,,,,,
team,201710150nor,det,Fumbles-Lost,3-2,,,,,,
team,201710150nor,nor,Fumbles-Lost,2-1,,,,,,
team,201710150nor,det,Turnovers,5,,,,,,
team,201710150nor,nor,Turnovers,3,,,,,,
team,201710150nor,det,Penalties-Yards,7-46,,,,,,
team,201710150nor,nor,Penalties-Yards,13-118,,,,,,
team,201710150nor,det,Third Down Conv.,9-18,,,,,,
team,201710150nor,nor,Third Down Conv.,2-12,,,,,,
team,201710150nor,det,Fourth Down Conv.,0-1,,,,,,
team,201710150nor,nor,Fourth Down Conv.,1-1,,,,,,
team,201710150nor,det,Time of Possession,27:49,,,,,,
team,201710150nor,nor,Time of Possession,32:11,,,,,,
player,201710150nor,det,StafMa00,pass_cmp,25,,,,,
player,201710150nor,det,StafMa00,pass_att,52,,,,,
player,201710150nor,det,StafMa00,pass_yds,312,,,,,
player,201710150nor,det,StafMa00,pass_td,3,,,,,
player,201710150nor,det,StafMa00,pass_int,3,,,,,
player,201710150nor,det,StafMa00,pass_sacked,5,,,,,
player,201710150nor,det,StafMa00,pass_sacked_yds,31,,,,,
player,201710150nor,det,StafMa00,pass_long,45,,,,,
player,201710150nor,det,StafMa00,pass_rating,62.3,,,,,
player,201710150nor,det,StafMa00,rush_att,2,,,,,
player,201710150nor,det,StafMa00,rush_yds,4,,,,,
player,201710150nor,det,StafMa00,rush_td,0,,,,,
player,201710150nor,det,StafMa00,rush_long,3,,,,,
player,201710150nor,det,StafMa00,targets,0,,,,,
player,201710150nor,det,StafMa00,rec,0,,,,,
player,201710150nor,det,StafMa00,rec_yds,0,,,,,
player,201710150nor,det,StafMa00,rec_td,0,,,,,
player,201710150nor,det,StafMa00,rec_long,0,,,,,
player,201710150nor,det,StafMa00,fumbles,2,,,,,
player,201710150nor,det,StafMa00,fumbles_lost,2,,,,,
player,201710150nor,det,AbduAm00,pass_cmp,0,,,,,
player,201710150nor,det,AbduAm00,pass_att,0,,,,,
player,201710150nor,det,AbduAm00,pass_yds,0,,,,,
player,201710150nor,det,AbduAm00,pass_td,0,,,,,
player,201710150nor,det,AbduAm00,pass_int,0,,,,,
player,201710150nor,det,AbduAm00,pass_sacked,0,,,,,
player,201710150nor,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201710150nor,det,AbduAm00,pass_long,0,,,,,
player,201710150nor,det,AbduAm00,pass_rating,,,,,,
player,201710150nor,det,AbduAm00,rush_att,14,,,,,
player,201710150nor,det,AbduAm00,rush_yds,54,,,,,
player,201710150nor,det,AbduAm00,rush_td,0,,,,,
player,201710150nor,det,AbduAm00,rush_long,34,,,,,
player,201710150nor,det,AbduAm00,targets,2,,,,,
player,201710150nor,det,AbduAm00,rec,0,,,,,
player,201710150nor,det,AbduAm00,rec_yds,0,,,,,
player,201710150nor,det,AbduAm00,rec_td,0,,,,,
player,201710150nor,det,AbduAm00,rec_long,0,,,,,
player,201710150nor,det,AbduAm00,fumbles,0,,,,,
player,201710150nor,det,AbduAm00,fumbles_lost,0,,,,,
player,201710150nor,det,RiddTh00,pass_cmp,0,,,,,
player,201710150nor,det,RiddTh00,pass_att,0,,,,,
player,201710150nor,det,RiddTh00,pass_yds,0,,,,,
player,201710150nor,det,RiddTh00,pass_td,0,,,,,
player,201710150nor,det,RiddTh00,pass_int,0,,,,,
player,201710150nor,det,RiddTh00,pass_sacked,0,,,,,
player,201710150nor,det,RiddTh00,pass_sacked_yds,0,,,,,
