game,2017,6,20171015,201710150rav,chi,"Chicago Bears",27,rav,"Baltimore Ravens",24
player,201710150rav,rav,RicaPa00,def_int_long,0,,,,,
player,201710150rav,rav,RicaPa00,pass_defended,0,,,,,
player,201710150rav,rav,RicaPa00,sacks,0.0,,,,,
player,201710150rav,rav,RicaPa00,tackles_combined,3,,,,,
player,201710150rav,rav,RicaPa00,tackles_solo,2,,,,,
player,201710150rav,rav,RicaPa00,tackles_assists,1,,,,,
player,201710150rav,rav,RicaPa00,tackles_loss,1,,,,,
player,201710150rav,rav,RicaPa00,qb_hits,0,,,,,
player,201710150rav,rav,RicaPa00,fumbles_rec,0,,,,,
player,201710150rav,rav,RicaPa00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,RicaPa00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,RicaPa00,fumbles_forced,0,,,,,
player,201710150rav,rav,BowsTy00,def_int,0,,,,,
player,201710150rav,rav,BowsTy00,def_int_yds,0,,,,,
player,201710150rav,rav,BowsTy00,def_int_td,0,,,,,
player,201710150rav,rav,BowsTy00,def_int_long,0,,,,,
player,201710150rav,rav,BowsTy00,pass_defended,0,,,,,
player,201710150rav,rav,BowsTy00,sacks,0.0,,,,,
player,201710150rav,rav,BowsTy00,tackles_combined,2,,,,,
player,201710150rav,rav,BowsTy00,tackles_solo,2,,,,,
player,201710150rav,rav,BowsTy00,tackles_assists,0,,,,,
player,201710150rav,rav,BowsTy00,tackles_loss,0,,,,,
player,201710150rav,rav,BowsTy00,qb_hits,0,,,,,
player,201710150rav,rav,BowsTy00,fumbles_rec,0,,,,,
player,201710150rav,rav,BowsTy00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,BowsTy00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,BowsTy00,fumbles_forced,0,,,,,
player,201710150rav,rav,CarrBr99,def_int,0,,,,,
player,201710150rav,rav,CarrBr99,def_int_yds,0,,,,,
player,201710150rav,rav,CarrBr99,def_int_td,0,,,,,
player,201710150rav,rav,CarrBr99,def_int_long,0,,,,,
player,201710150rav,rav,CarrBr99,pass_defended,0,,,,,
player,201710150rav,rav,CarrBr99,sacks,0.0,,,,,
player,201710150rav,rav,CarrBr99,tackles_combined,2,,,,,
player,201710150rav,rav,CarrBr99,tackles_solo,1,,,,,
player,201710150rav,rav,CarrBr99,tackles_assists,1,,,,,
player,201710150rav,rav,CarrBr99,tackles_loss,0,,,,,
player,201710150rav,rav,CarrBr99,qb_hits,0,,,,,
player,201710150rav,rav,CarrBr99,fumbles_rec,0,,,,,
player,201710150rav,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201710150rav,rav,CarrBr99,fumbles_forced,0,,,,,
player,201710150rav,rav,KaufBr01,def_int,0,,,,,
player,201710150rav,rav,KaufBr01,def_int_yds,0,,,,,
player,201710150rav,rav,KaufBr01,def_int_td,0,,,,,
player,201710150rav,rav,KaufBr01,def_int_long,0,,,,,
player,201710150rav,rav,KaufBr01,pass_defended,0,,,,,
player,201710150rav,rav,KaufBr01,sacks,0.0,,,,,
player,201710150rav,rav,KaufBr01,tackles_combined,2,,,,,
player,201710150rav,rav,KaufBr01,tackles_solo,1,,,,,
player,201710150rav,rav,KaufBr01,tackles_assists,1,,,,,
player,201710150rav,rav,KaufBr01,tackles_loss,0,,,,,
player,201710150rav,rav,KaufBr01,qb_hits,0,,,,,
player,201710150rav,rav,KaufBr01,fumbles_rec,0,,,,,
player,201710150rav,rav,KaufBr01,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,KaufBr01,fumbles_rec_td,0,,,,,
player,201710150rav,rav,KaufBr01,fumbles_forced,0,,,,,
player,201710150rav,rav,WormCh00,def_int,0,,,,,
player,201710150rav,rav,WormCh00,def_int_yds,0,,,,,
player,201710150rav,rav,WormCh00,def_int_td,0,,,,,
player,201710150rav,rav,WormCh00,def_int_long,0,,,,,
player,201710150rav,rav,WormCh00,pass_defended,0,,,,,
player,201710150rav,rav,WormCh00,sacks,0.0,,,,,
player,201710150rav,rav,WormCh00,tackles_combined,2,,,,,
player,201710150rav,rav,WormCh00,tackles_solo,2,,,,,
player,201710150rav,rav,WormCh00,tackles_assists,0,,,,,
player,201710150rav,rav,WormCh00,tackles_loss,0,,,,,
player,201710150rav,rav,WormCh00,qb_hits,1,,,,,
player,201710150rav,rav,WormCh00,fumbles_rec,0,,,,,
player,201710150rav,rav,WormCh00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,WormCh00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,WormCh00,fumbles_forced,0,,,,,
player,201710150rav,rav,ClarCh00,def_int,0,,,,,
player,201710150rav,rav,ClarCh00,def_int_yds,0,,,,,
player,201710150rav,rav,ClarCh00,def_int_td,0,,,,,
player,201710150rav,rav,ClarCh00,def_int_long,0,,,,,
player,201710150rav,rav,ClarCh00,pass_defended,0,,,,,
player,201710150rav,rav,ClarCh00,sacks,0.0,,,,,
player,201710150rav,rav,ClarCh00,tackles_combined,1,,,,,
player,201710150rav,rav,ClarCh00,tackles_solo,1,,,,,
player,201710150rav,rav,ClarCh00,tackles_assists,0,,,,,
player,201710150rav,rav,ClarCh00,tackles_loss,0,,,,,
player,201710150rav,rav,ClarCh00,qb_hits,0,,,,,
player,201710150rav,rav,ClarCh00,fumbles_rec,0,,,,,
player,201710150rav,rav,ClarCh00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,ClarCh00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,ClarCh00,fumbles_forced,0,,,,,
player,201710150rav,rav,HumpMa00,def_int,0,,,,,
player,201710150rav,rav,HumpMa00,def_int_yds,0,,,,,
player,201710150rav,rav,HumpMa00,def_int_td,0,,,,,
player,201710150rav,rav,HumpMa00,def_int_long,0,,,,,
player,201710150rav,rav,HumpMa00,pass_defended,0,,,,,
player,201710150rav,rav,HumpMa00,sacks,0.0,,,,,
player,201710150rav,rav,HumpMa00,tackles_combined,1,,,,,
player,201710150rav,rav,HumpMa00,tackles_solo,1,,,,,
player,201710150rav,rav,HumpMa00,tackles_assists,0,,,,,
player,201710150rav,rav,HumpMa00,tackles_loss,0,,,,,
player,201710150rav,rav,HumpMa00,qb_hits,0,,,,,
player,201710150rav,rav,HumpMa00,fumbles_rec,0,,,,,
player,201710150rav,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,HumpMa00,fumbles_forced,0,,,,,
player,201710150rav,rav,MaylVi00,def_int,0,,,,,
player,201710150rav,rav,MaylVi00,def_int_yds,0,,,,,
player,201710150rav,rav,MaylVi00,def_int_td,0,,,,,
player,201710150rav,rav,MaylVi00,def_int_long,0,,,,,
player,201710150rav,rav,MaylVi00,pass_defended,0,,,,,
player,201710150rav,rav,MaylVi00,sacks,0.0,,,,,
player,201710150rav,rav,MaylVi00,tackles_combined,1,,,,,
player,201710150rav,rav,MaylVi00,tackles_solo,1,,,,,
player,201710150rav,rav,MaylVi00,tackles_assists,0,,,,,
player,201710150rav,rav,MaylVi00,tackles_loss,0,,,,,
player,201710150rav,rav,MaylVi00,qb_hits,0,,,,,
player,201710150rav,rav,MaylVi00,fumbles_rec,0,,,,,
player,201710150rav,rav,MaylVi00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,MaylVi00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,MaylVi00,fumbles_forced,0,,,,,
player,201710150rav,rav,McRaTo00,def_int,0,,,,,
player,201710150rav,rav,McRaTo00,def_int_yds,0,,,,,
player,201710150rav,rav,McRaTo00,def_int_td,0,,,,,
player,201710150rav,rav,McRaTo00,def_int_long,0,,,,,
player,201710150rav,rav,McRaTo00,pass_defended,0,,,,,
player,201710150rav,rav,McRaTo00,sacks,0.0,,,,,
player,201710150rav,rav,McRaTo00,tackles_combined,1,,,,,
player,201710150rav,rav,McRaTo00,tackles_solo,1,,,,,
player,201710150rav,rav,McRaTo00,tackles_assists,0,,,,,
player,201710150rav,rav,McRaTo00,tackles_loss,0,,,,,
player,201710150rav,rav,McRaTo00,qb_hits,0,,,,,
player,201710150rav,rav,McRaTo00,fumbles_rec,0,,,,,
player,201710150rav,rav,McRaTo00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,McRaTo00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,McRaTo00,fumbles_forced,0,,,,,
player,201710150rav,rav,SmitJi03,def_int,0,,,,,
player,201710150rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201710150rav,rav,SmitJi03,def_int_td,0,,,,,
player,201710150rav,rav,SmitJi03,def_int_long,0,,,,,
player,201710150rav,rav,SmitJi03,pass_defended,0,,,,,
player,201710150rav,rav,SmitJi03,sacks,0.0,,,,,
player,201710150rav,rav,SmitJi03,tackles_combined,1,,,,,
player,201710150rav,rav,SmitJi03,tackles_solo,1,,,,,
player,201710150rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201710150rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201710150rav,rav,SmitJi03,qb_hits,0,,,,,
player,201710150rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201710150rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201710150rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201710150rav,rav,TuckJu00,def_int,0,,,,,
player,201710150rav,rav,TuckJu00,def_int_yds,0,,,,,
player,201710150rav,rav,TuckJu00,def_int_td,0,,,,,
player,201710150rav,rav,TuckJu00,def_int_long,0,,,,,
player,201710150rav,rav,TuckJu00,pass_defended,0,,,,,
player,201710150rav,rav,TuckJu00,sacks,0.0,,,,,
player,201710150rav,rav,TuckJu00,tackles_combined,1,,,,,
player,201710150rav,rav,TuckJu00,tackles_solo,1,,,,,
player,201710150rav,rav,TuckJu00,tackles_assists,0,,,,,
player,201710150rav,rav,TuckJu00,tackles_loss,0,,,,,
player,201710150rav,rav,TuckJu00,qb_hits,0,,,,,
player,201710150rav,rav,TuckJu00,fumbles_rec,0,,,,,
player,201710150rav,rav,TuckJu00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,TuckJu00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,TuckJu00,fumbles_forced,0,,,,,
player,201710150rav,rav,SmitZa00,def_int,0,,,,,
player,201710150rav,rav,SmitZa00,def_int_yds,0,,,,,
player,201710150rav,rav,SmitZa00,def_int_td,0,,,,,
player,201710150rav,rav,SmitZa00,def_int_long,0,,,,,
player,201710150rav,rav,SmitZa00,pass_defended,0,,,,,
player,201710150rav,rav,SmitZa00,sacks,0.0,,,,,
player,201710150rav,rav,SmitZa00,tackles_combined,0,,,,,
player,201710150rav,rav,SmitZa00,tackles_solo,0,,,,,
player,201710150rav,rav,SmitZa00,tackles_assists,0,,,,,
player,201710150rav,rav,SmitZa00,tackles_loss,0,,,,,
player,201710150rav,rav,SmitZa00,qb_hits,1,,,,,
player,201710150rav,rav,SmitZa00,fumbles_rec,0,,,,,
player,201710150rav,rav,SmitZa00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,SmitZa00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,SmitZa00,fumbles_forced,0,,,,,
player,201710150rav,chi,CoheTa00,kick_ret,3,,,,,
player,201710150rav,chi,CoheTa00,kick_ret_yds,67,,,,,
player,201710150rav,chi,CoheTa00,kick_ret_yds_per_ret,22.3,,,,,
player,201710150rav,chi,CoheTa00,kick_ret_td,0,,,,,
player,201710150rav,chi,CoheTa00,kick_ret_long,37,,,,,
player,201710150rav,chi,CoheTa00,punt_ret,2,,,,,
player,201710150rav,chi,CoheTa00,punt_ret_yds,37,,,,,
player,201710150rav,chi,CoheTa00,punt_ret_yds_per_ret,18.5,,,,,
player,201710150rav,chi,CoheTa00,punt_ret_td,0,,,,,
player,201710150rav,chi,CoheTa00,punt_ret_long,21,,,,,
player,201710150rav,chi,JackEd01,kick_ret,0,,,,,
player,201710150rav,chi,JackEd01,kick_ret_yds,0,,,,,
player,201710150rav,chi,JackEd01,kick_ret_yds_per_ret,,,,,,
player,201710150rav,chi,JackEd01,kick_ret_td,0,,,,,
player,201710150rav,chi,JackEd01,kick_ret_long,0,,,,,
player,201710150rav,chi,JackEd01,punt_ret,2,,,,,
player,201710150rav,chi,JackEd01,punt_ret_yds,6,,,,,
player,201710150rav,chi,JackEd01,punt_ret_yds_per_ret,3.0,,,,,
player,201710150rav,chi,JackEd01,punt_ret_td,0,,,,,
player,201710150rav,chi,JackEd01,punt_ret_long,7,,,,,
player,201710150rav,chi,CunnBe01,kick_ret,2,,,,,
player,201710150rav,chi,CunnBe01,kick_ret_yds,38,,,,,
player,201710150rav,chi,CunnBe01,kick_ret_yds_per_ret,19.0,,,,,
player,201710150rav,chi,CunnBe01,kick_ret_td,0,,,,,
player,201710150rav,chi,CunnBe01,kick_ret_long,23,,,,,
player,201710150rav,chi,CunnBe01,punt_ret,0,,,,,
player,201710150rav,chi,CunnBe01,punt_ret_yds,0,,,,,
player,201710150rav,chi,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201710150rav,chi,CunnBe01,punt_ret_td,0,,,,,
player,201710150rav,chi,CunnBe01,punt_ret_long,0,,,,,
player,201710150rav,rav,CampMi02,kick_ret,0,,,,,
player,201710150rav,rav,CampMi02,kick_ret_yds,0,,,,,
player,201710150rav,rav,CampMi02,kick_ret_yds_per_ret,,,,,,
player,201710150rav,rav,CampMi02,kick_ret_td,0,,,,,
player,201710150rav,rav,CampMi02,kick_ret_long,0,,,,,
player,201710150rav,rav,CampMi02,punt_ret,5,,,,,
player,201710150rav,rav,CampMi02,punt_ret_yds,132,,,,,
player,201710150rav,rav,CampMi02,punt_ret_yds_per_ret,26.4,,,,,
player,201710150rav,rav,CampMi02,punt_ret_td,1,,,,,
player,201710150rav,rav,CampMi02,punt_ret_long,77,,,,,
player,201710150rav,rav,RainBo00,kick_ret,5,,,,,
player,201710150rav,rav,RainBo00,kick_ret_yds,191,,,,,
player,201710150rav,rav,RainBo00,kick_ret_yds_per_ret,38.2,,,,,
player,201710150rav,rav,RainBo00,kick_ret_td,1,,,,,
player,201710150rav,rav,RainBo00,kick_ret_long,96,,,,,
player,201710150rav,rav,RainBo00,punt_ret,0,,,,,
player,201710150rav,rav,RainBo00,punt_ret_yds,0,,,,,
player,201710150rav,rav,RainBo00,punt_ret_yds_per_ret,,,,,,
player,201710150rav,rav,RainBo00,punt_ret_td,0,,,,,
player,201710150rav,rav,RainBo00,punt_ret_long,0,,,,,
player,201710150rav,chi,barthco01,xpm,3,,,,,
player,201710150rav,chi,barthco01,xpa,3,,,,,
player,201710150rav,chi,barthco01,fgm,2,,,,,
player,201710150rav,chi,barthco01,fga,2,,,,,
player,201710150rav,chi,barthco01,punt,0,,,,,
player,201710150rav,chi,barthco01,punt_yds,0,,,,,
player,201710150rav,chi,barthco01,punt_yds_per_punt,,,,,,
player,201710150rav,chi,barthco01,punt_long,0,,,,,
player,201710150rav,chi,ODonPa00,xpm,,,,,,
player,201710150rav,chi,ODonPa00,xpa,,,,,,
player,201710150rav,chi,ODonPa00,fgm,,,,,,
player,201710150rav,chi,ODonPa00,fga,,,,,,
player,201710150rav,chi,ODonPa00,punt,9,,,,,
player,201710150rav,chi,ODonPa00,punt_yds,420,,,,,
player,201710150rav,chi,ODonPa00,punt_yds_per_punt,46.7,,,,,
player,201710150rav,chi,ODonPa00,punt_long,67,,,,,
player,201710150rav,rav,TuckJu00,xpm,1,,,,,
player,201710150rav,rav,TuckJu00,xpa,1,,,,,
player,201710150rav,rav,TuckJu00,fgm,3,,,,,
player,201710150rav,rav,TuckJu00,fga,3,,,,,
player,201710150rav,rav,TuckJu00,punt,0,,,,,
player,201710150rav,rav,TuckJu00,punt_yds,0,,,,,
player,201710150rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201710150rav,rav,TuckJu00,punt_long,0,,,,,
player,201710150rav,rav,KochSa20,xpm,,,,,,
player,201710150rav,rav,KochSa20,xpa,,,,,,
player,201710150rav,rav,KochSa20,fgm,,,,,,
player,201710150rav,rav,KochSa20,fga,,,,,,
player,201710150rav,rav,KochSa20,punt,7,,,,,
player,201710150rav,rav,KochSa20,punt_yds,385,,,,,
player,201710150rav,rav,KochSa20,punt_yds_per_punt,55.0,,,,,
player,201710150rav,rav,KochSa20,punt_long,67,,,,,
player,201710150rav,rav,ElueJe00,pos,G,,,,,
player,201710150rav,rav,ElueJe00,offense,73,,,,,
player,201710150rav,rav,ElueJe00,off_pct,100%,,,,,
player,201710150rav,rav,ElueJe00,defense,0,,,,,
player,201710150rav,rav,ElueJe00,def_pct,0%,,,,,
player,201710150rav,rav,ElueJe00,special_teams,4,,,,,
player,201710150rav,rav,ElueJe00,st_pct,11%,,,,,
player,201710150rav,rav,StanRo00,pos,T,,,,,
player,201710150rav,rav,StanRo00,offense,73,,,,,
player,201710150rav,rav,StanRo00,off_pct,100%,,,,,
player,201710150rav,rav,StanRo00,defense,0,,,,,
player,201710150rav,rav,StanRo00,def_pct,0%,,,,,
player,201710150rav,rav,StanRo00,special_teams,4,,,,,
player,201710150rav,rav,StanRo00,st_pct,11%,,,,,
player,201710150rav,rav,HowaAu20,pos,T,,,,,
player,201710150rav,rav,HowaAu20,offense,73,,,,,
player,201710150rav,rav,HowaAu20,off_pct,100%,,,,,
player,201710150rav,rav,HowaAu20,defense,0,,,,,
player,201710150rav,rav,HowaAu20,def_pct,0%,,,,,
player,201710150rav,rav,HowaAu20,special_teams,4,,,,,
player,201710150rav,rav,HowaAu20,st_pct,11%,,,,,
player,201710150rav,rav,HursJa00,pos,G,,,,,
player,201710150rav,rav,HursJa00,offense,73,,,,,
player,201710150rav,rav,HursJa00,off_pct,100%,,,,,
player,201710150rav,rav,HursJa00,defense,0,,,,,
player,201710150rav,rav,HursJa00,def_pct,0%,,,,,
player,201710150rav,rav,HursJa00,special_teams,4,,,,,
player,201710150rav,rav,HursJa00,st_pct,11%,,,,,
player,201710150rav,rav,FlacJo00,pos,QB,,,,,
player,201710150rav,rav,FlacJo00,offense,73,,,,,
player,201710150rav,rav,FlacJo00,off_pct,100%,,,,,
player,201710150rav,rav,FlacJo00,defense,0,,,,,
player,201710150rav,rav,FlacJo00,def_pct,0%,,,,,
player,201710150rav,rav,FlacJo00,special_teams,0,,,,,
player,201710150rav,rav,FlacJo00,st_pct,0%,,,,,
player,201710150rav,rav,JensRy00,pos,C,,,,,
player,201710150rav,rav,JensRy00,offense,73,,,,,
player,201710150rav,rav,JensRy00,off_pct,100%,,,,,
player,201710150rav,rav,JensRy00,defense,0,,,,,
player,201710150rav,rav,JensRy00,def_pct,0%,,,,,
player,201710150rav,rav,JensRy00,special_teams,0,,,,,
player,201710150rav,rav,JensRy00,st_pct,0%,,,,,
player,201710150rav,rav,WallMi00,pos,WR,,,,,
player,201710150rav,rav,WallMi00,offense,70,,,,,
player,201710150rav,rav,WallMi00,off_pct,96%,,,,,
player,201710150rav,rav,WallMi00,defense,0,,,,,
player,201710150rav,rav,WallMi00,def_pct,0%,,,,,
player,201710150rav,rav,WallMi00,special_teams,0,,,,,
player,201710150rav,rav,WallMi00,st_pct,0%,,,,,
player,201710150rav,rav,WatsBe00,pos,TE,,,,,
player,201710150rav,rav,WatsBe00,offense,51,,,,,
player,201710150rav,rav,WatsBe00,off_pct,70%,,,,,
player,201710150rav,rav,WatsBe00,defense,0,,,,,
player,201710150rav,rav,WatsBe00,def_pct,0%,,,,,
player,201710150rav,rav,WatsBe00,special_teams,0,,,,,
player,201710150rav,rav,WatsBe00,st_pct,0%,,,,,
player,201710150rav,rav,AlleJa01,pos,RB,,,,,
player,201710150rav,rav,AlleJa01,offense,47,,,,,
player,201710150rav,rav,AlleJa01,off_pct,64%,,,,,
player,201710150rav,rav,AlleJa01,defense,0,,,,,
player,201710150rav,rav,AlleJa01,def_pct,0%,,,,,
player,201710150rav,rav,AlleJa01,special_teams,7,,,,,
player,201710150rav,rav,AlleJa01,st_pct,19%,,,,,
player,201710150rav,rav,BoylNi00,pos,TE,,,,,
player,201710150rav,rav,BoylNi00,offense,44,,,,,
player,201710150rav,rav,BoylNi00,off_pct,60%,,,,,
player,201710150rav,rav,BoylNi00,defense,0,,,,,
player,201710150rav,rav,BoylNi00,def_pct,0%,,,,,
player,201710150rav,rav,BoylNi00,special_teams,6,,,,,
player,201710150rav,rav,BoylNi00,st_pct,16%,,,,,
player,201710150rav,rav,MoorCh00,pos,WR,,,,,
player,201710150rav,rav,MoorCh00,offense,34,,,,,
player,201710150rav,rav,MoorCh00,off_pct,47%,,,,,
player,201710150rav,rav,MoorCh00,defense,0,,,,,
player,201710150rav,rav,MoorCh00,def_pct,0%,,,,,
player,201710150rav,rav,MoorCh00,special_teams,6,,,,,
player,201710150rav,rav,MoorCh00,st_pct,16%,,,,,
player,201710150rav,rav,CampMi02,pos,WR,,,,,
player,201710150rav,rav,CampMi02,offense,33,,,,,
player,201710150rav,rav,CampMi02,off_pct,45%,,,,,
player,201710150rav,rav,CampMi02,defense,0,,,,,
player,201710150rav,rav,CampMi02,def_pct,0%,,,,,
player,201710150rav,rav,CampMi02,special_teams,7,,,,,
player,201710150rav,rav,CampMi02,st_pct,19%,,,,,
player,201710150rav,rav,MattCh00,pos,WR,,,,,
player,201710150rav,rav,MattCh00,offense,23,,,,,
player,201710150rav,rav,MattCh00,off_pct,32%,,,,,
player,201710150rav,rav,MattCh00,defense,0,,,,,
player,201710150rav,rav,MattCh00,def_pct,0%,,,,,
player,201710150rav,rav,MattCh00,special_teams,26,,,,,
player,201710150rav,rav,MattCh00,st_pct,70%,,,,,
player,201710150rav,rav,CollAl00,pos,RB,,,,,
player,201710150rav,rav,CollAl00,offense,22,,,,,
player,201710150rav,rav,CollAl00,off_pct,30%,,,,,
player,201710150rav,rav,CollAl00,defense,0,,,,,
player,201710150rav,rav,CollAl00,def_pct,0%,,,,,
player,201710150rav,rav,CollAl00,special_teams,0,,,,,
player,201710150rav,rav,CollAl00,st_pct,0%,,,,,
player,201710150rav,rav,PerrBr02,pos,WR,,,,,
player,201710150rav,rav,PerrBr02,offense,20,,,,,
player,201710150rav,rav,PerrBr02,off_pct,27%,,,,,
player,201710150rav,rav,PerrBr02,defense,0,,,,,
player,201710150rav,rav,PerrBr02,def_pct,0%,,,,,
player,201710150rav,rav,PerrBr02,special_teams,0,,,,,
player,201710150rav,rav,PerrBr02,st_pct,0%,,,,,
player,201710150rav,rav,WillMa04,pos,TE,,,,,
player,201710150rav,rav,WillMa04,offense,9,,,,,
player,201710150rav,rav,WillMa04,off_pct,12%,,,,,
player,201710150rav,rav,WillMa04,defense,0,,,,,
player,201710150rav,rav,WillMa04,def_pct,0%,,,,,
player,201710150rav,rav,WillMa04,special_teams,2,,,,,
player,201710150rav,rav,WillMa04,st_pct,5%,,,,,
player,201710150rav,rav,MaylVi00,pos,TE,,,,,
player,201710150rav,rav,MaylVi00,offense,5,,,,,
player,201710150rav,rav,MaylVi00,off_pct,7%,,,,,
player,201710150rav,rav,MaylVi00,defense,0,,,,,
player,201710150rav,rav,MaylVi00,def_pct,0%,,,,,
player,201710150rav,rav,MaylVi00,special_teams,27,,,,,
player,201710150rav,rav,MaylVi00,st_pct,73%,,,,,
player,201710150rav,rav,RainBo00,pos,RB,,,,,
player,201710150rav,rav,RainBo00,offense,4,,,,,
player,201710150rav,rav,RainBo00,off_pct,5%,,,,,
player,201710150rav,rav,RainBo00,defense,0,,,,,
player,201710150rav,rav,RainBo00,def_pct,0%,,,,,
player,201710150rav,rav,RainBo00,special_teams,19,,,,,
player,201710150rav,rav,RainBo00,st_pct,51%,,,,,
player,201710150rav,rav,RicaPa00,pos,NT,,,,,
player,201710150rav,rav,RicaPa00,offense,3,,,,,
player,201710150rav,rav,RicaPa00,off_pct,4%,,,,,
player,201710150rav,rav,RicaPa00,defense,20,,,,,
player,201710150rav,rav,RicaPa00,def_pct,25%,,,,,
player,201710150rav,rav,RicaPa00,special_teams,6,,,,,
player,201710150rav,rav,RicaPa00,st_pct,16%,,,,,
player,201710150rav,rav,JeffTo00,pos,SS,,,,,
player,201710150rav,rav,JeffTo00,offense,0,,,,,
player,201710150rav,rav,JeffTo00,off_pct,0%,,,,,
player,201710150rav,rav,JeffTo00,defense,80,,,,,
player,201710150rav,rav,JeffTo00,def_pct,100%,,,,,
player,201710150rav,rav,JeffTo00,special_teams,5,,,,,
player,201710150rav,rav,JeffTo00,st_pct,14%,,,,,
player,201710150rav,rav,WeddEr99,pos,FS,,,,,
player,201710150rav,rav,WeddEr99,offense,0,,,,,
player,201710150rav,rav,WeddEr99,off_pct,0%,,,,,
player,201710150rav,rav,WeddEr99,defense,80,,,,,
player,201710150rav,rav,WeddEr99,def_pct,100%,,,,,
player,201710150rav,rav,WeddEr99,special_teams,0,,,,,
player,201710150rav,rav,WeddEr99,st_pct,0%,,,,,
player,201710150rav,rav,MoslC.00,pos,LB,,,,,
player,201710150rav,rav,MoslC.00,offense,0,,,,,
player,201710150rav,rav,MoslC.00,off_pct,0%,,,,,
player,201710150rav,rav,MoslC.00,defense,79,,,,,
player,201710150rav,rav,MoslC.00,def_pct,99%,,,,,
player,201710150rav,rav,MoslC.00,special_teams,5,,,,,
player,201710150rav,rav,MoslC.00,st_pct,14%,,,,,
player,201710150rav,rav,CarrBr99,pos,CB,,,,,
player,201710150rav,rav,CarrBr99,offense,0,,,,,
player,201710150rav,rav,CarrBr99,off_pct,0%,,,,,
player,201710150rav,rav,CarrBr99,defense,78,,,,,
player,201710150rav,rav,CarrBr99,def_pct,98%,,,,,
player,201710150rav,rav,CarrBr99,special_teams,1,,,,,
player,201710150rav,rav,CarrBr99,st_pct,3%,,,,,
player,201710150rav,rav,JudoMa00,pos,LB,,,,,
player,201710150rav,rav,JudoMa00,offense,0,,,,,
player,201710150rav,rav,JudoMa00,off_pct,0%,,,,,
player,201710150rav,rav,JudoMa00,defense,70,,,,,
player,201710150rav,rav,JudoMa00,def_pct,88%,,,,,
player,201710150rav,rav,JudoMa00,special_teams,15,,,,,
player,201710150rav,rav,JudoMa00,st_pct,41%,,,,,
player,201710150rav,rav,SmitJi03,pos,CB,,,,,
player,201710150rav,rav,SmitJi03,offense,0,,,,,
player,201710150rav,rav,SmitJi03,off_pct,0%,,,,,
player,201710150rav,rav,SmitJi03,defense,69,,,,,
player,201710150rav,rav,SmitJi03,def_pct,86%,,,,,
player,201710150rav,rav,SmitJi03,special_teams,0,,,,,
player,201710150rav,rav,SmitJi03,st_pct,0%,,,,,
player,201710150rav,rav,HenrWi00,pos,DT,,,,,
player,201710150rav,rav,HenrWi00,offense,0,,,,,
player,201710150rav,rav,HenrWi00,off_pct,0%,,,,,
player,201710150rav,rav,HenrWi00,defense,68,,,,,
player,201710150rav,rav,HenrWi00,def_pct,85%,,,,,
player,201710150rav,rav,HenrWi00,special_teams,8,,,,,
player,201710150rav,rav,HenrWi00,st_pct,22%,,,,,
player,201710150rav,rav,OnwuPa00,pos,LB,,,,,
player,201710150rav,rav,OnwuPa00,offense,0,,,,,
player,201710150rav,rav,OnwuPa00,off_pct,0%,,,,,
player,201710150rav,rav,OnwuPa00,defense,66,,,,,
player,201710150rav,rav,OnwuPa00,def_pct,82%,,,,,
player,201710150rav,rav,OnwuPa00,special_teams,7,,,,,
player,201710150rav,rav,OnwuPa00,st_pct,19%,,,,,
player,201710150rav,rav,SuggTe99,pos,LB,,,,,
player,201710150rav,rav,SuggTe99,offense,0,,,,,
player,201710150rav,rav,SuggTe99,off_pct,0%,,,,,
player,201710150rav,rav,SuggTe99,defense,57,,,,,
