game,2017,13,20171203,201712030nor,car,"Carolina Panthers",21,nor,"New Orleans Saints",31
team,201712030nor,car,First Downs,16,,,,,,
team,201712030nor,nor,First Downs,19,,,,,,
team,201712030nor,car,Rush-Yds-TDs,23-112-1,,,,,,
team,201712030nor,nor,Rush-Yds-TDs,28-148-3,,,,,,
team,201712030nor,car,Cmp-Att-Yd-TD-INT,17-28-183-2-0,,,,,,
team,201712030nor,nor,Cmp-Att-Yd-TD-INT,25-34-269-1-0,,,,,,
team,201712030nor,car,Sacked-Yards,2-16,,,,,,
team,201712030nor,nor,Sacked-Yards,2-17,,,,,,
team,201712030nor,car,Net Pass Yards,167,,,,,,
team,201712030nor,nor,Net Pass Yards,252,,,,,,
team,201712030nor,car,Total Yards,279,,,,,,
team,201712030nor,nor,Total Yards,400,,,,,,
team,201712030nor,car,Fumbles-Lost,3-1,,,,,,
team,201712030nor,nor,Fumbles-Lost,1-1,,,,,,
team,201712030nor,car,Turnovers,1,,,,,,
team,201712030nor,nor,Turnovers,1,,,,,,
team,201712030nor,car,Penalties-Yards,6-54,,,,,,
team,201712030nor,nor,Penalties-Yards,7-68,,,,,,
team,201712030nor,car,Third Down Conv.,3-10,,,,,,
team,201712030nor,nor,Third Down Conv.,6-15,,,,,,
team,201712030nor,car,Fourth Down Conv.,0-2,,,,,,
team,201712030nor,nor,Fourth Down Conv.,1-1,,,,,,
team,201712030nor,car,Time of Possession,26:39,,,,,,
team,201712030nor,nor,Time of Possession,33:21,,,,,,
player,201712030nor,car,NewtCa00,pass_cmp,17,,,,,
player,201712030nor,car,NewtCa00,pass_att,27,,,,,
player,201712030nor,car,NewtCa00,pass_yds,183,,,,,
player,201712030nor,car,NewtCa00,pass_td,2,,,,,
player,201712030nor,car,NewtCa00,pass_int,0,,,,,
player,201712030nor,car,NewtCa00,pass_sacked,2,,,,,
player,201712030nor,car,NewtCa00,pass_sacked_yds,16,,,,,
player,201712030nor,car,NewtCa00,pass_long,24,,,,,
player,201712030nor,car,NewtCa00,pass_rating,107.5,,,,,
player,201712030nor,car,NewtCa00,rush_att,6,,,,,
player,201712030nor,car,NewtCa00,rush_yds,51,,,,,
player,201712030nor,car,NewtCa00,rush_td,0,,,,,
player,201712030nor,car,NewtCa00,rush_long,32,,,,,
player,201712030nor,car,NewtCa00,targets,0,,,,,
player,201712030nor,car,NewtCa00,rec,0,,,,,
player,201712030nor,car,NewtCa00,rec_yds,0,,,,,
player,201712030nor,car,NewtCa00,rec_td,0,,,,,
player,201712030nor,car,NewtCa00,rec_long,0,,,,,
player,201712030nor,car,NewtCa00,fumbles,0,,,,,
player,201712030nor,car,NewtCa00,fumbles_lost,0,,,,,
player,201712030nor,car,PalaMi00,pass_cmp,0,,,,,
player,201712030nor,car,PalaMi00,pass_att,1,,,,,
player,201712030nor,car,PalaMi00,pass_yds,0,,,,,
player,201712030nor,car,PalaMi00,pass_td,0,,,,,
player,201712030nor,car,PalaMi00,pass_int,0,,,,,
