game,2017,11,20171119,201711190mia,tam,"Tampa Bay Buccaneers",30,mia,"Miami Dolphins",20
player,201711190mia,tam,McClRo98,def_int_long,6,,,,,
player,201711190mia,tam,McClRo98,pass_defended,1,,,,,
player,201711190mia,tam,McClRo98,sacks,0.0,,,,,
player,201711190mia,tam,McClRo98,tackles_combined,4,,,,,
player,201711190mia,tam,McClRo98,tackles_solo,3,,,,,
player,201711190mia,tam,McClRo98,tackles_assists,1,,,,,
player,201711190mia,tam,McClRo98,tackles_loss,0,,,,,
player,201711190mia,tam,McClRo98,qb_hits,0,,,,,
player,201711190mia,tam,McClRo98,fumbles_rec,0,,,,,
player,201711190mia,tam,McClRo98,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,McClRo98,fumbles_rec_td,0,,,,,
player,201711190mia,tam,McClRo98,fumbles_forced,0,,,,,
player,201711190mia,tam,McCoGe99,def_int,0,,,,,
player,201711190mia,tam,McCoGe99,def_int_yds,0,,,,,
player,201711190mia,tam,McCoGe99,def_int_td,0,,,,,
player,201711190mia,tam,McCoGe99,def_int_long,0,,,,,
player,201711190mia,tam,McCoGe99,pass_defended,0,,,,,
player,201711190mia,tam,McCoGe99,sacks,1.0,,,,,
player,201711190mia,tam,McCoGe99,tackles_combined,7,,,,,
player,201711190mia,tam,McCoGe99,tackles_solo,3,,,,,
player,201711190mia,tam,McCoGe99,tackles_assists,4,,,,,
player,201711190mia,tam,McCoGe99,tackles_loss,1,,,,,
player,201711190mia,tam,McCoGe99,qb_hits,3,,,,,
player,201711190mia,tam,McCoGe99,fumbles_rec,0,,,,,
player,201711190mia,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201711190mia,tam,McCoGe99,fumbles_forced,0,,,,,
player,201711190mia,tam,DaviLa00,def_int,0,,,,,
player,201711190mia,tam,DaviLa00,def_int_yds,0,,,,,
player,201711190mia,tam,DaviLa00,def_int_td,0,,,,,
player,201711190mia,tam,DaviLa00,def_int_long,0,,,,,
player,201711190mia,tam,DaviLa00,pass_defended,0,,,,,
player,201711190mia,tam,DaviLa00,sacks,0.0,,,,,
player,201711190mia,tam,DaviLa00,tackles_combined,7,,,,,
player,201711190mia,tam,DaviLa00,tackles_solo,4,,,,,
player,201711190mia,tam,DaviLa00,tackles_assists,3,,,,,
player,201711190mia,tam,DaviLa00,tackles_loss,0,,,,,
player,201711190mia,tam,DaviLa00,qb_hits,1,,,,,
player,201711190mia,tam,DaviLa00,fumbles_rec,0,,,,,
player,201711190mia,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,DaviLa00,fumbles_forced,0,,,,,
player,201711190mia,tam,SmitRy00,def_int,0,,,,,
player,201711190mia,tam,SmitRy00,def_int_yds,0,,,,,
player,201711190mia,tam,SmitRy00,def_int_td,0,,,,,
player,201711190mia,tam,SmitRy00,def_int_long,0,,,,,
player,201711190mia,tam,SmitRy00,pass_defended,0,,,,,
player,201711190mia,tam,SmitRy00,sacks,0.0,,,,,
player,201711190mia,tam,SmitRy00,tackles_combined,5,,,,,
player,201711190mia,tam,SmitRy00,tackles_solo,5,,,,,
player,201711190mia,tam,SmitRy00,tackles_assists,0,,,,,
player,201711190mia,tam,SmitRy00,tackles_loss,0,,,,,
player,201711190mia,tam,SmitRy00,qb_hits,0,,,,,
player,201711190mia,tam,SmitRy00,fumbles_rec,1,,,,,
player,201711190mia,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,SmitRy00,fumbles_forced,1,,,,,
player,201711190mia,tam,AyerRo99,def_int,0,,,,,
player,201711190mia,tam,AyerRo99,def_int_yds,0,,,,,
player,201711190mia,tam,AyerRo99,def_int_td,0,,,,,
player,201711190mia,tam,AyerRo99,def_int_long,0,,,,,
player,201711190mia,tam,AyerRo99,pass_defended,0,,,,,
player,201711190mia,tam,AyerRo99,sacks,0.0,,,,,
player,201711190mia,tam,AyerRo99,tackles_combined,3,,,,,
player,201711190mia,tam,AyerRo99,tackles_solo,1,,,,,
player,201711190mia,tam,AyerRo99,tackles_assists,2,,,,,
player,201711190mia,tam,AyerRo99,tackles_loss,0,,,,,
player,201711190mia,tam,AyerRo99,qb_hits,2,,,,,
player,201711190mia,tam,AyerRo99,fumbles_rec,0,,,,,
player,201711190mia,tam,AyerRo99,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,AyerRo99,fumbles_rec_td,0,,,,,
player,201711190mia,tam,AyerRo99,fumbles_forced,0,,,,,
player,201711190mia,tam,ContCh00,def_int,0,,,,,
player,201711190mia,tam,ContCh00,def_int_yds,0,,,,,
player,201711190mia,tam,ContCh00,def_int_td,0,,,,,
player,201711190mia,tam,ContCh00,def_int_long,0,,,,,
player,201711190mia,tam,ContCh00,pass_defended,0,,,,,
player,201711190mia,tam,ContCh00,sacks,0.0,,,,,
player,201711190mia,tam,ContCh00,tackles_combined,3,,,,,
player,201711190mia,tam,ContCh00,tackles_solo,2,,,,,
player,201711190mia,tam,ContCh00,tackles_assists,1,,,,,
player,201711190mia,tam,ContCh00,tackles_loss,0,,,,,
player,201711190mia,tam,ContCh00,qb_hits,0,,,,,
player,201711190mia,tam,ContCh00,fumbles_rec,0,,,,,
player,201711190mia,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,ContCh00,fumbles_forced,1,,,,,
player,201711190mia,tam,WardT.99,def_int,0,,,,,
player,201711190mia,tam,WardT.99,def_int_yds,0,,,,,
player,201711190mia,tam,WardT.99,def_int_td,0,,,,,
player,201711190mia,tam,WardT.99,def_int_long,0,,,,,
player,201711190mia,tam,WardT.99,pass_defended,0,,,,,
player,201711190mia,tam,WardT.99,sacks,0.0,,,,,
player,201711190mia,tam,WardT.99,tackles_combined,3,,,,,
player,201711190mia,tam,WardT.99,tackles_solo,2,,,,,
player,201711190mia,tam,WardT.99,tackles_assists,1,,,,,
player,201711190mia,tam,WardT.99,tackles_loss,0,,,,,
player,201711190mia,tam,WardT.99,qb_hits,0,,,,,
player,201711190mia,tam,WardT.99,fumbles_rec,0,,,,,
player,201711190mia,tam,WardT.99,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,WardT.99,fumbles_rec_td,0,,,,,
player,201711190mia,tam,WardT.99,fumbles_forced,0,,,,,
player,201711190mia,tam,BakeCh99,def_int,0,,,,,
player,201711190mia,tam,BakeCh99,def_int_yds,0,,,,,
player,201711190mia,tam,BakeCh99,def_int_td,0,,,,,
player,201711190mia,tam,BakeCh99,def_int_long,0,,,,,
player,201711190mia,tam,BakeCh99,pass_defended,0,,,,,
player,201711190mia,tam,BakeCh99,sacks,0.0,,,,,
player,201711190mia,tam,BakeCh99,tackles_combined,2,,,,,
player,201711190mia,tam,BakeCh99,tackles_solo,0,,,,,
player,201711190mia,tam,BakeCh99,tackles_assists,2,,,,,
player,201711190mia,tam,BakeCh99,tackles_loss,0,,,,,
player,201711190mia,tam,BakeCh99,qb_hits,0,,,,,
player,201711190mia,tam,BakeCh99,fumbles_rec,0,,,,,
player,201711190mia,tam,BakeCh99,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,BakeCh99,fumbles_rec_td,0,,,,,
player,201711190mia,tam,BakeCh99,fumbles_forced,0,,,,,
player,201711190mia,tam,GrimBr20,def_int,0,,,,,
player,201711190mia,tam,GrimBr20,def_int_yds,0,,,,,
player,201711190mia,tam,GrimBr20,def_int_td,0,,,,,
player,201711190mia,tam,GrimBr20,def_int_long,0,,,,,
player,201711190mia,tam,GrimBr20,pass_defended,1,,,,,
player,201711190mia,tam,GrimBr20,sacks,0.0,,,,,
player,201711190mia,tam,GrimBr20,tackles_combined,2,,,,,
player,201711190mia,tam,GrimBr20,tackles_solo,1,,,,,
player,201711190mia,tam,GrimBr20,tackles_assists,1,,,,,
player,201711190mia,tam,GrimBr20,tackles_loss,0,,,,,
player,201711190mia,tam,GrimBr20,qb_hits,0,,,,,
player,201711190mia,tam,GrimBr20,fumbles_rec,0,,,,,
player,201711190mia,tam,GrimBr20,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,GrimBr20,fumbles_rec_td,0,,,,,
player,201711190mia,tam,GrimBr20,fumbles_forced,0,,,,,
player,201711190mia,tam,GlanAd00,def_int,0,,,,,
player,201711190mia,tam,GlanAd00,def_int_yds,0,,,,,
player,201711190mia,tam,GlanAd00,def_int_td,0,,,,,
player,201711190mia,tam,GlanAd00,def_int_long,0,,,,,
player,201711190mia,tam,GlanAd00,pass_defended,0,,,,,
player,201711190mia,tam,GlanAd00,sacks,0.0,,,,,
player,201711190mia,tam,GlanAd00,tackles_combined,2,,,,,
player,201711190mia,tam,GlanAd00,tackles_solo,1,,,,,
player,201711190mia,tam,GlanAd00,tackles_assists,1,,,,,
player,201711190mia,tam,GlanAd00,tackles_loss,0,,,,,
player,201711190mia,tam,GlanAd00,qb_hits,0,,,,,
player,201711190mia,tam,GlanAd00,fumbles_rec,1,,,,,
player,201711190mia,tam,GlanAd00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,GlanAd00,fumbles_rec_td,1,,,,,
player,201711190mia,tam,GlanAd00,fumbles_forced,0,,,,,
player,201711190mia,tam,BarbPe01,def_int,0,,,,,
player,201711190mia,tam,BarbPe01,def_int_yds,0,,,,,
player,201711190mia,tam,BarbPe01,def_int_td,0,,,,,
player,201711190mia,tam,BarbPe01,def_int_long,0,,,,,
player,201711190mia,tam,BarbPe01,pass_defended,0,,,,,
player,201711190mia,tam,BarbPe01,sacks,0.0,,,,,
player,201711190mia,tam,BarbPe01,tackles_combined,1,,,,,
player,201711190mia,tam,BarbPe01,tackles_solo,1,,,,,
player,201711190mia,tam,BarbPe01,tackles_assists,0,,,,,
player,201711190mia,tam,BarbPe01,tackles_loss,0,,,,,
player,201711190mia,tam,BarbPe01,qb_hits,0,,,,,
player,201711190mia,tam,BarbPe01,fumbles_rec,0,,,,,
player,201711190mia,tam,BarbPe01,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,BarbPe01,fumbles_rec_td,0,,,,,
player,201711190mia,tam,BarbPe01,fumbles_forced,0,,,,,
player,201711190mia,tam,BeckKe00,def_int,0,,,,,
player,201711190mia,tam,BeckKe00,def_int_yds,0,,,,,
player,201711190mia,tam,BeckKe00,def_int_td,0,,,,,
player,201711190mia,tam,BeckKe00,def_int_long,0,,,,,
player,201711190mia,tam,BeckKe00,pass_defended,0,,,,,
player,201711190mia,tam,BeckKe00,sacks,0.0,,,,,
player,201711190mia,tam,BeckKe00,tackles_combined,1,,,,,
player,201711190mia,tam,BeckKe00,tackles_solo,1,,,,,
player,201711190mia,tam,BeckKe00,tackles_assists,0,,,,,
player,201711190mia,tam,BeckKe00,tackles_loss,1,,,,,
player,201711190mia,tam,BeckKe00,qb_hits,0,,,,,
player,201711190mia,tam,BeckKe00,fumbles_rec,0,,,,,
player,201711190mia,tam,BeckKe00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,BeckKe00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,BeckKe00,fumbles_forced,0,,,,,
player,201711190mia,tam,BondDe00,def_int,0,,,,,
player,201711190mia,tam,BondDe00,def_int_yds,0,,,,,
player,201711190mia,tam,BondDe00,def_int_td,0,,,,,
player,201711190mia,tam,BondDe00,def_int_long,0,,,,,
player,201711190mia,tam,BondDe00,pass_defended,0,,,,,
player,201711190mia,tam,BondDe00,sacks,0.0,,,,,
player,201711190mia,tam,BondDe00,tackles_combined,1,,,,,
player,201711190mia,tam,BondDe00,tackles_solo,1,,,,,
player,201711190mia,tam,BondDe00,tackles_assists,0,,,,,
player,201711190mia,tam,BondDe00,tackles_loss,0,,,,,
player,201711190mia,tam,BondDe00,qb_hits,0,,,,,
player,201711190mia,tam,BondDe00,fumbles_rec,0,,,,,
player,201711190mia,tam,BondDe00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,BondDe00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,BondDe00,fumbles_forced,0,,,,,
player,201711190mia,tam,ClarWi00,def_int,0,,,,,
player,201711190mia,tam,ClarWi00,def_int_yds,0,,,,,
player,201711190mia,tam,ClarWi00,def_int_td,0,,,,,
player,201711190mia,tam,ClarWi00,def_int_long,0,,,,,
player,201711190mia,tam,ClarWi00,pass_defended,0,,,,,
player,201711190mia,tam,ClarWi00,sacks,0.0,,,,,
player,201711190mia,tam,ClarWi00,tackles_combined,1,,,,,
player,201711190mia,tam,ClarWi00,tackles_solo,1,,,,,
player,201711190mia,tam,ClarWi00,tackles_assists,0,,,,,
player,201711190mia,tam,ClarWi00,tackles_loss,0,,,,,
player,201711190mia,tam,ClarWi00,qb_hits,0,,,,,
player,201711190mia,tam,ClarWi00,fumbles_rec,0,,,,,
player,201711190mia,tam,ClarWi00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,ClarWi00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,ClarWi00,fumbles_forced,0,,,,,
player,201711190mia,tam,LyncCa00,def_int,0,,,,,
player,201711190mia,tam,LyncCa00,def_int_yds,0,,,,,
player,201711190mia,tam,LyncCa00,def_int_td,0,,,,,
player,201711190mia,tam,LyncCa00,def_int_long,0,,,,,
player,201711190mia,tam,LyncCa00,pass_defended,0,,,,,
player,201711190mia,tam,LyncCa00,sacks,0.0,,,,,
player,201711190mia,tam,LyncCa00,tackles_combined,1,,,,,
player,201711190mia,tam,LyncCa00,tackles_solo,0,,,,,
player,201711190mia,tam,LyncCa00,tackles_assists,1,,,,,
player,201711190mia,tam,LyncCa00,tackles_loss,0,,,,,
player,201711190mia,tam,LyncCa00,qb_hits,0,,,,,
player,201711190mia,tam,LyncCa00,fumbles_rec,0,,,,,
player,201711190mia,tam,LyncCa00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,LyncCa00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,LyncCa00,fumbles_forced,0,,,,,
player,201711190mia,tam,MartFr00,def_int,0,,,,,
player,201711190mia,tam,MartFr00,def_int_yds,0,,,,,
player,201711190mia,tam,MartFr00,def_int_td,0,,,,,
player,201711190mia,tam,MartFr00,def_int_long,0,,,,,
player,201711190mia,tam,MartFr00,pass_defended,0,,,,,
player,201711190mia,tam,MartFr00,sacks,0.0,,,,,
player,201711190mia,tam,MartFr00,tackles_combined,1,,,,,
player,201711190mia,tam,MartFr00,tackles_solo,1,,,,,
player,201711190mia,tam,MartFr00,tackles_assists,0,,,,,
player,201711190mia,tam,MartFr00,tackles_loss,0,,,,,
player,201711190mia,tam,MartFr00,qb_hits,0,,,,,
player,201711190mia,tam,MartFr00,fumbles_rec,0,,,,,
player,201711190mia,tam,MartFr00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,MartFr00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,MartFr00,fumbles_forced,0,,,,,
player,201711190mia,tam,RobiJo01,def_int,0,,,,,
player,201711190mia,tam,RobiJo01,def_int_yds,0,,,,,
player,201711190mia,tam,RobiJo01,def_int_td,0,,,,,
player,201711190mia,tam,RobiJo01,def_int_long,0,,,,,
player,201711190mia,tam,RobiJo01,pass_defended,0,,,,,
player,201711190mia,tam,RobiJo01,sacks,0.0,,,,,
player,201711190mia,tam,RobiJo01,tackles_combined,1,,,,,
player,201711190mia,tam,RobiJo01,tackles_solo,1,,,,,
player,201711190mia,tam,RobiJo01,tackles_assists,0,,,,,
player,201711190mia,tam,RobiJo01,tackles_loss,0,,,,,
player,201711190mia,tam,RobiJo01,qb_hits,0,,,,,
player,201711190mia,tam,RobiJo01,fumbles_rec,0,,,,,
player,201711190mia,tam,RobiJo01,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,RobiJo01,fumbles_rec_td,0,,,,,
player,201711190mia,tam,RobiJo01,fumbles_forced,0,,,,,
player,201711190mia,tam,RussRy00,def_int,0,,,,,
player,201711190mia,tam,RussRy00,def_int_yds,0,,,,,
player,201711190mia,tam,RussRy00,def_int_td,0,,,,,
player,201711190mia,tam,RussRy00,def_int_long,0,,,,,
player,201711190mia,tam,RussRy00,pass_defended,0,,,,,
player,201711190mia,tam,RussRy00,sacks,0.0,,,,,
player,201711190mia,tam,RussRy00,tackles_combined,1,,,,,
player,201711190mia,tam,RussRy00,tackles_solo,1,,,,,
player,201711190mia,tam,RussRy00,tackles_assists,0,,,,,
player,201711190mia,tam,RussRy00,tackles_loss,0,,,,,
player,201711190mia,tam,RussRy00,qb_hits,0,,,,,
player,201711190mia,tam,RussRy00,fumbles_rec,0,,,,,
player,201711190mia,tam,RussRy00,fumbles_rec_yds,0,,,,,
player,201711190mia,tam,RussRy00,fumbles_rec_td,0,,,,,
player,201711190mia,tam,RussRy00,fumbles_forced,0,,,,,
player,201711190mia,mia,WakeCa00,def_int,0,,,,,
player,201711190mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201711190mia,mia,WakeCa00,def_int_td,0,,,,,
player,201711190mia,mia,WakeCa00,def_int_long,0,,,,,
player,201711190mia,mia,WakeCa00,pass_defended,0,,,,,
player,201711190mia,mia,WakeCa00,sacks,1.0,,,,,
player,201711190mia,mia,WakeCa00,tackles_combined,3,,,,,
player,201711190mia,mia,WakeCa00,tackles_solo,3,,,,,
player,201711190mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201711190mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201711190mia,mia,WakeCa00,qb_hits,2,,,,,
player,201711190mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201711190mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201711190mia,mia,AlonKi00,def_int,0,,,,,
player,201711190mia,mia,AlonKi00,def_int_yds,0,,,,,
player,201711190mia,mia,AlonKi00,def_int_td,0,,,,,
player,201711190mia,mia,AlonKi00,def_int_long,0,,,,,
player,201711190mia,mia,AlonKi00,pass_defended,0,,,,,
player,201711190mia,mia,AlonKi00,sacks,0.0,,,,,
player,201711190mia,mia,AlonKi00,tackles_combined,10,,,,,
player,201711190mia,mia,AlonKi00,tackles_solo,8,,,,,
player,201711190mia,mia,AlonKi00,tackles_assists,2,,,,,
player,201711190mia,mia,AlonKi00,tackles_loss,1,,,,,
player,201711190mia,mia,AlonKi00,qb_hits,0,,,,,
player,201711190mia,mia,AlonKi00,fumbles_rec,0,,,,,
player,201711190mia,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,AlonKi00,fumbles_forced,0,,,,,
player,201711190mia,mia,JoneRe99,def_int,0,,,,,
player,201711190mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201711190mia,mia,JoneRe99,def_int_td,0,,,,,
player,201711190mia,mia,JoneRe99,def_int_long,0,,,,,
player,201711190mia,mia,JoneRe99,pass_defended,0,,,,,
player,201711190mia,mia,JoneRe99,sacks,0.0,,,,,
player,201711190mia,mia,JoneRe99,tackles_combined,6,,,,,
player,201711190mia,mia,JoneRe99,tackles_solo,5,,,,,
player,201711190mia,mia,JoneRe99,tackles_assists,1,,,,,
player,201711190mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201711190mia,mia,JoneRe99,qb_hits,0,,,,,
player,201711190mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201711190mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201711190mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201711190mia,mia,TankCo00,def_int,0,,,,,
player,201711190mia,mia,TankCo00,def_int_yds,0,,,,,
player,201711190mia,mia,TankCo00,def_int_td,0,,,,,
player,201711190mia,mia,TankCo00,def_int_long,0,,,,,
player,201711190mia,mia,TankCo00,pass_defended,2,,,,,
player,201711190mia,mia,TankCo00,sacks,0.0,,,,,
player,201711190mia,mia,TankCo00,tackles_combined,6,,,,,
player,201711190mia,mia,TankCo00,tackles_solo,4,,,,,
player,201711190mia,mia,TankCo00,tackles_assists,2,,,,,
player,201711190mia,mia,TankCo00,tackles_loss,0,,,,,
player,201711190mia,mia,TankCo00,qb_hits,0,,,,,
player,201711190mia,mia,TankCo00,fumbles_rec,0,,,,,
player,201711190mia,mia,TankCo00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,TankCo00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,TankCo00,fumbles_forced,0,,,,,
player,201711190mia,mia,TimmLa99,def_int,0,,,,,
player,201711190mia,mia,TimmLa99,def_int_yds,0,,,,,
player,201711190mia,mia,TimmLa99,def_int_td,0,,,,,
player,201711190mia,mia,TimmLa99,def_int_long,0,,,,,
player,201711190mia,mia,TimmLa99,pass_defended,0,,,,,
player,201711190mia,mia,TimmLa99,sacks,0.0,,,,,
player,201711190mia,mia,TimmLa99,tackles_combined,6,,,,,
player,201711190mia,mia,TimmLa99,tackles_solo,5,,,,,
player,201711190mia,mia,TimmLa99,tackles_assists,1,,,,,
player,201711190mia,mia,TimmLa99,tackles_loss,0,,,,,
player,201711190mia,mia,TimmLa99,qb_hits,0,,,,,
player,201711190mia,mia,TimmLa99,fumbles_rec,0,,,,,
player,201711190mia,mia,TimmLa99,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,TimmLa99,fumbles_rec_td,0,,,,,
player,201711190mia,mia,TimmLa99,fumbles_forced,0,,,,,
player,201711190mia,mia,GodcDa00,def_int,0,,,,,
player,201711190mia,mia,GodcDa00,def_int_yds,0,,,,,
player,201711190mia,mia,GodcDa00,def_int_td,0,,,,,
player,201711190mia,mia,GodcDa00,def_int_long,0,,,,,
player,201711190mia,mia,GodcDa00,pass_defended,0,,,,,
player,201711190mia,mia,GodcDa00,sacks,0.0,,,,,
player,201711190mia,mia,GodcDa00,tackles_combined,5,,,,,
player,201711190mia,mia,GodcDa00,tackles_solo,5,,,,,
player,201711190mia,mia,GodcDa00,tackles_assists,0,,,,,
player,201711190mia,mia,GodcDa00,tackles_loss,1,,,,,
player,201711190mia,mia,GodcDa00,qb_hits,0,,,,,
player,201711190mia,mia,GodcDa00,fumbles_rec,0,,,,,
player,201711190mia,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,GodcDa00,fumbles_forced,0,,,,,
player,201711190mia,mia,McDoTJ00,def_int,0,,,,,
player,201711190mia,mia,McDoTJ00,def_int_yds,0,,,,,
player,201711190mia,mia,McDoTJ00,def_int_td,0,,,,,
player,201711190mia,mia,McDoTJ00,def_int_long,0,,,,,
player,201711190mia,mia,McDoTJ00,pass_defended,1,,,,,
player,201711190mia,mia,McDoTJ00,sacks,0.0,,,,,
player,201711190mia,mia,McDoTJ00,tackles_combined,5,,,,,
player,201711190mia,mia,McDoTJ00,tackles_solo,4,,,,,
player,201711190mia,mia,McDoTJ00,tackles_assists,1,,,,,
player,201711190mia,mia,McDoTJ00,tackles_loss,1,,,,,
player,201711190mia,mia,McDoTJ00,qb_hits,0,,,,,
player,201711190mia,mia,McDoTJ00,fumbles_rec,0,,,,,
player,201711190mia,mia,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,McDoTJ00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,McDoTJ00,fumbles_forced,0,,,,,
player,201711190mia,mia,HayeWi99,def_int,0,,,,,
player,201711190mia,mia,HayeWi99,def_int_yds,0,,,,,
player,201711190mia,mia,HayeWi99,def_int_td,0,,,,,
player,201711190mia,mia,HayeWi99,def_int_long,0,,,,,
player,201711190mia,mia,HayeWi99,pass_defended,0,,,,,
player,201711190mia,mia,HayeWi99,sacks,0.0,,,,,
player,201711190mia,mia,HayeWi99,tackles_combined,3,,,,,
player,201711190mia,mia,HayeWi99,tackles_solo,1,,,,,
player,201711190mia,mia,HayeWi99,tackles_assists,2,,,,,
player,201711190mia,mia,HayeWi99,tackles_loss,1,,,,,
player,201711190mia,mia,HayeWi99,qb_hits,1,,,,,
player,201711190mia,mia,HayeWi99,fumbles_rec,0,,,,,
player,201711190mia,mia,HayeWi99,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,HayeWi99,fumbles_rec_td,0,,,,,
player,201711190mia,mia,HayeWi99,fumbles_forced,0,,,,,
player,201711190mia,mia,HowaXa00,def_int,0,,,,,
player,201711190mia,mia,HowaXa00,def_int_yds,0,,,,,
player,201711190mia,mia,HowaXa00,def_int_td,0,,,,,
player,201711190mia,mia,HowaXa00,def_int_long,0,,,,,
player,201711190mia,mia,HowaXa00,pass_defended,1,,,,,
player,201711190mia,mia,HowaXa00,sacks,0.0,,,,,
player,201711190mia,mia,HowaXa00,tackles_combined,3,,,,,
player,201711190mia,mia,HowaXa00,tackles_solo,3,,,,,
player,201711190mia,mia,HowaXa00,tackles_assists,0,,,,,
player,201711190mia,mia,HowaXa00,tackles_loss,1,,,,,
player,201711190mia,mia,HowaXa00,qb_hits,0,,,,,
player,201711190mia,mia,HowaXa00,fumbles_rec,0,,,,,
player,201711190mia,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,HowaXa00,fumbles_forced,0,,,,,
player,201711190mia,mia,SuhxNd99,def_int,0,,,,,
player,201711190mia,mia,SuhxNd99,def_int_yds,0,,,,,
player,201711190mia,mia,SuhxNd99,def_int_td,0,,,,,
player,201711190mia,mia,SuhxNd99,def_int_long,0,,,,,
player,201711190mia,mia,SuhxNd99,pass_defended,0,,,,,
player,201711190mia,mia,SuhxNd99,sacks,0.0,,,,,
player,201711190mia,mia,SuhxNd99,tackles_combined,3,,,,,
player,201711190mia,mia,SuhxNd99,tackles_solo,0,,,,,
player,201711190mia,mia,SuhxNd99,tackles_assists,3,,,,,
player,201711190mia,mia,SuhxNd99,tackles_loss,0,,,,,
player,201711190mia,mia,SuhxNd99,qb_hits,2,,,,,
player,201711190mia,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201711190mia,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201711190mia,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201711190mia,mia,BranAn00,def_int,0,,,,,
player,201711190mia,mia,BranAn00,def_int_yds,0,,,,,
player,201711190mia,mia,BranAn00,def_int_td,0,,,,,
player,201711190mia,mia,BranAn00,def_int_long,0,,,,,
player,201711190mia,mia,BranAn00,pass_defended,1,,,,,
player,201711190mia,mia,BranAn00,sacks,0.0,,,,,
player,201711190mia,mia,BranAn00,tackles_combined,1,,,,,
player,201711190mia,mia,BranAn00,tackles_solo,0,,,,,
player,201711190mia,mia,BranAn00,tackles_assists,1,,,,,
player,201711190mia,mia,BranAn00,tackles_loss,0,,,,,
player,201711190mia,mia,BranAn00,qb_hits,0,,,,,
player,201711190mia,mia,BranAn00,fumbles_rec,0,,,,,
player,201711190mia,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,BranAn00,fumbles_forced,0,,,,,
player,201711190mia,mia,HarrCh03,def_int,0,,,,,
player,201711190mia,mia,HarrCh03,def_int_yds,0,,,,,
player,201711190mia,mia,HarrCh03,def_int_td,0,,,,,
player,201711190mia,mia,HarrCh03,def_int_long,0,,,,,
player,201711190mia,mia,HarrCh03,pass_defended,0,,,,,
