game,2017,1,20170911,201709110den,sdg,"Los Angeles Chargers",21,den,"Denver Broncos",24
player,201709110den,sdg,GordMe00,rec_yds,25,,,,,
player,201709110den,sdg,GordMe00,rec_td,1,,,,,
player,201709110den,sdg,GordMe00,rec_long,11,,,,,
player,201709110den,sdg,GordMe00,fumbles,0,,,,,
player,201709110den,sdg,GordMe00,fumbles_lost,0,,,,,
player,201709110den,sdg,OlivBr01,pass_cmp,0,,,,,
player,201709110den,sdg,OlivBr01,pass_att,0,,,,,
player,201709110den,sdg,OlivBr01,pass_yds,0,,,,,
player,201709110den,sdg,OlivBr01,pass_td,0,,,,,
player,201709110den,sdg,OlivBr01,pass_int,0,,,,,
player,201709110den,sdg,OlivBr01,pass_sacked,0,,,,,
player,201709110den,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201709110den,sdg,OlivBr01,pass_long,0,,,,,
player,201709110den,sdg,OlivBr01,pass_rating,,,,,,
player,201709110den,sdg,OlivBr01,rush_att,4,,,,,
player,201709110den,sdg,OlivBr01,rush_yds,10,,,,,
player,201709110den,sdg,OlivBr01,rush_td,0,,,,,
player,201709110den,sdg,OlivBr01,rush_long,6,,,,,
player,201709110den,sdg,OlivBr01,targets,1,,,,,
player,201709110den,sdg,OlivBr01,rec,0,,,,,
player,201709110den,sdg,OlivBr01,rec_yds,0,,,,,
player,201709110den,sdg,OlivBr01,rec_td,0,,,,,
player,201709110den,sdg,OlivBr01,rec_long,0,,,,,
player,201709110den,sdg,OlivBr01,fumbles,0,,,,,
player,201709110den,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201709110den,sdg,WillTy00,pass_cmp,0,,,,,
player,201709110den,sdg,WillTy00,pass_att,0,,,,,
player,201709110den,sdg,WillTy00,pass_yds,0,,,,,
player,201709110den,sdg,WillTy00,pass_td,0,,,,,
player,201709110den,sdg,WillTy00,pass_int,0,,,,,
player,201709110den,sdg,WillTy00,pass_sacked,0,,,,,
player,201709110den,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201709110den,sdg,WillTy00,pass_long,0,,,,,
player,201709110den,sdg,WillTy00,pass_rating,,,,,,
player,201709110den,sdg,WillTy00,rush_att,0,,,,,
player,201709110den,sdg,WillTy00,rush_yds,0,,,,,
player,201709110den,sdg,WillTy00,rush_td,0,,,,,
player,201709110den,sdg,WillTy00,rush_long,0,,,,,
player,201709110den,sdg,WillTy00,targets,7,,,,,
player,201709110den,sdg,WillTy00,rec,5,,,,,
player,201709110den,sdg,WillTy00,rec_yds,54,,,,,
player,201709110den,sdg,WillTy00,rec_td,0,,,,,
player,201709110den,sdg,WillTy00,rec_long,14,,,,,
player,201709110den,sdg,WillTy00,fumbles,0,,,,,
player,201709110den,sdg,WillTy00,fumbles_lost,0,,,,,
player,201709110den,sdg,BenjTr00,pass_cmp,0,,,,,
player,201709110den,sdg,BenjTr00,pass_att,0,,,,,
player,201709110den,sdg,BenjTr00,pass_yds,0,,,,,
player,201709110den,sdg,BenjTr00,pass_td,0,,,,,
player,201709110den,sdg,BenjTr00,pass_int,0,,,,,
player,201709110den,sdg,BenjTr00,pass_sacked,0,,,,,
player,201709110den,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201709110den,sdg,BenjTr00,pass_long,0,,,,,
player,201709110den,sdg,BenjTr00,pass_rating,,,,,,
player,201709110den,sdg,BenjTr00,rush_att,0,,,,,
player,201709110den,sdg,BenjTr00,rush_yds,0,,,,,
player,201709110den,sdg,BenjTr00,rush_td,0,,,,,
player,201709110den,sdg,BenjTr00,rush_long,0,,,,,
player,201709110den,sdg,BenjTr00,targets,4,,,,,
player,201709110den,sdg,BenjTr00,rec,3,,,,,
player,201709110den,sdg,BenjTr00,rec_yds,43,,,,,
player,201709110den,sdg,BenjTr00,rec_td,1,,,,,
player,201709110den,sdg,BenjTr00,rec_long,38,,,,,
player,201709110den,sdg,BenjTr00,fumbles,0,,,,,
player,201709110den,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201709110den,sdg,AlleKe00,pass_cmp,0,,,,,
player,201709110den,sdg,AlleKe00,pass_att,0,,,,,
player,201709110den,sdg,AlleKe00,pass_yds,0,,,,,
player,201709110den,sdg,AlleKe00,pass_td,0,,,,,
player,201709110den,sdg,AlleKe00,pass_int,0,,,,,
player,201709110den,sdg,AlleKe00,pass_sacked,0,,,,,
player,201709110den,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201709110den,sdg,AlleKe00,pass_long,0,,,,,
player,201709110den,sdg,AlleKe00,pass_rating,,,,,,
player,201709110den,sdg,AlleKe00,rush_att,0,,,,,
player,201709110den,sdg,AlleKe00,rush_yds,0,,,,,
player,201709110den,sdg,AlleKe00,rush_td,0,,,,,
player,201709110den,sdg,AlleKe00,rush_long,0,,,,,
player,201709110den,sdg,AlleKe00,targets,10,,,,,
player,201709110den,sdg,AlleKe00,rec,5,,,,,
player,201709110den,sdg,AlleKe00,rec_yds,35,,,,,
player,201709110den,sdg,AlleKe00,rec_td,1,,,,,
player,201709110den,sdg,AlleKe00,rec_long,9,,,,,
player,201709110den,sdg,AlleKe00,fumbles,0,,,,,
player,201709110den,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201709110den,sdg,EkelAu00,pass_cmp,0,,,,,
player,201709110den,sdg,EkelAu00,pass_att,0,,,,,
player,201709110den,sdg,EkelAu00,pass_yds,0,,,,,
player,201709110den,sdg,EkelAu00,pass_td,0,,,,,
player,201709110den,sdg,EkelAu00,pass_int,0,,,,,
player,201709110den,sdg,EkelAu00,pass_sacked,0,,,,,
player,201709110den,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201709110den,sdg,EkelAu00,pass_long,0,,,,,
player,201709110den,sdg,EkelAu00,pass_rating,,,,,,
player,201709110den,sdg,EkelAu00,rush_att,0,,,,,
player,201709110den,sdg,EkelAu00,rush_yds,0,,,,,
player,201709110den,sdg,EkelAu00,rush_td,0,,,,,
player,201709110den,sdg,EkelAu00,rush_long,0,,,,,
player,201709110den,sdg,EkelAu00,targets,2,,,,,
player,201709110den,sdg,EkelAu00,rec,2,,,,,
player,201709110den,sdg,EkelAu00,rec_yds,18,,,,,
player,201709110den,sdg,EkelAu00,rec_td,0,,,,,
player,201709110den,sdg,EkelAu00,rec_long,11,,,,,
player,201709110den,sdg,EkelAu00,fumbles,0,,,,,
player,201709110den,sdg,EkelAu00,fumbles_lost,0,,,,,
