game,2017,10,20171112,201711120was,min,"Minnesota Vikings",38,was,"Washington Redskins",30
player,201711120was,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201711120was,min,WrigJa02,pass_long,0,,,,,
player,201711120was,min,WrigJa02,pass_rating,,,,,,
player,201711120was,min,WrigJa02,rush_att,0,,,,,
player,201711120was,min,WrigJa02,rush_yds,0,,,,,
player,201711120was,min,WrigJa02,rush_td,0,,,,,
player,201711120was,min,WrigJa02,rush_long,0,,,,,
player,201711120was,min,WrigJa02,targets,1,,,,,
player,201711120was,min,WrigJa02,rec,1,,,,,
player,201711120was,min,WrigJa02,rec_yds,7,,,,,
player,201711120was,min,WrigJa02,rec_td,1,,,,,
player,201711120was,min,WrigJa02,rec_long,7,,,,,
player,201711120was,min,WrigJa02,fumbles,0,,,,,
player,201711120was,min,WrigJa02,fumbles_lost,0,,,,,
player,201711120was,min,MorgDa01,pass_cmp,0,,,,,
player,201711120was,min,MorgDa01,pass_att,0,,,,,
player,201711120was,min,MorgDa01,pass_yds,0,,,,,
player,201711120was,min,MorgDa01,pass_td,0,,,,,
player,201711120was,min,MorgDa01,pass_int,0,,,,,
player,201711120was,min,MorgDa01,pass_sacked,0,,,,,
player,201711120was,min,MorgDa01,pass_sacked_yds,0,,,,,
player,201711120was,min,MorgDa01,pass_long,0,,,,,
player,201711120was,min,MorgDa01,pass_rating,,,,,,
player,201711120was,min,MorgDa01,rush_att,0,,,,,
player,201711120was,min,MorgDa01,rush_yds,0,,,,,
player,201711120was,min,MorgDa01,rush_td,0,,,,,
player,201711120was,min,MorgDa01,rush_long,0,,,,,
player,201711120was,min,MorgDa01,targets,1,,,,,
player,201711120was,min,MorgDa01,rec,1,,,,,
player,201711120was,min,MorgDa01,rec_yds,1,,,,,
player,201711120was,min,MorgDa01,rec_td,1,,,,,
player,201711120was,min,MorgDa01,rec_long,1,,,,,
player,201711120was,min,MorgDa01,fumbles,0,,,,,
player,201711120was,min,MorgDa01,fumbles_lost,0,,,,,
player,201711120was,min,TreaLa00,pass_cmp,0,,,,,
player,201711120was,min,TreaLa00,pass_att,0,,,,,
player,201711120was,min,TreaLa00,pass_yds,0,,,,,
player,201711120was,min,TreaLa00,pass_td,0,,,,,
player,201711120was,min,TreaLa00,pass_int,0,,,,,
player,201711120was,min,TreaLa00,pass_sacked,0,,,,,
player,201711120was,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201711120was,min,TreaLa00,pass_long,0,,,,,
player,201711120was,min,TreaLa00,pass_rating,,,,,,
player,201711120was,min,TreaLa00,rush_att,0,,,,,
player,201711120was,min,TreaLa00,rush_yds,0,,,,,
player,201711120was,min,TreaLa00,rush_td,0,,,,,
player,201711120was,min,TreaLa00,rush_long,0,,,,,
player,201711120was,min,TreaLa00,targets,1,,,,,
player,201711120was,min,TreaLa00,rec,0,,,,,
player,201711120was,min,TreaLa00,rec_yds,0,,,,,
player,201711120was,min,TreaLa00,rec_td,0,,,,,
player,201711120was,min,TreaLa00,rec_long,0,,,,,
player,201711120was,min,TreaLa00,fumbles,0,,,,,
player,201711120was,min,TreaLa00,fumbles_lost,0,,,,,
player,201711120was,was,CousKi00,pass_cmp,26,,,,,
player,201711120was,was,CousKi00,pass_att,45,,,,,
player,201711120was,was,CousKi00,pass_yds,327,,,,,
player,201711120was,was,CousKi00,pass_td,1,,,,,
player,201711120was,was,CousKi00,pass_int,1,,,,,
player,201711120was,was,CousKi00,pass_sacked,1,,,,,
player,201711120was,was,CousKi00,pass_sacked_yds,14,,,,,
player,201711120was,was,CousKi00,pass_long,36,,,,,
player,201711120was,was,CousKi00,pass_rating,78.7,,,,,
player,201711120was,was,CousKi00,rush_att,4,,,,,
player,201711120was,was,CousKi00,rush_yds,5,,,,,
player,201711120was,was,CousKi00,rush_td,2,,,,,
player,201711120was,was,CousKi00,rush_long,3,,,,,
player,201711120was,was,CousKi00,targets,0,,,,,
player,201711120was,was,CousKi00,rec,0,,,,,
player,201711120was,was,CousKi00,rec_yds,0,,,,,
player,201711120was,was,CousKi00,rec_td,0,,,,,
player,201711120was,was,CousKi00,rec_long,0,,,,,
player,201711120was,was,CousKi00,fumbles,0,,,,,
player,201711120was,was,CousKi00,fumbles_lost,0,,,,,
player,201711120was,was,PeriSa00,pass_cmp,0,,,,,
player,201711120was,was,PeriSa00,pass_att,0,,,,,
player,201711120was,was,PeriSa00,pass_yds,0,,,,,
player,201711120was,was,PeriSa00,pass_td,0,,,,,
player,201711120was,was,PeriSa00,pass_int,0,,,,,
player,201711120was,was,PeriSa00,pass_sacked,0,,,,,
player,201711120was,was,PeriSa00,pass_sacked_yds,0,,,,,
player,201711120was,was,PeriSa00,pass_long,0,,,,,
player,201711120was,was,PeriSa00,pass_rating,,,,,,
player,201711120was,was,PeriSa00,rush_att,9,,,,,
player,201711120was,was,PeriSa00,rush_yds,35,,,,,
player,201711120was,was,PeriSa00,rush_td,0,,,,,
player,201711120was,was,PeriSa00,rush_long,9,,,,,
player,201711120was,was,PeriSa00,targets,1,,,,,
player,201711120was,was,PeriSa00,rec,1,,,,,
player,201711120was,was,PeriSa00,rec_yds,25,,,,,
player,201711120was,was,PeriSa00,rec_td,0,,,,,
player,201711120was,was,PeriSa00,rec_long,25,,,,,
player,201711120was,was,PeriSa00,fumbles,0,,,,,
player,201711120was,was,PeriSa00,fumbles_lost,0,,,,,
player,201711120was,was,ThomCh03,pass_cmp,0,,,,,
player,201711120was,was,ThomCh03,pass_att,0,,,,,
player,201711120was,was,ThomCh03,pass_yds,0,,,,,
player,201711120was,was,ThomCh03,pass_td,0,,,,,
player,201711120was,was,ThomCh03,pass_int,0,,,,,
player,201711120was,was,ThomCh03,pass_sacked,0,,,,,
player,201711120was,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201711120was,was,ThomCh03,pass_long,0,,,,,
player,201711120was,was,ThomCh03,pass_rating,,,,,,
player,201711120was,was,ThomCh03,rush_att,9,,,,,
player,201711120was,was,ThomCh03,rush_yds,26,,,,,
player,201711120was,was,ThomCh03,rush_td,0,,,,,
player,201711120was,was,ThomCh03,rush_long,14,,,,,
player,201711120was,was,ThomCh03,targets,7,,,,,
player,201711120was,was,ThomCh03,rec,3,,,,,
player,201711120was,was,ThomCh03,rec_yds,41,,,,,
player,201711120was,was,ThomCh03,rec_td,0,,,,,
player,201711120was,was,ThomCh03,rec_long,27,,,,,
player,201711120was,was,ThomCh03,fumbles,0,,,,,
player,201711120was,was,ThomCh03,fumbles_lost,0,,,,,
player,201711120was,was,KellRo00,pass_cmp,0,,,,,
player,201711120was,was,KellRo00,pass_att,0,,,,,
player,201711120was,was,KellRo00,pass_yds,0,,,,,
player,201711120was,was,KellRo00,pass_td,0,,,,,
player,201711120was,was,KellRo00,pass_int,0,,,,,
player,201711120was,was,KellRo00,pass_sacked,0,,,,,
player,201711120was,was,KellRo00,pass_sacked_yds,0,,,,,
player,201711120was,was,KellRo00,pass_long,0,,,,,
player,201711120was,was,KellRo00,pass_rating,,,,,,
player,201711120was,was,KellRo00,rush_att,4,,,,,
player,201711120was,was,KellRo00,rush_yds,10,,,,,
player,201711120was,was,KellRo00,rush_td,0,,,,,
player,201711120was,was,KellRo00,rush_long,7,,,,,
player,201711120was,was,KellRo00,targets,2,,,,,
player,201711120was,was,KellRo00,rec,2,,,,,
player,201711120was,was,KellRo00,rec_yds,4,,,,,
player,201711120was,was,KellRo00,rec_td,0,,,,,
player,201711120was,was,KellRo00,rec_long,5,,,,,
player,201711120was,was,KellRo00,fumbles,0,,,,,
player,201711120was,was,KellRo00,fumbles_lost,0,,,,,
player,201711120was,was,CrowJa00,pass_cmp,0,,,,,
player,201711120was,was,CrowJa00,pass_att,0,,,,,
player,201711120was,was,CrowJa00,pass_yds,0,,,,,
player,201711120was,was,CrowJa00,pass_td,0,,,,,
player,201711120was,was,CrowJa00,pass_int,0,,,,,
player,201711120was,was,CrowJa00,pass_sacked,0,,,,,
player,201711120was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201711120was,was,CrowJa00,pass_long,0,,,,,
player,201711120was,was,CrowJa00,pass_rating,,,,,,
player,201711120was,was,CrowJa00,rush_att,1,,,,,
player,201711120was,was,CrowJa00,rush_yds,5,,,,,
player,201711120was,was,CrowJa00,rush_td,0,,,,,
player,201711120was,was,CrowJa00,rush_long,5,,,,,
player,201711120was,was,CrowJa00,targets,11,,,,,
player,201711120was,was,CrowJa00,rec,4,,,,,
player,201711120was,was,CrowJa00,rec_yds,76,,,,,
player,201711120was,was,CrowJa00,rec_td,0,,,,,
player,201711120was,was,CrowJa00,rec_long,36,,,,,
player,201711120was,was,CrowJa00,fumbles,0,,,,,
player,201711120was,was,CrowJa00,fumbles_lost,0,,,,,
player,201711120was,was,DaviVe00,pass_cmp,0,,,,,
player,201711120was,was,DaviVe00,pass_att,0,,,,,
player,201711120was,was,DaviVe00,pass_yds,0,,,,,
player,201711120was,was,DaviVe00,pass_td,0,,,,,
player,201711120was,was,DaviVe00,pass_int,0,,,,,
player,201711120was,was,DaviVe00,pass_sacked,0,,,,,
player,201711120was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201711120was,was,DaviVe00,pass_long,0,,,,,
player,201711120was,was,DaviVe00,pass_rating,,,,,,
player,201711120was,was,DaviVe00,rush_att,0,,,,,
player,201711120was,was,DaviVe00,rush_yds,0,,,,,
player,201711120was,was,DaviVe00,rush_td,0,,,,,
player,201711120was,was,DaviVe00,rush_long,0,,,,,
player,201711120was,was,DaviVe00,targets,11,,,,,
player,201711120was,was,DaviVe00,rec,7,,,,,
player,201711120was,was,DaviVe00,rec_yds,76,,,,,
player,201711120was,was,DaviVe00,rec_td,0,,,,,
player,201711120was,was,DaviVe00,rec_long,16,,,,,
player,201711120was,was,DaviVe00,fumbles,0,,,,,
player,201711120was,was,DaviVe00,fumbles_lost,0,,,,,
player,201711120was,was,HarrMa05,pass_cmp,0,,,,,
player,201711120was,was,HarrMa05,pass_att,0,,,,,
player,201711120was,was,HarrMa05,pass_yds,0,,,,,
player,201711120was,was,HarrMa05,pass_td,0,,,,,
player,201711120was,was,HarrMa05,pass_int,0,,,,,
player,201711120was,was,HarrMa05,pass_sacked,0,,,,,
player,201711120was,was,HarrMa05,pass_sacked_yds,0,,,,,
player,201711120was,was,HarrMa05,pass_long,0,,,,,
player,201711120was,was,HarrMa05,pass_rating,,,,,,
player,201711120was,was,HarrMa05,rush_att,0,,,,,
player,201711120was,was,HarrMa05,rush_yds,0,,,,,
player,201711120was,was,HarrMa05,rush_td,0,,,,,
player,201711120was,was,HarrMa05,rush_long,0,,,,,
player,201711120was,was,HarrMa05,targets,3,,,,,
player,201711120was,was,HarrMa05,rec,2,,,,,
player,201711120was,was,HarrMa05,rec_yds,50,,,,,
player,201711120was,was,HarrMa05,rec_td,1,,,,,
player,201711120was,was,HarrMa05,rec_long,36,,,,,
player,201711120was,was,HarrMa05,fumbles,0,,,,,
player,201711120was,was,HarrMa05,fumbles_lost,0,,,,,
player,201711120was,was,DoctJo00,pass_cmp,0,,,,,
player,201711120was,was,DoctJo00,pass_att,0,,,,,
player,201711120was,was,DoctJo00,pass_yds,0,,,,,
player,201711120was,was,DoctJo00,pass_td,0,,,,,
player,201711120was,was,DoctJo00,pass_int,0,,,,,
player,201711120was,was,DoctJo00,pass_sacked,0,,,,,
player,201711120was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201711120was,was,DoctJo00,pass_long,0,,,,,
player,201711120was,was,DoctJo00,pass_rating,,,,,,
player,201711120was,was,DoctJo00,rush_att,0,,,,,
player,201711120was,was,DoctJo00,rush_yds,0,,,,,
player,201711120was,was,DoctJo00,rush_td,0,,,,,
player,201711120was,was,DoctJo00,rush_long,0,,,,,
player,201711120was,was,DoctJo00,targets,7,,,,,
player,201711120was,was,DoctJo00,rec,4,,,,,
player,201711120was,was,DoctJo00,rec_yds,30,,,,,
player,201711120was,was,DoctJo00,rec_td,0,,,,,
player,201711120was,was,DoctJo00,rec_long,11,,,,,
player,201711120was,was,DoctJo00,fumbles,0,,,,,
player,201711120was,was,DoctJo00,fumbles_lost,0,,,,,
player,201711120was,was,GranRy01,pass_cmp,0,,,,,
player,201711120was,was,GranRy01,pass_att,0,,,,,
player,201711120was,was,GranRy01,pass_yds,0,,,,,
player,201711120was,was,GranRy01,pass_td,0,,,,,
player,201711120was,was,GranRy01,pass_int,0,,,,,
player,201711120was,was,GranRy01,pass_sacked,0,,,,,
player,201711120was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201711120was,was,GranRy01,pass_long,0,,,,,
player,201711120was,was,GranRy01,pass_rating,,,,,,
player,201711120was,was,GranRy01,rush_att,0,,,,,
player,201711120was,was,GranRy01,rush_yds,0,,,,,
player,201711120was,was,GranRy01,rush_td,0,,,,,
player,201711120was,was,GranRy01,rush_long,0,,,,,
player,201711120was,was,GranRy01,targets,3,,,,,
player,201711120was,was,GranRy01,rec,3,,,,,
player,201711120was,was,GranRy01,rec_yds,25,,,,,
player,201711120was,was,GranRy01,rec_td,0,,,,,
player,201711120was,was,GranRy01,rec_long,13,,,,,
player,201711120was,was,GranRy01,fumbles,0,,,,,
player,201711120was,was,GranRy01,fumbles_lost,0,,,,,
player,201711120was,min,AlexMa01,def_int,1,,,,,
player,201711120was,min,AlexMa01,def_int_yds,10,,,,,
player,201711120was,min,AlexMa01,def_int_td,0,,,,,
player,201711120was,min,AlexMa01,def_int_long,10,,,,,
player,201711120was,min,AlexMa01,pass_defended,2,,,,,
player,201711120was,min,AlexMa01,sacks,0.0,,,,,
player,201711120was,min,AlexMa01,tackles_combined,3,,,,,
player,201711120was,min,AlexMa01,tackles_solo,3,,,,,
player,201711120was,min,AlexMa01,tackles_assists,0,,,,,
player,201711120was,min,AlexMa01,tackles_loss,0,,,,,
player,201711120was,min,AlexMa01,qb_hits,0,,,,,
player,201711120was,min,AlexMa01,fumbles_rec,0,,,,,
player,201711120was,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201711120was,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201711120was,min,AlexMa01,fumbles_forced,0,,,,,
player,201711120was,min,HuntDa01,def_int,0,,,,,
player,201711120was,min,HuntDa01,def_int_yds,0,,,,,
player,201711120was,min,HuntDa01,def_int_td,0,,,,,
player,201711120was,min,HuntDa01,def_int_long,0,,,,,
player,201711120was,min,HuntDa01,pass_defended,0,,,,,
player,201711120was,min,HuntDa01,sacks,1.0,,,,,
player,201711120was,min,HuntDa01,tackles_combined,4,,,,,
player,201711120was,min,HuntDa01,tackles_solo,4,,,,,
player,201711120was,min,HuntDa01,tackles_assists,0,,,,,
player,201711120was,min,HuntDa01,tackles_loss,1,,,,,
player,201711120was,min,HuntDa01,qb_hits,2,,,,,
player,201711120was,min,HuntDa01,fumbles_rec,0,,,,,
player,201711120was,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201711120was,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201711120was,min,HuntDa01,fumbles_forced,0,,,,,
player,201711120was,min,KendEr00,def_int,0,,,,,
player,201711120was,min,KendEr00,def_int_yds,0,,,,,
player,201711120was,min,KendEr00,def_int_td,0,,,,,
player,201711120was,min,KendEr00,def_int_long,0,,,,,
player,201711120was,min,KendEr00,pass_defended,0,,,,,
player,201711120was,min,KendEr00,sacks,0.0,,,,,
player,201711120was,min,KendEr00,tackles_combined,10,,,,,
player,201711120was,min,KendEr00,tackles_solo,5,,,,,
player,201711120was,min,KendEr00,tackles_assists,5,,,,,
player,201711120was,min,KendEr00,tackles_loss,1,,,,,
player,201711120was,min,KendEr00,qb_hits,0,,,,,
player,201711120was,min,KendEr00,fumbles_rec,0,,,,,
player,201711120was,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201711120was,min,KendEr00,fumbles_rec_td,0,,,,,
player,201711120was,min,KendEr00,fumbles_forced,0,,,,,
player,201711120was,min,SmitHa00,def_int,0,,,,,
player,201711120was,min,SmitHa00,def_int_yds,0,,,,,
player,201711120was,min,SmitHa00,def_int_td,0,,,,,
player,201711120was,min,SmitHa00,def_int_long,0,,,,,
player,201711120was,min,SmitHa00,pass_defended,0,,,,,
player,201711120was,min,SmitHa00,sacks,0.0,,,,,
player,201711120was,min,SmitHa00,tackles_combined,8,,,,,
player,201711120was,min,SmitHa00,tackles_solo,6,,,,,
player,201711120was,min,SmitHa00,tackles_assists,2,,,,,
player,201711120was,min,SmitHa00,tackles_loss,0,,,,,
player,201711120was,min,SmitHa00,qb_hits,0,,,,,
player,201711120was,min,SmitHa00,fumbles_rec,0,,,,,
player,201711120was,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201711120was,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201711120was,min,SmitHa00,fumbles_forced,0,,,,,
player,201711120was,min,JoseLi99,def_int,0,,,,,
player,201711120was,min,JoseLi99,def_int_yds,0,,,,,
player,201711120was,min,JoseLi99,def_int_td,0,,,,,
player,201711120was,min,JoseLi99,def_int_long,0,,,,,
player,201711120was,min,JoseLi99,pass_defended,0,,,,,
player,201711120was,min,JoseLi99,sacks,0.0,,,,,
player,201711120was,min,JoseLi99,tackles_combined,4,,,,,
player,201711120was,min,JoseLi99,tackles_solo,3,,,,,
player,201711120was,min,JoseLi99,tackles_assists,1,,,,,
player,201711120was,min,JoseLi99,tackles_loss,0,,,,,
player,201711120was,min,JoseLi99,qb_hits,0,,,,,
player,201711120was,min,JoseLi99,fumbles_rec,0,,,,,
player,201711120was,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201711120was,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201711120was,min,JoseLi99,fumbles_forced,0,,,,,
player,201711120was,min,RobiBr98,def_int,0,,,,,
player,201711120was,min,RobiBr98,def_int_yds,0,,,,,
player,201711120was,min,RobiBr98,def_int_td,0,,,,,
player,201711120was,min,RobiBr98,def_int_long,0,,,,,
player,201711120was,min,RobiBr98,pass_defended,1,,,,,
player,201711120was,min,RobiBr98,sacks,0.0,,,,,
