game,2017,9,20171105,201711050dal,kan,"Kansas City Chiefs",17,dal,"Dallas Cowboys",28
player,201711050dal,kan,AckeKe00,tackles_assists,0,,,,,
player,201711050dal,kan,AckeKe00,tackles_loss,0,,,,,
player,201711050dal,kan,AckeKe00,qb_hits,0,,,,,
player,201711050dal,kan,AckeKe00,fumbles_rec,0,,,,,
player,201711050dal,kan,AckeKe00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,AckeKe00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,AckeKe00,fumbles_forced,0,,,,,
player,201711050dal,kan,NelsSt01,def_int,0,,,,,
player,201711050dal,kan,NelsSt01,def_int_yds,0,,,,,
player,201711050dal,kan,NelsSt01,def_int_td,0,,,,,
player,201711050dal,kan,NelsSt01,def_int_long,0,,,,,
player,201711050dal,kan,NelsSt01,pass_defended,0,,,,,
player,201711050dal,kan,NelsSt01,sacks,0.0,,,,,
player,201711050dal,kan,NelsSt01,tackles_combined,5,,,,,
player,201711050dal,kan,NelsSt01,tackles_solo,5,,,,,
player,201711050dal,kan,NelsSt01,tackles_assists,0,,,,,
player,201711050dal,kan,NelsSt01,tackles_loss,0,,,,,
player,201711050dal,kan,NelsSt01,qb_hits,0,,,,,
player,201711050dal,kan,NelsSt01,fumbles_rec,0,,,,,
player,201711050dal,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201711050dal,kan,NelsSt01,fumbles_forced,0,,,,,
player,201711050dal,kan,NuneRa00,def_int,0,,,,,
player,201711050dal,kan,NuneRa00,def_int_yds,0,,,,,
player,201711050dal,kan,NuneRa00,def_int_td,0,,,,,
player,201711050dal,kan,NuneRa00,def_int_long,0,,,,,
player,201711050dal,kan,NuneRa00,pass_defended,0,,,,,
player,201711050dal,kan,NuneRa00,sacks,0.0,,,,,
player,201711050dal,kan,NuneRa00,tackles_combined,5,,,,,
player,201711050dal,kan,NuneRa00,tackles_solo,2,,,,,
player,201711050dal,kan,NuneRa00,tackles_assists,3,,,,,
player,201711050dal,kan,NuneRa00,tackles_loss,0,,,,,
player,201711050dal,kan,NuneRa00,qb_hits,0,,,,,
player,201711050dal,kan,NuneRa00,fumbles_rec,0,,,,,
player,201711050dal,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,NuneRa00,fumbles_forced,0,,,,,
player,201711050dal,kan,ParkRo01,def_int,0,,,,,
player,201711050dal,kan,ParkRo01,def_int_yds,0,,,,,
player,201711050dal,kan,ParkRo01,def_int_td,0,,,,,
player,201711050dal,kan,ParkRo01,def_int_long,0,,,,,
player,201711050dal,kan,ParkRo01,pass_defended,1,,,,,
player,201711050dal,kan,ParkRo01,sacks,0.0,,,,,
player,201711050dal,kan,ParkRo01,tackles_combined,4,,,,,
player,201711050dal,kan,ParkRo01,tackles_solo,4,,,,,
player,201711050dal,kan,ParkRo01,tackles_assists,0,,,,,
player,201711050dal,kan,ParkRo01,tackles_loss,0,,,,,
player,201711050dal,kan,ParkRo01,qb_hits,0,,,,,
player,201711050dal,kan,ParkRo01,fumbles_rec,0,,,,,
player,201711050dal,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201711050dal,kan,ParkRo01,fumbles_forced,0,,,,,
player,201711050dal,kan,JohnDe25,def_int,0,,,,,
player,201711050dal,kan,JohnDe25,def_int_yds,0,,,,,
player,201711050dal,kan,JohnDe25,def_int_td,0,,,,,
player,201711050dal,kan,JohnDe25,def_int_long,0,,,,,
player,201711050dal,kan,JohnDe25,pass_defended,0,,,,,
player,201711050dal,kan,JohnDe25,sacks,0.0,,,,,
player,201711050dal,kan,JohnDe25,tackles_combined,3,,,,,
player,201711050dal,kan,JohnDe25,tackles_solo,2,,,,,
player,201711050dal,kan,JohnDe25,tackles_assists,1,,,,,
player,201711050dal,kan,JohnDe25,tackles_loss,0,,,,,
player,201711050dal,kan,JohnDe25,qb_hits,0,,,,,
player,201711050dal,kan,JohnDe25,fumbles_rec,0,,,,,
player,201711050dal,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201711050dal,kan,JohnDe25,fumbles_forced,0,,,,,
player,201711050dal,kan,PeteMa00,def_int,0,,,,,
player,201711050dal,kan,PeteMa00,def_int_yds,0,,,,,
player,201711050dal,kan,PeteMa00,def_int_td,0,,,,,
player,201711050dal,kan,PeteMa00,def_int_long,0,,,,,
player,201711050dal,kan,PeteMa00,pass_defended,0,,,,,
player,201711050dal,kan,PeteMa00,sacks,0.0,,,,,
player,201711050dal,kan,PeteMa00,tackles_combined,3,,,,,
player,201711050dal,kan,PeteMa00,tackles_solo,3,,,,,
player,201711050dal,kan,PeteMa00,tackles_assists,0,,,,,
player,201711050dal,kan,PeteMa00,tackles_loss,0,,,,,
player,201711050dal,kan,PeteMa00,qb_hits,0,,,,,
player,201711050dal,kan,PeteMa00,fumbles_rec,0,,,,,
player,201711050dal,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,PeteMa00,fumbles_forced,0,,,,,
player,201711050dal,kan,HousJu00,def_int,0,,,,,
player,201711050dal,kan,HousJu00,def_int_yds,0,,,,,
player,201711050dal,kan,HousJu00,def_int_td,0,,,,,
player,201711050dal,kan,HousJu00,def_int_long,0,,,,,
player,201711050dal,kan,HousJu00,pass_defended,0,,,,,
player,201711050dal,kan,HousJu00,sacks,0.0,,,,,
player,201711050dal,kan,HousJu00,tackles_combined,2,,,,,
player,201711050dal,kan,HousJu00,tackles_solo,2,,,,,
player,201711050dal,kan,HousJu00,tackles_assists,0,,,,,
player,201711050dal,kan,HousJu00,tackles_loss,0,,,,,
player,201711050dal,kan,HousJu00,qb_hits,2,,,,,
player,201711050dal,kan,HousJu00,fumbles_rec,0,,,,,
player,201711050dal,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,HousJu00,fumbles_forced,0,,,,,
player,201711050dal,kan,LogaBe00,def_int,0,,,,,
player,201711050dal,kan,LogaBe00,def_int_yds,0,,,,,
player,201711050dal,kan,LogaBe00,def_int_td,0,,,,,
player,201711050dal,kan,LogaBe00,def_int_long,0,,,,,
player,201711050dal,kan,LogaBe00,pass_defended,0,,,,,
player,201711050dal,kan,LogaBe00,sacks,0.0,,,,,
player,201711050dal,kan,LogaBe00,tackles_combined,2,,,,,
player,201711050dal,kan,LogaBe00,tackles_solo,1,,,,,
player,201711050dal,kan,LogaBe00,tackles_assists,1,,,,,
player,201711050dal,kan,LogaBe00,tackles_loss,1,,,,,
player,201711050dal,kan,LogaBe00,qb_hits,0,,,,,
player,201711050dal,kan,LogaBe00,fumbles_rec,0,,,,,
player,201711050dal,kan,LogaBe00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,LogaBe00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,LogaBe00,fumbles_forced,0,,,,,
player,201711050dal,kan,MillRo99,def_int,0,,,,,
player,201711050dal,kan,MillRo99,def_int_yds,0,,,,,
player,201711050dal,kan,MillRo99,def_int_td,0,,,,,
player,201711050dal,kan,MillRo99,def_int_long,0,,,,,
player,201711050dal,kan,MillRo99,pass_defended,0,,,,,
player,201711050dal,kan,MillRo99,sacks,0.0,,,,,
player,201711050dal,kan,MillRo99,tackles_combined,2,,,,,
player,201711050dal,kan,MillRo99,tackles_solo,1,,,,,
player,201711050dal,kan,MillRo99,tackles_assists,1,,,,,
player,201711050dal,kan,MillRo99,tackles_loss,1,,,,,
player,201711050dal,kan,MillRo99,qb_hits,0,,,,,
player,201711050dal,kan,MillRo99,fumbles_rec,0,,,,,
player,201711050dal,kan,MillRo99,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,MillRo99,fumbles_rec_td,0,,,,,
player,201711050dal,kan,MillRo99,fumbles_forced,0,,,,,
player,201711050dal,kan,RaglRe00,def_int,0,,,,,
player,201711050dal,kan,RaglRe00,def_int_yds,0,,,,,
player,201711050dal,kan,RaglRe00,def_int_td,0,,,,,
player,201711050dal,kan,RaglRe00,def_int_long,0,,,,,
player,201711050dal,kan,RaglRe00,pass_defended,0,,,,,
player,201711050dal,kan,RaglRe00,sacks,0.0,,,,,
player,201711050dal,kan,RaglRe00,tackles_combined,2,,,,,
player,201711050dal,kan,RaglRe00,tackles_solo,2,,,,,
player,201711050dal,kan,RaglRe00,tackles_assists,0,,,,,
player,201711050dal,kan,RaglRe00,tackles_loss,0,,,,,
player,201711050dal,kan,RaglRe00,qb_hits,0,,,,,
player,201711050dal,kan,RaglRe00,fumbles_rec,0,,,,,
player,201711050dal,kan,RaglRe00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,RaglRe00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,RaglRe00,fumbles_forced,0,,,,,
player,201711050dal,kan,BailAl00,def_int,0,,,,,
player,201711050dal,kan,BailAl00,def_int_yds,0,,,,,
player,201711050dal,kan,BailAl00,def_int_td,0,,,,,
player,201711050dal,kan,BailAl00,def_int_long,0,,,,,
player,201711050dal,kan,BailAl00,pass_defended,0,,,,,
player,201711050dal,kan,BailAl00,sacks,0.0,,,,,
player,201711050dal,kan,BailAl00,tackles_combined,1,,,,,
player,201711050dal,kan,BailAl00,tackles_solo,1,,,,,
player,201711050dal,kan,BailAl00,tackles_assists,0,,,,,
player,201711050dal,kan,BailAl00,tackles_loss,0,,,,,
player,201711050dal,kan,BailAl00,qb_hits,0,,,,,
player,201711050dal,kan,BailAl00,fumbles_rec,0,,,,,
player,201711050dal,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,BailAl00,fumbles_forced,0,,,,,
player,201711050dal,kan,HaliTa20,def_int,0,,,,,
player,201711050dal,kan,HaliTa20,def_int_yds,0,,,,,
player,201711050dal,kan,HaliTa20,def_int_td,0,,,,,
player,201711050dal,kan,HaliTa20,def_int_long,0,,,,,
player,201711050dal,kan,HaliTa20,pass_defended,0,,,,,
player,201711050dal,kan,HaliTa20,sacks,0.0,,,,,
player,201711050dal,kan,HaliTa20,tackles_combined,1,,,,,
player,201711050dal,kan,HaliTa20,tackles_solo,1,,,,,
player,201711050dal,kan,HaliTa20,tackles_assists,0,,,,,
player,201711050dal,kan,HaliTa20,tackles_loss,0,,,,,
player,201711050dal,kan,HaliTa20,qb_hits,0,,,,,
player,201711050dal,kan,HaliTa20,fumbles_rec,0,,,,,
player,201711050dal,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201711050dal,kan,HaliTa20,fumbles_forced,0,,,,,
player,201711050dal,kan,JoneCh09,def_int,0,,,,,
player,201711050dal,kan,JoneCh09,def_int_yds,0,,,,,
player,201711050dal,kan,JoneCh09,def_int_td,0,,,,,
player,201711050dal,kan,JoneCh09,def_int_long,0,,,,,
player,201711050dal,kan,JoneCh09,pass_defended,2,,,,,
player,201711050dal,kan,JoneCh09,sacks,0.0,,,,,
player,201711050dal,kan,JoneCh09,tackles_combined,1,,,,,
player,201711050dal,kan,JoneCh09,tackles_solo,0,,,,,
player,201711050dal,kan,JoneCh09,tackles_assists,1,,,,,
player,201711050dal,kan,JoneCh09,tackles_loss,0,,,,,
player,201711050dal,kan,JoneCh09,qb_hits,0,,,,,
player,201711050dal,kan,JoneCh09,fumbles_rec,0,,,,,
player,201711050dal,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201711050dal,kan,JoneCh09,fumbles_forced,0,,,,,
player,201711050dal,kan,MurrEr00,def_int,0,,,,,
player,201711050dal,kan,MurrEr00,def_int_yds,0,,,,,
player,201711050dal,kan,MurrEr00,def_int_td,0,,,,,
player,201711050dal,kan,MurrEr00,def_int_long,0,,,,,
player,201711050dal,kan,MurrEr00,pass_defended,0,,,,,
player,201711050dal,kan,MurrEr00,sacks,0.0,,,,,
player,201711050dal,kan,MurrEr00,tackles_combined,1,,,,,
player,201711050dal,kan,MurrEr00,tackles_solo,1,,,,,
player,201711050dal,kan,MurrEr00,tackles_assists,0,,,,,
player,201711050dal,kan,MurrEr00,tackles_loss,0,,,,,
player,201711050dal,kan,MurrEr00,qb_hits,0,,,,,
player,201711050dal,kan,MurrEr00,fumbles_rec,0,,,,,
player,201711050dal,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,MurrEr00,fumbles_forced,0,,,,,
player,201711050dal,kan,TerrSt00,def_int,0,,,,,
player,201711050dal,kan,TerrSt00,def_int_yds,0,,,,,
player,201711050dal,kan,TerrSt00,def_int_td,0,,,,,
player,201711050dal,kan,TerrSt00,def_int_long,0,,,,,
player,201711050dal,kan,TerrSt00,pass_defended,0,,,,,
player,201711050dal,kan,TerrSt00,sacks,0.0,,,,,
player,201711050dal,kan,TerrSt00,tackles_combined,1,,,,,
player,201711050dal,kan,TerrSt00,tackles_solo,1,,,,,
player,201711050dal,kan,TerrSt00,tackles_assists,0,,,,,
player,201711050dal,kan,TerrSt00,tackles_loss,0,,,,,
player,201711050dal,kan,TerrSt00,qb_hits,0,,,,,
player,201711050dal,kan,TerrSt00,fumbles_rec,0,,,,,
player,201711050dal,kan,TerrSt00,fumbles_rec_yds,0,,,,,
player,201711050dal,kan,TerrSt00,fumbles_rec_td,0,,,,,
player,201711050dal,kan,TerrSt00,fumbles_forced,0,,,,,
player,201711050dal,dal,HeatJe00,def_int,1,,,,,
player,201711050dal,dal,HeatJe00,def_int_yds,3,,,,,
player,201711050dal,dal,HeatJe00,def_int_td,0,,,,,
player,201711050dal,dal,HeatJe00,def_int_long,3,,,,,
player,201711050dal,dal,HeatJe00,pass_defended,1,,,,,
player,201711050dal,dal,HeatJe00,sacks,0.0,,,,,
player,201711050dal,dal,HeatJe00,tackles_combined,1,,,,,
player,201711050dal,dal,HeatJe00,tackles_solo,1,,,,,
player,201711050dal,dal,HeatJe00,tackles_assists,0,,,,,
player,201711050dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201711050dal,dal,HeatJe00,qb_hits,0,,,,,
player,201711050dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201711050dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201711050dal,dal,IrviDa00,def_int,0,,,,,
player,201711050dal,dal,IrviDa00,def_int_yds,0,,,,,
player,201711050dal,dal,IrviDa00,def_int_td,0,,,,,
player,201711050dal,dal,IrviDa00,def_int_long,0,,,,,
player,201711050dal,dal,IrviDa00,pass_defended,1,,,,,
player,201711050dal,dal,IrviDa00,sacks,1.0,,,,,
player,201711050dal,dal,IrviDa00,tackles_combined,3,,,,,
player,201711050dal,dal,IrviDa00,tackles_solo,3,,,,,
player,201711050dal,dal,IrviDa00,tackles_assists,0,,,,,
player,201711050dal,dal,IrviDa00,tackles_loss,1,,,,,
player,201711050dal,dal,IrviDa00,qb_hits,1,,,,,
player,201711050dal,dal,IrviDa00,fumbles_rec,0,,,,,
player,201711050dal,dal,IrviDa00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,IrviDa00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,IrviDa00,fumbles_forced,0,,,,,
player,201711050dal,dal,CharTa00,def_int,0,,,,,
player,201711050dal,dal,CharTa00,def_int_yds,0,,,,,
player,201711050dal,dal,CharTa00,def_int_td,0,,,,,
player,201711050dal,dal,CharTa00,def_int_long,0,,,,,
player,201711050dal,dal,CharTa00,pass_defended,0,,,,,
player,201711050dal,dal,CharTa00,sacks,1.0,,,,,
player,201711050dal,dal,CharTa00,tackles_combined,1,,,,,
player,201711050dal,dal,CharTa00,tackles_solo,1,,,,,
player,201711050dal,dal,CharTa00,tackles_assists,0,,,,,
player,201711050dal,dal,CharTa00,tackles_loss,1,,,,,
player,201711050dal,dal,CharTa00,qb_hits,1,,,,,
player,201711050dal,dal,CharTa00,fumbles_rec,0,,,,,
player,201711050dal,dal,CharTa00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,CharTa00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,CharTa00,fumbles_forced,0,,,,,
player,201711050dal,dal,LeexSe99,def_int,0,,,,,
player,201711050dal,dal,LeexSe99,def_int_yds,0,,,,,
player,201711050dal,dal,LeexSe99,def_int_td,0,,,,,
player,201711050dal,dal,LeexSe99,def_int_long,0,,,,,
player,201711050dal,dal,LeexSe99,pass_defended,0,,,,,
player,201711050dal,dal,LeexSe99,sacks,0.0,,,,,
player,201711050dal,dal,LeexSe99,tackles_combined,12,,,,,
player,201711050dal,dal,LeexSe99,tackles_solo,8,,,,,
player,201711050dal,dal,LeexSe99,tackles_assists,4,,,,,
player,201711050dal,dal,LeexSe99,tackles_loss,2,,,,,
player,201711050dal,dal,LeexSe99,qb_hits,0,,,,,
player,201711050dal,dal,LeexSe99,fumbles_rec,0,,,,,
player,201711050dal,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201711050dal,dal,LeexSe99,fumbles_forced,0,,,,,
player,201711050dal,dal,JoneBy00,def_int,0,,,,,
player,201711050dal,dal,JoneBy00,def_int_yds,0,,,,,
player,201711050dal,dal,JoneBy00,def_int_td,0,,,,,
player,201711050dal,dal,JoneBy00,def_int_long,0,,,,,
player,201711050dal,dal,JoneBy00,pass_defended,0,,,,,
player,201711050dal,dal,JoneBy00,sacks,0.0,,,,,
player,201711050dal,dal,JoneBy00,tackles_combined,6,,,,,
player,201711050dal,dal,JoneBy00,tackles_solo,3,,,,,
player,201711050dal,dal,JoneBy00,tackles_assists,3,,,,,
player,201711050dal,dal,JoneBy00,tackles_loss,0,,,,,
player,201711050dal,dal,JoneBy00,qb_hits,0,,,,,
player,201711050dal,dal,JoneBy00,fumbles_rec,0,,,,,
player,201711050dal,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,JoneBy00,fumbles_forced,0,,,,,
player,201711050dal,dal,ScanOr99,def_int,0,,,,,
player,201711050dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201711050dal,dal,ScanOr99,def_int_td,0,,,,,
player,201711050dal,dal,ScanOr99,def_int_long,0,,,,,
player,201711050dal,dal,ScanOr99,pass_defended,0,,,,,
player,201711050dal,dal,ScanOr99,sacks,0.0,,,,,
player,201711050dal,dal,ScanOr99,tackles_combined,5,,,,,
player,201711050dal,dal,ScanOr99,tackles_solo,3,,,,,
player,201711050dal,dal,ScanOr99,tackles_assists,2,,,,,
player,201711050dal,dal,ScanOr99,tackles_loss,0,,,,,
player,201711050dal,dal,ScanOr99,qb_hits,0,,,,,
player,201711050dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201711050dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201711050dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201711050dal,dal,WilsDa02,def_int,0,,,,,
player,201711050dal,dal,WilsDa02,def_int_yds,0,,,,,
player,201711050dal,dal,WilsDa02,def_int_td,0,,,,,
player,201711050dal,dal,WilsDa02,def_int_long,0,,,,,
player,201711050dal,dal,WilsDa02,pass_defended,0,,,,,
player,201711050dal,dal,WilsDa02,sacks,0.0,,,,,
player,201711050dal,dal,WilsDa02,tackles_combined,5,,,,,
player,201711050dal,dal,WilsDa02,tackles_solo,2,,,,,
player,201711050dal,dal,WilsDa02,tackles_assists,3,,,,,
player,201711050dal,dal,WilsDa02,tackles_loss,0,,,,,
player,201711050dal,dal,WilsDa02,qb_hits,0,,,,,
player,201711050dal,dal,WilsDa02,fumbles_rec,0,,,,,
player,201711050dal,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201711050dal,dal,WilsDa02,fumbles_forced,0,,,,,
player,201711050dal,dal,BrowAn02,def_int,0,,,,,
player,201711050dal,dal,BrowAn02,def_int_yds,0,,,,,
player,201711050dal,dal,BrowAn02,def_int_td,0,,,,,
player,201711050dal,dal,BrowAn02,def_int_long,0,,,,,
player,201711050dal,dal,BrowAn02,pass_defended,0,,,,,
player,201711050dal,dal,BrowAn02,sacks,0.0,,,,,
player,201711050dal,dal,BrowAn02,tackles_combined,4,,,,,
player,201711050dal,dal,BrowAn02,tackles_solo,4,,,,,
player,201711050dal,dal,BrowAn02,tackles_assists,0,,,,,
player,201711050dal,dal,BrowAn02,tackles_loss,1,,,,,
player,201711050dal,dal,BrowAn02,qb_hits,0,,,,,
player,201711050dal,dal,BrowAn02,fumbles_rec,0,,,,,
player,201711050dal,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201711050dal,dal,BrowAn02,fumbles_forced,0,,,,,
player,201711050dal,dal,HitcAn00,def_int,0,,,,,
player,201711050dal,dal,HitcAn00,def_int_yds,0,,,,,
player,201711050dal,dal,HitcAn00,def_int_td,0,,,,,
player,201711050dal,dal,HitcAn00,def_int_long,0,,,,,
player,201711050dal,dal,HitcAn00,pass_defended,0,,,,,
player,201711050dal,dal,HitcAn00,sacks,0.0,,,,,
player,201711050dal,dal,HitcAn00,tackles_combined,4,,,,,
player,201711050dal,dal,HitcAn00,tackles_solo,1,,,,,
player,201711050dal,dal,HitcAn00,tackles_assists,3,,,,,
player,201711050dal,dal,HitcAn00,tackles_loss,0,,,,,
player,201711050dal,dal,HitcAn00,qb_hits,0,,,,,
player,201711050dal,dal,HitcAn00,fumbles_rec,0,,,,,
player,201711050dal,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,HitcAn00,fumbles_forced,0,,,,,
player,201711050dal,dal,SmitJa05,def_int,0,,,,,
player,201711050dal,dal,SmitJa05,def_int_yds,0,,,,,
player,201711050dal,dal,SmitJa05,def_int_td,0,,,,,
player,201711050dal,dal,SmitJa05,def_int_long,0,,,,,
player,201711050dal,dal,SmitJa05,pass_defended,0,,,,,
player,201711050dal,dal,SmitJa05,sacks,0.0,,,,,
player,201711050dal,dal,SmitJa05,tackles_combined,3,,,,,
player,201711050dal,dal,SmitJa05,tackles_solo,3,,,,,
player,201711050dal,dal,SmitJa05,tackles_assists,0,,,,,
player,201711050dal,dal,SmitJa05,tackles_loss,0,,,,,
player,201711050dal,dal,SmitJa05,qb_hits,0,,,,,
player,201711050dal,dal,SmitJa05,fumbles_rec,0,,,,,
player,201711050dal,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201711050dal,dal,SmitJa05,fumbles_forced,0,,,,,
player,201711050dal,dal,LawrDe00,def_int,0,,,,,
player,201711050dal,dal,LawrDe00,def_int_yds,0,,,,,
player,201711050dal,dal,LawrDe00,def_int_td,0,,,,,
player,201711050dal,dal,LawrDe00,def_int_long,0,,,,,
player,201711050dal,dal,LawrDe00,pass_defended,0,,,,,
player,201711050dal,dal,LawrDe00,sacks,0.0,,,,,
player,201711050dal,dal,LawrDe00,tackles_combined,2,,,,,
player,201711050dal,dal,LawrDe00,tackles_solo,0,,,,,
player,201711050dal,dal,LawrDe00,tackles_assists,2,,,,,
player,201711050dal,dal,LawrDe00,tackles_loss,0,,,,,
player,201711050dal,dal,LawrDe00,qb_hits,1,,,,,
player,201711050dal,dal,LawrDe00,fumbles_rec,0,,,,,
player,201711050dal,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,LawrDe00,fumbles_forced,0,,,,,
player,201711050dal,dal,LewiJo01,def_int,0,,,,,
player,201711050dal,dal,LewiJo01,def_int_yds,0,,,,,
player,201711050dal,dal,LewiJo01,def_int_td,0,,,,,
player,201711050dal,dal,LewiJo01,def_int_long,0,,,,,
player,201711050dal,dal,LewiJo01,pass_defended,0,,,,,
player,201711050dal,dal,LewiJo01,sacks,0.0,,,,,
player,201711050dal,dal,LewiJo01,tackles_combined,2,,,,,
player,201711050dal,dal,LewiJo01,tackles_solo,2,,,,,
player,201711050dal,dal,LewiJo01,tackles_assists,0,,,,,
player,201711050dal,dal,LewiJo01,tackles_loss,0,,,,,
player,201711050dal,dal,LewiJo01,qb_hits,0,,,,,
player,201711050dal,dal,LewiJo01,fumbles_rec,0,,,,,
player,201711050dal,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201711050dal,dal,LewiJo01,fumbles_forced,0,,,,,
player,201711050dal,dal,SmitRo06,def_int,0,,,,,
player,201711050dal,dal,SmitRo06,def_int_yds,0,,,,,
player,201711050dal,dal,SmitRo06,def_int_td,0,,,,,
player,201711050dal,dal,SmitRo06,def_int_long,0,,,,,
player,201711050dal,dal,SmitRo06,pass_defended,0,,,,,
player,201711050dal,dal,SmitRo06,sacks,0.0,,,,,
player,201711050dal,dal,SmitRo06,tackles_combined,2,,,,,
player,201711050dal,dal,SmitRo06,tackles_solo,2,,,,,
player,201711050dal,dal,SmitRo06,tackles_assists,0,,,,,
player,201711050dal,dal,SmitRo06,tackles_loss,0,,,,,
player,201711050dal,dal,SmitRo06,qb_hits,0,,,,,
player,201711050dal,dal,SmitRo06,fumbles_rec,0,,,,,
player,201711050dal,dal,SmitRo06,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,SmitRo06,fumbles_rec_td,0,,,,,
player,201711050dal,dal,SmitRo06,fumbles_forced,0,,,,,
player,201711050dal,dal,WoodXa00,def_int,0,,,,,
player,201711050dal,dal,WoodXa00,def_int_yds,0,,,,,
player,201711050dal,dal,WoodXa00,def_int_td,0,,,,,
player,201711050dal,dal,WoodXa00,def_int_long,0,,,,,
player,201711050dal,dal,WoodXa00,pass_defended,1,,,,,
player,201711050dal,dal,WoodXa00,sacks,0.0,,,,,
player,201711050dal,dal,WoodXa00,tackles_combined,2,,,,,
player,201711050dal,dal,WoodXa00,tackles_solo,2,,,,,
player,201711050dal,dal,WoodXa00,tackles_assists,0,,,,,
player,201711050dal,dal,WoodXa00,tackles_loss,0,,,,,
player,201711050dal,dal,WoodXa00,qb_hits,0,,,,,
player,201711050dal,dal,WoodXa00,fumbles_rec,0,,,,,
player,201711050dal,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,WoodXa00,fumbles_forced,0,,,,,
player,201711050dal,dal,FrazKa00,def_int,0,,,,,
player,201711050dal,dal,FrazKa00,def_int_yds,0,,,,,
player,201711050dal,dal,FrazKa00,def_int_td,0,,,,,
player,201711050dal,dal,FrazKa00,def_int_long,0,,,,,
player,201711050dal,dal,FrazKa00,pass_defended,0,,,,,
player,201711050dal,dal,FrazKa00,sacks,0.0,,,,,
player,201711050dal,dal,FrazKa00,tackles_combined,1,,,,,
player,201711050dal,dal,FrazKa00,tackles_solo,1,,,,,
player,201711050dal,dal,FrazKa00,tackles_assists,0,,,,,
