game,2017,10,20171112,201711120ram,htx,"Houston Texans",7,ram,"Los Angeles Rams",33
player,201711120ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201711120ram,ram,RobeNi00,def_int,0,,,,,
player,201711120ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201711120ram,ram,RobeNi00,def_int_td,0,,,,,
player,201711120ram,ram,RobeNi00,def_int_long,0,,,,,
player,201711120ram,ram,RobeNi00,pass_defended,0,,,,,
player,201711120ram,ram,RobeNi00,sacks,0.0,,,,,
player,201711120ram,ram,RobeNi00,tackles_combined,4,,,,,
player,201711120ram,ram,RobeNi00,tackles_solo,3,,,,,
player,201711120ram,ram,RobeNi00,tackles_assists,1,,,,,
player,201711120ram,ram,RobeNi00,tackles_loss,0,,,,,
player,201711120ram,ram,RobeNi00,qb_hits,0,,,,,
player,201711120ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201711120ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201711120ram,ram,WestEt00,def_int,0,,,,,
player,201711120ram,ram,WestEt00,def_int_yds,0,,,,,
player,201711120ram,ram,WestEt00,def_int_td,0,,,,,
player,201711120ram,ram,WestEt00,def_int_long,0,,,,,
player,201711120ram,ram,WestEt00,pass_defended,0,,,,,
player,201711120ram,ram,WestEt00,sacks,0.0,,,,,
player,201711120ram,ram,WestEt00,tackles_combined,4,,,,,
player,201711120ram,ram,WestEt00,tackles_solo,2,,,,,
player,201711120ram,ram,WestEt00,tackles_assists,2,,,,,
player,201711120ram,ram,WestEt00,tackles_loss,1,,,,,
player,201711120ram,ram,WestEt00,qb_hits,0,,,,,
player,201711120ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201711120ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201711120ram,ram,JoynLa00,def_int,0,,,,,
player,201711120ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201711120ram,ram,JoynLa00,def_int_td,0,,,,,
player,201711120ram,ram,JoynLa00,def_int_long,0,,,,,
player,201711120ram,ram,JoynLa00,pass_defended,1,,,,,
player,201711120ram,ram,JoynLa00,sacks,0.0,,,,,
player,201711120ram,ram,JoynLa00,tackles_combined,3,,,,,
player,201711120ram,ram,JoynLa00,tackles_solo,2,,,,,
player,201711120ram,ram,JoynLa00,tackles_assists,1,,,,,
player,201711120ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201711120ram,ram,JoynLa00,qb_hits,0,,,,,
player,201711120ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201711120ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201711120ram,ram,WalkTy00,def_int,0,,,,,
player,201711120ram,ram,WalkTy00,def_int_yds,0,,,,,
player,201711120ram,ram,WalkTy00,def_int_td,0,,,,,
player,201711120ram,ram,WalkTy00,def_int_long,0,,,,,
player,201711120ram,ram,WalkTy00,pass_defended,0,,,,,
player,201711120ram,ram,WalkTy00,sacks,0.0,,,,,
player,201711120ram,ram,WalkTy00,tackles_combined,3,,,,,
player,201711120ram,ram,WalkTy00,tackles_solo,1,,,,,
player,201711120ram,ram,WalkTy00,tackles_assists,2,,,,,
player,201711120ram,ram,WalkTy00,tackles_loss,0,,,,,
player,201711120ram,ram,WalkTy00,qb_hits,0,,,,,
player,201711120ram,ram,WalkTy00,fumbles_rec,1,,,,,
player,201711120ram,ram,WalkTy00,fumbles_rec_yds,3,,,,,
player,201711120ram,ram,WalkTy00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,WalkTy00,fumbles_forced,0,,,,,
player,201711120ram,ram,LongMa00,def_int,0,,,,,
player,201711120ram,ram,LongMa00,def_int_yds,0,,,,,
player,201711120ram,ram,LongMa00,def_int_td,0,,,,,
player,201711120ram,ram,LongMa00,def_int_long,0,,,,,
player,201711120ram,ram,LongMa00,pass_defended,0,,,,,
player,201711120ram,ram,LongMa00,sacks,0.0,,,,,
player,201711120ram,ram,LongMa00,tackles_combined,2,,,,,
player,201711120ram,ram,LongMa00,tackles_solo,0,,,,,
player,201711120ram,ram,LongMa00,tackles_assists,2,,,,,
player,201711120ram,ram,LongMa00,tackles_loss,0,,,,,
player,201711120ram,ram,LongMa00,qb_hits,2,,,,,
player,201711120ram,ram,LongMa00,fumbles_rec,1,,,,,
player,201711120ram,ram,LongMa00,fumbles_rec_yds,8,,,,,
player,201711120ram,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,LongMa00,fumbles_forced,0,,,,,
player,201711120ram,ram,BarwCo99,def_int,0,,,,,
player,201711120ram,ram,BarwCo99,def_int_yds,0,,,,,
player,201711120ram,ram,BarwCo99,def_int_td,0,,,,,
player,201711120ram,ram,BarwCo99,def_int_long,0,,,,,
player,201711120ram,ram,BarwCo99,pass_defended,0,,,,,
player,201711120ram,ram,BarwCo99,sacks,0.0,,,,,
player,201711120ram,ram,BarwCo99,tackles_combined,1,,,,,
player,201711120ram,ram,BarwCo99,tackles_solo,1,,,,,
player,201711120ram,ram,BarwCo99,tackles_assists,0,,,,,
player,201711120ram,ram,BarwCo99,tackles_loss,0,,,,,
player,201711120ram,ram,BarwCo99,qb_hits,2,,,,,
player,201711120ram,ram,BarwCo99,fumbles_rec,0,,,,,
player,201711120ram,ram,BarwCo99,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,BarwCo99,fumbles_rec_td,0,,,,,
player,201711120ram,ram,BarwCo99,fumbles_forced,0,,,,,
player,201711120ram,ram,FoxxMo00,def_int,0,,,,,
player,201711120ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201711120ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201711120ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201711120ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201711120ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201711120ram,ram,FoxxMo00,tackles_combined,1,,,,,
player,201711120ram,ram,FoxxMo00,tackles_solo,1,,,,,
player,201711120ram,ram,FoxxMo00,tackles_assists,0,,,,,
player,201711120ram,ram,FoxxMo00,tackles_loss,0,,,,,
player,201711120ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201711120ram,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201711120ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201711120ram,ram,HekkJo00,def_int,0,,,,,
player,201711120ram,ram,HekkJo00,def_int_yds,0,,,,,
player,201711120ram,ram,HekkJo00,def_int_td,0,,,,,
player,201711120ram,ram,HekkJo00,def_int_long,0,,,,,
player,201711120ram,ram,HekkJo00,pass_defended,0,,,,,
player,201711120ram,ram,HekkJo00,sacks,0.0,,,,,
player,201711120ram,ram,HekkJo00,tackles_combined,1,,,,,
player,201711120ram,ram,HekkJo00,tackles_solo,1,,,,,
player,201711120ram,ram,HekkJo00,tackles_assists,0,,,,,
player,201711120ram,ram,HekkJo00,tackles_loss,0,,,,,
player,201711120ram,ram,HekkJo00,qb_hits,0,,,,,
player,201711120ram,ram,HekkJo00,fumbles_rec,0,,,,,
player,201711120ram,ram,HekkJo00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,HekkJo00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,HekkJo00,fumbles_forced,0,,,,,
player,201711120ram,ram,LittCo01,def_int,0,,,,,
player,201711120ram,ram,LittCo01,def_int_yds,0,,,,,
player,201711120ram,ram,LittCo01,def_int_td,0,,,,,
player,201711120ram,ram,LittCo01,def_int_long,0,,,,,
player,201711120ram,ram,LittCo01,pass_defended,1,,,,,
player,201711120ram,ram,LittCo01,sacks,0.0,,,,,
player,201711120ram,ram,LittCo01,tackles_combined,0,,,,,
player,201711120ram,ram,LittCo01,tackles_solo,0,,,,,
player,201711120ram,ram,LittCo01,tackles_assists,0,,,,,
player,201711120ram,ram,LittCo01,tackles_loss,0,,,,,
player,201711120ram,ram,LittCo01,qb_hits,0,,,,,
player,201711120ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201711120ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201711120ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201711120ram,htx,ElliBr00,kick_ret,0,,,,,
player,201711120ram,htx,ElliBr00,kick_ret_yds,0,,,,,
player,201711120ram,htx,ElliBr00,kick_ret_yds_per_ret,,,,,,
player,201711120ram,htx,ElliBr00,kick_ret_td,0,,,,,
player,201711120ram,htx,ElliBr00,kick_ret_long,0,,,,,
player,201711120ram,htx,ElliBr00,punt_ret,1,,,,,
player,201711120ram,htx,ElliBr00,punt_ret_yds,17,,,,,
player,201711120ram,htx,ElliBr00,punt_ret_yds_per_ret,17.0,,,,,
player,201711120ram,htx,ElliBr00,punt_ret_td,0,,,,,
player,201711120ram,htx,ElliBr00,punt_ret_long,17,,,,,
player,201711120ram,ram,CoopPh00,kick_ret,2,,,,,
player,201711120ram,ram,CoopPh00,kick_ret_yds,49,,,,,
player,201711120ram,ram,CoopPh00,kick_ret_yds_per_ret,24.5,,,,,
player,201711120ram,ram,CoopPh00,kick_ret_td,0,,,,,
player,201711120ram,ram,CoopPh00,kick_ret_long,27,,,,,
player,201711120ram,ram,CoopPh00,punt_ret,3,,,,,
player,201711120ram,ram,CoopPh00,punt_ret_yds,32,,,,,
player,201711120ram,ram,CoopPh00,punt_ret_yds_per_ret,10.7,,,,,
player,201711120ram,ram,CoopPh00,punt_ret_td,0,,,,,
player,201711120ram,ram,CoopPh00,punt_ret_long,27,,,,,
player,201711120ram,htx,FairKa01,xpm,1,,,,,
player,201711120ram,htx,FairKa01,xpa,1,,,,,
player,201711120ram,htx,FairKa01,fgm,,,,,,
player,201711120ram,htx,FairKa01,fga,1,,,,,
player,201711120ram,htx,FairKa01,punt,0,,,,,
player,201711120ram,htx,FairKa01,punt_yds,0,,,,,
player,201711120ram,htx,FairKa01,punt_yds_per_punt,,,,,,
player,201711120ram,htx,FairKa01,punt_long,0,,,,,
player,201711120ram,htx,LechSh20,xpm,,,,,,
player,201711120ram,htx,LechSh20,xpa,,,,,,
player,201711120ram,htx,LechSh20,fgm,,,,,,
player,201711120ram,htx,LechSh20,fga,,,,,,
player,201711120ram,htx,LechSh20,punt,6,,,,,
player,201711120ram,htx,LechSh20,punt_yds,281,,,,,
player,201711120ram,htx,LechSh20,punt_yds_per_punt,46.8,,,,,
player,201711120ram,htx,LechSh20,punt_long,58,,,,,
player,201711120ram,ram,ZuerGr00,xpm,3,,,,,
player,201711120ram,ram,ZuerGr00,xpa,3,,,,,
player,201711120ram,ram,ZuerGr00,fgm,4,,,,,
player,201711120ram,ram,ZuerGr00,fga,4,,,,,
player,201711120ram,ram,ZuerGr00,punt,0,,,,,
player,201711120ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201711120ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201711120ram,ram,ZuerGr00,punt_long,0,,,,,
player,201711120ram,ram,HekkJo00,xpm,,,,,,
player,201711120ram,ram,HekkJo00,xpa,,,,,,
player,201711120ram,ram,HekkJo00,fgm,,,,,,
player,201711120ram,ram,HekkJo00,fga,,,,,,
player,201711120ram,ram,HekkJo00,punt,4,,,,,
player,201711120ram,ram,HekkJo00,punt_yds,205,,,,,
player,201711120ram,ram,HekkJo00,punt_yds_per_punt,51.3,,,,,
player,201711120ram,ram,HekkJo00,punt_long,55,,,,,
player,201711120ram,ram,BrowJa04,pos,G,,,,,
player,201711120ram,ram,BrowJa04,offense,66,,,,,
player,201711120ram,ram,BrowJa04,off_pct,100%,,,,,
player,201711120ram,ram,BrowJa04,defense,0,,,,,
player,201711120ram,ram,BrowJa04,def_pct,0%,,,,,
player,201711120ram,ram,BrowJa04,special_teams,7,,,,,
player,201711120ram,ram,BrowJa04,st_pct,23%,,,,,
player,201711120ram,ram,HaveRo00,pos,T,,,,,
player,201711120ram,ram,HaveRo00,offense,66,,,,,
player,201711120ram,ram,HaveRo00,off_pct,100%,,,,,
player,201711120ram,ram,HaveRo00,defense,0,,,,,
player,201711120ram,ram,HaveRo00,def_pct,0%,,,,,
player,201711120ram,ram,HaveRo00,special_teams,7,,,,,
player,201711120ram,ram,HaveRo00,st_pct,23%,,,,,
player,201711120ram,ram,WhitAn20,pos,T,,,,,
player,201711120ram,ram,WhitAn20,offense,66,,,,,
player,201711120ram,ram,WhitAn20,off_pct,100%,,,,,
player,201711120ram,ram,WhitAn20,defense,0,,,,,
player,201711120ram,ram,WhitAn20,def_pct,0%,,,,,
player,201711120ram,ram,WhitAn20,special_teams,7,,,,,
player,201711120ram,ram,WhitAn20,st_pct,23%,,,,,
player,201711120ram,ram,GoffJa00,pos,QB,,,,,
player,201711120ram,ram,GoffJa00,offense,66,,,,,
player,201711120ram,ram,GoffJa00,off_pct,100%,,,,,
player,201711120ram,ram,GoffJa00,defense,0,,,,,
player,201711120ram,ram,GoffJa00,def_pct,0%,,,,,
player,201711120ram,ram,GoffJa00,special_teams,0,,,,,
player,201711120ram,ram,GoffJa00,st_pct,0%,,,,,
player,201711120ram,ram,SullJo24,pos,C,,,,,
player,201711120ram,ram,SullJo24,offense,66,,,,,
player,201711120ram,ram,SullJo24,off_pct,100%,,,,,
player,201711120ram,ram,SullJo24,defense,0,,,,,
player,201711120ram,ram,SullJo24,def_pct,0%,,,,,
player,201711120ram,ram,SullJo24,special_teams,0,,,,,
player,201711120ram,ram,SullJo24,st_pct,0%,,,,,
player,201711120ram,ram,KuppCo00,pos,WR,,,,,
player,201711120ram,ram,KuppCo00,offense,56,,,,,
player,201711120ram,ram,KuppCo00,off_pct,85%,,,,,
player,201711120ram,ram,KuppCo00,defense,0,,,,,
player,201711120ram,ram,KuppCo00,def_pct,0%,,,,,
player,201711120ram,ram,KuppCo00,special_teams,0,,,,,
player,201711120ram,ram,KuppCo00,st_pct,0%,,,,,
player,201711120ram,ram,HigbTy00,pos,TE,,,,,
player,201711120ram,ram,HigbTy00,offense,54,,,,,
player,201711120ram,ram,HigbTy00,off_pct,82%,,,,,
player,201711120ram,ram,HigbTy00,defense,0,,,,,
player,201711120ram,ram,HigbTy00,def_pct,0%,,,,,
player,201711120ram,ram,HigbTy00,special_teams,9,,,,,
player,201711120ram,ram,HigbTy00,st_pct,29%,,,,,
player,201711120ram,ram,GurlTo01,pos,RB,,,,,
player,201711120ram,ram,GurlTo01,offense,53,,,,,
player,201711120ram,ram,GurlTo01,off_pct,80%,,,,,
player,201711120ram,ram,GurlTo01,defense,0,,,,,
player,201711120ram,ram,GurlTo01,def_pct,0%,,,,,
player,201711120ram,ram,GurlTo01,special_teams,0,,,,,
player,201711120ram,ram,GurlTo01,st_pct,0%,,,,,
player,201711120ram,ram,WoodRo02,pos,WR,,,,,
player,201711120ram,ram,WoodRo02,offense,52,,,,,
player,201711120ram,ram,WoodRo02,off_pct,79%,,,,,
player,201711120ram,ram,WoodRo02,defense,0,,,,,
player,201711120ram,ram,WoodRo02,def_pct,0%,,,,,
player,201711120ram,ram,WoodRo02,special_teams,0,,,,,
player,201711120ram,ram,WoodRo02,st_pct,0%,,,,,
player,201711120ram,ram,SaffRo20,pos,G,,,,,
player,201711120ram,ram,SaffRo20,offense,51,,,,,
player,201711120ram,ram,SaffRo20,off_pct,77%,,,,,
player,201711120ram,ram,SaffRo20,defense,0,,,,,
player,201711120ram,ram,SaffRo20,def_pct,0%,,,,,
player,201711120ram,ram,SaffRo20,special_teams,6,,,,,
player,201711120ram,ram,SaffRo20,st_pct,19%,,,,,
player,201711120ram,ram,WatkSa00,pos,WR,,,,,
player,201711120ram,ram,WatkSa00,offense,51,,,,,
player,201711120ram,ram,WatkSa00,off_pct,77%,,,,,
player,201711120ram,ram,WatkSa00,defense,0,,,,,
player,201711120ram,ram,WatkSa00,def_pct,0%,,,,,
player,201711120ram,ram,WatkSa00,special_teams,0,,,,,
player,201711120ram,ram,WatkSa00,st_pct,0%,,,,,
player,201711120ram,ram,EverGe00,pos,TE,,,,,
player,201711120ram,ram,EverGe00,offense,20,,,,,
player,201711120ram,ram,EverGe00,off_pct,30%,,,,,
player,201711120ram,ram,EverGe00,defense,0,,,,,
player,201711120ram,ram,EverGe00,def_pct,0%,,,,,
player,201711120ram,ram,EverGe00,special_teams,0,,,,,
player,201711120ram,ram,EverGe00,st_pct,0%,,,,,
player,201711120ram,ram,BlytAu00,pos,C,,,,,
player,201711120ram,ram,BlytAu00,offense,15,,,,,
player,201711120ram,ram,BlytAu00,off_pct,23%,,,,,
player,201711120ram,ram,BlytAu00,defense,0,,,,,
player,201711120ram,ram,BlytAu00,def_pct,0%,,,,,
player,201711120ram,ram,BlytAu00,special_teams,7,,,,,
player,201711120ram,ram,BlytAu00,st_pct,23%,,,,,
player,201711120ram,ram,AustTa00,pos,WR,,,,,
player,201711120ram,ram,AustTa00,offense,11,,,,,
player,201711120ram,ram,AustTa00,off_pct,17%,,,,,
player,201711120ram,ram,AustTa00,defense,0,,,,,
player,201711120ram,ram,AustTa00,def_pct,0%,,,,,
player,201711120ram,ram,AustTa00,special_teams,0,,,,,
player,201711120ram,ram,AustTa00,st_pct,0%,,,,,
player,201711120ram,ram,ReynJo00,pos,WR,,,,,
player,201711120ram,ram,ReynJo00,offense,10,,,,,
player,201711120ram,ram,ReynJo00,off_pct,15%,,,,,
player,201711120ram,ram,ReynJo00,defense,0,,,,,
player,201711120ram,ram,ReynJo00,def_pct,0%,,,,,
player,201711120ram,ram,ReynJo00,special_teams,16,,,,,
player,201711120ram,ram,ReynJo00,st_pct,52%,,,,,
player,201711120ram,ram,CoopPh00,pos,WR,,,,,
player,201711120ram,ram,CoopPh00,offense,10,,,,,
player,201711120ram,ram,CoopPh00,off_pct,15%,,,,,
player,201711120ram,ram,CoopPh00,defense,0,,,,,
player,201711120ram,ram,CoopPh00,def_pct,0%,,,,,
player,201711120ram,ram,CoopPh00,special_teams,15,,,,,
player,201711120ram,ram,CoopPh00,st_pct,48%,,,,,
player,201711120ram,ram,DunbLa00,pos,RB,,,,,
player,201711120ram,ram,DunbLa00,offense,10,,,,,
player,201711120ram,ram,DunbLa00,off_pct,15%,,,,,
player,201711120ram,ram,DunbLa00,defense,0,,,,,
player,201711120ram,ram,DunbLa00,def_pct,0%,,,,,
player,201711120ram,ram,DunbLa00,special_teams,9,,,,,
player,201711120ram,ram,DunbLa00,st_pct,29%,,,,,
player,201711120ram,ram,MundJo00,pos,TE,,,,,
player,201711120ram,ram,MundJo00,offense,3,,,,,
player,201711120ram,ram,MundJo00,off_pct,5%,,,,,
player,201711120ram,ram,MundJo00,defense,0,,,,,
player,201711120ram,ram,MundJo00,def_pct,0%,,,,,
player,201711120ram,ram,MundJo00,special_teams,25,,,,,
player,201711120ram,ram,MundJo00,st_pct,81%,,,,,
player,201711120ram,ram,WebsKa00,pos,CB,,,,,
player,201711120ram,ram,WebsKa00,offense,0,,,,,
player,201711120ram,ram,WebsKa00,off_pct,0%,,,,,
player,201711120ram,ram,WebsKa00,defense,70,,,,,
player,201711120ram,ram,WebsKa00,def_pct,100%,,,,,
player,201711120ram,ram,WebsKa00,special_teams,0,,,,,
player,201711120ram,ram,WebsKa00,st_pct,0%,,,,,
player,201711120ram,ram,OgleAl00,pos,LB,,,,,
player,201711120ram,ram,OgleAl00,offense,0,,,,,
player,201711120ram,ram,OgleAl00,off_pct,0%,,,,,
player,201711120ram,ram,OgleAl00,defense,63,,,,,
player,201711120ram,ram,OgleAl00,def_pct,90%,,,,,
player,201711120ram,ram,OgleAl00,special_teams,5,,,,,
player,201711120ram,ram,OgleAl00,st_pct,16%,,,,,
player,201711120ram,ram,BarrMa00,pos,LB,,,,,
player,201711120ram,ram,BarrMa00,offense,0,,,,,
player,201711120ram,ram,BarrMa00,off_pct,0%,,,,,
player,201711120ram,ram,BarrMa00,defense,63,,,,,
player,201711120ram,ram,BarrMa00,def_pct,90%,,,,,
player,201711120ram,ram,BarrMa00,special_teams,0,,,,,
player,201711120ram,ram,BarrMa00,st_pct,0%,,,,,
player,201711120ram,ram,JohnTr05,pos,CB,,,,,
player,201711120ram,ram,JohnTr05,offense,0,,,,,
player,201711120ram,ram,JohnTr05,off_pct,0%,,,,,
player,201711120ram,ram,JohnTr05,defense,61,,,,,
player,201711120ram,ram,JohnTr05,def_pct,87%,,,,,
player,201711120ram,ram,JohnTr05,special_teams,1,,,,,
player,201711120ram,ram,JohnTr05,st_pct,3%,,,,,
player,201711120ram,ram,JoynLa00,pos,FS,,,,,
player,201711120ram,ram,JoynLa00,offense,0,,,,,
player,201711120ram,ram,JoynLa00,off_pct,0%,,,,,
player,201711120ram,ram,JoynLa00,defense,60,,,,,
player,201711120ram,ram,JoynLa00,def_pct,86%,,,,,
player,201711120ram,ram,JoynLa00,special_teams,0,,,,,
player,201711120ram,ram,JoynLa00,st_pct,0%,,,,,
player,201711120ram,ram,JohnJo10,pos,SS,,,,,
player,201711120ram,ram,JohnJo10,offense,0,,,,,
player,201711120ram,ram,JohnJo10,off_pct,0%,,,,,
player,201711120ram,ram,JohnJo10,defense,57,,,,,
player,201711120ram,ram,JohnJo10,def_pct,81%,,,,,
player,201711120ram,ram,JohnJo10,special_teams,12,,,,,
player,201711120ram,ram,JohnJo10,st_pct,39%,,,,,
player,201711120ram,ram,DonaAa00,pos,DT,,,,,
player,201711120ram,ram,DonaAa00,offense,0,,,,,
player,201711120ram,ram,DonaAa00,off_pct,0%,,,,,
player,201711120ram,ram,DonaAa00,defense,53,,,,,
player,201711120ram,ram,DonaAa00,def_pct,76%,,,,,
player,201711120ram,ram,DonaAa00,special_teams,5,,,,,
player,201711120ram,ram,DonaAa00,st_pct,16%,,,,,
player,201711120ram,ram,LongMa00,pos,LB,,,,,
player,201711120ram,ram,LongMa00,offense,0,,,,,
player,201711120ram,ram,LongMa00,off_pct,0%,,,,,
player,201711120ram,ram,LongMa00,defense,49,,,,,
player,201711120ram,ram,LongMa00,def_pct,70%,,,,,
player,201711120ram,ram,LongMa00,special_teams,2,,,,,
player,201711120ram,ram,LongMa00,st_pct,6%,,,,,
player,201711120ram,ram,BarwCo99,pos,LB,,,,,
player,201711120ram,ram,BarwCo99,offense,0,,,,,
player,201711120ram,ram,BarwCo99,off_pct,0%,,,,,
player,201711120ram,ram,BarwCo99,defense,48,,,,,
player,201711120ram,ram,BarwCo99,def_pct,69%,,,,,
player,201711120ram,ram,BarwCo99,special_teams,2,,,,,
player,201711120ram,ram,BarwCo99,st_pct,6%,,,,,
player,201711120ram,ram,BrocMi00,pos,DT,,,,,
player,201711120ram,ram,BrocMi00,offense,0,,,,,
player,201711120ram,ram,BrocMi00,off_pct,0%,,,,,
player,201711120ram,ram,BrocMi00,defense,45,,,,,
player,201711120ram,ram,BrocMi00,def_pct,64%,,,,,
player,201711120ram,ram,BrocMi00,special_teams,5,,,,,
player,201711120ram,ram,BrocMi00,st_pct,16%,,,,,
player,201711120ram,ram,RobeNi00,pos,CB,,,,,
player,201711120ram,ram,RobeNi00,offense,0,,,,,
player,201711120ram,ram,RobeNi00,off_pct,0%,,,,,
player,201711120ram,ram,RobeNi00,defense,37,,,,,
player,201711120ram,ram,RobeNi00,def_pct,53%,,,,,
player,201711120ram,ram,RobeNi00,special_teams,8,,,,,
player,201711120ram,ram,RobeNi00,st_pct,26%,,,,,
player,201711120ram,ram,WestEt00,pos,DE,,,,,
player,201711120ram,ram,WestEt00,offense,0,,,,,
player,201711120ram,ram,WestEt00,off_pct,0%,,,,,
player,201711120ram,ram,WestEt00,defense,31,,,,,
player,201711120ram,ram,WestEt00,def_pct,44%,,,,,
player,201711120ram,ram,WestEt00,special_teams,0,,,,,
player,201711120ram,ram,WestEt00,st_pct,0%,,,,,
player,201711120ram,ram,FoxxMo00,pos,DE,,,,,
player,201711120ram,ram,FoxxMo00,offense,0,,,,,
player,201711120ram,ram,FoxxMo00,off_pct,0%,,,,,
player,201711120ram,ram,FoxxMo00,defense,25,,,,,
player,201711120ram,ram,FoxxMo00,def_pct,36%,,,,,
player,201711120ram,ram,FoxxMo00,special_teams,3,,,,,
player,201711120ram,ram,FoxxMo00,st_pct,10%,,,,,
player,201711120ram,ram,EbukSa00,pos,LB,,,,,
player,201711120ram,ram,EbukSa00,offense,0,,,,,
player,201711120ram,ram,EbukSa00,off_pct,0%,,,,,
player,201711120ram,ram,EbukSa00,defense,22,,,,,
player,201711120ram,ram,EbukSa00,def_pct,31%,,,,,
player,201711120ram,ram,EbukSa00,special_teams,16,,,,,
player,201711120ram,ram,EbukSa00,st_pct,52%,,,,,
player,201711120ram,ram,PricEj00,pos,LB,,,,,
player,201711120ram,ram,PricEj00,offense,0,,,,,
player,201711120ram,ram,PricEj00,off_pct,0%,,,,,
player,201711120ram,ram,PricEj00,defense,21,,,,,
player,201711120ram,ram,PricEj00,def_pct,30%,,,,,
player,201711120ram,ram,PricEj00,special_teams,3,,,,,
player,201711120ram,ram,PricEj00,st_pct,10%,,,,,
player,201711120ram,ram,SmarTa00,pos,DT,,,,,
player,201711120ram,ram,SmarTa00,offense,0,,,,,
player,201711120ram,ram,SmarTa00,off_pct,0%,,,,,
player,201711120ram,ram,SmarTa00,defense,16,,,,,
player,201711120ram,ram,SmarTa00,def_pct,23%,,,,,
player,201711120ram,ram,SmarTa00,special_teams,2,,,,,
player,201711120ram,ram,SmarTa00,st_pct,6%,,,,,
player,201711120ram,ram,WalkTy00,pos,DT,,,,,
player,201711120ram,ram,WalkTy00,offense,0,,,,,
player,201711120ram,ram,WalkTy00,off_pct,0%,,,,,
player,201711120ram,ram,WalkTy00,defense,13,,,,,
player,201711120ram,ram,WalkTy00,def_pct,19%,,,,,
player,201711120ram,ram,WalkTy00,special_teams,5,,,,,
player,201711120ram,ram,WalkTy00,st_pct,16%,,,,,
player,201711120ram,ram,CounBl00,pos,SS,,,,,
player,201711120ram,ram,CounBl00,offense,0,,,,,
player,201711120ram,ram,CounBl00,off_pct,0%,,,,,
player,201711120ram,ram,CounBl00,defense,10,,,,,
player,201711120ram,ram,CounBl00,def_pct,14%,,,,,
player,201711120ram,ram,CounBl00,special_teams,15,,,,,
player,201711120ram,ram,CounBl00,st_pct,48%,,,,,
player,201711120ram,ram,ChriMa00,pos,SS,,,,,
player,201711120ram,ram,ChriMa00,offense,0,,,,,
player,201711120ram,ram,ChriMa00,off_pct,0%,,,,,
player,201711120ram,ram,ChriMa00,defense,9,,,,,
player,201711120ram,ram,ChriMa00,def_pct,13%,,,,,
player,201711120ram,ram,ChriMa00,special_teams,21,,,,,
player,201711120ram,ram,ChriMa00,st_pct,68%,,,,,
player,201711120ram,ram,LittCo01,pos,LB,,,,,
player,201711120ram,ram,LittCo01,offense,0,,,,,
player,201711120ram,ram,LittCo01,off_pct,0%,,,,,
player,201711120ram,ram,LittCo01,defense,7,,,,,
player,201711120ram,ram,LittCo01,def_pct,10%,,,,,
player,201711120ram,ram,LittCo01,special_teams,24,,,,,
player,201711120ram,ram,LittCo01,st_pct,77%,,,,,
player,201711120ram,ram,HageBr00,pos,LB,,,,,
player,201711120ram,ram,HageBr00,offense,0,,,,,
player,201711120ram,ram,HageBr00,off_pct,0%,,,,,
player,201711120ram,ram,HageBr00,defense,7,,,,,
player,201711120ram,ram,HageBr00,def_pct,10%,,,,,
