game,2017,14,20171210,201712100car,min,"Minnesota Vikings",24,car,"Carolina Panthers",31
team,201712100car,min,First Downs,21,,,,,,
team,201712100car,car,First Downs,15,,,,,,
team,201712100car,min,Rush-Yds-TDs,21-100-0,,,,,,
team,201712100car,car,Rush-Yds-TDs,36-216-3,,,,,,
team,201712100car,min,Cmp-Att-Yd-TD-INT,27-44-280-2-2,,,,,,
team,201712100car,car,Cmp-Att-Yd-TD-INT,13-25-137-1-1,,,,,,
team,201712100car,min,Sacked-Yards,6-24,,,,,,
team,201712100car,car,Sacked-Yards,2-8,,,,,,
team,201712100car,min,Net Pass Yards,256,,,,,,
team,201712100car,car,Net Pass Yards,129,,,,,,
team,201712100car,min,Total Yards,356,,,,,,
team,201712100car,car,Total Yards,345,,,,,,
team,201712100car,min,Fumbles-Lost,2-1,,,,,,
team,201712100car,car,Fumbles-Lost,0-0,,,,,,
team,201712100car,min,Turnovers,3,,,,,,
team,201712100car,car,Turnovers,1,,,,,,
team,201712100car,min,Penalties-Yards,2-30,,,,,,
team,201712100car,car,Penalties-Yards,6-48,,,,,,
team,201712100car,min,Third Down Conv.,7-15,,,,,,
team,201712100car,car,Third Down Conv.,5-15,,,,,,
team,201712100car,min,Fourth Down Conv.,0-1,,,,,,
team,201712100car,car,Fourth Down Conv.,0-0,,,,,,
team,201712100car,min,Time of Possession,28:42,,,,,,
team,201712100car,car,Time of Possession,31:18,,,,,,
player,201712100car,min,KeenCa00,pass_cmp,27,,,,,
player,201712100car,min,KeenCa00,pass_att,44,,,,,
player,201712100car,min,KeenCa00,pass_yds,280,,,,,
player,201712100car,min,KeenCa00,pass_td,2,,,,,
player,201712100car,min,KeenCa00,pass_int,2,,,,,
player,201712100car,min,KeenCa00,pass_sacked,6,,,,,
player,201712100car,min,KeenCa00,pass_sacked_yds,24,,,,,
player,201712100car,min,KeenCa00,pass_long,52,,,,,
player,201712100car,min,KeenCa00,pass_rating,75.9,,,,,
player,201712100car,min,KeenCa00,rush_att,5,,,,,
player,201712100car,min,KeenCa00,rush_yds,40,,,,,
player,201712100car,min,KeenCa00,rush_td,0,,,,,
player,201712100car,min,KeenCa00,rush_long,15,,,,,
player,201712100car,min,KeenCa00,targets,0,,,,,
player,201712100car,min,KeenCa00,rec,0,,,,,
player,201712100car,min,KeenCa00,rec_yds,0,,,,,
player,201712100car,min,KeenCa00,rec_td,0,,,,,
player,201712100car,min,KeenCa00,rec_long,0,,,,,
player,201712100car,min,KeenCa00,fumbles,1,,,,,
player,201712100car,min,KeenCa00,fumbles_lost,1,,,,,
player,201712100car,min,McKiJe00,pass_cmp,0,,,,,
player,201712100car,min,McKiJe00,pass_att,0,,,,,
player,201712100car,min,McKiJe00,pass_yds,0,,,,,
player,201712100car,min,McKiJe00,pass_td,0,,,,,
player,201712100car,min,McKiJe00,pass_int,0,,,,,
player,201712100car,min,McKiJe00,pass_sacked,0,,,,,
player,201712100car,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201712100car,min,McKiJe00,pass_long,0,,,,,
player,201712100car,min,McKiJe00,pass_rating,,,,,,
player,201712100car,min,McKiJe00,rush_att,7,,,,,
player,201712100car,min,McKiJe00,rush_yds,46,,,,,
player,201712100car,min,McKiJe00,rush_td,0,,,,,
player,201712100car,min,McKiJe00,rush_long,17,,,,,
player,201712100car,min,McKiJe00,targets,3,,,,,
player,201712100car,min,McKiJe00,rec,2,,,,,
player,201712100car,min,McKiJe00,rec_yds,9,,,,,
player,201712100car,min,McKiJe00,rec_td,0,,,,,
player,201712100car,min,McKiJe00,rec_long,6,,,,,
player,201712100car,min,McKiJe00,fumbles,0,,,,,
player,201712100car,min,McKiJe00,fumbles_lost,0,,,,,
player,201712100car,min,MurrLa00,pass_cmp,0,,,,,
player,201712100car,min,MurrLa00,pass_att,0,,,,,
player,201712100car,min,MurrLa00,pass_yds,0,,,,,
player,201712100car,min,MurrLa00,pass_td,0,,,,,
player,201712100car,min,MurrLa00,pass_int,0,,,,,
player,201712100car,min,MurrLa00,pass_sacked,0,,,,,
player,201712100car,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201712100car,min,MurrLa00,pass_long,0,,,,,
player,201712100car,min,MurrLa00,pass_rating,,,,,,
player,201712100car,min,MurrLa00,rush_att,9,,,,,
player,201712100car,min,MurrLa00,rush_yds,14,,,,,
player,201712100car,min,MurrLa00,rush_td,0,,,,,
player,201712100car,min,MurrLa00,rush_long,11,,,,,
player,201712100car,min,MurrLa00,targets,2,,,,,
player,201712100car,min,MurrLa00,rec,2,,,,,
player,201712100car,min,MurrLa00,rec_yds,6,,,,,
player,201712100car,min,MurrLa00,rec_td,0,,,,,
player,201712100car,min,MurrLa00,rec_long,4,,,,,
player,201712100car,min,MurrLa00,fumbles,0,,,,,
player,201712100car,min,MurrLa00,fumbles_lost,0,,,,,
player,201712100car,min,ThieAd00,pass_cmp,0,,,,,
player,201712100car,min,ThieAd00,pass_att,0,,,,,
player,201712100car,min,ThieAd00,pass_yds,0,,,,,
player,201712100car,min,ThieAd00,pass_td,0,,,,,
player,201712100car,min,ThieAd00,pass_int,0,,,,,
