game,2017,5,20171008,201710080dal,gnb,"Green Bay Packers",35,dal,"Dallas Cowboys",31
player,201710080dal,gnb,JoneAa00,pass_long,0,,,,,
player,201710080dal,gnb,JoneAa00,pass_rating,,,,,,
player,201710080dal,gnb,JoneAa00,rush_att,19,,,,,
player,201710080dal,gnb,JoneAa00,rush_yds,125,,,,,
player,201710080dal,gnb,JoneAa00,rush_td,1,,,,,
player,201710080dal,gnb,JoneAa00,rush_long,22,,,,,
player,201710080dal,gnb,JoneAa00,targets,1,,,,,
player,201710080dal,gnb,JoneAa00,rec,1,,,,,
player,201710080dal,gnb,JoneAa00,rec_yds,9,,,,,
player,201710080dal,gnb,JoneAa00,rec_td,0,,,,,
player,201710080dal,gnb,JoneAa00,rec_long,9,,,,,
player,201710080dal,gnb,JoneAa00,fumbles,0,,,,,
player,201710080dal,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_cmp,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_att,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_yds,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_td,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_int,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_sacked,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_long,0,,,,,
player,201710080dal,gnb,RipkAa00,pass_rating,,,,,,
player,201710080dal,gnb,RipkAa00,rush_att,1,,,,,
player,201710080dal,gnb,RipkAa00,rush_yds,2,,,,,
player,201710080dal,gnb,RipkAa00,rush_td,0,,,,,
player,201710080dal,gnb,RipkAa00,rush_long,2,,,,,
player,201710080dal,gnb,RipkAa00,targets,0,,,,,
player,201710080dal,gnb,RipkAa00,rec,0,,,,,
player,201710080dal,gnb,RipkAa00,rec_yds,0,,,,,
player,201710080dal,gnb,RipkAa00,rec_td,0,,,,,
player,201710080dal,gnb,RipkAa00,rec_long,0,,,,,
player,201710080dal,gnb,RipkAa00,fumbles,0,,,,,
player,201710080dal,gnb,RipkAa00,fumbles_lost,0,,,,,
player,201710080dal,gnb,WillJa06,pass_cmp,0,,,,,
player,201710080dal,gnb,WillJa06,pass_att,0,,,,,
player,201710080dal,gnb,WillJa06,pass_yds,0,,,,,
player,201710080dal,gnb,WillJa06,pass_td,0,,,,,
player,201710080dal,gnb,WillJa06,pass_int,0,,,,,
player,201710080dal,gnb,WillJa06,pass_sacked,0,,,,,
player,201710080dal,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,WillJa06,pass_long,0,,,,,
player,201710080dal,gnb,WillJa06,pass_rating,,,,,,
player,201710080dal,gnb,WillJa06,rush_att,1,,,,,
player,201710080dal,gnb,WillJa06,rush_yds,1,,,,,
player,201710080dal,gnb,WillJa06,rush_td,0,,,,,
player,201710080dal,gnb,WillJa06,rush_long,1,,,,,
player,201710080dal,gnb,WillJa06,targets,0,,,,,
player,201710080dal,gnb,WillJa06,rec,0,,,,,
player,201710080dal,gnb,WillJa06,rec_yds,0,,,,,
player,201710080dal,gnb,WillJa06,rec_td,0,,,,,
player,201710080dal,gnb,WillJa06,rec_long,0,,,,,
player,201710080dal,gnb,WillJa06,fumbles,0,,,,,
player,201710080dal,gnb,WillJa06,fumbles_lost,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_cmp,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_att,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_yds,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_td,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_int,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_sacked,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_long,0,,,,,
player,201710080dal,gnb,AdamDa01,pass_rating,,,,,,
player,201710080dal,gnb,AdamDa01,rush_att,0,,,,,
player,201710080dal,gnb,AdamDa01,rush_yds,0,,,,,
player,201710080dal,gnb,AdamDa01,rush_td,0,,,,,
player,201710080dal,gnb,AdamDa01,rush_long,0,,,,,
player,201710080dal,gnb,AdamDa01,targets,11,,,,,
player,201710080dal,gnb,AdamDa01,rec,7,,,,,
player,201710080dal,gnb,AdamDa01,rec_yds,66,,,,,
player,201710080dal,gnb,AdamDa01,rec_td,2,,,,,
player,201710080dal,gnb,AdamDa01,rec_long,14,,,,,
player,201710080dal,gnb,AdamDa01,fumbles,0,,,,,
player,201710080dal,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201710080dal,gnb,BennMa00,pass_cmp,0,,,,,
player,201710080dal,gnb,BennMa00,pass_att,0,,,,,
player,201710080dal,gnb,BennMa00,pass_yds,0,,,,,
player,201710080dal,gnb,BennMa00,pass_td,0,,,,,
player,201710080dal,gnb,BennMa00,pass_int,0,,,,,
player,201710080dal,gnb,BennMa00,pass_sacked,0,,,,,
player,201710080dal,gnb,BennMa00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,BennMa00,pass_long,0,,,,,
player,201710080dal,gnb,BennMa00,pass_rating,,,,,,
player,201710080dal,gnb,BennMa00,rush_att,0,,,,,
player,201710080dal,gnb,BennMa00,rush_yds,0,,,,,
player,201710080dal,gnb,BennMa00,rush_td,0,,,,,
player,201710080dal,gnb,BennMa00,rush_long,0,,,,,
player,201710080dal,gnb,BennMa00,targets,3,,,,,
player,201710080dal,gnb,BennMa00,rec,3,,,,,
player,201710080dal,gnb,BennMa00,rec_yds,53,,,,,
player,201710080dal,gnb,BennMa00,rec_td,0,,,,,
player,201710080dal,gnb,BennMa00,rec_long,33,,,,,
player,201710080dal,gnb,BennMa00,fumbles,0,,,,,
player,201710080dal,gnb,BennMa00,fumbles_lost,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_cmp,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_att,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_yds,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_td,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_int,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_sacked,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_long,0,,,,,
player,201710080dal,gnb,CobbRa00,pass_rating,,,,,,
player,201710080dal,gnb,CobbRa00,rush_att,0,,,,,
player,201710080dal,gnb,CobbRa00,rush_yds,0,,,,,
player,201710080dal,gnb,CobbRa00,rush_td,0,,,,,
player,201710080dal,gnb,CobbRa00,rush_long,0,,,,,
player,201710080dal,gnb,CobbRa00,targets,5,,,,,
player,201710080dal,gnb,CobbRa00,rec,4,,,,,
player,201710080dal,gnb,CobbRa00,rec_yds,29,,,,,
player,201710080dal,gnb,CobbRa00,rec_td,0,,,,,
player,201710080dal,gnb,CobbRa00,rec_long,13,,,,,
player,201710080dal,gnb,CobbRa00,fumbles,0,,,,,
player,201710080dal,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201710080dal,gnb,KendLa00,pass_cmp,0,,,,,
player,201710080dal,gnb,KendLa00,pass_att,0,,,,,
player,201710080dal,gnb,KendLa00,pass_yds,0,,,,,
player,201710080dal,gnb,KendLa00,pass_td,0,,,,,
player,201710080dal,gnb,KendLa00,pass_int,0,,,,,
player,201710080dal,gnb,KendLa00,pass_sacked,0,,,,,
player,201710080dal,gnb,KendLa00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,KendLa00,pass_long,0,,,,,
player,201710080dal,gnb,KendLa00,pass_rating,,,,,,
player,201710080dal,gnb,KendLa00,rush_att,0,,,,,
player,201710080dal,gnb,KendLa00,rush_yds,0,,,,,
player,201710080dal,gnb,KendLa00,rush_td,0,,,,,
player,201710080dal,gnb,KendLa00,rush_long,0,,,,,
player,201710080dal,gnb,KendLa00,targets,1,,,,,
player,201710080dal,gnb,KendLa00,rec,1,,,,,
player,201710080dal,gnb,KendLa00,rec_yds,24,,,,,
player,201710080dal,gnb,KendLa00,rec_td,0,,,,,
player,201710080dal,gnb,KendLa00,rec_long,24,,,,,
player,201710080dal,gnb,KendLa00,fumbles,0,,,,,
player,201710080dal,gnb,KendLa00,fumbles_lost,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_cmp,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_att,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_yds,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_td,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_int,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_sacked,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_long,0,,,,,
player,201710080dal,gnb,NelsJo00,pass_rating,,,,,,
player,201710080dal,gnb,NelsJo00,rush_att,0,,,,,
player,201710080dal,gnb,NelsJo00,rush_yds,0,,,,,
player,201710080dal,gnb,NelsJo00,rush_td,0,,,,,
player,201710080dal,gnb,NelsJo00,rush_long,0,,,,,
player,201710080dal,gnb,NelsJo00,targets,4,,,,,
player,201710080dal,gnb,NelsJo00,rec,2,,,,,
player,201710080dal,gnb,NelsJo00,rec_yds,24,,,,,
player,201710080dal,gnb,NelsJo00,rec_td,1,,,,,
player,201710080dal,gnb,NelsJo00,rec_long,14,,,,,
player,201710080dal,gnb,NelsJo00,fumbles,0,,,,,
player,201710080dal,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_cmp,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_att,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_yds,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_td,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_int,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_sacked,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_long,0,,,,,
player,201710080dal,gnb,RodgRi00,pass_rating,,,,,,
player,201710080dal,gnb,RodgRi00,rush_att,0,,,,,
player,201710080dal,gnb,RodgRi00,rush_yds,0,,,,,
player,201710080dal,gnb,RodgRi00,rush_td,0,,,,,
player,201710080dal,gnb,RodgRi00,rush_long,0,,,,,
player,201710080dal,gnb,RodgRi00,targets,1,,,,,
player,201710080dal,gnb,RodgRi00,rec,1,,,,,
player,201710080dal,gnb,RodgRi00,rec_yds,16,,,,,
player,201710080dal,gnb,RodgRi00,rec_td,0,,,,,
player,201710080dal,gnb,RodgRi00,rec_long,16,,,,,
player,201710080dal,gnb,RodgRi00,fumbles,0,,,,,
player,201710080dal,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_cmp,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_att,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_yds,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_td,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_int,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_sacked,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_long,0,,,,,
player,201710080dal,gnb,AlliGe01,pass_rating,,,,,,
player,201710080dal,gnb,AlliGe01,rush_att,0,,,,,
player,201710080dal,gnb,AlliGe01,rush_yds,0,,,,,
player,201710080dal,gnb,AlliGe01,rush_td,0,,,,,
player,201710080dal,gnb,AlliGe01,rush_long,0,,,,,
player,201710080dal,gnb,AlliGe01,targets,2,,,,,
player,201710080dal,gnb,AlliGe01,rec,0,,,,,
player,201710080dal,gnb,AlliGe01,rec_yds,0,,,,,
player,201710080dal,gnb,AlliGe01,rec_td,0,,,,,
player,201710080dal,gnb,AlliGe01,rec_long,0,,,,,
player,201710080dal,gnb,AlliGe01,fumbles,0,,,,,
player,201710080dal,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201710080dal,dal,PresDa01,pass_cmp,25,,,,,
player,201710080dal,dal,PresDa01,pass_att,36,,,,,
player,201710080dal,dal,PresDa01,pass_yds,251,,,,,
player,201710080dal,dal,PresDa01,pass_td,3,,,,,
player,201710080dal,dal,PresDa01,pass_int,1,,,,,
player,201710080dal,dal,PresDa01,pass_sacked,1,,,,,
player,201710080dal,dal,PresDa01,pass_sacked_yds,6,,,,,
player,201710080dal,dal,PresDa01,pass_long,49,,,,,
player,201710080dal,dal,PresDa01,pass_rating,105.2,,,,,
player,201710080dal,dal,PresDa01,rush_att,4,,,,,
player,201710080dal,dal,PresDa01,rush_yds,37,,,,,
player,201710080dal,dal,PresDa01,rush_td,1,,,,,
player,201710080dal,dal,PresDa01,rush_long,21,,,,,
player,201710080dal,dal,PresDa01,targets,0,,,,,
player,201710080dal,dal,PresDa01,rec,0,,,,,
player,201710080dal,dal,PresDa01,rec_yds,0,,,,,
player,201710080dal,dal,PresDa01,rec_td,0,,,,,
player,201710080dal,dal,PresDa01,rec_long,0,,,,,
player,201710080dal,dal,PresDa01,fumbles,1,,,,,
player,201710080dal,dal,PresDa01,fumbles_lost,0,,,,,
player,201710080dal,dal,ElliEz00,pass_cmp,0,,,,,
player,201710080dal,dal,ElliEz00,pass_att,0,,,,,
player,201710080dal,dal,ElliEz00,pass_yds,0,,,,,
player,201710080dal,dal,ElliEz00,pass_td,0,,,,,
player,201710080dal,dal,ElliEz00,pass_int,0,,,,,
player,201710080dal,dal,ElliEz00,pass_sacked,0,,,,,
player,201710080dal,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201710080dal,dal,ElliEz00,pass_long,0,,,,,
player,201710080dal,dal,ElliEz00,pass_rating,,,,,,
player,201710080dal,dal,ElliEz00,rush_att,29,,,,,
player,201710080dal,dal,ElliEz00,rush_yds,116,,,,,
player,201710080dal,dal,ElliEz00,rush_td,0,,,,,
player,201710080dal,dal,ElliEz00,rush_long,25,,,,,
player,201710080dal,dal,ElliEz00,targets,2,,,,,
player,201710080dal,dal,ElliEz00,rec,1,,,,,
player,201710080dal,dal,ElliEz00,rec_yds,16,,,,,
player,201710080dal,dal,ElliEz00,rec_td,0,,,,,
player,201710080dal,dal,ElliEz00,rec_long,20,,,,,
player,201710080dal,dal,ElliEz00,fumbles,0,,,,,
player,201710080dal,dal,ElliEz00,fumbles_lost,0,,,,,
player,201710080dal,dal,MorrAl00,pass_cmp,0,,,,,
player,201710080dal,dal,MorrAl00,pass_att,0,,,,,
player,201710080dal,dal,MorrAl00,pass_yds,0,,,,,
player,201710080dal,dal,MorrAl00,pass_td,0,,,,,
player,201710080dal,dal,MorrAl00,pass_int,0,,,,,
player,201710080dal,dal,MorrAl00,pass_sacked,0,,,,,
player,201710080dal,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201710080dal,dal,MorrAl00,pass_long,0,,,,,
player,201710080dal,dal,MorrAl00,pass_rating,,,,,,
player,201710080dal,dal,MorrAl00,rush_att,2,,,,,
player,201710080dal,dal,MorrAl00,rush_yds,10,,,,,
player,201710080dal,dal,MorrAl00,rush_td,0,,,,,
player,201710080dal,dal,MorrAl00,rush_long,5,,,,,
player,201710080dal,dal,MorrAl00,targets,1,,,,,
player,201710080dal,dal,MorrAl00,rec,0,,,,,
player,201710080dal,dal,MorrAl00,rec_yds,0,,,,,
player,201710080dal,dal,MorrAl00,rec_td,0,,,,,
player,201710080dal,dal,MorrAl00,rec_long,0,,,,,
player,201710080dal,dal,MorrAl00,fumbles,0,,,,,
player,201710080dal,dal,MorrAl00,fumbles_lost,0,,,,,
player,201710080dal,dal,WittJa00,pass_cmp,0,,,,,
player,201710080dal,dal,WittJa00,pass_att,0,,,,,
player,201710080dal,dal,WittJa00,pass_yds,0,,,,,
player,201710080dal,dal,WittJa00,pass_td,0,,,,,
player,201710080dal,dal,WittJa00,pass_int,0,,,,,
player,201710080dal,dal,WittJa00,pass_sacked,0,,,,,
player,201710080dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201710080dal,dal,WittJa00,pass_long,0,,,,,
player,201710080dal,dal,WittJa00,pass_rating,,,,,,
player,201710080dal,dal,WittJa00,rush_att,0,,,,,
player,201710080dal,dal,WittJa00,rush_yds,0,,,,,
player,201710080dal,dal,WittJa00,rush_td,0,,,,,
player,201710080dal,dal,WittJa00,rush_long,0,,,,,
player,201710080dal,dal,WittJa00,targets,10,,,,,
player,201710080dal,dal,WittJa00,rec,8,,,,,
player,201710080dal,dal,WittJa00,rec_yds,61,,,,,
player,201710080dal,dal,WittJa00,rec_td,0,,,,,
player,201710080dal,dal,WittJa00,rec_long,14,,,,,
player,201710080dal,dal,WittJa00,fumbles,1,,,,,
player,201710080dal,dal,WittJa00,fumbles_lost,1,,,,,
player,201710080dal,dal,ButlBr00,pass_cmp,0,,,,,
player,201710080dal,dal,ButlBr00,pass_att,0,,,,,
player,201710080dal,dal,ButlBr00,pass_yds,0,,,,,
player,201710080dal,dal,ButlBr00,pass_td,0,,,,,
player,201710080dal,dal,ButlBr00,pass_int,0,,,,,
player,201710080dal,dal,ButlBr00,pass_sacked,0,,,,,
player,201710080dal,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201710080dal,dal,ButlBr00,pass_long,0,,,,,
player,201710080dal,dal,ButlBr00,pass_rating,,,,,,
player,201710080dal,dal,ButlBr00,rush_att,0,,,,,
player,201710080dal,dal,ButlBr00,rush_yds,0,,,,,
player,201710080dal,dal,ButlBr00,rush_td,0,,,,,
player,201710080dal,dal,ButlBr00,rush_long,0,,,,,
player,201710080dal,dal,ButlBr00,targets,2,,,,,
player,201710080dal,dal,ButlBr00,rec,2,,,,,
player,201710080dal,dal,ButlBr00,rec_yds,57,,,,,
player,201710080dal,dal,ButlBr00,rec_td,0,,,,,
player,201710080dal,dal,ButlBr00,rec_long,49,,,,,
player,201710080dal,dal,ButlBr00,fumbles,0,,,,,
player,201710080dal,dal,ButlBr00,fumbles_lost,0,,,,,
player,201710080dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201710080dal,dal,BryaDe01,pass_att,0,,,,,
player,201710080dal,dal,BryaDe01,pass_yds,0,,,,,
player,201710080dal,dal,BryaDe01,pass_td,0,,,,,
player,201710080dal,dal,BryaDe01,pass_int,0,,,,,
player,201710080dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201710080dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201710080dal,dal,BryaDe01,pass_long,0,,,,,
player,201710080dal,dal,BryaDe01,pass_rating,,,,,,
player,201710080dal,dal,BryaDe01,rush_att,0,,,,,
player,201710080dal,dal,BryaDe01,rush_yds,0,,,,,
player,201710080dal,dal,BryaDe01,rush_td,0,,,,,
player,201710080dal,dal,BryaDe01,rush_long,0,,,,,
player,201710080dal,dal,BryaDe01,targets,8,,,,,
player,201710080dal,dal,BryaDe01,rec,5,,,,,
player,201710080dal,dal,BryaDe01,rec_yds,52,,,,,
player,201710080dal,dal,BryaDe01,rec_td,1,,,,,
player,201710080dal,dal,BryaDe01,rec_long,15,,,,,
player,201710080dal,dal,BryaDe01,fumbles,0,,,,,
player,201710080dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201710080dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201710080dal,dal,BeasCo00,pass_att,0,,,,,
player,201710080dal,dal,BeasCo00,pass_yds,0,,,,,
player,201710080dal,dal,BeasCo00,pass_td,0,,,,,
player,201710080dal,dal,BeasCo00,pass_int,0,,,,,
player,201710080dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201710080dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201710080dal,dal,BeasCo00,pass_long,0,,,,,
player,201710080dal,dal,BeasCo00,pass_rating,,,,,,
player,201710080dal,dal,BeasCo00,rush_att,0,,,,,
player,201710080dal,dal,BeasCo00,rush_yds,0,,,,,
player,201710080dal,dal,BeasCo00,rush_td,0,,,,,
player,201710080dal,dal,BeasCo00,rush_long,0,,,,,
player,201710080dal,dal,BeasCo00,targets,6,,,,,
player,201710080dal,dal,BeasCo00,rec,4,,,,,
player,201710080dal,dal,BeasCo00,rec_yds,23,,,,,
player,201710080dal,dal,BeasCo00,rec_td,2,,,,,
player,201710080dal,dal,BeasCo00,rec_long,12,,,,,
player,201710080dal,dal,BeasCo00,fumbles,0,,,,,
player,201710080dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201710080dal,dal,SmitRo06,pass_cmp,0,,,,,
player,201710080dal,dal,SmitRo06,pass_att,0,,,,,
player,201710080dal,dal,SmitRo06,pass_yds,0,,,,,
player,201710080dal,dal,SmitRo06,pass_td,0,,,,,
player,201710080dal,dal,SmitRo06,pass_int,0,,,,,
player,201710080dal,dal,SmitRo06,pass_sacked,0,,,,,
player,201710080dal,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201710080dal,dal,SmitRo06,pass_long,0,,,,,
player,201710080dal,dal,SmitRo06,pass_rating,,,,,,
player,201710080dal,dal,SmitRo06,rush_att,0,,,,,
player,201710080dal,dal,SmitRo06,rush_yds,0,,,,,
player,201710080dal,dal,SmitRo06,rush_td,0,,,,,
player,201710080dal,dal,SmitRo06,rush_long,0,,,,,
player,201710080dal,dal,SmitRo06,targets,1,,,,,
player,201710080dal,dal,SmitRo06,rec,1,,,,,
player,201710080dal,dal,SmitRo06,rec_yds,18,,,,,
player,201710080dal,dal,SmitRo06,rec_td,0,,,,,
player,201710080dal,dal,SmitRo06,rec_long,18,,,,,
player,201710080dal,dal,SmitRo06,fumbles,0,,,,,
player,201710080dal,dal,SmitRo06,fumbles_lost,0,,,,,
player,201710080dal,dal,WillTe01,pass_cmp,0,,,,,
player,201710080dal,dal,WillTe01,pass_att,0,,,,,
player,201710080dal,dal,WillTe01,pass_yds,0,,,,,
player,201710080dal,dal,WillTe01,pass_td,0,,,,,
player,201710080dal,dal,WillTe01,pass_int,0,,,,,
player,201710080dal,dal,WillTe01,pass_sacked,0,,,,,
player,201710080dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201710080dal,dal,WillTe01,pass_long,0,,,,,
player,201710080dal,dal,WillTe01,pass_rating,,,,,,
player,201710080dal,dal,WillTe01,rush_att,0,,,,,
player,201710080dal,dal,WillTe01,rush_yds,0,,,,,
player,201710080dal,dal,WillTe01,rush_td,0,,,,,
player,201710080dal,dal,WillTe01,rush_long,0,,,,,
player,201710080dal,dal,WillTe01,targets,3,,,,,
player,201710080dal,dal,WillTe01,rec,2,,,,,
player,201710080dal,dal,WillTe01,rec_yds,14,,,,,
player,201710080dal,dal,WillTe01,rec_td,0,,,,,
player,201710080dal,dal,WillTe01,rec_long,10,,,,,
player,201710080dal,dal,WillTe01,fumbles,0,,,,,
player,201710080dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201710080dal,dal,SmitKe03,pass_cmp,0,,,,,
player,201710080dal,dal,SmitKe03,pass_att,0,,,,,
player,201710080dal,dal,SmitKe03,pass_yds,0,,,,,
player,201710080dal,dal,SmitKe03,pass_td,0,,,,,
player,201710080dal,dal,SmitKe03,pass_int,0,,,,,
player,201710080dal,dal,SmitKe03,pass_sacked,0,,,,,
player,201710080dal,dal,SmitKe03,pass_sacked_yds,0,,,,,
player,201710080dal,dal,SmitKe03,pass_long,0,,,,,
player,201710080dal,dal,SmitKe03,pass_rating,,,,,,
player,201710080dal,dal,SmitKe03,rush_att,0,,,,,
player,201710080dal,dal,SmitKe03,rush_yds,0,,,,,
player,201710080dal,dal,SmitKe03,rush_td,0,,,,,
player,201710080dal,dal,SmitKe03,rush_long,0,,,,,
player,201710080dal,dal,SmitKe03,targets,2,,,,,
player,201710080dal,dal,SmitKe03,rec,2,,,,,
player,201710080dal,dal,SmitKe03,rec_yds,10,,,,,
player,201710080dal,dal,SmitKe03,rec_td,0,,,,,
player,201710080dal,dal,SmitKe03,rec_long,6,,,,,
player,201710080dal,dal,SmitKe03,fumbles,0,,,,,
player,201710080dal,dal,SmitKe03,fumbles_lost,0,,,,,
player,201710080dal,dal,HannJa00,pass_cmp,0,,,,,
player,201710080dal,dal,HannJa00,pass_att,0,,,,,
player,201710080dal,dal,HannJa00,pass_yds,0,,,,,
player,201710080dal,dal,HannJa00,pass_td,0,,,,,
player,201710080dal,dal,HannJa00,pass_int,0,,,,,
player,201710080dal,dal,HannJa00,pass_sacked,0,,,,,
player,201710080dal,dal,HannJa00,pass_sacked_yds,0,,,,,
