game,2017,13,20171203,201712030gnb,tam,"Tampa Bay Buccaneers",20,gnb,"Green Bay Packers",26
player,201712030gnb,gnb,ClinHa00,tackles_solo,7,,,,,
player,201712030gnb,gnb,ClinHa00,tackles_assists,2,,,,,
player,201712030gnb,gnb,ClinHa00,tackles_loss,0,,,,,
player,201712030gnb,gnb,ClinHa00,qb_hits,0,,,,,
player,201712030gnb,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,BurnMo99,def_int,0,,,,,
player,201712030gnb,gnb,BurnMo99,def_int_yds,0,,,,,
player,201712030gnb,gnb,BurnMo99,def_int_td,0,,,,,
player,201712030gnb,gnb,BurnMo99,def_int_long,0,,,,,
player,201712030gnb,gnb,BurnMo99,pass_defended,1,,,,,
player,201712030gnb,gnb,BurnMo99,sacks,0.0,,,,,
player,201712030gnb,gnb,BurnMo99,tackles_combined,6,,,,,
player,201712030gnb,gnb,BurnMo99,tackles_solo,3,,,,,
player,201712030gnb,gnb,BurnMo99,tackles_assists,3,,,,,
player,201712030gnb,gnb,BurnMo99,tackles_loss,0,,,,,
player,201712030gnb,gnb,BurnMo99,qb_hits,0,,,,,
player,201712030gnb,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201712030gnb,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201712030gnb,gnb,PerrNi00,def_int,0,,,,,
player,201712030gnb,gnb,PerrNi00,def_int_yds,0,,,,,
player,201712030gnb,gnb,PerrNi00,def_int_td,0,,,,,
player,201712030gnb,gnb,PerrNi00,def_int_long,0,,,,,
player,201712030gnb,gnb,PerrNi00,pass_defended,0,,,,,
player,201712030gnb,gnb,PerrNi00,sacks,0.0,,,,,
player,201712030gnb,gnb,PerrNi00,tackles_combined,6,,,,,
player,201712030gnb,gnb,PerrNi00,tackles_solo,3,,,,,
player,201712030gnb,gnb,PerrNi00,tackles_assists,3,,,,,
player,201712030gnb,gnb,PerrNi00,tackles_loss,0,,,,,
player,201712030gnb,gnb,PerrNi00,qb_hits,1,,,,,
player,201712030gnb,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,HawkJo00,def_int,0,,,,,
player,201712030gnb,gnb,HawkJo00,def_int_yds,0,,,,,
player,201712030gnb,gnb,HawkJo00,def_int_td,0,,,,,
player,201712030gnb,gnb,HawkJo00,def_int_long,0,,,,,
player,201712030gnb,gnb,HawkJo00,pass_defended,2,,,,,
player,201712030gnb,gnb,HawkJo00,sacks,0.0,,,,,
player,201712030gnb,gnb,HawkJo00,tackles_combined,3,,,,,
player,201712030gnb,gnb,HawkJo00,tackles_solo,3,,,,,
player,201712030gnb,gnb,HawkJo00,tackles_assists,0,,,,,
player,201712030gnb,gnb,HawkJo00,tackles_loss,0,,,,,
player,201712030gnb,gnb,HawkJo00,qb_hits,0,,,,,
player,201712030gnb,gnb,HawkJo00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,HawkJo00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,HawkJo00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,HawkJo00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,HousDa00,def_int,0,,,,,
player,201712030gnb,gnb,HousDa00,def_int_yds,0,,,,,
player,201712030gnb,gnb,HousDa00,def_int_td,0,,,,,
player,201712030gnb,gnb,HousDa00,def_int_long,0,,,,,
player,201712030gnb,gnb,HousDa00,pass_defended,2,,,,,
player,201712030gnb,gnb,HousDa00,sacks,0.0,,,,,
player,201712030gnb,gnb,HousDa00,tackles_combined,3,,,,,
player,201712030gnb,gnb,HousDa00,tackles_solo,3,,,,,
player,201712030gnb,gnb,HousDa00,tackles_assists,0,,,,,
player,201712030gnb,gnb,HousDa00,tackles_loss,0,,,,,
player,201712030gnb,gnb,HousDa00,qb_hits,0,,,,,
player,201712030gnb,gnb,HousDa00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,HousDa00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,JoneJo06,def_int,0,,,,,
player,201712030gnb,gnb,JoneJo06,def_int_yds,0,,,,,
player,201712030gnb,gnb,JoneJo06,def_int_td,0,,,,,
player,201712030gnb,gnb,JoneJo06,def_int_long,0,,,,,
player,201712030gnb,gnb,JoneJo06,pass_defended,0,,,,,
player,201712030gnb,gnb,JoneJo06,sacks,0.0,,,,,
player,201712030gnb,gnb,JoneJo06,tackles_combined,3,,,,,
player,201712030gnb,gnb,JoneJo06,tackles_solo,3,,,,,
player,201712030gnb,gnb,JoneJo06,tackles_assists,0,,,,,
player,201712030gnb,gnb,JoneJo06,tackles_loss,0,,,,,
player,201712030gnb,gnb,JoneJo06,qb_hits,0,,,,,
player,201712030gnb,gnb,JoneJo06,fumbles_rec,0,,,,,
player,201712030gnb,gnb,JoneJo06,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,JoneJo06,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,JoneJo06,fumbles_forced,0,,,,,
player,201712030gnb,gnb,DialQu00,def_int,0,,,,,
player,201712030gnb,gnb,DialQu00,def_int_yds,0,,,,,
player,201712030gnb,gnb,DialQu00,def_int_td,0,,,,,
player,201712030gnb,gnb,DialQu00,def_int_long,0,,,,,
player,201712030gnb,gnb,DialQu00,pass_defended,0,,,,,
player,201712030gnb,gnb,DialQu00,sacks,0.0,,,,,
player,201712030gnb,gnb,DialQu00,tackles_combined,2,,,,,
player,201712030gnb,gnb,DialQu00,tackles_solo,2,,,,,
player,201712030gnb,gnb,DialQu00,tackles_assists,0,,,,,
player,201712030gnb,gnb,DialQu00,tackles_loss,0,,,,,
player,201712030gnb,gnb,DialQu00,qb_hits,0,,,,,
player,201712030gnb,gnb,DialQu00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,DialQu00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,DialQu00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,DialQu00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,FackKy00,def_int,0,,,,,
player,201712030gnb,gnb,FackKy00,def_int_yds,0,,,,,
player,201712030gnb,gnb,FackKy00,def_int_td,0,,,,,
player,201712030gnb,gnb,FackKy00,def_int_long,0,,,,,
player,201712030gnb,gnb,FackKy00,pass_defended,0,,,,,
player,201712030gnb,gnb,FackKy00,sacks,0.0,,,,,
player,201712030gnb,gnb,FackKy00,tackles_combined,2,,,,,
player,201712030gnb,gnb,FackKy00,tackles_solo,2,,,,,
player,201712030gnb,gnb,FackKy00,tackles_assists,0,,,,,
player,201712030gnb,gnb,FackKy00,tackles_loss,0,,,,,
player,201712030gnb,gnb,FackKy00,qb_hits,1,,,,,
player,201712030gnb,gnb,FackKy00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,FackKy00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,RandDa00,def_int,0,,,,,
player,201712030gnb,gnb,RandDa00,def_int_yds,0,,,,,
player,201712030gnb,gnb,RandDa00,def_int_td,0,,,,,
player,201712030gnb,gnb,RandDa00,def_int_long,0,,,,,
player,201712030gnb,gnb,RandDa00,pass_defended,1,,,,,
player,201712030gnb,gnb,RandDa00,sacks,0.0,,,,,
player,201712030gnb,gnb,RandDa00,tackles_combined,2,,,,,
player,201712030gnb,gnb,RandDa00,tackles_solo,2,,,,,
player,201712030gnb,gnb,RandDa00,tackles_assists,0,,,,,
player,201712030gnb,gnb,RandDa00,tackles_loss,0,,,,,
player,201712030gnb,gnb,RandDa00,qb_hits,0,,,,,
player,201712030gnb,gnb,RandDa00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,RandDa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,RandDa00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,RandDa00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,WhitJe02,def_int,0,,,,,
player,201712030gnb,gnb,WhitJe02,def_int_yds,0,,,,,
player,201712030gnb,gnb,WhitJe02,def_int_td,0,,,,,
player,201712030gnb,gnb,WhitJe02,def_int_long,0,,,,,
player,201712030gnb,gnb,WhitJe02,pass_defended,0,,,,,
player,201712030gnb,gnb,WhitJe02,sacks,0.0,,,,,
player,201712030gnb,gnb,WhitJe02,tackles_combined,2,,,,,
player,201712030gnb,gnb,WhitJe02,tackles_solo,2,,,,,
player,201712030gnb,gnb,WhitJe02,tackles_assists,0,,,,,
player,201712030gnb,gnb,WhitJe02,tackles_loss,0,,,,,
player,201712030gnb,gnb,WhitJe02,qb_hits,0,,,,,
player,201712030gnb,gnb,WhitJe02,fumbles_rec,0,,,,,
player,201712030gnb,gnb,WhitJe02,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,WhitJe02,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,WhitJe02,fumbles_forced,0,,,,,
player,201712030gnb,gnb,JaniJe00,def_int,0,,,,,
player,201712030gnb,gnb,JaniJe00,def_int_yds,0,,,,,
player,201712030gnb,gnb,JaniJe00,def_int_td,0,,,,,
player,201712030gnb,gnb,JaniJe00,def_int_long,0,,,,,
player,201712030gnb,gnb,JaniJe00,pass_defended,0,,,,,
player,201712030gnb,gnb,JaniJe00,sacks,0.0,,,,,
player,201712030gnb,gnb,JaniJe00,tackles_combined,1,,,,,
player,201712030gnb,gnb,JaniJe00,tackles_solo,1,,,,,
player,201712030gnb,gnb,JaniJe00,tackles_assists,0,,,,,
player,201712030gnb,gnb,JaniJe00,tackles_loss,0,,,,,
player,201712030gnb,gnb,JaniJe00,qb_hits,0,,,,,
player,201712030gnb,gnb,JaniJe00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,JaniJe00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,JaniJe00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,JaniJe00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,ThomJo04,def_int,0,,,,,
player,201712030gnb,gnb,ThomJo04,def_int_yds,0,,,,,
player,201712030gnb,gnb,ThomJo04,def_int_td,0,,,,,
player,201712030gnb,gnb,ThomJo04,def_int_long,0,,,,,
player,201712030gnb,gnb,ThomJo04,pass_defended,0,,,,,
player,201712030gnb,gnb,ThomJo04,sacks,0.0,,,,,
player,201712030gnb,gnb,ThomJo04,tackles_combined,1,,,,,
player,201712030gnb,gnb,ThomJo04,tackles_solo,1,,,,,
player,201712030gnb,gnb,ThomJo04,tackles_assists,0,,,,,
player,201712030gnb,gnb,ThomJo04,tackles_loss,1,,,,,
player,201712030gnb,gnb,ThomJo04,qb_hits,0,,,,,
player,201712030gnb,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201712030gnb,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201712030gnb,gnb,BrooAh21,def_int,0,,,,,
player,201712030gnb,gnb,BrooAh21,def_int_yds,0,,,,,
player,201712030gnb,gnb,BrooAh21,def_int_td,0,,,,,
player,201712030gnb,gnb,BrooAh21,def_int_long,0,,,,,
player,201712030gnb,gnb,BrooAh21,pass_defended,0,,,,,
player,201712030gnb,gnb,BrooAh21,sacks,0.0,,,,,
player,201712030gnb,gnb,BrooAh21,tackles_combined,0,,,,,
player,201712030gnb,gnb,BrooAh21,tackles_solo,0,,,,,
player,201712030gnb,gnb,BrooAh21,tackles_assists,0,,,,,
player,201712030gnb,gnb,BrooAh21,tackles_loss,0,,,,,
player,201712030gnb,gnb,BrooAh21,qb_hits,1,,,,,
player,201712030gnb,gnb,BrooAh21,fumbles_rec,0,,,,,
player,201712030gnb,gnb,BrooAh21,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,BrooAh21,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,BrooAh21,fumbles_forced,0,,,,,
player,201712030gnb,tam,HumpAd00,kick_ret,0,,,,,
player,201712030gnb,tam,HumpAd00,kick_ret_yds,0,,,,,
player,201712030gnb,tam,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201712030gnb,tam,HumpAd00,kick_ret_td,0,,,,,
player,201712030gnb,tam,HumpAd00,kick_ret_long,0,,,,,
player,201712030gnb,tam,HumpAd00,punt_ret,3,,,,,
player,201712030gnb,tam,HumpAd00,punt_ret_yds,12,,,,,
player,201712030gnb,tam,HumpAd00,punt_ret_yds_per_ret,4.0,,,,,
player,201712030gnb,tam,HumpAd00,punt_ret_td,0,,,,,
player,201712030gnb,tam,HumpAd00,punt_ret_long,10,,,,,
player,201712030gnb,tam,RodgJa00,kick_ret,1,,,,,
player,201712030gnb,tam,RodgJa00,kick_ret_yds,20,,,,,
player,201712030gnb,tam,RodgJa00,kick_ret_yds_per_ret,20.0,,,,,
player,201712030gnb,tam,RodgJa00,kick_ret_td,0,,,,,
player,201712030gnb,tam,RodgJa00,kick_ret_long,20,,,,,
player,201712030gnb,tam,RodgJa00,punt_ret,0,,,,,
player,201712030gnb,tam,RodgJa00,punt_ret_yds,0,,,,,
player,201712030gnb,tam,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201712030gnb,tam,RodgJa00,punt_ret_td,0,,,,,
player,201712030gnb,tam,RodgJa00,punt_ret_long,0,,,,,
player,201712030gnb,gnb,DaviTr03,kick_ret,4,,,,,
player,201712030gnb,gnb,DaviTr03,kick_ret_yds,121,,,,,
player,201712030gnb,gnb,DaviTr03,kick_ret_yds_per_ret,30.3,,,,,
player,201712030gnb,gnb,DaviTr03,kick_ret_td,0,,,,,
player,201712030gnb,gnb,DaviTr03,kick_ret_long,33,,,,,
player,201712030gnb,gnb,DaviTr03,punt_ret,1,,,,,
player,201712030gnb,gnb,DaviTr03,punt_ret_yds,2,,,,,
player,201712030gnb,gnb,DaviTr03,punt_ret_yds_per_ret,2.0,,,,,
player,201712030gnb,gnb,DaviTr03,punt_ret_td,0,,,,,
player,201712030gnb,gnb,DaviTr03,punt_ret_long,2,,,,,
player,201712030gnb,gnb,WhitJe02,kick_ret,0,,,,,
player,201712030gnb,gnb,WhitJe02,kick_ret_yds,0,,,,,
player,201712030gnb,gnb,WhitJe02,kick_ret_yds_per_ret,,,,,,
player,201712030gnb,gnb,WhitJe02,kick_ret_td,0,,,,,
player,201712030gnb,gnb,WhitJe02,kick_ret_long,0,,,,,
player,201712030gnb,gnb,WhitJe02,punt_ret,1,,,,,
player,201712030gnb,gnb,WhitJe02,punt_ret_yds,0,,,,,
player,201712030gnb,gnb,WhitJe02,punt_ret_yds_per_ret,0.0,,,,,
player,201712030gnb,gnb,WhitJe02,punt_ret_td,0,,,,,
player,201712030gnb,gnb,WhitJe02,punt_ret_long,0,,,,,
player,201712030gnb,tam,MurrPa01,xpm,2,,,,,
player,201712030gnb,tam,MurrPa01,xpa,2,,,,,
player,201712030gnb,tam,MurrPa01,fgm,2,,,,,
player,201712030gnb,tam,MurrPa01,fga,2,,,,,
player,201712030gnb,tam,MurrPa01,punt,0,,,,,
player,201712030gnb,tam,MurrPa01,punt_yds,0,,,,,
player,201712030gnb,tam,MurrPa01,punt_yds_per_punt,,,,,,
player,201712030gnb,tam,MurrPa01,punt_long,0,,,,,
player,201712030gnb,tam,AngeBr00,xpm,,,,,,
player,201712030gnb,tam,AngeBr00,xpa,,,,,,
player,201712030gnb,tam,AngeBr00,fgm,,,,,,
player,201712030gnb,tam,AngeBr00,fga,,,,,,
player,201712030gnb,tam,AngeBr00,punt,5,,,,,
player,201712030gnb,tam,AngeBr00,punt_yds,176,,,,,
player,201712030gnb,tam,AngeBr00,punt_yds_per_punt,35.2,,,,,
player,201712030gnb,tam,AngeBr00,punt_long,52,,,,,
player,201712030gnb,gnb,CrosMa20,xpm,2,,,,,
player,201712030gnb,gnb,CrosMa20,xpa,2,,,,,
player,201712030gnb,gnb,CrosMa20,fgm,2,,,,,
player,201712030gnb,gnb,CrosMa20,fga,2,,,,,
player,201712030gnb,gnb,CrosMa20,punt,0,,,,,
player,201712030gnb,gnb,CrosMa20,punt_yds,0,,,,,
player,201712030gnb,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201712030gnb,gnb,CrosMa20,punt_long,0,,,,,
player,201712030gnb,gnb,VogeJu00,xpm,,,,,,
player,201712030gnb,gnb,VogeJu00,xpa,,,,,,
player,201712030gnb,gnb,VogeJu00,fgm,,,,,,
player,201712030gnb,gnb,VogeJu00,fga,,,,,,
player,201712030gnb,gnb,VogeJu00,punt,4,,,,,
player,201712030gnb,gnb,VogeJu00,punt_yds,181,,,,,
player,201712030gnb,gnb,VogeJu00,punt_yds_per_punt,45.3,,,,,
player,201712030gnb,gnb,VogeJu00,punt_long,57,,,,,
player,201712030gnb,gnb,BakhDa00,pos,T,,,,,
player,201712030gnb,gnb,BakhDa00,offense,55,,,,,
player,201712030gnb,gnb,BakhDa00,off_pct,100%,,,,,
player,201712030gnb,gnb,BakhDa00,defense,0,,,,,
player,201712030gnb,gnb,BakhDa00,def_pct,0%,,,,,
player,201712030gnb,gnb,BakhDa00,special_teams,4,,,,,
player,201712030gnb,gnb,BakhDa00,st_pct,14%,,,,,
player,201712030gnb,gnb,TaylLa01,pos,G,,,,,
player,201712030gnb,gnb,TaylLa01,offense,55,,,,,
player,201712030gnb,gnb,TaylLa01,off_pct,100%,,,,,
player,201712030gnb,gnb,TaylLa01,defense,0,,,,,
player,201712030gnb,gnb,TaylLa01,def_pct,0%,,,,,
player,201712030gnb,gnb,TaylLa01,special_teams,4,,,,,
player,201712030gnb,gnb,TaylLa01,st_pct,14%,,,,,
player,201712030gnb,gnb,EvanJa21,pos,G,,,,,
player,201712030gnb,gnb,EvanJa21,offense,55,,,,,
player,201712030gnb,gnb,EvanJa21,off_pct,100%,,,,,
player,201712030gnb,gnb,EvanJa21,defense,0,,,,,
player,201712030gnb,gnb,EvanJa21,def_pct,0%,,,,,
player,201712030gnb,gnb,EvanJa21,special_teams,4,,,,,
player,201712030gnb,gnb,EvanJa21,st_pct,14%,,,,,
player,201712030gnb,gnb,SpriJa00,pos,T,,,,,
player,201712030gnb,gnb,SpriJa00,offense,55,,,,,
player,201712030gnb,gnb,SpriJa00,off_pct,100%,,,,,
player,201712030gnb,gnb,SpriJa00,defense,0,,,,,
player,201712030gnb,gnb,SpriJa00,def_pct,0%,,,,,
player,201712030gnb,gnb,SpriJa00,special_teams,4,,,,,
player,201712030gnb,gnb,SpriJa00,st_pct,14%,,,,,
player,201712030gnb,gnb,HundBr00,pos,QB,,,,,
player,201712030gnb,gnb,HundBr00,offense,55,,,,,
player,201712030gnb,gnb,HundBr00,off_pct,100%,,,,,
player,201712030gnb,gnb,HundBr00,defense,0,,,,,
player,201712030gnb,gnb,HundBr00,def_pct,0%,,,,,
player,201712030gnb,gnb,HundBr00,special_teams,0,,,,,
player,201712030gnb,gnb,HundBr00,st_pct,0%,,,,,
player,201712030gnb,gnb,LinsCo00,pos,C,,,,,
player,201712030gnb,gnb,LinsCo00,offense,55,,,,,
player,201712030gnb,gnb,LinsCo00,off_pct,100%,,,,,
player,201712030gnb,gnb,LinsCo00,defense,0,,,,,
player,201712030gnb,gnb,LinsCo00,def_pct,0%,,,,,
player,201712030gnb,gnb,LinsCo00,special_teams,0,,,,,
player,201712030gnb,gnb,LinsCo00,st_pct,0%,,,,,
player,201712030gnb,gnb,NelsJo00,pos,WR,,,,,
player,201712030gnb,gnb,NelsJo00,offense,50,,,,,
player,201712030gnb,gnb,NelsJo00,off_pct,91%,,,,,
player,201712030gnb,gnb,NelsJo00,defense,0,,,,,
player,201712030gnb,gnb,NelsJo00,def_pct,0%,,,,,
player,201712030gnb,gnb,NelsJo00,special_teams,0,,,,,
player,201712030gnb,gnb,NelsJo00,st_pct,0%,,,,,
player,201712030gnb,gnb,AdamDa01,pos,WR,,,,,
player,201712030gnb,gnb,AdamDa01,offense,49,,,,,
player,201712030gnb,gnb,AdamDa01,off_pct,89%,,,,,
player,201712030gnb,gnb,AdamDa01,defense,0,,,,,
player,201712030gnb,gnb,AdamDa01,def_pct,0%,,,,,
player,201712030gnb,gnb,AdamDa01,special_teams,0,,,,,
player,201712030gnb,gnb,AdamDa01,st_pct,0%,,,,,
player,201712030gnb,gnb,WillJa06,pos,RB,,,,,
player,201712030gnb,gnb,WillJa06,offense,48,,,,,
player,201712030gnb,gnb,WillJa06,off_pct,87%,,,,,
player,201712030gnb,gnb,WillJa06,defense,0,,,,,
player,201712030gnb,gnb,WillJa06,def_pct,0%,,,,,
player,201712030gnb,gnb,WillJa06,special_teams,0,,,,,
player,201712030gnb,gnb,WillJa06,st_pct,0%,,,,,
player,201712030gnb,gnb,CobbRa00,pos,WR,,,,,
player,201712030gnb,gnb,CobbRa00,offense,41,,,,,
player,201712030gnb,gnb,CobbRa00,off_pct,75%,,,,,
player,201712030gnb,gnb,CobbRa00,defense,0,,,,,
player,201712030gnb,gnb,CobbRa00,def_pct,0%,,,,,
player,201712030gnb,gnb,CobbRa00,special_teams,0,,,,,
player,201712030gnb,gnb,CobbRa00,st_pct,0%,,,,,
player,201712030gnb,gnb,KendLa00,pos,TE,,,,,
player,201712030gnb,gnb,KendLa00,offense,30,,,,,
player,201712030gnb,gnb,KendLa00,off_pct,55%,,,,,
player,201712030gnb,gnb,KendLa00,defense,0,,,,,
player,201712030gnb,gnb,KendLa00,def_pct,0%,,,,,
player,201712030gnb,gnb,KendLa00,special_teams,0,,,,,
player,201712030gnb,gnb,KendLa00,st_pct,0%,,,,,
player,201712030gnb,gnb,RodgRi00,pos,TE,,,,,
player,201712030gnb,gnb,RodgRi00,offense,29,,,,,
player,201712030gnb,gnb,RodgRi00,off_pct,53%,,,,,
player,201712030gnb,gnb,RodgRi00,defense,0,,,,,
player,201712030gnb,gnb,RodgRi00,def_pct,0%,,,,,
player,201712030gnb,gnb,RodgRi00,special_teams,10,,,,,
player,201712030gnb,gnb,RodgRi00,st_pct,36%,,,,,
player,201712030gnb,gnb,RipkAa00,pos,FB,,,,,
player,201712030gnb,gnb,RipkAa00,offense,12,,,,,
player,201712030gnb,gnb,RipkAa00,off_pct,22%,,,,,
player,201712030gnb,gnb,RipkAa00,defense,0,,,,,
player,201712030gnb,gnb,RipkAa00,def_pct,0%,,,,,
player,201712030gnb,gnb,RipkAa00,special_teams,12,,,,,
player,201712030gnb,gnb,RipkAa00,st_pct,43%,,,,,
player,201712030gnb,gnb,AlliGe01,pos,WR,,,,,
player,201712030gnb,gnb,AlliGe01,offense,9,,,,,
player,201712030gnb,gnb,AlliGe01,off_pct,16%,,,,,
player,201712030gnb,gnb,AlliGe01,defense,0,,,,,
player,201712030gnb,gnb,AlliGe01,def_pct,0%,,,,,
player,201712030gnb,gnb,AlliGe01,special_teams,16,,,,,
player,201712030gnb,gnb,AlliGe01,st_pct,57%,,,,,
player,201712030gnb,gnb,JohnUl00,pos,T,,,,,
player,201712030gnb,gnb,JohnUl00,offense,2,,,,,
player,201712030gnb,gnb,JohnUl00,off_pct,4%,,,,,
player,201712030gnb,gnb,JohnUl00,defense,0,,,,,
player,201712030gnb,gnb,JohnUl00,def_pct,0%,,,,,
player,201712030gnb,gnb,JohnUl00,special_teams,4,,,,,
player,201712030gnb,gnb,JohnUl00,st_pct,14%,,,,,
player,201712030gnb,gnb,JoneAa00,pos,RB,,,,,
player,201712030gnb,gnb,JoneAa00,offense,2,,,,,
player,201712030gnb,gnb,JoneAa00,off_pct,4%,,,,,
player,201712030gnb,gnb,JoneAa00,defense,0,,,,,
player,201712030gnb,gnb,JoneAa00,def_pct,0%,,,,,
player,201712030gnb,gnb,JoneAa00,special_teams,0,,,,,
player,201712030gnb,gnb,JoneAa00,st_pct,0%,,,,,
player,201712030gnb,gnb,DaviTr03,pos,WR,,,,,
player,201712030gnb,gnb,DaviTr03,offense,1,,,,,
player,201712030gnb,gnb,DaviTr03,off_pct,2%,,,,,
player,201712030gnb,gnb,DaviTr03,defense,0,,,,,
player,201712030gnb,gnb,DaviTr03,def_pct,0%,,,,,
player,201712030gnb,gnb,DaviTr03,special_teams,15,,,,,
player,201712030gnb,gnb,DaviTr03,st_pct,54%,,,,,
player,201712030gnb,gnb,JaniJe00,pos,WR,,,,,
player,201712030gnb,gnb,JaniJe00,offense,1,,,,,
player,201712030gnb,gnb,JaniJe00,off_pct,2%,,,,,
player,201712030gnb,gnb,JaniJe00,defense,0,,,,,
player,201712030gnb,gnb,JaniJe00,def_pct,0%,,,,,
player,201712030gnb,gnb,JaniJe00,special_teams,14,,,,,
player,201712030gnb,gnb,JaniJe00,st_pct,50%,,,,,
player,201712030gnb,gnb,MartBl01,pos,LB,,,,,
player,201712030gnb,gnb,MartBl01,offense,0,,,,,
player,201712030gnb,gnb,MartBl01,off_pct,0%,,,,,
player,201712030gnb,gnb,MartBl01,defense,76,,,,,
player,201712030gnb,gnb,MartBl01,def_pct,100%,,,,,
player,201712030gnb,gnb,MartBl01,special_teams,7,,,,,
player,201712030gnb,gnb,MartBl01,st_pct,25%,,,,,
player,201712030gnb,gnb,ClinHa00,pos,FS,,,,,
player,201712030gnb,gnb,ClinHa00,offense,0,,,,,
player,201712030gnb,gnb,ClinHa00,off_pct,0%,,,,,
player,201712030gnb,gnb,ClinHa00,defense,76,,,,,
player,201712030gnb,gnb,ClinHa00,def_pct,100%,,,,,
player,201712030gnb,gnb,ClinHa00,special_teams,4,,,,,
player,201712030gnb,gnb,ClinHa00,st_pct,14%,,,,,
player,201712030gnb,gnb,BurnMo99,pos,SS,,,,,
player,201712030gnb,gnb,BurnMo99,offense,0,,,,,
player,201712030gnb,gnb,BurnMo99,off_pct,0%,,,,,
player,201712030gnb,gnb,BurnMo99,defense,76,,,,,
player,201712030gnb,gnb,BurnMo99,def_pct,100%,,,,,
player,201712030gnb,gnb,BurnMo99,special_teams,0,,,,,
player,201712030gnb,gnb,BurnMo99,st_pct,0%,,,,,
player,201712030gnb,gnb,HousDa00,pos,CB,,,,,
player,201712030gnb,gnb,HousDa00,offense,0,,,,,
player,201712030gnb,gnb,HousDa00,off_pct,0%,,,,,
player,201712030gnb,gnb,HousDa00,defense,74,,,,,
player,201712030gnb,gnb,HousDa00,def_pct,97%,,,,,
player,201712030gnb,gnb,HousDa00,special_teams,6,,,,,
player,201712030gnb,gnb,HousDa00,st_pct,21%,,,,,
player,201712030gnb,gnb,JoneJo06,pos,SS,,,,,
player,201712030gnb,gnb,JoneJo06,offense,0,,,,,
player,201712030gnb,gnb,JoneJo06,off_pct,0%,,,,,
player,201712030gnb,gnb,JoneJo06,defense,60,,,,,
player,201712030gnb,gnb,JoneJo06,def_pct,79%,,,,,
player,201712030gnb,gnb,JoneJo06,special_teams,5,,,,,
player,201712030gnb,gnb,JoneJo06,st_pct,18%,,,,,
player,201712030gnb,gnb,DaniMi00,pos,DT,,,,,
player,201712030gnb,gnb,DaniMi00,offense,0,,,,,
player,201712030gnb,gnb,DaniMi00,off_pct,0%,,,,,
