game,2017,3,20170924,201709240was,rai,"Oakland Raiders",10,was,"Washington Redskins",27
player,201709240was,rai,CrabMi00,special_teams,0,,,,,
player,201709240was,rai,CrabMi00,st_pct,0%,,,,,
player,201709240was,rai,PattCo00,pos,WR,,,,,
player,201709240was,rai,PattCo00,offense,26,,,,,
player,201709240was,rai,PattCo00,off_pct,51%,,,,,
player,201709240was,rai,PattCo00,defense,0,,,,,
player,201709240was,rai,PattCo00,def_pct,0%,,,,,
player,201709240was,rai,PattCo00,special_teams,13,,,,,
player,201709240was,rai,PattCo00,st_pct,45%,,,,,
player,201709240was,rai,WashDe00,pos,RB,,,,,
player,201709240was,rai,WashDe00,offense,16,,,,,
player,201709240was,rai,WashDe00,off_pct,31%,,,,,
player,201709240was,rai,WashDe00,defense,0,,,,,
player,201709240was,rai,WashDe00,def_pct,0%,,,,,
player,201709240was,rai,WashDe00,special_teams,8,,,,,
player,201709240was,rai,WashDe00,st_pct,28%,,,,,
player,201709240was,rai,LyncMa00,pos,RB,,,,,
player,201709240was,rai,LyncMa00,offense,16,,,,,
player,201709240was,rai,LyncMa00,off_pct,31%,,,,,
player,201709240was,rai,LyncMa00,defense,0,,,,,
player,201709240was,rai,LyncMa00,def_pct,0%,,,,,
player,201709240was,rai,LyncMa00,special_teams,0,,,,,
player,201709240was,rai,LyncMa00,st_pct,0%,,,,,
player,201709240was,rai,SmitLe00,pos,TE,,,,,
player,201709240was,rai,SmitLe00,offense,12,,,,,
player,201709240was,rai,SmitLe00,off_pct,24%,,,,,
player,201709240was,rai,SmitLe00,defense,0,,,,,
player,201709240was,rai,SmitLe00,def_pct,0%,,,,,
player,201709240was,rai,SmitLe00,special_teams,8,,,,,
player,201709240was,rai,SmitLe00,st_pct,28%,,,,,
player,201709240was,rai,OlawJa00,pos,FB,,,,,
player,201709240was,rai,OlawJa00,offense,7,,,,,
player,201709240was,rai,OlawJa00,off_pct,14%,,,,,
player,201709240was,rai,OlawJa00,defense,0,,,,,
player,201709240was,rai,OlawJa00,def_pct,0%,,,,,
player,201709240was,rai,OlawJa00,special_teams,19,,,,,
player,201709240was,rai,OlawJa00,st_pct,66%,,,,,
player,201709240was,rai,HoltJo00,pos,WR,,,,,
player,201709240was,rai,HoltJo00,offense,7,,,,,
player,201709240was,rai,HoltJo00,off_pct,14%,,,,,
player,201709240was,rai,HoltJo00,defense,0,,,,,
player,201709240was,rai,HoltJo00,def_pct,0%,,,,,
player,201709240was,rai,HoltJo00,special_teams,13,,,,,
player,201709240was,rai,HoltJo00,st_pct,45%,,,,,
player,201709240was,rai,RichJa01,pos,RB,,,,,
player,201709240was,rai,RichJa01,offense,6,,,,,
player,201709240was,rai,RichJa01,off_pct,12%,,,,,
player,201709240was,rai,RichJa01,defense,0,,,,,
player,201709240was,rai,RichJa01,def_pct,0%,,,,,
player,201709240was,rai,RichJa01,special_teams,8,,,,,
player,201709240was,rai,RichJa01,st_pct,28%,,,,,
player,201709240was,rai,WalfCl00,pos,TE,,,,,
player,201709240was,rai,WalfCl00,offense,4,,,,,
player,201709240was,rai,WalfCl00,off_pct,8%,,,,,
player,201709240was,rai,WalfCl00,defense,0,,,,,
player,201709240was,rai,WalfCl00,def_pct,0%,,,,,
player,201709240was,rai,WalfCl00,special_teams,2,,,,,
player,201709240was,rai,WalfCl00,st_pct,7%,,,,,
player,201709240was,rai,CarrTr00,pos,CB,,,,,
player,201709240was,rai,CarrTr00,offense,0,,,,,
player,201709240was,rai,CarrTr00,off_pct,0%,,,,,
player,201709240was,rai,CarrTr00,defense,68,,,,,
player,201709240was,rai,CarrTr00,def_pct,100%,,,,,
player,201709240was,rai,CarrTr00,special_teams,8,,,,,
player,201709240was,rai,CarrTr00,st_pct,28%,,,,,
player,201709240was,rai,JoseKa00,pos,SS,,,,,
player,201709240was,rai,JoseKa00,offense,0,,,,,
player,201709240was,rai,JoseKa00,off_pct,0%,,,,,
player,201709240was,rai,JoseKa00,defense,68,,,,,
player,201709240was,rai,JoseKa00,def_pct,100%,,,,,
player,201709240was,rai,JoseKa00,special_teams,3,,,,,
player,201709240was,rai,JoseKa00,st_pct,10%,,,,,
player,201709240was,rai,JameCo00,pos,LB,,,,,
player,201709240was,rai,JameCo00,offense,0,,,,,
player,201709240was,rai,JameCo00,off_pct,0%,,,,,
player,201709240was,rai,JameCo00,defense,68,,,,,
player,201709240was,rai,JameCo00,def_pct,100%,,,,,
player,201709240was,rai,JameCo00,special_teams,0,,,,,
player,201709240was,rai,JameCo00,st_pct,0%,,,,,
player,201709240was,rai,NelsRe99,pos,FS,,,,,
player,201709240was,rai,NelsRe99,offense,0,,,,,
player,201709240was,rai,NelsRe99,off_pct,0%,,,,,
player,201709240was,rai,NelsRe99,defense,68,,,,,
player,201709240was,rai,NelsRe99,def_pct,100%,,,,,
player,201709240was,rai,NelsRe99,special_teams,0,,,,,
player,201709240was,rai,NelsRe99,st_pct,0%,,,,,
player,201709240was,rai,AmerDa00,pos,CB,,,,,
player,201709240was,rai,AmerDa00,offense,0,,,,,
player,201709240was,rai,AmerDa00,off_pct,0%,,,,,
player,201709240was,rai,AmerDa00,defense,66,,,,,
player,201709240was,rai,AmerDa00,def_pct,97%,,,,,
player,201709240was,rai,AmerDa00,special_teams,0,,,,,
player,201709240was,rai,AmerDa00,st_pct,0%,,,,,
player,201709240was,rai,IrviBr00,pos,LB,,,,,
player,201709240was,rai,IrviBr00,offense,0,,,,,
player,201709240was,rai,IrviBr00,off_pct,0%,,,,,
player,201709240was,rai,IrviBr00,defense,54,,,,,
player,201709240was,rai,IrviBr00,def_pct,79%,,,,,
player,201709240was,rai,IrviBr00,special_teams,6,,,,,
player,201709240was,rai,IrviBr00,st_pct,21%,,,,,
player,201709240was,rai,MackKh00,pos,DE,,,,,
player,201709240was,rai,MackKh00,offense,0,,,,,
player,201709240was,rai,MackKh00,off_pct,0%,,,,,
player,201709240was,rai,MackKh00,defense,51,,,,,
player,201709240was,rai,MackKh00,def_pct,75%,,,,,
player,201709240was,rai,MackKh00,special_teams,8,,,,,
player,201709240was,rai,MackKh00,st_pct,28%,,,,,
player,201709240was,rai,ConlGa00,pos,DB,,,,,
player,201709240was,rai,ConlGa00,offense,0,,,,,
player,201709240was,rai,ConlGa00,off_pct,0%,,,,,
player,201709240was,rai,ConlGa00,defense,46,,,,,
player,201709240was,rai,ConlGa00,def_pct,68%,,,,,
player,201709240was,rai,ConlGa00,special_teams,3,,,,,
player,201709240was,rai,ConlGa00,st_pct,10%,,,,,
player,201709240was,rai,EdwaMa01,pos,DE,,,,,
player,201709240was,rai,EdwaMa01,offense,0,,,,,
player,201709240was,rai,EdwaMa01,off_pct,0%,,,,,
player,201709240was,rai,EdwaMa01,defense,43,,,,,
player,201709240was,rai,EdwaMa01,def_pct,63%,,,,,
player,201709240was,rai,EdwaMa01,special_teams,8,,,,,
player,201709240was,rai,EdwaMa01,st_pct,28%,,,,,
player,201709240was,rai,MorrNi00,pos,LB,,,,,
player,201709240was,rai,MorrNi00,offense,0,,,,,
player,201709240was,rai,MorrNi00,off_pct,0%,,,,,
player,201709240was,rai,MorrNi00,defense,42,,,,,
player,201709240was,rai,MorrNi00,def_pct,62%,,,,,
player,201709240was,rai,MorrNi00,special_teams,10,,,,,
player,201709240was,rai,MorrNi00,st_pct,34%,,,,,
player,201709240was,rai,AutrDe00,pos,DE,,,,,
player,201709240was,rai,AutrDe00,offense,0,,,,,
player,201709240was,rai,AutrDe00,off_pct,0%,,,,,
player,201709240was,rai,AutrDe00,defense,39,,,,,
player,201709240was,rai,AutrDe00,def_pct,57%,,,,,
player,201709240was,rai,AutrDe00,special_teams,8,,,,,
player,201709240was,rai,AutrDe00,st_pct,28%,,,,,
player,201709240was,rai,VandEd00,pos,DT,,,,,
player,201709240was,rai,VandEd00,offense,0,,,,,
player,201709240was,rai,VandEd00,off_pct,0%,,,,,
player,201709240was,rai,VandEd00,defense,39,,,,,
player,201709240was,rai,VandEd00,def_pct,57%,,,,,
player,201709240was,rai,VandEd00,special_teams,7,,,,,
player,201709240was,rai,VandEd00,st_pct,24%,,,,,
player,201709240was,rai,HestTr00,pos,DT,,,,,
player,201709240was,rai,HestTr00,offense,0,,,,,
player,201709240was,rai,HestTr00,off_pct,0%,,,,,
player,201709240was,rai,HestTr00,defense,26,,,,,
player,201709240was,rai,HestTr00,def_pct,38%,,,,,
player,201709240was,rai,HestTr00,special_teams,8,,,,,
player,201709240was,rai,HestTr00,st_pct,28%,,,,,
player,201709240was,rai,ElliJu01,pos,NT,,,,,
player,201709240was,rai,ElliJu01,offense,0,,,,,
player,201709240was,rai,ElliJu01,off_pct,0%,,,,,
player,201709240was,rai,ElliJu01,defense,26,,,,,
player,201709240was,rai,ElliJu01,def_pct,38%,,,,,
player,201709240was,rai,ElliJu01,special_teams,3,,,,,
player,201709240was,rai,ElliJu01,st_pct,10%,,,,,
player,201709240was,rai,LeexMa01,pos,LB,,,,,
player,201709240was,rai,LeexMa01,offense,0,,,,,
player,201709240was,rai,LeexMa01,off_pct,0%,,,,,
player,201709240was,rai,LeexMa01,defense,23,,,,,
player,201709240was,rai,LeexMa01,def_pct,34%,,,,,
player,201709240was,rai,LeexMa01,special_teams,9,,,,,
player,201709240was,rai,LeexMa01,st_pct,31%,,,,,
player,201709240was,rai,CowsJa00,pos,LB,,,,,
player,201709240was,rai,CowsJa00,offense,0,,,,,
player,201709240was,rai,CowsJa00,off_pct,0%,,,,,
player,201709240was,rai,CowsJa00,defense,16,,,,,
player,201709240was,rai,CowsJa00,def_pct,24%,,,,,
player,201709240was,rai,CowsJa00,special_teams,21,,,,,
player,201709240was,rai,CowsJa00,st_pct,72%,,,,,
player,201709240was,rai,SmitSe99,pos,CB,,,,,
player,201709240was,rai,SmitSe99,offense,0,,,,,
player,201709240was,rai,SmitSe99,off_pct,0%,,,,,
player,201709240was,rai,SmitSe99,defense,3,,,,,
player,201709240was,rai,SmitSe99,def_pct,4%,,,,,
player,201709240was,rai,SmitSe99,special_teams,0,,,,,
player,201709240was,rai,SmitSe99,st_pct,0%,,,,,
player,201709240was,rai,HamiAn01,pos,CB,,,,,
player,201709240was,rai,HamiAn01,offense,0,,,,,
player,201709240was,rai,HamiAn01,off_pct,0%,,,,,
player,201709240was,rai,HamiAn01,defense,2,,,,,
player,201709240was,rai,HamiAn01,def_pct,3%,,,,,
player,201709240was,rai,HamiAn01,special_teams,14,,,,,
player,201709240was,rai,HamiAn01,st_pct,48%,,,,,
player,201709240was,rai,AdamTy00,pos,LB,,,,,
player,201709240was,rai,AdamTy00,offense,0,,,,,
player,201709240was,rai,AdamTy00,off_pct,0%,,,,,
player,201709240was,rai,AdamTy00,defense,0,,,,,
player,201709240was,rai,AdamTy00,def_pct,0%,,,,,
player,201709240was,rai,AdamTy00,special_teams,27,,,,,
player,201709240was,rai,AdamTy00,st_pct,93%,,,,,
player,201709240was,rai,McGiKe00,pos,FS,,,,,
player,201709240was,rai,McGiKe00,offense,0,,,,,
player,201709240was,rai,McGiKe00,off_pct,0%,,,,,
player,201709240was,rai,McGiKe00,defense,0,,,,,
player,201709240was,rai,McGiKe00,def_pct,0%,,,,,
player,201709240was,rai,McGiKe00,special_teams,27,,,,,
player,201709240was,rai,McGiKe00,st_pct,93%,,,,,
player,201709240was,rai,LuanSh00,pos,FS,,,,,
player,201709240was,rai,LuanSh00,offense,0,,,,,
player,201709240was,rai,LuanSh00,off_pct,0%,,,,,
player,201709240was,rai,LuanSh00,defense,0,,,,,
player,201709240was,rai,LuanSh00,def_pct,0%,,,,,
player,201709240was,rai,LuanSh00,special_teams,27,,,,,
player,201709240was,rai,LuanSh00,st_pct,93%,,,,,
player,201709240was,rai,WoodXa01,pos,LB,,,,,
player,201709240was,rai,WoodXa01,offense,0,,,,,
player,201709240was,rai,WoodXa01,off_pct,0%,,,,,
player,201709240was,rai,WoodXa01,defense,0,,,,,
player,201709240was,rai,WoodXa01,def_pct,0%,,,,,
player,201709240was,rai,WoodXa01,special_teams,12,,,,,
player,201709240was,rai,WoodXa01,st_pct,41%,,,,,
player,201709240was,rai,KingMa00,pos,P,,,,,
player,201709240was,rai,KingMa00,offense,0,,,,,
player,201709240was,rai,KingMa00,off_pct,0%,,,,,
player,201709240was,rai,KingMa00,defense,0,,,,,
player,201709240was,rai,KingMa00,def_pct,0%,,,,,
player,201709240was,rai,KingMa00,special_teams,9,,,,,
player,201709240was,rai,KingMa00,st_pct,31%,,,,,
player,201709240was,rai,CondJo20,pos,LS,,,,,
player,201709240was,rai,CondJo20,offense,0,,,,,
player,201709240was,rai,CondJo20,off_pct,0%,,,,,
player,201709240was,rai,CondJo20,defense,0,,,,,
player,201709240was,rai,CondJo20,def_pct,0%,,,,,
player,201709240was,rai,CondJo20,special_teams,9,,,,,
player,201709240was,rai,CondJo20,st_pct,31%,,,,,
player,201709240was,rai,FeliJo00,pos,G,,,,,
player,201709240was,rai,FeliJo00,offense,0,,,,,
player,201709240was,rai,FeliJo00,off_pct,0%,,,,,
player,201709240was,rai,FeliJo00,defense,0,,,,,
player,201709240was,rai,FeliJo00,def_pct,0%,,,,,
player,201709240was,rai,FeliJo00,special_teams,8,,,,,
player,201709240was,rai,FeliJo00,st_pct,28%,,,,,
player,201709240was,rai,TaveGi00,pos,K,,,,,
player,201709240was,rai,TaveGi00,offense,0,,,,,
player,201709240was,rai,TaveGi00,off_pct,0%,,,,,
player,201709240was,rai,TaveGi00,defense,0,,,,,
player,201709240was,rai,TaveGi00,def_pct,0%,,,,,
player,201709240was,rai,TaveGi00,special_teams,5,,,,,
player,201709240was,rai,TaveGi00,st_pct,17%,,,,,
player,201709240was,rai,AlexVa00,pos,T,,,,,
player,201709240was,rai,AlexVa00,offense,0,,,,,
player,201709240was,rai,AlexVa00,off_pct,0%,,,,,
player,201709240was,rai,AlexVa00,defense,0,,,,,
player,201709240was,rai,AlexVa00,def_pct,0%,,,,,
player,201709240was,rai,AlexVa00,special_teams,2,,,,,
player,201709240was,rai,AlexVa00,st_pct,7%,,,,,
