game,2017,15,20171214,201712140clt,den,"Denver Broncos",25,clt,"Indianapolis Colts",13
team,201712140clt,den,First Downs,23,,,,,,
team,201712140clt,clt,First Downs,15,,,,,,
team,201712140clt,den,Rush-Yds-TDs,46-211-1,,,,,,
team,201712140clt,clt,Rush-Yds-TDs,22-70-1,,,,,,
team,201712140clt,den,Cmp-Att-Yd-TD-INT,17-26-261-2-1,,,,,,
team,201712140clt,clt,Cmp-Att-Yd-TD-INT,17-30-158-0-0,,,,,,
team,201712140clt,den,Sacked-Yards,2-10,,,,,,
team,201712140clt,clt,Sacked-Yards,1-0,,,,,,
team,201712140clt,den,Net Pass Yards,251,,,,,,
team,201712140clt,clt,Net Pass Yards,158,,,,,,
team,201712140clt,den,Total Yards,462,,,,,,
team,201712140clt,clt,Total Yards,228,,,,,,
team,201712140clt,den,Fumbles-Lost,2-0,,,,,,
team,201712140clt,clt,Fumbles-Lost,1-0,,,,,,
team,201712140clt,den,Turnovers,1,,,,,,
team,201712140clt,clt,Turnovers,0,,,,,,
team,201712140clt,den,Penalties-Yards,12-80,,,,,,
team,201712140clt,clt,Penalties-Yards,4-39,,,,,,
team,201712140clt,den,Third Down Conv.,7-15,,,,,,
team,201712140clt,clt,Third Down Conv.,6-13,,,,,,
team,201712140clt,den,Fourth Down Conv.,1-3,,,,,,
team,201712140clt,clt,Fourth Down Conv.,0-1,,,,,,
team,201712140clt,den,Time of Possession,36:51,,,,,,
team,201712140clt,clt,Time of Possession,23:09,,,,,,
player,201712140clt,den,OsweBr00,pass_cmp,12,,,,,
player,201712140clt,den,OsweBr00,pass_att,17,,,,,
player,201712140clt,den,OsweBr00,pass_yds,194,,,,,
player,201712140clt,den,OsweBr00,pass_td,2,,,,,
player,201712140clt,den,OsweBr00,pass_int,0,,,,,
player,201712140clt,den,OsweBr00,pass_sacked,0,,,,,
player,201712140clt,den,OsweBr00,pass_sacked_yds,0,,,,,
player,201712140clt,den,OsweBr00,pass_long,54,,,,,
player,201712140clt,den,OsweBr00,pass_rating,147.7,,,,,
player,201712140clt,den,OsweBr00,rush_att,4,,,,,
player,201712140clt,den,OsweBr00,rush_yds,15,,,,,
player,201712140clt,den,OsweBr00,rush_td,1,,,,,
player,201712140clt,den,OsweBr00,rush_long,18,,,,,
player,201712140clt,den,OsweBr00,targets,0,,,,,
player,201712140clt,den,OsweBr00,rec,0,,,,,
player,201712140clt,den,OsweBr00,rec_yds,0,,,,,
player,201712140clt,den,OsweBr00,rec_td,0,,,,,
player,201712140clt,den,OsweBr00,rec_long,0,,,,,
player,201712140clt,den,OsweBr00,fumbles,0,,,,,
player,201712140clt,den,OsweBr00,fumbles_lost,0,,,,,
player,201712140clt,den,SiemTr00,pass_cmp,5,,,,,
player,201712140clt,den,SiemTr00,pass_att,9,,,,,
player,201712140clt,den,SiemTr00,pass_yds,67,,,,,
player,201712140clt,den,SiemTr00,pass_td,0,,,,,
player,201712140clt,den,SiemTr00,pass_int,1,,,,,
player,201712140clt,den,SiemTr00,pass_sacked,2,,,,,
player,201712140clt,den,SiemTr00,pass_sacked_yds,10,,,,,
player,201712140clt,den,SiemTr00,pass_long,26,,,,,
player,201712140clt,den,SiemTr00,pass_rating,39.8,,,,,
player,201712140clt,den,SiemTr00,rush_att,0,,,,,
player,201712140clt,den,SiemTr00,rush_yds,0,,,,,
player,201712140clt,den,SiemTr00,rush_td,0,,,,,
player,201712140clt,den,SiemTr00,rush_long,0,,,,,
player,201712140clt,den,SiemTr00,targets,0,,,,,
player,201712140clt,den,SiemTr00,rec,0,,,,,
player,201712140clt,den,SiemTr00,rec_yds,0,,,,,
player,201712140clt,den,SiemTr00,rec_td,0,,,,,
player,201712140clt,den,SiemTr00,rec_long,0,,,,,
player,201712140clt,den,SiemTr00,fumbles,0,,,,,
player,201712140clt,den,SiemTr00,fumbles_lost,0,,,,,
player,201712140clt,den,AndeC.00,pass_cmp,0,,,,,
player,201712140clt,den,AndeC.00,pass_att,0,,,,,
player,201712140clt,den,AndeC.00,pass_yds,0,,,,,
player,201712140clt,den,AndeC.00,pass_td,0,,,,,
player,201712140clt,den,AndeC.00,pass_int,0,,,,,
player,201712140clt,den,AndeC.00,pass_sacked,0,,,,,
player,201712140clt,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201712140clt,den,AndeC.00,pass_long,0,,,,,
