game,2017,10,20171113,201711130car,mia,"Miami Dolphins",21,car,"Carolina Panthers",45
player,201711130car,car,NewtCa00,pass_rating,120.4,,,,,
player,201711130car,car,NewtCa00,rush_att,5,,,,,
player,201711130car,car,NewtCa00,rush_yds,95,,,,,
player,201711130car,car,NewtCa00,rush_td,0,,,,,
player,201711130car,car,NewtCa00,rush_long,69,,,,,
player,201711130car,car,NewtCa00,targets,0,,,,,
player,201711130car,car,NewtCa00,rec,0,,,,,
player,201711130car,car,NewtCa00,rec_yds,0,,,,,
player,201711130car,car,NewtCa00,rec_td,0,,,,,
player,201711130car,car,NewtCa00,rec_long,0,,,,,
player,201711130car,car,NewtCa00,fumbles,0,,,,,
player,201711130car,car,NewtCa00,fumbles_lost,0,,,,,
player,201711130car,car,StewJo00,pass_cmp,0,,,,,
player,201711130car,car,StewJo00,pass_att,0,,,,,
player,201711130car,car,StewJo00,pass_yds,0,,,,,
player,201711130car,car,StewJo00,pass_td,0,,,,,
player,201711130car,car,StewJo00,pass_int,0,,,,,
player,201711130car,car,StewJo00,pass_sacked,0,,,,,
player,201711130car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201711130car,car,StewJo00,pass_long,0,,,,,
player,201711130car,car,StewJo00,pass_rating,,,,,,
player,201711130car,car,StewJo00,rush_att,17,,,,,
player,201711130car,car,StewJo00,rush_yds,110,,,,,
player,201711130car,car,StewJo00,rush_td,0,,,,,
player,201711130car,car,StewJo00,rush_long,18,,,,,
player,201711130car,car,StewJo00,targets,0,,,,,
player,201711130car,car,StewJo00,rec,0,,,,,
player,201711130car,car,StewJo00,rec_yds,0,,,,,
player,201711130car,car,StewJo00,rec_td,0,,,,,
player,201711130car,car,StewJo00,rec_long,0,,,,,
player,201711130car,car,StewJo00,fumbles,0,,,,,
player,201711130car,car,StewJo00,fumbles_lost,0,,,,,
player,201711130car,car,ArtiCa00,pass_cmp,0,,,,,
player,201711130car,car,ArtiCa00,pass_att,0,,,,,
player,201711130car,car,ArtiCa00,pass_yds,0,,,,,
player,201711130car,car,ArtiCa00,pass_td,0,,,,,
player,201711130car,car,ArtiCa00,pass_int,0,,,,,
player,201711130car,car,ArtiCa00,pass_sacked,0,,,,,
player,201711130car,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201711130car,car,ArtiCa00,pass_long,0,,,,,
player,201711130car,car,ArtiCa00,pass_rating,,,,,,
player,201711130car,car,ArtiCa00,rush_att,7,,,,,
player,201711130car,car,ArtiCa00,rush_yds,68,,,,,
player,201711130car,car,ArtiCa00,rush_td,1,,,,,
player,201711130car,car,ArtiCa00,rush_long,43,,,,,
player,201711130car,car,ArtiCa00,targets,0,,,,,
player,201711130car,car,ArtiCa00,rec,0,,,,,
player,201711130car,car,ArtiCa00,rec_yds,0,,,,,
player,201711130car,car,ArtiCa00,rec_td,0,,,,,
player,201711130car,car,ArtiCa00,rec_long,0,,,,,
player,201711130car,car,ArtiCa00,fumbles,0,,,,,
player,201711130car,car,ArtiCa00,fumbles_lost,0,,,,,
player,201711130car,car,McCaCh01,pass_cmp,0,,,,,
player,201711130car,car,McCaCh01,pass_att,0,,,,,
player,201711130car,car,McCaCh01,pass_yds,0,,,,,
player,201711130car,car,McCaCh01,pass_td,0,,,,,
player,201711130car,car,McCaCh01,pass_int,0,,,,,
player,201711130car,car,McCaCh01,pass_sacked,0,,,,,
player,201711130car,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201711130car,car,McCaCh01,pass_long,0,,,,,
player,201711130car,car,McCaCh01,pass_rating,,,,,,
player,201711130car,car,McCaCh01,rush_att,5,,,,,
player,201711130car,car,McCaCh01,rush_yds,23,,,,,
player,201711130car,car,McCaCh01,rush_td,1,,,,,
player,201711130car,car,McCaCh01,rush_long,16,,,,,
player,201711130car,car,McCaCh01,targets,7,,,,,
player,201711130car,car,McCaCh01,rec,3,,,,,
player,201711130car,car,McCaCh01,rec_yds,27,,,,,
player,201711130car,car,McCaCh01,rec_td,1,,,,,
player,201711130car,car,McCaCh01,rec_long,19,,,,,
player,201711130car,car,McCaCh01,fumbles,0,,,,,
player,201711130car,car,McCaCh01,fumbles_lost,0,,,,,
player,201711130car,car,FuncDe00,pass_cmp,0,,,,,
player,201711130car,car,FuncDe00,pass_att,0,,,,,
player,201711130car,car,FuncDe00,pass_yds,0,,,,,
player,201711130car,car,FuncDe00,pass_td,0,,,,,
player,201711130car,car,FuncDe00,pass_int,0,,,,,
player,201711130car,car,FuncDe00,pass_sacked,0,,,,,
player,201711130car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201711130car,car,FuncDe00,pass_long,0,,,,,
player,201711130car,car,FuncDe00,pass_rating,,,,,,
player,201711130car,car,FuncDe00,rush_att,0,,,,,
player,201711130car,car,FuncDe00,rush_yds,0,,,,,
player,201711130car,car,FuncDe00,rush_td,0,,,,,
player,201711130car,car,FuncDe00,rush_long,0,,,,,
player,201711130car,car,FuncDe00,targets,6,,,,,
player,201711130car,car,FuncDe00,rec,5,,,,,
player,201711130car,car,FuncDe00,rec_yds,92,,,,,
player,201711130car,car,FuncDe00,rec_td,2,,,,,
player,201711130car,car,FuncDe00,rec_long,32,,,,,
player,201711130car,car,FuncDe00,fumbles,0,,,,,
player,201711130car,car,FuncDe00,fumbles_lost,0,,,,,
player,201711130car,car,SamuCu00,pass_cmp,0,,,,,
player,201711130car,car,SamuCu00,pass_att,0,,,,,
player,201711130car,car,SamuCu00,pass_yds,0,,,,,
player,201711130car,car,SamuCu00,pass_td,0,,,,,
player,201711130car,car,SamuCu00,pass_int,0,,,,,
player,201711130car,car,SamuCu00,pass_sacked,0,,,,,
player,201711130car,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201711130car,car,SamuCu00,pass_long,0,,,,,
player,201711130car,car,SamuCu00,pass_rating,,,,,,
player,201711130car,car,SamuCu00,rush_att,0,,,,,
player,201711130car,car,SamuCu00,rush_yds,0,,,,,
player,201711130car,car,SamuCu00,rush_td,0,,,,,
player,201711130car,car,SamuCu00,rush_long,0,,,,,
player,201711130car,car,SamuCu00,targets,7,,,,,
player,201711130car,car,SamuCu00,rec,5,,,,,
player,201711130car,car,SamuCu00,rec_yds,45,,,,,
player,201711130car,car,SamuCu00,rec_td,0,,,,,
player,201711130car,car,SamuCu00,rec_long,23,,,,,
player,201711130car,car,SamuCu00,fumbles,0,,,,,
player,201711130car,car,SamuCu00,fumbles_lost,0,,,,,
player,201711130car,car,ShepRu00,pass_cmp,0,,,,,
player,201711130car,car,ShepRu00,pass_att,0,,,,,
player,201711130car,car,ShepRu00,pass_yds,0,,,,,
player,201711130car,car,ShepRu00,pass_td,0,,,,,
player,201711130car,car,ShepRu00,pass_int,0,,,,,
player,201711130car,car,ShepRu00,pass_sacked,0,,,,,
player,201711130car,car,ShepRu00,pass_sacked_yds,0,,,,,
player,201711130car,car,ShepRu00,pass_long,0,,,,,
player,201711130car,car,ShepRu00,pass_rating,,,,,,
player,201711130car,car,ShepRu00,rush_att,0,,,,,
player,201711130car,car,ShepRu00,rush_yds,0,,,,,
player,201711130car,car,ShepRu00,rush_td,0,,,,,
player,201711130car,car,ShepRu00,rush_long,0,,,,,
player,201711130car,car,ShepRu00,targets,7,,,,,
player,201711130car,car,ShepRu00,rec,3,,,,,
player,201711130car,car,ShepRu00,rec_yds,40,,,,,
player,201711130car,car,ShepRu00,rec_td,0,,,,,
player,201711130car,car,ShepRu00,rec_long,15,,,,,
player,201711130car,car,ShepRu00,fumbles,0,,,,,
player,201711130car,car,ShepRu00,fumbles_lost,0,,,,,
player,201711130car,car,DickEd00,pass_cmp,0,,,,,
player,201711130car,car,DickEd00,pass_att,0,,,,,
player,201711130car,car,DickEd00,pass_yds,0,,,,,
player,201711130car,car,DickEd00,pass_td,0,,,,,
player,201711130car,car,DickEd00,pass_int,0,,,,,
player,201711130car,car,DickEd00,pass_sacked,0,,,,,
player,201711130car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201711130car,car,DickEd00,pass_long,0,,,,,
player,201711130car,car,DickEd00,pass_rating,,,,,,
player,201711130car,car,DickEd00,rush_att,0,,,,,
player,201711130car,car,DickEd00,rush_yds,0,,,,,
player,201711130car,car,DickEd00,rush_td,0,,,,,
player,201711130car,car,DickEd00,rush_long,0,,,,,
player,201711130car,car,DickEd00,targets,5,,,,,
player,201711130car,car,DickEd00,rec,3,,,,,
player,201711130car,car,DickEd00,rec_yds,33,,,,,
player,201711130car,car,DickEd00,rec_td,1,,,,,
player,201711130car,car,DickEd00,rec_long,20,,,,,
player,201711130car,car,DickEd00,fumbles,0,,,,,
player,201711130car,car,DickEd00,fumbles_lost,0,,,,,
player,201711130car,car,BersBr00,pass_cmp,0,,,,,
player,201711130car,car,BersBr00,pass_att,0,,,,,
player,201711130car,car,BersBr00,pass_yds,0,,,,,
player,201711130car,car,BersBr00,pass_td,0,,,,,
player,201711130car,car,BersBr00,pass_int,0,,,,,
player,201711130car,car,BersBr00,pass_sacked,0,,,,,
player,201711130car,car,BersBr00,pass_sacked_yds,0,,,,,
player,201711130car,car,BersBr00,pass_long,0,,,,,
player,201711130car,car,BersBr00,pass_rating,,,,,,
player,201711130car,car,BersBr00,rush_att,0,,,,,
player,201711130car,car,BersBr00,rush_yds,0,,,,,
player,201711130car,car,BersBr00,rush_td,0,,,,,
player,201711130car,car,BersBr00,rush_long,0,,,,,
player,201711130car,car,BersBr00,targets,2,,,,,
player,201711130car,car,BersBr00,rec,1,,,,,
player,201711130car,car,BersBr00,rec_yds,12,,,,,
player,201711130car,car,BersBr00,rec_td,0,,,,,
player,201711130car,car,BersBr00,rec_long,12,,,,,
player,201711130car,car,BersBr00,fumbles,0,,,,,
player,201711130car,car,BersBr00,fumbles_lost,0,,,,,
player,201711130car,car,ClayKa00,pass_cmp,0,,,,,
player,201711130car,car,ClayKa00,pass_att,0,,,,,
player,201711130car,car,ClayKa00,pass_yds,0,,,,,
player,201711130car,car,ClayKa00,pass_td,0,,,,,
player,201711130car,car,ClayKa00,pass_int,0,,,,,
player,201711130car,car,ClayKa00,pass_sacked,0,,,,,
player,201711130car,car,ClayKa00,pass_sacked_yds,0,,,,,
player,201711130car,car,ClayKa00,pass_long,0,,,,,
player,201711130car,car,ClayKa00,pass_rating,,,,,,
player,201711130car,car,ClayKa00,rush_att,0,,,,,
player,201711130car,car,ClayKa00,rush_yds,0,,,,,
player,201711130car,car,ClayKa00,rush_td,0,,,,,
player,201711130car,car,ClayKa00,rush_long,0,,,,,
player,201711130car,car,ClayKa00,targets,1,,,,,
player,201711130car,car,ClayKa00,rec,1,,,,,
player,201711130car,car,ClayKa00,rec_yds,5,,,,,
player,201711130car,car,ClayKa00,rec_td,0,,,,,
player,201711130car,car,ClayKa00,rec_long,5,,,,,
player,201711130car,car,ClayKa00,fumbles,0,,,,,
player,201711130car,car,ClayKa00,fumbles_lost,0,,,,,
player,201711130car,car,AndeDe00,pass_cmp,0,,,,,
player,201711130car,car,AndeDe00,pass_att,0,,,,,
player,201711130car,car,AndeDe00,pass_yds,0,,,,,
player,201711130car,car,AndeDe00,pass_td,0,,,,,
player,201711130car,car,AndeDe00,pass_int,0,,,,,
player,201711130car,car,AndeDe00,pass_sacked,0,,,,,
player,201711130car,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201711130car,car,AndeDe00,pass_long,0,,,,,
player,201711130car,car,AndeDe00,pass_rating,,,,,,
player,201711130car,car,AndeDe00,rush_att,2,,,,,
player,201711130car,car,AndeDe00,rush_yds,-2,,,,,
player,201711130car,car,AndeDe00,rush_td,0,,,,,
player,201711130car,car,AndeDe00,rush_long,-1,,,,,
player,201711130car,car,AndeDe00,targets,0,,,,,
player,201711130car,car,AndeDe00,rec,0,,,,,
player,201711130car,car,AndeDe00,rec_yds,0,,,,,
player,201711130car,car,AndeDe00,rec_td,0,,,,,
player,201711130car,car,AndeDe00,rec_long,0,,,,,
player,201711130car,car,AndeDe00,fumbles,0,,,,,
player,201711130car,car,AndeDe00,fumbles_lost,0,,,,,
player,201711130car,mia,McDoTJ00,def_int,0,,,,,
player,201711130car,mia,McDoTJ00,def_int_yds,0,,,,,
player,201711130car,mia,McDoTJ00,def_int_td,0,,,,,
player,201711130car,mia,McDoTJ00,def_int_long,0,,,,,
player,201711130car,mia,McDoTJ00,pass_defended,0,,,,,
player,201711130car,mia,McDoTJ00,sacks,0.0,,,,,
player,201711130car,mia,McDoTJ00,tackles_combined,9,,,,,
player,201711130car,mia,McDoTJ00,tackles_solo,7,,,,,
player,201711130car,mia,McDoTJ00,tackles_assists,2,,,,,
player,201711130car,mia,McDoTJ00,tackles_loss,0,,,,,
player,201711130car,mia,McDoTJ00,qb_hits,0,,,,,
player,201711130car,mia,McDoTJ00,fumbles_rec,0,,,,,
player,201711130car,mia,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201711130car,mia,McDoTJ00,fumbles_rec_td,0,,,,,
player,201711130car,mia,McDoTJ00,fumbles_forced,0,,,,,
player,201711130car,mia,AlonKi00,def_int,0,,,,,
player,201711130car,mia,AlonKi00,def_int_yds,0,,,,,
player,201711130car,mia,AlonKi00,def_int_td,0,,,,,
player,201711130car,mia,AlonKi00,def_int_long,0,,,,,
player,201711130car,mia,AlonKi00,pass_defended,0,,,,,
player,201711130car,mia,AlonKi00,sacks,0.0,,,,,
player,201711130car,mia,AlonKi00,tackles_combined,8,,,,,
player,201711130car,mia,AlonKi00,tackles_solo,2,,,,,
player,201711130car,mia,AlonKi00,tackles_assists,6,,,,,
player,201711130car,mia,AlonKi00,tackles_loss,0,,,,,
player,201711130car,mia,AlonKi00,qb_hits,0,,,,,
player,201711130car,mia,AlonKi00,fumbles_rec,0,,,,,
player,201711130car,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201711130car,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201711130car,mia,AlonKi00,fumbles_forced,0,,,,,
player,201711130car,mia,TimmLa99,def_int,0,,,,,
player,201711130car,mia,TimmLa99,def_int_yds,0,,,,,
player,201711130car,mia,TimmLa99,def_int_td,0,,,,,
player,201711130car,mia,TimmLa99,def_int_long,0,,,,,
player,201711130car,mia,TimmLa99,pass_defended,0,,,,,
player,201711130car,mia,TimmLa99,sacks,0.0,,,,,
player,201711130car,mia,TimmLa99,tackles_combined,8,,,,,
player,201711130car,mia,TimmLa99,tackles_solo,2,,,,,
player,201711130car,mia,TimmLa99,tackles_assists,6,,,,,
player,201711130car,mia,TimmLa99,tackles_loss,0,,,,,
player,201711130car,mia,TimmLa99,qb_hits,1,,,,,
player,201711130car,mia,TimmLa99,fumbles_rec,0,,,,,
player,201711130car,mia,TimmLa99,fumbles_rec_yds,0,,,,,
player,201711130car,mia,TimmLa99,fumbles_rec_td,0,,,,,
player,201711130car,mia,TimmLa99,fumbles_forced,0,,,,,
player,201711130car,mia,JoneRe99,def_int,0,,,,,
player,201711130car,mia,JoneRe99,def_int_yds,0,,,,,
player,201711130car,mia,JoneRe99,def_int_td,0,,,,,
player,201711130car,mia,JoneRe99,def_int_long,0,,,,,
player,201711130car,mia,JoneRe99,pass_defended,0,,,,,
player,201711130car,mia,JoneRe99,sacks,0.0,,,,,
player,201711130car,mia,JoneRe99,tackles_combined,7,,,,,
player,201711130car,mia,JoneRe99,tackles_solo,4,,,,,
player,201711130car,mia,JoneRe99,tackles_assists,3,,,,,
player,201711130car,mia,JoneRe99,tackles_loss,0,,,,,
player,201711130car,mia,JoneRe99,qb_hits,0,,,,,
player,201711130car,mia,JoneRe99,fumbles_rec,0,,,,,
player,201711130car,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201711130car,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201711130car,mia,JoneRe99,fumbles_forced,0,,,,,
player,201711130car,mia,MauaRe99,def_int,0,,,,,
player,201711130car,mia,MauaRe99,def_int_yds,0,,,,,
player,201711130car,mia,MauaRe99,def_int_td,0,,,,,
player,201711130car,mia,MauaRe99,def_int_long,0,,,,,
player,201711130car,mia,MauaRe99,pass_defended,0,,,,,
player,201711130car,mia,MauaRe99,sacks,0.0,,,,,
player,201711130car,mia,MauaRe99,tackles_combined,7,,,,,
player,201711130car,mia,MauaRe99,tackles_solo,2,,,,,
player,201711130car,mia,MauaRe99,tackles_assists,5,,,,,
player,201711130car,mia,MauaRe99,tackles_loss,0,,,,,
player,201711130car,mia,MauaRe99,qb_hits,0,,,,,
player,201711130car,mia,MauaRe99,fumbles_rec,0,,,,,
player,201711130car,mia,MauaRe99,fumbles_rec_yds,0,,,,,
player,201711130car,mia,MauaRe99,fumbles_rec_td,0,,,,,
player,201711130car,mia,MauaRe99,fumbles_forced,0,,,,,
player,201711130car,mia,TankCo00,def_int,0,,,,,
player,201711130car,mia,TankCo00,def_int_yds,0,,,,,
player,201711130car,mia,TankCo00,def_int_td,0,,,,,
player,201711130car,mia,TankCo00,def_int_long,0,,,,,
player,201711130car,mia,TankCo00,pass_defended,0,,,,,
player,201711130car,mia,TankCo00,sacks,0.0,,,,,
player,201711130car,mia,TankCo00,tackles_combined,6,,,,,
player,201711130car,mia,TankCo00,tackles_solo,5,,,,,
player,201711130car,mia,TankCo00,tackles_assists,1,,,,,
player,201711130car,mia,TankCo00,tackles_loss,0,,,,,
player,201711130car,mia,TankCo00,qb_hits,0,,,,,
player,201711130car,mia,TankCo00,fumbles_rec,0,,,,,
player,201711130car,mia,TankCo00,fumbles_rec_yds,0,,,,,
player,201711130car,mia,TankCo00,fumbles_rec_td,0,,,,,
player,201711130car,mia,TankCo00,fumbles_forced,0,,,,,
player,201711130car,mia,GodcDa00,def_int,0,,,,,
player,201711130car,mia,GodcDa00,def_int_yds,0,,,,,
player,201711130car,mia,GodcDa00,def_int_td,0,,,,,
