game,2017,13,20171203,201712030atl,min,"Minnesota Vikings",14,atl,"Atlanta Falcons",9
player,201712030atl,min,SendAn00,tackles_loss,0,,,,,
player,201712030atl,min,SendAn00,qb_hits,0,,,,,
player,201712030atl,min,SendAn00,fumbles_rec,0,,,,,
player,201712030atl,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,SendAn00,fumbles_rec_td,0,,,,,
player,201712030atl,min,SendAn00,fumbles_forced,0,,,,,
player,201712030atl,min,SmitHa00,def_int,0,,,,,
player,201712030atl,min,SmitHa00,def_int_yds,0,,,,,
player,201712030atl,min,SmitHa00,def_int_td,0,,,,,
player,201712030atl,min,SmitHa00,def_int_long,0,,,,,
player,201712030atl,min,SmitHa00,pass_defended,0,,,,,
player,201712030atl,min,SmitHa00,sacks,0.0,,,,,
player,201712030atl,min,SmitHa00,tackles_combined,4,,,,,
player,201712030atl,min,SmitHa00,tackles_solo,4,,,,,
player,201712030atl,min,SmitHa00,tackles_assists,0,,,,,
player,201712030atl,min,SmitHa00,tackles_loss,0,,,,,
player,201712030atl,min,SmitHa00,qb_hits,0,,,,,
player,201712030atl,min,SmitHa00,fumbles_rec,0,,,,,
player,201712030atl,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201712030atl,min,SmitHa00,fumbles_forced,0,,,,,
player,201712030atl,min,WaynTr00,def_int,0,,,,,
player,201712030atl,min,WaynTr00,def_int_yds,0,,,,,
player,201712030atl,min,WaynTr00,def_int_td,0,,,,,
player,201712030atl,min,WaynTr00,def_int_long,0,,,,,
player,201712030atl,min,WaynTr00,pass_defended,0,,,,,
player,201712030atl,min,WaynTr00,sacks,0.0,,,,,
player,201712030atl,min,WaynTr00,tackles_combined,3,,,,,
player,201712030atl,min,WaynTr00,tackles_solo,2,,,,,
player,201712030atl,min,WaynTr00,tackles_assists,1,,,,,
player,201712030atl,min,WaynTr00,tackles_loss,0,,,,,
player,201712030atl,min,WaynTr00,qb_hits,0,,,,,
player,201712030atl,min,WaynTr00,fumbles_rec,0,,,,,
player,201712030atl,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201712030atl,min,WaynTr00,fumbles_forced,0,,,,,
player,201712030atl,min,HamxC.00,def_int,0,,,,,
player,201712030atl,min,HamxC.00,def_int_yds,0,,,,,
player,201712030atl,min,HamxC.00,def_int_td,0,,,,,
player,201712030atl,min,HamxC.00,def_int_long,0,,,,,
player,201712030atl,min,HamxC.00,pass_defended,0,,,,,
player,201712030atl,min,HamxC.00,sacks,0.0,,,,,
player,201712030atl,min,HamxC.00,tackles_combined,2,,,,,
player,201712030atl,min,HamxC.00,tackles_solo,1,,,,,
player,201712030atl,min,HamxC.00,tackles_assists,1,,,,,
player,201712030atl,min,HamxC.00,tackles_loss,0,,,,,
player,201712030atl,min,HamxC.00,qb_hits,0,,,,,
player,201712030atl,min,HamxC.00,fumbles_rec,0,,,,,
player,201712030atl,min,HamxC.00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,HamxC.00,fumbles_rec_td,0,,,,,
player,201712030atl,min,HamxC.00,fumbles_forced,0,,,,,
player,201712030atl,min,JohnTo01,def_int,0,,,,,
player,201712030atl,min,JohnTo01,def_int_yds,0,,,,,
player,201712030atl,min,JohnTo01,def_int_td,0,,,,,
player,201712030atl,min,JohnTo01,def_int_long,0,,,,,
player,201712030atl,min,JohnTo01,pass_defended,0,,,,,
player,201712030atl,min,JohnTo01,sacks,0.0,,,,,
player,201712030atl,min,JohnTo01,tackles_combined,2,,,,,
player,201712030atl,min,JohnTo01,tackles_solo,1,,,,,
player,201712030atl,min,JohnTo01,tackles_assists,1,,,,,
player,201712030atl,min,JohnTo01,tackles_loss,1,,,,,
player,201712030atl,min,JohnTo01,qb_hits,0,,,,,
player,201712030atl,min,JohnTo01,fumbles_rec,0,,,,,
player,201712030atl,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201712030atl,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201712030atl,min,JohnTo01,fumbles_forced,0,,,,,
player,201712030atl,min,StepSh00,def_int,0,,,,,
player,201712030atl,min,StepSh00,def_int_yds,0,,,,,
player,201712030atl,min,StepSh00,def_int_td,0,,,,,
player,201712030atl,min,StepSh00,def_int_long,0,,,,,
player,201712030atl,min,StepSh00,pass_defended,0,,,,,
player,201712030atl,min,StepSh00,sacks,0.0,,,,,
player,201712030atl,min,StepSh00,tackles_combined,2,,,,,
player,201712030atl,min,StepSh00,tackles_solo,2,,,,,
player,201712030atl,min,StepSh00,tackles_assists,0,,,,,
player,201712030atl,min,StepSh00,tackles_loss,0,,,,,
player,201712030atl,min,StepSh00,qb_hits,0,,,,,
player,201712030atl,min,StepSh00,fumbles_rec,0,,,,,
player,201712030atl,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,StepSh00,fumbles_rec_td,0,,,,,
player,201712030atl,min,StepSh00,fumbles_forced,0,,,,,
player,201712030atl,min,GedeBe00,def_int,0,,,,,
player,201712030atl,min,GedeBe00,def_int_yds,0,,,,,
player,201712030atl,min,GedeBe00,def_int_td,0,,,,,
player,201712030atl,min,GedeBe00,def_int_long,0,,,,,
player,201712030atl,min,GedeBe00,pass_defended,0,,,,,
player,201712030atl,min,GedeBe00,sacks,0.0,,,,,
player,201712030atl,min,GedeBe00,tackles_combined,1,,,,,
player,201712030atl,min,GedeBe00,tackles_solo,1,,,,,
player,201712030atl,min,GedeBe00,tackles_assists,0,,,,,
player,201712030atl,min,GedeBe00,tackles_loss,0,,,,,
player,201712030atl,min,GedeBe00,qb_hits,0,,,,,
player,201712030atl,min,GedeBe00,fumbles_rec,0,,,,,
player,201712030atl,min,GedeBe00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,GedeBe00,fumbles_rec_td,0,,,,,
player,201712030atl,min,GedeBe00,fumbles_forced,0,,,,,
player,201712030atl,min,GrifEv99,def_int,0,,,,,
player,201712030atl,min,GrifEv99,def_int_yds,0,,,,,
player,201712030atl,min,GrifEv99,def_int_td,0,,,,,
player,201712030atl,min,GrifEv99,def_int_long,0,,,,,
player,201712030atl,min,GrifEv99,pass_defended,0,,,,,
player,201712030atl,min,GrifEv99,sacks,0.0,,,,,
player,201712030atl,min,GrifEv99,tackles_combined,1,,,,,
player,201712030atl,min,GrifEv99,tackles_solo,1,,,,,
player,201712030atl,min,GrifEv99,tackles_assists,0,,,,,
player,201712030atl,min,GrifEv99,tackles_loss,0,,,,,
player,201712030atl,min,GrifEv99,qb_hits,1,,,,,
player,201712030atl,min,GrifEv99,fumbles_rec,0,,,,,
player,201712030atl,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201712030atl,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201712030atl,min,GrifEv99,fumbles_forced,0,,,,,
player,201712030atl,min,HarrAn01,def_int,0,,,,,
player,201712030atl,min,HarrAn01,def_int_yds,0,,,,,
player,201712030atl,min,HarrAn01,def_int_td,0,,,,,
player,201712030atl,min,HarrAn01,def_int_long,0,,,,,
player,201712030atl,min,HarrAn01,pass_defended,0,,,,,
player,201712030atl,min,HarrAn01,sacks,0.0,,,,,
player,201712030atl,min,HarrAn01,tackles_combined,1,,,,,
player,201712030atl,min,HarrAn01,tackles_solo,1,,,,,
player,201712030atl,min,HarrAn01,tackles_assists,0,,,,,
player,201712030atl,min,HarrAn01,tackles_loss,0,,,,,
player,201712030atl,min,HarrAn01,qb_hits,0,,,,,
player,201712030atl,min,HarrAn01,fumbles_rec,0,,,,,
player,201712030atl,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201712030atl,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201712030atl,min,HarrAn01,fumbles_forced,0,,,,,
player,201712030atl,min,HuntDa01,def_int,0,,,,,
player,201712030atl,min,HuntDa01,def_int_yds,0,,,,,
player,201712030atl,min,HuntDa01,def_int_td,0,,,,,
player,201712030atl,min,HuntDa01,def_int_long,0,,,,,
player,201712030atl,min,HuntDa01,pass_defended,0,,,,,
player,201712030atl,min,HuntDa01,sacks,0.0,,,,,
player,201712030atl,min,HuntDa01,tackles_combined,1,,,,,
player,201712030atl,min,HuntDa01,tackles_solo,0,,,,,
player,201712030atl,min,HuntDa01,tackles_assists,1,,,,,
player,201712030atl,min,HuntDa01,tackles_loss,0,,,,,
player,201712030atl,min,HuntDa01,qb_hits,0,,,,,
player,201712030atl,min,HuntDa01,fumbles_rec,0,,,,,
player,201712030atl,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201712030atl,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201712030atl,min,HuntDa01,fumbles_forced,0,,,,,
player,201712030atl,min,JoseLi99,def_int,0,,,,,
player,201712030atl,min,JoseLi99,def_int_yds,0,,,,,
player,201712030atl,min,JoseLi99,def_int_td,0,,,,,
player,201712030atl,min,JoseLi99,def_int_long,0,,,,,
player,201712030atl,min,JoseLi99,pass_defended,0,,,,,
player,201712030atl,min,JoseLi99,sacks,0.0,,,,,
player,201712030atl,min,JoseLi99,tackles_combined,1,,,,,
player,201712030atl,min,JoseLi99,tackles_solo,1,,,,,
player,201712030atl,min,JoseLi99,tackles_assists,0,,,,,
player,201712030atl,min,JoseLi99,tackles_loss,0,,,,,
player,201712030atl,min,JoseLi99,qb_hits,1,,,,,
player,201712030atl,min,JoseLi99,fumbles_rec,0,,,,,
player,201712030atl,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201712030atl,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201712030atl,min,JoseLi99,fumbles_forced,0,,,,,
player,201712030atl,min,KearJa00,def_int,0,,,,,
player,201712030atl,min,KearJa00,def_int_yds,0,,,,,
player,201712030atl,min,KearJa00,def_int_td,0,,,,,
player,201712030atl,min,KearJa00,def_int_long,0,,,,,
player,201712030atl,min,KearJa00,pass_defended,0,,,,,
player,201712030atl,min,KearJa00,sacks,0.0,,,,,
player,201712030atl,min,KearJa00,tackles_combined,1,,,,,
player,201712030atl,min,KearJa00,tackles_solo,0,,,,,
player,201712030atl,min,KearJa00,tackles_assists,1,,,,,
player,201712030atl,min,KearJa00,tackles_loss,0,,,,,
player,201712030atl,min,KearJa00,qb_hits,0,,,,,
player,201712030atl,min,KearJa00,fumbles_rec,0,,,,,
player,201712030atl,min,KearJa00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,KearJa00,fumbles_rec_td,0,,,,,
player,201712030atl,min,KearJa00,fumbles_forced,0,,,,,
player,201712030atl,min,LamuEm00,def_int,0,,,,,
player,201712030atl,min,LamuEm00,def_int_yds,0,,,,,
player,201712030atl,min,LamuEm00,def_int_td,0,,,,,
player,201712030atl,min,LamuEm00,def_int_long,0,,,,,
player,201712030atl,min,LamuEm00,pass_defended,0,,,,,
player,201712030atl,min,LamuEm00,sacks,0.0,,,,,
player,201712030atl,min,LamuEm00,tackles_combined,1,,,,,
player,201712030atl,min,LamuEm00,tackles_solo,1,,,,,
player,201712030atl,min,LamuEm00,tackles_assists,0,,,,,
player,201712030atl,min,LamuEm00,tackles_loss,0,,,,,
player,201712030atl,min,LamuEm00,qb_hits,0,,,,,
player,201712030atl,min,LamuEm00,fumbles_rec,0,,,,,
player,201712030atl,min,LamuEm00,fumbles_rec_yds,0,,,,,
player,201712030atl,min,LamuEm00,fumbles_rec_td,0,,,,,
player,201712030atl,min,LamuEm00,fumbles_forced,0,,,,,
player,201712030atl,min,RobiBr98,def_int,0,,,,,
player,201712030atl,min,RobiBr98,def_int_yds,0,,,,,
player,201712030atl,min,RobiBr98,def_int_td,0,,,,,
player,201712030atl,min,RobiBr98,def_int_long,0,,,,,
player,201712030atl,min,RobiBr98,pass_defended,0,,,,,
player,201712030atl,min,RobiBr98,sacks,0.0,,,,,
player,201712030atl,min,RobiBr98,tackles_combined,1,,,,,
player,201712030atl,min,RobiBr98,tackles_solo,1,,,,,
player,201712030atl,min,RobiBr98,tackles_assists,0,,,,,
player,201712030atl,min,RobiBr98,tackles_loss,0,,,,,
player,201712030atl,min,RobiBr98,qb_hits,0,,,,,
player,201712030atl,min,RobiBr98,fumbles_rec,0,,,,,
player,201712030atl,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201712030atl,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201712030atl,min,RobiBr98,fumbles_forced,0,,,,,
player,201712030atl,min,AlexMa01,def_int,0,,,,,
player,201712030atl,min,AlexMa01,def_int_yds,0,,,,,
player,201712030atl,min,AlexMa01,def_int_td,0,,,,,
player,201712030atl,min,AlexMa01,def_int_long,0,,,,,
player,201712030atl,min,AlexMa01,pass_defended,1,,,,,
player,201712030atl,min,AlexMa01,sacks,0.0,,,,,
player,201712030atl,min,AlexMa01,tackles_combined,0,,,,,
player,201712030atl,min,AlexMa01,tackles_solo,0,,,,,
player,201712030atl,min,AlexMa01,tackles_assists,0,,,,,
player,201712030atl,min,AlexMa01,tackles_loss,0,,,,,
player,201712030atl,min,AlexMa01,qb_hits,0,,,,,
player,201712030atl,min,AlexMa01,fumbles_rec,0,,,,,
player,201712030atl,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201712030atl,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201712030atl,min,AlexMa01,fumbles_forced,0,,,,,
player,201712030atl,atl,JarrGr00,def_int,0,,,,,
player,201712030atl,atl,JarrGr00,def_int_yds,0,,,,,
player,201712030atl,atl,JarrGr00,def_int_td,0,,,,,
player,201712030atl,atl,JarrGr00,def_int_long,0,,,,,
player,201712030atl,atl,JarrGr00,pass_defended,0,,,,,
player,201712030atl,atl,JarrGr00,sacks,1.0,,,,,
player,201712030atl,atl,JarrGr00,tackles_combined,5,,,,,
player,201712030atl,atl,JarrGr00,tackles_solo,3,,,,,
player,201712030atl,atl,JarrGr00,tackles_assists,2,,,,,
player,201712030atl,atl,JarrGr00,tackles_loss,1,,,,,
player,201712030atl,atl,JarrGr00,qb_hits,1,,,,,
player,201712030atl,atl,JarrGr00,fumbles_rec,0,,,,,
player,201712030atl,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,JarrGr00,fumbles_forced,0,,,,,
player,201712030atl,atl,McKiTa00,def_int,0,,,,,
player,201712030atl,atl,McKiTa00,def_int_yds,0,,,,,
player,201712030atl,atl,McKiTa00,def_int_td,0,,,,,
player,201712030atl,atl,McKiTa00,def_int_long,0,,,,,
player,201712030atl,atl,McKiTa00,pass_defended,0,,,,,
player,201712030atl,atl,McKiTa00,sacks,1.0,,,,,
player,201712030atl,atl,McKiTa00,tackles_combined,2,,,,,
player,201712030atl,atl,McKiTa00,tackles_solo,1,,,,,
player,201712030atl,atl,McKiTa00,tackles_assists,1,,,,,
player,201712030atl,atl,McKiTa00,tackles_loss,1,,,,,
player,201712030atl,atl,McKiTa00,qb_hits,1,,,,,
player,201712030atl,atl,McKiTa00,fumbles_rec,0,,,,,
player,201712030atl,atl,McKiTa00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,McKiTa00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,McKiTa00,fumbles_forced,0,,,,,
player,201712030atl,atl,AlleRi00,def_int,0,,,,,
player,201712030atl,atl,AlleRi00,def_int_yds,0,,,,,
player,201712030atl,atl,AlleRi00,def_int_td,0,,,,,
player,201712030atl,atl,AlleRi00,def_int_long,0,,,,,
player,201712030atl,atl,AlleRi00,pass_defended,0,,,,,
player,201712030atl,atl,AlleRi00,sacks,0.0,,,,,
player,201712030atl,atl,AlleRi00,tackles_combined,10,,,,,
player,201712030atl,atl,AlleRi00,tackles_solo,8,,,,,
player,201712030atl,atl,AlleRi00,tackles_assists,2,,,,,
player,201712030atl,atl,AlleRi00,tackles_loss,1,,,,,
player,201712030atl,atl,AlleRi00,qb_hits,0,,,,,
player,201712030atl,atl,AlleRi00,fumbles_rec,0,,,,,
player,201712030atl,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,AlleRi00,fumbles_forced,0,,,,,
player,201712030atl,atl,NealKe01,def_int,0,,,,,
player,201712030atl,atl,NealKe01,def_int_yds,0,,,,,
player,201712030atl,atl,NealKe01,def_int_td,0,,,,,
player,201712030atl,atl,NealKe01,def_int_long,0,,,,,
player,201712030atl,atl,NealKe01,pass_defended,0,,,,,
player,201712030atl,atl,NealKe01,sacks,0.0,,,,,
player,201712030atl,atl,NealKe01,tackles_combined,10,,,,,
player,201712030atl,atl,NealKe01,tackles_solo,5,,,,,
player,201712030atl,atl,NealKe01,tackles_assists,5,,,,,
player,201712030atl,atl,NealKe01,tackles_loss,0,,,,,
player,201712030atl,atl,NealKe01,qb_hits,0,,,,,
player,201712030atl,atl,NealKe01,fumbles_rec,0,,,,,
player,201712030atl,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201712030atl,atl,NealKe01,fumbles_forced,0,,,,,
player,201712030atl,atl,JoneDe01,def_int,0,,,,,
player,201712030atl,atl,JoneDe01,def_int_yds,0,,,,,
player,201712030atl,atl,JoneDe01,def_int_td,0,,,,,
player,201712030atl,atl,JoneDe01,def_int_long,0,,,,,
player,201712030atl,atl,JoneDe01,pass_defended,0,,,,,
player,201712030atl,atl,JoneDe01,sacks,0.0,,,,,
player,201712030atl,atl,JoneDe01,tackles_combined,8,,,,,
player,201712030atl,atl,JoneDe01,tackles_solo,6,,,,,
player,201712030atl,atl,JoneDe01,tackles_assists,2,,,,,
player,201712030atl,atl,JoneDe01,tackles_loss,0,,,,,
player,201712030atl,atl,JoneDe01,qb_hits,0,,,,,
player,201712030atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201712030atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201712030atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201712030atl,atl,CampDe00,def_int,0,,,,,
player,201712030atl,atl,CampDe00,def_int_yds,0,,,,,
player,201712030atl,atl,CampDe00,def_int_td,0,,,,,
player,201712030atl,atl,CampDe00,def_int_long,0,,,,,
player,201712030atl,atl,CampDe00,pass_defended,0,,,,,
player,201712030atl,atl,CampDe00,sacks,0.0,,,,,
player,201712030atl,atl,CampDe00,tackles_combined,6,,,,,
player,201712030atl,atl,CampDe00,tackles_solo,1,,,,,
player,201712030atl,atl,CampDe00,tackles_assists,5,,,,,
player,201712030atl,atl,CampDe00,tackles_loss,0,,,,,
player,201712030atl,atl,CampDe00,qb_hits,0,,,,,
player,201712030atl,atl,CampDe00,fumbles_rec,0,,,,,
player,201712030atl,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,CampDe00,fumbles_forced,0,,,,,
player,201712030atl,atl,BeasVi00,def_int,0,,,,,
player,201712030atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201712030atl,atl,BeasVi00,def_int_td,0,,,,,
player,201712030atl,atl,BeasVi00,def_int_long,0,,,,,
player,201712030atl,atl,BeasVi00,pass_defended,0,,,,,
player,201712030atl,atl,BeasVi00,sacks,0.0,,,,,
player,201712030atl,atl,BeasVi00,tackles_combined,5,,,,,
player,201712030atl,atl,BeasVi00,tackles_solo,5,,,,,
player,201712030atl,atl,BeasVi00,tackles_assists,0,,,,,
player,201712030atl,atl,BeasVi00,tackles_loss,1,,,,,
player,201712030atl,atl,BeasVi00,qb_hits,0,,,,,
player,201712030atl,atl,BeasVi00,fumbles_rec,0,,,,,
player,201712030atl,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,BeasVi00,fumbles_forced,0,,,,,
player,201712030atl,atl,PoexDo00,def_int,0,,,,,
player,201712030atl,atl,PoexDo00,def_int_yds,0,,,,,
player,201712030atl,atl,PoexDo00,def_int_td,0,,,,,
player,201712030atl,atl,PoexDo00,def_int_long,0,,,,,
player,201712030atl,atl,PoexDo00,pass_defended,0,,,,,
player,201712030atl,atl,PoexDo00,sacks,0.0,,,,,
player,201712030atl,atl,PoexDo00,tackles_combined,5,,,,,
player,201712030atl,atl,PoexDo00,tackles_solo,4,,,,,
player,201712030atl,atl,PoexDo00,tackles_assists,1,,,,,
player,201712030atl,atl,PoexDo00,tackles_loss,0,,,,,
player,201712030atl,atl,PoexDo00,qb_hits,0,,,,,
player,201712030atl,atl,PoexDo00,fumbles_rec,0,,,,,
player,201712030atl,atl,PoexDo00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,PoexDo00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,PoexDo00,fumbles_forced,0,,,,,
player,201712030atl,atl,ReynLa00,def_int,0,,,,,
player,201712030atl,atl,ReynLa00,def_int_yds,0,,,,,
player,201712030atl,atl,ReynLa00,def_int_td,0,,,,,
player,201712030atl,atl,ReynLa00,def_int_long,0,,,,,
player,201712030atl,atl,ReynLa00,pass_defended,0,,,,,
player,201712030atl,atl,ReynLa00,sacks,0.0,,,,,
player,201712030atl,atl,ReynLa00,tackles_combined,3,,,,,
player,201712030atl,atl,ReynLa00,tackles_solo,2,,,,,
player,201712030atl,atl,ReynLa00,tackles_assists,1,,,,,
player,201712030atl,atl,ReynLa00,tackles_loss,0,,,,,
player,201712030atl,atl,ReynLa00,qb_hits,0,,,,,
player,201712030atl,atl,ReynLa00,fumbles_rec,0,,,,,
player,201712030atl,atl,ReynLa00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,ReynLa00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,ReynLa00,fumbles_forced,0,,,,,
player,201712030atl,atl,WrehBl00,def_int,0,,,,,
player,201712030atl,atl,WrehBl00,def_int_yds,0,,,,,
player,201712030atl,atl,WrehBl00,def_int_td,0,,,,,
player,201712030atl,atl,WrehBl00,def_int_long,0,,,,,
player,201712030atl,atl,WrehBl00,pass_defended,1,,,,,
player,201712030atl,atl,WrehBl00,sacks,0.0,,,,,
player,201712030atl,atl,WrehBl00,tackles_combined,3,,,,,
player,201712030atl,atl,WrehBl00,tackles_solo,2,,,,,
player,201712030atl,atl,WrehBl00,tackles_assists,1,,,,,
player,201712030atl,atl,WrehBl00,tackles_loss,0,,,,,
player,201712030atl,atl,WrehBl00,qb_hits,0,,,,,
player,201712030atl,atl,WrehBl00,fumbles_rec,0,,,,,
player,201712030atl,atl,WrehBl00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,WrehBl00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,WrehBl00,fumbles_forced,0,,,,,
player,201712030atl,atl,AlfoRo00,def_int,0,,,,,
player,201712030atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201712030atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201712030atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201712030atl,atl,AlfoRo00,pass_defended,1,,,,,
player,201712030atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201712030atl,atl,AlfoRo00,tackles_combined,2,,,,,
player,201712030atl,atl,AlfoRo00,tackles_solo,2,,,,,
player,201712030atl,atl,AlfoRo00,tackles_assists,0,,,,,
player,201712030atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201712030atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201712030atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201712030atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201712030atl,atl,KazeDa00,def_int,0,,,,,
player,201712030atl,atl,KazeDa00,def_int_yds,0,,,,,
player,201712030atl,atl,KazeDa00,def_int_td,0,,,,,
player,201712030atl,atl,KazeDa00,def_int_long,0,,,,,
player,201712030atl,atl,KazeDa00,pass_defended,0,,,,,
player,201712030atl,atl,KazeDa00,sacks,0.0,,,,,
player,201712030atl,atl,KazeDa00,tackles_combined,2,,,,,
player,201712030atl,atl,KazeDa00,tackles_solo,1,,,,,
player,201712030atl,atl,KazeDa00,tackles_assists,1,,,,,
player,201712030atl,atl,KazeDa00,tackles_loss,0,,,,,
player,201712030atl,atl,KazeDa00,qb_hits,0,,,,,
player,201712030atl,atl,KazeDa00,fumbles_rec,0,,,,,
player,201712030atl,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,KazeDa00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,KazeDa00,fumbles_forced,0,,,,,
player,201712030atl,atl,ReedBr00,def_int,0,,,,,
player,201712030atl,atl,ReedBr00,def_int_yds,0,,,,,
player,201712030atl,atl,ReedBr00,def_int_td,0,,,,,
player,201712030atl,atl,ReedBr00,def_int_long,0,,,,,
player,201712030atl,atl,ReedBr00,pass_defended,0,,,,,
player,201712030atl,atl,ReedBr00,sacks,0.0,,,,,
player,201712030atl,atl,ReedBr00,tackles_combined,2,,,,,
player,201712030atl,atl,ReedBr00,tackles_solo,0,,,,,
player,201712030atl,atl,ReedBr00,tackles_assists,2,,,,,
player,201712030atl,atl,ReedBr00,tackles_loss,0,,,,,
player,201712030atl,atl,ReedBr00,qb_hits,0,,,,,
player,201712030atl,atl,ReedBr00,fumbles_rec,0,,,,,
player,201712030atl,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,ReedBr00,fumbles_forced,0,,,,,
player,201712030atl,atl,RubiAh99,def_int,0,,,,,
player,201712030atl,atl,RubiAh99,def_int_yds,0,,,,,
player,201712030atl,atl,RubiAh99,def_int_td,0,,,,,
player,201712030atl,atl,RubiAh99,def_int_long,0,,,,,
player,201712030atl,atl,RubiAh99,pass_defended,0,,,,,
player,201712030atl,atl,RubiAh99,sacks,0.0,,,,,
player,201712030atl,atl,RubiAh99,tackles_combined,2,,,,,
player,201712030atl,atl,RubiAh99,tackles_solo,0,,,,,
player,201712030atl,atl,RubiAh99,tackles_assists,2,,,,,
player,201712030atl,atl,RubiAh99,tackles_loss,0,,,,,
player,201712030atl,atl,RubiAh99,qb_hits,0,,,,,
player,201712030atl,atl,RubiAh99,fumbles_rec,0,,,,,
player,201712030atl,atl,RubiAh99,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,RubiAh99,fumbles_rec_td,0,,,,,
player,201712030atl,atl,RubiAh99,fumbles_forced,0,,,,,
player,201712030atl,atl,ClayAd00,def_int,0,,,,,
player,201712030atl,atl,ClayAd00,def_int_yds,0,,,,,
player,201712030atl,atl,ClayAd00,def_int_td,0,,,,,
player,201712030atl,atl,ClayAd00,def_int_long,0,,,,,
player,201712030atl,atl,ClayAd00,pass_defended,0,,,,,
player,201712030atl,atl,ClayAd00,sacks,0.0,,,,,
player,201712030atl,atl,ClayAd00,tackles_combined,1,,,,,
player,201712030atl,atl,ClayAd00,tackles_solo,1,,,,,
player,201712030atl,atl,ClayAd00,tackles_assists,0,,,,,
player,201712030atl,atl,ClayAd00,tackles_loss,0,,,,,
player,201712030atl,atl,ClayAd00,qb_hits,0,,,,,
player,201712030atl,atl,ClayAd00,fumbles_rec,0,,,,,
player,201712030atl,atl,ClayAd00,fumbles_rec_yds,0,,,,,
player,201712030atl,atl,ClayAd00,fumbles_rec_td,0,,,,,
player,201712030atl,atl,ClayAd00,fumbles_forced,0,,,,,
player,201712030atl,atl,RileDu00,def_int,0,,,,,
player,201712030atl,atl,RileDu00,def_int_yds,0,,,,,
