game,2017,1,20170910,201709100gnb,sea,"Seattle Seahawks",9,gnb,"Green Bay Packers",17
team,201709100gnb,sea,First Downs,12,,,,,,
team,201709100gnb,gnb,First Downs,26,,,,,,
team,201709100gnb,sea,Rush-Yds-TDs,18-90-0,,,,,,
team,201709100gnb,gnb,Rush-Yds-TDs,28-84-1,,,,,,
team,201709100gnb,sea,Cmp-Att-Yd-TD-INT,14-27-158-0-0,,,,,,
team,201709100gnb,gnb,Cmp-Att-Yd-TD-INT,28-42-311-1-1,,,,,,
team,201709100gnb,sea,Sacked-Yards,3-23,,,,,,
team,201709100gnb,gnb,Sacked-Yards,4-25,,,,,,
team,201709100gnb,sea,Net Pass Yards,135,,,,,,
team,201709100gnb,gnb,Net Pass Yards,286,,,,,,
team,201709100gnb,sea,Total Yards,225,,,,,,
team,201709100gnb,gnb,Total Yards,370,,,,,,
team,201709100gnb,sea,Fumbles-Lost,1-1,,,,,,
team,201709100gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201709100gnb,sea,Turnovers,1,,,,,,
team,201709100gnb,gnb,Turnovers,1,,,,,,
team,201709100gnb,sea,Penalties-Yards,8-50,,,,,,
team,201709100gnb,gnb,Penalties-Yards,8-70,,,,,,
team,201709100gnb,sea,Third Down Conv.,3-12,,,,,,
team,201709100gnb,gnb,Third Down Conv.,9-16,,,,,,
team,201709100gnb,sea,Fourth Down Conv.,0-0,,,,,,
team,201709100gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201709100gnb,sea,Time of Possession,20:47,,,,,,
team,201709100gnb,gnb,Time of Possession,39:13,,,,,,
player,201709100gnb,sea,WilsRu00,pass_cmp,14,,,,,
player,201709100gnb,sea,WilsRu00,pass_att,27,,,,,
player,201709100gnb,sea,WilsRu00,pass_yds,158,,,,,
player,201709100gnb,sea,WilsRu00,pass_td,0,,,,,
player,201709100gnb,sea,WilsRu00,pass_int,0,,,,,
player,201709100gnb,sea,WilsRu00,pass_sacked,3,,,,,
player,201709100gnb,sea,WilsRu00,pass_sacked_yds,23,,,,,
player,201709100gnb,sea,WilsRu00,pass_long,34,,,,,
player,201709100gnb,sea,WilsRu00,pass_rating,69.7,,,,,
player,201709100gnb,sea,WilsRu00,rush_att,2,,,,,
player,201709100gnb,sea,WilsRu00,rush_yds,40,,,,,
player,201709100gnb,sea,WilsRu00,rush_td,0,,,,,
player,201709100gnb,sea,WilsRu00,rush_long,29,,,,,
player,201709100gnb,sea,WilsRu00,targets,0,,,,,
player,201709100gnb,sea,WilsRu00,rec,0,,,,,
player,201709100gnb,sea,WilsRu00,rec_yds,0,,,,,
player,201709100gnb,sea,WilsRu00,rec_td,0,,,,,
player,201709100gnb,sea,WilsRu00,rec_long,0,,,,,
player,201709100gnb,sea,WilsRu00,fumbles,1,,,,,
player,201709100gnb,sea,WilsRu00,fumbles_lost,1,,,,,
player,201709100gnb,sea,CarsCh00,pass_cmp,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_att,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_yds,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_td,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_int,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_sacked,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_long,0,,,,,
player,201709100gnb,sea,CarsCh00,pass_rating,,,,,,
player,201709100gnb,sea,CarsCh00,rush_att,6,,,,,
player,201709100gnb,sea,CarsCh00,rush_yds,39,,,,,
player,201709100gnb,sea,CarsCh00,rush_td,0,,,,,
player,201709100gnb,sea,CarsCh00,rush_long,30,,,,,
player,201709100gnb,sea,CarsCh00,targets,1,,,,,
player,201709100gnb,sea,CarsCh00,rec,1,,,,,
player,201709100gnb,sea,CarsCh00,rec_yds,10,,,,,
player,201709100gnb,sea,CarsCh00,rec_td,0,,,,,
player,201709100gnb,sea,CarsCh00,rec_long,10,,,,,
player,201709100gnb,sea,CarsCh00,fumbles,0,,,,,
player,201709100gnb,sea,CarsCh00,fumbles_lost,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_cmp,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_att,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_yds,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_td,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_int,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_sacked,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_long,0,,,,,
player,201709100gnb,sea,ProsC.00,pass_rating,,,,,,
player,201709100gnb,sea,ProsC.00,rush_att,4,,,,,
player,201709100gnb,sea,ProsC.00,rush_yds,11,,,,,
player,201709100gnb,sea,ProsC.00,rush_td,0,,,,,
player,201709100gnb,sea,ProsC.00,rush_long,8,,,,,
player,201709100gnb,sea,ProsC.00,targets,0,,,,,
player,201709100gnb,sea,ProsC.00,rec,0,,,,,
player,201709100gnb,sea,ProsC.00,rec_yds,0,,,,,
player,201709100gnb,sea,ProsC.00,rec_td,0,,,,,
player,201709100gnb,sea,ProsC.00,rec_long,0,,,,,
player,201709100gnb,sea,ProsC.00,fumbles,0,,,,,
player,201709100gnb,sea,ProsC.00,fumbles_lost,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_cmp,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_att,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_yds,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_td,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_int,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_sacked,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_sacked_yds,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_long,0,,,,,
player,201709100gnb,sea,LacyEd00,pass_rating,,,,,,
player,201709100gnb,sea,LacyEd00,rush_att,5,,,,,
player,201709100gnb,sea,LacyEd00,rush_yds,3,,,,,
player,201709100gnb,sea,LacyEd00,rush_td,0,,,,,
player,201709100gnb,sea,LacyEd00,rush_long,6,,,,,
player,201709100gnb,sea,LacyEd00,targets,0,,,,,
player,201709100gnb,sea,LacyEd00,rec,0,,,,,
player,201709100gnb,sea,LacyEd00,rec_yds,0,,,,,
player,201709100gnb,sea,LacyEd00,rec_td,0,,,,,
player,201709100gnb,sea,LacyEd00,rec_long,0,,,,,
player,201709100gnb,sea,LacyEd00,fumbles,0,,,,,
player,201709100gnb,sea,LacyEd00,fumbles_lost,0,,,,,
player,201709100gnb,sea,RichPa01,pass_cmp,0,,,,,
player,201709100gnb,sea,RichPa01,pass_att,0,,,,,
player,201709100gnb,sea,RichPa01,pass_yds,0,,,,,
player,201709100gnb,sea,RichPa01,pass_td,0,,,,,
player,201709100gnb,sea,RichPa01,pass_int,0,,,,,
player,201709100gnb,sea,RichPa01,pass_sacked,0,,,,,
player,201709100gnb,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201709100gnb,sea,RichPa01,pass_long,0,,,,,
player,201709100gnb,sea,RichPa01,pass_rating,,,,,,
player,201709100gnb,sea,RichPa01,rush_att,0,,,,,
player,201709100gnb,sea,RichPa01,rush_yds,0,,,,,
player,201709100gnb,sea,RichPa01,rush_td,0,,,,,
player,201709100gnb,sea,RichPa01,rush_long,0,,,,,
player,201709100gnb,sea,RichPa01,targets,7,,,,,
player,201709100gnb,sea,RichPa01,rec,4,,,,,
player,201709100gnb,sea,RichPa01,rec_yds,59,,,,,
player,201709100gnb,sea,RichPa01,rec_td,0,,,,,
player,201709100gnb,sea,RichPa01,rec_long,28,,,,,
player,201709100gnb,sea,RichPa01,fumbles,0,,,,,
player,201709100gnb,sea,RichPa01,fumbles_lost,0,,,,,
player,201709100gnb,sea,VannNi00,pass_cmp,0,,,,,
player,201709100gnb,sea,VannNi00,pass_att,0,,,,,
player,201709100gnb,sea,VannNi00,pass_yds,0,,,,,
player,201709100gnb,sea,VannNi00,pass_td,0,,,,,
player,201709100gnb,sea,VannNi00,pass_int,0,,,,,
player,201709100gnb,sea,VannNi00,pass_sacked,0,,,,,
player,201709100gnb,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201709100gnb,sea,VannNi00,pass_long,0,,,,,
player,201709100gnb,sea,VannNi00,pass_rating,,,,,,
player,201709100gnb,sea,VannNi00,rush_att,0,,,,,
player,201709100gnb,sea,VannNi00,rush_yds,0,,,,,
player,201709100gnb,sea,VannNi00,rush_td,0,,,,,
player,201709100gnb,sea,VannNi00,rush_long,0,,,,,
player,201709100gnb,sea,VannNi00,targets,1,,,,,
player,201709100gnb,sea,VannNi00,rec,1,,,,,
player,201709100gnb,sea,VannNi00,rec_yds,10,,,,,
player,201709100gnb,sea,VannNi00,rec_td,0,,,,,
player,201709100gnb,sea,VannNi00,rec_long,10,,,,,
player,201709100gnb,sea,VannNi00,fumbles,0,,,,,
player,201709100gnb,sea,VannNi00,fumbles_lost,0,,,,,
player,201709100gnb,sea,GrahJi00,pass_cmp,0,,,,,
player,201709100gnb,sea,GrahJi00,pass_att,0,,,,,
player,201709100gnb,sea,GrahJi00,pass_yds,0,,,,,
player,201709100gnb,sea,GrahJi00,pass_td,0,,,,,
