game,2017,15,20171217,201712170cle,rav,"Baltimore Ravens",27,cle,"Cleveland Browns",10
team,201712170cle,rav,First Downs,23,,,,,,
team,201712170cle,cle,First Downs,15,,,,,,
team,201712170cle,rav,Rush-Yds-TDs,31-97-1,,,,,,
team,201712170cle,cle,Rush-Yds-TDs,19-130-1,,,,,,
team,201712170cle,rav,Cmp-Att-Yd-TD-INT,26-42-288-1-0,,,,,,
team,201712170cle,cle,Cmp-Att-Yd-TD-INT,20-37-146-0-2,,,,,,
team,201712170cle,rav,Sacked-Yards,1-9,,,,,,
team,201712170cle,cle,Sacked-Yards,2-10,,,,,,
team,201712170cle,rav,Net Pass Yards,279,,,,,,
team,201712170cle,cle,Net Pass Yards,136,,,,,,
team,201712170cle,rav,Total Yards,376,,,,,,
team,201712170cle,cle,Total Yards,266,,,,,,
team,201712170cle,rav,Fumbles-Lost,0-0,,,,,,
team,201712170cle,cle,Fumbles-Lost,2-2,,,,,,
team,201712170cle,rav,Turnovers,0,,,,,,
team,201712170cle,cle,Turnovers,4,,,,,,
team,201712170cle,rav,Penalties-Yards,7-57,,,,,,
team,201712170cle,cle,Penalties-Yards,6-35,,,,,,
team,201712170cle,rav,Third Down Conv.,7-16,,,,,,
team,201712170cle,cle,Third Down Conv.,5-14,,,,,,
team,201712170cle,rav,Fourth Down Conv.,0-1,,,,,,
team,201712170cle,cle,Fourth Down Conv.,0-1,,,,,,
team,201712170cle,rav,Time of Possession,36:48,,,,,,
team,201712170cle,cle,Time of Possession,23:12,,,,,,
player,201712170cle,rav,FlacJo00,pass_cmp,26,,,,,
player,201712170cle,rav,FlacJo00,pass_att,42,,,,,
player,201712170cle,rav,FlacJo00,pass_yds,288,,,,,
player,201712170cle,rav,FlacJo00,pass_td,1,,,,,
player,201712170cle,rav,FlacJo00,pass_int,0,,,,,
player,201712170cle,rav,FlacJo00,pass_sacked,1,,,,,
player,201712170cle,rav,FlacJo00,pass_sacked_yds,9,,,,,
player,201712170cle,rav,FlacJo00,pass_long,33,,,,,
player,201712170cle,rav,FlacJo00,pass_rating,90.2,,,,,
player,201712170cle,rav,FlacJo00,rush_att,4,,,,,
player,201712170cle,rav,FlacJo00,rush_yds,3,,,,,
player,201712170cle,rav,FlacJo00,rush_td,1,,,,,
player,201712170cle,rav,FlacJo00,rush_long,3,,,,,
player,201712170cle,rav,FlacJo00,targets,0,,,,,
