game,2017,17,20171231,201712310clt,htx,"Houston Texans",13,clt,"Indianapolis Colts",22
team,201712310clt,htx,First Downs,15,,,,,,
team,201712310clt,clt,First Downs,20,,,,,,
team,201712310clt,htx,Rush-Yds-TDs,27-85-1,,,,,,
team,201712310clt,clt,Rush-Yds-TDs,36-146-1,,,,,,
team,201712310clt,htx,Cmp-Att-Yd-TD-INT,14-24-137-0-1,,,,,,
team,201712310clt,clt,Cmp-Att-Yd-TD-INT,15-25-114-1-0,,,,,,
team,201712310clt,htx,Sacked-Yards,2-13,,,,,,
team,201712310clt,clt,Sacked-Yards,1-10,,,,,,
team,201712310clt,htx,Net Pass Yards,124,,,,,,
team,201712310clt,clt,Net Pass Yards,104,,,,,,
team,201712310clt,htx,Total Yards,209,,,,,,
team,201712310clt,clt,Total Yards,250,,,,,,
team,201712310clt,htx,Fumbles-Lost,0-0,,,,,,
team,201712310clt,clt,Fumbles-Lost,0-0,,,,,,
team,201712310clt,htx,Turnovers,1,,,,,,
team,201712310clt,clt,Turnovers,0,,,,,,
team,201712310clt,htx,Penalties-Yards,7-34,,,,,,
team,201712310clt,clt,Penalties-Yards,4-20,,,,,,
team,201712310clt,htx,Third Down Conv.,5-11,,,,,,
team,201712310clt,clt,Third Down Conv.,6-13,,,,,,
team,201712310clt,htx,Fourth Down Conv.,0-0,,,,,,
team,201712310clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201712310clt,htx,Time of Possession,28:47,,,,,,
team,201712310clt,clt,Time of Possession,31:13,,,,,,
player,201712310clt,htx,YateT.00,pass_cmp,14,,,,,
player,201712310clt,htx,YateT.00,pass_att,24,,,,,
player,201712310clt,htx,YateT.00,pass_yds,137,,,,,
player,201712310clt,htx,YateT.00,pass_td,0,,,,,
player,201712310clt,htx,YateT.00,pass_int,1,,,,,
player,201712310clt,htx,YateT.00,pass_sacked,2,,,,,
player,201712310clt,htx,YateT.00,pass_sacked_yds,13,,,,,
player,201712310clt,htx,YateT.00,pass_long,32,,,,,
player,201712310clt,htx,YateT.00,pass_rating,57.1,,,,,
player,201712310clt,htx,YateT.00,rush_att,1,,,,,
