game,2017,8,20171029,201710290was,dal,"Dallas Cowboys",33,was,"Washington Redskins",19
team,201710290was,dal,First Downs,18,,,,,,
team,201710290was,was,First Downs,16,,,,,,
team,201710290was,dal,Rush-Yds-TDs,39-169-2,,,,,,
team,201710290was,was,Rush-Yds-TDs,15-49-1,,,,,,
team,201710290was,dal,Cmp-Att-Yd-TD-INT,14-22-143-0-0,,,,,,
team,201710290was,was,Cmp-Att-Yd-TD-INT,26-39-263-1-1,,,,,,
team,201710290was,dal,Sacked-Yards,2-5,,,,,,
team,201710290was,was,Sacked-Yards,4-27,,,,,,
team,201710290was,dal,Net Pass Yards,138,,,,,,
team,201710290was,was,Net Pass Yards,236,,,,,,
team,201710290was,dal,Total Yards,307,,,,,,
team,201710290was,was,Total Yards,285,,,,,,
team,201710290was,dal,Fumbles-Lost,1-1,,,,,,
team,201710290was,was,Fumbles-Lost,4-2,,,,,,
team,201710290was,dal,Turnovers,1,,,,,,
team,201710290was,was,Turnovers,3,,,,,,
team,201710290was,dal,Penalties-Yards,8-89,,,,,,
team,201710290was,was,Penalties-Yards,5-32,,,,,,
team,201710290was,dal,Third Down Conv.,5-14,,,,,,
team,201710290was,was,Third Down Conv.,4-13,,,,,,
team,201710290was,dal,Fourth Down Conv.,1-1,,,,,,
team,201710290was,was,Fourth Down Conv.,1-1,,,,,,
team,201710290was,dal,Time of Possession,33:19,,,,,,
team,201710290was,was,Time of Possession,26:41,,,,,,
player,201710290was,dal,PresDa01,pass_cmp,14,,,,,
player,201710290was,dal,PresDa01,pass_att,22,,,,,
player,201710290was,dal,PresDa01,pass_yds,143,,,,,
player,201710290was,dal,PresDa01,pass_td,0,,,,,
player,201710290was,dal,PresDa01,pass_int,0,,,,,
player,201710290was,dal,PresDa01,pass_sacked,2,,,,,
player,201710290was,dal,PresDa01,pass_sacked_yds,5,,,,,
player,201710290was,dal,PresDa01,pass_long,25,,,,,
player,201710290was,dal,PresDa01,pass_rating,82.2,,,,,
player,201710290was,dal,PresDa01,rush_att,3,,,,,
player,201710290was,dal,PresDa01,rush_yds,16,,,,,
player,201710290was,dal,PresDa01,rush_td,0,,,,,
player,201710290was,dal,PresDa01,rush_long,10,,,,,
player,201710290was,dal,PresDa01,targets,0,,,,,
