game,2017,2,20170917,201709170sdg,mia,"Miami Dolphins",19,sdg,"Los Angeles Chargers",17
player,201709170sdg,mia,AlonKi00,def_int_long,0,,,,,
player,201709170sdg,mia,AlonKi00,pass_defended,0,,,,,
player,201709170sdg,mia,AlonKi00,sacks,0.0,,,,,
player,201709170sdg,mia,AlonKi00,tackles_combined,7,,,,,
player,201709170sdg,mia,AlonKi00,tackles_solo,4,,,,,
player,201709170sdg,mia,AlonKi00,tackles_assists,3,,,,,
player,201709170sdg,mia,AlonKi00,tackles_loss,1,,,,,
player,201709170sdg,mia,AlonKi00,qb_hits,0,,,,,
player,201709170sdg,mia,AlonKi00,fumbles_rec,0,,,,,
player,201709170sdg,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,AlonKi00,fumbles_forced,0,,,,,
player,201709170sdg,mia,HowaXa00,def_int,0,,,,,
player,201709170sdg,mia,HowaXa00,def_int_yds,0,,,,,
player,201709170sdg,mia,HowaXa00,def_int_td,0,,,,,
player,201709170sdg,mia,HowaXa00,def_int_long,0,,,,,
player,201709170sdg,mia,HowaXa00,pass_defended,0,,,,,
player,201709170sdg,mia,HowaXa00,sacks,0.0,,,,,
player,201709170sdg,mia,HowaXa00,tackles_combined,7,,,,,
player,201709170sdg,mia,HowaXa00,tackles_solo,6,,,,,
player,201709170sdg,mia,HowaXa00,tackles_assists,1,,,,,
player,201709170sdg,mia,HowaXa00,tackles_loss,0,,,,,
player,201709170sdg,mia,HowaXa00,qb_hits,0,,,,,
player,201709170sdg,mia,HowaXa00,fumbles_rec,0,,,,,
player,201709170sdg,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,HowaXa00,fumbles_forced,0,,,,,
player,201709170sdg,mia,JoneRe99,def_int,0,,,,,
player,201709170sdg,mia,JoneRe99,def_int_yds,0,,,,,
player,201709170sdg,mia,JoneRe99,def_int_td,0,,,,,
player,201709170sdg,mia,JoneRe99,def_int_long,0,,,,,
player,201709170sdg,mia,JoneRe99,pass_defended,0,,,,,
player,201709170sdg,mia,JoneRe99,sacks,0.0,,,,,
player,201709170sdg,mia,JoneRe99,tackles_combined,6,,,,,
player,201709170sdg,mia,JoneRe99,tackles_solo,5,,,,,
player,201709170sdg,mia,JoneRe99,tackles_assists,1,,,,,
player,201709170sdg,mia,JoneRe99,tackles_loss,0,,,,,
player,201709170sdg,mia,JoneRe99,qb_hits,0,,,,,
player,201709170sdg,mia,JoneRe99,fumbles_rec,0,,,,,
player,201709170sdg,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,JoneRe99,fumbles_forced,0,,,,,
player,201709170sdg,mia,AlleNa99,def_int,0,,,,,
player,201709170sdg,mia,AlleNa99,def_int_yds,0,,,,,
player,201709170sdg,mia,AlleNa99,def_int_td,0,,,,,
player,201709170sdg,mia,AlleNa99,def_int_long,0,,,,,
player,201709170sdg,mia,AlleNa99,pass_defended,0,,,,,
player,201709170sdg,mia,AlleNa99,sacks,0.0,,,,,
player,201709170sdg,mia,AlleNa99,tackles_combined,5,,,,,
player,201709170sdg,mia,AlleNa99,tackles_solo,3,,,,,
player,201709170sdg,mia,AlleNa99,tackles_assists,2,,,,,
player,201709170sdg,mia,AlleNa99,tackles_loss,0,,,,,
player,201709170sdg,mia,AlleNa99,qb_hits,0,,,,,
player,201709170sdg,mia,AlleNa99,fumbles_rec,0,,,,,
player,201709170sdg,mia,AlleNa99,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,AlleNa99,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,AlleNa99,fumbles_forced,0,,,,,
player,201709170sdg,mia,AlleCh02,def_int,0,,,,,
player,201709170sdg,mia,AlleCh02,def_int_yds,0,,,,,
player,201709170sdg,mia,AlleCh02,def_int_td,0,,,,,
player,201709170sdg,mia,AlleCh02,def_int_long,0,,,,,
player,201709170sdg,mia,AlleCh02,pass_defended,0,,,,,
player,201709170sdg,mia,AlleCh02,sacks,0.0,,,,,
player,201709170sdg,mia,AlleCh02,tackles_combined,4,,,,,
player,201709170sdg,mia,AlleCh02,tackles_solo,4,,,,,
player,201709170sdg,mia,AlleCh02,tackles_assists,0,,,,,
player,201709170sdg,mia,AlleCh02,tackles_loss,0,,,,,
player,201709170sdg,mia,AlleCh02,qb_hits,0,,,,,
player,201709170sdg,mia,AlleCh02,fumbles_rec,0,,,,,
player,201709170sdg,mia,AlleCh02,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,AlleCh02,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,AlleCh02,fumbles_forced,0,,,,,
player,201709170sdg,mia,MaxwBy00,def_int,0,,,,,
player,201709170sdg,mia,MaxwBy00,def_int_yds,0,,,,,
player,201709170sdg,mia,MaxwBy00,def_int_td,0,,,,,
player,201709170sdg,mia,MaxwBy00,def_int_long,0,,,,,
player,201709170sdg,mia,MaxwBy00,pass_defended,0,,,,,
player,201709170sdg,mia,MaxwBy00,sacks,0.0,,,,,
player,201709170sdg,mia,MaxwBy00,tackles_combined,4,,,,,
player,201709170sdg,mia,MaxwBy00,tackles_solo,4,,,,,
player,201709170sdg,mia,MaxwBy00,tackles_assists,0,,,,,
player,201709170sdg,mia,MaxwBy00,tackles_loss,0,,,,,
player,201709170sdg,mia,MaxwBy00,qb_hits,0,,,,,
player,201709170sdg,mia,MaxwBy00,fumbles_rec,0,,,,,
player,201709170sdg,mia,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,MaxwBy00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,MaxwBy00,fumbles_forced,0,,,,,
player,201709170sdg,mia,SuhxNd99,def_int,0,,,,,
player,201709170sdg,mia,SuhxNd99,def_int_yds,0,,,,,
player,201709170sdg,mia,SuhxNd99,def_int_td,0,,,,,
player,201709170sdg,mia,SuhxNd99,def_int_long,0,,,,,
player,201709170sdg,mia,SuhxNd99,pass_defended,0,,,,,
player,201709170sdg,mia,SuhxNd99,sacks,0.0,,,,,
player,201709170sdg,mia,SuhxNd99,tackles_combined,4,,,,,
player,201709170sdg,mia,SuhxNd99,tackles_solo,2,,,,,
player,201709170sdg,mia,SuhxNd99,tackles_assists,2,,,,,
player,201709170sdg,mia,SuhxNd99,tackles_loss,2,,,,,
player,201709170sdg,mia,SuhxNd99,qb_hits,0,,,,,
player,201709170sdg,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201709170sdg,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201709170sdg,mia,McCaBo01,def_int,0,,,,,
player,201709170sdg,mia,McCaBo01,def_int_yds,0,,,,,
player,201709170sdg,mia,McCaBo01,def_int_td,0,,,,,
player,201709170sdg,mia,McCaBo01,def_int_long,0,,,,,
player,201709170sdg,mia,McCaBo01,pass_defended,0,,,,,
player,201709170sdg,mia,McCaBo01,sacks,0.0,,,,,
player,201709170sdg,mia,McCaBo01,tackles_combined,3,,,,,
player,201709170sdg,mia,McCaBo01,tackles_solo,2,,,,,
player,201709170sdg,mia,McCaBo01,tackles_assists,1,,,,,
player,201709170sdg,mia,McCaBo01,tackles_loss,0,,,,,
player,201709170sdg,mia,McCaBo01,qb_hits,0,,,,,
player,201709170sdg,mia,McCaBo01,fumbles_rec,0,,,,,
player,201709170sdg,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,McCaBo01,fumbles_forced,0,,,,,
player,201709170sdg,mia,PhilJo01,def_int,0,,,,,
player,201709170sdg,mia,PhilJo01,def_int_yds,0,,,,,
player,201709170sdg,mia,PhilJo01,def_int_td,0,,,,,
player,201709170sdg,mia,PhilJo01,def_int_long,0,,,,,
player,201709170sdg,mia,PhilJo01,pass_defended,0,,,,,
player,201709170sdg,mia,PhilJo01,sacks,0.0,,,,,
player,201709170sdg,mia,PhilJo01,tackles_combined,3,,,,,
player,201709170sdg,mia,PhilJo01,tackles_solo,0,,,,,
player,201709170sdg,mia,PhilJo01,tackles_assists,3,,,,,
player,201709170sdg,mia,PhilJo01,tackles_loss,0,,,,,
player,201709170sdg,mia,PhilJo01,qb_hits,0,,,,,
player,201709170sdg,mia,PhilJo01,fumbles_rec,0,,,,,
player,201709170sdg,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,PhilJo01,fumbles_forced,0,,,,,
player,201709170sdg,mia,BranAn00,def_int,0,,,,,
player,201709170sdg,mia,BranAn00,def_int_yds,0,,,,,
player,201709170sdg,mia,BranAn00,def_int_td,0,,,,,
player,201709170sdg,mia,BranAn00,def_int_long,0,,,,,
player,201709170sdg,mia,BranAn00,pass_defended,0,,,,,
player,201709170sdg,mia,BranAn00,sacks,0.0,,,,,
player,201709170sdg,mia,BranAn00,tackles_combined,2,,,,,
player,201709170sdg,mia,BranAn00,tackles_solo,1,,,,,
player,201709170sdg,mia,BranAn00,tackles_assists,1,,,,,
player,201709170sdg,mia,BranAn00,tackles_loss,0,,,,,
player,201709170sdg,mia,BranAn00,qb_hits,0,,,,,
player,201709170sdg,mia,BranAn00,fumbles_rec,0,,,,,
player,201709170sdg,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,BranAn00,fumbles_forced,0,,,,,
player,201709170sdg,mia,GodcDa00,def_int,0,,,,,
player,201709170sdg,mia,GodcDa00,def_int_yds,0,,,,,
player,201709170sdg,mia,GodcDa00,def_int_td,0,,,,,
player,201709170sdg,mia,GodcDa00,def_int_long,0,,,,,
player,201709170sdg,mia,GodcDa00,pass_defended,0,,,,,
player,201709170sdg,mia,GodcDa00,sacks,0.0,,,,,
player,201709170sdg,mia,GodcDa00,tackles_combined,2,,,,,
player,201709170sdg,mia,GodcDa00,tackles_solo,1,,,,,
player,201709170sdg,mia,GodcDa00,tackles_assists,1,,,,,
player,201709170sdg,mia,GodcDa00,tackles_loss,0,,,,,
player,201709170sdg,mia,GodcDa00,qb_hits,1,,,,,
player,201709170sdg,mia,GodcDa00,fumbles_rec,0,,,,,
player,201709170sdg,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,GodcDa00,fumbles_forced,0,,,,,
player,201709170sdg,mia,ThomMi02,def_int,0,,,,,
player,201709170sdg,mia,ThomMi02,def_int_yds,0,,,,,
player,201709170sdg,mia,ThomMi02,def_int_td,0,,,,,
player,201709170sdg,mia,ThomMi02,def_int_long,0,,,,,
player,201709170sdg,mia,ThomMi02,pass_defended,0,,,,,
player,201709170sdg,mia,ThomMi02,sacks,0.0,,,,,
player,201709170sdg,mia,ThomMi02,tackles_combined,2,,,,,
player,201709170sdg,mia,ThomMi02,tackles_solo,2,,,,,
player,201709170sdg,mia,ThomMi02,tackles_assists,0,,,,,
player,201709170sdg,mia,ThomMi02,tackles_loss,0,,,,,
player,201709170sdg,mia,ThomMi02,qb_hits,0,,,,,
player,201709170sdg,mia,ThomMi02,fumbles_rec,0,,,,,
player,201709170sdg,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,ThomMi02,fumbles_forced,0,,,,,
player,201709170sdg,mia,WakeCa00,def_int,0,,,,,
player,201709170sdg,mia,WakeCa00,def_int_yds,0,,,,,
player,201709170sdg,mia,WakeCa00,def_int_td,0,,,,,
player,201709170sdg,mia,WakeCa00,def_int_long,0,,,,,
player,201709170sdg,mia,WakeCa00,pass_defended,0,,,,,
player,201709170sdg,mia,WakeCa00,sacks,0.0,,,,,
player,201709170sdg,mia,WakeCa00,tackles_combined,2,,,,,
player,201709170sdg,mia,WakeCa00,tackles_solo,2,,,,,
player,201709170sdg,mia,WakeCa00,tackles_assists,0,,,,,
player,201709170sdg,mia,WakeCa00,tackles_loss,0,,,,,
player,201709170sdg,mia,WakeCa00,qb_hits,0,,,,,
player,201709170sdg,mia,WakeCa00,fumbles_rec,0,,,,,
player,201709170sdg,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,WakeCa00,fumbles_forced,0,,,,,
player,201709170sdg,mia,DrakKe00,def_int,0,,,,,
player,201709170sdg,mia,DrakKe00,def_int_yds,0,,,,,
player,201709170sdg,mia,DrakKe00,def_int_td,0,,,,,
player,201709170sdg,mia,DrakKe00,def_int_long,0,,,,,
player,201709170sdg,mia,DrakKe00,pass_defended,0,,,,,
player,201709170sdg,mia,DrakKe00,sacks,0.0,,,,,
player,201709170sdg,mia,DrakKe00,tackles_combined,1,,,,,
player,201709170sdg,mia,DrakKe00,tackles_solo,1,,,,,
player,201709170sdg,mia,DrakKe00,tackles_assists,0,,,,,
player,201709170sdg,mia,DrakKe00,tackles_loss,0,,,,,
player,201709170sdg,mia,DrakKe00,qb_hits,0,,,,,
player,201709170sdg,mia,DrakKe00,fumbles_rec,0,,,,,
player,201709170sdg,mia,DrakKe00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,DrakKe00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,DrakKe00,fumbles_forced,0,,,,,
player,201709170sdg,mia,HarrCh03,def_int,0,,,,,
player,201709170sdg,mia,HarrCh03,def_int_yds,0,,,,,
player,201709170sdg,mia,HarrCh03,def_int_td,0,,,,,
player,201709170sdg,mia,HarrCh03,def_int_long,0,,,,,
player,201709170sdg,mia,HarrCh03,pass_defended,0,,,,,
player,201709170sdg,mia,HarrCh03,sacks,0.0,,,,,
player,201709170sdg,mia,HarrCh03,tackles_combined,1,,,,,
player,201709170sdg,mia,HarrCh03,tackles_solo,1,,,,,
player,201709170sdg,mia,HarrCh03,tackles_assists,0,,,,,
player,201709170sdg,mia,HarrCh03,tackles_loss,0,,,,,
player,201709170sdg,mia,HarrCh03,qb_hits,1,,,,,
player,201709170sdg,mia,HarrCh03,fumbles_rec,0,,,,,
player,201709170sdg,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,HarrCh03,fumbles_forced,0,,,,,
player,201709170sdg,mia,MarcJu00,def_int,0,,,,,
player,201709170sdg,mia,MarcJu00,def_int_yds,0,,,,,
player,201709170sdg,mia,MarcJu00,def_int_td,0,,,,,
player,201709170sdg,mia,MarcJu00,def_int_long,0,,,,,
player,201709170sdg,mia,MarcJu00,pass_defended,0,,,,,
player,201709170sdg,mia,MarcJu00,sacks,0.0,,,,,
player,201709170sdg,mia,MarcJu00,tackles_combined,1,,,,,
player,201709170sdg,mia,MarcJu00,tackles_solo,0,,,,,
player,201709170sdg,mia,MarcJu00,tackles_assists,1,,,,,
player,201709170sdg,mia,MarcJu00,tackles_loss,0,,,,,
player,201709170sdg,mia,MarcJu00,qb_hits,0,,,,,
player,201709170sdg,mia,MarcJu00,fumbles_rec,0,,,,,
player,201709170sdg,mia,MarcJu00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,MarcJu00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,MarcJu00,fumbles_forced,0,,,,,
player,201709170sdg,mia,TaylVi00,def_int,0,,,,,
player,201709170sdg,mia,TaylVi00,def_int_yds,0,,,,,
player,201709170sdg,mia,TaylVi00,def_int_td,0,,,,,
player,201709170sdg,mia,TaylVi00,def_int_long,0,,,,,
player,201709170sdg,mia,TaylVi00,pass_defended,0,,,,,
player,201709170sdg,mia,TaylVi00,sacks,0.0,,,,,
player,201709170sdg,mia,TaylVi00,tackles_combined,1,,,,,
player,201709170sdg,mia,TaylVi00,tackles_solo,1,,,,,
player,201709170sdg,mia,TaylVi00,tackles_assists,0,,,,,
player,201709170sdg,mia,TaylVi00,tackles_loss,0,,,,,
player,201709170sdg,mia,TaylVi00,qb_hits,0,,,,,
player,201709170sdg,mia,TaylVi00,fumbles_rec,0,,,,,
player,201709170sdg,mia,TaylVi00,fumbles_rec_yds,0,,,,,
player,201709170sdg,mia,TaylVi00,fumbles_rec_td,0,,,,,
player,201709170sdg,mia,TaylVi00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,IngrMe00,def_int,0,,,,,
player,201709170sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201709170sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201709170sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201709170sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201709170sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201709170sdg,sdg,IngrMe00,tackles_combined,4,,,,,
player,201709170sdg,sdg,IngrMe00,tackles_solo,4,,,,,
player,201709170sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201709170sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201709170sdg,sdg,IngrMe00,qb_hits,2,,,,,
player,201709170sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,McCaCh00,def_int,0,,,,,
player,201709170sdg,sdg,McCaCh00,def_int_yds,0,,,,,
player,201709170sdg,sdg,McCaCh00,def_int_td,0,,,,,
player,201709170sdg,sdg,McCaCh00,def_int_long,0,,,,,
player,201709170sdg,sdg,McCaCh00,pass_defended,0,,,,,
player,201709170sdg,sdg,McCaCh00,sacks,1.0,,,,,
player,201709170sdg,sdg,McCaCh00,tackles_combined,2,,,,,
player,201709170sdg,sdg,McCaCh00,tackles_solo,1,,,,,
player,201709170sdg,sdg,McCaCh00,tackles_assists,1,,,,,
player,201709170sdg,sdg,McCaCh00,tackles_loss,0,,,,,
player,201709170sdg,sdg,McCaCh00,qb_hits,1,,,,,
player,201709170sdg,sdg,McCaCh00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,McCaCh00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,McCaCh00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,McCaCh00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,BrowJa05,def_int,0,,,,,
player,201709170sdg,sdg,BrowJa05,def_int_yds,0,,,,,
player,201709170sdg,sdg,BrowJa05,def_int_td,0,,,,,
player,201709170sdg,sdg,BrowJa05,def_int_long,0,,,,,
player,201709170sdg,sdg,BrowJa05,pass_defended,0,,,,,
player,201709170sdg,sdg,BrowJa05,sacks,0.0,,,,,
player,201709170sdg,sdg,BrowJa05,tackles_combined,12,,,,,
player,201709170sdg,sdg,BrowJa05,tackles_solo,6,,,,,
player,201709170sdg,sdg,BrowJa05,tackles_assists,6,,,,,
player,201709170sdg,sdg,BrowJa05,tackles_loss,1,,,,,
player,201709170sdg,sdg,BrowJa05,qb_hits,0,,,,,
player,201709170sdg,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201709170sdg,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201709170sdg,sdg,PullHa00,def_int,0,,,,,
player,201709170sdg,sdg,PullHa00,def_int_yds,0,,,,,
player,201709170sdg,sdg,PullHa00,def_int_td,0,,,,,
player,201709170sdg,sdg,PullHa00,def_int_long,0,,,,,
player,201709170sdg,sdg,PullHa00,pass_defended,0,,,,,
player,201709170sdg,sdg,PullHa00,sacks,0.0,,,,,
player,201709170sdg,sdg,PullHa00,tackles_combined,10,,,,,
player,201709170sdg,sdg,PullHa00,tackles_solo,7,,,,,
player,201709170sdg,sdg,PullHa00,tackles_assists,3,,,,,
player,201709170sdg,sdg,PullHa00,tackles_loss,1,,,,,
player,201709170sdg,sdg,PullHa00,qb_hits,0,,,,,
player,201709170sdg,sdg,PullHa00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,PullHa00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,BostTr00,def_int,0,,,,,
player,201709170sdg,sdg,BostTr00,def_int_yds,0,,,,,
player,201709170sdg,sdg,BostTr00,def_int_td,0,,,,,
player,201709170sdg,sdg,BostTr00,def_int_long,0,,,,,
player,201709170sdg,sdg,BostTr00,pass_defended,0,,,,,
player,201709170sdg,sdg,BostTr00,sacks,0.0,,,,,
player,201709170sdg,sdg,BostTr00,tackles_combined,9,,,,,
player,201709170sdg,sdg,BostTr00,tackles_solo,6,,,,,
player,201709170sdg,sdg,BostTr00,tackles_assists,3,,,,,
player,201709170sdg,sdg,BostTr00,tackles_loss,0,,,,,
player,201709170sdg,sdg,BostTr00,qb_hits,0,,,,,
player,201709170sdg,sdg,BostTr00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,BostTr00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,AddaJa00,def_int,0,,,,,
player,201709170sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201709170sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201709170sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201709170sdg,sdg,AddaJa00,pass_defended,1,,,,,
player,201709170sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201709170sdg,sdg,AddaJa00,tackles_combined,7,,,,,
player,201709170sdg,sdg,AddaJa00,tackles_solo,6,,,,,
player,201709170sdg,sdg,AddaJa00,tackles_assists,1,,,,,
player,201709170sdg,sdg,AddaJa00,tackles_loss,2,,,,,
player,201709170sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201709170sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,KingDe01,def_int,0,,,,,
player,201709170sdg,sdg,KingDe01,def_int_yds,0,,,,,
player,201709170sdg,sdg,KingDe01,def_int_td,0,,,,,
player,201709170sdg,sdg,KingDe01,def_int_long,0,,,,,
player,201709170sdg,sdg,KingDe01,pass_defended,0,,,,,
player,201709170sdg,sdg,KingDe01,sacks,0.0,,,,,
player,201709170sdg,sdg,KingDe01,tackles_combined,6,,,,,
player,201709170sdg,sdg,KingDe01,tackles_solo,5,,,,,
player,201709170sdg,sdg,KingDe01,tackles_assists,1,,,,,
player,201709170sdg,sdg,KingDe01,tackles_loss,1,,,,,
player,201709170sdg,sdg,KingDe01,qb_hits,0,,,,,
player,201709170sdg,sdg,KingDe01,fumbles_rec,0,,,,,
player,201709170sdg,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,KingDe01,fumbles_forced,0,,,,,
player,201709170sdg,sdg,WillTr05,def_int,0,,,,,
player,201709170sdg,sdg,WillTr05,def_int_yds,0,,,,,
player,201709170sdg,sdg,WillTr05,def_int_td,0,,,,,
player,201709170sdg,sdg,WillTr05,def_int_long,0,,,,,
player,201709170sdg,sdg,WillTr05,pass_defended,2,,,,,
player,201709170sdg,sdg,WillTr05,sacks,0.0,,,,,
player,201709170sdg,sdg,WillTr05,tackles_combined,6,,,,,
player,201709170sdg,sdg,WillTr05,tackles_solo,4,,,,,
player,201709170sdg,sdg,WillTr05,tackles_assists,2,,,,,
player,201709170sdg,sdg,WillTr05,tackles_loss,1,,,,,
player,201709170sdg,sdg,WillTr05,qb_hits,0,,,,,
player,201709170sdg,sdg,WillTr05,fumbles_rec,0,,,,,
player,201709170sdg,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,WillTr05,fumbles_forced,0,,,,,
player,201709170sdg,sdg,BosaJo00,def_int,0,,,,,
player,201709170sdg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201709170sdg,sdg,BosaJo00,def_int_td,0,,,,,
player,201709170sdg,sdg,BosaJo00,def_int_long,0,,,,,
player,201709170sdg,sdg,BosaJo00,pass_defended,0,,,,,
player,201709170sdg,sdg,BosaJo00,sacks,0.0,,,,,
player,201709170sdg,sdg,BosaJo00,tackles_combined,5,,,,,
player,201709170sdg,sdg,BosaJo00,tackles_solo,5,,,,,
player,201709170sdg,sdg,BosaJo00,tackles_assists,0,,,,,
player,201709170sdg,sdg,BosaJo00,tackles_loss,1,,,,,
player,201709170sdg,sdg,BosaJo00,qb_hits,0,,,,,
player,201709170sdg,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,HaywCa00,def_int,0,,,,,
player,201709170sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201709170sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201709170sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201709170sdg,sdg,HaywCa00,pass_defended,0,,,,,
player,201709170sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201709170sdg,sdg,HaywCa00,tackles_combined,5,,,,,
player,201709170sdg,sdg,HaywCa00,tackles_solo,3,,,,,
player,201709170sdg,sdg,HaywCa00,tackles_assists,2,,,,,
player,201709170sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201709170sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201709170sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,EmanKy00,def_int,0,,,,,
player,201709170sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201709170sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201709170sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201709170sdg,sdg,EmanKy00,pass_defended,1,,,,,
player,201709170sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201709170sdg,sdg,EmanKy00,tackles_combined,3,,,,,
player,201709170sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201709170sdg,sdg,EmanKy00,tackles_assists,2,,,,,
player,201709170sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201709170sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201709170sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201709170sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201709170sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201709170sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201709170sdg,sdg,HarrNi00,def_int,0,,,,,
