game,2017,1,20170910,201709100oti,rai,"Oakland Raiders",26,oti,"Tennessee Titans",16
team,201709100oti,rai,First Downs,22,,,,,,
team,201709100oti,oti,First Downs,21,,,,,,
team,201709100oti,rai,Rush-Yds-TDs,29-109-0,,,,,,
team,201709100oti,oti,Rush-Yds-TDs,21-95-1,,,,,,
team,201709100oti,rai,Cmp-Att-Yd-TD-INT,22-32-262-2-0,,,,,,
team,201709100oti,oti,Cmp-Att-Yd-TD-INT,25-41-256-0-0,,,,,,
team,201709100oti,rai,Sacked-Yards,2-12,,,,,,
team,201709100oti,oti,Sacked-Yards,1-1,,,,,,
team,201709100oti,rai,Net Pass Yards,250,,,,,,
team,201709100oti,oti,Net Pass Yards,255,,,,,,
team,201709100oti,rai,Total Yards,359,,,,,,
team,201709100oti,oti,Total Yards,350,,,,,,
team,201709100oti,rai,Fumbles-Lost,3-0,,,,,,
team,201709100oti,oti,Fumbles-Lost,0-0,,,,,,
team,201709100oti,rai,Turnovers,0,,,,,,
team,201709100oti,oti,Turnovers,0,,,,,,
team,201709100oti,rai,Penalties-Yards,5-49,,,,,,
team,201709100oti,oti,Penalties-Yards,5-49,,,,,,
team,201709100oti,rai,Third Down Conv.,5-12,,,,,,
team,201709100oti,oti,Third Down Conv.,7-14,,,,,,
team,201709100oti,rai,Fourth Down Conv.,1-1,,,,,,
team,201709100oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201709100oti,rai,Time of Possession,31:39,,,,,,
team,201709100oti,oti,Time of Possession,28:21,,,,,,
player,201709100oti,rai,CarrDe02,pass_cmp,22,,,,,
player,201709100oti,rai,CarrDe02,pass_att,32,,,,,
player,201709100oti,rai,CarrDe02,pass_yds,262,,,,,
player,201709100oti,rai,CarrDe02,pass_td,2,,,,,
player,201709100oti,rai,CarrDe02,pass_int,0,,,,,
player,201709100oti,rai,CarrDe02,pass_sacked,2,,,,,
player,201709100oti,rai,CarrDe02,pass_sacked_yds,12,,,,,
player,201709100oti,rai,CarrDe02,pass_long,25,,,,,
player,201709100oti,rai,CarrDe02,pass_rating,114.3,,,,,
player,201709100oti,rai,CarrDe02,rush_att,2,,,,,
player,201709100oti,rai,CarrDe02,rush_yds,2,,,,,
player,201709100oti,rai,CarrDe02,rush_td,0,,,,,
player,201709100oti,rai,CarrDe02,rush_long,3,,,,,
player,201709100oti,rai,CarrDe02,targets,0,,,,,
player,201709100oti,rai,CarrDe02,rec,0,,,,,
player,201709100oti,rai,CarrDe02,rec_yds,0,,,,,
player,201709100oti,rai,CarrDe02,rec_td,0,,,,,
player,201709100oti,rai,CarrDe02,rec_long,0,,,,,
