game,2017,8,20171029,201710290cle,min,"Minnesota Vikings",33,cle,"Cleveland Browns",16
player,201710290cle,min,GrifEv99,tackles_assists,0,,,,,
player,201710290cle,min,GrifEv99,tackles_loss,1,,,,,
player,201710290cle,min,GrifEv99,qb_hits,5,,,,,
player,201710290cle,min,GrifEv99,fumbles_rec,0,,,,,
player,201710290cle,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201710290cle,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201710290cle,min,GrifEv99,fumbles_forced,0,,,,,
player,201710290cle,min,KendEr00,def_int,0,,,,,
player,201710290cle,min,KendEr00,def_int_yds,0,,,,,
player,201710290cle,min,KendEr00,def_int_td,0,,,,,
player,201710290cle,min,KendEr00,def_int_long,0,,,,,
player,201710290cle,min,KendEr00,pass_defended,2,,,,,
player,201710290cle,min,KendEr00,sacks,0.0,,,,,
player,201710290cle,min,KendEr00,tackles_combined,9,,,,,
player,201710290cle,min,KendEr00,tackles_solo,8,,,,,
player,201710290cle,min,KendEr00,tackles_assists,1,,,,,
player,201710290cle,min,KendEr00,tackles_loss,1,,,,,
player,201710290cle,min,KendEr00,qb_hits,1,,,,,
player,201710290cle,min,KendEr00,fumbles_rec,0,,,,,
player,201710290cle,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,KendEr00,fumbles_rec_td,0,,,,,
player,201710290cle,min,KendEr00,fumbles_forced,0,,,,,
player,201710290cle,min,SmitHa00,def_int,0,,,,,
player,201710290cle,min,SmitHa00,def_int_yds,0,,,,,
player,201710290cle,min,SmitHa00,def_int_td,0,,,,,
player,201710290cle,min,SmitHa00,def_int_long,0,,,,,
player,201710290cle,min,SmitHa00,pass_defended,0,,,,,
player,201710290cle,min,SmitHa00,sacks,0.0,,,,,
player,201710290cle,min,SmitHa00,tackles_combined,7,,,,,
player,201710290cle,min,SmitHa00,tackles_solo,7,,,,,
player,201710290cle,min,SmitHa00,tackles_assists,0,,,,,
player,201710290cle,min,SmitHa00,tackles_loss,1,,,,,
player,201710290cle,min,SmitHa00,qb_hits,0,,,,,
player,201710290cle,min,SmitHa00,fumbles_rec,0,,,,,
player,201710290cle,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201710290cle,min,SmitHa00,fumbles_forced,0,,,,,
player,201710290cle,min,BarrAn00,def_int,0,,,,,
player,201710290cle,min,BarrAn00,def_int_yds,0,,,,,
player,201710290cle,min,BarrAn00,def_int_td,0,,,,,
player,201710290cle,min,BarrAn00,def_int_long,0,,,,,
player,201710290cle,min,BarrAn00,pass_defended,1,,,,,
player,201710290cle,min,BarrAn00,sacks,0.0,,,,,
player,201710290cle,min,BarrAn00,tackles_combined,4,,,,,
player,201710290cle,min,BarrAn00,tackles_solo,4,,,,,
player,201710290cle,min,BarrAn00,tackles_assists,0,,,,,
player,201710290cle,min,BarrAn00,tackles_loss,0,,,,,
player,201710290cle,min,BarrAn00,qb_hits,0,,,,,
player,201710290cle,min,BarrAn00,fumbles_rec,0,,,,,
player,201710290cle,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201710290cle,min,BarrAn00,fumbles_forced,0,,,,,
player,201710290cle,min,GedeBe00,def_int,0,,,,,
player,201710290cle,min,GedeBe00,def_int_yds,0,,,,,
player,201710290cle,min,GedeBe00,def_int_td,0,,,,,
player,201710290cle,min,GedeBe00,def_int_long,0,,,,,
player,201710290cle,min,GedeBe00,pass_defended,0,,,,,
player,201710290cle,min,GedeBe00,sacks,0.0,,,,,
player,201710290cle,min,GedeBe00,tackles_combined,4,,,,,
player,201710290cle,min,GedeBe00,tackles_solo,4,,,,,
player,201710290cle,min,GedeBe00,tackles_assists,0,,,,,
player,201710290cle,min,GedeBe00,tackles_loss,0,,,,,
player,201710290cle,min,GedeBe00,qb_hits,0,,,,,
player,201710290cle,min,GedeBe00,fumbles_rec,0,,,,,
player,201710290cle,min,GedeBe00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,GedeBe00,fumbles_rec_td,0,,,,,
player,201710290cle,min,GedeBe00,fumbles_forced,0,,,,,
player,201710290cle,min,RhodXa00,def_int,0,,,,,
player,201710290cle,min,RhodXa00,def_int_yds,0,,,,,
player,201710290cle,min,RhodXa00,def_int_td,0,,,,,
player,201710290cle,min,RhodXa00,def_int_long,0,,,,,
player,201710290cle,min,RhodXa00,pass_defended,1,,,,,
player,201710290cle,min,RhodXa00,sacks,0.0,,,,,
player,201710290cle,min,RhodXa00,tackles_combined,4,,,,,
player,201710290cle,min,RhodXa00,tackles_solo,3,,,,,
player,201710290cle,min,RhodXa00,tackles_assists,1,,,,,
player,201710290cle,min,RhodXa00,tackles_loss,0,,,,,
player,201710290cle,min,RhodXa00,qb_hits,0,,,,,
player,201710290cle,min,RhodXa00,fumbles_rec,0,,,,,
player,201710290cle,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201710290cle,min,RhodXa00,fumbles_forced,0,,,,,
player,201710290cle,min,HarrAn01,def_int,0,,,,,
player,201710290cle,min,HarrAn01,def_int_yds,0,,,,,
player,201710290cle,min,HarrAn01,def_int_td,0,,,,,
player,201710290cle,min,HarrAn01,def_int_long,0,,,,,
player,201710290cle,min,HarrAn01,pass_defended,0,,,,,
player,201710290cle,min,HarrAn01,sacks,0.0,,,,,
player,201710290cle,min,HarrAn01,tackles_combined,3,,,,,
player,201710290cle,min,HarrAn01,tackles_solo,3,,,,,
player,201710290cle,min,HarrAn01,tackles_assists,0,,,,,
player,201710290cle,min,HarrAn01,tackles_loss,0,,,,,
player,201710290cle,min,HarrAn01,qb_hits,0,,,,,
player,201710290cle,min,HarrAn01,fumbles_rec,1,,,,,
player,201710290cle,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201710290cle,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201710290cle,min,HarrAn01,fumbles_forced,0,,,,,
player,201710290cle,min,AlexMa01,def_int,0,,,,,
player,201710290cle,min,AlexMa01,def_int_yds,0,,,,,
player,201710290cle,min,AlexMa01,def_int_td,0,,,,,
player,201710290cle,min,AlexMa01,def_int_long,0,,,,,
player,201710290cle,min,AlexMa01,pass_defended,0,,,,,
player,201710290cle,min,AlexMa01,sacks,0.0,,,,,
player,201710290cle,min,AlexMa01,tackles_combined,2,,,,,
player,201710290cle,min,AlexMa01,tackles_solo,2,,,,,
player,201710290cle,min,AlexMa01,tackles_assists,0,,,,,
player,201710290cle,min,AlexMa01,tackles_loss,0,,,,,
player,201710290cle,min,AlexMa01,qb_hits,0,,,,,
player,201710290cle,min,AlexMa01,fumbles_rec,0,,,,,
player,201710290cle,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201710290cle,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201710290cle,min,AlexMa01,fumbles_forced,0,,,,,
player,201710290cle,min,LamuEm00,def_int,0,,,,,
player,201710290cle,min,LamuEm00,def_int_yds,0,,,,,
player,201710290cle,min,LamuEm00,def_int_td,0,,,,,
player,201710290cle,min,LamuEm00,def_int_long,0,,,,,
player,201710290cle,min,LamuEm00,pass_defended,0,,,,,
player,201710290cle,min,LamuEm00,sacks,0.0,,,,,
player,201710290cle,min,LamuEm00,tackles_combined,2,,,,,
player,201710290cle,min,LamuEm00,tackles_solo,2,,,,,
player,201710290cle,min,LamuEm00,tackles_assists,0,,,,,
player,201710290cle,min,LamuEm00,tackles_loss,0,,,,,
player,201710290cle,min,LamuEm00,qb_hits,0,,,,,
player,201710290cle,min,LamuEm00,fumbles_rec,1,,,,,
player,201710290cle,min,LamuEm00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,LamuEm00,fumbles_rec_td,0,,,,,
player,201710290cle,min,LamuEm00,fumbles_forced,0,,,,,
player,201710290cle,min,WaynTr00,def_int,0,,,,,
player,201710290cle,min,WaynTr00,def_int_yds,0,,,,,
player,201710290cle,min,WaynTr00,def_int_td,0,,,,,
player,201710290cle,min,WaynTr00,def_int_long,0,,,,,
player,201710290cle,min,WaynTr00,pass_defended,3,,,,,
player,201710290cle,min,WaynTr00,sacks,0.0,,,,,
player,201710290cle,min,WaynTr00,tackles_combined,2,,,,,
player,201710290cle,min,WaynTr00,tackles_solo,2,,,,,
player,201710290cle,min,WaynTr00,tackles_assists,0,,,,,
player,201710290cle,min,WaynTr00,tackles_loss,0,,,,,
player,201710290cle,min,WaynTr00,qb_hits,0,,,,,
player,201710290cle,min,WaynTr00,fumbles_rec,0,,,,,
player,201710290cle,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201710290cle,min,WaynTr00,fumbles_forced,0,,,,,
player,201710290cle,min,BrotKe00,def_int,0,,,,,
player,201710290cle,min,BrotKe00,def_int_yds,0,,,,,
player,201710290cle,min,BrotKe00,def_int_td,0,,,,,
player,201710290cle,min,BrotKe00,def_int_long,0,,,,,
player,201710290cle,min,BrotKe00,pass_defended,0,,,,,
player,201710290cle,min,BrotKe00,sacks,0.0,,,,,
player,201710290cle,min,BrotKe00,tackles_combined,1,,,,,
player,201710290cle,min,BrotKe00,tackles_solo,1,,,,,
player,201710290cle,min,BrotKe00,tackles_assists,0,,,,,
player,201710290cle,min,BrotKe00,tackles_loss,0,,,,,
player,201710290cle,min,BrotKe00,qb_hits,0,,,,,
player,201710290cle,min,BrotKe00,fumbles_rec,0,,,,,
player,201710290cle,min,BrotKe00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,BrotKe00,fumbles_rec_td,0,,,,,
player,201710290cle,min,BrotKe00,fumbles_forced,0,,,,,
player,201710290cle,min,HuntDa01,def_int,0,,,,,
player,201710290cle,min,HuntDa01,def_int_yds,0,,,,,
player,201710290cle,min,HuntDa01,def_int_td,0,,,,,
player,201710290cle,min,HuntDa01,def_int_long,0,,,,,
player,201710290cle,min,HuntDa01,pass_defended,0,,,,,
player,201710290cle,min,HuntDa01,sacks,0.0,,,,,
player,201710290cle,min,HuntDa01,tackles_combined,1,,,,,
player,201710290cle,min,HuntDa01,tackles_solo,1,,,,,
player,201710290cle,min,HuntDa01,tackles_assists,0,,,,,
player,201710290cle,min,HuntDa01,tackles_loss,0,,,,,
player,201710290cle,min,HuntDa01,qb_hits,0,,,,,
player,201710290cle,min,HuntDa01,fumbles_rec,0,,,,,
player,201710290cle,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201710290cle,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201710290cle,min,HuntDa01,fumbles_forced,1,,,,,
player,201710290cle,min,KearJa00,def_int,0,,,,,
player,201710290cle,min,KearJa00,def_int_yds,0,,,,,
player,201710290cle,min,KearJa00,def_int_td,0,,,,,
player,201710290cle,min,KearJa00,def_int_long,0,,,,,
player,201710290cle,min,KearJa00,pass_defended,0,,,,,
player,201710290cle,min,KearJa00,sacks,0.0,,,,,
player,201710290cle,min,KearJa00,tackles_combined,1,,,,,
player,201710290cle,min,KearJa00,tackles_solo,1,,,,,
player,201710290cle,min,KearJa00,tackles_assists,0,,,,,
player,201710290cle,min,KearJa00,tackles_loss,0,,,,,
player,201710290cle,min,KearJa00,qb_hits,0,,,,,
player,201710290cle,min,KearJa00,fumbles_rec,0,,,,,
player,201710290cle,min,KearJa00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,KearJa00,fumbles_rec_td,0,,,,,
player,201710290cle,min,KearJa00,fumbles_forced,0,,,,,
player,201710290cle,min,StepSh00,def_int,0,,,,,
player,201710290cle,min,StepSh00,def_int_yds,0,,,,,
player,201710290cle,min,StepSh00,def_int_td,0,,,,,
player,201710290cle,min,StepSh00,def_int_long,0,,,,,
player,201710290cle,min,StepSh00,pass_defended,0,,,,,
player,201710290cle,min,StepSh00,sacks,0.0,,,,,
player,201710290cle,min,StepSh00,tackles_combined,1,,,,,
player,201710290cle,min,StepSh00,tackles_solo,1,,,,,
player,201710290cle,min,StepSh00,tackles_assists,0,,,,,
player,201710290cle,min,StepSh00,tackles_loss,0,,,,,
player,201710290cle,min,StepSh00,qb_hits,0,,,,,
player,201710290cle,min,StepSh00,fumbles_rec,0,,,,,
player,201710290cle,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201710290cle,min,StepSh00,fumbles_rec_td,0,,,,,
player,201710290cle,min,StepSh00,fumbles_forced,0,,,,,
player,201710290cle,min,NewmTe20,def_int,0,,,,,
player,201710290cle,min,NewmTe20,def_int_yds,0,,,,,
player,201710290cle,min,NewmTe20,def_int_td,0,,,,,
player,201710290cle,min,NewmTe20,def_int_long,0,,,,,
player,201710290cle,min,NewmTe20,pass_defended,1,,,,,
player,201710290cle,min,NewmTe20,sacks,0.0,,,,,
player,201710290cle,min,NewmTe20,tackles_combined,0,,,,,
player,201710290cle,min,NewmTe20,tackles_solo,0,,,,,
player,201710290cle,min,NewmTe20,tackles_assists,0,,,,,
player,201710290cle,min,NewmTe20,tackles_loss,0,,,,,
player,201710290cle,min,NewmTe20,qb_hits,0,,,,,
player,201710290cle,min,NewmTe20,fumbles_rec,0,,,,,
player,201710290cle,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201710290cle,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201710290cle,min,NewmTe20,fumbles_forced,0,,,,,
player,201710290cle,cle,SchoJo00,def_int,1,,,,,
player,201710290cle,cle,SchoJo00,def_int_yds,8,,,,,
player,201710290cle,cle,SchoJo00,def_int_td,0,,,,,
player,201710290cle,cle,SchoJo00,def_int_long,8,,,,,
player,201710290cle,cle,SchoJo00,pass_defended,1,,,,,
player,201710290cle,cle,SchoJo00,sacks,0.0,,,,,
player,201710290cle,cle,SchoJo00,tackles_combined,12,,,,,
player,201710290cle,cle,SchoJo00,tackles_solo,11,,,,,
player,201710290cle,cle,SchoJo00,tackles_assists,1,,,,,
player,201710290cle,cle,SchoJo00,tackles_loss,0,,,,,
player,201710290cle,cle,SchoJo00,qb_hits,0,,,,,
player,201710290cle,cle,SchoJo00,fumbles_rec,0,,,,,
player,201710290cle,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,SchoJo00,fumbles_forced,1,,,,,
player,201710290cle,cle,NassCa00,def_int,0,,,,,
player,201710290cle,cle,NassCa00,def_int_yds,0,,,,,
player,201710290cle,cle,NassCa00,def_int_td,0,,,,,
player,201710290cle,cle,NassCa00,def_int_long,0,,,,,
player,201710290cle,cle,NassCa00,pass_defended,2,,,,,
player,201710290cle,cle,NassCa00,sacks,1.0,,,,,
player,201710290cle,cle,NassCa00,tackles_combined,4,,,,,
player,201710290cle,cle,NassCa00,tackles_solo,4,,,,,
player,201710290cle,cle,NassCa00,tackles_assists,0,,,,,
player,201710290cle,cle,NassCa00,tackles_loss,1,,,,,
player,201710290cle,cle,NassCa00,qb_hits,1,,,,,
player,201710290cle,cle,NassCa00,fumbles_rec,0,,,,,
player,201710290cle,cle,NassCa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,NassCa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,NassCa00,fumbles_forced,0,,,,,
player,201710290cle,cle,KirkCh00,def_int,0,,,,,
player,201710290cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201710290cle,cle,KirkCh00,def_int_td,0,,,,,
player,201710290cle,cle,KirkCh00,def_int_long,0,,,,,
player,201710290cle,cle,KirkCh00,pass_defended,1,,,,,
player,201710290cle,cle,KirkCh00,sacks,0.0,,,,,
player,201710290cle,cle,KirkCh00,tackles_combined,8,,,,,
player,201710290cle,cle,KirkCh00,tackles_solo,7,,,,,
player,201710290cle,cle,KirkCh00,tackles_assists,1,,,,,
player,201710290cle,cle,KirkCh00,tackles_loss,1,,,,,
player,201710290cle,cle,KirkCh00,qb_hits,0,,,,,
player,201710290cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201710290cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201710290cle,cle,CampIb00,def_int,0,,,,,
player,201710290cle,cle,CampIb00,def_int_yds,0,,,,,
player,201710290cle,cle,CampIb00,def_int_td,0,,,,,
player,201710290cle,cle,CampIb00,def_int_long,0,,,,,
player,201710290cle,cle,CampIb00,pass_defended,0,,,,,
player,201710290cle,cle,CampIb00,sacks,0.0,,,,,
player,201710290cle,cle,CampIb00,tackles_combined,7,,,,,
player,201710290cle,cle,CampIb00,tackles_solo,7,,,,,
player,201710290cle,cle,CampIb00,tackles_assists,0,,,,,
player,201710290cle,cle,CampIb00,tackles_loss,1,,,,,
player,201710290cle,cle,CampIb00,qb_hits,0,,,,,
player,201710290cle,cle,CampIb00,fumbles_rec,0,,,,,
player,201710290cle,cle,CampIb00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,CampIb00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,CampIb00,fumbles_forced,0,,,,,
player,201710290cle,cle,BoddBr01,def_int,0,,,,,
player,201710290cle,cle,BoddBr01,def_int_yds,0,,,,,
player,201710290cle,cle,BoddBr01,def_int_td,0,,,,,
player,201710290cle,cle,BoddBr01,def_int_long,0,,,,,
player,201710290cle,cle,BoddBr01,pass_defended,1,,,,,
player,201710290cle,cle,BoddBr01,sacks,0.0,,,,,
player,201710290cle,cle,BoddBr01,tackles_combined,6,,,,,
player,201710290cle,cle,BoddBr01,tackles_solo,6,,,,,
player,201710290cle,cle,BoddBr01,tackles_assists,0,,,,,
player,201710290cle,cle,BoddBr01,tackles_loss,0,,,,,
player,201710290cle,cle,BoddBr01,qb_hits,0,,,,,
player,201710290cle,cle,BoddBr01,fumbles_rec,0,,,,,
player,201710290cle,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201710290cle,cle,BoddBr01,fumbles_forced,0,,,,,
player,201710290cle,cle,CollJa00,def_int,0,,,,,
player,201710290cle,cle,CollJa00,def_int_yds,0,,,,,
player,201710290cle,cle,CollJa00,def_int_td,0,,,,,
player,201710290cle,cle,CollJa00,def_int_long,0,,,,,
player,201710290cle,cle,CollJa00,pass_defended,0,,,,,
player,201710290cle,cle,CollJa00,sacks,0.0,,,,,
player,201710290cle,cle,CollJa00,tackles_combined,6,,,,,
player,201710290cle,cle,CollJa00,tackles_solo,6,,,,,
player,201710290cle,cle,CollJa00,tackles_assists,0,,,,,
player,201710290cle,cle,CollJa00,tackles_loss,3,,,,,
player,201710290cle,cle,CollJa00,qb_hits,1,,,,,
player,201710290cle,cle,CollJa00,fumbles_rec,0,,,,,
player,201710290cle,cle,CollJa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,CollJa00,fumbles_forced,0,,,,,
player,201710290cle,cle,TaylJa01,def_int,0,,,,,
player,201710290cle,cle,TaylJa01,def_int_yds,0,,,,,
player,201710290cle,cle,TaylJa01,def_int_td,0,,,,,
player,201710290cle,cle,TaylJa01,def_int_long,0,,,,,
player,201710290cle,cle,TaylJa01,pass_defended,2,,,,,
player,201710290cle,cle,TaylJa01,sacks,0.0,,,,,
player,201710290cle,cle,TaylJa01,tackles_combined,6,,,,,
player,201710290cle,cle,TaylJa01,tackles_solo,5,,,,,
player,201710290cle,cle,TaylJa01,tackles_assists,1,,,,,
player,201710290cle,cle,TaylJa01,tackles_loss,0,,,,,
player,201710290cle,cle,TaylJa01,qb_hits,0,,,,,
player,201710290cle,cle,TaylJa01,fumbles_rec,0,,,,,
player,201710290cle,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201710290cle,cle,TaylJa01,fumbles_forced,0,,,,,
player,201710290cle,cle,KindDe00,def_int,0,,,,,
player,201710290cle,cle,KindDe00,def_int_yds,0,,,,,
player,201710290cle,cle,KindDe00,def_int_td,0,,,,,
player,201710290cle,cle,KindDe00,def_int_long,0,,,,,
player,201710290cle,cle,KindDe00,pass_defended,0,,,,,
player,201710290cle,cle,KindDe00,sacks,0.0,,,,,
player,201710290cle,cle,KindDe00,tackles_combined,3,,,,,
player,201710290cle,cle,KindDe00,tackles_solo,3,,,,,
player,201710290cle,cle,KindDe00,tackles_assists,0,,,,,
player,201710290cle,cle,KindDe00,tackles_loss,2,,,,,
player,201710290cle,cle,KindDe00,qb_hits,0,,,,,
player,201710290cle,cle,KindDe00,fumbles_rec,0,,,,,
player,201710290cle,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,KindDe00,fumbles_forced,0,,,,,
player,201710290cle,cle,ShelDa01,def_int,0,,,,,
player,201710290cle,cle,ShelDa01,def_int_yds,0,,,,,
player,201710290cle,cle,ShelDa01,def_int_td,0,,,,,
player,201710290cle,cle,ShelDa01,def_int_long,0,,,,,
player,201710290cle,cle,ShelDa01,pass_defended,0,,,,,
player,201710290cle,cle,ShelDa01,sacks,0.0,,,,,
player,201710290cle,cle,ShelDa01,tackles_combined,3,,,,,
player,201710290cle,cle,ShelDa01,tackles_solo,2,,,,,
player,201710290cle,cle,ShelDa01,tackles_assists,1,,,,,
player,201710290cle,cle,ShelDa01,tackles_loss,1,,,,,
player,201710290cle,cle,ShelDa01,qb_hits,1,,,,,
player,201710290cle,cle,ShelDa01,fumbles_rec,0,,,,,
player,201710290cle,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201710290cle,cle,ShelDa01,fumbles_forced,0,,,,,
player,201710290cle,cle,BranCa00,def_int,0,,,,,
player,201710290cle,cle,BranCa00,def_int_yds,0,,,,,
player,201710290cle,cle,BranCa00,def_int_td,0,,,,,
player,201710290cle,cle,BranCa00,def_int_long,0,,,,,
player,201710290cle,cle,BranCa00,pass_defended,0,,,,,
player,201710290cle,cle,BranCa00,sacks,0.0,,,,,
player,201710290cle,cle,BranCa00,tackles_combined,2,,,,,
player,201710290cle,cle,BranCa00,tackles_solo,2,,,,,
player,201710290cle,cle,BranCa00,tackles_assists,0,,,,,
player,201710290cle,cle,BranCa00,tackles_loss,0,,,,,
player,201710290cle,cle,BranCa00,qb_hits,0,,,,,
player,201710290cle,cle,BranCa00,fumbles_rec,0,,,,,
player,201710290cle,cle,BranCa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,BranCa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,BranCa00,fumbles_forced,0,,,,,
player,201710290cle,cle,JordMi00,def_int,0,,,,,
player,201710290cle,cle,JordMi00,def_int_yds,0,,,,,
player,201710290cle,cle,JordMi00,def_int_td,0,,,,,
player,201710290cle,cle,JordMi00,def_int_long,0,,,,,
player,201710290cle,cle,JordMi00,pass_defended,1,,,,,
player,201710290cle,cle,JordMi00,sacks,0.0,,,,,
player,201710290cle,cle,JordMi00,tackles_combined,2,,,,,
player,201710290cle,cle,JordMi00,tackles_solo,2,,,,,
player,201710290cle,cle,JordMi00,tackles_assists,0,,,,,
player,201710290cle,cle,JordMi00,tackles_loss,0,,,,,
player,201710290cle,cle,JordMi00,qb_hits,0,,,,,
player,201710290cle,cle,JordMi00,fumbles_rec,0,,,,,
player,201710290cle,cle,JordMi00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,JordMi00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,JordMi00,fumbles_forced,0,,,,,
player,201710290cle,cle,BurgJa01,def_int,0,,,,,
player,201710290cle,cle,BurgJa01,def_int_yds,0,,,,,
player,201710290cle,cle,BurgJa01,def_int_td,0,,,,,
player,201710290cle,cle,BurgJa01,def_int_long,0,,,,,
player,201710290cle,cle,BurgJa01,pass_defended,1,,,,,
player,201710290cle,cle,BurgJa01,sacks,0.0,,,,,
player,201710290cle,cle,BurgJa01,tackles_combined,1,,,,,
player,201710290cle,cle,BurgJa01,tackles_solo,1,,,,,
player,201710290cle,cle,BurgJa01,tackles_assists,0,,,,,
player,201710290cle,cle,BurgJa01,tackles_loss,0,,,,,
player,201710290cle,cle,BurgJa01,qb_hits,0,,,,,
player,201710290cle,cle,BurgJa01,fumbles_rec,0,,,,,
player,201710290cle,cle,BurgJa01,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,BurgJa01,fumbles_rec_td,0,,,,,
player,201710290cle,cle,BurgJa01,fumbles_forced,0,,,,,
player,201710290cle,cle,CoatSa00,def_int,0,,,,,
player,201710290cle,cle,CoatSa00,def_int_yds,0,,,,,
player,201710290cle,cle,CoatSa00,def_int_td,0,,,,,
player,201710290cle,cle,CoatSa00,def_int_long,0,,,,,
player,201710290cle,cle,CoatSa00,pass_defended,0,,,,,
player,201710290cle,cle,CoatSa00,sacks,0.0,,,,,
player,201710290cle,cle,CoatSa00,tackles_combined,1,,,,,
player,201710290cle,cle,CoatSa00,tackles_solo,1,,,,,
player,201710290cle,cle,CoatSa00,tackles_assists,0,,,,,
player,201710290cle,cle,CoatSa00,tackles_loss,0,,,,,
player,201710290cle,cle,CoatSa00,qb_hits,0,,,,,
player,201710290cle,cle,CoatSa00,fumbles_rec,0,,,,,
player,201710290cle,cle,CoatSa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,CoatSa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,CoatSa00,fumbles_forced,0,,,,,
player,201710290cle,cle,HughCh01,def_int,0,,,,,
player,201710290cle,cle,HughCh01,def_int_yds,0,,,,,
player,201710290cle,cle,HughCh01,def_int_td,0,,,,,
player,201710290cle,cle,HughCh01,def_int_long,0,,,,,
player,201710290cle,cle,HughCh01,pass_defended,0,,,,,
player,201710290cle,cle,HughCh01,sacks,0.0,,,,,
player,201710290cle,cle,HughCh01,tackles_combined,1,,,,,
player,201710290cle,cle,HughCh01,tackles_solo,1,,,,,
player,201710290cle,cle,HughCh01,tackles_assists,0,,,,,
player,201710290cle,cle,HughCh01,tackles_loss,0,,,,,
player,201710290cle,cle,HughCh01,qb_hits,0,,,,,
player,201710290cle,cle,HughCh01,fumbles_rec,0,,,,,
player,201710290cle,cle,HughCh01,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,HughCh01,fumbles_rec_td,0,,,,,
player,201710290cle,cle,HughCh01,fumbles_forced,0,,,,,
player,201710290cle,cle,McGiT.00,def_int,0,,,,,
player,201710290cle,cle,McGiT.00,def_int_yds,0,,,,,
player,201710290cle,cle,McGiT.00,def_int_td,0,,,,,
player,201710290cle,cle,McGiT.00,def_int_long,0,,,,,
player,201710290cle,cle,McGiT.00,pass_defended,0,,,,,
player,201710290cle,cle,McGiT.00,sacks,0.0,,,,,
player,201710290cle,cle,McGiT.00,tackles_combined,1,,,,,
player,201710290cle,cle,McGiT.00,tackles_solo,1,,,,,
player,201710290cle,cle,McGiT.00,tackles_assists,0,,,,,
player,201710290cle,cle,McGiT.00,tackles_loss,0,,,,,
player,201710290cle,cle,McGiT.00,qb_hits,1,,,,,
player,201710290cle,cle,McGiT.00,fumbles_rec,0,,,,,
player,201710290cle,cle,McGiT.00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,McGiT.00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,McGiT.00,fumbles_forced,0,,,,,
player,201710290cle,cle,VitaDa00,def_int,0,,,,,
player,201710290cle,cle,VitaDa00,def_int_yds,0,,,,,
player,201710290cle,cle,VitaDa00,def_int_td,0,,,,,
player,201710290cle,cle,VitaDa00,def_int_long,0,,,,,
