game,2017,5,20171008,201710080htx,kan,"Kansas City Chiefs",42,htx,"Houston Texans",34
player,201710080htx,kan,KelcTr00,pass_td,0,,,,,
player,201710080htx,kan,KelcTr00,pass_int,0,,,,,
player,201710080htx,kan,KelcTr00,pass_sacked,0,,,,,
player,201710080htx,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201710080htx,kan,KelcTr00,pass_long,0,,,,,
player,201710080htx,kan,KelcTr00,pass_rating,,,,,,
player,201710080htx,kan,KelcTr00,rush_att,0,,,,,
player,201710080htx,kan,KelcTr00,rush_yds,0,,,,,
player,201710080htx,kan,KelcTr00,rush_td,0,,,,,
player,201710080htx,kan,KelcTr00,rush_long,0,,,,,
player,201710080htx,kan,KelcTr00,targets,11,,,,,
player,201710080htx,kan,KelcTr00,rec,8,,,,,
player,201710080htx,kan,KelcTr00,rec_yds,98,,,,,
player,201710080htx,kan,KelcTr00,rec_td,0,,,,,
player,201710080htx,kan,KelcTr00,rec_long,26,,,,,
player,201710080htx,kan,KelcTr00,fumbles,0,,,,,
player,201710080htx,kan,KelcTr00,fumbles_lost,0,,,,,
player,201710080htx,kan,HillTy00,pass_cmp,0,,,,,
player,201710080htx,kan,HillTy00,pass_att,0,,,,,
player,201710080htx,kan,HillTy00,pass_yds,0,,,,,
player,201710080htx,kan,HillTy00,pass_td,0,,,,,
player,201710080htx,kan,HillTy00,pass_int,0,,,,,
player,201710080htx,kan,HillTy00,pass_sacked,0,,,,,
player,201710080htx,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201710080htx,kan,HillTy00,pass_long,0,,,,,
player,201710080htx,kan,HillTy00,pass_rating,,,,,,
player,201710080htx,kan,HillTy00,rush_att,0,,,,,
player,201710080htx,kan,HillTy00,rush_yds,0,,,,,
player,201710080htx,kan,HillTy00,rush_td,0,,,,,
player,201710080htx,kan,HillTy00,rush_long,0,,,,,
player,201710080htx,kan,HillTy00,targets,6,,,,,
player,201710080htx,kan,HillTy00,rec,4,,,,,
player,201710080htx,kan,HillTy00,rec_yds,68,,,,,
player,201710080htx,kan,HillTy00,rec_td,0,,,,,
player,201710080htx,kan,HillTy00,rec_long,38,,,,,
player,201710080htx,kan,HillTy00,fumbles,0,,,,,
player,201710080htx,kan,HillTy00,fumbles_lost,0,,,,,
player,201710080htx,kan,ConlCh00,pass_cmp,0,,,,,
player,201710080htx,kan,ConlCh00,pass_att,0,,,,,
player,201710080htx,kan,ConlCh00,pass_yds,0,,,,,
player,201710080htx,kan,ConlCh00,pass_td,0,,,,,
player,201710080htx,kan,ConlCh00,pass_int,0,,,,,
player,201710080htx,kan,ConlCh00,pass_sacked,0,,,,,
player,201710080htx,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201710080htx,kan,ConlCh00,pass_long,0,,,,,
player,201710080htx,kan,ConlCh00,pass_rating,,,,,,
player,201710080htx,kan,ConlCh00,rush_att,0,,,,,
player,201710080htx,kan,ConlCh00,rush_yds,0,,,,,
player,201710080htx,kan,ConlCh00,rush_td,0,,,,,
player,201710080htx,kan,ConlCh00,rush_long,0,,,,,
player,201710080htx,kan,ConlCh00,targets,3,,,,,
player,201710080htx,kan,ConlCh00,rec,3,,,,,
player,201710080htx,kan,ConlCh00,rec_yds,46,,,,,
player,201710080htx,kan,ConlCh00,rec_td,0,,,,,
player,201710080htx,kan,ConlCh00,rec_long,19,,,,,
player,201710080htx,kan,ConlCh00,fumbles,0,,,,,
player,201710080htx,kan,ConlCh00,fumbles_lost,0,,,,,
player,201710080htx,kan,TravRo00,pass_cmp,0,,,,,
player,201710080htx,kan,TravRo00,pass_att,0,,,,,
player,201710080htx,kan,TravRo00,pass_yds,0,,,,,
player,201710080htx,kan,TravRo00,pass_td,0,,,,,
player,201710080htx,kan,TravRo00,pass_int,0,,,,,
player,201710080htx,kan,TravRo00,pass_sacked,0,,,,,
player,201710080htx,kan,TravRo00,pass_sacked_yds,0,,,,,
player,201710080htx,kan,TravRo00,pass_long,0,,,,,
player,201710080htx,kan,TravRo00,pass_rating,,,,,,
player,201710080htx,kan,TravRo00,rush_att,0,,,,,
player,201710080htx,kan,TravRo00,rush_yds,0,,,,,
player,201710080htx,kan,TravRo00,rush_td,0,,,,,
player,201710080htx,kan,TravRo00,rush_long,0,,,,,
player,201710080htx,kan,TravRo00,targets,2,,,,,
player,201710080htx,kan,TravRo00,rec,2,,,,,
player,201710080htx,kan,TravRo00,rec_yds,26,,,,,
player,201710080htx,kan,TravRo00,rec_td,0,,,,,
player,201710080htx,kan,TravRo00,rec_long,18,,,,,
player,201710080htx,kan,TravRo00,fumbles,1,,,,,
player,201710080htx,kan,TravRo00,fumbles_lost,0,,,,,
player,201710080htx,kan,HarrDe03,pass_cmp,0,,,,,
player,201710080htx,kan,HarrDe03,pass_att,0,,,,,
player,201710080htx,kan,HarrDe03,pass_yds,0,,,,,
player,201710080htx,kan,HarrDe03,pass_td,0,,,,,
player,201710080htx,kan,HarrDe03,pass_int,0,,,,,
player,201710080htx,kan,HarrDe03,pass_sacked,0,,,,,
player,201710080htx,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201710080htx,kan,HarrDe03,pass_long,0,,,,,
player,201710080htx,kan,HarrDe03,pass_rating,,,,,,
player,201710080htx,kan,HarrDe03,rush_att,0,,,,,
player,201710080htx,kan,HarrDe03,rush_yds,0,,,,,
player,201710080htx,kan,HarrDe03,rush_td,0,,,,,
player,201710080htx,kan,HarrDe03,rush_long,0,,,,,
player,201710080htx,kan,HarrDe03,targets,3,,,,,
player,201710080htx,kan,HarrDe03,rec,3,,,,,
player,201710080htx,kan,HarrDe03,rec_yds,21,,,,,
player,201710080htx,kan,HarrDe03,rec_td,0,,,,,
player,201710080htx,kan,HarrDe03,rec_long,11,,,,,
player,201710080htx,kan,HarrDe03,fumbles,0,,,,,
player,201710080htx,kan,HarrDe03,fumbles_lost,0,,,,,
player,201710080htx,kan,WilsAl02,pass_cmp,0,,,,,
player,201710080htx,kan,WilsAl02,pass_att,0,,,,,
player,201710080htx,kan,WilsAl02,pass_yds,0,,,,,
player,201710080htx,kan,WilsAl02,pass_td,0,,,,,
player,201710080htx,kan,WilsAl02,pass_int,0,,,,,
player,201710080htx,kan,WilsAl02,pass_sacked,0,,,,,
player,201710080htx,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201710080htx,kan,WilsAl02,pass_long,0,,,,,
player,201710080htx,kan,WilsAl02,pass_rating,,,,,,
player,201710080htx,kan,WilsAl02,rush_att,0,,,,,
player,201710080htx,kan,WilsAl02,rush_yds,0,,,,,
player,201710080htx,kan,WilsAl02,rush_td,0,,,,,
player,201710080htx,kan,WilsAl02,rush_long,0,,,,,
player,201710080htx,kan,WilsAl02,targets,3,,,,,
player,201710080htx,kan,WilsAl02,rec,2,,,,,
player,201710080htx,kan,WilsAl02,rec_yds,18,,,,,
player,201710080htx,kan,WilsAl02,rec_td,0,,,,,
player,201710080htx,kan,WilsAl02,rec_long,12,,,,,
player,201710080htx,kan,WilsAl02,fumbles,0,,,,,
player,201710080htx,kan,WilsAl02,fumbles_lost,0,,,,,
player,201710080htx,kan,RobiDe01,pass_cmp,0,,,,,
player,201710080htx,kan,RobiDe01,pass_att,0,,,,,
player,201710080htx,kan,RobiDe01,pass_yds,0,,,,,
player,201710080htx,kan,RobiDe01,pass_td,0,,,,,
player,201710080htx,kan,RobiDe01,pass_int,0,,,,,
player,201710080htx,kan,RobiDe01,pass_sacked,0,,,,,
player,201710080htx,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201710080htx,kan,RobiDe01,pass_long,0,,,,,
player,201710080htx,kan,RobiDe01,pass_rating,,,,,,
player,201710080htx,kan,RobiDe01,rush_att,0,,,,,
player,201710080htx,kan,RobiDe01,rush_yds,0,,,,,
player,201710080htx,kan,RobiDe01,rush_td,0,,,,,
player,201710080htx,kan,RobiDe01,rush_long,0,,,,,
player,201710080htx,kan,RobiDe01,targets,1,,,,,
player,201710080htx,kan,RobiDe01,rec,1,,,,,
player,201710080htx,kan,RobiDe01,rec_yds,16,,,,,
player,201710080htx,kan,RobiDe01,rec_td,0,,,,,
player,201710080htx,kan,RobiDe01,rec_long,16,,,,,
player,201710080htx,kan,RobiDe01,fumbles,0,,,,,
player,201710080htx,kan,RobiDe01,fumbles_lost,0,,,,,
player,201710080htx,kan,ThomDe05,pass_cmp,0,,,,,
player,201710080htx,kan,ThomDe05,pass_att,0,,,,,
player,201710080htx,kan,ThomDe05,pass_yds,0,,,,,
player,201710080htx,kan,ThomDe05,pass_td,0,,,,,
player,201710080htx,kan,ThomDe05,pass_int,0,,,,,
player,201710080htx,kan,ThomDe05,pass_sacked,0,,,,,
player,201710080htx,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201710080htx,kan,ThomDe05,pass_long,0,,,,,
player,201710080htx,kan,ThomDe05,pass_rating,,,,,,
player,201710080htx,kan,ThomDe05,rush_att,0,,,,,
player,201710080htx,kan,ThomDe05,rush_yds,0,,,,,
player,201710080htx,kan,ThomDe05,rush_td,0,,,,,
player,201710080htx,kan,ThomDe05,rush_long,0,,,,,
player,201710080htx,kan,ThomDe05,targets,1,,,,,
player,201710080htx,kan,ThomDe05,rec,1,,,,,
player,201710080htx,kan,ThomDe05,rec_yds,10,,,,,
player,201710080htx,kan,ThomDe05,rec_td,1,,,,,
player,201710080htx,kan,ThomDe05,rec_long,10,,,,,
player,201710080htx,kan,ThomDe05,fumbles,0,,,,,
player,201710080htx,kan,ThomDe05,fumbles_lost,0,,,,,
player,201710080htx,kan,SherAn00,pass_cmp,0,,,,,
player,201710080htx,kan,SherAn00,pass_att,0,,,,,
player,201710080htx,kan,SherAn00,pass_yds,0,,,,,
player,201710080htx,kan,SherAn00,pass_td,0,,,,,
player,201710080htx,kan,SherAn00,pass_int,0,,,,,
player,201710080htx,kan,SherAn00,pass_sacked,0,,,,,
player,201710080htx,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201710080htx,kan,SherAn00,pass_long,0,,,,,
player,201710080htx,kan,SherAn00,pass_rating,,,,,,
player,201710080htx,kan,SherAn00,rush_att,0,,,,,
player,201710080htx,kan,SherAn00,rush_yds,0,,,,,
player,201710080htx,kan,SherAn00,rush_td,0,,,,,
player,201710080htx,kan,SherAn00,rush_long,0,,,,,
player,201710080htx,kan,SherAn00,targets,1,,,,,
player,201710080htx,kan,SherAn00,rec,0,,,,,
player,201710080htx,kan,SherAn00,rec_yds,0,,,,,
player,201710080htx,kan,SherAn00,rec_td,0,,,,,
player,201710080htx,kan,SherAn00,rec_long,0,,,,,
player,201710080htx,kan,SherAn00,fumbles,0,,,,,
player,201710080htx,kan,SherAn00,fumbles_lost,0,,,,,
player,201710080htx,htx,WatsDe00,pass_cmp,16,,,,,
player,201710080htx,htx,WatsDe00,pass_att,31,,,,,
player,201710080htx,htx,WatsDe00,pass_yds,261,,,,,
player,201710080htx,htx,WatsDe00,pass_td,5,,,,,
player,201710080htx,htx,WatsDe00,pass_int,0,,,,,
player,201710080htx,htx,WatsDe00,pass_sacked,3,,,,,
player,201710080htx,htx,WatsDe00,pass_sacked_yds,13,,,,,
player,201710080htx,htx,WatsDe00,pass_long,48,,,,,
player,201710080htx,htx,WatsDe00,pass_rating,119.8,,,,,
player,201710080htx,htx,WatsDe00,rush_att,3,,,,,
player,201710080htx,htx,WatsDe00,rush_yds,31,,,,,
player,201710080htx,htx,WatsDe00,rush_td,0,,,,,
player,201710080htx,htx,WatsDe00,rush_long,16,,,,,
player,201710080htx,htx,WatsDe00,targets,0,,,,,
player,201710080htx,htx,WatsDe00,rec,0,,,,,
player,201710080htx,htx,WatsDe00,rec_yds,0,,,,,
player,201710080htx,htx,WatsDe00,rec_td,0,,,,,
player,201710080htx,htx,WatsDe00,rec_long,0,,,,,
player,201710080htx,htx,WatsDe00,fumbles,0,,,,,
player,201710080htx,htx,WatsDe00,fumbles_lost,0,,,,,
player,201710080htx,htx,MillLa01,pass_cmp,0,,,,,
player,201710080htx,htx,MillLa01,pass_att,0,,,,,
player,201710080htx,htx,MillLa01,pass_yds,0,,,,,
player,201710080htx,htx,MillLa01,pass_td,0,,,,,
player,201710080htx,htx,MillLa01,pass_int,0,,,,,
player,201710080htx,htx,MillLa01,pass_sacked,0,,,,,
player,201710080htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201710080htx,htx,MillLa01,pass_long,0,,,,,
player,201710080htx,htx,MillLa01,pass_rating,,,,,,
player,201710080htx,htx,MillLa01,rush_att,15,,,,,
player,201710080htx,htx,MillLa01,rush_yds,74,,,,,
player,201710080htx,htx,MillLa01,rush_td,0,,,,,
player,201710080htx,htx,MillLa01,rush_long,18,,,,,
player,201710080htx,htx,MillLa01,targets,3,,,,,
player,201710080htx,htx,MillLa01,rec,2,,,,,
player,201710080htx,htx,MillLa01,rec_yds,15,,,,,
player,201710080htx,htx,MillLa01,rec_td,0,,,,,
player,201710080htx,htx,MillLa01,rec_long,12,,,,,
player,201710080htx,htx,MillLa01,fumbles,0,,,,,
player,201710080htx,htx,MillLa01,fumbles_lost,0,,,,,
player,201710080htx,htx,ForeDO00,pass_cmp,0,,,,,
player,201710080htx,htx,ForeDO00,pass_att,0,,,,,
player,201710080htx,htx,ForeDO00,pass_yds,0,,,,,
player,201710080htx,htx,ForeDO00,pass_td,0,,,,,
player,201710080htx,htx,ForeDO00,pass_int,0,,,,,
player,201710080htx,htx,ForeDO00,pass_sacked,0,,,,,
player,201710080htx,htx,ForeDO00,pass_sacked_yds,0,,,,,
player,201710080htx,htx,ForeDO00,pass_long,0,,,,,
player,201710080htx,htx,ForeDO00,pass_rating,,,,,,
player,201710080htx,htx,ForeDO00,rush_att,4,,,,,
player,201710080htx,htx,ForeDO00,rush_yds,34,,,,,
player,201710080htx,htx,ForeDO00,rush_td,0,,,,,
player,201710080htx,htx,ForeDO00,rush_long,25,,,,,
player,201710080htx,htx,ForeDO00,targets,1,,,,,
player,201710080htx,htx,ForeDO00,rec,1,,,,,
player,201710080htx,htx,ForeDO00,rec_yds,3,,,,,
player,201710080htx,htx,ForeDO00,rec_td,0,,,,,
player,201710080htx,htx,ForeDO00,rec_long,3,,,,,
player,201710080htx,htx,ForeDO00,fumbles,1,,,,,
player,201710080htx,htx,ForeDO00,fumbles_lost,1,,,,,
player,201710080htx,htx,FullWi01,pass_cmp,0,,,,,
player,201710080htx,htx,FullWi01,pass_att,0,,,,,
player,201710080htx,htx,FullWi01,pass_yds,0,,,,,
player,201710080htx,htx,FullWi01,pass_td,0,,,,,
player,201710080htx,htx,FullWi01,pass_int,0,,,,,
player,201710080htx,htx,FullWi01,pass_sacked,0,,,,,
player,201710080htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201710080htx,htx,FullWi01,pass_long,0,,,,,
player,201710080htx,htx,FullWi01,pass_rating,,,,,,
player,201710080htx,htx,FullWi01,rush_att,1,,,,,
player,201710080htx,htx,FullWi01,rush_yds,5,,,,,
player,201710080htx,htx,FullWi01,rush_td,0,,,,,
player,201710080htx,htx,FullWi01,rush_long,5,,,,,
player,201710080htx,htx,FullWi01,targets,3,,,,,
player,201710080htx,htx,FullWi01,rec,2,,,,,
player,201710080htx,htx,FullWi01,rec_yds,57,,,,,
player,201710080htx,htx,FullWi01,rec_td,2,,,,,
player,201710080htx,htx,FullWi01,rec_long,48,,,,,
player,201710080htx,htx,FullWi01,fumbles,0,,,,,
player,201710080htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201710080htx,htx,AndeSt01,pass_cmp,0,,,,,
player,201710080htx,htx,AndeSt01,pass_att,0,,,,,
player,201710080htx,htx,AndeSt01,pass_yds,0,,,,,
player,201710080htx,htx,AndeSt01,pass_td,0,,,,,
player,201710080htx,htx,AndeSt01,pass_int,0,,,,,
player,201710080htx,htx,AndeSt01,pass_sacked,0,,,,,
player,201710080htx,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201710080htx,htx,AndeSt01,pass_long,0,,,,,
player,201710080htx,htx,AndeSt01,pass_rating,,,,,,
player,201710080htx,htx,AndeSt01,rush_att,0,,,,,
player,201710080htx,htx,AndeSt01,rush_yds,0,,,,,
player,201710080htx,htx,AndeSt01,rush_td,0,,,,,
player,201710080htx,htx,AndeSt01,rush_long,0,,,,,
player,201710080htx,htx,AndeSt01,targets,2,,,,,
player,201710080htx,htx,AndeSt01,rec,2,,,,,
player,201710080htx,htx,AndeSt01,rec_yds,63,,,,,
player,201710080htx,htx,AndeSt01,rec_td,0,,,,,
player,201710080htx,htx,AndeSt01,rec_long,42,,,,,
player,201710080htx,htx,AndeSt01,fumbles,0,,,,,
player,201710080htx,htx,AndeSt01,fumbles_lost,0,,,,,
player,201710080htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201710080htx,htx,HopkDe00,pass_att,0,,,,,
player,201710080htx,htx,HopkDe00,pass_yds,0,,,,,
player,201710080htx,htx,HopkDe00,pass_td,0,,,,,
player,201710080htx,htx,HopkDe00,pass_int,0,,,,,
player,201710080htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201710080htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201710080htx,htx,HopkDe00,pass_long,0,,,,,
player,201710080htx,htx,HopkDe00,pass_rating,,,,,,
player,201710080htx,htx,HopkDe00,rush_att,0,,,,,
player,201710080htx,htx,HopkDe00,rush_yds,0,,,,,
player,201710080htx,htx,HopkDe00,rush_td,0,,,,,
player,201710080htx,htx,HopkDe00,rush_long,0,,,,,
player,201710080htx,htx,HopkDe00,targets,12,,,,,
player,201710080htx,htx,HopkDe00,rec,4,,,,,
player,201710080htx,htx,HopkDe00,rec_yds,52,,,,,
player,201710080htx,htx,HopkDe00,rec_td,3,,,,,
player,201710080htx,htx,HopkDe00,rec_long,34,,,,,
player,201710080htx,htx,HopkDe00,fumbles,0,,,,,
player,201710080htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201710080htx,htx,ElliBr00,pass_cmp,0,,,,,
player,201710080htx,htx,ElliBr00,pass_att,0,,,,,
player,201710080htx,htx,ElliBr00,pass_yds,0,,,,,
player,201710080htx,htx,ElliBr00,pass_td,0,,,,,
player,201710080htx,htx,ElliBr00,pass_int,0,,,,,
player,201710080htx,htx,ElliBr00,pass_sacked,0,,,,,
player,201710080htx,htx,ElliBr00,pass_sacked_yds,0,,,,,
player,201710080htx,htx,ElliBr00,pass_long,0,,,,,
player,201710080htx,htx,ElliBr00,pass_rating,,,,,,
player,201710080htx,htx,ElliBr00,rush_att,0,,,,,
player,201710080htx,htx,ElliBr00,rush_yds,0,,,,,
player,201710080htx,htx,ElliBr00,rush_td,0,,,,,
player,201710080htx,htx,ElliBr00,rush_long,0,,,,,
player,201710080htx,htx,ElliBr00,targets,3,,,,,
player,201710080htx,htx,ElliBr00,rec,2,,,,,
player,201710080htx,htx,ElliBr00,rec_yds,30,,,,,
player,201710080htx,htx,ElliBr00,rec_td,0,,,,,
player,201710080htx,htx,ElliBr00,rec_long,22,,,,,
player,201710080htx,htx,ElliBr00,fumbles,0,,,,,
player,201710080htx,htx,ElliBr00,fumbles_lost,0,,,,,
player,201710080htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201710080htx,htx,GrifRy00,pass_att,0,,,,,
player,201710080htx,htx,GrifRy00,pass_yds,0,,,,,
player,201710080htx,htx,GrifRy00,pass_td,0,,,,,
player,201710080htx,htx,GrifRy00,pass_int,0,,,,,
player,201710080htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201710080htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201710080htx,htx,GrifRy00,pass_long,0,,,,,
player,201710080htx,htx,GrifRy00,pass_rating,,,,,,
player,201710080htx,htx,GrifRy00,rush_att,0,,,,,
player,201710080htx,htx,GrifRy00,rush_yds,0,,,,,
player,201710080htx,htx,GrifRy00,rush_td,0,,,,,
player,201710080htx,htx,GrifRy00,rush_long,0,,,,,
player,201710080htx,htx,GrifRy00,targets,4,,,,,
player,201710080htx,htx,GrifRy00,rec,2,,,,,
player,201710080htx,htx,GrifRy00,rec_yds,22,,,,,
player,201710080htx,htx,GrifRy00,rec_td,0,,,,,
player,201710080htx,htx,GrifRy00,rec_long,13,,,,,
player,201710080htx,htx,GrifRy00,fumbles,0,,,,,
player,201710080htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201710080htx,htx,ThomCh05,pass_cmp,0,,,,,
player,201710080htx,htx,ThomCh05,pass_att,0,,,,,
player,201710080htx,htx,ThomCh05,pass_yds,0,,,,,
player,201710080htx,htx,ThomCh05,pass_td,0,,,,,
player,201710080htx,htx,ThomCh05,pass_int,0,,,,,
player,201710080htx,htx,ThomCh05,pass_sacked,0,,,,,
player,201710080htx,htx,ThomCh05,pass_sacked_yds,0,,,,,
player,201710080htx,htx,ThomCh05,pass_long,0,,,,,
player,201710080htx,htx,ThomCh05,pass_rating,,,,,,
player,201710080htx,htx,ThomCh05,rush_att,0,,,,,
player,201710080htx,htx,ThomCh05,rush_yds,0,,,,,
player,201710080htx,htx,ThomCh05,rush_td,0,,,,,
player,201710080htx,htx,ThomCh05,rush_long,0,,,,,
player,201710080htx,htx,ThomCh05,targets,1,,,,,
player,201710080htx,htx,ThomCh05,rec,1,,,,,
player,201710080htx,htx,ThomCh05,rec_yds,19,,,,,
player,201710080htx,htx,ThomCh05,rec_td,0,,,,,
player,201710080htx,htx,ThomCh05,rec_long,19,,,,,
player,201710080htx,htx,ThomCh05,fumbles,0,,,,,
player,201710080htx,htx,ThomCh05,fumbles_lost,0,,,,,
player,201710080htx,kan,HousJu00,def_int,0,,,,,
player,201710080htx,kan,HousJu00,def_int_yds,0,,,,,
player,201710080htx,kan,HousJu00,def_int_td,0,,,,,
player,201710080htx,kan,HousJu00,def_int_long,0,,,,,
player,201710080htx,kan,HousJu00,pass_defended,0,,,,,
player,201710080htx,kan,HousJu00,sacks,1.5,,,,,
player,201710080htx,kan,HousJu00,tackles_combined,3,,,,,
player,201710080htx,kan,HousJu00,tackles_solo,2,,,,,
player,201710080htx,kan,HousJu00,tackles_assists,1,,,,,
player,201710080htx,kan,HousJu00,tackles_loss,1,,,,,
player,201710080htx,kan,HousJu00,qb_hits,2,,,,,
player,201710080htx,kan,HousJu00,fumbles_rec,0,,,,,
player,201710080htx,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201710080htx,kan,HousJu00,fumbles_rec_td,0,,,,,
