game,2017,17,20171231,201712310sea,crd,"Arizona Cardinals",26,sea,"Seattle Seahawks",24
team,201712310sea,crd,First Downs,19,,,,,,
team,201712310sea,sea,First Downs,13,,,,,,
team,201712310sea,crd,Rush-Yds-TDs,33-116-1,,,,,,
team,201712310sea,sea,Rush-Yds-TDs,22-101-0,,,,,,
team,201712310sea,crd,Cmp-Att-Yd-TD-INT,15-34-145-1-1,,,,,,
team,201712310sea,sea,Cmp-Att-Yd-TD-INT,18-29-221-2-0,,,,,,
team,201712310sea,crd,Sacked-Yards,1-2,,,,,,
team,201712310sea,sea,Sacked-Yards,3-26,,,,,,
team,201712310sea,crd,Net Pass Yards,143,,,,,,
team,201712310sea,sea,Net Pass Yards,195,,,,,,
team,201712310sea,crd,Total Yards,259,,,,,,
team,201712310sea,sea,Total Yards,296,,,,,,
team,201712310sea,crd,Fumbles-Lost,1-0,,,,,,
team,201712310sea,sea,Fumbles-Lost,2-0,,,,,,
team,201712310sea,crd,Turnovers,1,,,,,,
team,201712310sea,sea,Turnovers,0,,,,,,
team,201712310sea,crd,Penalties-Yards,4-25,,,,,,
team,201712310sea,sea,Penalties-Yards,8-100,,,,,,
team,201712310sea,crd,Third Down Conv.,4-14,,,,,,
team,201712310sea,sea,Third Down Conv.,1-12,,,,,,
team,201712310sea,crd,Fourth Down Conv.,0-0,,,,,,
team,201712310sea,sea,Fourth Down Conv.,1-1,,,,,,
team,201712310sea,crd,Time of Possession,32:16,,,,,,
team,201712310sea,sea,Time of Possession,27:44,,,,,,
player,201712310sea,crd,StanDr00,pass_cmp,15,,,,,
player,201712310sea,crd,StanDr00,pass_att,34,,,,,
player,201712310sea,crd,StanDr00,pass_yds,145,,,,,
player,201712310sea,crd,StanDr00,pass_td,1,,,,,
player,201712310sea,crd,StanDr00,pass_int,1,,,,,
player,201712310sea,crd,StanDr00,pass_sacked,1,,,,,
player,201712310sea,crd,StanDr00,pass_sacked_yds,2,,,,,
player,201712310sea,crd,StanDr00,pass_long,25,,,,,
player,201712310sea,crd,StanDr00,pass_rating,54.2,,,,,
player,201712310sea,crd,StanDr00,rush_att,1,,,,,
player,201712310sea,crd,StanDr00,rush_yds,-1,,,,,
player,201712310sea,crd,StanDr00,rush_td,0,,,,,
player,201712310sea,crd,StanDr00,rush_long,-1,,,,,
player,201712310sea,crd,StanDr00,targets,0,,,,,
player,201712310sea,crd,StanDr00,rec,0,,,,,
player,201712310sea,crd,StanDr00,rec_yds,0,,,,,
player,201712310sea,crd,StanDr00,rec_td,0,,,,,
player,201712310sea,crd,StanDr00,rec_long,0,,,,,
player,201712310sea,crd,StanDr00,fumbles,1,,,,,
player,201712310sea,crd,StanDr00,fumbles_lost,0,,,,,
player,201712310sea,crd,WillKe05,pass_cmp,0,,,,,
player,201712310sea,crd,WillKe05,pass_att,0,,,,,
player,201712310sea,crd,WillKe05,pass_yds,0,,,,,
player,201712310sea,crd,WillKe05,pass_td,0,,,,,
player,201712310sea,crd,WillKe05,pass_int,0,,,,,
player,201712310sea,crd,WillKe05,pass_sacked,0,,,,,
player,201712310sea,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201712310sea,crd,WillKe05,pass_long,0,,,,,
player,201712310sea,crd,WillKe05,pass_rating,,,,,,
player,201712310sea,crd,WillKe05,rush_att,23,,,,,
player,201712310sea,crd,WillKe05,rush_yds,75,,,,,
player,201712310sea,crd,WillKe05,rush_td,0,,,,,
player,201712310sea,crd,WillKe05,rush_long,9,,,,,
player,201712310sea,crd,WillKe05,targets,1,,,,,
