game,2017,3,20170924,201709240nwe,htx,"Houston Texans",33,nwe,"New England Patriots",36
player,201709240nwe,nwe,GillMi00,rush_att,12,,,,,
player,201709240nwe,nwe,GillMi00,rush_yds,31,,,,,
player,201709240nwe,nwe,GillMi00,rush_td,0,,,,,
player,201709240nwe,nwe,GillMi00,rush_long,8,,,,,
player,201709240nwe,nwe,GillMi00,targets,0,,,,,
player,201709240nwe,nwe,GillMi00,rec,0,,,,,
player,201709240nwe,nwe,GillMi00,rec_yds,0,,,,,
player,201709240nwe,nwe,GillMi00,rec_td,0,,,,,
player,201709240nwe,nwe,GillMi00,rec_long,0,,,,,
player,201709240nwe,nwe,GillMi00,fumbles,0,,,,,
player,201709240nwe,nwe,GillMi00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201709240nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201709240nwe,nwe,WhitJa02,rush_att,5,,,,,
player,201709240nwe,nwe,WhitJa02,rush_yds,17,,,,,
player,201709240nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201709240nwe,nwe,WhitJa02,rush_long,6,,,,,
player,201709240nwe,nwe,WhitJa02,targets,1,,,,,
player,201709240nwe,nwe,WhitJa02,rec,1,,,,,
player,201709240nwe,nwe,WhitJa02,rec_yds,11,,,,,
player,201709240nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201709240nwe,nwe,WhitJa02,rec_long,11,,,,,
player,201709240nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201709240nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201709240nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201709240nwe,nwe,LewiDi00,rush_att,2,,,,,
player,201709240nwe,nwe,LewiDi00,rush_yds,5,,,,,
player,201709240nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201709240nwe,nwe,LewiDi00,rush_long,3,,,,,
player,201709240nwe,nwe,LewiDi00,targets,3,,,,,
player,201709240nwe,nwe,LewiDi00,rec,3,,,,,
player,201709240nwe,nwe,LewiDi00,rec_yds,12,,,,,
player,201709240nwe,nwe,LewiDi00,rec_td,0,,,,,
player,201709240nwe,nwe,LewiDi00,rec_long,5,,,,,
player,201709240nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201709240nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_cmp,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_att,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_yds,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_td,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_int,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_sacked,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_long,0,,,,,
player,201709240nwe,nwe,CookBr00,pass_rating,,,,,,
player,201709240nwe,nwe,CookBr00,rush_att,0,,,,,
player,201709240nwe,nwe,CookBr00,rush_yds,0,,,,,
player,201709240nwe,nwe,CookBr00,rush_td,0,,,,,
player,201709240nwe,nwe,CookBr00,rush_long,0,,,,,
player,201709240nwe,nwe,CookBr00,targets,7,,,,,
player,201709240nwe,nwe,CookBr00,rec,5,,,,,
player,201709240nwe,nwe,CookBr00,rec_yds,131,,,,,
player,201709240nwe,nwe,CookBr00,rec_td,2,,,,,
player,201709240nwe,nwe,CookBr00,rec_long,44,,,,,
player,201709240nwe,nwe,CookBr00,fumbles,0,,,,,
player,201709240nwe,nwe,CookBr00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_att,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_td,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_int,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_long,0,,,,,
player,201709240nwe,nwe,GronRo00,pass_rating,,,,,,
player,201709240nwe,nwe,GronRo00,rush_att,0,,,,,
player,201709240nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201709240nwe,nwe,GronRo00,rush_td,0,,,,,
player,201709240nwe,nwe,GronRo00,rush_long,0,,,,,
player,201709240nwe,nwe,GronRo00,targets,10,,,,,
player,201709240nwe,nwe,GronRo00,rec,8,,,,,
player,201709240nwe,nwe,GronRo00,rec_yds,89,,,,,
player,201709240nwe,nwe,GronRo00,rec_td,1,,,,,
player,201709240nwe,nwe,GronRo00,rec_long,22,,,,,
player,201709240nwe,nwe,GronRo00,fumbles,1,,,,,
player,201709240nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201709240nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201709240nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201709240nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201709240nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201709240nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201709240nwe,nwe,HogaCh00,targets,6,,,,,
player,201709240nwe,nwe,HogaCh00,rec,4,,,,,
player,201709240nwe,nwe,HogaCh00,rec_yds,68,,,,,
player,201709240nwe,nwe,HogaCh00,rec_td,2,,,,,
player,201709240nwe,nwe,HogaCh00,rec_long,47,,,,,
player,201709240nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201709240nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201709240nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201709240nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201709240nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201709240nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201709240nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201709240nwe,nwe,AmenDa00,targets,5,,,,,
player,201709240nwe,nwe,AmenDa00,rec,3,,,,,
player,201709240nwe,nwe,AmenDa00,rec_yds,48,,,,,
player,201709240nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201709240nwe,nwe,AmenDa00,rec_long,27,,,,,
player,201709240nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201709240nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_cmp,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_att,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_yds,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_td,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_int,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_sacked,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_long,0,,,,,
player,201709240nwe,nwe,HollJa03,pass_rating,,,,,,
player,201709240nwe,nwe,HollJa03,rush_att,0,,,,,
player,201709240nwe,nwe,HollJa03,rush_yds,0,,,,,
player,201709240nwe,nwe,HollJa03,rush_td,0,,,,,
player,201709240nwe,nwe,HollJa03,rush_long,0,,,,,
player,201709240nwe,nwe,HollJa03,targets,1,,,,,
player,201709240nwe,nwe,HollJa03,rec,1,,,,,
player,201709240nwe,nwe,HollJa03,rec_yds,19,,,,,
player,201709240nwe,nwe,HollJa03,rec_td,0,,,,,
player,201709240nwe,nwe,HollJa03,rec_long,19,,,,,
player,201709240nwe,nwe,HollJa03,fumbles,0,,,,,
player,201709240nwe,nwe,HollJa03,fumbles_lost,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_cmp,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_att,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_yds,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_td,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_int,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_sacked,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_long,0,,,,,
player,201709240nwe,nwe,AlleDw00,pass_rating,,,,,,
player,201709240nwe,nwe,AlleDw00,rush_att,0,,,,,
player,201709240nwe,nwe,AlleDw00,rush_yds,0,,,,,
player,201709240nwe,nwe,AlleDw00,rush_td,0,,,,,
player,201709240nwe,nwe,AlleDw00,rush_long,0,,,,,
player,201709240nwe,nwe,AlleDw00,targets,2,,,,,
player,201709240nwe,nwe,AlleDw00,rec,0,,,,,
player,201709240nwe,nwe,AlleDw00,rec_yds,0,,,,,
player,201709240nwe,nwe,AlleDw00,rec_td,0,,,,,
player,201709240nwe,nwe,AlleDw00,rec_long,0,,,,,
player,201709240nwe,nwe,AlleDw00,fumbles,0,,,,,
player,201709240nwe,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201709240nwe,htx,ClowJa00,def_int,0,,,,,
player,201709240nwe,htx,ClowJa00,def_int_yds,0,,,,,
player,201709240nwe,htx,ClowJa00,def_int_td,0,,,,,
player,201709240nwe,htx,ClowJa00,def_int_long,0,,,,,
player,201709240nwe,htx,ClowJa00,pass_defended,0,,,,,
player,201709240nwe,htx,ClowJa00,sacks,2.0,,,,,
player,201709240nwe,htx,ClowJa00,tackles_combined,6,,,,,
player,201709240nwe,htx,ClowJa00,tackles_solo,6,,,,,
player,201709240nwe,htx,ClowJa00,tackles_assists,0,,,,,
player,201709240nwe,htx,ClowJa00,tackles_loss,4,,,,,
player,201709240nwe,htx,ClowJa00,qb_hits,3,,,,,
player,201709240nwe,htx,ClowJa00,fumbles_rec,1,,,,,
player,201709240nwe,htx,ClowJa00,fumbles_rec_yds,22,,,,,
player,201709240nwe,htx,ClowJa00,fumbles_rec_td,1,,,,,
player,201709240nwe,htx,ClowJa00,fumbles_forced,0,,,,,
player,201709240nwe,htx,MercWh00,def_int,0,,,,,
player,201709240nwe,htx,MercWh00,def_int_yds,0,,,,,
player,201709240nwe,htx,MercWh00,def_int_td,0,,,,,
player,201709240nwe,htx,MercWh00,def_int_long,0,,,,,
player,201709240nwe,htx,MercWh00,pass_defended,0,,,,,
player,201709240nwe,htx,MercWh00,sacks,1.0,,,,,
player,201709240nwe,htx,MercWh00,tackles_combined,5,,,,,
player,201709240nwe,htx,MercWh00,tackles_solo,5,,,,,
player,201709240nwe,htx,MercWh00,tackles_assists,0,,,,,
player,201709240nwe,htx,MercWh00,tackles_loss,0,,,,,
player,201709240nwe,htx,MercWh00,qb_hits,1,,,,,
player,201709240nwe,htx,MercWh00,fumbles_rec,0,,,,,
player,201709240nwe,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201709240nwe,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201709240nwe,htx,MercWh00,fumbles_forced,1,,,,,
player,201709240nwe,htx,CoviCh00,def_int,0,,,,,
player,201709240nwe,htx,CoviCh00,def_int_yds,0,,,,,
player,201709240nwe,htx,CoviCh00,def_int_td,0,,,,,
