game,2017,6,20171016,201710160oti,clt,"Indianapolis Colts",22,oti,"Tennessee Titans",36
team,201710160oti,clt,First Downs,18,,,,,,
team,201710160oti,oti,First Downs,25,,,,,,
team,201710160oti,clt,Rush-Yds-TDs,19-85-0,,,,,,
team,201710160oti,oti,Rush-Yds-TDs,34-168-2,,,,,,
team,201710160oti,clt,Cmp-Att-Yd-TD-INT,21-37-212-1-0,,,,,,
team,201710160oti,oti,Cmp-Att-Yd-TD-INT,23-32-306-1-1,,,,,,
team,201710160oti,clt,Sacked-Yards,1-0,,,,,,
team,201710160oti,oti,Sacked-Yards,1-1,,,,,,
team,201710160oti,clt,Net Pass Yards,212,,,,,,
team,201710160oti,oti,Net Pass Yards,305,,,,,,
team,201710160oti,clt,Total Yards,297,,,,,,
team,201710160oti,oti,Total Yards,473,,,,,,
team,201710160oti,clt,Fumbles-Lost,1-1,,,,,,
team,201710160oti,oti,Fumbles-Lost,0-0,,,,,,
team,201710160oti,clt,Turnovers,1,,,,,,
team,201710160oti,oti,Turnovers,1,,,,,,
team,201710160oti,clt,Penalties-Yards,5-51,,,,,,
team,201710160oti,oti,Penalties-Yards,4-45,,,,,,
team,201710160oti,clt,Third Down Conv.,2-9,,,,,,
team,201710160oti,oti,Third Down Conv.,6-13,,,,,,
team,201710160oti,clt,Fourth Down Conv.,0-1,,,,,,
team,201710160oti,oti,Fourth Down Conv.,1-1,,,,,,
team,201710160oti,clt,Time of Possession,24:07,,,,,,
team,201710160oti,oti,Time of Possession,35:53,,,,,,
player,201710160oti,clt,BrisJa00,pass_cmp,21,,,,,
player,201710160oti,clt,BrisJa00,pass_att,37,,,,,
player,201710160oti,clt,BrisJa00,pass_yds,212,,,,,
player,201710160oti,clt,BrisJa00,pass_td,1,,,,,
player,201710160oti,clt,BrisJa00,pass_int,0,,,,,
player,201710160oti,clt,BrisJa00,pass_sacked,1,,,,,
player,201710160oti,clt,BrisJa00,pass_sacked_yds,0,,,,,
player,201710160oti,clt,BrisJa00,pass_long,23,,,,,
player,201710160oti,clt,BrisJa00,pass_rating,82.3,,,,,
player,201710160oti,clt,BrisJa00,rush_att,4,,,,,
player,201710160oti,clt,BrisJa00,rush_yds,15,,,,,
player,201710160oti,clt,BrisJa00,rush_td,0,,,,,
player,201710160oti,clt,BrisJa00,rush_long,7,,,,,
player,201710160oti,clt,BrisJa00,targets,0,,,,,
player,201710160oti,clt,BrisJa00,rec,0,,,,,
player,201710160oti,clt,BrisJa00,rec_yds,0,,,,,
player,201710160oti,clt,BrisJa00,rec_td,0,,,,,
player,201710160oti,clt,BrisJa00,rec_long,0,,,,,
player,201710160oti,clt,BrisJa00,fumbles,0,,,,,
player,201710160oti,clt,BrisJa00,fumbles_lost,0,,,,,
player,201710160oti,clt,GoreFr00,pass_cmp,0,,,,,
player,201710160oti,clt,GoreFr00,pass_att,0,,,,,
player,201710160oti,clt,GoreFr00,pass_yds,0,,,,,
player,201710160oti,clt,GoreFr00,pass_td,0,,,,,
player,201710160oti,clt,GoreFr00,pass_int,0,,,,,
player,201710160oti,clt,GoreFr00,pass_sacked,0,,,,,
player,201710160oti,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201710160oti,clt,GoreFr00,pass_long,0,,,,,
player,201710160oti,clt,GoreFr00,pass_rating,,,,,,
player,201710160oti,clt,GoreFr00,rush_att,10,,,,,
player,201710160oti,clt,GoreFr00,rush_yds,49,,,,,
player,201710160oti,clt,GoreFr00,rush_td,0,,,,,
player,201710160oti,clt,GoreFr00,rush_long,12,,,,,
player,201710160oti,clt,GoreFr00,targets,3,,,,,
player,201710160oti,clt,GoreFr00,rec,2,,,,,
player,201710160oti,clt,GoreFr00,rec_yds,18,,,,,
player,201710160oti,clt,GoreFr00,rec_td,0,,,,,
player,201710160oti,clt,GoreFr00,rec_long,11,,,,,
player,201710160oti,clt,GoreFr00,fumbles,0,,,,,
player,201710160oti,clt,GoreFr00,fumbles_lost,0,,,,,
player,201710160oti,clt,MackMa00,pass_cmp,0,,,,,
player,201710160oti,clt,MackMa00,pass_att,0,,,,,
player,201710160oti,clt,MackMa00,pass_yds,0,,,,,
player,201710160oti,clt,MackMa00,pass_td,0,,,,,
player,201710160oti,clt,MackMa00,pass_int,0,,,,,
player,201710160oti,clt,MackMa00,pass_sacked,0,,,,,
player,201710160oti,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201710160oti,clt,MackMa00,pass_long,0,,,,,
player,201710160oti,clt,MackMa00,pass_rating,,,,,,
player,201710160oti,clt,MackMa00,rush_att,2,,,,,
player,201710160oti,clt,MackMa00,rush_yds,18,,,,,
player,201710160oti,clt,MackMa00,rush_td,0,,,,,
player,201710160oti,clt,MackMa00,rush_long,22,,,,,
player,201710160oti,clt,MackMa00,targets,2,,,,,
player,201710160oti,clt,MackMa00,rec,0,,,,,
player,201710160oti,clt,MackMa00,rec_yds,0,,,,,
player,201710160oti,clt,MackMa00,rec_td,0,,,,,
player,201710160oti,clt,MackMa00,rec_long,0,,,,,
player,201710160oti,clt,MackMa00,fumbles,0,,,,,
player,201710160oti,clt,MackMa00,fumbles_lost,0,,,,,
player,201710160oti,clt,TurbRo00,pass_cmp,0,,,,,
player,201710160oti,clt,TurbRo00,pass_att,0,,,,,
player,201710160oti,clt,TurbRo00,pass_yds,0,,,,,
player,201710160oti,clt,TurbRo00,pass_td,0,,,,,
player,201710160oti,clt,TurbRo00,pass_int,0,,,,,
player,201710160oti,clt,TurbRo00,pass_sacked,0,,,,,
player,201710160oti,clt,TurbRo00,pass_sacked_yds,0,,,,,
player,201710160oti,clt,TurbRo00,pass_long,0,,,,,
player,201710160oti,clt,TurbRo00,pass_rating,,,,,,
player,201710160oti,clt,TurbRo00,rush_att,3,,,,,
player,201710160oti,clt,TurbRo00,rush_yds,3,,,,,
player,201710160oti,clt,TurbRo00,rush_td,0,,,,,
player,201710160oti,clt,TurbRo00,rush_long,5,,,,,
player,201710160oti,clt,TurbRo00,targets,5,,,,,
player,201710160oti,clt,TurbRo00,rec,4,,,,,
player,201710160oti,clt,TurbRo00,rec_yds,37,,,,,
player,201710160oti,clt,TurbRo00,rec_td,0,,,,,
player,201710160oti,clt,TurbRo00,rec_long,16,,,,,
player,201710160oti,clt,TurbRo00,fumbles,0,,,,,
player,201710160oti,clt,TurbRo00,fumbles_lost,0,,,,,
player,201710160oti,clt,MoncDo00,pass_cmp,0,,,,,
player,201710160oti,clt,MoncDo00,pass_att,0,,,,,
player,201710160oti,clt,MoncDo00,pass_yds,0,,,,,
player,201710160oti,clt,MoncDo00,pass_td,0,,,,,
player,201710160oti,clt,MoncDo00,pass_int,0,,,,,
player,201710160oti,clt,MoncDo00,pass_sacked,0,,,,,
