game,2017,2,20170918,201709180nyg,det,"Detroit Lions",24,nyg,"New York Giants",10
player,201709180nyg,det,EbroEr00,pass_rating,,,,,,
player,201709180nyg,det,EbroEr00,rush_att,0,,,,,
player,201709180nyg,det,EbroEr00,rush_yds,0,,,,,
player,201709180nyg,det,EbroEr00,rush_td,0,,,,,
player,201709180nyg,det,EbroEr00,rush_long,0,,,,,
player,201709180nyg,det,EbroEr00,targets,5,,,,,
player,201709180nyg,det,EbroEr00,rec,5,,,,,
player,201709180nyg,det,EbroEr00,rec_yds,42,,,,,
player,201709180nyg,det,EbroEr00,rec_td,1,,,,,
player,201709180nyg,det,EbroEr00,rec_long,17,,,,,
player,201709180nyg,det,EbroEr00,fumbles,0,,,,,
player,201709180nyg,det,EbroEr00,fumbles_lost,0,,,,,
player,201709180nyg,det,JoneMa02,pass_cmp,0,,,,,
player,201709180nyg,det,JoneMa02,pass_att,0,,,,,
player,201709180nyg,det,JoneMa02,pass_yds,0,,,,,
player,201709180nyg,det,JoneMa02,pass_td,0,,,,,
player,201709180nyg,det,JoneMa02,pass_int,0,,,,,
player,201709180nyg,det,JoneMa02,pass_sacked,0,,,,,
player,201709180nyg,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201709180nyg,det,JoneMa02,pass_long,0,,,,,
player,201709180nyg,det,JoneMa02,pass_rating,,,,,,
player,201709180nyg,det,JoneMa02,rush_att,0,,,,,
player,201709180nyg,det,JoneMa02,rush_yds,0,,,,,
player,201709180nyg,det,JoneMa02,rush_td,0,,,,,
player,201709180nyg,det,JoneMa02,rush_long,0,,,,,
player,201709180nyg,det,JoneMa02,targets,5,,,,,
player,201709180nyg,det,JoneMa02,rec,1,,,,,
player,201709180nyg,det,JoneMa02,rec_yds,27,,,,,
player,201709180nyg,det,JoneMa02,rec_td,1,,,,,
player,201709180nyg,det,JoneMa02,rec_long,27,,,,,
player,201709180nyg,det,JoneMa02,fumbles,0,,,,,
player,201709180nyg,det,JoneMa02,fumbles_lost,0,,,,,
player,201709180nyg,det,TateGo00,pass_cmp,0,,,,,
player,201709180nyg,det,TateGo00,pass_att,0,,,,,
player,201709180nyg,det,TateGo00,pass_yds,0,,,,,
player,201709180nyg,det,TateGo00,pass_td,0,,,,,
player,201709180nyg,det,TateGo00,pass_int,0,,,,,
player,201709180nyg,det,TateGo00,pass_sacked,0,,,,,
player,201709180nyg,det,TateGo00,pass_sacked_yds,0,,,,,
player,201709180nyg,det,TateGo00,pass_long,0,,,,,
player,201709180nyg,det,TateGo00,pass_rating,,,,,,
player,201709180nyg,det,TateGo00,rush_att,0,,,,,
player,201709180nyg,det,TateGo00,rush_yds,0,,,,,
player,201709180nyg,det,TateGo00,rush_td,0,,,,,
player,201709180nyg,det,TateGo00,rush_long,0,,,,,
player,201709180nyg,det,TateGo00,targets,4,,,,,
player,201709180nyg,det,TateGo00,rec,4,,,,,
player,201709180nyg,det,TateGo00,rec_yds,25,,,,,
player,201709180nyg,det,TateGo00,rec_td,0,,,,,
player,201709180nyg,det,TateGo00,rec_long,10,,,,,
player,201709180nyg,det,TateGo00,fumbles,0,,,,,
player,201709180nyg,det,TateGo00,fumbles_lost,0,,,,,
player,201709180nyg,det,GollKe00,pass_cmp,0,,,,,
player,201709180nyg,det,GollKe00,pass_att,0,,,,,
player,201709180nyg,det,GollKe00,pass_yds,0,,,,,
player,201709180nyg,det,GollKe00,pass_td,0,,,,,
player,201709180nyg,det,GollKe00,pass_int,0,,,,,
player,201709180nyg,det,GollKe00,pass_sacked,0,,,,,
player,201709180nyg,det,GollKe00,pass_sacked_yds,0,,,,,
player,201709180nyg,det,GollKe00,pass_long,0,,,,,
player,201709180nyg,det,GollKe00,pass_rating,,,,,,
player,201709180nyg,det,GollKe00,rush_att,0,,,,,
player,201709180nyg,det,GollKe00,rush_yds,0,,,,,
player,201709180nyg,det,GollKe00,rush_td,0,,,,,
player,201709180nyg,det,GollKe00,rush_long,0,,,,,
player,201709180nyg,det,GollKe00,targets,3,,,,,
player,201709180nyg,det,GollKe00,rec,1,,,,,
player,201709180nyg,det,GollKe00,rec_yds,8,,,,,
player,201709180nyg,det,GollKe00,rec_td,0,,,,,
player,201709180nyg,det,GollKe00,rec_long,8,,,,,
player,201709180nyg,det,GollKe00,fumbles,0,,,,,
player,201709180nyg,det,GollKe00,fumbles_lost,0,,,,,
player,201709180nyg,det,FellDa01,pass_cmp,0,,,,,
player,201709180nyg,det,FellDa01,pass_att,0,,,,,
player,201709180nyg,det,FellDa01,pass_yds,0,,,,,
player,201709180nyg,det,FellDa01,pass_td,0,,,,,
player,201709180nyg,det,FellDa01,pass_int,0,,,,,
player,201709180nyg,det,FellDa01,pass_sacked,0,,,,,
player,201709180nyg,det,FellDa01,pass_sacked_yds,0,,,,,
player,201709180nyg,det,FellDa01,pass_long,0,,,,,
player,201709180nyg,det,FellDa01,pass_rating,,,,,,
player,201709180nyg,det,FellDa01,rush_att,0,,,,,
player,201709180nyg,det,FellDa01,rush_yds,0,,,,,
player,201709180nyg,det,FellDa01,rush_td,0,,,,,
player,201709180nyg,det,FellDa01,rush_long,0,,,,,
player,201709180nyg,det,FellDa01,targets,1,,,,,
player,201709180nyg,det,FellDa01,rec,1,,,,,
player,201709180nyg,det,FellDa01,rec_yds,3,,,,,
player,201709180nyg,det,FellDa01,rec_td,0,,,,,
player,201709180nyg,det,FellDa01,rec_long,3,,,,,
player,201709180nyg,det,FellDa01,fumbles,0,,,,,
player,201709180nyg,det,FellDa01,fumbles_lost,0,,,,,
player,201709180nyg,nyg,MannEl00,pass_cmp,22,,,,,
player,201709180nyg,nyg,MannEl00,pass_att,32,,,,,
player,201709180nyg,nyg,MannEl00,pass_yds,239,,,,,
player,201709180nyg,nyg,MannEl00,pass_td,1,,,,,
player,201709180nyg,nyg,MannEl00,pass_int,1,,,,,
player,201709180nyg,nyg,MannEl00,pass_sacked,5,,,,,
player,201709180nyg,nyg,MannEl00,pass_sacked_yds,31,,,,,
player,201709180nyg,nyg,MannEl00,pass_long,38,,,,,
player,201709180nyg,nyg,MannEl00,pass_rating,87.9,,,,,
player,201709180nyg,nyg,MannEl00,rush_att,0,,,,,
player,201709180nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201709180nyg,nyg,MannEl00,rush_td,0,,,,,
player,201709180nyg,nyg,MannEl00,rush_long,0,,,,,
player,201709180nyg,nyg,MannEl00,targets,0,,,,,
player,201709180nyg,nyg,MannEl00,rec,0,,,,,
player,201709180nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201709180nyg,nyg,MannEl00,rec_td,0,,,,,
player,201709180nyg,nyg,MannEl00,rec_long,0,,,,,
player,201709180nyg,nyg,MannEl00,fumbles,1,,,,,
player,201709180nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_att,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_td,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_int,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_long,0,,,,,
player,201709180nyg,nyg,VereSh00,pass_rating,,,,,,
player,201709180nyg,nyg,VereSh00,rush_att,6,,,,,
player,201709180nyg,nyg,VereSh00,rush_yds,28,,,,,
player,201709180nyg,nyg,VereSh00,rush_td,0,,,,,
player,201709180nyg,nyg,VereSh00,rush_long,8,,,,,
player,201709180nyg,nyg,VereSh00,targets,3,,,,,
player,201709180nyg,nyg,VereSh00,rec,3,,,,,
player,201709180nyg,nyg,VereSh00,rec_yds,27,,,,,
player,201709180nyg,nyg,VereSh00,rec_td,0,,,,,
player,201709180nyg,nyg,VereSh00,rec_long,20,,,,,
player,201709180nyg,nyg,VereSh00,fumbles,0,,,,,
player,201709180nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_cmp,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_att,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_yds,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_td,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_int,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_sacked,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_long,0,,,,,
player,201709180nyg,nyg,DarkOr00,pass_rating,,,,,,
player,201709180nyg,nyg,DarkOr00,rush_att,3,,,,,
player,201709180nyg,nyg,DarkOr00,rush_yds,17,,,,,
player,201709180nyg,nyg,DarkOr00,rush_td,0,,,,,
player,201709180nyg,nyg,DarkOr00,rush_long,11,,,,,
player,201709180nyg,nyg,DarkOr00,targets,1,,,,,
player,201709180nyg,nyg,DarkOr00,rec,1,,,,,
player,201709180nyg,nyg,DarkOr00,rec_yds,3,,,,,
player,201709180nyg,nyg,DarkOr00,rec_td,0,,,,,
player,201709180nyg,nyg,DarkOr00,rec_long,3,,,,,
player,201709180nyg,nyg,DarkOr00,fumbles,0,,,,,
player,201709180nyg,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_cmp,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_att,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_yds,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_td,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_int,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_sacked,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_long,0,,,,,
player,201709180nyg,nyg,PerkPa00,pass_rating,,,,,,
player,201709180nyg,nyg,PerkPa00,rush_att,7,,,,,
player,201709180nyg,nyg,PerkPa00,rush_yds,10,,,,,
player,201709180nyg,nyg,PerkPa00,rush_td,0,,,,,
player,201709180nyg,nyg,PerkPa00,rush_long,4,,,,,
player,201709180nyg,nyg,PerkPa00,targets,2,,,,,
player,201709180nyg,nyg,PerkPa00,rec,2,,,,,
player,201709180nyg,nyg,PerkPa00,rec_yds,12,,,,,
player,201709180nyg,nyg,PerkPa00,rec_td,0,,,,,
player,201709180nyg,nyg,PerkPa00,rec_long,7,,,,,
player,201709180nyg,nyg,PerkPa00,fumbles,0,,,,,
player,201709180nyg,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201709180nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201709180nyg,nyg,ShepSt00,rush_att,2,,,,,
player,201709180nyg,nyg,ShepSt00,rush_yds,7,,,,,
player,201709180nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201709180nyg,nyg,ShepSt00,rush_long,12,,,,,
player,201709180nyg,nyg,ShepSt00,targets,4,,,,,
player,201709180nyg,nyg,ShepSt00,rec,2,,,,,
player,201709180nyg,nyg,ShepSt00,rec_yds,23,,,,,
player,201709180nyg,nyg,ShepSt00,rec_td,0,,,,,
player,201709180nyg,nyg,ShepSt00,rec_long,12,,,,,
player,201709180nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201709180nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_cmp,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_att,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_yds,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_td,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_int,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_sacked,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_long,0,,,,,
player,201709180nyg,nyg,EngrEv00,pass_rating,,,,,,
player,201709180nyg,nyg,EngrEv00,rush_att,0,,,,,
player,201709180nyg,nyg,EngrEv00,rush_yds,0,,,,,
player,201709180nyg,nyg,EngrEv00,rush_td,0,,,,,
player,201709180nyg,nyg,EngrEv00,rush_long,0,,,,,
player,201709180nyg,nyg,EngrEv00,targets,7,,,,,
player,201709180nyg,nyg,EngrEv00,rec,4,,,,,
player,201709180nyg,nyg,EngrEv00,rec_yds,49,,,,,
player,201709180nyg,nyg,EngrEv00,rec_td,1,,,,,
player,201709180nyg,nyg,EngrEv00,rec_long,18,,,,,
player,201709180nyg,nyg,EngrEv00,fumbles,0,,,,,
player,201709180nyg,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_cmp,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_att,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_yds,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_td,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_int,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_sacked,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_long,0,,,,,
player,201709180nyg,nyg,AdamJe01,pass_rating,,,,,,
player,201709180nyg,nyg,AdamJe01,rush_att,0,,,,,
player,201709180nyg,nyg,AdamJe01,rush_yds,0,,,,,
player,201709180nyg,nyg,AdamJe01,rush_td,0,,,,,
player,201709180nyg,nyg,AdamJe01,rush_long,0,,,,,
player,201709180nyg,nyg,AdamJe01,targets,1,,,,,
player,201709180nyg,nyg,AdamJe01,rec,1,,,,,
player,201709180nyg,nyg,AdamJe01,rec_yds,38,,,,,
player,201709180nyg,nyg,AdamJe01,rec_td,0,,,,,
player,201709180nyg,nyg,AdamJe01,rec_long,38,,,,,
player,201709180nyg,nyg,AdamJe01,fumbles,0,,,,,
player,201709180nyg,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201709180nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201709180nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201709180nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201709180nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201709180nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201709180nyg,nyg,BeckOd00,targets,5,,,,,
player,201709180nyg,nyg,BeckOd00,rec,4,,,,,
player,201709180nyg,nyg,BeckOd00,rec_yds,36,,,,,
player,201709180nyg,nyg,BeckOd00,rec_td,0,,,,,
player,201709180nyg,nyg,BeckOd00,rec_long,16,,,,,
player,201709180nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201709180nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201709180nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201709180nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201709180nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201709180nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201709180nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201709180nyg,nyg,ElliRh00,targets,2,,,,,
player,201709180nyg,nyg,ElliRh00,rec,2,,,,,
player,201709180nyg,nyg,ElliRh00,rec_yds,21,,,,,
player,201709180nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201709180nyg,nyg,ElliRh00,rec_long,12,,,,,
player,201709180nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201709180nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_cmp,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_att,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_yds,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_td,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_int,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_sacked,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_long,0,,,,,
player,201709180nyg,nyg,MarsBr00,pass_rating,,,,,,
player,201709180nyg,nyg,MarsBr00,rush_att,0,,,,,
player,201709180nyg,nyg,MarsBr00,rush_yds,0,,,,,
player,201709180nyg,nyg,MarsBr00,rush_td,0,,,,,
player,201709180nyg,nyg,MarsBr00,rush_long,0,,,,,
player,201709180nyg,nyg,MarsBr00,targets,5,,,,,
player,201709180nyg,nyg,MarsBr00,rec,1,,,,,
player,201709180nyg,nyg,MarsBr00,rec_yds,17,,,,,
player,201709180nyg,nyg,MarsBr00,rec_td,0,,,,,
player,201709180nyg,nyg,MarsBr00,rec_long,17,,,,,
player,201709180nyg,nyg,MarsBr00,fumbles,0,,,,,
player,201709180nyg,nyg,MarsBr00,fumbles_lost,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_cmp,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_att,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_yds,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_td,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_int,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_sacked,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_long,0,,,,,
player,201709180nyg,nyg,LewiRo03,pass_rating,,,,,,
player,201709180nyg,nyg,LewiRo03,rush_att,0,,,,,
player,201709180nyg,nyg,LewiRo03,rush_yds,0,,,,,
player,201709180nyg,nyg,LewiRo03,rush_td,0,,,,,
player,201709180nyg,nyg,LewiRo03,rush_long,0,,,,,
player,201709180nyg,nyg,LewiRo03,targets,2,,,,,
player,201709180nyg,nyg,LewiRo03,rec,2,,,,,
player,201709180nyg,nyg,LewiRo03,rec_yds,13,,,,,
player,201709180nyg,nyg,LewiRo03,rec_td,0,,,,,
player,201709180nyg,nyg,LewiRo03,rec_long,8,,,,,
player,201709180nyg,nyg,LewiRo03,fumbles,0,,,,,
player,201709180nyg,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201709180nyg,det,WhitTa00,def_int,1,,,,,
player,201709180nyg,det,WhitTa00,def_int_yds,18,,,,,
player,201709180nyg,det,WhitTa00,def_int_td,0,,,,,
player,201709180nyg,det,WhitTa00,def_int_long,18,,,,,
player,201709180nyg,det,WhitTa00,pass_defended,1,,,,,
player,201709180nyg,det,WhitTa00,sacks,0.0,,,,,
player,201709180nyg,det,WhitTa00,tackles_combined,8,,,,,
player,201709180nyg,det,WhitTa00,tackles_solo,5,,,,,
player,201709180nyg,det,WhitTa00,tackles_assists,3,,,,,
player,201709180nyg,det,WhitTa00,tackles_loss,1,,,,,
player,201709180nyg,det,WhitTa00,qb_hits,0,,,,,
player,201709180nyg,det,WhitTa00,fumbles_rec,0,,,,,
player,201709180nyg,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201709180nyg,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201709180nyg,det,WhitTa00,fumbles_forced,0,,,,,
player,201709180nyg,det,AnsaEz00,def_int,0,,,,,
player,201709180nyg,det,AnsaEz00,def_int_yds,0,,,,,
player,201709180nyg,det,AnsaEz00,def_int_td,0,,,,,
player,201709180nyg,det,AnsaEz00,def_int_long,0,,,,,
