game,2017,2,20170917,201709170kan,phi,"Philadelphia Eagles",20,kan,"Kansas City Chiefs",27
player,201709170kan,phi,JenkMa99,fumbles_rec,0,,,,,
player,201709170kan,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201709170kan,phi,JenkMa99,fumbles_forced,0,,,,,
player,201709170kan,phi,BradNi00,def_int,0,,,,,
player,201709170kan,phi,BradNi00,def_int_yds,0,,,,,
player,201709170kan,phi,BradNi00,def_int_td,0,,,,,
player,201709170kan,phi,BradNi00,def_int_long,0,,,,,
player,201709170kan,phi,BradNi00,pass_defended,0,,,,,
player,201709170kan,phi,BradNi00,sacks,0.0,,,,,
player,201709170kan,phi,BradNi00,tackles_combined,4,,,,,
player,201709170kan,phi,BradNi00,tackles_solo,3,,,,,
player,201709170kan,phi,BradNi00,tackles_assists,1,,,,,
player,201709170kan,phi,BradNi00,tackles_loss,0,,,,,
player,201709170kan,phi,BradNi00,qb_hits,0,,,,,
player,201709170kan,phi,BradNi00,fumbles_rec,0,,,,,
player,201709170kan,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,BradNi00,fumbles_forced,0,,,,,
player,201709170kan,phi,CurrVi00,def_int,0,,,,,
player,201709170kan,phi,CurrVi00,def_int_yds,0,,,,,
player,201709170kan,phi,CurrVi00,def_int_td,0,,,,,
player,201709170kan,phi,CurrVi00,def_int_long,0,,,,,
player,201709170kan,phi,CurrVi00,pass_defended,0,,,,,
player,201709170kan,phi,CurrVi00,sacks,0.0,,,,,
player,201709170kan,phi,CurrVi00,tackles_combined,4,,,,,
player,201709170kan,phi,CurrVi00,tackles_solo,4,,,,,
player,201709170kan,phi,CurrVi00,tackles_assists,0,,,,,
player,201709170kan,phi,CurrVi00,tackles_loss,1,,,,,
player,201709170kan,phi,CurrVi00,qb_hits,1,,,,,
player,201709170kan,phi,CurrVi00,fumbles_rec,0,,,,,
player,201709170kan,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,CurrVi00,fumbles_forced,0,,,,,
player,201709170kan,phi,DougRa00,def_int,0,,,,,
player,201709170kan,phi,DougRa00,def_int_yds,0,,,,,
player,201709170kan,phi,DougRa00,def_int_td,0,,,,,
player,201709170kan,phi,DougRa00,def_int_long,0,,,,,
player,201709170kan,phi,DougRa00,pass_defended,1,,,,,
player,201709170kan,phi,DougRa00,sacks,0.0,,,,,
player,201709170kan,phi,DougRa00,tackles_combined,4,,,,,
player,201709170kan,phi,DougRa00,tackles_solo,4,,,,,
player,201709170kan,phi,DougRa00,tackles_assists,0,,,,,
player,201709170kan,phi,DougRa00,tackles_loss,0,,,,,
player,201709170kan,phi,DougRa00,qb_hits,0,,,,,
player,201709170kan,phi,DougRa00,fumbles_rec,0,,,,,
player,201709170kan,phi,DougRa00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,DougRa00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,DougRa00,fumbles_forced,0,,,,,
player,201709170kan,phi,GrahCo99,def_int,0,,,,,
player,201709170kan,phi,GrahCo99,def_int_yds,0,,,,,
player,201709170kan,phi,GrahCo99,def_int_td,0,,,,,
player,201709170kan,phi,GrahCo99,def_int_long,0,,,,,
player,201709170kan,phi,GrahCo99,pass_defended,0,,,,,
player,201709170kan,phi,GrahCo99,sacks,0.0,,,,,
player,201709170kan,phi,GrahCo99,tackles_combined,4,,,,,
player,201709170kan,phi,GrahCo99,tackles_solo,3,,,,,
player,201709170kan,phi,GrahCo99,tackles_assists,1,,,,,
player,201709170kan,phi,GrahCo99,tackles_loss,0,,,,,
player,201709170kan,phi,GrahCo99,qb_hits,0,,,,,
player,201709170kan,phi,GrahCo99,fumbles_rec,0,,,,,
player,201709170kan,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,GrahCo99,fumbles_rec_td,0,,,,,
player,201709170kan,phi,GrahCo99,fumbles_forced,0,,,,,
player,201709170kan,phi,HickJo00,def_int,0,,,,,
player,201709170kan,phi,HickJo00,def_int_yds,0,,,,,
player,201709170kan,phi,HickJo00,def_int_td,0,,,,,
player,201709170kan,phi,HickJo00,def_int_long,0,,,,,
player,201709170kan,phi,HickJo00,pass_defended,0,,,,,
player,201709170kan,phi,HickJo00,sacks,0.0,,,,,
player,201709170kan,phi,HickJo00,tackles_combined,3,,,,,
player,201709170kan,phi,HickJo00,tackles_solo,1,,,,,
player,201709170kan,phi,HickJo00,tackles_assists,2,,,,,
player,201709170kan,phi,HickJo00,tackles_loss,0,,,,,
player,201709170kan,phi,HickJo00,qb_hits,2,,,,,
player,201709170kan,phi,HickJo00,fumbles_rec,0,,,,,
player,201709170kan,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,HickJo00,fumbles_forced,0,,,,,
player,201709170kan,phi,McLeRo00,def_int,0,,,,,
player,201709170kan,phi,McLeRo00,def_int_yds,0,,,,,
player,201709170kan,phi,McLeRo00,def_int_td,0,,,,,
player,201709170kan,phi,McLeRo00,def_int_long,0,,,,,
player,201709170kan,phi,McLeRo00,pass_defended,0,,,,,
player,201709170kan,phi,McLeRo00,sacks,0.0,,,,,
player,201709170kan,phi,McLeRo00,tackles_combined,2,,,,,
player,201709170kan,phi,McLeRo00,tackles_solo,1,,,,,
player,201709170kan,phi,McLeRo00,tackles_assists,1,,,,,
player,201709170kan,phi,McLeRo00,tackles_loss,0,,,,,
player,201709170kan,phi,McLeRo00,qb_hits,0,,,,,
player,201709170kan,phi,McLeRo00,fumbles_rec,0,,,,,
player,201709170kan,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,McLeRo00,fumbles_forced,0,,,,,
player,201709170kan,phi,MillJa02,def_int,0,,,,,
player,201709170kan,phi,MillJa02,def_int_yds,0,,,,,
player,201709170kan,phi,MillJa02,def_int_td,0,,,,,
player,201709170kan,phi,MillJa02,def_int_long,0,,,,,
player,201709170kan,phi,MillJa02,pass_defended,0,,,,,
player,201709170kan,phi,MillJa02,sacks,0.0,,,,,
player,201709170kan,phi,MillJa02,tackles_combined,2,,,,,
player,201709170kan,phi,MillJa02,tackles_solo,2,,,,,
player,201709170kan,phi,MillJa02,tackles_assists,0,,,,,
player,201709170kan,phi,MillJa02,tackles_loss,0,,,,,
player,201709170kan,phi,MillJa02,qb_hits,0,,,,,
player,201709170kan,phi,MillJa02,fumbles_rec,0,,,,,
player,201709170kan,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201709170kan,phi,MillJa02,fumbles_forced,0,,,,,
player,201709170kan,phi,RobiPa99,def_int,0,,,,,
player,201709170kan,phi,RobiPa99,def_int_yds,0,,,,,
player,201709170kan,phi,RobiPa99,def_int_td,0,,,,,
player,201709170kan,phi,RobiPa99,def_int_long,0,,,,,
player,201709170kan,phi,RobiPa99,pass_defended,0,,,,,
player,201709170kan,phi,RobiPa99,sacks,0.0,,,,,
player,201709170kan,phi,RobiPa99,tackles_combined,2,,,,,
player,201709170kan,phi,RobiPa99,tackles_solo,2,,,,,
player,201709170kan,phi,RobiPa99,tackles_assists,0,,,,,
player,201709170kan,phi,RobiPa99,tackles_loss,0,,,,,
player,201709170kan,phi,RobiPa99,qb_hits,0,,,,,
player,201709170kan,phi,RobiPa99,fumbles_rec,0,,,,,
player,201709170kan,phi,RobiPa99,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,RobiPa99,fumbles_rec_td,0,,,,,
player,201709170kan,phi,RobiPa99,fumbles_forced,0,,,,,
player,201709170kan,phi,WatkJa01,def_int,0,,,,,
player,201709170kan,phi,WatkJa01,def_int_yds,0,,,,,
player,201709170kan,phi,WatkJa01,def_int_td,0,,,,,
player,201709170kan,phi,WatkJa01,def_int_long,0,,,,,
player,201709170kan,phi,WatkJa01,pass_defended,0,,,,,
player,201709170kan,phi,WatkJa01,sacks,0.0,,,,,
player,201709170kan,phi,WatkJa01,tackles_combined,2,,,,,
player,201709170kan,phi,WatkJa01,tackles_solo,1,,,,,
player,201709170kan,phi,WatkJa01,tackles_assists,1,,,,,
player,201709170kan,phi,WatkJa01,tackles_loss,0,,,,,
player,201709170kan,phi,WatkJa01,qb_hits,0,,,,,
player,201709170kan,phi,WatkJa01,fumbles_rec,0,,,,,
player,201709170kan,phi,WatkJa01,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,WatkJa01,fumbles_rec_td,0,,,,,
player,201709170kan,phi,WatkJa01,fumbles_forced,0,,,,,
player,201709170kan,phi,AlleBe00,def_int,0,,,,,
player,201709170kan,phi,AlleBe00,def_int_yds,0,,,,,
player,201709170kan,phi,AlleBe00,def_int_td,0,,,,,
player,201709170kan,phi,AlleBe00,def_int_long,0,,,,,
player,201709170kan,phi,AlleBe00,pass_defended,0,,,,,
player,201709170kan,phi,AlleBe00,sacks,0.0,,,,,
player,201709170kan,phi,AlleBe00,tackles_combined,1,,,,,
player,201709170kan,phi,AlleBe00,tackles_solo,1,,,,,
player,201709170kan,phi,AlleBe00,tackles_assists,0,,,,,
player,201709170kan,phi,AlleBe00,tackles_loss,0,,,,,
player,201709170kan,phi,AlleBe00,qb_hits,1,,,,,
player,201709170kan,phi,AlleBe00,fumbles_rec,0,,,,,
player,201709170kan,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,AlleBe00,fumbles_forced,0,,,,,
player,201709170kan,phi,BarnDe01,def_int,0,,,,,
player,201709170kan,phi,BarnDe01,def_int_yds,0,,,,,
player,201709170kan,phi,BarnDe01,def_int_td,0,,,,,
player,201709170kan,phi,BarnDe01,def_int_long,0,,,,,
player,201709170kan,phi,BarnDe01,pass_defended,0,,,,,
player,201709170kan,phi,BarnDe01,sacks,0.0,,,,,
player,201709170kan,phi,BarnDe01,tackles_combined,1,,,,,
player,201709170kan,phi,BarnDe01,tackles_solo,1,,,,,
player,201709170kan,phi,BarnDe01,tackles_assists,0,,,,,
player,201709170kan,phi,BarnDe01,tackles_loss,0,,,,,
player,201709170kan,phi,BarnDe01,qb_hits,0,,,,,
player,201709170kan,phi,BarnDe01,fumbles_rec,0,,,,,
player,201709170kan,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201709170kan,phi,BarnDe01,fumbles_forced,0,,,,,
player,201709170kan,phi,HollMa00,def_int,0,,,,,
player,201709170kan,phi,HollMa00,def_int_yds,0,,,,,
player,201709170kan,phi,HollMa00,def_int_td,0,,,,,
player,201709170kan,phi,HollMa00,def_int_long,0,,,,,
player,201709170kan,phi,HollMa00,pass_defended,0,,,,,
player,201709170kan,phi,HollMa00,sacks,0.0,,,,,
player,201709170kan,phi,HollMa00,tackles_combined,1,,,,,
player,201709170kan,phi,HollMa00,tackles_solo,0,,,,,
player,201709170kan,phi,HollMa00,tackles_assists,1,,,,,
player,201709170kan,phi,HollMa00,tackles_loss,0,,,,,
player,201709170kan,phi,HollMa00,qb_hits,0,,,,,
player,201709170kan,phi,HollMa00,fumbles_rec,0,,,,,
player,201709170kan,phi,HollMa00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,HollMa00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,HollMa00,fumbles_forced,0,,,,,
player,201709170kan,phi,MaraCh99,def_int,0,,,,,
player,201709170kan,phi,MaraCh99,def_int_yds,0,,,,,
player,201709170kan,phi,MaraCh99,def_int_td,0,,,,,
player,201709170kan,phi,MaraCh99,def_int_long,0,,,,,
player,201709170kan,phi,MaraCh99,pass_defended,0,,,,,
player,201709170kan,phi,MaraCh99,sacks,0.0,,,,,
player,201709170kan,phi,MaraCh99,tackles_combined,1,,,,,
player,201709170kan,phi,MaraCh99,tackles_solo,0,,,,,
player,201709170kan,phi,MaraCh99,tackles_assists,1,,,,,
player,201709170kan,phi,MaraCh99,tackles_loss,0,,,,,
player,201709170kan,phi,MaraCh99,qb_hits,0,,,,,
player,201709170kan,phi,MaraCh99,fumbles_rec,0,,,,,
player,201709170kan,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201709170kan,phi,MaraCh99,fumbles_forced,0,,,,,
player,201709170kan,phi,McDoDe00,def_int,0,,,,,
player,201709170kan,phi,McDoDe00,def_int_yds,0,,,,,
player,201709170kan,phi,McDoDe00,def_int_td,0,,,,,
player,201709170kan,phi,McDoDe00,def_int_long,0,,,,,
player,201709170kan,phi,McDoDe00,pass_defended,0,,,,,
player,201709170kan,phi,McDoDe00,sacks,0.0,,,,,
player,201709170kan,phi,McDoDe00,tackles_combined,1,,,,,
player,201709170kan,phi,McDoDe00,tackles_solo,1,,,,,
player,201709170kan,phi,McDoDe00,tackles_assists,0,,,,,
player,201709170kan,phi,McDoDe00,tackles_loss,0,,,,,
player,201709170kan,phi,McDoDe00,qb_hits,0,,,,,
player,201709170kan,phi,McDoDe00,fumbles_rec,0,,,,,
player,201709170kan,phi,McDoDe00,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,McDoDe00,fumbles_rec_td,0,,,,,
player,201709170kan,phi,McDoDe00,fumbles_forced,0,,,,,
player,201709170kan,phi,JohnLa01,def_int,0,,,,,
player,201709170kan,phi,JohnLa01,def_int_yds,0,,,,,
player,201709170kan,phi,JohnLa01,def_int_td,0,,,,,
player,201709170kan,phi,JohnLa01,def_int_long,0,,,,,
player,201709170kan,phi,JohnLa01,pass_defended,0,,,,,
player,201709170kan,phi,JohnLa01,sacks,0.0,,,,,
player,201709170kan,phi,JohnLa01,tackles_combined,0,,,,,
player,201709170kan,phi,JohnLa01,tackles_solo,0,,,,,
player,201709170kan,phi,JohnLa01,tackles_assists,0,,,,,
player,201709170kan,phi,JohnLa01,tackles_loss,,,,,,
player,201709170kan,phi,JohnLa01,qb_hits,,,,,,
player,201709170kan,phi,JohnLa01,fumbles_rec,1,,,,,
player,201709170kan,phi,JohnLa01,fumbles_rec_yds,0,,,,,
player,201709170kan,phi,JohnLa01,fumbles_rec_td,0,,,,,
player,201709170kan,phi,JohnLa01,fumbles_forced,0,,,,,
player,201709170kan,kan,JoneCh09,def_int,1,,,,,
player,201709170kan,kan,JoneCh09,def_int_yds,-3,,,,,
player,201709170kan,kan,JoneCh09,def_int_td,0,,,,,
player,201709170kan,kan,JoneCh09,def_int_long,-3,,,,,
player,201709170kan,kan,JoneCh09,pass_defended,1,,,,,
player,201709170kan,kan,JoneCh09,sacks,3.0,,,,,
player,201709170kan,kan,JoneCh09,tackles_combined,4,,,,,
player,201709170kan,kan,JoneCh09,tackles_solo,4,,,,,
player,201709170kan,kan,JoneCh09,tackles_assists,0,,,,,
player,201709170kan,kan,JoneCh09,tackles_loss,1,,,,,
player,201709170kan,kan,JoneCh09,qb_hits,2,,,,,
player,201709170kan,kan,JoneCh09,fumbles_rec,0,,,,,
player,201709170kan,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201709170kan,kan,JoneCh09,fumbles_forced,2,,,,,
player,201709170kan,kan,HousJu00,def_int,0,,,,,
player,201709170kan,kan,HousJu00,def_int_yds,0,,,,,
player,201709170kan,kan,HousJu00,def_int_td,0,,,,,
player,201709170kan,kan,HousJu00,def_int_long,0,,,,,
player,201709170kan,kan,HousJu00,pass_defended,1,,,,,
player,201709170kan,kan,HousJu00,sacks,1.0,,,,,
player,201709170kan,kan,HousJu00,tackles_combined,5,,,,,
player,201709170kan,kan,HousJu00,tackles_solo,5,,,,,
player,201709170kan,kan,HousJu00,tackles_assists,0,,,,,
player,201709170kan,kan,HousJu00,tackles_loss,3,,,,,
player,201709170kan,kan,HousJu00,qb_hits,2,,,,,
player,201709170kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201709170kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201709170kan,kan,FordDe00,def_int,0,,,,,
player,201709170kan,kan,FordDe00,def_int_yds,0,,,,,
player,201709170kan,kan,FordDe00,def_int_td,0,,,,,
player,201709170kan,kan,FordDe00,def_int_long,0,,,,,
player,201709170kan,kan,FordDe00,pass_defended,1,,,,,
player,201709170kan,kan,FordDe00,sacks,1.0,,,,,
player,201709170kan,kan,FordDe00,tackles_combined,2,,,,,
player,201709170kan,kan,FordDe00,tackles_solo,2,,,,,
player,201709170kan,kan,FordDe00,tackles_assists,0,,,,,
player,201709170kan,kan,FordDe00,tackles_loss,1,,,,,
player,201709170kan,kan,FordDe00,qb_hits,2,,,,,
player,201709170kan,kan,FordDe00,fumbles_rec,0,,,,,
player,201709170kan,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,FordDe00,fumbles_forced,0,,,,,
player,201709170kan,kan,LogaBe00,def_int,0,,,,,
player,201709170kan,kan,LogaBe00,def_int_yds,0,,,,,
player,201709170kan,kan,LogaBe00,def_int_td,0,,,,,
player,201709170kan,kan,LogaBe00,def_int_long,0,,,,,
player,201709170kan,kan,LogaBe00,pass_defended,1,,,,,
player,201709170kan,kan,LogaBe00,sacks,1.0,,,,,
player,201709170kan,kan,LogaBe00,tackles_combined,2,,,,,
player,201709170kan,kan,LogaBe00,tackles_solo,1,,,,,
player,201709170kan,kan,LogaBe00,tackles_assists,1,,,,,
player,201709170kan,kan,LogaBe00,tackles_loss,1,,,,,
player,201709170kan,kan,LogaBe00,qb_hits,1,,,,,
player,201709170kan,kan,LogaBe00,fumbles_rec,0,,,,,
player,201709170kan,kan,LogaBe00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,LogaBe00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,LogaBe00,fumbles_forced,0,,,,,
player,201709170kan,kan,MurrEr00,def_int,0,,,,,
player,201709170kan,kan,MurrEr00,def_int_yds,0,,,,,
player,201709170kan,kan,MurrEr00,def_int_td,0,,,,,
player,201709170kan,kan,MurrEr00,def_int_long,0,,,,,
player,201709170kan,kan,MurrEr00,pass_defended,2,,,,,
player,201709170kan,kan,MurrEr00,sacks,0.0,,,,,
player,201709170kan,kan,MurrEr00,tackles_combined,6,,,,,
player,201709170kan,kan,MurrEr00,tackles_solo,6,,,,,
player,201709170kan,kan,MurrEr00,tackles_assists,0,,,,,
player,201709170kan,kan,MurrEr00,tackles_loss,0,,,,,
player,201709170kan,kan,MurrEr00,qb_hits,0,,,,,
player,201709170kan,kan,MurrEr00,fumbles_rec,0,,,,,
player,201709170kan,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,MurrEr00,fumbles_forced,0,,,,,
player,201709170kan,kan,SoreDa01,def_int,0,,,,,
player,201709170kan,kan,SoreDa01,def_int_yds,0,,,,,
player,201709170kan,kan,SoreDa01,def_int_td,0,,,,,
player,201709170kan,kan,SoreDa01,def_int_long,0,,,,,
player,201709170kan,kan,SoreDa01,pass_defended,0,,,,,
player,201709170kan,kan,SoreDa01,sacks,0.0,,,,,
player,201709170kan,kan,SoreDa01,tackles_combined,6,,,,,
player,201709170kan,kan,SoreDa01,tackles_solo,6,,,,,
player,201709170kan,kan,SoreDa01,tackles_assists,0,,,,,
player,201709170kan,kan,SoreDa01,tackles_loss,0,,,,,
player,201709170kan,kan,SoreDa01,qb_hits,3,,,,,
player,201709170kan,kan,SoreDa01,fumbles_rec,0,,,,,
player,201709170kan,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201709170kan,kan,SoreDa01,fumbles_forced,0,,,,,
player,201709170kan,kan,MitcTe00,def_int,0,,,,,
player,201709170kan,kan,MitcTe00,def_int_yds,0,,,,,
player,201709170kan,kan,MitcTe00,def_int_td,0,,,,,
player,201709170kan,kan,MitcTe00,def_int_long,0,,,,,
player,201709170kan,kan,MitcTe00,pass_defended,1,,,,,
player,201709170kan,kan,MitcTe00,sacks,0.0,,,,,
player,201709170kan,kan,MitcTe00,tackles_combined,4,,,,,
player,201709170kan,kan,MitcTe00,tackles_solo,4,,,,,
player,201709170kan,kan,MitcTe00,tackles_assists,0,,,,,
player,201709170kan,kan,MitcTe00,tackles_loss,0,,,,,
player,201709170kan,kan,MitcTe00,qb_hits,0,,,,,
player,201709170kan,kan,MitcTe00,fumbles_rec,0,,,,,
player,201709170kan,kan,MitcTe00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,MitcTe00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,MitcTe00,fumbles_forced,0,,,,,
player,201709170kan,kan,PeteMa00,def_int,0,,,,,
player,201709170kan,kan,PeteMa00,def_int_yds,0,,,,,
player,201709170kan,kan,PeteMa00,def_int_td,0,,,,,
player,201709170kan,kan,PeteMa00,def_int_long,0,,,,,
player,201709170kan,kan,PeteMa00,pass_defended,0,,,,,
player,201709170kan,kan,PeteMa00,sacks,0.0,,,,,
player,201709170kan,kan,PeteMa00,tackles_combined,4,,,,,
player,201709170kan,kan,PeteMa00,tackles_solo,4,,,,,
player,201709170kan,kan,PeteMa00,tackles_assists,0,,,,,
player,201709170kan,kan,PeteMa00,tackles_loss,0,,,,,
player,201709170kan,kan,PeteMa00,qb_hits,0,,,,,
player,201709170kan,kan,PeteMa00,fumbles_rec,0,,,,,
player,201709170kan,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,PeteMa00,fumbles_forced,0,,,,,
player,201709170kan,kan,WilsRa00,def_int,0,,,,,
player,201709170kan,kan,WilsRa00,def_int_yds,0,,,,,
player,201709170kan,kan,WilsRa00,def_int_td,0,,,,,
player,201709170kan,kan,WilsRa00,def_int_long,0,,,,,
player,201709170kan,kan,WilsRa00,pass_defended,0,,,,,
player,201709170kan,kan,WilsRa00,sacks,0.0,,,,,
player,201709170kan,kan,WilsRa00,tackles_combined,4,,,,,
player,201709170kan,kan,WilsRa00,tackles_solo,4,,,,,
player,201709170kan,kan,WilsRa00,tackles_assists,0,,,,,
player,201709170kan,kan,WilsRa00,tackles_loss,2,,,,,
player,201709170kan,kan,WilsRa00,qb_hits,0,,,,,
player,201709170kan,kan,WilsRa00,fumbles_rec,0,,,,,
player,201709170kan,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,WilsRa00,fumbles_forced,0,,,,,
player,201709170kan,kan,GainPh00,def_int,0,,,,,
player,201709170kan,kan,GainPh00,def_int_yds,0,,,,,
player,201709170kan,kan,GainPh00,def_int_td,0,,,,,
player,201709170kan,kan,GainPh00,def_int_long,0,,,,,
player,201709170kan,kan,GainPh00,pass_defended,1,,,,,
player,201709170kan,kan,GainPh00,sacks,0.0,,,,,
player,201709170kan,kan,GainPh00,tackles_combined,3,,,,,
player,201709170kan,kan,GainPh00,tackles_solo,3,,,,,
player,201709170kan,kan,GainPh00,tackles_assists,0,,,,,
player,201709170kan,kan,GainPh00,tackles_loss,0,,,,,
player,201709170kan,kan,GainPh00,qb_hits,0,,,,,
player,201709170kan,kan,GainPh00,fumbles_rec,0,,,,,
player,201709170kan,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,GainPh00,fumbles_forced,0,,,,,
player,201709170kan,kan,BailAl00,def_int,0,,,,,
player,201709170kan,kan,BailAl00,def_int_yds,0,,,,,
player,201709170kan,kan,BailAl00,def_int_td,0,,,,,
player,201709170kan,kan,BailAl00,def_int_long,0,,,,,
player,201709170kan,kan,BailAl00,pass_defended,0,,,,,
player,201709170kan,kan,BailAl00,sacks,0.0,,,,,
player,201709170kan,kan,BailAl00,tackles_combined,2,,,,,
player,201709170kan,kan,BailAl00,tackles_solo,1,,,,,
player,201709170kan,kan,BailAl00,tackles_assists,1,,,,,
player,201709170kan,kan,BailAl00,tackles_loss,1,,,,,
player,201709170kan,kan,BailAl00,qb_hits,0,,,,,
player,201709170kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201709170kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201709170kan,kan,JohnDe25,def_int,0,,,,,
player,201709170kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201709170kan,kan,JohnDe25,def_int_td,0,,,,,
player,201709170kan,kan,JohnDe25,def_int_long,0,,,,,
player,201709170kan,kan,JohnDe25,pass_defended,0,,,,,
player,201709170kan,kan,JohnDe25,sacks,0.0,,,,,
player,201709170kan,kan,JohnDe25,tackles_combined,2,,,,,
player,201709170kan,kan,JohnDe25,tackles_solo,2,,,,,
player,201709170kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201709170kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201709170kan,kan,JohnDe25,qb_hits,0,,,,,
player,201709170kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201709170kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201709170kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201709170kan,kan,NuneRa00,def_int,0,,,,,
player,201709170kan,kan,NuneRa00,def_int_yds,0,,,,,
player,201709170kan,kan,NuneRa00,def_int_td,0,,,,,
player,201709170kan,kan,NuneRa00,def_int_long,0,,,,,
player,201709170kan,kan,NuneRa00,pass_defended,0,,,,,
player,201709170kan,kan,NuneRa00,sacks,0.0,,,,,
player,201709170kan,kan,NuneRa00,tackles_combined,2,,,,,
player,201709170kan,kan,NuneRa00,tackles_solo,2,,,,,
player,201709170kan,kan,NuneRa00,tackles_assists,0,,,,,
player,201709170kan,kan,NuneRa00,tackles_loss,0,,,,,
player,201709170kan,kan,NuneRa00,qb_hits,0,,,,,
player,201709170kan,kan,NuneRa00,fumbles_rec,0,,,,,
player,201709170kan,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,NuneRa00,fumbles_forced,0,,,,,
player,201709170kan,kan,ZombFr00,def_int,0,,,,,
player,201709170kan,kan,ZombFr00,def_int_yds,0,,,,,
player,201709170kan,kan,ZombFr00,def_int_td,0,,,,,
player,201709170kan,kan,ZombFr00,def_int_long,0,,,,,
player,201709170kan,kan,ZombFr00,pass_defended,0,,,,,
player,201709170kan,kan,ZombFr00,sacks,0.0,,,,,
player,201709170kan,kan,ZombFr00,tackles_combined,2,,,,,
player,201709170kan,kan,ZombFr00,tackles_solo,2,,,,,
player,201709170kan,kan,ZombFr00,tackles_assists,0,,,,,
player,201709170kan,kan,ZombFr00,tackles_loss,0,,,,,
player,201709170kan,kan,ZombFr00,qb_hits,0,,,,,
player,201709170kan,kan,ZombFr00,fumbles_rec,0,,,,,
player,201709170kan,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,ZombFr00,fumbles_rec_td,0,,,,,
