game,2017,2,20170917,201709170kan,phi,"Philadelphia Eagles",20,kan,"Kansas City Chiefs",27
player,201709170kan,kan,ZombFr00,fumbles_forced,0,,,,,
player,201709170kan,kan,ParkRo01,def_int,0,,,,,
player,201709170kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201709170kan,kan,ParkRo01,def_int_td,0,,,,,
player,201709170kan,kan,ParkRo01,def_int_long,0,,,,,
player,201709170kan,kan,ParkRo01,pass_defended,0,,,,,
player,201709170kan,kan,ParkRo01,sacks,0.0,,,,,
player,201709170kan,kan,ParkRo01,tackles_combined,1,,,,,
player,201709170kan,kan,ParkRo01,tackles_solo,1,,,,,
player,201709170kan,kan,ParkRo01,tackles_assists,0,,,,,
player,201709170kan,kan,ParkRo01,tackles_loss,0,,,,,
player,201709170kan,kan,ParkRo01,qb_hits,0,,,,,
player,201709170kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201709170kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201709170kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201709170kan,kan,WincJa00,def_int,0,,,,,
player,201709170kan,kan,WincJa00,def_int_yds,0,,,,,
player,201709170kan,kan,WincJa00,def_int_td,0,,,,,
player,201709170kan,kan,WincJa00,def_int_long,0,,,,,
player,201709170kan,kan,WincJa00,pass_defended,0,,,,,
player,201709170kan,kan,WincJa00,sacks,0.0,,,,,
player,201709170kan,kan,WincJa00,tackles_combined,1,,,,,
player,201709170kan,kan,WincJa00,tackles_solo,1,,,,,
player,201709170kan,kan,WincJa00,tackles_assists,0,,,,,
player,201709170kan,kan,WincJa00,tackles_loss,0,,,,,
player,201709170kan,kan,WincJa00,qb_hits,0,,,,,
player,201709170kan,kan,WincJa00,fumbles_rec,0,,,,,
player,201709170kan,kan,WincJa00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,WincJa00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,WincJa00,fumbles_forced,1,,,,,
player,201709170kan,kan,MillRo99,def_int,0,,,,,
player,201709170kan,kan,MillRo99,def_int_yds,0,,,,,
player,201709170kan,kan,MillRo99,def_int_td,0,,,,,
player,201709170kan,kan,MillRo99,def_int_long,0,,,,,
player,201709170kan,kan,MillRo99,pass_defended,1,,,,,
player,201709170kan,kan,MillRo99,sacks,0.0,,,,,
player,201709170kan,kan,MillRo99,tackles_combined,0,,,,,
player,201709170kan,kan,MillRo99,tackles_solo,0,,,,,
player,201709170kan,kan,MillRo99,tackles_assists,0,,,,,
player,201709170kan,kan,MillRo99,tackles_loss,0,,,,,
player,201709170kan,kan,MillRo99,qb_hits,0,,,,,
player,201709170kan,kan,MillRo99,fumbles_rec,0,,,,,
player,201709170kan,kan,MillRo99,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,MillRo99,fumbles_rec_td,0,,,,,
player,201709170kan,kan,MillRo99,fumbles_forced,0,,,,,
player,201709170kan,kan,SherAn00,def_int,0,,,,,
player,201709170kan,kan,SherAn00,def_int_yds,0,,,,,
player,201709170kan,kan,SherAn00,def_int_td,0,,,,,
player,201709170kan,kan,SherAn00,def_int_long,0,,,,,
player,201709170kan,kan,SherAn00,pass_defended,0,,,,,
player,201709170kan,kan,SherAn00,sacks,0.0,,,,,
player,201709170kan,kan,SherAn00,tackles_combined,0,,,,,
player,201709170kan,kan,SherAn00,tackles_solo,0,,,,,
player,201709170kan,kan,SherAn00,tackles_assists,0,,,,,
player,201709170kan,kan,SherAn00,tackles_loss,0,,,,,
player,201709170kan,kan,SherAn00,qb_hits,0,,,,,
player,201709170kan,kan,SherAn00,fumbles_rec,1,,,,,
player,201709170kan,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201709170kan,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201709170kan,kan,SherAn00,fumbles_forced,0,,,,,
player,201709170kan,phi,SproDa00,kick_ret,0,,,,,
player,201709170kan,phi,SproDa00,kick_ret_yds,0,,,,,
player,201709170kan,phi,SproDa00,kick_ret_yds_per_ret,,,,,,
player,201709170kan,phi,SproDa00,kick_ret_td,0,,,,,
player,201709170kan,phi,SproDa00,kick_ret_long,0,,,,,
player,201709170kan,phi,SproDa00,punt_ret,1,,,,,
player,201709170kan,phi,SproDa00,punt_ret_yds,10,,,,,
player,201709170kan,phi,SproDa00,punt_ret_yds_per_ret,10.0,,,,,
player,201709170kan,phi,SproDa00,punt_ret_td,0,,,,,
player,201709170kan,phi,SproDa00,punt_ret_long,10,,,,,
player,201709170kan,phi,SmalWe00,kick_ret,2,,,,,
player,201709170kan,phi,SmalWe00,kick_ret_yds,55,,,,,
player,201709170kan,phi,SmalWe00,kick_ret_yds_per_ret,27.5,,,,,
player,201709170kan,phi,SmalWe00,kick_ret_td,0,,,,,
player,201709170kan,phi,SmalWe00,kick_ret_long,28,,,,,
player,201709170kan,phi,SmalWe00,punt_ret,0,,,,,
player,201709170kan,phi,SmalWe00,punt_ret_yds,0,,,,,
player,201709170kan,phi,SmalWe00,punt_ret_yds_per_ret,,,,,,
player,201709170kan,phi,SmalWe00,punt_ret_td,0,,,,,
player,201709170kan,phi,SmalWe00,punt_ret_long,0,,,,,
player,201709170kan,kan,HillTy00,kick_ret,0,,,,,
player,201709170kan,kan,HillTy00,kick_ret_yds,0,,,,,
player,201709170kan,kan,HillTy00,kick_ret_yds_per_ret,,,,,,
player,201709170kan,kan,HillTy00,kick_ret_td,0,,,,,
player,201709170kan,kan,HillTy00,kick_ret_long,0,,,,,
player,201709170kan,kan,HillTy00,punt_ret,1,,,,,
player,201709170kan,kan,HillTy00,punt_ret_yds,8,,,,,
player,201709170kan,kan,HillTy00,punt_ret_yds_per_ret,8.0,,,,,
player,201709170kan,kan,HillTy00,punt_ret_td,0,,,,,
player,201709170kan,kan,HillTy00,punt_ret_long,8,,,,,
player,201709170kan,kan,ThomDe05,kick_ret,2,,,,,
player,201709170kan,kan,ThomDe05,kick_ret_yds,49,,,,,
player,201709170kan,kan,ThomDe05,kick_ret_yds_per_ret,24.5,,,,,
player,201709170kan,kan,ThomDe05,kick_ret_td,0,,,,,
player,201709170kan,kan,ThomDe05,kick_ret_long,25,,,,,
player,201709170kan,kan,ThomDe05,punt_ret,0,,,,,
player,201709170kan,kan,ThomDe05,punt_ret_yds,0,,,,,
player,201709170kan,kan,ThomDe05,punt_ret_yds_per_ret,,,,,,
player,201709170kan,kan,ThomDe05,punt_ret_td,0,,,,,
player,201709170kan,kan,ThomDe05,punt_ret_long,0,,,,,
player,201709170kan,kan,HuntAk01,kick_ret,1,,,,,
player,201709170kan,kan,HuntAk01,kick_ret_yds,40,,,,,
player,201709170kan,kan,HuntAk01,kick_ret_yds_per_ret,40.0,,,,,
player,201709170kan,kan,HuntAk01,kick_ret_td,0,,,,,
player,201709170kan,kan,HuntAk01,kick_ret_long,40,,,,,
player,201709170kan,kan,HuntAk01,punt_ret,0,,,,,
player,201709170kan,kan,HuntAk01,punt_ret_yds,0,,,,,
player,201709170kan,kan,HuntAk01,punt_ret_yds_per_ret,,,,,,
player,201709170kan,kan,HuntAk01,punt_ret_td,0,,,,,
player,201709170kan,kan,HuntAk01,punt_ret_long,0,,,,,
player,201709170kan,phi,ElliJa03,xpm,2,,,,,
player,201709170kan,phi,ElliJa03,xpa,2,,,,,
player,201709170kan,phi,ElliJa03,fgm,2,,,,,
player,201709170kan,phi,ElliJa03,fga,3,,,,,
player,201709170kan,phi,ElliJa03,punt,0,,,,,
player,201709170kan,phi,ElliJa03,punt_yds,0,,,,,
player,201709170kan,phi,ElliJa03,punt_yds_per_punt,,,,,,
player,201709170kan,phi,ElliJa03,punt_long,0,,,,,
player,201709170kan,phi,JoneDo21,xpm,,,,,,
player,201709170kan,phi,JoneDo21,xpa,,,,,,
player,201709170kan,phi,JoneDo21,fgm,,,,,,
player,201709170kan,phi,JoneDo21,fga,,,,,,
player,201709170kan,phi,JoneDo21,punt,4,,,,,
player,201709170kan,phi,JoneDo21,punt_yds,169,,,,,
player,201709170kan,phi,JoneDo21,punt_yds_per_punt,42.3,,,,,
player,201709170kan,phi,JoneDo21,punt_long,49,,,,,
player,201709170kan,kan,SantCa01,xpm,3,,,,,
player,201709170kan,kan,SantCa01,xpa,3,,,,,
player,201709170kan,kan,SantCa01,fgm,2,,,,,
player,201709170kan,kan,SantCa01,fga,2,,,,,
player,201709170kan,kan,SantCa01,punt,0,,,,,
player,201709170kan,kan,SantCa01,punt_yds,0,,,,,
player,201709170kan,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201709170kan,kan,SantCa01,punt_long,0,,,,,
player,201709170kan,kan,ColqDu20,xpm,,,,,,
player,201709170kan,kan,ColqDu20,xpa,,,,,,
player,201709170kan,kan,ColqDu20,fgm,,,,,,
player,201709170kan,kan,ColqDu20,fga,,,,,,
player,201709170kan,kan,ColqDu20,punt,5,,,,,
player,201709170kan,kan,ColqDu20,punt_yds,227,,,,,
player,201709170kan,kan,ColqDu20,punt_yds_per_punt,45.4,,,,,
player,201709170kan,kan,ColqDu20,punt_long,60,,,,,
player,201709170kan,kan,FishEr00,pos,T,,,,,
player,201709170kan,kan,FishEr00,offense,53,,,,,
player,201709170kan,kan,FishEr00,off_pct,100%,,,,,
player,201709170kan,kan,FishEr00,defense,0,,,,,
player,201709170kan,kan,FishEr00,def_pct,0%,,,,,
player,201709170kan,kan,FishEr00,special_teams,5,,,,,
player,201709170kan,kan,FishEr00,st_pct,17%,,,,,
player,201709170kan,kan,SchwMi00,pos,T,,,,,
player,201709170kan,kan,SchwMi00,offense,53,,,,,
player,201709170kan,kan,SchwMi00,off_pct,100%,,,,,
player,201709170kan,kan,SchwMi00,defense,0,,,,,
player,201709170kan,kan,SchwMi00,def_pct,0%,,,,,
player,201709170kan,kan,SchwMi00,special_teams,5,,,,,
player,201709170kan,kan,SchwMi00,st_pct,17%,,,,,
player,201709170kan,kan,WitzBr00,pos,G,,,,,
player,201709170kan,kan,WitzBr00,offense,53,,,,,
player,201709170kan,kan,WitzBr00,off_pct,100%,,,,,
player,201709170kan,kan,WitzBr00,defense,0,,,,,
player,201709170kan,kan,WitzBr00,def_pct,0%,,,,,
player,201709170kan,kan,WitzBr00,special_teams,5,,,,,
player,201709170kan,kan,WitzBr00,st_pct,17%,,,,,
player,201709170kan,kan,DuveLa00,pos,G,,,,,
player,201709170kan,kan,DuveLa00,offense,53,,,,,
player,201709170kan,kan,DuveLa00,off_pct,100%,,,,,
player,201709170kan,kan,DuveLa00,defense,0,,,,,
player,201709170kan,kan,DuveLa00,def_pct,0%,,,,,
player,201709170kan,kan,DuveLa00,special_teams,5,,,,,
player,201709170kan,kan,DuveLa00,st_pct,17%,,,,,
player,201709170kan,kan,SmitAl03,pos,QB,,,,,
player,201709170kan,kan,SmitAl03,offense,53,,,,,
player,201709170kan,kan,SmitAl03,off_pct,100%,,,,,
player,201709170kan,kan,SmitAl03,defense,0,,,,,
player,201709170kan,kan,SmitAl03,def_pct,0%,,,,,
player,201709170kan,kan,SmitAl03,special_teams,0,,,,,
player,201709170kan,kan,SmitAl03,st_pct,0%,,,,,
player,201709170kan,kan,KelcTr00,pos,TE,,,,,
player,201709170kan,kan,KelcTr00,offense,51,,,,,
player,201709170kan,kan,KelcTr00,off_pct,96%,,,,,
player,201709170kan,kan,KelcTr00,defense,0,,,,,
player,201709170kan,kan,KelcTr00,def_pct,0%,,,,,
player,201709170kan,kan,KelcTr00,special_teams,0,,,,,
player,201709170kan,kan,KelcTr00,st_pct,0%,,,,,
player,201709170kan,kan,HillTy00,pos,WR,,,,,
player,201709170kan,kan,HillTy00,offense,47,,,,,
player,201709170kan,kan,HillTy00,off_pct,89%,,,,,
player,201709170kan,kan,HillTy00,defense,0,,,,,
player,201709170kan,kan,HillTy00,def_pct,0%,,,,,
player,201709170kan,kan,HillTy00,special_teams,4,,,,,
player,201709170kan,kan,HillTy00,st_pct,13%,,,,,
player,201709170kan,kan,MorsMi00,pos,C,,,,,
player,201709170kan,kan,MorsMi00,offense,46,,,,,
player,201709170kan,kan,MorsMi00,off_pct,87%,,,,,
player,201709170kan,kan,MorsMi00,defense,0,,,,,
player,201709170kan,kan,MorsMi00,def_pct,0%,,,,,
player,201709170kan,kan,MorsMi00,special_teams,3,,,,,
player,201709170kan,kan,MorsMi00,st_pct,10%,,,,,
player,201709170kan,kan,ConlCh00,pos,WR,,,,,
player,201709170kan,kan,ConlCh00,offense,46,,,,,
player,201709170kan,kan,ConlCh00,off_pct,87%,,,,,
player,201709170kan,kan,ConlCh00,defense,0,,,,,
player,201709170kan,kan,ConlCh00,def_pct,0%,,,,,
player,201709170kan,kan,ConlCh00,special_teams,1,,,,,
player,201709170kan,kan,ConlCh00,st_pct,3%,,,,,
player,201709170kan,kan,HuntKa00,pos,RB,,,,,
player,201709170kan,kan,HuntKa00,offense,39,,,,,
player,201709170kan,kan,HuntKa00,off_pct,74%,,,,,
player,201709170kan,kan,HuntKa00,defense,0,,,,,
player,201709170kan,kan,HuntKa00,def_pct,0%,,,,,
player,201709170kan,kan,HuntKa00,special_teams,0,,,,,
player,201709170kan,kan,HuntKa00,st_pct,0%,,,,,
player,201709170kan,kan,WilsAl02,pos,WR,,,,,
player,201709170kan,kan,WilsAl02,offense,34,,,,,
player,201709170kan,kan,WilsAl02,off_pct,64%,,,,,
player,201709170kan,kan,WilsAl02,defense,0,,,,,
player,201709170kan,kan,WilsAl02,def_pct,0%,,,,,
player,201709170kan,kan,WilsAl02,special_teams,10,,,,,
player,201709170kan,kan,WilsAl02,st_pct,33%,,,,,
player,201709170kan,kan,HarrDe03,pos,TE,,,,,
player,201709170kan,kan,HarrDe03,offense,24,,,,,
player,201709170kan,kan,HarrDe03,off_pct,45%,,,,,
player,201709170kan,kan,HarrDe03,defense,0,,,,,
player,201709170kan,kan,HarrDe03,def_pct,0%,,,,,
player,201709170kan,kan,HarrDe03,special_teams,20,,,,,
player,201709170kan,kan,HarrDe03,st_pct,67%,,,,,
player,201709170kan,kan,WestCh01,pos,RB,,,,,
player,201709170kan,kan,WestCh01,offense,11,,,,,
player,201709170kan,kan,WestCh01,off_pct,21%,,,,,
player,201709170kan,kan,WestCh01,defense,0,,,,,
player,201709170kan,kan,WestCh01,def_pct,0%,,,,,
player,201709170kan,kan,WestCh01,special_teams,0,,,,,
player,201709170kan,kan,WestCh01,st_pct,0%,,,,,
player,201709170kan,kan,FultZa00,pos,G,,,,,
player,201709170kan,kan,FultZa00,offense,7,,,,,
player,201709170kan,kan,FultZa00,off_pct,13%,,,,,
player,201709170kan,kan,FultZa00,defense,0,,,,,
player,201709170kan,kan,FultZa00,def_pct,0%,,,,,
player,201709170kan,kan,FultZa00,special_teams,5,,,,,
player,201709170kan,kan,FultZa00,st_pct,17%,,,,,
player,201709170kan,kan,TravRo00,pos,TE,,,,,
player,201709170kan,kan,TravRo00,offense,6,,,,,
player,201709170kan,kan,TravRo00,off_pct,11%,,,,,
player,201709170kan,kan,TravRo00,defense,0,,,,,
player,201709170kan,kan,TravRo00,def_pct,0%,,,,,
player,201709170kan,kan,TravRo00,special_teams,0,,,,,
player,201709170kan,kan,TravRo00,st_pct,0%,,,,,
player,201709170kan,kan,ThomDe05,pos,WR,,,,,
player,201709170kan,kan,ThomDe05,offense,4,,,,,
player,201709170kan,kan,ThomDe05,off_pct,8%,,,,,
player,201709170kan,kan,ThomDe05,defense,0,,,,,
player,201709170kan,kan,ThomDe05,def_pct,0%,,,,,
player,201709170kan,kan,ThomDe05,special_teams,22,,,,,
player,201709170kan,kan,ThomDe05,st_pct,73%,,,,,
player,201709170kan,kan,RobiDe01,pos,WR,,,,,
player,201709170kan,kan,RobiDe01,offense,2,,,,,
player,201709170kan,kan,RobiDe01,off_pct,4%,,,,,
player,201709170kan,kan,RobiDe01,defense,0,,,,,
player,201709170kan,kan,RobiDe01,def_pct,0%,,,,,
player,201709170kan,kan,RobiDe01,special_teams,5,,,,,
player,201709170kan,kan,RobiDe01,st_pct,17%,,,,,
player,201709170kan,kan,SherAn00,pos,FB,,,,,
player,201709170kan,kan,SherAn00,offense,1,,,,,
player,201709170kan,kan,SherAn00,off_pct,2%,,,,,
player,201709170kan,kan,SherAn00,defense,0,,,,,
player,201709170kan,kan,SherAn00,def_pct,0%,,,,,
player,201709170kan,kan,SherAn00,special_teams,21,,,,,
player,201709170kan,kan,SherAn00,st_pct,70%,,,,,
player,201709170kan,kan,SoreDa01,pos,SS,,,,,
player,201709170kan,kan,SoreDa01,offense,0,,,,,
player,201709170kan,kan,SoreDa01,off_pct,0%,,,,,
player,201709170kan,kan,SoreDa01,defense,72,,,,,
player,201709170kan,kan,SoreDa01,def_pct,100%,,,,,
player,201709170kan,kan,SoreDa01,special_teams,19,,,,,
player,201709170kan,kan,SoreDa01,st_pct,63%,,,,,
player,201709170kan,kan,ParkRo01,pos,FS,,,,,
player,201709170kan,kan,ParkRo01,offense,0,,,,,
player,201709170kan,kan,ParkRo01,off_pct,0%,,,,,
player,201709170kan,kan,ParkRo01,defense,72,,,,,
player,201709170kan,kan,ParkRo01,def_pct,100%,,,,,
player,201709170kan,kan,ParkRo01,special_teams,1,,,,,
player,201709170kan,kan,ParkRo01,st_pct,3%,,,,,
player,201709170kan,kan,PeteMa00,pos,CB,,,,,
player,201709170kan,kan,PeteMa00,offense,0,,,,,
player,201709170kan,kan,PeteMa00,off_pct,0%,,,,,
player,201709170kan,kan,PeteMa00,defense,72,,,,,
player,201709170kan,kan,PeteMa00,def_pct,100%,,,,,
player,201709170kan,kan,PeteMa00,special_teams,0,,,,,
player,201709170kan,kan,PeteMa00,st_pct,0%,,,,,
player,201709170kan,kan,JohnDe25,pos,LB,,,,,
player,201709170kan,kan,JohnDe25,offense,0,,,,,
player,201709170kan,kan,JohnDe25,off_pct,0%,,,,,
player,201709170kan,kan,JohnDe25,defense,72,,,,,
player,201709170kan,kan,JohnDe25,def_pct,100%,,,,,
player,201709170kan,kan,JohnDe25,special_teams,0,,,,,
player,201709170kan,kan,JohnDe25,st_pct,0%,,,,,
player,201709170kan,kan,MitcTe00,pos,CB,,,,,
player,201709170kan,kan,MitcTe00,offense,0,,,,,
player,201709170kan,kan,MitcTe00,off_pct,0%,,,,,
player,201709170kan,kan,MitcTe00,defense,72,,,,,
player,201709170kan,kan,MitcTe00,def_pct,100%,,,,,
player,201709170kan,kan,MitcTe00,special_teams,0,,,,,
player,201709170kan,kan,MitcTe00,st_pct,0%,,,,,
player,201709170kan,kan,HousJu00,pos,LB,,,,,
player,201709170kan,kan,HousJu00,offense,0,,,,,
player,201709170kan,kan,HousJu00,off_pct,0%,,,,,
player,201709170kan,kan,HousJu00,defense,70,,,,,
player,201709170kan,kan,HousJu00,def_pct,97%,,,,,
player,201709170kan,kan,HousJu00,special_teams,0,,,,,
player,201709170kan,kan,HousJu00,st_pct,0%,,,,,
player,201709170kan,kan,FordDe00,pos,LB,,,,,
player,201709170kan,kan,FordDe00,offense,0,,,,,
player,201709170kan,kan,FordDe00,off_pct,0%,,,,,
player,201709170kan,kan,FordDe00,defense,67,,,,,
player,201709170kan,kan,FordDe00,def_pct,93%,,,,,
player,201709170kan,kan,FordDe00,special_teams,0,,,,,
player,201709170kan,kan,FordDe00,st_pct,0%,,,,,
player,201709170kan,kan,BailAl00,pos,DE,,,,,
player,201709170kan,kan,BailAl00,offense,0,,,,,
player,201709170kan,kan,BailAl00,off_pct,0%,,,,,
player,201709170kan,kan,BailAl00,defense,60,,,,,
player,201709170kan,kan,BailAl00,def_pct,83%,,,,,
player,201709170kan,kan,BailAl00,special_teams,5,,,,,
player,201709170kan,kan,BailAl00,st_pct,17%,,,,,
player,201709170kan,kan,GainPh00,pos,CB,,,,,
player,201709170kan,kan,GainPh00,offense,0,,,,,
player,201709170kan,kan,GainPh00,off_pct,0%,,,,,
player,201709170kan,kan,GainPh00,defense,57,,,,,
player,201709170kan,kan,GainPh00,def_pct,79%,,,,,
player,201709170kan,kan,GainPh00,special_teams,9,,,,,
player,201709170kan,kan,GainPh00,st_pct,30%,,,,,
player,201709170kan,kan,MurrEr00,pos,FS,,,,,
player,201709170kan,kan,MurrEr00,offense,0,,,,,
player,201709170kan,kan,MurrEr00,off_pct,0%,,,,,
player,201709170kan,kan,MurrEr00,defense,50,,,,,
player,201709170kan,kan,MurrEr00,def_pct,69%,,,,,
player,201709170kan,kan,MurrEr00,special_teams,17,,,,,
player,201709170kan,kan,MurrEr00,st_pct,57%,,,,,
player,201709170kan,kan,LogaBe00,pos,NT,,,,,
player,201709170kan,kan,LogaBe00,offense,0,,,,,
player,201709170kan,kan,LogaBe00,off_pct,0%,,,,,
player,201709170kan,kan,LogaBe00,defense,37,,,,,
player,201709170kan,kan,LogaBe00,def_pct,51%,,,,,
player,201709170kan,kan,LogaBe00,special_teams,5,,,,,
player,201709170kan,kan,LogaBe00,st_pct,17%,,,,,
player,201709170kan,kan,JoneCh09,pos,DE,,,,,
player,201709170kan,kan,JoneCh09,offense,0,,,,,
player,201709170kan,kan,JoneCh09,off_pct,0%,,,,,
player,201709170kan,kan,JoneCh09,defense,32,,,,,
player,201709170kan,kan,JoneCh09,def_pct,44%,,,,,
player,201709170kan,kan,JoneCh09,special_teams,0,,,,,
player,201709170kan,kan,JoneCh09,st_pct,0%,,,,,
player,201709170kan,kan,NuneRa00,pos,DE,,,,,
player,201709170kan,kan,NuneRa00,offense,0,,,,,
player,201709170kan,kan,NuneRa00,off_pct,0%,,,,,
player,201709170kan,kan,NuneRa00,defense,26,,,,,
player,201709170kan,kan,NuneRa00,def_pct,36%,,,,,
player,201709170kan,kan,NuneRa00,special_teams,5,,,,,
player,201709170kan,kan,NuneRa00,st_pct,17%,,,,,
player,201709170kan,kan,WilsRa00,pos,LB,,,,,
player,201709170kan,kan,WilsRa00,offense,0,,,,,
player,201709170kan,kan,WilsRa00,off_pct,0%,,,,,
player,201709170kan,kan,WilsRa00,defense,14,,,,,
player,201709170kan,kan,WilsRa00,def_pct,19%,,,,,
player,201709170kan,kan,WilsRa00,special_teams,5,,,,,
player,201709170kan,kan,WilsRa00,st_pct,17%,,,,,
player,201709170kan,kan,MillRo99,pos,NT,,,,,
player,201709170kan,kan,MillRo99,offense,0,,,,,
player,201709170kan,kan,MillRo99,off_pct,0%,,,,,
player,201709170kan,kan,MillRo99,defense,9,,,,,
player,201709170kan,kan,MillRo99,def_pct,12%,,,,,
player,201709170kan,kan,MillRo99,special_teams,0,,,,,
player,201709170kan,kan,MillRo99,st_pct,0%,,,,,
player,201709170kan,kan,ZombFr00,pos,LB,,,,,
player,201709170kan,kan,ZombFr00,offense,0,,,,,
player,201709170kan,kan,ZombFr00,off_pct,0%,,,,,
player,201709170kan,kan,ZombFr00,defense,7,,,,,
player,201709170kan,kan,ZombFr00,def_pct,10%,,,,,
player,201709170kan,kan,ZombFr00,special_teams,25,,,,,
player,201709170kan,kan,ZombFr00,st_pct,83%,,,,,
player,201709170kan,kan,AckeKe00,pos,CB,,,,,
player,201709170kan,kan,AckeKe00,offense,0,,,,,
player,201709170kan,kan,AckeKe00,off_pct,0%,,,,,
player,201709170kan,kan,AckeKe00,defense,2,,,,,
player,201709170kan,kan,AckeKe00,def_pct,3%,,,,,
player,201709170kan,kan,AckeKe00,special_teams,10,,,,,
player,201709170kan,kan,AckeKe00,st_pct,33%,,,,,
player,201709170kan,kan,PierKe00,pos,LB,,,,,
player,201709170kan,kan,PierKe00,offense,0,,,,,
player,201709170kan,kan,PierKe00,off_pct,0%,,,,,
player,201709170kan,kan,PierKe00,defense,1,,,,,
player,201709170kan,kan,PierKe00,def_pct,1%,,,,,
player,201709170kan,kan,PierKe00,special_teams,25,,,,,
player,201709170kan,kan,PierKe00,st_pct,83%,,,,,
player,201709170kan,kan,SmitTe04,pos,LB,,,,,
player,201709170kan,kan,SmitTe04,offense,0,,,,,
player,201709170kan,kan,SmitTe04,off_pct,0%,,,,,
player,201709170kan,kan,SmitTe04,defense,0,,,,,
player,201709170kan,kan,SmitTe04,def_pct,0%,,,,,
player,201709170kan,kan,SmitTe04,special_teams,19,,,,,
player,201709170kan,kan,SmitTe04,st_pct,63%,,,,,
player,201709170kan,kan,TerrSt00,pos,FS,,,,,
player,201709170kan,kan,TerrSt00,offense,0,,,,,
player,201709170kan,kan,TerrSt00,off_pct,0%,,,,,
player,201709170kan,kan,TerrSt00,defense,0,,,,,
player,201709170kan,kan,TerrSt00,def_pct,0%,,,,,
player,201709170kan,kan,TerrSt00,special_teams,14,,,,,
player,201709170kan,kan,TerrSt00,st_pct,47%,,,,,
player,201709170kan,kan,HuntAk01,pos,RB,,,,,
player,201709170kan,kan,HuntAk01,offense,0,,,,,
player,201709170kan,kan,HuntAk01,off_pct,0%,,,,,
player,201709170kan,kan,HuntAk01,defense,0,,,,,
player,201709170kan,kan,HuntAk01,def_pct,0%,,,,,
player,201709170kan,kan,HuntAk01,special_teams,13,,,,,
player,201709170kan,kan,HuntAk01,st_pct,43%,,,,,
player,201709170kan,kan,SantCa01,pos,K,,,,,
player,201709170kan,kan,SantCa01,offense,0,,,,,
player,201709170kan,kan,SantCa01,off_pct,0%,,,,,
player,201709170kan,kan,SantCa01,defense,0,,,,,
player,201709170kan,kan,SantCa01,def_pct,0%,,,,,
player,201709170kan,kan,SantCa01,special_teams,11,,,,,
player,201709170kan,kan,SantCa01,st_pct,37%,,,,,
player,201709170kan,kan,WincJa00,pos,LS,,,,,
player,201709170kan,kan,WincJa00,offense,0,,,,,
player,201709170kan,kan,WincJa00,off_pct,0%,,,,,
player,201709170kan,kan,WincJa00,defense,0,,,,,
player,201709170kan,kan,WincJa00,def_pct,0%,,,,,
player,201709170kan,kan,WincJa00,special_teams,10,,,,,
player,201709170kan,kan,WincJa00,st_pct,33%,,,,,
player,201709170kan,kan,ColqDu20,pos,P,,,,,
player,201709170kan,kan,ColqDu20,offense,0,,,,,
player,201709170kan,kan,ColqDu20,off_pct,0%,,,,,
player,201709170kan,kan,ColqDu20,defense,0,,,,,
player,201709170kan,kan,ColqDu20,def_pct,0%,,,,,
player,201709170kan,kan,ColqDu20,special_teams,10,,,,,
player,201709170kan,kan,ColqDu20,st_pct,33%,,,,,
player,201709170kan,kan,EligUk00,pos,LB,,,,,
player,201709170kan,kan,EligUk00,offense,0,,,,,
player,201709170kan,kan,EligUk00,off_pct,0%,,,,,
player,201709170kan,kan,EligUk00,defense,0,,,,,
player,201709170kan,kan,EligUk00,def_pct,0%,,,,,
player,201709170kan,kan,EligUk00,special_teams,8,,,,,
player,201709170kan,kan,EligUk00,st_pct,27%,,,,,
player,201709170kan,kan,KpasTa00,pos,LB,,,,,
player,201709170kan,kan,KpasTa00,offense,0,,,,,
player,201709170kan,kan,KpasTa00,off_pct,0%,,,,,
player,201709170kan,kan,KpasTa00,defense,0,,,,,
player,201709170kan,kan,KpasTa00,def_pct,0%,,,,,
player,201709170kan,kan,KpasTa00,special_teams,5,,,,,
player,201709170kan,kan,KpasTa00,st_pct,17%,,,,,
player,201709170kan,kan,ErviCa00,pos,T,,,,,
player,201709170kan,kan,ErviCa00,offense,0,,,,,
player,201709170kan,kan,ErviCa00,off_pct,0%,,,,,
player,201709170kan,kan,ErviCa00,defense,0,,,,,
player,201709170kan,kan,ErviCa00,def_pct,0%,,,,,
player,201709170kan,kan,ErviCa00,special_teams,2,,,,,
player,201709170kan,kan,ErviCa00,st_pct,7%,,,,,
player,201709170kan,phi,BrooBr00,pos,G,,,,,
player,201709170kan,phi,BrooBr00,offense,72,,,,,
player,201709170kan,phi,BrooBr00,off_pct,100%,,,,,
player,201709170kan,phi,BrooBr00,defense,0,,,,,
player,201709170kan,phi,BrooBr00,def_pct,0%,,,,,
