game,2017,9,20171105,201711050mia,rai,"Oakland Raiders",27,mia,"Miami Dolphins",24
player,201711050mia,rai,McDoDe02,tackles_assists,5,,,,,
player,201711050mia,rai,McDoDe02,tackles_loss,0,,,,,
player,201711050mia,rai,McDoDe02,qb_hits,0,,,,,
player,201711050mia,rai,McDoDe02,fumbles_rec,0,,,,,
player,201711050mia,rai,McDoDe02,fumbles_rec_yds,0,,,,,
player,201711050mia,rai,McDoDe02,fumbles_rec_td,0,,,,,
player,201711050mia,rai,McDoDe02,fumbles_forced,0,,,,,
player,201711050mia,rai,NelsRe99,def_int,0,,,,,
player,201711050mia,rai,NelsRe99,def_int_yds,0,,,,,
player,201711050mia,rai,NelsRe99,def_int_td,0,,,,,
player,201711050mia,rai,NelsRe99,def_int_long,0,,,,,
player,201711050mia,rai,NelsRe99,pass_defended,0,,,,,
player,201711050mia,rai,NelsRe99,sacks,0.0,,,,,
player,201711050mia,rai,NelsRe99,tackles_combined,6,,,,,
player,201711050mia,rai,NelsRe99,tackles_solo,2,,,,,
player,201711050mia,rai,NelsRe99,tackles_assists,4,,,,,
player,201711050mia,rai,NelsRe99,tackles_loss,0,,,,,
player,201711050mia,rai,NelsRe99,qb_hits,0,,,,,
