game,2017,9,20171105,201711050mia,rai,"Oakland Raiders",27,mia,"Miami Dolphins",24
team,201711050mia,rai,First Downs,20,,,,,,
team,201711050mia,mia,First Downs,23,,,,,,
team,201711050mia,rai,Rush-Yds-TDs,27-84-2,,,,,,
team,201711050mia,mia,Rush-Yds-TDs,18-86-0,,,,,,
team,201711050mia,rai,Cmp-Att-Yd-TD-INT,21-30-300-1-1,,,,,,
team,201711050mia,mia,Cmp-Att-Yd-TD-INT,34-42-311-3-0,,,,,,
team,201711050mia,rai,Sacked-Yards,1-5,,,,,,
team,201711050mia,mia,Sacked-Yards,1-2,,,,,,
team,201711050mia,rai,Net Pass Yards,295,,,,,,
team,201711050mia,mia,Net Pass Yards,309,,,,,,
team,201711050mia,rai,Total Yards,379,,,,,,
team,201711050mia,mia,Total Yards,395,,,,,,
team,201711050mia,rai,Fumbles-Lost,3-1,,,,,,
team,201711050mia,mia,Fumbles-Lost,2-1,,,,,,
team,201711050mia,rai,Turnovers,2,,,,,,
team,201711050mia,mia,Turnovers,1,,,,,,
team,201711050mia,rai,Penalties-Yards,10-105,,,,,,
team,201711050mia,mia,Penalties-Yards,11-107,,,,,,
team,201711050mia,rai,Third Down Conv.,8-15,,,,,,
team,201711050mia,mia,Third Down Conv.,5-12,,,,,,
team,201711050mia,rai,Fourth Down Conv.,0-0,,,,,,
team,201711050mia,mia,Fourth Down Conv.,0-1,,,,,,
team,201711050mia,rai,Time of Possession,30:56,,,,,,
team,201711050mia,mia,Time of Possession,29:04,,,,,,
player,201711050mia,rai,CarrDe02,pass_cmp,21,,,,,
player,201711050mia,rai,CarrDe02,pass_att,30,,,,,
player,201711050mia,rai,CarrDe02,pass_yds,300,,,,,
player,201711050mia,rai,CarrDe02,pass_td,1,,,,,
player,201711050mia,rai,CarrDe02,pass_int,1,,,,,
player,201711050mia,rai,CarrDe02,pass_sacked,1,,,,,
player,201711050mia,rai,CarrDe02,pass_sacked_yds,5,,,,,
player,201711050mia,rai,CarrDe02,pass_long,44,,,,,
player,201711050mia,rai,CarrDe02,pass_rating,99.3,,,,,
player,201711050mia,rai,CarrDe02,rush_att,4,,,,,
player,201711050mia,rai,CarrDe02,rush_yds,-3,,,,,
player,201711050mia,rai,CarrDe02,rush_td,0,,,,,
player,201711050mia,rai,CarrDe02,rush_long,0,,,,,
player,201711050mia,rai,CarrDe02,targets,0,,,,,
player,201711050mia,rai,CarrDe02,rec,0,,,,,
player,201711050mia,rai,CarrDe02,rec_yds,0,,,,,
player,201711050mia,rai,CarrDe02,rec_td,0,,,,,
player,201711050mia,rai,CarrDe02,rec_long,0,,,,,
player,201711050mia,rai,CarrDe02,fumbles,2,,,,,
player,201711050mia,rai,CarrDe02,fumbles_lost,0,,,,,
player,201711050mia,rai,LyncMa00,pass_cmp,0,,,,,
player,201711050mia,rai,LyncMa00,pass_att,0,,,,,
player,201711050mia,rai,LyncMa00,pass_yds,0,,,,,
player,201711050mia,rai,LyncMa00,pass_td,0,,,,,
player,201711050mia,rai,LyncMa00,pass_int,0,,,,,
player,201711050mia,rai,LyncMa00,pass_sacked,0,,,,,
player,201711050mia,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,LyncMa00,pass_long,0,,,,,
player,201711050mia,rai,LyncMa00,pass_rating,,,,,,
player,201711050mia,rai,LyncMa00,rush_att,14,,,,,
player,201711050mia,rai,LyncMa00,rush_yds,57,,,,,
player,201711050mia,rai,LyncMa00,rush_td,2,,,,,
player,201711050mia,rai,LyncMa00,rush_long,22,,,,,
player,201711050mia,rai,LyncMa00,targets,2,,,,,
player,201711050mia,rai,LyncMa00,rec,2,,,,,
player,201711050mia,rai,LyncMa00,rec_yds,6,,,,,
player,201711050mia,rai,LyncMa00,rec_td,0,,,,,
player,201711050mia,rai,LyncMa00,rec_long,5,,,,,
player,201711050mia,rai,LyncMa00,fumbles,0,,,,,
player,201711050mia,rai,LyncMa00,fumbles_lost,0,,,,,
player,201711050mia,rai,WashDe00,pass_cmp,0,,,,,
player,201711050mia,rai,WashDe00,pass_att,0,,,,,
player,201711050mia,rai,WashDe00,pass_yds,0,,,,,
player,201711050mia,rai,WashDe00,pass_td,0,,,,,
player,201711050mia,rai,WashDe00,pass_int,0,,,,,
player,201711050mia,rai,WashDe00,pass_sacked,0,,,,,
player,201711050mia,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,WashDe00,pass_long,0,,,,,
player,201711050mia,rai,WashDe00,pass_rating,,,,,,
player,201711050mia,rai,WashDe00,rush_att,4,,,,,
player,201711050mia,rai,WashDe00,rush_yds,16,,,,,
player,201711050mia,rai,WashDe00,rush_td,0,,,,,
player,201711050mia,rai,WashDe00,rush_long,11,,,,,
player,201711050mia,rai,WashDe00,targets,1,,,,,
player,201711050mia,rai,WashDe00,rec,1,,,,,
player,201711050mia,rai,WashDe00,rec_yds,-2,,,,,
player,201711050mia,rai,WashDe00,rec_td,0,,,,,
player,201711050mia,rai,WashDe00,rec_long,-2,,,,,
player,201711050mia,rai,WashDe00,fumbles,0,,,,,
player,201711050mia,rai,WashDe00,fumbles_lost,0,,,,,
player,201711050mia,rai,RichJa01,pass_cmp,0,,,,,
player,201711050mia,rai,RichJa01,pass_att,0,,,,,
player,201711050mia,rai,RichJa01,pass_yds,0,,,,,
player,201711050mia,rai,RichJa01,pass_td,0,,,,,
player,201711050mia,rai,RichJa01,pass_int,0,,,,,
player,201711050mia,rai,RichJa01,pass_sacked,0,,,,,
player,201711050mia,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201711050mia,rai,RichJa01,pass_long,0,,,,,
player,201711050mia,rai,RichJa01,pass_rating,,,,,,
player,201711050mia,rai,RichJa01,rush_att,5,,,,,
player,201711050mia,rai,RichJa01,rush_yds,14,,,,,
player,201711050mia,rai,RichJa01,rush_td,0,,,,,
player,201711050mia,rai,RichJa01,rush_long,5,,,,,
player,201711050mia,rai,RichJa01,targets,1,,,,,
player,201711050mia,rai,RichJa01,rec,0,,,,,
player,201711050mia,rai,RichJa01,rec_yds,0,,,,,
player,201711050mia,rai,RichJa01,rec_td,0,,,,,
player,201711050mia,rai,RichJa01,rec_long,0,,,,,
player,201711050mia,rai,RichJa01,fumbles,0,,,,,
player,201711050mia,rai,RichJa01,fumbles_lost,0,,,,,
player,201711050mia,rai,CookJa02,pass_cmp,0,,,,,
player,201711050mia,rai,CookJa02,pass_att,0,,,,,
player,201711050mia,rai,CookJa02,pass_yds,0,,,,,
player,201711050mia,rai,CookJa02,pass_td,0,,,,,
player,201711050mia,rai,CookJa02,pass_int,0,,,,,
player,201711050mia,rai,CookJa02,pass_sacked,0,,,,,
player,201711050mia,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201711050mia,rai,CookJa02,pass_long,0,,,,,
player,201711050mia,rai,CookJa02,pass_rating,,,,,,
player,201711050mia,rai,CookJa02,rush_att,0,,,,,
player,201711050mia,rai,CookJa02,rush_yds,0,,,,,
player,201711050mia,rai,CookJa02,rush_td,0,,,,,
player,201711050mia,rai,CookJa02,rush_long,0,,,,,
player,201711050mia,rai,CookJa02,targets,9,,,,,
player,201711050mia,rai,CookJa02,rec,8,,,,,
player,201711050mia,rai,CookJa02,rec_yds,126,,,,,
player,201711050mia,rai,CookJa02,rec_td,0,,,,,
player,201711050mia,rai,CookJa02,rec_long,35,,,,,
player,201711050mia,rai,CookJa02,fumbles,0,,,,,
player,201711050mia,rai,CookJa02,fumbles_lost,0,,,,,
player,201711050mia,rai,CoopAm00,pass_cmp,0,,,,,
player,201711050mia,rai,CoopAm00,pass_att,0,,,,,
player,201711050mia,rai,CoopAm00,pass_yds,0,,,,,
player,201711050mia,rai,CoopAm00,pass_td,0,,,,,
player,201711050mia,rai,CoopAm00,pass_int,0,,,,,
player,201711050mia,rai,CoopAm00,pass_sacked,0,,,,,
player,201711050mia,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,CoopAm00,pass_long,0,,,,,
player,201711050mia,rai,CoopAm00,pass_rating,,,,,,
player,201711050mia,rai,CoopAm00,rush_att,0,,,,,
player,201711050mia,rai,CoopAm00,rush_yds,0,,,,,
player,201711050mia,rai,CoopAm00,rush_td,0,,,,,
player,201711050mia,rai,CoopAm00,rush_long,0,,,,,
player,201711050mia,rai,CoopAm00,targets,9,,,,,
player,201711050mia,rai,CoopAm00,rec,4,,,,,
player,201711050mia,rai,CoopAm00,rec_yds,58,,,,,
player,201711050mia,rai,CoopAm00,rec_td,0,,,,,
player,201711050mia,rai,CoopAm00,rec_long,26,,,,,
player,201711050mia,rai,CoopAm00,fumbles,0,,,,,
player,201711050mia,rai,CoopAm00,fumbles_lost,0,,,,,
player,201711050mia,rai,HoltJo00,pass_cmp,0,,,,,
player,201711050mia,rai,HoltJo00,pass_att,0,,,,,
player,201711050mia,rai,HoltJo00,pass_yds,0,,,,,
player,201711050mia,rai,HoltJo00,pass_td,0,,,,,
player,201711050mia,rai,HoltJo00,pass_int,0,,,,,
player,201711050mia,rai,HoltJo00,pass_sacked,0,,,,,
player,201711050mia,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,HoltJo00,pass_long,0,,,,,
player,201711050mia,rai,HoltJo00,pass_rating,,,,,,
player,201711050mia,rai,HoltJo00,rush_att,0,,,,,
player,201711050mia,rai,HoltJo00,rush_yds,0,,,,,
player,201711050mia,rai,HoltJo00,rush_td,0,,,,,
player,201711050mia,rai,HoltJo00,rush_long,0,,,,,
player,201711050mia,rai,HoltJo00,targets,1,,,,,
player,201711050mia,rai,HoltJo00,rec,1,,,,,
player,201711050mia,rai,HoltJo00,rec_yds,44,,,,,
player,201711050mia,rai,HoltJo00,rec_td,1,,,,,
player,201711050mia,rai,HoltJo00,rec_long,44,,,,,
player,201711050mia,rai,HoltJo00,fumbles,0,,,,,
player,201711050mia,rai,HoltJo00,fumbles_lost,0,,,,,
player,201711050mia,rai,CrabMi00,pass_cmp,0,,,,,
player,201711050mia,rai,CrabMi00,pass_att,0,,,,,
player,201711050mia,rai,CrabMi00,pass_yds,0,,,,,
player,201711050mia,rai,CrabMi00,pass_td,0,,,,,
player,201711050mia,rai,CrabMi00,pass_int,0,,,,,
player,201711050mia,rai,CrabMi00,pass_sacked,0,,,,,
player,201711050mia,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,CrabMi00,pass_long,0,,,,,
player,201711050mia,rai,CrabMi00,pass_rating,,,,,,
player,201711050mia,rai,CrabMi00,rush_att,0,,,,,
player,201711050mia,rai,CrabMi00,rush_yds,0,,,,,
player,201711050mia,rai,CrabMi00,rush_td,0,,,,,
player,201711050mia,rai,CrabMi00,rush_long,0,,,,,
player,201711050mia,rai,CrabMi00,targets,4,,,,,
player,201711050mia,rai,CrabMi00,rec,3,,,,,
player,201711050mia,rai,CrabMi00,rec_yds,40,,,,,
player,201711050mia,rai,CrabMi00,rec_td,0,,,,,
player,201711050mia,rai,CrabMi00,rec_long,16,,,,,
player,201711050mia,rai,CrabMi00,fumbles,0,,,,,
player,201711050mia,rai,CrabMi00,fumbles_lost,0,,,,,
player,201711050mia,rai,RobeSe00,pass_cmp,0,,,,,
player,201711050mia,rai,RobeSe00,pass_att,0,,,,,
player,201711050mia,rai,RobeSe00,pass_yds,0,,,,,
player,201711050mia,rai,RobeSe00,pass_td,0,,,,,
player,201711050mia,rai,RobeSe00,pass_int,0,,,,,
player,201711050mia,rai,RobeSe00,pass_sacked,0,,,,,
player,201711050mia,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201711050mia,rai,RobeSe00,pass_long,0,,,,,
player,201711050mia,rai,RobeSe00,pass_rating,,,,,,
player,201711050mia,rai,RobeSe00,rush_att,0,,,,,
player,201711050mia,rai,RobeSe00,rush_yds,0,,,,,
player,201711050mia,rai,RobeSe00,rush_td,0,,,,,
player,201711050mia,rai,RobeSe00,rush_long,0,,,,,
player,201711050mia,rai,RobeSe00,targets,2,,,,,
player,201711050mia,rai,RobeSe00,rec,2,,,,,
player,201711050mia,rai,RobeSe00,rec_yds,28,,,,,
player,201711050mia,rai,RobeSe00,rec_td,0,,,,,
player,201711050mia,rai,RobeSe00,rec_long,29,,,,,
player,201711050mia,rai,RobeSe00,fumbles,0,,,,,
player,201711050mia,rai,RobeSe00,fumbles_lost,0,,,,,
player,201711050mia,mia,CutlJa00,pass_cmp,34,,,,,
player,201711050mia,mia,CutlJa00,pass_att,42,,,,,
player,201711050mia,mia,CutlJa00,pass_yds,311,,,,,
player,201711050mia,mia,CutlJa00,pass_td,3,,,,,
player,201711050mia,mia,CutlJa00,pass_int,0,,,,,
player,201711050mia,mia,CutlJa00,pass_sacked,1,,,,,
player,201711050mia,mia,CutlJa00,pass_sacked_yds,2,,,,,
player,201711050mia,mia,CutlJa00,pass_long,27,,,,,
player,201711050mia,mia,CutlJa00,pass_rating,121.3,,,,,
player,201711050mia,mia,CutlJa00,rush_att,1,,,,,
player,201711050mia,mia,CutlJa00,rush_yds,0,,,,,
player,201711050mia,mia,CutlJa00,rush_td,0,,,,,
player,201711050mia,mia,CutlJa00,rush_long,0,,,,,
player,201711050mia,mia,CutlJa00,targets,0,,,,,
player,201711050mia,mia,CutlJa00,rec,0,,,,,
player,201711050mia,mia,CutlJa00,rec_yds,0,,,,,
player,201711050mia,mia,CutlJa00,rec_td,0,,,,,
player,201711050mia,mia,CutlJa00,rec_long,0,,,,,
player,201711050mia,mia,CutlJa00,fumbles,0,,,,,
player,201711050mia,mia,CutlJa00,fumbles_lost,0,,,,,
player,201711050mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201711050mia,mia,DrakKe00,pass_att,0,,,,,
player,201711050mia,mia,DrakKe00,pass_yds,0,,,,,
player,201711050mia,mia,DrakKe00,pass_td,0,,,,,
player,201711050mia,mia,DrakKe00,pass_int,0,,,,,
player,201711050mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201711050mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,DrakKe00,pass_long,0,,,,,
player,201711050mia,mia,DrakKe00,pass_rating,,,,,,
player,201711050mia,mia,DrakKe00,rush_att,9,,,,,
player,201711050mia,mia,DrakKe00,rush_yds,69,,,,,
player,201711050mia,mia,DrakKe00,rush_td,0,,,,,
player,201711050mia,mia,DrakKe00,rush_long,42,,,,,
player,201711050mia,mia,DrakKe00,targets,6,,,,,
player,201711050mia,mia,DrakKe00,rec,6,,,,,
player,201711050mia,mia,DrakKe00,rec_yds,35,,,,,
player,201711050mia,mia,DrakKe00,rec_td,0,,,,,
player,201711050mia,mia,DrakKe00,rec_long,10,,,,,
player,201711050mia,mia,DrakKe00,fumbles,1,,,,,
player,201711050mia,mia,DrakKe00,fumbles_lost,1,,,,,
player,201711050mia,mia,WillDa05,pass_cmp,0,,,,,
player,201711050mia,mia,WillDa05,pass_att,0,,,,,
player,201711050mia,mia,WillDa05,pass_yds,0,,,,,
player,201711050mia,mia,WillDa05,pass_td,0,,,,,
player,201711050mia,mia,WillDa05,pass_int,0,,,,,
player,201711050mia,mia,WillDa05,pass_sacked,0,,,,,
player,201711050mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201711050mia,mia,WillDa05,pass_long,0,,,,,
player,201711050mia,mia,WillDa05,pass_rating,,,,,,
player,201711050mia,mia,WillDa05,rush_att,7,,,,,
player,201711050mia,mia,WillDa05,rush_yds,14,,,,,
player,201711050mia,mia,WillDa05,rush_td,0,,,,,
player,201711050mia,mia,WillDa05,rush_long,4,,,,,
player,201711050mia,mia,WillDa05,targets,6,,,,,
player,201711050mia,mia,WillDa05,rec,6,,,,,
player,201711050mia,mia,WillDa05,rec_yds,47,,,,,
player,201711050mia,mia,WillDa05,rec_td,1,,,,,
player,201711050mia,mia,WillDa05,rec_long,11,,,,,
player,201711050mia,mia,WillDa05,fumbles,0,,,,,
player,201711050mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201711050mia,mia,GrayMa00,pass_cmp,0,,,,,
player,201711050mia,mia,GrayMa00,pass_att,0,,,,,
player,201711050mia,mia,GrayMa00,pass_yds,0,,,,,
player,201711050mia,mia,GrayMa00,pass_td,0,,,,,
player,201711050mia,mia,GrayMa00,pass_int,0,,,,,
player,201711050mia,mia,GrayMa00,pass_sacked,0,,,,,
player,201711050mia,mia,GrayMa00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,GrayMa00,pass_long,0,,,,,
player,201711050mia,mia,GrayMa00,pass_rating,,,,,,
player,201711050mia,mia,GrayMa00,rush_att,1,,,,,
player,201711050mia,mia,GrayMa00,rush_yds,3,,,,,
player,201711050mia,mia,GrayMa00,rush_td,0,,,,,
player,201711050mia,mia,GrayMa00,rush_long,3,,,,,
player,201711050mia,mia,GrayMa00,targets,0,,,,,
player,201711050mia,mia,GrayMa00,rec,0,,,,,
player,201711050mia,mia,GrayMa00,rec_yds,0,,,,,
player,201711050mia,mia,GrayMa00,rec_td,0,,,,,
player,201711050mia,mia,GrayMa00,rec_long,0,,,,,
player,201711050mia,mia,GrayMa00,fumbles,0,,,,,
player,201711050mia,mia,GrayMa00,fumbles_lost,0,,,,,
player,201711050mia,mia,ThomJu00,pass_cmp,0,,,,,
player,201711050mia,mia,ThomJu00,pass_att,0,,,,,
player,201711050mia,mia,ThomJu00,pass_yds,0,,,,,
player,201711050mia,mia,ThomJu00,pass_td,0,,,,,
player,201711050mia,mia,ThomJu00,pass_int,0,,,,,
player,201711050mia,mia,ThomJu00,pass_sacked,0,,,,,
player,201711050mia,mia,ThomJu00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,ThomJu00,pass_long,0,,,,,
player,201711050mia,mia,ThomJu00,pass_rating,,,,,,
player,201711050mia,mia,ThomJu00,rush_att,0,,,,,
player,201711050mia,mia,ThomJu00,rush_yds,0,,,,,
player,201711050mia,mia,ThomJu00,rush_td,0,,,,,
player,201711050mia,mia,ThomJu00,rush_long,0,,,,,
player,201711050mia,mia,ThomJu00,targets,8,,,,,
player,201711050mia,mia,ThomJu00,rec,6,,,,,
player,201711050mia,mia,ThomJu00,rec_yds,84,,,,,
player,201711050mia,mia,ThomJu00,rec_td,1,,,,,
player,201711050mia,mia,ThomJu00,rec_long,27,,,,,
player,201711050mia,mia,ThomJu00,fumbles,0,,,,,
player,201711050mia,mia,ThomJu00,fumbles_lost,0,,,,,
player,201711050mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201711050mia,mia,ParkDe01,pass_att,0,,,,,
player,201711050mia,mia,ParkDe01,pass_yds,0,,,,,
player,201711050mia,mia,ParkDe01,pass_td,0,,,,,
player,201711050mia,mia,ParkDe01,pass_int,0,,,,,
player,201711050mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201711050mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201711050mia,mia,ParkDe01,pass_long,0,,,,,
player,201711050mia,mia,ParkDe01,pass_rating,,,,,,
player,201711050mia,mia,ParkDe01,rush_att,0,,,,,
player,201711050mia,mia,ParkDe01,rush_yds,0,,,,,
player,201711050mia,mia,ParkDe01,rush_td,0,,,,,
player,201711050mia,mia,ParkDe01,rush_long,0,,,,,
player,201711050mia,mia,ParkDe01,targets,8,,,,,
player,201711050mia,mia,ParkDe01,rec,5,,,,,
player,201711050mia,mia,ParkDe01,rec_yds,76,,,,,
player,201711050mia,mia,ParkDe01,rec_td,0,,,,,
player,201711050mia,mia,ParkDe01,rec_long,26,,,,,
player,201711050mia,mia,ParkDe01,fumbles,0,,,,,
player,201711050mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201711050mia,mia,LandJa00,pass_cmp,0,,,,,
player,201711050mia,mia,LandJa00,pass_att,0,,,,,
player,201711050mia,mia,LandJa00,pass_yds,0,,,,,
player,201711050mia,mia,LandJa00,pass_td,0,,,,,
player,201711050mia,mia,LandJa00,pass_int,0,,,,,
player,201711050mia,mia,LandJa00,pass_sacked,0,,,,,
player,201711050mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,LandJa00,pass_long,0,,,,,
player,201711050mia,mia,LandJa00,pass_rating,,,,,,
player,201711050mia,mia,LandJa00,rush_att,0,,,,,
player,201711050mia,mia,LandJa00,rush_yds,0,,,,,
player,201711050mia,mia,LandJa00,rush_td,0,,,,,
player,201711050mia,mia,LandJa00,rush_long,0,,,,,
player,201711050mia,mia,LandJa00,targets,7,,,,,
player,201711050mia,mia,LandJa00,rec,6,,,,,
player,201711050mia,mia,LandJa00,rec_yds,32,,,,,
player,201711050mia,mia,LandJa00,rec_td,1,,,,,
player,201711050mia,mia,LandJa00,rec_long,11,,,,,
player,201711050mia,mia,LandJa00,fumbles,0,,,,,
player,201711050mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201711050mia,mia,StilKe00,pass_cmp,0,,,,,
player,201711050mia,mia,StilKe00,pass_att,0,,,,,
player,201711050mia,mia,StilKe00,pass_yds,0,,,,,
player,201711050mia,mia,StilKe00,pass_td,0,,,,,
player,201711050mia,mia,StilKe00,pass_int,0,,,,,
player,201711050mia,mia,StilKe00,pass_sacked,0,,,,,
player,201711050mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,StilKe00,pass_long,0,,,,,
player,201711050mia,mia,StilKe00,pass_rating,,,,,,
player,201711050mia,mia,StilKe00,rush_att,0,,,,,
player,201711050mia,mia,StilKe00,rush_yds,0,,,,,
player,201711050mia,mia,StilKe00,rush_td,0,,,,,
player,201711050mia,mia,StilKe00,rush_long,0,,,,,
player,201711050mia,mia,StilKe00,targets,4,,,,,
player,201711050mia,mia,StilKe00,rec,3,,,,,
player,201711050mia,mia,StilKe00,rec_yds,28,,,,,
player,201711050mia,mia,StilKe00,rec_td,0,,,,,
player,201711050mia,mia,StilKe00,rec_long,14,,,,,
player,201711050mia,mia,StilKe00,fumbles,0,,,,,
player,201711050mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201711050mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201711050mia,mia,FasaAn00,pass_att,0,,,,,
player,201711050mia,mia,FasaAn00,pass_yds,0,,,,,
player,201711050mia,mia,FasaAn00,pass_td,0,,,,,
player,201711050mia,mia,FasaAn00,pass_int,0,,,,,
player,201711050mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201711050mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201711050mia,mia,FasaAn00,pass_long,0,,,,,
player,201711050mia,mia,FasaAn00,pass_rating,,,,,,
player,201711050mia,mia,FasaAn00,rush_att,0,,,,,
player,201711050mia,mia,FasaAn00,rush_yds,0,,,,,
player,201711050mia,mia,FasaAn00,rush_td,0,,,,,
player,201711050mia,mia,FasaAn00,rush_long,0,,,,,
player,201711050mia,mia,FasaAn00,targets,2,,,,,
player,201711050mia,mia,FasaAn00,rec,2,,,,,
player,201711050mia,mia,FasaAn00,rec_yds,9,,,,,
player,201711050mia,mia,FasaAn00,rec_td,0,,,,,
player,201711050mia,mia,FasaAn00,rec_long,6,,,,,
player,201711050mia,mia,FasaAn00,fumbles,0,,,,,
player,201711050mia,mia,FasaAn00,fumbles_lost,0,,,,,
player,201711050mia,rai,EdwaMa01,def_int,0,,,,,
player,201711050mia,rai,EdwaMa01,def_int_yds,0,,,,,
player,201711050mia,rai,EdwaMa01,def_int_td,0,,,,,
player,201711050mia,rai,EdwaMa01,def_int_long,0,,,,,
player,201711050mia,rai,EdwaMa01,pass_defended,0,,,,,
player,201711050mia,rai,EdwaMa01,sacks,0.5,,,,,
player,201711050mia,rai,EdwaMa01,tackles_combined,5,,,,,
player,201711050mia,rai,EdwaMa01,tackles_solo,4,,,,,
player,201711050mia,rai,EdwaMa01,tackles_assists,1,,,,,
player,201711050mia,rai,EdwaMa01,tackles_loss,0,,,,,
player,201711050mia,rai,EdwaMa01,qb_hits,1,,,,,
player,201711050mia,rai,EdwaMa01,fumbles_rec,0,,,,,
player,201711050mia,rai,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201711050mia,rai,EdwaMa01,fumbles_rec_td,0,,,,,
player,201711050mia,rai,EdwaMa01,fumbles_forced,0,,,,,
player,201711050mia,rai,IrviBr00,def_int,0,,,,,
player,201711050mia,rai,IrviBr00,def_int_yds,0,,,,,
player,201711050mia,rai,IrviBr00,def_int_td,0,,,,,
player,201711050mia,rai,IrviBr00,def_int_long,0,,,,,
player,201711050mia,rai,IrviBr00,pass_defended,0,,,,,
player,201711050mia,rai,IrviBr00,sacks,0.5,,,,,
player,201711050mia,rai,IrviBr00,tackles_combined,4,,,,,
player,201711050mia,rai,IrviBr00,tackles_solo,2,,,,,
player,201711050mia,rai,IrviBr00,tackles_assists,2,,,,,
player,201711050mia,rai,IrviBr00,tackles_loss,0,,,,,
player,201711050mia,rai,IrviBr00,qb_hits,2,,,,,
player,201711050mia,rai,IrviBr00,fumbles_rec,0,,,,,
player,201711050mia,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201711050mia,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201711050mia,rai,IrviBr00,fumbles_forced,1,,,,,
player,201711050mia,rai,BowmNa99,def_int,0,,,,,
player,201711050mia,rai,BowmNa99,def_int_yds,0,,,,,
player,201711050mia,rai,BowmNa99,def_int_td,0,,,,,
player,201711050mia,rai,BowmNa99,def_int_long,0,,,,,
player,201711050mia,rai,BowmNa99,pass_defended,0,,,,,
player,201711050mia,rai,BowmNa99,sacks,0.0,,,,,
player,201711050mia,rai,BowmNa99,tackles_combined,10,,,,,
player,201711050mia,rai,BowmNa99,tackles_solo,5,,,,,
player,201711050mia,rai,BowmNa99,tackles_assists,5,,,,,
player,201711050mia,rai,BowmNa99,tackles_loss,0,,,,,
player,201711050mia,rai,BowmNa99,qb_hits,1,,,,,
player,201711050mia,rai,BowmNa99,fumbles_rec,0,,,,,
player,201711050mia,rai,BowmNa99,fumbles_rec_yds,0,,,,,
player,201711050mia,rai,BowmNa99,fumbles_rec_td,0,,,,,
player,201711050mia,rai,BowmNa99,fumbles_forced,0,,,,,
player,201711050mia,rai,McDoDe02,def_int,0,,,,,
player,201711050mia,rai,McDoDe02,def_int_yds,0,,,,,
player,201711050mia,rai,McDoDe02,def_int_td,0,,,,,
player,201711050mia,rai,McDoDe02,def_int_long,0,,,,,
player,201711050mia,rai,McDoDe02,pass_defended,1,,,,,
player,201711050mia,rai,McDoDe02,sacks,0.0,,,,,
player,201711050mia,rai,McDoDe02,tackles_combined,10,,,,,
player,201711050mia,rai,McDoDe02,tackles_solo,5,,,,,
