game,2017,17,20171231,201712310det,gnb,"Green Bay Packers",11,det,"Detroit Lions",35
team,201712310det,gnb,First Downs,17,,,,,,
team,201712310det,det,First Downs,18,,,,,,
team,201712310det,gnb,Rush-Yds-TDs,27-103-0,,,,,,
team,201712310det,det,Rush-Yds-TDs,23-51-1,,,,,,
team,201712310det,gnb,Cmp-Att-Yd-TD-INT,20-32-193-1-2,,,,,,
team,201712310det,det,Cmp-Att-Yd-TD-INT,20-29-323-3-0,,,,,,
team,201712310det,gnb,Sacked-Yards,4-40,,,,,,
team,201712310det,det,Sacked-Yards,2-18,,,,,,
team,201712310det,gnb,Net Pass Yards,153,,,,,,
team,201712310det,det,Net Pass Yards,305,,,,,,
team,201712310det,gnb,Total Yards,256,,,,,,
team,201712310det,det,Total Yards,356,,,,,,
team,201712310det,gnb,Fumbles-Lost,2-2,,,,,,
team,201712310det,det,Fumbles-Lost,1-0,,,,,,
team,201712310det,gnb,Turnovers,4,,,,,,
team,201712310det,det,Turnovers,0,,,,,,
team,201712310det,gnb,Penalties-Yards,8-68,,,,,,
team,201712310det,det,Penalties-Yards,5-62,,,,,,
team,201712310det,gnb,Third Down Conv.,4-14,,,,,,
team,201712310det,det,Third Down Conv.,4-12,,,,,,
team,201712310det,gnb,Fourth Down Conv.,1-2,,,,,,
team,201712310det,det,Fourth Down Conv.,0-0,,,,,,
team,201712310det,gnb,Time of Possession,31:47,,,,,,
team,201712310det,det,Time of Possession,28:13,,,,,,
player,201712310det,gnb,HundBr00,pass_cmp,14,,,,,
player,201712310det,gnb,HundBr00,pass_att,24,,,,,
player,201712310det,gnb,HundBr00,pass_yds,172,,,,,
player,201712310det,gnb,HundBr00,pass_td,1,,,,,
player,201712310det,gnb,HundBr00,pass_int,2,,,,,
player,201712310det,gnb,HundBr00,pass_sacked,4,,,,,
player,201712310det,gnb,HundBr00,pass_sacked_yds,40,,,,,
player,201712310det,gnb,HundBr00,pass_long,29,,,,,
player,201712310det,gnb,HundBr00,pass_rating,59.7,,,,,
player,201712310det,gnb,HundBr00,rush_att,3,,,,,
player,201712310det,gnb,HundBr00,rush_yds,15,,,,,
player,201712310det,gnb,HundBr00,rush_td,0,,,,,
player,201712310det,gnb,HundBr00,rush_long,6,,,,,
player,201712310det,gnb,HundBr00,targets,1,,,,,
player,201712310det,gnb,HundBr00,rec,1,,,,,
player,201712310det,gnb,HundBr00,rec_yds,10,,,,,
player,201712310det,gnb,HundBr00,rec_td,0,,,,,
player,201712310det,gnb,HundBr00,rec_long,10,,,,,
