game,2017,12,20171123,201711230dal,sdg,"Los Angeles Chargers",28,dal,"Dallas Cowboys",6
player,201711230dal,sdg,RivePh00,rush_long,0,,,,,
player,201711230dal,sdg,RivePh00,targets,0,,,,,
player,201711230dal,sdg,RivePh00,rec,0,,,,,
player,201711230dal,sdg,RivePh00,rec_yds,0,,,,,
player,201711230dal,sdg,RivePh00,rec_td,0,,,,,
player,201711230dal,sdg,RivePh00,rec_long,0,,,,,
player,201711230dal,sdg,RivePh00,fumbles,0,,,,,
player,201711230dal,sdg,RivePh00,fumbles_lost,0,,,,,
player,201711230dal,sdg,GordMe00,pass_cmp,0,,,,,
player,201711230dal,sdg,GordMe00,pass_att,0,,,,,
player,201711230dal,sdg,GordMe00,pass_yds,0,,,,,
player,201711230dal,sdg,GordMe00,pass_td,0,,,,,
player,201711230dal,sdg,GordMe00,pass_int,0,,,,,
player,201711230dal,sdg,GordMe00,pass_sacked,0,,,,,
player,201711230dal,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,GordMe00,pass_long,0,,,,,
player,201711230dal,sdg,GordMe00,pass_rating,,,,,,
player,201711230dal,sdg,GordMe00,rush_att,21,,,,,
player,201711230dal,sdg,GordMe00,rush_yds,65,,,,,
player,201711230dal,sdg,GordMe00,rush_td,0,,,,,
player,201711230dal,sdg,GordMe00,rush_long,11,,,,,
player,201711230dal,sdg,GordMe00,targets,3,,,,,
player,201711230dal,sdg,GordMe00,rec,3,,,,,
player,201711230dal,sdg,GordMe00,rec_yds,23,,,,,
player,201711230dal,sdg,GordMe00,rec_td,0,,,,,
player,201711230dal,sdg,GordMe00,rec_long,16,,,,,
player,201711230dal,sdg,GordMe00,fumbles,0,,,,,
player,201711230dal,sdg,GordMe00,fumbles_lost,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_cmp,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_att,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_yds,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_td,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_int,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_sacked,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_long,0,,,,,
player,201711230dal,sdg,EkelAu00,pass_rating,,,,,,
player,201711230dal,sdg,EkelAu00,rush_att,6,,,,,
player,201711230dal,sdg,EkelAu00,rush_yds,15,,,,,
player,201711230dal,sdg,EkelAu00,rush_td,0,,,,,
player,201711230dal,sdg,EkelAu00,rush_long,7,,,,,
player,201711230dal,sdg,EkelAu00,targets,3,,,,,
player,201711230dal,sdg,EkelAu00,rec,3,,,,,
player,201711230dal,sdg,EkelAu00,rec_yds,55,,,,,
player,201711230dal,sdg,EkelAu00,rec_td,0,,,,,
player,201711230dal,sdg,EkelAu00,rec_long,38,,,,,
player,201711230dal,sdg,EkelAu00,fumbles,0,,,,,
player,201711230dal,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_cmp,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_att,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_yds,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_td,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_int,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_sacked,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_long,0,,,,,
player,201711230dal,sdg,BenjTr00,pass_rating,,,,,,
player,201711230dal,sdg,BenjTr00,rush_att,1,,,,,
player,201711230dal,sdg,BenjTr00,rush_yds,6,,,,,
player,201711230dal,sdg,BenjTr00,rush_td,0,,,,,
player,201711230dal,sdg,BenjTr00,rush_long,6,,,,,
player,201711230dal,sdg,BenjTr00,targets,3,,,,,
player,201711230dal,sdg,BenjTr00,rec,3,,,,,
player,201711230dal,sdg,BenjTr00,rec_yds,50,,,,,
player,201711230dal,sdg,BenjTr00,rec_td,0,,,,,
player,201711230dal,sdg,BenjTr00,rec_long,46,,,,,
player,201711230dal,sdg,BenjTr00,fumbles,0,,,,,
player,201711230dal,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_cmp,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_att,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_yds,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_td,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_int,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_sacked,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_long,0,,,,,
player,201711230dal,sdg,AlleKe00,pass_rating,,,,,,
player,201711230dal,sdg,AlleKe00,rush_att,0,,,,,
player,201711230dal,sdg,AlleKe00,rush_yds,0,,,,,
player,201711230dal,sdg,AlleKe00,rush_td,0,,,,,
player,201711230dal,sdg,AlleKe00,rush_long,0,,,,,
player,201711230dal,sdg,AlleKe00,targets,14,,,,,
player,201711230dal,sdg,AlleKe00,rec,11,,,,,
player,201711230dal,sdg,AlleKe00,rec_yds,172,,,,,
player,201711230dal,sdg,AlleKe00,rec_td,1,,,,,
player,201711230dal,sdg,AlleKe00,rec_long,42,,,,,
player,201711230dal,sdg,AlleKe00,fumbles,0,,,,,
player,201711230dal,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_cmp,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_att,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_yds,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_td,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_int,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_sacked,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_long,0,,,,,
player,201711230dal,sdg,HenrHu00,pass_rating,,,,,,
player,201711230dal,sdg,HenrHu00,rush_att,0,,,,,
player,201711230dal,sdg,HenrHu00,rush_yds,0,,,,,
player,201711230dal,sdg,HenrHu00,rush_td,0,,,,,
player,201711230dal,sdg,HenrHu00,rush_long,0,,,,,
player,201711230dal,sdg,HenrHu00,targets,5,,,,,
player,201711230dal,sdg,HenrHu00,rec,5,,,,,
player,201711230dal,sdg,HenrHu00,rec_yds,76,,,,,
player,201711230dal,sdg,HenrHu00,rec_td,1,,,,,
player,201711230dal,sdg,HenrHu00,rec_long,27,,,,,
player,201711230dal,sdg,HenrHu00,fumbles,0,,,,,
player,201711230dal,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201711230dal,sdg,WillTy00,pass_cmp,0,,,,,
player,201711230dal,sdg,WillTy00,pass_att,0,,,,,
player,201711230dal,sdg,WillTy00,pass_yds,0,,,,,
player,201711230dal,sdg,WillTy00,pass_td,0,,,,,
player,201711230dal,sdg,WillTy00,pass_int,0,,,,,
player,201711230dal,sdg,WillTy00,pass_sacked,0,,,,,
player,201711230dal,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,WillTy00,pass_long,0,,,,,
player,201711230dal,sdg,WillTy00,pass_rating,,,,,,
player,201711230dal,sdg,WillTy00,rush_att,0,,,,,
player,201711230dal,sdg,WillTy00,rush_yds,0,,,,,
player,201711230dal,sdg,WillTy00,rush_td,0,,,,,
player,201711230dal,sdg,WillTy00,rush_long,0,,,,,
player,201711230dal,sdg,WillTy00,targets,3,,,,,
player,201711230dal,sdg,WillTy00,rec,2,,,,,
player,201711230dal,sdg,WillTy00,rec_yds,58,,,,,
player,201711230dal,sdg,WillTy00,rec_td,1,,,,,
player,201711230dal,sdg,WillTy00,rec_long,31,,,,,
player,201711230dal,sdg,WillTy00,fumbles,0,,,,,
player,201711230dal,sdg,WillTy00,fumbles_lost,0,,,,,
player,201711230dal,sdg,GateAn00,pass_cmp,0,,,,,
player,201711230dal,sdg,GateAn00,pass_att,0,,,,,
player,201711230dal,sdg,GateAn00,pass_yds,0,,,,,
player,201711230dal,sdg,GateAn00,pass_td,0,,,,,
player,201711230dal,sdg,GateAn00,pass_int,0,,,,,
player,201711230dal,sdg,GateAn00,pass_sacked,0,,,,,
player,201711230dal,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201711230dal,sdg,GateAn00,pass_long,0,,,,,
player,201711230dal,sdg,GateAn00,pass_rating,,,,,,
player,201711230dal,sdg,GateAn00,rush_att,0,,,,,
player,201711230dal,sdg,GateAn00,rush_yds,0,,,,,
player,201711230dal,sdg,GateAn00,rush_td,0,,,,,
player,201711230dal,sdg,GateAn00,rush_long,0,,,,,
player,201711230dal,sdg,GateAn00,targets,2,,,,,
player,201711230dal,sdg,GateAn00,rec,0,,,,,
player,201711230dal,sdg,GateAn00,rec_yds,0,,,,,
player,201711230dal,sdg,GateAn00,rec_td,0,,,,,
player,201711230dal,sdg,GateAn00,rec_long,0,,,,,
player,201711230dal,sdg,GateAn00,fumbles,0,,,,,
player,201711230dal,sdg,GateAn00,fumbles_lost,0,,,,,
player,201711230dal,dal,PresDa01,pass_cmp,20,,,,,
player,201711230dal,dal,PresDa01,pass_att,27,,,,,
player,201711230dal,dal,PresDa01,pass_yds,179,,,,,
player,201711230dal,dal,PresDa01,pass_td,0,,,,,
player,201711230dal,dal,PresDa01,pass_int,2,,,,,
player,201711230dal,dal,PresDa01,pass_sacked,2,,,,,
player,201711230dal,dal,PresDa01,pass_sacked_yds,11,,,,,
player,201711230dal,dal,PresDa01,pass_long,38,,,,,
player,201711230dal,dal,PresDa01,pass_rating,60.6,,,,,
player,201711230dal,dal,PresDa01,rush_att,0,,,,,
player,201711230dal,dal,PresDa01,rush_yds,0,,,,,
player,201711230dal,dal,PresDa01,rush_td,0,,,,,
player,201711230dal,dal,PresDa01,rush_long,0,,,,,
player,201711230dal,dal,PresDa01,targets,0,,,,,
player,201711230dal,dal,PresDa01,rec,0,,,,,
player,201711230dal,dal,PresDa01,rec_yds,0,,,,,
player,201711230dal,dal,PresDa01,rec_td,0,,,,,
player,201711230dal,dal,PresDa01,rec_long,0,,,,,
player,201711230dal,dal,PresDa01,fumbles,0,,,,,
player,201711230dal,dal,PresDa01,fumbles_lost,0,,,,,
player,201711230dal,dal,SmitRo06,pass_cmp,0,,,,,
player,201711230dal,dal,SmitRo06,pass_att,0,,,,,
player,201711230dal,dal,SmitRo06,pass_yds,0,,,,,
player,201711230dal,dal,SmitRo06,pass_td,0,,,,,
player,201711230dal,dal,SmitRo06,pass_int,0,,,,,
player,201711230dal,dal,SmitRo06,pass_sacked,0,,,,,
player,201711230dal,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201711230dal,dal,SmitRo06,pass_long,0,,,,,
player,201711230dal,dal,SmitRo06,pass_rating,,,,,,
player,201711230dal,dal,SmitRo06,rush_att,9,,,,,
player,201711230dal,dal,SmitRo06,rush_yds,41,,,,,
player,201711230dal,dal,SmitRo06,rush_td,1,,,,,
player,201711230dal,dal,SmitRo06,rush_long,9,,,,,
player,201711230dal,dal,SmitRo06,targets,2,,,,,
player,201711230dal,dal,SmitRo06,rec,2,,,,,
player,201711230dal,dal,SmitRo06,rec_yds,7,,,,,
player,201711230dal,dal,SmitRo06,rec_td,0,,,,,
player,201711230dal,dal,SmitRo06,rec_long,4,,,,,
player,201711230dal,dal,SmitRo06,fumbles,0,,,,,
player,201711230dal,dal,SmitRo06,fumbles_lost,0,,,,,
player,201711230dal,dal,MorrAl00,pass_cmp,0,,,,,
player,201711230dal,dal,MorrAl00,pass_att,0,,,,,
player,201711230dal,dal,MorrAl00,pass_yds,0,,,,,
player,201711230dal,dal,MorrAl00,pass_td,0,,,,,
player,201711230dal,dal,MorrAl00,pass_int,0,,,,,
player,201711230dal,dal,MorrAl00,pass_sacked,0,,,,,
player,201711230dal,dal,MorrAl00,pass_sacked_yds,0,,,,,
player,201711230dal,dal,MorrAl00,pass_long,0,,,,,
player,201711230dal,dal,MorrAl00,pass_rating,,,,,,
player,201711230dal,dal,MorrAl00,rush_att,9,,,,,
player,201711230dal,dal,MorrAl00,rush_yds,36,,,,,
player,201711230dal,dal,MorrAl00,rush_td,0,,,,,
player,201711230dal,dal,MorrAl00,rush_long,6,,,,,
player,201711230dal,dal,MorrAl00,targets,1,,,,,
player,201711230dal,dal,MorrAl00,rec,1,,,,,
player,201711230dal,dal,MorrAl00,rec_yds,13,,,,,
player,201711230dal,dal,MorrAl00,rec_td,0,,,,,
player,201711230dal,dal,MorrAl00,rec_long,13,,,,,
player,201711230dal,dal,MorrAl00,fumbles,0,,,,,
player,201711230dal,dal,MorrAl00,fumbles_lost,0,,,,,
player,201711230dal,dal,WillTe01,pass_cmp,0,,,,,
player,201711230dal,dal,WillTe01,pass_att,0,,,,,
player,201711230dal,dal,WillTe01,pass_yds,0,,,,,
player,201711230dal,dal,WillTe01,pass_td,0,,,,,
player,201711230dal,dal,WillTe01,pass_int,0,,,,,
player,201711230dal,dal,WillTe01,pass_sacked,0,,,,,
player,201711230dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201711230dal,dal,WillTe01,pass_long,0,,,,,
player,201711230dal,dal,WillTe01,pass_rating,,,,,,
player,201711230dal,dal,WillTe01,rush_att,1,,,,,
player,201711230dal,dal,WillTe01,rush_yds,6,,,,,
player,201711230dal,dal,WillTe01,rush_td,0,,,,,
player,201711230dal,dal,WillTe01,rush_long,6,,,,,
player,201711230dal,dal,WillTe01,targets,5,,,,,
player,201711230dal,dal,WillTe01,rec,4,,,,,
player,201711230dal,dal,WillTe01,rec_yds,54,,,,,
player,201711230dal,dal,WillTe01,rec_td,0,,,,,
player,201711230dal,dal,WillTe01,rec_long,38,,,,,
player,201711230dal,dal,WillTe01,fumbles,0,,,,,
player,201711230dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201711230dal,dal,WittJa00,pass_cmp,0,,,,,
player,201711230dal,dal,WittJa00,pass_att,0,,,,,
player,201711230dal,dal,WittJa00,pass_yds,0,,,,,
player,201711230dal,dal,WittJa00,pass_td,0,,,,,
player,201711230dal,dal,WittJa00,pass_int,0,,,,,
player,201711230dal,dal,WittJa00,pass_sacked,0,,,,,
player,201711230dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201711230dal,dal,WittJa00,pass_long,0,,,,,
player,201711230dal,dal,WittJa00,pass_rating,,,,,,
player,201711230dal,dal,WittJa00,rush_att,0,,,,,
player,201711230dal,dal,WittJa00,rush_yds,0,,,,,
player,201711230dal,dal,WittJa00,rush_td,0,,,,,
player,201711230dal,dal,WittJa00,rush_long,0,,,,,
player,201711230dal,dal,WittJa00,targets,7,,,,,
player,201711230dal,dal,WittJa00,rec,7,,,,,
player,201711230dal,dal,WittJa00,rec_yds,44,,,,,
player,201711230dal,dal,WittJa00,rec_td,0,,,,,
player,201711230dal,dal,WittJa00,rec_long,8,,,,,
player,201711230dal,dal,WittJa00,fumbles,0,,,,,
player,201711230dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201711230dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201711230dal,dal,BryaDe01,pass_att,0,,,,,
player,201711230dal,dal,BryaDe01,pass_yds,0,,,,,
player,201711230dal,dal,BryaDe01,pass_td,0,,,,,
player,201711230dal,dal,BryaDe01,pass_int,0,,,,,
player,201711230dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201711230dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201711230dal,dal,BryaDe01,pass_long,0,,,,,
player,201711230dal,dal,BryaDe01,pass_rating,,,,,,
player,201711230dal,dal,BryaDe01,rush_att,0,,,,,
player,201711230dal,dal,BryaDe01,rush_yds,0,,,,,
player,201711230dal,dal,BryaDe01,rush_td,0,,,,,
player,201711230dal,dal,BryaDe01,rush_long,0,,,,,
player,201711230dal,dal,BryaDe01,targets,5,,,,,
player,201711230dal,dal,BryaDe01,rec,3,,,,,
player,201711230dal,dal,BryaDe01,rec_yds,37,,,,,
player,201711230dal,dal,BryaDe01,rec_td,0,,,,,
player,201711230dal,dal,BryaDe01,rec_long,18,,,,,
player,201711230dal,dal,BryaDe01,fumbles,0,,,,,
player,201711230dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201711230dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201711230dal,dal,BeasCo00,pass_att,0,,,,,
player,201711230dal,dal,BeasCo00,pass_yds,0,,,,,
player,201711230dal,dal,BeasCo00,pass_td,0,,,,,
player,201711230dal,dal,BeasCo00,pass_int,0,,,,,
player,201711230dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201711230dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201711230dal,dal,BeasCo00,pass_long,0,,,,,
player,201711230dal,dal,BeasCo00,pass_rating,,,,,,
player,201711230dal,dal,BeasCo00,rush_att,0,,,,,
player,201711230dal,dal,BeasCo00,rush_yds,0,,,,,
player,201711230dal,dal,BeasCo00,rush_td,0,,,,,
player,201711230dal,dal,BeasCo00,rush_long,0,,,,,
player,201711230dal,dal,BeasCo00,targets,3,,,,,
player,201711230dal,dal,BeasCo00,rec,2,,,,,
player,201711230dal,dal,BeasCo00,rec_yds,19,,,,,
player,201711230dal,dal,BeasCo00,rec_td,0,,,,,
player,201711230dal,dal,BeasCo00,rec_long,12,,,,,
player,201711230dal,dal,BeasCo00,fumbles,0,,,,,
player,201711230dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201711230dal,dal,ButlBr00,pass_cmp,0,,,,,
player,201711230dal,dal,ButlBr00,pass_att,0,,,,,
player,201711230dal,dal,ButlBr00,pass_yds,0,,,,,
player,201711230dal,dal,ButlBr00,pass_td,0,,,,,
player,201711230dal,dal,ButlBr00,pass_int,0,,,,,
player,201711230dal,dal,ButlBr00,pass_sacked,0,,,,,
player,201711230dal,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201711230dal,dal,ButlBr00,pass_long,0,,,,,
player,201711230dal,dal,ButlBr00,pass_rating,,,,,,
player,201711230dal,dal,ButlBr00,rush_att,0,,,,,
player,201711230dal,dal,ButlBr00,rush_yds,0,,,,,
player,201711230dal,dal,ButlBr00,rush_td,0,,,,,
player,201711230dal,dal,ButlBr00,rush_long,0,,,,,
player,201711230dal,dal,ButlBr00,targets,2,,,,,
player,201711230dal,dal,ButlBr00,rec,1,,,,,
player,201711230dal,dal,ButlBr00,rec_yds,5,,,,,
player,201711230dal,dal,ButlBr00,rec_td,0,,,,,
player,201711230dal,dal,ButlBr00,rec_long,5,,,,,
player,201711230dal,dal,ButlBr00,fumbles,0,,,,,
player,201711230dal,dal,ButlBr00,fumbles_lost,0,,,,,
player,201711230dal,dal,SwitRy00,pass_cmp,0,,,,,
player,201711230dal,dal,SwitRy00,pass_att,0,,,,,
player,201711230dal,dal,SwitRy00,pass_yds,0,,,,,
player,201711230dal,dal,SwitRy00,pass_td,0,,,,,
player,201711230dal,dal,SwitRy00,pass_int,0,,,,,
player,201711230dal,dal,SwitRy00,pass_sacked,0,,,,,
player,201711230dal,dal,SwitRy00,pass_sacked_yds,0,,,,,
player,201711230dal,dal,SwitRy00,pass_long,0,,,,,
player,201711230dal,dal,SwitRy00,pass_rating,,,,,,
player,201711230dal,dal,SwitRy00,rush_att,1,,,,,
player,201711230dal,dal,SwitRy00,rush_yds,-4,,,,,
player,201711230dal,dal,SwitRy00,rush_td,0,,,,,
player,201711230dal,dal,SwitRy00,rush_long,-4,,,,,
player,201711230dal,dal,SwitRy00,targets,0,,,,,
player,201711230dal,dal,SwitRy00,rec,0,,,,,
player,201711230dal,dal,SwitRy00,rec_yds,0,,,,,
player,201711230dal,dal,SwitRy00,rec_td,0,,,,,
player,201711230dal,dal,SwitRy00,rec_long,0,,,,,
player,201711230dal,dal,SwitRy00,fumbles,0,,,,,
player,201711230dal,dal,SwitRy00,fumbles_lost,0,,,,,
player,201711230dal,sdg,KingDe01,def_int,1,,,,,
player,201711230dal,sdg,KingDe01,def_int_yds,90,,,,,
player,201711230dal,sdg,KingDe01,def_int_td,1,,,,,
player,201711230dal,sdg,KingDe01,def_int_long,90,,,,,
player,201711230dal,sdg,KingDe01,pass_defended,1,,,,,
player,201711230dal,sdg,KingDe01,sacks,0.0,,,,,
player,201711230dal,sdg,KingDe01,tackles_combined,5,,,,,
player,201711230dal,sdg,KingDe01,tackles_solo,5,,,,,
player,201711230dal,sdg,KingDe01,tackles_assists,0,,,,,
player,201711230dal,sdg,KingDe01,tackles_loss,0,,,,,
player,201711230dal,sdg,KingDe01,qb_hits,0,,,,,
player,201711230dal,sdg,KingDe01,fumbles_rec,0,,,,,
player,201711230dal,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201711230dal,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201711230dal,sdg,KingDe01,fumbles_forced,0,,,,,
player,201711230dal,sdg,HaywCa00,def_int,1,,,,,
player,201711230dal,sdg,HaywCa00,def_int_yds,0,,,,,
player,201711230dal,sdg,HaywCa00,def_int_td,0,,,,,
player,201711230dal,sdg,HaywCa00,def_int_long,0,,,,,
player,201711230dal,sdg,HaywCa00,pass_defended,2,,,,,
player,201711230dal,sdg,HaywCa00,sacks,0.0,,,,,
player,201711230dal,sdg,HaywCa00,tackles_combined,3,,,,,
player,201711230dal,sdg,HaywCa00,tackles_solo,3,,,,,
player,201711230dal,sdg,HaywCa00,tackles_assists,0,,,,,
player,201711230dal,sdg,HaywCa00,tackles_loss,0,,,,,
player,201711230dal,sdg,HaywCa00,qb_hits,0,,,,,
player,201711230dal,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201711230dal,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201711230dal,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201711230dal,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201711230dal,sdg,LiugCo00,def_int,0,,,,,
player,201711230dal,sdg,LiugCo00,def_int_yds,0,,,,,
player,201711230dal,sdg,LiugCo00,def_int_td,0,,,,,
player,201711230dal,sdg,LiugCo00,def_int_long,0,,,,,
player,201711230dal,sdg,LiugCo00,pass_defended,0,,,,,
player,201711230dal,sdg,LiugCo00,sacks,1.0,,,,,
player,201711230dal,sdg,LiugCo00,tackles_combined,2,,,,,
player,201711230dal,sdg,LiugCo00,tackles_solo,1,,,,,
player,201711230dal,sdg,LiugCo00,tackles_assists,1,,,,,
player,201711230dal,sdg,LiugCo00,tackles_loss,1,,,,,
player,201711230dal,sdg,LiugCo00,qb_hits,1,,,,,
player,201711230dal,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201711230dal,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201711230dal,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201711230dal,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201711230dal,sdg,PaleTe00,def_int,0,,,,,
player,201711230dal,sdg,PaleTe00,def_int_yds,0,,,,,
player,201711230dal,sdg,PaleTe00,def_int_td,0,,,,,
player,201711230dal,sdg,PaleTe00,def_int_long,0,,,,,
player,201711230dal,sdg,PaleTe00,pass_defended,0,,,,,
player,201711230dal,sdg,PaleTe00,sacks,1.0,,,,,
player,201711230dal,sdg,PaleTe00,tackles_combined,2,,,,,
player,201711230dal,sdg,PaleTe00,tackles_solo,1,,,,,
player,201711230dal,sdg,PaleTe00,tackles_assists,1,,,,,
player,201711230dal,sdg,PaleTe00,tackles_loss,1,,,,,
player,201711230dal,sdg,PaleTe00,qb_hits,1,,,,,
player,201711230dal,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201711230dal,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201711230dal,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201711230dal,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201711230dal,sdg,AddaJa00,def_int,0,,,,,
player,201711230dal,sdg,AddaJa00,def_int_yds,0,,,,,
player,201711230dal,sdg,AddaJa00,def_int_td,0,,,,,
player,201711230dal,sdg,AddaJa00,def_int_long,0,,,,,
player,201711230dal,sdg,AddaJa00,pass_defended,0,,,,,
player,201711230dal,sdg,AddaJa00,sacks,0.0,,,,,
player,201711230dal,sdg,AddaJa00,tackles_combined,7,,,,,
player,201711230dal,sdg,AddaJa00,tackles_solo,5,,,,,
player,201711230dal,sdg,AddaJa00,tackles_assists,2,,,,,
player,201711230dal,sdg,AddaJa00,tackles_loss,0,,,,,
player,201711230dal,sdg,AddaJa00,qb_hits,0,,,,,
player,201711230dal,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201711230dal,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201711230dal,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201711230dal,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201711230dal,sdg,PerrDe00,def_int,0,,,,,
player,201711230dal,sdg,PerrDe00,def_int_yds,0,,,,,
player,201711230dal,sdg,PerrDe00,def_int_td,0,,,,,
player,201711230dal,sdg,PerrDe00,def_int_long,0,,,,,
player,201711230dal,sdg,PerrDe00,pass_defended,0,,,,,
player,201711230dal,sdg,PerrDe00,sacks,0.0,,,,,
player,201711230dal,sdg,PerrDe00,tackles_combined,7,,,,,
player,201711230dal,sdg,PerrDe00,tackles_solo,4,,,,,
