game,2017,14,20171210,201712100cle,gnb,"Green Bay Packers",27,cle,"Cleveland Browns",21
player,201712100cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201712100cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201712100cle,cle,HiggRa00,pass_long,0,,,,,
player,201712100cle,cle,HiggRa00,pass_rating,,,,,,
player,201712100cle,cle,HiggRa00,rush_att,0,,,,,
player,201712100cle,cle,HiggRa00,rush_yds,0,,,,,
player,201712100cle,cle,HiggRa00,rush_td,0,,,,,
player,201712100cle,cle,HiggRa00,rush_long,0,,,,,
player,201712100cle,cle,HiggRa00,targets,1,,,,,
player,201712100cle,cle,HiggRa00,rec,0,,,,,
player,201712100cle,cle,HiggRa00,rec_yds,0,,,,,
player,201712100cle,cle,HiggRa00,rec_td,0,,,,,
player,201712100cle,cle,HiggRa00,rec_long,0,,,,,
player,201712100cle,cle,HiggRa00,fumbles,0,,,,,
player,201712100cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201712100cle,gnb,ClinHa00,def_int,1,,,,,
player,201712100cle,gnb,ClinHa00,def_int_yds,2,,,,,
player,201712100cle,gnb,ClinHa00,def_int_td,0,,,,,
player,201712100cle,gnb,ClinHa00,def_int_long,2,,,,,
player,201712100cle,gnb,ClinHa00,pass_defended,1,,,,,
player,201712100cle,gnb,ClinHa00,sacks,0.0,,,,,
player,201712100cle,gnb,ClinHa00,tackles_combined,6,,,,,
player,201712100cle,gnb,ClinHa00,tackles_solo,4,,,,,
player,201712100cle,gnb,ClinHa00,tackles_assists,2,,,,,
player,201712100cle,gnb,ClinHa00,tackles_loss,0,,,,,
player,201712100cle,gnb,ClinHa00,qb_hits,0,,,,,
player,201712100cle,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201712100cle,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201712100cle,gnb,JoneJo06,def_int,1,,,,,
player,201712100cle,gnb,JoneJo06,def_int_yds,0,,,,,
player,201712100cle,gnb,JoneJo06,def_int_td,0,,,,,
player,201712100cle,gnb,JoneJo06,def_int_long,0,,,,,
player,201712100cle,gnb,JoneJo06,pass_defended,3,,,,,
player,201712100cle,gnb,JoneJo06,sacks,0.0,,,,,
player,201712100cle,gnb,JoneJo06,tackles_combined,1,,,,,
player,201712100cle,gnb,JoneJo06,tackles_solo,1,,,,,
player,201712100cle,gnb,JoneJo06,tackles_assists,0,,,,,
player,201712100cle,gnb,JoneJo06,tackles_loss,0,,,,,
player,201712100cle,gnb,JoneJo06,qb_hits,0,,,,,
player,201712100cle,gnb,JoneJo06,fumbles_rec,0,,,,,
player,201712100cle,gnb,JoneJo06,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,JoneJo06,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,JoneJo06,fumbles_forced,0,,,,,
player,201712100cle,gnb,FackKy00,def_int,0,,,,,
player,201712100cle,gnb,FackKy00,def_int_yds,0,,,,,
player,201712100cle,gnb,FackKy00,def_int_td,0,,,,,
player,201712100cle,gnb,FackKy00,def_int_long,0,,,,,
player,201712100cle,gnb,FackKy00,pass_defended,0,,,,,
player,201712100cle,gnb,FackKy00,sacks,1.0,,,,,
player,201712100cle,gnb,FackKy00,tackles_combined,3,,,,,
player,201712100cle,gnb,FackKy00,tackles_solo,3,,,,,
player,201712100cle,gnb,FackKy00,tackles_assists,0,,,,,
player,201712100cle,gnb,FackKy00,tackles_loss,0,,,,,
player,201712100cle,gnb,FackKy00,qb_hits,1,,,,,
player,201712100cle,gnb,FackKy00,fumbles_rec,0,,,,,
player,201712100cle,gnb,FackKy00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,FackKy00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,FackKy00,fumbles_forced,0,,,,,
player,201712100cle,gnb,MattCl99,def_int,0,,,,,
player,201712100cle,gnb,MattCl99,def_int_yds,0,,,,,
player,201712100cle,gnb,MattCl99,def_int_td,0,,,,,
player,201712100cle,gnb,MattCl99,def_int_long,0,,,,,
player,201712100cle,gnb,MattCl99,pass_defended,0,,,,,
player,201712100cle,gnb,MattCl99,sacks,1.0,,,,,
player,201712100cle,gnb,MattCl99,tackles_combined,2,,,,,
player,201712100cle,gnb,MattCl99,tackles_solo,2,,,,,
player,201712100cle,gnb,MattCl99,tackles_assists,0,,,,,
player,201712100cle,gnb,MattCl99,tackles_loss,1,,,,,
player,201712100cle,gnb,MattCl99,qb_hits,3,,,,,
player,201712100cle,gnb,MattCl99,fumbles_rec,0,,,,,
player,201712100cle,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,MattCl99,fumbles_forced,0,,,,,
player,201712100cle,gnb,MartBl01,def_int,0,,,,,
player,201712100cle,gnb,MartBl01,def_int_yds,0,,,,,
player,201712100cle,gnb,MartBl01,def_int_td,0,,,,,
player,201712100cle,gnb,MartBl01,def_int_long,0,,,,,
player,201712100cle,gnb,MartBl01,pass_defended,0,,,,,
player,201712100cle,gnb,MartBl01,sacks,0.0,,,,,
player,201712100cle,gnb,MartBl01,tackles_combined,9,,,,,
player,201712100cle,gnb,MartBl01,tackles_solo,4,,,,,
player,201712100cle,gnb,MartBl01,tackles_assists,5,,,,,
player,201712100cle,gnb,MartBl01,tackles_loss,1,,,,,
player,201712100cle,gnb,MartBl01,qb_hits,0,,,,,
player,201712100cle,gnb,MartBl01,fumbles_rec,0,,,,,
player,201712100cle,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,MartBl01,fumbles_forced,0,,,,,
player,201712100cle,gnb,RyanJa00,def_int,0,,,,,
player,201712100cle,gnb,RyanJa00,def_int_yds,0,,,,,
player,201712100cle,gnb,RyanJa00,def_int_td,0,,,,,
player,201712100cle,gnb,RyanJa00,def_int_long,0,,,,,
player,201712100cle,gnb,RyanJa00,pass_defended,0,,,,,
player,201712100cle,gnb,RyanJa00,sacks,0.0,,,,,
player,201712100cle,gnb,RyanJa00,tackles_combined,6,,,,,
player,201712100cle,gnb,RyanJa00,tackles_solo,4,,,,,
player,201712100cle,gnb,RyanJa00,tackles_assists,2,,,,,
player,201712100cle,gnb,RyanJa00,tackles_loss,0,,,,,
player,201712100cle,gnb,RyanJa00,qb_hits,0,,,,,
player,201712100cle,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201712100cle,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201712100cle,gnb,DaniMi00,def_int,0,,,,,
player,201712100cle,gnb,DaniMi00,def_int_yds,0,,,,,
player,201712100cle,gnb,DaniMi00,def_int_td,0,,,,,
player,201712100cle,gnb,DaniMi00,def_int_long,0,,,,,
player,201712100cle,gnb,DaniMi00,pass_defended,0,,,,,
player,201712100cle,gnb,DaniMi00,sacks,0.0,,,,,
player,201712100cle,gnb,DaniMi00,tackles_combined,5,,,,,
player,201712100cle,gnb,DaniMi00,tackles_solo,4,,,,,
player,201712100cle,gnb,DaniMi00,tackles_assists,1,,,,,
player,201712100cle,gnb,DaniMi00,tackles_loss,1,,,,,
player,201712100cle,gnb,DaniMi00,qb_hits,1,,,,,
player,201712100cle,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201712100cle,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201712100cle,gnb,BurnMo99,def_int,0,,,,,
player,201712100cle,gnb,BurnMo99,def_int_yds,0,,,,,
player,201712100cle,gnb,BurnMo99,def_int_td,0,,,,,
player,201712100cle,gnb,BurnMo99,def_int_long,0,,,,,
player,201712100cle,gnb,BurnMo99,pass_defended,0,,,,,
player,201712100cle,gnb,BurnMo99,sacks,0.0,,,,,
player,201712100cle,gnb,BurnMo99,tackles_combined,4,,,,,
player,201712100cle,gnb,BurnMo99,tackles_solo,2,,,,,
player,201712100cle,gnb,BurnMo99,tackles_assists,2,,,,,
player,201712100cle,gnb,BurnMo99,tackles_loss,0,,,,,
player,201712100cle,gnb,BurnMo99,qb_hits,0,,,,,
player,201712100cle,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201712100cle,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201712100cle,gnb,LowrDe00,def_int,0,,,,,
player,201712100cle,gnb,LowrDe00,def_int_yds,0,,,,,
player,201712100cle,gnb,LowrDe00,def_int_td,0,,,,,
player,201712100cle,gnb,LowrDe00,def_int_long,0,,,,,
player,201712100cle,gnb,LowrDe00,pass_defended,0,,,,,
player,201712100cle,gnb,LowrDe00,sacks,0.0,,,,,
player,201712100cle,gnb,LowrDe00,tackles_combined,4,,,,,
player,201712100cle,gnb,LowrDe00,tackles_solo,1,,,,,
player,201712100cle,gnb,LowrDe00,tackles_assists,3,,,,,
player,201712100cle,gnb,LowrDe00,tackles_loss,0,,,,,
player,201712100cle,gnb,LowrDe00,qb_hits,0,,,,,
player,201712100cle,gnb,LowrDe00,fumbles_rec,0,,,,,
player,201712100cle,gnb,LowrDe00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,LowrDe00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201712100cle,gnb,BiegVi00,def_int,0,,,,,
player,201712100cle,gnb,BiegVi00,def_int_yds,0,,,,,
player,201712100cle,gnb,BiegVi00,def_int_td,0,,,,,
player,201712100cle,gnb,BiegVi00,def_int_long,0,,,,,
player,201712100cle,gnb,BiegVi00,pass_defended,0,,,,,
player,201712100cle,gnb,BiegVi00,sacks,0.0,,,,,
player,201712100cle,gnb,BiegVi00,tackles_combined,3,,,,,
player,201712100cle,gnb,BiegVi00,tackles_solo,3,,,,,
player,201712100cle,gnb,BiegVi00,tackles_assists,0,,,,,
player,201712100cle,gnb,BiegVi00,tackles_loss,0,,,,,
player,201712100cle,gnb,BiegVi00,qb_hits,0,,,,,
player,201712100cle,gnb,BiegVi00,fumbles_rec,0,,,,,
player,201712100cle,gnb,BiegVi00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,BiegVi00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,BiegVi00,fumbles_forced,0,,,,,
player,201712100cle,gnb,ClarKe01,def_int,0,,,,,
player,201712100cle,gnb,ClarKe01,def_int_yds,0,,,,,
player,201712100cle,gnb,ClarKe01,def_int_td,0,,,,,
player,201712100cle,gnb,ClarKe01,def_int_long,0,,,,,
player,201712100cle,gnb,ClarKe01,pass_defended,0,,,,,
player,201712100cle,gnb,ClarKe01,sacks,0.0,,,,,
player,201712100cle,gnb,ClarKe01,tackles_combined,3,,,,,
player,201712100cle,gnb,ClarKe01,tackles_solo,2,,,,,
player,201712100cle,gnb,ClarKe01,tackles_assists,1,,,,,
player,201712100cle,gnb,ClarKe01,tackles_loss,0,,,,,
player,201712100cle,gnb,ClarKe01,qb_hits,0,,,,,
player,201712100cle,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201712100cle,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201712100cle,gnb,HawkJo00,def_int,0,,,,,
player,201712100cle,gnb,HawkJo00,def_int_yds,0,,,,,
player,201712100cle,gnb,HawkJo00,def_int_td,0,,,,,
player,201712100cle,gnb,HawkJo00,def_int_long,0,,,,,
player,201712100cle,gnb,HawkJo00,pass_defended,0,,,,,
player,201712100cle,gnb,HawkJo00,sacks,0.0,,,,,
player,201712100cle,gnb,HawkJo00,tackles_combined,2,,,,,
player,201712100cle,gnb,HawkJo00,tackles_solo,1,,,,,
player,201712100cle,gnb,HawkJo00,tackles_assists,1,,,,,
player,201712100cle,gnb,HawkJo00,tackles_loss,0,,,,,
player,201712100cle,gnb,HawkJo00,qb_hits,0,,,,,
player,201712100cle,gnb,HawkJo00,fumbles_rec,0,,,,,
player,201712100cle,gnb,HawkJo00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,HawkJo00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,HawkJo00,fumbles_forced,0,,,,,
player,201712100cle,gnb,HousDa00,def_int,0,,,,,
player,201712100cle,gnb,HousDa00,def_int_yds,0,,,,,
player,201712100cle,gnb,HousDa00,def_int_td,0,,,,,
player,201712100cle,gnb,HousDa00,def_int_long,0,,,,,
player,201712100cle,gnb,HousDa00,pass_defended,0,,,,,
player,201712100cle,gnb,HousDa00,sacks,0.0,,,,,
player,201712100cle,gnb,HousDa00,tackles_combined,2,,,,,
player,201712100cle,gnb,HousDa00,tackles_solo,2,,,,,
player,201712100cle,gnb,HousDa00,tackles_assists,0,,,,,
player,201712100cle,gnb,HousDa00,tackles_loss,0,,,,,
player,201712100cle,gnb,HousDa00,qb_hits,0,,,,,
player,201712100cle,gnb,HousDa00,fumbles_rec,0,,,,,
player,201712100cle,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,HousDa00,fumbles_forced,0,,,,,
player,201712100cle,gnb,RandDa00,def_int,0,,,,,
player,201712100cle,gnb,RandDa00,def_int_yds,0,,,,,
player,201712100cle,gnb,RandDa00,def_int_td,0,,,,,
player,201712100cle,gnb,RandDa00,def_int_long,0,,,,,
player,201712100cle,gnb,RandDa00,pass_defended,1,,,,,
player,201712100cle,gnb,RandDa00,sacks,0.0,,,,,
player,201712100cle,gnb,RandDa00,tackles_combined,2,,,,,
player,201712100cle,gnb,RandDa00,tackles_solo,2,,,,,
player,201712100cle,gnb,RandDa00,tackles_assists,0,,,,,
player,201712100cle,gnb,RandDa00,tackles_loss,1,,,,,
player,201712100cle,gnb,RandDa00,qb_hits,0,,,,,
player,201712100cle,gnb,RandDa00,fumbles_rec,0,,,,,
player,201712100cle,gnb,RandDa00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,RandDa00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,RandDa00,fumbles_forced,0,,,,,
player,201712100cle,gnb,WhitJe02,def_int,0,,,,,
player,201712100cle,gnb,WhitJe02,def_int_yds,0,,,,,
player,201712100cle,gnb,WhitJe02,def_int_td,0,,,,,
player,201712100cle,gnb,WhitJe02,def_int_long,0,,,,,
player,201712100cle,gnb,WhitJe02,pass_defended,0,,,,,
player,201712100cle,gnb,WhitJe02,sacks,0.0,,,,,
player,201712100cle,gnb,WhitJe02,tackles_combined,2,,,,,
player,201712100cle,gnb,WhitJe02,tackles_solo,2,,,,,
player,201712100cle,gnb,WhitJe02,tackles_assists,0,,,,,
player,201712100cle,gnb,WhitJe02,tackles_loss,0,,,,,
player,201712100cle,gnb,WhitJe02,qb_hits,0,,,,,
player,201712100cle,gnb,WhitJe02,fumbles_rec,0,,,,,
player,201712100cle,gnb,WhitJe02,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,WhitJe02,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,WhitJe02,fumbles_forced,0,,,,,
player,201712100cle,gnb,AdamMo00,def_int,0,,,,,
player,201712100cle,gnb,AdamMo00,def_int_yds,0,,,,,
player,201712100cle,gnb,AdamMo00,def_int_td,0,,,,,
player,201712100cle,gnb,AdamMo00,def_int_long,0,,,,,
player,201712100cle,gnb,AdamMo00,pass_defended,0,,,,,
player,201712100cle,gnb,AdamMo00,sacks,0.0,,,,,
player,201712100cle,gnb,AdamMo00,tackles_combined,1,,,,,
player,201712100cle,gnb,AdamMo00,tackles_solo,1,,,,,
player,201712100cle,gnb,AdamMo00,tackles_assists,0,,,,,
player,201712100cle,gnb,AdamMo00,tackles_loss,0,,,,,
player,201712100cle,gnb,AdamMo00,qb_hits,0,,,,,
player,201712100cle,gnb,AdamMo00,fumbles_rec,0,,,,,
player,201712100cle,gnb,AdamMo00,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,AdamMo00,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,AdamMo00,fumbles_forced,0,,,,,
player,201712100cle,gnb,BrooAh21,def_int,0,,,,,
player,201712100cle,gnb,BrooAh21,def_int_yds,0,,,,,
player,201712100cle,gnb,BrooAh21,def_int_td,0,,,,,
player,201712100cle,gnb,BrooAh21,def_int_long,0,,,,,
player,201712100cle,gnb,BrooAh21,pass_defended,0,,,,,
player,201712100cle,gnb,BrooAh21,sacks,0.0,,,,,
player,201712100cle,gnb,BrooAh21,tackles_combined,1,,,,,
player,201712100cle,gnb,BrooAh21,tackles_solo,0,,,,,
player,201712100cle,gnb,BrooAh21,tackles_assists,1,,,,,
player,201712100cle,gnb,BrooAh21,tackles_loss,0,,,,,
player,201712100cle,gnb,BrooAh21,qb_hits,0,,,,,
player,201712100cle,gnb,BrooAh21,fumbles_rec,0,,,,,
player,201712100cle,gnb,BrooAh21,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,BrooAh21,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,BrooAh21,fumbles_forced,0,,,,,
player,201712100cle,gnb,DaviTr03,def_int,0,,,,,
player,201712100cle,gnb,DaviTr03,def_int_yds,0,,,,,
player,201712100cle,gnb,DaviTr03,def_int_td,0,,,,,
player,201712100cle,gnb,DaviTr03,def_int_long,0,,,,,
player,201712100cle,gnb,DaviTr03,pass_defended,0,,,,,
player,201712100cle,gnb,DaviTr03,sacks,0.0,,,,,
player,201712100cle,gnb,DaviTr03,tackles_combined,1,,,,,
player,201712100cle,gnb,DaviTr03,tackles_solo,1,,,,,
player,201712100cle,gnb,DaviTr03,tackles_assists,0,,,,,
player,201712100cle,gnb,DaviTr03,tackles_loss,0,,,,,
player,201712100cle,gnb,DaviTr03,qb_hits,0,,,,,
player,201712100cle,gnb,DaviTr03,fumbles_rec,0,,,,,
player,201712100cle,gnb,DaviTr03,fumbles_rec_yds,0,,,,,
player,201712100cle,gnb,DaviTr03,fumbles_rec_td,0,,,,,
player,201712100cle,gnb,DaviTr03,fumbles_forced,0,,,,,
player,201712100cle,cle,OrchNa00,def_int,0,,,,,
player,201712100cle,cle,OrchNa00,def_int_yds,0,,,,,
player,201712100cle,cle,OrchNa00,def_int_td,0,,,,,
player,201712100cle,cle,OrchNa00,def_int_long,0,,,,,
player,201712100cle,cle,OrchNa00,pass_defended,0,,,,,
player,201712100cle,cle,OrchNa00,sacks,1.0,,,,,
player,201712100cle,cle,OrchNa00,tackles_combined,3,,,,,
player,201712100cle,cle,OrchNa00,tackles_solo,1,,,,,
player,201712100cle,cle,OrchNa00,tackles_assists,2,,,,,
player,201712100cle,cle,OrchNa00,tackles_loss,1,,,,,
player,201712100cle,cle,OrchNa00,qb_hits,1,,,,,
player,201712100cle,cle,OrchNa00,fumbles_rec,0,,,,,
player,201712100cle,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,OrchNa00,fumbles_forced,0,,,,,
player,201712100cle,cle,KirkCh00,def_int,0,,,,,
player,201712100cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201712100cle,cle,KirkCh00,def_int_td,0,,,,,
player,201712100cle,cle,KirkCh00,def_int_long,0,,,,,
player,201712100cle,cle,KirkCh00,pass_defended,0,,,,,
player,201712100cle,cle,KirkCh00,sacks,0.0,,,,,
player,201712100cle,cle,KirkCh00,tackles_combined,10,,,,,
player,201712100cle,cle,KirkCh00,tackles_solo,6,,,,,
player,201712100cle,cle,KirkCh00,tackles_assists,4,,,,,
player,201712100cle,cle,KirkCh00,tackles_loss,0,,,,,
player,201712100cle,cle,KirkCh00,qb_hits,0,,,,,
player,201712100cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201712100cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201712100cle,cle,McCoJa99,def_int,0,,,,,
player,201712100cle,cle,McCoJa99,def_int_yds,0,,,,,
player,201712100cle,cle,McCoJa99,def_int_td,0,,,,,
player,201712100cle,cle,McCoJa99,def_int_long,0,,,,,
player,201712100cle,cle,McCoJa99,pass_defended,0,,,,,
player,201712100cle,cle,McCoJa99,sacks,0.0,,,,,
player,201712100cle,cle,McCoJa99,tackles_combined,10,,,,,
player,201712100cle,cle,McCoJa99,tackles_solo,8,,,,,
player,201712100cle,cle,McCoJa99,tackles_assists,2,,,,,
player,201712100cle,cle,McCoJa99,tackles_loss,0,,,,,
player,201712100cle,cle,McCoJa99,qb_hits,0,,,,,
player,201712100cle,cle,McCoJa99,fumbles_rec,0,,,,,
player,201712100cle,cle,McCoJa99,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,McCoJa99,fumbles_rec_td,0,,,,,
player,201712100cle,cle,McCoJa99,fumbles_forced,0,,,,,
player,201712100cle,cle,BurgJa01,def_int,0,,,,,
player,201712100cle,cle,BurgJa01,def_int_yds,0,,,,,
player,201712100cle,cle,BurgJa01,def_int_td,0,,,,,
player,201712100cle,cle,BurgJa01,def_int_long,0,,,,,
player,201712100cle,cle,BurgJa01,pass_defended,0,,,,,
player,201712100cle,cle,BurgJa01,sacks,0.0,,,,,
player,201712100cle,cle,BurgJa01,tackles_combined,9,,,,,
player,201712100cle,cle,BurgJa01,tackles_solo,5,,,,,
player,201712100cle,cle,BurgJa01,tackles_assists,4,,,,,
player,201712100cle,cle,BurgJa01,tackles_loss,0,,,,,
player,201712100cle,cle,BurgJa01,qb_hits,0,,,,,
player,201712100cle,cle,BurgJa01,fumbles_rec,0,,,,,
player,201712100cle,cle,BurgJa01,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,BurgJa01,fumbles_rec_td,0,,,,,
player,201712100cle,cle,BurgJa01,fumbles_forced,0,,,,,
player,201712100cle,cle,SchoJo00,def_int,0,,,,,
player,201712100cle,cle,SchoJo00,def_int_yds,0,,,,,
player,201712100cle,cle,SchoJo00,def_int_td,0,,,,,
player,201712100cle,cle,SchoJo00,def_int_long,0,,,,,
player,201712100cle,cle,SchoJo00,pass_defended,0,,,,,
player,201712100cle,cle,SchoJo00,sacks,0.0,,,,,
player,201712100cle,cle,SchoJo00,tackles_combined,9,,,,,
player,201712100cle,cle,SchoJo00,tackles_solo,4,,,,,
player,201712100cle,cle,SchoJo00,tackles_assists,5,,,,,
player,201712100cle,cle,SchoJo00,tackles_loss,0,,,,,
player,201712100cle,cle,SchoJo00,qb_hits,0,,,,,
player,201712100cle,cle,SchoJo00,fumbles_rec,0,,,,,
player,201712100cle,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,SchoJo00,fumbles_forced,0,,,,,
player,201712100cle,cle,KindDe00,def_int,0,,,,,
player,201712100cle,cle,KindDe00,def_int_yds,0,,,,,
player,201712100cle,cle,KindDe00,def_int_td,0,,,,,
player,201712100cle,cle,KindDe00,def_int_long,0,,,,,
player,201712100cle,cle,KindDe00,pass_defended,0,,,,,
player,201712100cle,cle,KindDe00,sacks,0.0,,,,,
player,201712100cle,cle,KindDe00,tackles_combined,7,,,,,
player,201712100cle,cle,KindDe00,tackles_solo,5,,,,,
player,201712100cle,cle,KindDe00,tackles_assists,2,,,,,
player,201712100cle,cle,KindDe00,tackles_loss,1,,,,,
player,201712100cle,cle,KindDe00,qb_hits,1,,,,,
player,201712100cle,cle,KindDe00,fumbles_rec,0,,,,,
player,201712100cle,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,KindDe00,fumbles_forced,0,,,,,
player,201712100cle,cle,NacuKa00,def_int,0,,,,,
player,201712100cle,cle,NacuKa00,def_int_yds,0,,,,,
player,201712100cle,cle,NacuKa00,def_int_td,0,,,,,
player,201712100cle,cle,NacuKa00,def_int_long,0,,,,,
player,201712100cle,cle,NacuKa00,pass_defended,0,,,,,
player,201712100cle,cle,NacuKa00,sacks,0.0,,,,,
player,201712100cle,cle,NacuKa00,tackles_combined,5,,,,,
player,201712100cle,cle,NacuKa00,tackles_solo,5,,,,,
player,201712100cle,cle,NacuKa00,tackles_assists,0,,,,,
player,201712100cle,cle,NacuKa00,tackles_loss,0,,,,,
player,201712100cle,cle,NacuKa00,qb_hits,0,,,,,
player,201712100cle,cle,NacuKa00,fumbles_rec,0,,,,,
player,201712100cle,cle,NacuKa00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,NacuKa00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,NacuKa00,fumbles_forced,0,,,,,
player,201712100cle,cle,GarrMy00,def_int,0,,,,,
player,201712100cle,cle,GarrMy00,def_int_yds,0,,,,,
player,201712100cle,cle,GarrMy00,def_int_td,0,,,,,
player,201712100cle,cle,GarrMy00,def_int_long,0,,,,,
player,201712100cle,cle,GarrMy00,pass_defended,0,,,,,
player,201712100cle,cle,GarrMy00,sacks,0.0,,,,,
player,201712100cle,cle,GarrMy00,tackles_combined,4,,,,,
player,201712100cle,cle,GarrMy00,tackles_solo,1,,,,,
player,201712100cle,cle,GarrMy00,tackles_assists,3,,,,,
player,201712100cle,cle,GarrMy00,tackles_loss,0,,,,,
player,201712100cle,cle,GarrMy00,qb_hits,1,,,,,
player,201712100cle,cle,GarrMy00,fumbles_rec,0,,,,,
player,201712100cle,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,GarrMy00,fumbles_forced,0,,,,,
player,201712100cle,cle,JordMi00,def_int,0,,,,,
player,201712100cle,cle,JordMi00,def_int_yds,0,,,,,
player,201712100cle,cle,JordMi00,def_int_td,0,,,,,
player,201712100cle,cle,JordMi00,def_int_long,0,,,,,
player,201712100cle,cle,JordMi00,pass_defended,1,,,,,
player,201712100cle,cle,JordMi00,sacks,0.0,,,,,
player,201712100cle,cle,JordMi00,tackles_combined,4,,,,,
player,201712100cle,cle,JordMi00,tackles_solo,4,,,,,
player,201712100cle,cle,JordMi00,tackles_assists,0,,,,,
player,201712100cle,cle,JordMi00,tackles_loss,0,,,,,
player,201712100cle,cle,JordMi00,qb_hits,0,,,,,
player,201712100cle,cle,JordMi00,fumbles_rec,0,,,,,
player,201712100cle,cle,JordMi00,fumbles_rec_yds,0,,,,,
player,201712100cle,cle,JordMi00,fumbles_rec_td,0,,,,,
player,201712100cle,cle,JordMi00,fumbles_forced,0,,,,,
player,201712100cle,cle,TaylJa01,def_int,0,,,,,
player,201712100cle,cle,TaylJa01,def_int_yds,0,,,,,
player,201712100cle,cle,TaylJa01,def_int_td,0,,,,,
player,201712100cle,cle,TaylJa01,def_int_long,0,,,,,
player,201712100cle,cle,TaylJa01,pass_defended,0,,,,,
player,201712100cle,cle,TaylJa01,sacks,0.0,,,,,
player,201712100cle,cle,TaylJa01,tackles_combined,3,,,,,
player,201712100cle,cle,TaylJa01,tackles_solo,2,,,,,
player,201712100cle,cle,TaylJa01,tackles_assists,1,,,,,
player,201712100cle,cle,TaylJa01,tackles_loss,0,,,,,
