game,2017,16,20171225,201712250phi,rai,"Oakland Raiders",10,phi,"Philadelphia Eagles",19
player,201712250phi,rai,BowmNa99,tackles_combined,7,,,,,
player,201712250phi,rai,BowmNa99,tackles_solo,6,,,,,
player,201712250phi,rai,BowmNa99,tackles_assists,1,,,,,
player,201712250phi,rai,BowmNa99,tackles_loss,0,,,,,
player,201712250phi,rai,BowmNa99,qb_hits,0,,,,,
player,201712250phi,rai,BowmNa99,fumbles_rec,0,,,,,
player,201712250phi,rai,BowmNa99,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,BowmNa99,fumbles_rec_td,0,,,,,
player,201712250phi,rai,BowmNa99,fumbles_forced,0,,,,,
player,201712250phi,rai,McDoDe02,def_int,0,,,,,
player,201712250phi,rai,McDoDe02,def_int_yds,0,,,,,
player,201712250phi,rai,McDoDe02,def_int_td,0,,,,,
player,201712250phi,rai,McDoDe02,def_int_long,0,,,,,
player,201712250phi,rai,McDoDe02,pass_defended,1,,,,,
player,201712250phi,rai,McDoDe02,sacks,0.0,,,,,
player,201712250phi,rai,McDoDe02,tackles_combined,6,,,,,
player,201712250phi,rai,McDoDe02,tackles_solo,6,,,,,
player,201712250phi,rai,McDoDe02,tackles_assists,0,,,,,
player,201712250phi,rai,McDoDe02,tackles_loss,0,,,,,
player,201712250phi,rai,McDoDe02,qb_hits,0,,,,,
player,201712250phi,rai,McDoDe02,fumbles_rec,0,,,,,
player,201712250phi,rai,McDoDe02,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,McDoDe02,fumbles_rec_td,0,,,,,
player,201712250phi,rai,McDoDe02,fumbles_forced,0,,,,,
player,201712250phi,rai,JoseKa00,def_int,0,,,,,
player,201712250phi,rai,JoseKa00,def_int_yds,0,,,,,
player,201712250phi,rai,JoseKa00,def_int_td,0,,,,,
player,201712250phi,rai,JoseKa00,def_int_long,0,,,,,
player,201712250phi,rai,JoseKa00,pass_defended,0,,,,,
player,201712250phi,rai,JoseKa00,sacks,0.0,,,,,
player,201712250phi,rai,JoseKa00,tackles_combined,4,,,,,
player,201712250phi,rai,JoseKa00,tackles_solo,4,,,,,
player,201712250phi,rai,JoseKa00,tackles_assists,0,,,,,
player,201712250phi,rai,JoseKa00,tackles_loss,0,,,,,
player,201712250phi,rai,JoseKa00,qb_hits,0,,,,,
player,201712250phi,rai,JoseKa00,fumbles_rec,0,,,,,
player,201712250phi,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,JoseKa00,fumbles_forced,0,,,,,
player,201712250phi,rai,MackKh00,def_int,0,,,,,
player,201712250phi,rai,MackKh00,def_int_yds,0,,,,,
player,201712250phi,rai,MackKh00,def_int_td,0,,,,,
player,201712250phi,rai,MackKh00,def_int_long,0,,,,,
player,201712250phi,rai,MackKh00,pass_defended,0,,,,,
player,201712250phi,rai,MackKh00,sacks,0.0,,,,,
player,201712250phi,rai,MackKh00,tackles_combined,4,,,,,
player,201712250phi,rai,MackKh00,tackles_solo,4,,,,,
player,201712250phi,rai,MackKh00,tackles_assists,0,,,,,
player,201712250phi,rai,MackKh00,tackles_loss,0,,,,,
player,201712250phi,rai,MackKh00,qb_hits,1,,,,,
player,201712250phi,rai,MackKh00,fumbles_rec,0,,,,,
player,201712250phi,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,MackKh00,fumbles_forced,0,,,,,
player,201712250phi,rai,IrviBr00,def_int,0,,,,,
player,201712250phi,rai,IrviBr00,def_int_yds,0,,,,,
player,201712250phi,rai,IrviBr00,def_int_td,0,,,,,
player,201712250phi,rai,IrviBr00,def_int_long,0,,,,,
player,201712250phi,rai,IrviBr00,pass_defended,1,,,,,
player,201712250phi,rai,IrviBr00,sacks,0.0,,,,,
player,201712250phi,rai,IrviBr00,tackles_combined,3,,,,,
player,201712250phi,rai,IrviBr00,tackles_solo,2,,,,,
player,201712250phi,rai,IrviBr00,tackles_assists,1,,,,,
player,201712250phi,rai,IrviBr00,tackles_loss,2,,,,,
player,201712250phi,rai,IrviBr00,qb_hits,1,,,,,
player,201712250phi,rai,IrviBr00,fumbles_rec,0,,,,,
player,201712250phi,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,IrviBr00,fumbles_forced,0,,,,,
player,201712250phi,rai,MorrNi00,def_int,0,,,,,
player,201712250phi,rai,MorrNi00,def_int_yds,0,,,,,
player,201712250phi,rai,MorrNi00,def_int_td,0,,,,,
player,201712250phi,rai,MorrNi00,def_int_long,0,,,,,
player,201712250phi,rai,MorrNi00,pass_defended,0,,,,,
player,201712250phi,rai,MorrNi00,sacks,0.0,,,,,
player,201712250phi,rai,MorrNi00,tackles_combined,3,,,,,
player,201712250phi,rai,MorrNi00,tackles_solo,3,,,,,
player,201712250phi,rai,MorrNi00,tackles_assists,0,,,,,
player,201712250phi,rai,MorrNi00,tackles_loss,0,,,,,
player,201712250phi,rai,MorrNi00,qb_hits,0,,,,,
player,201712250phi,rai,MorrNi00,fumbles_rec,0,,,,,
player,201712250phi,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,MorrNi00,fumbles_forced,0,,,,,
player,201712250phi,rai,CalhSh00,def_int,0,,,,,
player,201712250phi,rai,CalhSh00,def_int_yds,0,,,,,
player,201712250phi,rai,CalhSh00,def_int_td,0,,,,,
player,201712250phi,rai,CalhSh00,def_int_long,0,,,,,
player,201712250phi,rai,CalhSh00,pass_defended,0,,,,,
player,201712250phi,rai,CalhSh00,sacks,0.0,,,,,
player,201712250phi,rai,CalhSh00,tackles_combined,2,,,,,
player,201712250phi,rai,CalhSh00,tackles_solo,1,,,,,
player,201712250phi,rai,CalhSh00,tackles_assists,1,,,,,
player,201712250phi,rai,CalhSh00,tackles_loss,0,,,,,
player,201712250phi,rai,CalhSh00,qb_hits,0,,,,,
player,201712250phi,rai,CalhSh00,fumbles_rec,0,,,,,
player,201712250phi,rai,CalhSh00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,CalhSh00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,CalhSh00,fumbles_forced,0,,,,,
player,201712250phi,rai,CarrTr00,def_int,0,,,,,
player,201712250phi,rai,CarrTr00,def_int_yds,0,,,,,
player,201712250phi,rai,CarrTr00,def_int_td,0,,,,,
player,201712250phi,rai,CarrTr00,def_int_long,0,,,,,
player,201712250phi,rai,CarrTr00,pass_defended,0,,,,,
player,201712250phi,rai,CarrTr00,sacks,0.0,,,,,
player,201712250phi,rai,CarrTr00,tackles_combined,2,,,,,
player,201712250phi,rai,CarrTr00,tackles_solo,2,,,,,
player,201712250phi,rai,CarrTr00,tackles_assists,0,,,,,
player,201712250phi,rai,CarrTr00,tackles_loss,0,,,,,
player,201712250phi,rai,CarrTr00,qb_hits,0,,,,,
player,201712250phi,rai,CarrTr00,fumbles_rec,1,,,,,
player,201712250phi,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,CarrTr00,fumbles_forced,0,,,,,
player,201712250phi,rai,HoltJo00,def_int,0,,,,,
player,201712250phi,rai,HoltJo00,def_int_yds,0,,,,,
player,201712250phi,rai,HoltJo00,def_int_td,0,,,,,
player,201712250phi,rai,HoltJo00,def_int_long,0,,,,,
player,201712250phi,rai,HoltJo00,pass_defended,0,,,,,
player,201712250phi,rai,HoltJo00,sacks,0.0,,,,,
player,201712250phi,rai,HoltJo00,tackles_combined,2,,,,,
player,201712250phi,rai,HoltJo00,tackles_solo,1,,,,,
player,201712250phi,rai,HoltJo00,tackles_assists,1,,,,,
player,201712250phi,rai,HoltJo00,tackles_loss,0,,,,,
player,201712250phi,rai,HoltJo00,qb_hits,0,,,,,
player,201712250phi,rai,HoltJo00,fumbles_rec,0,,,,,
player,201712250phi,rai,HoltJo00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,HoltJo00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,HoltJo00,fumbles_forced,0,,,,,
player,201712250phi,rai,HamiAn01,def_int,0,,,,,
player,201712250phi,rai,HamiAn01,def_int_yds,0,,,,,
player,201712250phi,rai,HamiAn01,def_int_td,0,,,,,
player,201712250phi,rai,HamiAn01,def_int_long,0,,,,,
player,201712250phi,rai,HamiAn01,pass_defended,0,,,,,
player,201712250phi,rai,HamiAn01,sacks,0.0,,,,,
player,201712250phi,rai,HamiAn01,tackles_combined,1,,,,,
player,201712250phi,rai,HamiAn01,tackles_solo,1,,,,,
player,201712250phi,rai,HamiAn01,tackles_assists,0,,,,,
player,201712250phi,rai,HamiAn01,tackles_loss,0,,,,,
player,201712250phi,rai,HamiAn01,qb_hits,0,,,,,
player,201712250phi,rai,HamiAn01,fumbles_rec,0,,,,,
player,201712250phi,rai,HamiAn01,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,HamiAn01,fumbles_rec_td,0,,,,,
player,201712250phi,rai,HamiAn01,fumbles_forced,0,,,,,
player,201712250phi,rai,LathDa01,def_int,0,,,,,
player,201712250phi,rai,LathDa01,def_int_yds,0,,,,,
player,201712250phi,rai,LathDa01,def_int_td,0,,,,,
player,201712250phi,rai,LathDa01,def_int_long,0,,,,,
player,201712250phi,rai,LathDa01,pass_defended,0,,,,,
player,201712250phi,rai,LathDa01,sacks,0.0,,,,,
player,201712250phi,rai,LathDa01,tackles_combined,1,,,,,
player,201712250phi,rai,LathDa01,tackles_solo,1,,,,,
player,201712250phi,rai,LathDa01,tackles_assists,0,,,,,
player,201712250phi,rai,LathDa01,tackles_loss,0,,,,,
player,201712250phi,rai,LathDa01,qb_hits,1,,,,,
player,201712250phi,rai,LathDa01,fumbles_rec,0,,,,,
player,201712250phi,rai,LathDa01,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,LathDa01,fumbles_rec_td,0,,,,,
player,201712250phi,rai,LathDa01,fumbles_forced,0,,,,,
player,201712250phi,rai,LeexMa01,def_int,0,,,,,
player,201712250phi,rai,LeexMa01,def_int_yds,0,,,,,
player,201712250phi,rai,LeexMa01,def_int_td,0,,,,,
player,201712250phi,rai,LeexMa01,def_int_long,0,,,,,
player,201712250phi,rai,LeexMa01,pass_defended,0,,,,,
player,201712250phi,rai,LeexMa01,sacks,0.0,,,,,
player,201712250phi,rai,LeexMa01,tackles_combined,1,,,,,
player,201712250phi,rai,LeexMa01,tackles_solo,1,,,,,
player,201712250phi,rai,LeexMa01,tackles_assists,0,,,,,
player,201712250phi,rai,LeexMa01,tackles_loss,0,,,,,
player,201712250phi,rai,LeexMa01,qb_hits,0,,,,,
player,201712250phi,rai,LeexMa01,fumbles_rec,0,,,,,
player,201712250phi,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201712250phi,rai,LeexMa01,fumbles_forced,0,,,,,
player,201712250phi,rai,LuanSh00,def_int,0,,,,,
player,201712250phi,rai,LuanSh00,def_int_yds,0,,,,,
player,201712250phi,rai,LuanSh00,def_int_td,0,,,,,
player,201712250phi,rai,LuanSh00,def_int_long,0,,,,,
player,201712250phi,rai,LuanSh00,pass_defended,0,,,,,
player,201712250phi,rai,LuanSh00,sacks,0.0,,,,,
player,201712250phi,rai,LuanSh00,tackles_combined,1,,,,,
player,201712250phi,rai,LuanSh00,tackles_solo,1,,,,,
player,201712250phi,rai,LuanSh00,tackles_assists,0,,,,,
player,201712250phi,rai,LuanSh00,tackles_loss,0,,,,,
player,201712250phi,rai,LuanSh00,qb_hits,0,,,,,
player,201712250phi,rai,LuanSh00,fumbles_rec,0,,,,,
player,201712250phi,rai,LuanSh00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,LuanSh00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,LuanSh00,fumbles_forced,0,,,,,
player,201712250phi,rai,VandEd00,def_int,0,,,,,
player,201712250phi,rai,VandEd00,def_int_yds,0,,,,,
player,201712250phi,rai,VandEd00,def_int_td,0,,,,,
player,201712250phi,rai,VandEd00,def_int_long,0,,,,,
player,201712250phi,rai,VandEd00,pass_defended,0,,,,,
player,201712250phi,rai,VandEd00,sacks,0.0,,,,,
player,201712250phi,rai,VandEd00,tackles_combined,1,,,,,
player,201712250phi,rai,VandEd00,tackles_solo,1,,,,,
player,201712250phi,rai,VandEd00,tackles_assists,0,,,,,
player,201712250phi,rai,VandEd00,tackles_loss,0,,,,,
player,201712250phi,rai,VandEd00,qb_hits,0,,,,,
player,201712250phi,rai,VandEd00,fumbles_rec,0,,,,,
player,201712250phi,rai,VandEd00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,VandEd00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,VandEd00,fumbles_forced,0,,,,,
player,201712250phi,phi,DarbRo00,def_int,1,,,,,
player,201712250phi,phi,DarbRo00,def_int_yds,0,,,,,
player,201712250phi,phi,DarbRo00,def_int_td,0,,,,,
player,201712250phi,phi,DarbRo00,def_int_long,0,,,,,
player,201712250phi,phi,DarbRo00,pass_defended,1,,,,,
player,201712250phi,phi,DarbRo00,sacks,0.0,,,,,
player,201712250phi,phi,DarbRo00,tackles_combined,6,,,,,
player,201712250phi,phi,DarbRo00,tackles_solo,3,,,,,
player,201712250phi,phi,DarbRo00,tackles_assists,3,,,,,
player,201712250phi,phi,DarbRo00,tackles_loss,0,,,,,
player,201712250phi,phi,DarbRo00,qb_hits,0,,,,,
player,201712250phi,phi,DarbRo00,fumbles_rec,0,,,,,
player,201712250phi,phi,DarbRo00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,DarbRo00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,DarbRo00,fumbles_forced,0,,,,,
player,201712250phi,phi,RobiPa99,def_int,1,,,,,
player,201712250phi,phi,RobiPa99,def_int_yds,19,,,,,
player,201712250phi,phi,RobiPa99,def_int_td,0,,,,,
player,201712250phi,phi,RobiPa99,def_int_long,19,,,,,
player,201712250phi,phi,RobiPa99,pass_defended,2,,,,,
player,201712250phi,phi,RobiPa99,sacks,0.0,,,,,
player,201712250phi,phi,RobiPa99,tackles_combined,3,,,,,
player,201712250phi,phi,RobiPa99,tackles_solo,2,,,,,
player,201712250phi,phi,RobiPa99,tackles_assists,1,,,,,
player,201712250phi,phi,RobiPa99,tackles_loss,0,,,,,
player,201712250phi,phi,RobiPa99,qb_hits,0,,,,,
player,201712250phi,phi,RobiPa99,fumbles_rec,0,,,,,
player,201712250phi,phi,RobiPa99,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,RobiPa99,fumbles_rec_td,0,,,,,
player,201712250phi,phi,RobiPa99,fumbles_forced,0,,,,,
player,201712250phi,phi,LongCh99,def_int,0,,,,,
player,201712250phi,phi,LongCh99,def_int_yds,0,,,,,
player,201712250phi,phi,LongCh99,def_int_td,0,,,,,
player,201712250phi,phi,LongCh99,def_int_long,0,,,,,
player,201712250phi,phi,LongCh99,pass_defended,0,,,,,
player,201712250phi,phi,LongCh99,sacks,1.0,,,,,
player,201712250phi,phi,LongCh99,tackles_combined,3,,,,,
player,201712250phi,phi,LongCh99,tackles_solo,2,,,,,
player,201712250phi,phi,LongCh99,tackles_assists,1,,,,,
player,201712250phi,phi,LongCh99,tackles_loss,0,,,,,
player,201712250phi,phi,LongCh99,qb_hits,4,,,,,
player,201712250phi,phi,LongCh99,fumbles_rec,0,,,,,
player,201712250phi,phi,LongCh99,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,LongCh99,fumbles_rec_td,0,,,,,
player,201712250phi,phi,LongCh99,fumbles_forced,1,,,,,
player,201712250phi,phi,BradNi00,def_int,0,,,,,
player,201712250phi,phi,BradNi00,def_int_yds,0,,,,,
player,201712250phi,phi,BradNi00,def_int_td,0,,,,,
player,201712250phi,phi,BradNi00,def_int_long,0,,,,,
player,201712250phi,phi,BradNi00,pass_defended,0,,,,,
player,201712250phi,phi,BradNi00,sacks,0.0,,,,,
player,201712250phi,phi,BradNi00,tackles_combined,8,,,,,
player,201712250phi,phi,BradNi00,tackles_solo,6,,,,,
player,201712250phi,phi,BradNi00,tackles_assists,2,,,,,
player,201712250phi,phi,BradNi00,tackles_loss,0,,,,,
player,201712250phi,phi,BradNi00,qb_hits,0,,,,,
player,201712250phi,phi,BradNi00,fumbles_rec,0,,,,,
player,201712250phi,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,BradNi00,fumbles_forced,0,,,,,
player,201712250phi,phi,JenkMa99,def_int,0,,,,,
player,201712250phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201712250phi,phi,JenkMa99,def_int_td,0,,,,,
player,201712250phi,phi,JenkMa99,def_int_long,0,,,,,
player,201712250phi,phi,JenkMa99,pass_defended,0,,,,,
player,201712250phi,phi,JenkMa99,sacks,0.0,,,,,
player,201712250phi,phi,JenkMa99,tackles_combined,7,,,,,
player,201712250phi,phi,JenkMa99,tackles_solo,6,,,,,
player,201712250phi,phi,JenkMa99,tackles_assists,1,,,,,
player,201712250phi,phi,JenkMa99,tackles_loss,1,,,,,
player,201712250phi,phi,JenkMa99,qb_hits,0,,,,,
player,201712250phi,phi,JenkMa99,fumbles_rec,1,,,,,
player,201712250phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201712250phi,phi,JenkMa99,fumbles_forced,1,,,,,
player,201712250phi,phi,McLeRo00,def_int,0,,,,,
player,201712250phi,phi,McLeRo00,def_int_yds,0,,,,,
player,201712250phi,phi,McLeRo00,def_int_td,0,,,,,
player,201712250phi,phi,McLeRo00,def_int_long,0,,,,,
player,201712250phi,phi,McLeRo00,pass_defended,0,,,,,
player,201712250phi,phi,McLeRo00,sacks,0.0,,,,,
player,201712250phi,phi,McLeRo00,tackles_combined,7,,,,,
player,201712250phi,phi,McLeRo00,tackles_solo,4,,,,,
player,201712250phi,phi,McLeRo00,tackles_assists,3,,,,,
player,201712250phi,phi,McLeRo00,tackles_loss,0,,,,,
player,201712250phi,phi,McLeRo00,qb_hits,0,,,,,
player,201712250phi,phi,McLeRo00,fumbles_rec,0,,,,,
player,201712250phi,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,McLeRo00,fumbles_forced,0,,,,,
player,201712250phi,phi,CurrVi00,def_int,0,,,,,
player,201712250phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201712250phi,phi,CurrVi00,def_int_td,0,,,,,
player,201712250phi,phi,CurrVi00,def_int_long,0,,,,,
player,201712250phi,phi,CurrVi00,pass_defended,0,,,,,
player,201712250phi,phi,CurrVi00,sacks,0.0,,,,,
player,201712250phi,phi,CurrVi00,tackles_combined,4,,,,,
player,201712250phi,phi,CurrVi00,tackles_solo,3,,,,,
player,201712250phi,phi,CurrVi00,tackles_assists,1,,,,,
player,201712250phi,phi,CurrVi00,tackles_loss,1,,,,,
player,201712250phi,phi,CurrVi00,qb_hits,2,,,,,
player,201712250phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201712250phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,CurrVi00,fumbles_forced,1,,,,,
player,201712250phi,phi,ElleDa99,def_int,0,,,,,
player,201712250phi,phi,ElleDa99,def_int_yds,0,,,,,
player,201712250phi,phi,ElleDa99,def_int_td,0,,,,,
player,201712250phi,phi,ElleDa99,def_int_long,0,,,,,
player,201712250phi,phi,ElleDa99,pass_defended,0,,,,,
player,201712250phi,phi,ElleDa99,sacks,0.0,,,,,
player,201712250phi,phi,ElleDa99,tackles_combined,4,,,,,
player,201712250phi,phi,ElleDa99,tackles_solo,2,,,,,
player,201712250phi,phi,ElleDa99,tackles_assists,2,,,,,
player,201712250phi,phi,ElleDa99,tackles_loss,1,,,,,
player,201712250phi,phi,ElleDa99,qb_hits,0,,,,,
player,201712250phi,phi,ElleDa99,fumbles_rec,0,,,,,
player,201712250phi,phi,ElleDa99,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,ElleDa99,fumbles_rec_td,0,,,,,
player,201712250phi,phi,ElleDa99,fumbles_forced,0,,,,,
player,201712250phi,phi,GrahBr99,def_int,0,,,,,
player,201712250phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201712250phi,phi,GrahBr99,def_int_td,0,,,,,
player,201712250phi,phi,GrahBr99,def_int_long,0,,,,,
player,201712250phi,phi,GrahBr99,pass_defended,0,,,,,
player,201712250phi,phi,GrahBr99,sacks,0.0,,,,,
player,201712250phi,phi,GrahBr99,tackles_combined,4,,,,,
player,201712250phi,phi,GrahBr99,tackles_solo,3,,,,,
player,201712250phi,phi,GrahBr99,tackles_assists,1,,,,,
player,201712250phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201712250phi,phi,GrahBr99,qb_hits,0,,,,,
player,201712250phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201712250phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201712250phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201712250phi,phi,CoxxFl00,def_int,0,,,,,
player,201712250phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201712250phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201712250phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201712250phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201712250phi,phi,CoxxFl00,sacks,0.0,,,,,
player,201712250phi,phi,CoxxFl00,tackles_combined,3,,,,,
player,201712250phi,phi,CoxxFl00,tackles_solo,2,,,,,
player,201712250phi,phi,CoxxFl00,tackles_assists,1,,,,,
player,201712250phi,phi,CoxxFl00,tackles_loss,0,,,,,
player,201712250phi,phi,CoxxFl00,qb_hits,1,,,,,
player,201712250phi,phi,CoxxFl00,fumbles_rec,1,,,,,
player,201712250phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201712250phi,phi,KendMy00,def_int,0,,,,,
player,201712250phi,phi,KendMy00,def_int_yds,0,,,,,
player,201712250phi,phi,KendMy00,def_int_td,0,,,,,
player,201712250phi,phi,KendMy00,def_int_long,0,,,,,
player,201712250phi,phi,KendMy00,pass_defended,0,,,,,
player,201712250phi,phi,KendMy00,sacks,0.0,,,,,
player,201712250phi,phi,KendMy00,tackles_combined,3,,,,,
player,201712250phi,phi,KendMy00,tackles_solo,2,,,,,
player,201712250phi,phi,KendMy00,tackles_assists,1,,,,,
player,201712250phi,phi,KendMy00,tackles_loss,0,,,,,
player,201712250phi,phi,KendMy00,qb_hits,0,,,,,
player,201712250phi,phi,KendMy00,fumbles_rec,0,,,,,
player,201712250phi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,KendMy00,fumbles_forced,0,,,,,
player,201712250phi,phi,AlleBe00,def_int,0,,,,,
player,201712250phi,phi,AlleBe00,def_int_yds,0,,,,,
player,201712250phi,phi,AlleBe00,def_int_td,0,,,,,
player,201712250phi,phi,AlleBe00,def_int_long,0,,,,,
player,201712250phi,phi,AlleBe00,pass_defended,0,,,,,
player,201712250phi,phi,AlleBe00,sacks,0.0,,,,,
player,201712250phi,phi,AlleBe00,tackles_combined,2,,,,,
player,201712250phi,phi,AlleBe00,tackles_solo,1,,,,,
player,201712250phi,phi,AlleBe00,tackles_assists,1,,,,,
player,201712250phi,phi,AlleBe00,tackles_loss,0,,,,,
player,201712250phi,phi,AlleBe00,qb_hits,0,,,,,
player,201712250phi,phi,AlleBe00,fumbles_rec,0,,,,,
player,201712250phi,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,AlleBe00,fumbles_forced,0,,,,,
player,201712250phi,phi,JernTi00,def_int,0,,,,,
player,201712250phi,phi,JernTi00,def_int_yds,0,,,,,
player,201712250phi,phi,JernTi00,def_int_td,0,,,,,
player,201712250phi,phi,JernTi00,def_int_long,0,,,,,
player,201712250phi,phi,JernTi00,pass_defended,0,,,,,
player,201712250phi,phi,JernTi00,sacks,0.0,,,,,
player,201712250phi,phi,JernTi00,tackles_combined,2,,,,,
player,201712250phi,phi,JernTi00,tackles_solo,1,,,,,
player,201712250phi,phi,JernTi00,tackles_assists,1,,,,,
player,201712250phi,phi,JernTi00,tackles_loss,1,,,,,
player,201712250phi,phi,JernTi00,qb_hits,1,,,,,
player,201712250phi,phi,JernTi00,fumbles_rec,0,,,,,
player,201712250phi,phi,JernTi00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,JernTi00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,JernTi00,fumbles_forced,0,,,,,
player,201712250phi,phi,MillJa02,def_int,0,,,,,
player,201712250phi,phi,MillJa02,def_int_yds,0,,,,,
player,201712250phi,phi,MillJa02,def_int_td,0,,,,,
player,201712250phi,phi,MillJa02,def_int_long,0,,,,,
player,201712250phi,phi,MillJa02,pass_defended,2,,,,,
player,201712250phi,phi,MillJa02,sacks,0.0,,,,,
player,201712250phi,phi,MillJa02,tackles_combined,2,,,,,
player,201712250phi,phi,MillJa02,tackles_solo,2,,,,,
player,201712250phi,phi,MillJa02,tackles_assists,0,,,,,
player,201712250phi,phi,MillJa02,tackles_loss,0,,,,,
player,201712250phi,phi,MillJa02,qb_hits,0,,,,,
player,201712250phi,phi,MillJa02,fumbles_rec,0,,,,,
player,201712250phi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201712250phi,phi,MillJa02,fumbles_forced,0,,,,,
player,201712250phi,phi,BarnDe01,def_int,0,,,,,
player,201712250phi,phi,BarnDe01,def_int_yds,0,,,,,
player,201712250phi,phi,BarnDe01,def_int_td,0,,,,,
player,201712250phi,phi,BarnDe01,def_int_long,0,,,,,
player,201712250phi,phi,BarnDe01,pass_defended,0,,,,,
player,201712250phi,phi,BarnDe01,sacks,0.0,,,,,
player,201712250phi,phi,BarnDe01,tackles_combined,1,,,,,
player,201712250phi,phi,BarnDe01,tackles_solo,1,,,,,
player,201712250phi,phi,BarnDe01,tackles_assists,0,,,,,
player,201712250phi,phi,BarnDe01,tackles_loss,0,,,,,
player,201712250phi,phi,BarnDe01,qb_hits,0,,,,,
player,201712250phi,phi,BarnDe01,fumbles_rec,1,,,,,
player,201712250phi,phi,BarnDe01,fumbles_rec_yds,23,,,,,
player,201712250phi,phi,BarnDe01,fumbles_rec_td,1,,,,,
player,201712250phi,phi,BarnDe01,fumbles_forced,0,,,,,
player,201712250phi,phi,BurtTr01,def_int,0,,,,,
player,201712250phi,phi,BurtTr01,def_int_yds,0,,,,,
player,201712250phi,phi,BurtTr01,def_int_td,0,,,,,
player,201712250phi,phi,BurtTr01,def_int_long,0,,,,,
player,201712250phi,phi,BurtTr01,pass_defended,0,,,,,
player,201712250phi,phi,BurtTr01,sacks,0.0,,,,,
player,201712250phi,phi,BurtTr01,tackles_combined,1,,,,,
player,201712250phi,phi,BurtTr01,tackles_solo,1,,,,,
player,201712250phi,phi,BurtTr01,tackles_assists,0,,,,,
