game,2017,13,20171203,201712030rav,det,"Detroit Lions",20,rav,"Baltimore Ravens",44
player,201712030rav,rav,MoorCh00,pass_cmp,0,,,,,
player,201712030rav,rav,MoorCh00,pass_att,0,,,,,
player,201712030rav,rav,MoorCh00,pass_yds,0,,,,,
player,201712030rav,rav,MoorCh00,pass_td,0,,,,,
player,201712030rav,rav,MoorCh00,pass_int,0,,,,,
player,201712030rav,rav,MoorCh00,pass_sacked,0,,,,,
player,201712030rav,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201712030rav,rav,MoorCh00,pass_long,0,,,,,
player,201712030rav,rav,MoorCh00,pass_rating,,,,,,
player,201712030rav,rav,MoorCh00,rush_att,1,,,,,
player,201712030rav,rav,MoorCh00,rush_yds,-4,,,,,
player,201712030rav,rav,MoorCh00,rush_td,0,,,,,
player,201712030rav,rav,MoorCh00,rush_long,-4,,,,,
player,201712030rav,rav,MoorCh00,targets,4,,,,,
player,201712030rav,rav,MoorCh00,rec,3,,,,,
player,201712030rav,rav,MoorCh00,rec_yds,32,,,,,
player,201712030rav,rav,MoorCh00,rec_td,0,,,,,
player,201712030rav,rav,MoorCh00,rec_long,23,,,,,
player,201712030rav,rav,MoorCh00,fumbles,0,,,,,
player,201712030rav,rav,MoorCh00,fumbles_lost,0,,,,,
player,201712030rav,det,DaviJa01,def_int,0,,,,,
player,201712030rav,det,DaviJa01,def_int_yds,0,,,,,
player,201712030rav,det,DaviJa01,def_int_td,0,,,,,
player,201712030rav,det,DaviJa01,def_int_long,0,,,,,
player,201712030rav,det,DaviJa01,pass_defended,0,,,,,
player,201712030rav,det,DaviJa01,sacks,0.0,,,,,
player,201712030rav,det,DaviJa01,tackles_combined,8,,,,,
player,201712030rav,det,DaviJa01,tackles_solo,3,,,,,
player,201712030rav,det,DaviJa01,tackles_assists,5,,,,,
player,201712030rav,det,DaviJa01,tackles_loss,0,,,,,
player,201712030rav,det,DaviJa01,qb_hits,0,,,,,
player,201712030rav,det,DaviJa01,fumbles_rec,0,,,,,
player,201712030rav,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201712030rav,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201712030rav,det,DaviJa01,fumbles_forced,0,,,,,
player,201712030rav,det,AnsaEz00,def_int,0,,,,,
player,201712030rav,det,AnsaEz00,def_int_yds,0,,,,,
player,201712030rav,det,AnsaEz00,def_int_td,0,,,,,
player,201712030rav,det,AnsaEz00,def_int_long,0,,,,,
player,201712030rav,det,AnsaEz00,pass_defended,0,,,,,
player,201712030rav,det,AnsaEz00,sacks,0.0,,,,,
player,201712030rav,det,AnsaEz00,tackles_combined,5,,,,,
player,201712030rav,det,AnsaEz00,tackles_solo,5,,,,,
player,201712030rav,det,AnsaEz00,tackles_assists,0,,,,,
player,201712030rav,det,AnsaEz00,tackles_loss,0,,,,,
player,201712030rav,det,AnsaEz00,qb_hits,0,,,,,
player,201712030rav,det,AnsaEz00,fumbles_rec,0,,,,,
player,201712030rav,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201712030rav,det,AnsaEz00,fumbles_forced,0,,,,,
player,201712030rav,det,DiggQu00,def_int,0,,,,,
player,201712030rav,det,DiggQu00,def_int_yds,0,,,,,
player,201712030rav,det,DiggQu00,def_int_td,0,,,,,
player,201712030rav,det,DiggQu00,def_int_long,0,,,,,
player,201712030rav,det,DiggQu00,pass_defended,1,,,,,
player,201712030rav,det,DiggQu00,sacks,0.0,,,,,
player,201712030rav,det,DiggQu00,tackles_combined,5,,,,,
player,201712030rav,det,DiggQu00,tackles_solo,5,,,,,
player,201712030rav,det,DiggQu00,tackles_assists,0,,,,,
player,201712030rav,det,DiggQu00,tackles_loss,0,,,,,
player,201712030rav,det,DiggQu00,qb_hits,0,,,,,
player,201712030rav,det,DiggQu00,fumbles_rec,0,,,,,
player,201712030rav,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201712030rav,det,DiggQu00,fumbles_forced,0,,,,,
player,201712030rav,det,LawsNe00,def_int,0,,,,,
player,201712030rav,det,LawsNe00,def_int_yds,0,,,,,
player,201712030rav,det,LawsNe00,def_int_td,0,,,,,
player,201712030rav,det,LawsNe00,def_int_long,0,,,,,
player,201712030rav,det,LawsNe00,pass_defended,0,,,,,
player,201712030rav,det,LawsNe00,sacks,0.0,,,,,
player,201712030rav,det,LawsNe00,tackles_combined,4,,,,,
player,201712030rav,det,LawsNe00,tackles_solo,3,,,,,
player,201712030rav,det,LawsNe00,tackles_assists,1,,,,,
player,201712030rav,det,LawsNe00,tackles_loss,0,,,,,
player,201712030rav,det,LawsNe00,qb_hits,0,,,,,
player,201712030rav,det,LawsNe00,fumbles_rec,0,,,,,
player,201712030rav,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201712030rav,det,LawsNe00,fumbles_forced,0,,,,,
player,201712030rav,det,QuinGl99,def_int,0,,,,,
player,201712030rav,det,QuinGl99,def_int_yds,0,,,,,
player,201712030rav,det,QuinGl99,def_int_td,0,,,,,
player,201712030rav,det,QuinGl99,def_int_long,0,,,,,
player,201712030rav,det,QuinGl99,pass_defended,0,,,,,
player,201712030rav,det,QuinGl99,sacks,0.0,,,,,
player,201712030rav,det,QuinGl99,tackles_combined,4,,,,,
player,201712030rav,det,QuinGl99,tackles_solo,3,,,,,
player,201712030rav,det,QuinGl99,tackles_assists,1,,,,,
player,201712030rav,det,QuinGl99,tackles_loss,1,,,,,
player,201712030rav,det,QuinGl99,qb_hits,0,,,,,
player,201712030rav,det,QuinGl99,fumbles_rec,0,,,,,
player,201712030rav,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201712030rav,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201712030rav,det,QuinGl99,fumbles_forced,0,,,,,
player,201712030rav,det,WhitTa00,def_int,0,,,,,
player,201712030rav,det,WhitTa00,def_int_yds,0,,,,,
player,201712030rav,det,WhitTa00,def_int_td,0,,,,,
player,201712030rav,det,WhitTa00,def_int_long,0,,,,,
player,201712030rav,det,WhitTa00,pass_defended,0,,,,,
player,201712030rav,det,WhitTa00,sacks,0.0,,,,,
player,201712030rav,det,WhitTa00,tackles_combined,4,,,,,
player,201712030rav,det,WhitTa00,tackles_solo,2,,,,,
player,201712030rav,det,WhitTa00,tackles_assists,2,,,,,
player,201712030rav,det,WhitTa00,tackles_loss,1,,,,,
player,201712030rav,det,WhitTa00,qb_hits,1,,,,,
player,201712030rav,det,WhitTa00,fumbles_rec,0,,,,,
player,201712030rav,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201712030rav,det,WhitTa00,fumbles_forced,0,,,,,
player,201712030rav,det,KillMi00,def_int,0,,,,,
player,201712030rav,det,KillMi00,def_int_yds,0,,,,,
player,201712030rav,det,KillMi00,def_int_td,0,,,,,
player,201712030rav,det,KillMi00,def_int_long,0,,,,,
player,201712030rav,det,KillMi00,pass_defended,0,,,,,
player,201712030rav,det,KillMi00,sacks,0.0,,,,,
player,201712030rav,det,KillMi00,tackles_combined,3,,,,,
player,201712030rav,det,KillMi00,tackles_solo,1,,,,,
player,201712030rav,det,KillMi00,tackles_assists,2,,,,,
player,201712030rav,det,KillMi00,tackles_loss,0,,,,,
player,201712030rav,det,KillMi00,qb_hits,0,,,,,
player,201712030rav,det,KillMi00,fumbles_rec,0,,,,,
player,201712030rav,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,KillMi00,fumbles_rec_td,0,,,,,
player,201712030rav,det,KillMi00,fumbles_forced,0,,,,,
player,201712030rav,det,RobiAS00,def_int,0,,,,,
player,201712030rav,det,RobiAS00,def_int_yds,0,,,,,
player,201712030rav,det,RobiAS00,def_int_td,0,,,,,
player,201712030rav,det,RobiAS00,def_int_long,0,,,,,
player,201712030rav,det,RobiAS00,pass_defended,0,,,,,
player,201712030rav,det,RobiAS00,sacks,0.0,,,,,
player,201712030rav,det,RobiAS00,tackles_combined,3,,,,,
player,201712030rav,det,RobiAS00,tackles_solo,3,,,,,
player,201712030rav,det,RobiAS00,tackles_assists,0,,,,,
player,201712030rav,det,RobiAS00,tackles_loss,1,,,,,
player,201712030rav,det,RobiAS00,qb_hits,0,,,,,
player,201712030rav,det,RobiAS00,fumbles_rec,0,,,,,
player,201712030rav,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201712030rav,det,RobiAS00,fumbles_forced,0,,,,,
player,201712030rav,det,SlayDa00,def_int,0,,,,,
player,201712030rav,det,SlayDa00,def_int_yds,0,,,,,
player,201712030rav,det,SlayDa00,def_int_td,0,,,,,
player,201712030rav,det,SlayDa00,def_int_long,0,,,,,
player,201712030rav,det,SlayDa00,pass_defended,0,,,,,
player,201712030rav,det,SlayDa00,sacks,0.0,,,,,
player,201712030rav,det,SlayDa00,tackles_combined,3,,,,,
player,201712030rav,det,SlayDa00,tackles_solo,1,,,,,
player,201712030rav,det,SlayDa00,tackles_assists,2,,,,,
player,201712030rav,det,SlayDa00,tackles_loss,0,,,,,
player,201712030rav,det,SlayDa00,qb_hits,0,,,,,
player,201712030rav,det,SlayDa00,fumbles_rec,0,,,,,
player,201712030rav,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201712030rav,det,SlayDa00,fumbles_forced,0,,,,,
player,201712030rav,det,ZettAn00,def_int,0,,,,,
player,201712030rav,det,ZettAn00,def_int_yds,0,,,,,
player,201712030rav,det,ZettAn00,def_int_td,0,,,,,
player,201712030rav,det,ZettAn00,def_int_long,0,,,,,
player,201712030rav,det,ZettAn00,pass_defended,0,,,,,
player,201712030rav,det,ZettAn00,sacks,0.0,,,,,
player,201712030rav,det,ZettAn00,tackles_combined,3,,,,,
player,201712030rav,det,ZettAn00,tackles_solo,2,,,,,
player,201712030rav,det,ZettAn00,tackles_assists,1,,,,,
player,201712030rav,det,ZettAn00,tackles_loss,0,,,,,
player,201712030rav,det,ZettAn00,qb_hits,1,,,,,
player,201712030rav,det,ZettAn00,fumbles_rec,0,,,,,
player,201712030rav,det,ZettAn00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,ZettAn00,fumbles_rec_td,0,,,,,
player,201712030rav,det,ZettAn00,fumbles_forced,0,,,,,
player,201712030rav,det,LongSt00,def_int,0,,,,,
player,201712030rav,det,LongSt00,def_int_yds,0,,,,,
player,201712030rav,det,LongSt00,def_int_td,0,,,,,
player,201712030rav,det,LongSt00,def_int_long,0,,,,,
player,201712030rav,det,LongSt00,pass_defended,0,,,,,
player,201712030rav,det,LongSt00,sacks,0.0,,,,,
player,201712030rav,det,LongSt00,tackles_combined,2,,,,,
player,201712030rav,det,LongSt00,tackles_solo,2,,,,,
player,201712030rav,det,LongSt00,tackles_assists,0,,,,,
player,201712030rav,det,LongSt00,tackles_loss,0,,,,,
player,201712030rav,det,LongSt00,qb_hits,0,,,,,
player,201712030rav,det,LongSt00,fumbles_rec,0,,,,,
player,201712030rav,det,LongSt00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,LongSt00,fumbles_rec_td,0,,,,,
player,201712030rav,det,LongSt00,fumbles_forced,0,,,,,
player,201712030rav,det,ReevJa00,def_int,0,,,,,
player,201712030rav,det,ReevJa00,def_int_yds,0,,,,,
player,201712030rav,det,ReevJa00,def_int_td,0,,,,,
player,201712030rav,det,ReevJa00,def_int_long,0,,,,,
player,201712030rav,det,ReevJa00,pass_defended,0,,,,,
player,201712030rav,det,ReevJa00,sacks,0.0,,,,,
player,201712030rav,det,ReevJa00,tackles_combined,2,,,,,
player,201712030rav,det,ReevJa00,tackles_solo,2,,,,,
player,201712030rav,det,ReevJa00,tackles_assists,0,,,,,
player,201712030rav,det,ReevJa00,tackles_loss,0,,,,,
player,201712030rav,det,ReevJa00,qb_hits,0,,,,,
player,201712030rav,det,ReevJa00,fumbles_rec,0,,,,,
player,201712030rav,det,ReevJa00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,ReevJa00,fumbles_rec_td,0,,,,,
player,201712030rav,det,ReevJa00,fumbles_forced,0,,,,,
player,201712030rav,det,RingCh00,def_int,0,,,,,
player,201712030rav,det,RingCh00,def_int_yds,0,,,,,
player,201712030rav,det,RingCh00,def_int_td,0,,,,,
player,201712030rav,det,RingCh00,def_int_long,0,,,,,
player,201712030rav,det,RingCh00,pass_defended,0,,,,,
player,201712030rav,det,RingCh00,sacks,0.0,,,,,
player,201712030rav,det,RingCh00,tackles_combined,2,,,,,
player,201712030rav,det,RingCh00,tackles_solo,1,,,,,
player,201712030rav,det,RingCh00,tackles_assists,1,,,,,
player,201712030rav,det,RingCh00,tackles_loss,0,,,,,
player,201712030rav,det,RingCh00,qb_hits,0,,,,,
player,201712030rav,det,RingCh00,fumbles_rec,0,,,,,
player,201712030rav,det,RingCh00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,RingCh00,fumbles_rec_td,0,,,,,
player,201712030rav,det,RingCh00,fumbles_forced,0,,,,,
player,201712030rav,det,WorrPa00,def_int,0,,,,,
player,201712030rav,det,WorrPa00,def_int_yds,0,,,,,
player,201712030rav,det,WorrPa00,def_int_td,0,,,,,
player,201712030rav,det,WorrPa00,def_int_long,0,,,,,
player,201712030rav,det,WorrPa00,pass_defended,0,,,,,
player,201712030rav,det,WorrPa00,sacks,0.0,,,,,
player,201712030rav,det,WorrPa00,tackles_combined,2,,,,,
player,201712030rav,det,WorrPa00,tackles_solo,2,,,,,
player,201712030rav,det,WorrPa00,tackles_assists,0,,,,,
player,201712030rav,det,WorrPa00,tackles_loss,1,,,,,
player,201712030rav,det,WorrPa00,qb_hits,0,,,,,
player,201712030rav,det,WorrPa00,fumbles_rec,0,,,,,
player,201712030rav,det,WorrPa00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,WorrPa00,fumbles_rec_td,0,,,,,
player,201712030rav,det,WorrPa00,fumbles_forced,0,,,,,
player,201712030rav,det,ZennZa00,def_int,0,,,,,
player,201712030rav,det,ZennZa00,def_int_yds,0,,,,,
player,201712030rav,det,ZennZa00,def_int_td,0,,,,,
player,201712030rav,det,ZennZa00,def_int_long,0,,,,,
player,201712030rav,det,ZennZa00,pass_defended,0,,,,,
player,201712030rav,det,ZennZa00,sacks,0.0,,,,,
player,201712030rav,det,ZennZa00,tackles_combined,2,,,,,
player,201712030rav,det,ZennZa00,tackles_solo,2,,,,,
player,201712030rav,det,ZennZa00,tackles_assists,0,,,,,
player,201712030rav,det,ZennZa00,tackles_loss,0,,,,,
player,201712030rav,det,ZennZa00,qb_hits,0,,,,,
player,201712030rav,det,ZennZa00,fumbles_rec,0,,,,,
player,201712030rav,det,ZennZa00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,ZennZa00,fumbles_rec_td,0,,,,,
player,201712030rav,det,ZennZa00,fumbles_forced,0,,,,,
player,201712030rav,det,BellNi01,def_int,0,,,,,
player,201712030rav,det,BellNi01,def_int_yds,0,,,,,
player,201712030rav,det,BellNi01,def_int_td,0,,,,,
player,201712030rav,det,BellNi01,def_int_long,0,,,,,
player,201712030rav,det,BellNi01,pass_defended,0,,,,,
player,201712030rav,det,BellNi01,sacks,0.0,,,,,
player,201712030rav,det,BellNi01,tackles_combined,1,,,,,
player,201712030rav,det,BellNi01,tackles_solo,0,,,,,
player,201712030rav,det,BellNi01,tackles_assists,1,,,,,
player,201712030rav,det,BellNi01,tackles_loss,0,,,,,
player,201712030rav,det,BellNi01,qb_hits,0,,,,,
player,201712030rav,det,BellNi01,fumbles_rec,0,,,,,
player,201712030rav,det,BellNi01,fumbles_rec_yds,0,,,,,
player,201712030rav,det,BellNi01,fumbles_rec_td,0,,,,,
player,201712030rav,det,BellNi01,fumbles_forced,0,,,,,
player,201712030rav,det,CareDo00,def_int,0,,,,,
player,201712030rav,det,CareDo00,def_int_yds,0,,,,,
player,201712030rav,det,CareDo00,def_int_td,0,,,,,
player,201712030rav,det,CareDo00,def_int_long,0,,,,,
player,201712030rav,det,CareDo00,pass_defended,0,,,,,
player,201712030rav,det,CareDo00,sacks,0.0,,,,,
player,201712030rav,det,CareDo00,tackles_combined,1,,,,,
player,201712030rav,det,CareDo00,tackles_solo,1,,,,,
player,201712030rav,det,CareDo00,tackles_assists,0,,,,,
player,201712030rav,det,CareDo00,tackles_loss,0,,,,,
player,201712030rav,det,CareDo00,qb_hits,0,,,,,
player,201712030rav,det,CareDo00,fumbles_rec,0,,,,,
player,201712030rav,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,CareDo00,fumbles_rec_td,0,,,,,
player,201712030rav,det,CareDo00,fumbles_forced,1,,,,,
player,201712030rav,det,HaydDJ00,def_int,0,,,,,
player,201712030rav,det,HaydDJ00,def_int_yds,0,,,,,
player,201712030rav,det,HaydDJ00,def_int_td,0,,,,,
player,201712030rav,det,HaydDJ00,def_int_long,0,,,,,
player,201712030rav,det,HaydDJ00,pass_defended,1,,,,,
player,201712030rav,det,HaydDJ00,sacks,0.0,,,,,
player,201712030rav,det,HaydDJ00,tackles_combined,1,,,,,
player,201712030rav,det,HaydDJ00,tackles_solo,1,,,,,
player,201712030rav,det,HaydDJ00,tackles_assists,0,,,,,
player,201712030rav,det,HaydDJ00,tackles_loss,0,,,,,
player,201712030rav,det,HaydDJ00,qb_hits,0,,,,,
player,201712030rav,det,HaydDJ00,fumbles_rec,0,,,,,
player,201712030rav,det,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,HaydDJ00,fumbles_rec_td,0,,,,,
player,201712030rav,det,HaydDJ00,fumbles_forced,0,,,,,
player,201712030rav,det,LedbJe00,def_int,0,,,,,
player,201712030rav,det,LedbJe00,def_int_yds,0,,,,,
player,201712030rav,det,LedbJe00,def_int_td,0,,,,,
player,201712030rav,det,LedbJe00,def_int_long,0,,,,,
player,201712030rav,det,LedbJe00,pass_defended,0,,,,,
player,201712030rav,det,LedbJe00,sacks,0.0,,,,,
player,201712030rav,det,LedbJe00,tackles_combined,1,,,,,
player,201712030rav,det,LedbJe00,tackles_solo,1,,,,,
player,201712030rav,det,LedbJe00,tackles_assists,0,,,,,
player,201712030rav,det,LedbJe00,tackles_loss,0,,,,,
player,201712030rav,det,LedbJe00,qb_hits,0,,,,,
player,201712030rav,det,LedbJe00,fumbles_rec,0,,,,,
player,201712030rav,det,LedbJe00,fumbles_rec_yds,0,,,,,
player,201712030rav,det,LedbJe00,fumbles_rec_td,0,,,,,
player,201712030rav,det,LedbJe00,fumbles_forced,0,,,,,
player,201712030rav,rav,WeddEr99,def_int,1,,,,,
player,201712030rav,rav,WeddEr99,def_int_yds,45,,,,,
player,201712030rav,rav,WeddEr99,def_int_td,1,,,,,
player,201712030rav,rav,WeddEr99,def_int_long,45,,,,,
player,201712030rav,rav,WeddEr99,pass_defended,1,,,,,
player,201712030rav,rav,WeddEr99,sacks,1.0,,,,,
player,201712030rav,rav,WeddEr99,tackles_combined,3,,,,,
player,201712030rav,rav,WeddEr99,tackles_solo,2,,,,,
player,201712030rav,rav,WeddEr99,tackles_assists,1,,,,,
player,201712030rav,rav,WeddEr99,tackles_loss,0,,,,,
player,201712030rav,rav,WeddEr99,qb_hits,0,,,,,
player,201712030rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201712030rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201712030rav,rav,WeddEr99,fumbles_forced,1,,,,,
player,201712030rav,rav,HumpMa00,def_int,1,,,,,
player,201712030rav,rav,HumpMa00,def_int_yds,18,,,,,
player,201712030rav,rav,HumpMa00,def_int_td,0,,,,,
player,201712030rav,rav,HumpMa00,def_int_long,18,,,,,
player,201712030rav,rav,HumpMa00,pass_defended,1,,,,,
player,201712030rav,rav,HumpMa00,sacks,0.0,,,,,
player,201712030rav,rav,HumpMa00,tackles_combined,7,,,,,
player,201712030rav,rav,HumpMa00,tackles_solo,5,,,,,
player,201712030rav,rav,HumpMa00,tackles_assists,2,,,,,
player,201712030rav,rav,HumpMa00,tackles_loss,0,,,,,
player,201712030rav,rav,HumpMa00,qb_hits,0,,,,,
player,201712030rav,rav,HumpMa00,fumbles_rec,0,,,,,
player,201712030rav,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,HumpMa00,fumbles_forced,0,,,,,
player,201712030rav,rav,SuggTe99,def_int,0,,,,,
player,201712030rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201712030rav,rav,SuggTe99,def_int_td,0,,,,,
player,201712030rav,rav,SuggTe99,def_int_long,0,,,,,
player,201712030rav,rav,SuggTe99,pass_defended,0,,,,,
player,201712030rav,rav,SuggTe99,sacks,1.0,,,,,
player,201712030rav,rav,SuggTe99,tackles_combined,5,,,,,
player,201712030rav,rav,SuggTe99,tackles_solo,5,,,,,
player,201712030rav,rav,SuggTe99,tackles_assists,0,,,,,
player,201712030rav,rav,SuggTe99,tackles_loss,2,,,,,
player,201712030rav,rav,SuggTe99,qb_hits,1,,,,,
player,201712030rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201712030rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201712030rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201712030rav,rav,JudoMa00,def_int,0,,,,,
player,201712030rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201712030rav,rav,JudoMa00,def_int_td,0,,,,,
player,201712030rav,rav,JudoMa00,def_int_long,0,,,,,
player,201712030rav,rav,JudoMa00,pass_defended,0,,,,,
player,201712030rav,rav,JudoMa00,sacks,1.0,,,,,
player,201712030rav,rav,JudoMa00,tackles_combined,1,,,,,
player,201712030rav,rav,JudoMa00,tackles_solo,1,,,,,
player,201712030rav,rav,JudoMa00,tackles_assists,0,,,,,
player,201712030rav,rav,JudoMa00,tackles_loss,1,,,,,
player,201712030rav,rav,JudoMa00,qb_hits,1,,,,,
player,201712030rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201712030rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201712030rav,rav,OnwuPa00,def_int,0,,,,,
player,201712030rav,rav,OnwuPa00,def_int_yds,0,,,,,
player,201712030rav,rav,OnwuPa00,def_int_td,0,,,,,
player,201712030rav,rav,OnwuPa00,def_int_long,0,,,,,
player,201712030rav,rav,OnwuPa00,pass_defended,0,,,,,
player,201712030rav,rav,OnwuPa00,sacks,0.0,,,,,
player,201712030rav,rav,OnwuPa00,tackles_combined,7,,,,,
player,201712030rav,rav,OnwuPa00,tackles_solo,6,,,,,
player,201712030rav,rav,OnwuPa00,tackles_assists,1,,,,,
player,201712030rav,rav,OnwuPa00,tackles_loss,0,,,,,
player,201712030rav,rav,OnwuPa00,qb_hits,0,,,,,
player,201712030rav,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201712030rav,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201712030rav,rav,MoslC.00,def_int,0,,,,,
player,201712030rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201712030rav,rav,MoslC.00,def_int_td,0,,,,,
player,201712030rav,rav,MoslC.00,def_int_long,0,,,,,
player,201712030rav,rav,MoslC.00,pass_defended,0,,,,,
player,201712030rav,rav,MoslC.00,sacks,0.0,,,,,
player,201712030rav,rav,MoslC.00,tackles_combined,6,,,,,
player,201712030rav,rav,MoslC.00,tackles_solo,3,,,,,
player,201712030rav,rav,MoslC.00,tackles_assists,3,,,,,
player,201712030rav,rav,MoslC.00,tackles_loss,0,,,,,
player,201712030rav,rav,MoslC.00,qb_hits,0,,,,,
player,201712030rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201712030rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201712030rav,rav,PierMi00,def_int,0,,,,,
player,201712030rav,rav,PierMi00,def_int_yds,0,,,,,
player,201712030rav,rav,PierMi00,def_int_td,0,,,,,
player,201712030rav,rav,PierMi00,def_int_long,0,,,,,
player,201712030rav,rav,PierMi00,pass_defended,0,,,,,
player,201712030rav,rav,PierMi00,sacks,0.0,,,,,
player,201712030rav,rav,PierMi00,tackles_combined,6,,,,,
player,201712030rav,rav,PierMi00,tackles_solo,1,,,,,
player,201712030rav,rav,PierMi00,tackles_assists,5,,,,,
player,201712030rav,rav,PierMi00,tackles_loss,0,,,,,
player,201712030rav,rav,PierMi00,qb_hits,0,,,,,
player,201712030rav,rav,PierMi00,fumbles_rec,0,,,,,
player,201712030rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201712030rav,rav,CanaMa00,def_int,0,,,,,
player,201712030rav,rav,CanaMa00,def_int_yds,0,,,,,
player,201712030rav,rav,CanaMa00,def_int_td,0,,,,,
player,201712030rav,rav,CanaMa00,def_int_long,0,,,,,
player,201712030rav,rav,CanaMa00,pass_defended,0,,,,,
player,201712030rav,rav,CanaMa00,sacks,0.0,,,,,
player,201712030rav,rav,CanaMa00,tackles_combined,5,,,,,
player,201712030rav,rav,CanaMa00,tackles_solo,3,,,,,
player,201712030rav,rav,CanaMa00,tackles_assists,2,,,,,
player,201712030rav,rav,CanaMa00,tackles_loss,1,,,,,
player,201712030rav,rav,CanaMa00,qb_hits,1,,,,,
player,201712030rav,rav,CanaMa00,fumbles_rec,1,,,,,
player,201712030rav,rav,CanaMa00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,CanaMa00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,CanaMa00,fumbles_forced,0,,,,,
player,201712030rav,rav,JeffTo00,def_int,0,,,,,
player,201712030rav,rav,JeffTo00,def_int_yds,0,,,,,
player,201712030rav,rav,JeffTo00,def_int_td,0,,,,,
player,201712030rav,rav,JeffTo00,def_int_long,0,,,,,
player,201712030rav,rav,JeffTo00,pass_defended,0,,,,,
player,201712030rav,rav,JeffTo00,sacks,0.0,,,,,
player,201712030rav,rav,JeffTo00,tackles_combined,5,,,,,
player,201712030rav,rav,JeffTo00,tackles_solo,3,,,,,
player,201712030rav,rav,JeffTo00,tackles_assists,2,,,,,
player,201712030rav,rav,JeffTo00,tackles_loss,0,,,,,
player,201712030rav,rav,JeffTo00,qb_hits,0,,,,,
player,201712030rav,rav,JeffTo00,fumbles_rec,0,,,,,
player,201712030rav,rav,JeffTo00,fumbles_rec_yds,0,,,,,
player,201712030rav,rav,JeffTo00,fumbles_rec_td,0,,,,,
player,201712030rav,rav,JeffTo00,fumbles_forced,0,,,,,
player,201712030rav,rav,DaviCa01,def_int,0,,,,,
player,201712030rav,rav,DaviCa01,def_int_yds,0,,,,,
player,201712030rav,rav,DaviCa01,def_int_td,0,,,,,
player,201712030rav,rav,DaviCa01,def_int_long,0,,,,,
player,201712030rav,rav,DaviCa01,pass_defended,0,,,,,
player,201712030rav,rav,DaviCa01,sacks,0.0,,,,,
