game,2017,7,20171022,201710220sfo,dal,"Dallas Cowboys",40,sfo,"San Francisco 49ers",10
player,201710220sfo,sfo,HikuCo00,rush_long,0,,,,,
player,201710220sfo,sfo,HikuCo00,targets,2,,,,,
player,201710220sfo,sfo,HikuCo00,rec,1,,,,,
player,201710220sfo,sfo,HikuCo00,rec_yds,5,,,,,
player,201710220sfo,sfo,HikuCo00,rec_td,0,,,,,
player,201710220sfo,sfo,HikuCo00,rec_long,5,,,,,
player,201710220sfo,sfo,HikuCo00,fumbles,0,,,,,
player,201710220sfo,sfo,HikuCo00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_att,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_td,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_int,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_long,0,,,,,
player,201710220sfo,sfo,BourKe00,pass_rating,,,,,,
player,201710220sfo,sfo,BourKe00,rush_att,0,,,,,
player,201710220sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201710220sfo,sfo,BourKe00,rush_td,0,,,,,
player,201710220sfo,sfo,BourKe00,rush_long,0,,,,,
player,201710220sfo,sfo,BourKe00,targets,2,,,,,
player,201710220sfo,sfo,BourKe00,rec,0,,,,,
player,201710220sfo,sfo,BourKe00,rec_yds,0,,,,,
player,201710220sfo,sfo,BourKe00,rec_td,0,,,,,
player,201710220sfo,sfo,BourKe00,rec_long,0,,,,,
player,201710220sfo,sfo,BourKe00,fumbles,0,,,,,
player,201710220sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201710220sfo,dal,WilsDa02,def_int,0,,,,,
player,201710220sfo,dal,WilsDa02,def_int_yds,0,,,,,
player,201710220sfo,dal,WilsDa02,def_int_td,0,,,,,
player,201710220sfo,dal,WilsDa02,def_int_long,0,,,,,
player,201710220sfo,dal,WilsDa02,pass_defended,0,,,,,
player,201710220sfo,dal,WilsDa02,sacks,1.0,,,,,
player,201710220sfo,dal,WilsDa02,tackles_combined,4,,,,,
player,201710220sfo,dal,WilsDa02,tackles_solo,3,,,,,
player,201710220sfo,dal,WilsDa02,tackles_assists,1,,,,,
player,201710220sfo,dal,WilsDa02,tackles_loss,1,,,,,
player,201710220sfo,dal,WilsDa02,qb_hits,1,,,,,
player,201710220sfo,dal,WilsDa02,fumbles_rec,0,,,,,
player,201710220sfo,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,WilsDa02,fumbles_forced,0,,,,,
player,201710220sfo,dal,IrviDa00,def_int,0,,,,,
player,201710220sfo,dal,IrviDa00,def_int_yds,0,,,,,
player,201710220sfo,dal,IrviDa00,def_int_td,0,,,,,
player,201710220sfo,dal,IrviDa00,def_int_long,0,,,,,
player,201710220sfo,dal,IrviDa00,pass_defended,1,,,,,
player,201710220sfo,dal,IrviDa00,sacks,1.0,,,,,
player,201710220sfo,dal,IrviDa00,tackles_combined,3,,,,,
player,201710220sfo,dal,IrviDa00,tackles_solo,2,,,,,
player,201710220sfo,dal,IrviDa00,tackles_assists,1,,,,,
player,201710220sfo,dal,IrviDa00,tackles_loss,1,,,,,
player,201710220sfo,dal,IrviDa00,qb_hits,1,,,,,
player,201710220sfo,dal,IrviDa00,fumbles_rec,0,,,,,
player,201710220sfo,dal,IrviDa00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,IrviDa00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,IrviDa00,fumbles_forced,1,,,,,
player,201710220sfo,dal,LawrDe00,def_int,0,,,,,
player,201710220sfo,dal,LawrDe00,def_int_yds,0,,,,,
player,201710220sfo,dal,LawrDe00,def_int_td,0,,,,,
player,201710220sfo,dal,LawrDe00,def_int_long,0,,,,,
player,201710220sfo,dal,LawrDe00,pass_defended,0,,,,,
player,201710220sfo,dal,LawrDe00,sacks,1.0,,,,,
player,201710220sfo,dal,LawrDe00,tackles_combined,3,,,,,
player,201710220sfo,dal,LawrDe00,tackles_solo,2,,,,,
player,201710220sfo,dal,LawrDe00,tackles_assists,1,,,,,
player,201710220sfo,dal,LawrDe00,tackles_loss,0,,,,,
player,201710220sfo,dal,LawrDe00,qb_hits,1,,,,,
player,201710220sfo,dal,LawrDe00,fumbles_rec,1,,,,,
player,201710220sfo,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,LawrDe00,fumbles_forced,1,,,,,
player,201710220sfo,dal,SmitJa05,def_int,0,,,,,
player,201710220sfo,dal,SmitJa05,def_int_yds,0,,,,,
player,201710220sfo,dal,SmitJa05,def_int_td,0,,,,,
player,201710220sfo,dal,SmitJa05,def_int_long,0,,,,,
player,201710220sfo,dal,SmitJa05,pass_defended,0,,,,,
player,201710220sfo,dal,SmitJa05,sacks,1.0,,,,,
player,201710220sfo,dal,SmitJa05,tackles_combined,3,,,,,
player,201710220sfo,dal,SmitJa05,tackles_solo,2,,,,,
player,201710220sfo,dal,SmitJa05,tackles_assists,1,,,,,
player,201710220sfo,dal,SmitJa05,tackles_loss,0,,,,,
player,201710220sfo,dal,SmitJa05,qb_hits,1,,,,,
player,201710220sfo,dal,SmitJa05,fumbles_rec,0,,,,,
player,201710220sfo,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,SmitJa05,fumbles_forced,1,,,,,
player,201710220sfo,dal,CrawTy00,def_int,0,,,,,
player,201710220sfo,dal,CrawTy00,def_int_yds,0,,,,,
player,201710220sfo,dal,CrawTy00,def_int_td,0,,,,,
player,201710220sfo,dal,CrawTy00,def_int_long,0,,,,,
player,201710220sfo,dal,CrawTy00,pass_defended,0,,,,,
player,201710220sfo,dal,CrawTy00,sacks,1.0,,,,,
player,201710220sfo,dal,CrawTy00,tackles_combined,2,,,,,
player,201710220sfo,dal,CrawTy00,tackles_solo,2,,,,,
player,201710220sfo,dal,CrawTy00,tackles_assists,0,,,,,
player,201710220sfo,dal,CrawTy00,tackles_loss,1,,,,,
player,201710220sfo,dal,CrawTy00,qb_hits,1,,,,,
player,201710220sfo,dal,CrawTy00,fumbles_rec,1,,,,,
player,201710220sfo,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,CrawTy00,fumbles_forced,0,,,,,
player,201710220sfo,dal,HitcAn00,def_int,0,,,,,
player,201710220sfo,dal,HitcAn00,def_int_yds,0,,,,,
player,201710220sfo,dal,HitcAn00,def_int_td,0,,,,,
player,201710220sfo,dal,HitcAn00,def_int_long,0,,,,,
player,201710220sfo,dal,HitcAn00,pass_defended,0,,,,,
player,201710220sfo,dal,HitcAn00,sacks,0.0,,,,,
player,201710220sfo,dal,HitcAn00,tackles_combined,8,,,,,
player,201710220sfo,dal,HitcAn00,tackles_solo,8,,,,,
player,201710220sfo,dal,HitcAn00,tackles_assists,0,,,,,
player,201710220sfo,dal,HitcAn00,tackles_loss,3,,,,,
player,201710220sfo,dal,HitcAn00,qb_hits,0,,,,,
player,201710220sfo,dal,HitcAn00,fumbles_rec,0,,,,,
player,201710220sfo,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,HitcAn00,fumbles_forced,0,,,,,
player,201710220sfo,dal,JoneBy00,def_int,0,,,,,
player,201710220sfo,dal,JoneBy00,def_int_yds,0,,,,,
player,201710220sfo,dal,JoneBy00,def_int_td,0,,,,,
player,201710220sfo,dal,JoneBy00,def_int_long,0,,,,,
player,201710220sfo,dal,JoneBy00,pass_defended,0,,,,,
player,201710220sfo,dal,JoneBy00,sacks,0.0,,,,,
player,201710220sfo,dal,JoneBy00,tackles_combined,8,,,,,
player,201710220sfo,dal,JoneBy00,tackles_solo,5,,,,,
player,201710220sfo,dal,JoneBy00,tackles_assists,3,,,,,
player,201710220sfo,dal,JoneBy00,tackles_loss,0,,,,,
player,201710220sfo,dal,JoneBy00,qb_hits,1,,,,,
player,201710220sfo,dal,JoneBy00,fumbles_rec,0,,,,,
player,201710220sfo,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,JoneBy00,fumbles_forced,0,,,,,
player,201710220sfo,dal,HeatJe00,def_int,0,,,,,
player,201710220sfo,dal,HeatJe00,def_int_yds,0,,,,,
player,201710220sfo,dal,HeatJe00,def_int_td,0,,,,,
player,201710220sfo,dal,HeatJe00,def_int_long,0,,,,,
player,201710220sfo,dal,HeatJe00,pass_defended,0,,,,,
player,201710220sfo,dal,HeatJe00,sacks,0.0,,,,,
player,201710220sfo,dal,HeatJe00,tackles_combined,6,,,,,
player,201710220sfo,dal,HeatJe00,tackles_solo,6,,,,,
player,201710220sfo,dal,HeatJe00,tackles_assists,0,,,,,
player,201710220sfo,dal,HeatJe00,tackles_loss,1,,,,,
player,201710220sfo,dal,HeatJe00,qb_hits,0,,,,,
player,201710220sfo,dal,HeatJe00,fumbles_rec,0,,,,,
player,201710220sfo,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,HeatJe00,fumbles_forced,0,,,,,
player,201710220sfo,dal,BrowAn02,def_int,0,,,,,
player,201710220sfo,dal,BrowAn02,def_int_yds,0,,,,,
player,201710220sfo,dal,BrowAn02,def_int_td,0,,,,,
player,201710220sfo,dal,BrowAn02,def_int_long,0,,,,,
player,201710220sfo,dal,BrowAn02,pass_defended,0,,,,,
player,201710220sfo,dal,BrowAn02,sacks,0.0,,,,,
player,201710220sfo,dal,BrowAn02,tackles_combined,5,,,,,
player,201710220sfo,dal,BrowAn02,tackles_solo,5,,,,,
player,201710220sfo,dal,BrowAn02,tackles_assists,0,,,,,
player,201710220sfo,dal,BrowAn02,tackles_loss,0,,,,,
player,201710220sfo,dal,BrowAn02,qb_hits,0,,,,,
player,201710220sfo,dal,BrowAn02,fumbles_rec,0,,,,,
player,201710220sfo,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,BrowAn02,fumbles_forced,0,,,,,
player,201710220sfo,dal,LeexSe99,def_int,0,,,,,
player,201710220sfo,dal,LeexSe99,def_int_yds,0,,,,,
player,201710220sfo,dal,LeexSe99,def_int_td,0,,,,,
player,201710220sfo,dal,LeexSe99,def_int_long,0,,,,,
player,201710220sfo,dal,LeexSe99,pass_defended,0,,,,,
player,201710220sfo,dal,LeexSe99,sacks,0.0,,,,,
player,201710220sfo,dal,LeexSe99,tackles_combined,5,,,,,
player,201710220sfo,dal,LeexSe99,tackles_solo,5,,,,,
player,201710220sfo,dal,LeexSe99,tackles_assists,0,,,,,
player,201710220sfo,dal,LeexSe99,tackles_loss,2,,,,,
player,201710220sfo,dal,LeexSe99,qb_hits,0,,,,,
player,201710220sfo,dal,LeexSe99,fumbles_rec,0,,,,,
player,201710220sfo,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,LeexSe99,fumbles_forced,0,,,,,
player,201710220sfo,dal,LewiJo01,def_int,0,,,,,
player,201710220sfo,dal,LewiJo01,def_int_yds,0,,,,,
player,201710220sfo,dal,LewiJo01,def_int_td,0,,,,,
player,201710220sfo,dal,LewiJo01,def_int_long,0,,,,,
player,201710220sfo,dal,LewiJo01,pass_defended,0,,,,,
player,201710220sfo,dal,LewiJo01,sacks,0.0,,,,,
player,201710220sfo,dal,LewiJo01,tackles_combined,4,,,,,
player,201710220sfo,dal,LewiJo01,tackles_solo,4,,,,,
player,201710220sfo,dal,LewiJo01,tackles_assists,0,,,,,
player,201710220sfo,dal,LewiJo01,tackles_loss,0,,,,,
player,201710220sfo,dal,LewiJo01,qb_hits,0,,,,,
player,201710220sfo,dal,LewiJo01,fumbles_rec,0,,,,,
player,201710220sfo,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,LewiJo01,fumbles_forced,0,,,,,
player,201710220sfo,dal,CollMa00,def_int,0,,,,,
player,201710220sfo,dal,CollMa00,def_int_yds,0,,,,,
player,201710220sfo,dal,CollMa00,def_int_td,0,,,,,
player,201710220sfo,dal,CollMa00,def_int_long,0,,,,,
player,201710220sfo,dal,CollMa00,pass_defended,0,,,,,
player,201710220sfo,dal,CollMa00,sacks,0.0,,,,,
player,201710220sfo,dal,CollMa00,tackles_combined,2,,,,,
player,201710220sfo,dal,CollMa00,tackles_solo,1,,,,,
player,201710220sfo,dal,CollMa00,tackles_assists,1,,,,,
player,201710220sfo,dal,CollMa00,tackles_loss,0,,,,,
player,201710220sfo,dal,CollMa00,qb_hits,0,,,,,
player,201710220sfo,dal,CollMa00,fumbles_rec,0,,,,,
player,201710220sfo,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,CollMa00,fumbles_forced,0,,,,,
player,201710220sfo,dal,FrazKa00,def_int,0,,,,,
player,201710220sfo,dal,FrazKa00,def_int_yds,0,,,,,
player,201710220sfo,dal,FrazKa00,def_int_td,0,,,,,
player,201710220sfo,dal,FrazKa00,def_int_long,0,,,,,
player,201710220sfo,dal,FrazKa00,pass_defended,0,,,,,
player,201710220sfo,dal,FrazKa00,sacks,0.0,,,,,
player,201710220sfo,dal,FrazKa00,tackles_combined,2,,,,,
player,201710220sfo,dal,FrazKa00,tackles_solo,2,,,,,
player,201710220sfo,dal,FrazKa00,tackles_assists,0,,,,,
player,201710220sfo,dal,FrazKa00,tackles_loss,0,,,,,
player,201710220sfo,dal,FrazKa00,qb_hits,0,,,,,
player,201710220sfo,dal,FrazKa00,fumbles_rec,0,,,,,
player,201710220sfo,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,FrazKa00,fumbles_forced,1,,,,,
player,201710220sfo,dal,WilbKy00,def_int,0,,,,,
player,201710220sfo,dal,WilbKy00,def_int_yds,0,,,,,
player,201710220sfo,dal,WilbKy00,def_int_td,0,,,,,
player,201710220sfo,dal,WilbKy00,def_int_long,0,,,,,
player,201710220sfo,dal,WilbKy00,pass_defended,0,,,,,
player,201710220sfo,dal,WilbKy00,sacks,0.0,,,,,
player,201710220sfo,dal,WilbKy00,tackles_combined,2,,,,,
player,201710220sfo,dal,WilbKy00,tackles_solo,2,,,,,
player,201710220sfo,dal,WilbKy00,tackles_assists,0,,,,,
player,201710220sfo,dal,WilbKy00,tackles_loss,0,,,,,
player,201710220sfo,dal,WilbKy00,qb_hits,0,,,,,
player,201710220sfo,dal,WilbKy00,fumbles_rec,0,,,,,
player,201710220sfo,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,WilbKy00,fumbles_forced,0,,,,,
player,201710220sfo,dal,CharTa00,def_int,0,,,,,
player,201710220sfo,dal,CharTa00,def_int_yds,0,,,,,
player,201710220sfo,dal,CharTa00,def_int_td,0,,,,,
player,201710220sfo,dal,CharTa00,def_int_long,0,,,,,
player,201710220sfo,dal,CharTa00,pass_defended,1,,,,,
player,201710220sfo,dal,CharTa00,sacks,0.0,,,,,
player,201710220sfo,dal,CharTa00,tackles_combined,1,,,,,
player,201710220sfo,dal,CharTa00,tackles_solo,1,,,,,
player,201710220sfo,dal,CharTa00,tackles_assists,0,,,,,
player,201710220sfo,dal,CharTa00,tackles_loss,0,,,,,
player,201710220sfo,dal,CharTa00,qb_hits,0,,,,,
player,201710220sfo,dal,CharTa00,fumbles_rec,0,,,,,
player,201710220sfo,dal,CharTa00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,CharTa00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,CharTa00,fumbles_forced,0,,,,,
player,201710220sfo,dal,MarcJu00,def_int,0,,,,,
player,201710220sfo,dal,MarcJu00,def_int_yds,0,,,,,
player,201710220sfo,dal,MarcJu00,def_int_td,0,,,,,
player,201710220sfo,dal,MarcJu00,def_int_long,0,,,,,
player,201710220sfo,dal,MarcJu00,pass_defended,0,,,,,
player,201710220sfo,dal,MarcJu00,sacks,0.0,,,,,
player,201710220sfo,dal,MarcJu00,tackles_combined,1,,,,,
player,201710220sfo,dal,MarcJu00,tackles_solo,1,,,,,
player,201710220sfo,dal,MarcJu00,tackles_assists,0,,,,,
player,201710220sfo,dal,MarcJu00,tackles_loss,0,,,,,
player,201710220sfo,dal,MarcJu00,qb_hits,0,,,,,
player,201710220sfo,dal,MarcJu00,fumbles_rec,0,,,,,
player,201710220sfo,dal,MarcJu00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,MarcJu00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,MarcJu00,fumbles_forced,0,,,,,
player,201710220sfo,dal,ScanOr99,def_int,0,,,,,
player,201710220sfo,dal,ScanOr99,def_int_yds,0,,,,,
player,201710220sfo,dal,ScanOr99,def_int_td,0,,,,,
player,201710220sfo,dal,ScanOr99,def_int_long,0,,,,,
player,201710220sfo,dal,ScanOr99,pass_defended,0,,,,,
player,201710220sfo,dal,ScanOr99,sacks,0.0,,,,,
player,201710220sfo,dal,ScanOr99,tackles_combined,1,,,,,
player,201710220sfo,dal,ScanOr99,tackles_solo,1,,,,,
player,201710220sfo,dal,ScanOr99,tackles_assists,0,,,,,
player,201710220sfo,dal,ScanOr99,tackles_loss,0,,,,,
player,201710220sfo,dal,ScanOr99,qb_hits,0,,,,,
player,201710220sfo,dal,ScanOr99,fumbles_rec,0,,,,,
player,201710220sfo,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,ScanOr99,fumbles_forced,0,,,,,
player,201710220sfo,dal,WoodXa00,def_int,0,,,,,
player,201710220sfo,dal,WoodXa00,def_int_yds,0,,,,,
player,201710220sfo,dal,WoodXa00,def_int_td,0,,,,,
player,201710220sfo,dal,WoodXa00,def_int_long,0,,,,,
player,201710220sfo,dal,WoodXa00,pass_defended,0,,,,,
player,201710220sfo,dal,WoodXa00,sacks,0.0,,,,,
player,201710220sfo,dal,WoodXa00,tackles_combined,1,,,,,
player,201710220sfo,dal,WoodXa00,tackles_solo,1,,,,,
player,201710220sfo,dal,WoodXa00,tackles_assists,0,,,,,
player,201710220sfo,dal,WoodXa00,tackles_loss,0,,,,,
player,201710220sfo,dal,WoodXa00,qb_hits,1,,,,,
player,201710220sfo,dal,WoodXa00,fumbles_rec,1,,,,,
player,201710220sfo,dal,WoodXa00,fumbles_rec_yds,6,,,,,
player,201710220sfo,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,WoodXa00,fumbles_forced,0,,,,,
player,201710220sfo,dal,AshxRi00,def_int,0,,,,,
player,201710220sfo,dal,AshxRi00,def_int_yds,0,,,,,
player,201710220sfo,dal,AshxRi00,def_int_td,0,,,,,
player,201710220sfo,dal,AshxRi00,def_int_long,0,,,,,
player,201710220sfo,dal,AshxRi00,pass_defended,1,,,,,
player,201710220sfo,dal,AshxRi00,sacks,0.0,,,,,
player,201710220sfo,dal,AshxRi00,tackles_combined,0,,,,,
player,201710220sfo,dal,AshxRi00,tackles_solo,0,,,,,
player,201710220sfo,dal,AshxRi00,tackles_assists,0,,,,,
player,201710220sfo,dal,AshxRi00,tackles_loss,0,,,,,
player,201710220sfo,dal,AshxRi00,qb_hits,1,,,,,
player,201710220sfo,dal,AshxRi00,fumbles_rec,0,,,,,
player,201710220sfo,dal,AshxRi00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,AshxRi00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,AshxRi00,fumbles_forced,0,,,,,
player,201710220sfo,dal,PricBr00,def_int,0,,,,,
player,201710220sfo,dal,PricBr00,def_int_yds,0,,,,,
player,201710220sfo,dal,PricBr00,def_int_td,0,,,,,
player,201710220sfo,dal,PricBr00,def_int_long,0,,,,,
player,201710220sfo,dal,PricBr00,pass_defended,1,,,,,
player,201710220sfo,dal,PricBr00,sacks,0.0,,,,,
player,201710220sfo,dal,PricBr00,tackles_combined,0,,,,,
player,201710220sfo,dal,PricBr00,tackles_solo,0,,,,,
player,201710220sfo,dal,PricBr00,tackles_assists,0,,,,,
player,201710220sfo,dal,PricBr00,tackles_loss,0,,,,,
player,201710220sfo,dal,PricBr00,qb_hits,1,,,,,
player,201710220sfo,dal,PricBr00,fumbles_rec,0,,,,,
player,201710220sfo,dal,PricBr00,fumbles_rec_yds,0,,,,,
player,201710220sfo,dal,PricBr00,fumbles_rec_td,0,,,,,
player,201710220sfo,dal,PricBr00,fumbles_forced,0,,,,,
player,201710220sfo,sfo,JohnDo02,def_int,0,,,,,
player,201710220sfo,sfo,JohnDo02,def_int_yds,0,,,,,
player,201710220sfo,sfo,JohnDo02,def_int_td,0,,,,,
player,201710220sfo,sfo,JohnDo02,def_int_long,0,,,,,
player,201710220sfo,sfo,JohnDo02,pass_defended,0,,,,,
player,201710220sfo,sfo,JohnDo02,sacks,0.0,,,,,
player,201710220sfo,sfo,JohnDo02,tackles_combined,7,,,,,
player,201710220sfo,sfo,JohnDo02,tackles_solo,7,,,,,
player,201710220sfo,sfo,JohnDo02,tackles_assists,0,,,,,
player,201710220sfo,sfo,JohnDo02,tackles_loss,0,,,,,
player,201710220sfo,sfo,JohnDo02,qb_hits,0,,,,,
player,201710220sfo,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201710220sfo,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201710220sfo,sfo,TartJa00,def_int,0,,,,,
player,201710220sfo,sfo,TartJa00,def_int_yds,0,,,,,
player,201710220sfo,sfo,TartJa00,def_int_td,0,,,,,
player,201710220sfo,sfo,TartJa00,def_int_long,0,,,,,
player,201710220sfo,sfo,TartJa00,pass_defended,0,,,,,
player,201710220sfo,sfo,TartJa00,sacks,0.0,,,,,
player,201710220sfo,sfo,TartJa00,tackles_combined,6,,,,,
player,201710220sfo,sfo,TartJa00,tackles_solo,5,,,,,
player,201710220sfo,sfo,TartJa00,tackles_assists,1,,,,,
player,201710220sfo,sfo,TartJa00,tackles_loss,0,,,,,
player,201710220sfo,sfo,TartJa00,qb_hits,0,,,,,
player,201710220sfo,sfo,TartJa00,fumbles_rec,0,,,,,
player,201710220sfo,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,TartJa00,fumbles_forced,0,,,,,
player,201710220sfo,sfo,WardJi01,def_int,0,,,,,
player,201710220sfo,sfo,WardJi01,def_int_yds,0,,,,,
player,201710220sfo,sfo,WardJi01,def_int_td,0,,,,,
player,201710220sfo,sfo,WardJi01,def_int_long,0,,,,,
player,201710220sfo,sfo,WardJi01,pass_defended,0,,,,,
player,201710220sfo,sfo,WardJi01,sacks,0.0,,,,,
player,201710220sfo,sfo,WardJi01,tackles_combined,6,,,,,
player,201710220sfo,sfo,WardJi01,tackles_solo,6,,,,,
player,201710220sfo,sfo,WardJi01,tackles_assists,0,,,,,
player,201710220sfo,sfo,WardJi01,tackles_loss,0,,,,,
player,201710220sfo,sfo,WardJi01,qb_hits,0,,,,,
player,201710220sfo,sfo,WardJi01,fumbles_rec,0,,,,,
player,201710220sfo,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,WardJi01,fumbles_forced,0,,,,,
player,201710220sfo,sfo,ArmsRa01,def_int,0,,,,,
player,201710220sfo,sfo,ArmsRa01,def_int_yds,0,,,,,
player,201710220sfo,sfo,ArmsRa01,def_int_td,0,,,,,
player,201710220sfo,sfo,ArmsRa01,def_int_long,0,,,,,
player,201710220sfo,sfo,ArmsRa01,pass_defended,0,,,,,
player,201710220sfo,sfo,ArmsRa01,sacks,0.0,,,,,
player,201710220sfo,sfo,ArmsRa01,tackles_combined,5,,,,,
player,201710220sfo,sfo,ArmsRa01,tackles_solo,5,,,,,
player,201710220sfo,sfo,ArmsRa01,tackles_assists,0,,,,,
player,201710220sfo,sfo,ArmsRa01,tackles_loss,0,,,,,
player,201710220sfo,sfo,ArmsRa01,qb_hits,0,,,,,
player,201710220sfo,sfo,ArmsRa01,fumbles_rec,0,,,,,
player,201710220sfo,sfo,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,ArmsRa01,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,ArmsRa01,fumbles_forced,0,,,,,
player,201710220sfo,sfo,BuckDe00,def_int,0,,,,,
player,201710220sfo,sfo,BuckDe00,def_int_yds,0,,,,,
player,201710220sfo,sfo,BuckDe00,def_int_td,0,,,,,
player,201710220sfo,sfo,BuckDe00,def_int_long,0,,,,,
player,201710220sfo,sfo,BuckDe00,pass_defended,2,,,,,
player,201710220sfo,sfo,BuckDe00,sacks,0.0,,,,,
player,201710220sfo,sfo,BuckDe00,tackles_combined,5,,,,,
player,201710220sfo,sfo,BuckDe00,tackles_solo,5,,,,,
player,201710220sfo,sfo,BuckDe00,tackles_assists,0,,,,,
player,201710220sfo,sfo,BuckDe00,tackles_loss,0,,,,,
player,201710220sfo,sfo,BuckDe00,qb_hits,1,,,,,
player,201710220sfo,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201710220sfo,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201710220sfo,sfo,FostRe00,def_int,0,,,,,
player,201710220sfo,sfo,FostRe00,def_int_yds,0,,,,,
player,201710220sfo,sfo,FostRe00,def_int_td,0,,,,,
player,201710220sfo,sfo,FostRe00,def_int_long,0,,,,,
player,201710220sfo,sfo,FostRe00,pass_defended,0,,,,,
player,201710220sfo,sfo,FostRe00,sacks,0.0,,,,,
player,201710220sfo,sfo,FostRe00,tackles_combined,5,,,,,
player,201710220sfo,sfo,FostRe00,tackles_solo,2,,,,,
player,201710220sfo,sfo,FostRe00,tackles_assists,3,,,,,
player,201710220sfo,sfo,FostRe00,tackles_loss,1,,,,,
player,201710220sfo,sfo,FostRe00,qb_hits,0,,,,,
player,201710220sfo,sfo,FostRe00,fumbles_rec,0,,,,,
player,201710220sfo,sfo,FostRe00,fumbles_rec_yds,0,,,,,
player,201710220sfo,sfo,FostRe00,fumbles_rec_td,0,,,,,
player,201710220sfo,sfo,FostRe00,fumbles_forced,0,,,,,
player,201710220sfo,sfo,JoneD.01,def_int,0,,,,,
player,201710220sfo,sfo,JoneD.01,def_int_yds,0,,,,,
player,201710220sfo,sfo,JoneD.01,def_int_td,0,,,,,
player,201710220sfo,sfo,JoneD.01,def_int_long,0,,,,,
