game,2017,9,20171105,201711050sfo,crd,"Arizona Cardinals",20,sfo,"San Francisco 49ers",10
team,201711050sfo,crd,First Downs,20,,,,,,
team,201711050sfo,sfo,First Downs,17,,,,,,
team,201711050sfo,crd,Rush-Yds-TDs,43-167-0,,,,,,
team,201711050sfo,sfo,Rush-Yds-TDs,17-63-1,,,,,,
team,201711050sfo,crd,Cmp-Att-Yd-TD-INT,15-30-201-2-1,,,,,,
team,201711050sfo,sfo,Cmp-Att-Yd-TD-INT,24-51-294-0-1,,,,,,
team,201711050sfo,crd,Sacked-Yards,0-0,,,,,,
team,201711050sfo,sfo,Sacked-Yards,5-28,,,,,,
team,201711050sfo,crd,Net Pass Yards,201,,,,,,
team,201711050sfo,sfo,Net Pass Yards,266,,,,,,
team,201711050sfo,crd,Total Yards,368,,,,,,
team,201711050sfo,sfo,Total Yards,329,,,,,,
team,201711050sfo,crd,Fumbles-Lost,1-1,,,,,,
team,201711050sfo,sfo,Fumbles-Lost,1-1,,,,,,
team,201711050sfo,crd,Turnovers,2,,,,,,
team,201711050sfo,sfo,Turnovers,2,,,,,,
team,201711050sfo,crd,Penalties-Yards,2-25,,,,,,
team,201711050sfo,sfo,Penalties-Yards,8-53,,,,,,
team,201711050sfo,crd,Third Down Conv.,7-16,,,,,,
team,201711050sfo,sfo,Third Down Conv.,6-17,,,,,,
team,201711050sfo,crd,Fourth Down Conv.,0-0,,,,,,
team,201711050sfo,sfo,Fourth Down Conv.,0-2,,,,,,
team,201711050sfo,crd,Time of Possession,36:22,,,,,,
team,201711050sfo,sfo,Time of Possession,23:38,,,,,,
player,201711050sfo,crd,StanDr00,pass_cmp,15,,,,,
player,201711050sfo,crd,StanDr00,pass_att,30,,,,,
player,201711050sfo,crd,StanDr00,pass_yds,201,,,,,
player,201711050sfo,crd,StanDr00,pass_td,2,,,,,
player,201711050sfo,crd,StanDr00,pass_int,1,,,,,
player,201711050sfo,crd,StanDr00,pass_sacked,0,,,,,
player,201711050sfo,crd,StanDr00,pass_sacked_yds,0,,,,,
player,201711050sfo,crd,StanDr00,pass_long,52,,,,,
player,201711050sfo,crd,StanDr00,pass_rating,80.0,,,,,
player,201711050sfo,crd,StanDr00,rush_att,4,,,,,
player,201711050sfo,crd,StanDr00,rush_yds,2,,,,,
player,201711050sfo,crd,StanDr00,rush_td,0,,,,,
player,201711050sfo,crd,StanDr00,rush_long,5,,,,,
player,201711050sfo,crd,StanDr00,targets,0,,,,,
player,201711050sfo,crd,StanDr00,rec,0,,,,,
player,201711050sfo,crd,StanDr00,rec_yds,0,,,,,
player,201711050sfo,crd,StanDr00,rec_td,0,,,,,
player,201711050sfo,crd,StanDr00,rec_long,0,,,,,
player,201711050sfo,crd,StanDr00,fumbles,0,,,,,
player,201711050sfo,crd,StanDr00,fumbles_lost,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_cmp,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_att,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_yds,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_td,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_int,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_sacked,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_sacked_yds,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_long,0,,,,,
player,201711050sfo,crd,PeteAd01,pass_rating,,,,,,
player,201711050sfo,crd,PeteAd01,rush_att,37,,,,,
player,201711050sfo,crd,PeteAd01,rush_yds,159,,,,,
player,201711050sfo,crd,PeteAd01,rush_td,0,,,,,
player,201711050sfo,crd,PeteAd01,rush_long,25,,,,,
player,201711050sfo,crd,PeteAd01,targets,4,,,,,
player,201711050sfo,crd,PeteAd01,rec,2,,,,,
player,201711050sfo,crd,PeteAd01,rec_yds,8,,,,,
player,201711050sfo,crd,PeteAd01,rec_td,0,,,,,
player,201711050sfo,crd,PeteAd01,rec_long,6,,,,,
player,201711050sfo,crd,PeteAd01,fumbles,1,,,,,
player,201711050sfo,crd,PeteAd01,fumbles_lost,1,,,,,
player,201711050sfo,crd,WillKe05,pass_cmp,0,,,,,
player,201711050sfo,crd,WillKe05,pass_att,0,,,,,
player,201711050sfo,crd,WillKe05,pass_yds,0,,,,,
player,201711050sfo,crd,WillKe05,pass_td,0,,,,,
player,201711050sfo,crd,WillKe05,pass_int,0,,,,,
player,201711050sfo,crd,WillKe05,pass_sacked,0,,,,,
player,201711050sfo,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201711050sfo,crd,WillKe05,pass_long,0,,,,,
player,201711050sfo,crd,WillKe05,pass_rating,,,,,,
player,201711050sfo,crd,WillKe05,rush_att,2,,,,,
player,201711050sfo,crd,WillKe05,rush_yds,6,,,,,
player,201711050sfo,crd,WillKe05,rush_td,0,,,,,
player,201711050sfo,crd,WillKe05,rush_long,3,,,,,
player,201711050sfo,crd,WillKe05,targets,0,,,,,
player,201711050sfo,crd,WillKe05,rec,0,,,,,
player,201711050sfo,crd,WillKe05,rec_yds,0,,,,,
player,201711050sfo,crd,WillKe05,rec_td,0,,,,,
player,201711050sfo,crd,WillKe05,rec_long,0,,,,,
player,201711050sfo,crd,WillKe05,fumbles,0,,,,,
player,201711050sfo,crd,WillKe05,fumbles_lost,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_cmp,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_att,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_yds,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_td,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_int,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_sacked,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_long,0,,,,,
player,201711050sfo,crd,FitzLa00,pass_rating,,,,,,
player,201711050sfo,crd,FitzLa00,rush_att,0,,,,,
player,201711050sfo,crd,FitzLa00,rush_yds,0,,,,,
player,201711050sfo,crd,FitzLa00,rush_td,0,,,,,
player,201711050sfo,crd,FitzLa00,rush_long,0,,,,,
player,201711050sfo,crd,FitzLa00,targets,9,,,,,
player,201711050sfo,crd,FitzLa00,rec,5,,,,,
player,201711050sfo,crd,FitzLa00,rec_yds,70,,,,,
player,201711050sfo,crd,FitzLa00,rec_td,0,,,,,
player,201711050sfo,crd,FitzLa00,rec_long,23,,,,,
player,201711050sfo,crd,FitzLa00,fumbles,0,,,,,
player,201711050sfo,crd,FitzLa00,fumbles_lost,0,,,,,
player,201711050sfo,crd,BrowJo02,pass_cmp,0,,,,,
player,201711050sfo,crd,BrowJo02,pass_att,0,,,,,
