game,2017,12,20171126,201711260atl,tam,"Tampa Bay Buccaneers",20,atl,"Atlanta Falcons",34
team,201711260atl,tam,First Downs,27,,,,,,
team,201711260atl,atl,First Downs,23,,,,,,
team,201711260atl,tam,Rush-Yds-TDs,23-94-2,,,,,,
team,201711260atl,atl,Rush-Yds-TDs,28-148-2,,,,,,
team,201711260atl,tam,Cmp-Att-Yd-TD-INT,27-44-283-0-0,,,,,,
team,201711260atl,atl,Cmp-Att-Yd-TD-INT,27-36-368-2-0,,,,,,
team,201711260atl,tam,Sacked-Yards,1-4,,,,,,
team,201711260atl,atl,Sacked-Yards,0-0,,,,,,
team,201711260atl,tam,Net Pass Yards,279,,,,,,
team,201711260atl,atl,Net Pass Yards,368,,,,,,
team,201711260atl,tam,Total Yards,373,,,,,,
team,201711260atl,atl,Total Yards,516,,,,,,
team,201711260atl,tam,Fumbles-Lost,0-0,,,,,,
team,201711260atl,atl,Fumbles-Lost,1-1,,,,,,
team,201711260atl,tam,Turnovers,0,,,,,,
team,201711260atl,atl,Turnovers,1,,,,,,
team,201711260atl,tam,Penalties-Yards,2-15,,,,,,
team,201711260atl,atl,Penalties-Yards,4-42,,,,,,
team,201711260atl,tam,Third Down Conv.,4-11,,,,,,
team,201711260atl,atl,Third Down Conv.,11-14,,,,,,
team,201711260atl,tam,Fourth Down Conv.,1-2,,,,,,
team,201711260atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201711260atl,tam,Time of Possession,29:54,,,,,,
team,201711260atl,atl,Time of Possession,30:06,,,,,,
player,201711260atl,tam,FitzRy00,pass_cmp,27,,,,,
player,201711260atl,tam,FitzRy00,pass_att,44,,,,,
player,201711260atl,tam,FitzRy00,pass_yds,283,,,,,
player,201711260atl,tam,FitzRy00,pass_td,0,,,,,
player,201711260atl,tam,FitzRy00,pass_int,0,,,,,
player,201711260atl,tam,FitzRy00,pass_sacked,1,,,,,
player,201711260atl,tam,FitzRy00,pass_sacked_yds,4,,,,,
player,201711260atl,tam,FitzRy00,pass_long,29,,,,,
player,201711260atl,tam,FitzRy00,pass_rating,80.0,,,,,
player,201711260atl,tam,FitzRy00,rush_att,2,,,,,
player,201711260atl,tam,FitzRy00,rush_yds,20,,,,,
player,201711260atl,tam,FitzRy00,rush_td,0,,,,,
player,201711260atl,tam,FitzRy00,rush_long,11,,,,,
player,201711260atl,tam,FitzRy00,targets,0,,,,,
player,201711260atl,tam,FitzRy00,rec,0,,,,,
player,201711260atl,tam,FitzRy00,rec_yds,0,,,,,
player,201711260atl,tam,FitzRy00,rec_td,0,,,,,
player,201711260atl,tam,FitzRy00,rec_long,0,,,,,
player,201711260atl,tam,FitzRy00,fumbles,0,,,,,
player,201711260atl,tam,FitzRy00,fumbles_lost,0,,,,,
player,201711260atl,tam,MartDo00,pass_cmp,0,,,,,
player,201711260atl,tam,MartDo00,pass_att,0,,,,,
player,201711260atl,tam,MartDo00,pass_yds,0,,,,,
player,201711260atl,tam,MartDo00,pass_td,0,,,,,
player,201711260atl,tam,MartDo00,pass_int,0,,,,,
player,201711260atl,tam,MartDo00,pass_sacked,0,,,,,
player,201711260atl,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,MartDo00,pass_long,0,,,,,
player,201711260atl,tam,MartDo00,pass_rating,,,,,,
player,201711260atl,tam,MartDo00,rush_att,7,,,,,
player,201711260atl,tam,MartDo00,rush_yds,33,,,,,
player,201711260atl,tam,MartDo00,rush_td,0,,,,,
player,201711260atl,tam,MartDo00,rush_long,10,,,,,
player,201711260atl,tam,MartDo00,targets,0,,,,,
player,201711260atl,tam,MartDo00,rec,0,,,,,
player,201711260atl,tam,MartDo00,rec_yds,0,,,,,
player,201711260atl,tam,MartDo00,rec_td,0,,,,,
player,201711260atl,tam,MartDo00,rec_long,0,,,,,
player,201711260atl,tam,MartDo00,fumbles,0,,,,,
player,201711260atl,tam,MartDo00,fumbles_lost,0,,,,,
player,201711260atl,tam,RodgJa00,pass_cmp,0,,,,,
player,201711260atl,tam,RodgJa00,pass_att,0,,,,,
player,201711260atl,tam,RodgJa00,pass_yds,0,,,,,
player,201711260atl,tam,RodgJa00,pass_td,0,,,,,
player,201711260atl,tam,RodgJa00,pass_int,0,,,,,
player,201711260atl,tam,RodgJa00,pass_sacked,0,,,,,
player,201711260atl,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,RodgJa00,pass_long,0,,,,,
player,201711260atl,tam,RodgJa00,pass_rating,,,,,,
player,201711260atl,tam,RodgJa00,rush_att,8,,,,,
player,201711260atl,tam,RodgJa00,rush_yds,31,,,,,
player,201711260atl,tam,RodgJa00,rush_td,0,,,,,
player,201711260atl,tam,RodgJa00,rush_long,9,,,,,
player,201711260atl,tam,RodgJa00,targets,2,,,,,
player,201711260atl,tam,RodgJa00,rec,1,,,,,
player,201711260atl,tam,RodgJa00,rec_yds,6,,,,,
player,201711260atl,tam,RodgJa00,rec_td,0,,,,,
player,201711260atl,tam,RodgJa00,rec_long,6,,,,,
player,201711260atl,tam,RodgJa00,fumbles,0,,,,,
player,201711260atl,tam,RodgJa00,fumbles_lost,0,,,,,
player,201711260atl,tam,BarbPe01,pass_cmp,0,,,,,
player,201711260atl,tam,BarbPe01,pass_att,0,,,,,
player,201711260atl,tam,BarbPe01,pass_yds,0,,,,,
player,201711260atl,tam,BarbPe01,pass_td,0,,,,,
player,201711260atl,tam,BarbPe01,pass_int,0,,,,,
player,201711260atl,tam,BarbPe01,pass_sacked,0,,,,,
player,201711260atl,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201711260atl,tam,BarbPe01,pass_long,0,,,,,
player,201711260atl,tam,BarbPe01,pass_rating,,,,,,
player,201711260atl,tam,BarbPe01,rush_att,5,,,,,
player,201711260atl,tam,BarbPe01,rush_yds,7,,,,,
player,201711260atl,tam,BarbPe01,rush_td,2,,,,,
player,201711260atl,tam,BarbPe01,rush_long,3,,,,,
player,201711260atl,tam,BarbPe01,targets,0,,,,,
player,201711260atl,tam,BarbPe01,rec,0,,,,,
player,201711260atl,tam,BarbPe01,rec_yds,0,,,,,
player,201711260atl,tam,BarbPe01,rec_td,0,,,,,
player,201711260atl,tam,BarbPe01,rec_long,0,,,,,
player,201711260atl,tam,BarbPe01,fumbles,0,,,,,
player,201711260atl,tam,BarbPe01,fumbles_lost,0,,,,,
player,201711260atl,tam,SimsCh00,pass_cmp,0,,,,,
player,201711260atl,tam,SimsCh00,pass_att,0,,,,,
player,201711260atl,tam,SimsCh00,pass_yds,0,,,,,
player,201711260atl,tam,SimsCh00,pass_td,0,,,,,
player,201711260atl,tam,SimsCh00,pass_int,0,,,,,
player,201711260atl,tam,SimsCh00,pass_sacked,0,,,,,
player,201711260atl,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,SimsCh00,pass_long,0,,,,,
player,201711260atl,tam,SimsCh00,pass_rating,,,,,,
player,201711260atl,tam,SimsCh00,rush_att,1,,,,,
player,201711260atl,tam,SimsCh00,rush_yds,3,,,,,
player,201711260atl,tam,SimsCh00,rush_td,0,,,,,
player,201711260atl,tam,SimsCh00,rush_long,3,,,,,
player,201711260atl,tam,SimsCh00,targets,5,,,,,
player,201711260atl,tam,SimsCh00,rec,3,,,,,
player,201711260atl,tam,SimsCh00,rec_yds,26,,,,,
player,201711260atl,tam,SimsCh00,rec_td,0,,,,,
player,201711260atl,tam,SimsCh00,rec_long,12,,,,,
player,201711260atl,tam,SimsCh00,fumbles,0,,,,,
player,201711260atl,tam,SimsCh00,fumbles_lost,0,,,,,
player,201711260atl,tam,EvanMi00,pass_cmp,0,,,,,
player,201711260atl,tam,EvanMi00,pass_att,0,,,,,
player,201711260atl,tam,EvanMi00,pass_yds,0,,,,,
player,201711260atl,tam,EvanMi00,pass_td,0,,,,,
player,201711260atl,tam,EvanMi00,pass_int,0,,,,,
player,201711260atl,tam,EvanMi00,pass_sacked,0,,,,,
player,201711260atl,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,EvanMi00,pass_long,0,,,,,
player,201711260atl,tam,EvanMi00,pass_rating,,,,,,
player,201711260atl,tam,EvanMi00,rush_att,0,,,,,
player,201711260atl,tam,EvanMi00,rush_yds,0,,,,,
player,201711260atl,tam,EvanMi00,rush_td,0,,,,,
player,201711260atl,tam,EvanMi00,rush_long,0,,,,,
player,201711260atl,tam,EvanMi00,targets,12,,,,,
player,201711260atl,tam,EvanMi00,rec,6,,,,,
player,201711260atl,tam,EvanMi00,rec_yds,78,,,,,
player,201711260atl,tam,EvanMi00,rec_td,0,,,,,
player,201711260atl,tam,EvanMi00,rec_long,20,,,,,
player,201711260atl,tam,EvanMi00,fumbles,0,,,,,
player,201711260atl,tam,EvanMi00,fumbles_lost,0,,,,,
player,201711260atl,tam,JackDe00,pass_cmp,0,,,,,
player,201711260atl,tam,JackDe00,pass_att,0,,,,,
player,201711260atl,tam,JackDe00,pass_yds,0,,,,,
player,201711260atl,tam,JackDe00,pass_td,0,,,,,
player,201711260atl,tam,JackDe00,pass_int,0,,,,,
player,201711260atl,tam,JackDe00,pass_sacked,0,,,,,
player,201711260atl,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,JackDe00,pass_long,0,,,,,
player,201711260atl,tam,JackDe00,pass_rating,,,,,,
player,201711260atl,tam,JackDe00,rush_att,0,,,,,
player,201711260atl,tam,JackDe00,rush_yds,0,,,,,
player,201711260atl,tam,JackDe00,rush_td,0,,,,,
player,201711260atl,tam,JackDe00,rush_long,0,,,,,
player,201711260atl,tam,JackDe00,targets,11,,,,,
player,201711260atl,tam,JackDe00,rec,8,,,,,
player,201711260atl,tam,JackDe00,rec_yds,60,,,,,
player,201711260atl,tam,JackDe00,rec_td,0,,,,,
player,201711260atl,tam,JackDe00,rec_long,15,,,,,
player,201711260atl,tam,JackDe00,fumbles,0,,,,,
player,201711260atl,tam,JackDe00,fumbles_lost,0,,,,,
player,201711260atl,tam,HowaO.00,pass_cmp,0,,,,,
player,201711260atl,tam,HowaO.00,pass_att,0,,,,,
player,201711260atl,tam,HowaO.00,pass_yds,0,,,,,
player,201711260atl,tam,HowaO.00,pass_td,0,,,,,
player,201711260atl,tam,HowaO.00,pass_int,0,,,,,
player,201711260atl,tam,HowaO.00,pass_sacked,0,,,,,
player,201711260atl,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,HowaO.00,pass_long,0,,,,,
player,201711260atl,tam,HowaO.00,pass_rating,,,,,,
player,201711260atl,tam,HowaO.00,rush_att,0,,,,,
player,201711260atl,tam,HowaO.00,rush_yds,0,,,,,
player,201711260atl,tam,HowaO.00,rush_td,0,,,,,
player,201711260atl,tam,HowaO.00,rush_long,0,,,,,
player,201711260atl,tam,HowaO.00,targets,4,,,,,
player,201711260atl,tam,HowaO.00,rec,3,,,,,
player,201711260atl,tam,HowaO.00,rec_yds,52,,,,,
player,201711260atl,tam,HowaO.00,rec_td,0,,,,,
player,201711260atl,tam,HowaO.00,rec_long,29,,,,,
player,201711260atl,tam,HowaO.00,fumbles,0,,,,,
player,201711260atl,tam,HowaO.00,fumbles_lost,0,,,,,
player,201711260atl,tam,HumpAd00,pass_cmp,0,,,,,
player,201711260atl,tam,HumpAd00,pass_att,0,,,,,
player,201711260atl,tam,HumpAd00,pass_yds,0,,,,,
player,201711260atl,tam,HumpAd00,pass_td,0,,,,,
player,201711260atl,tam,HumpAd00,pass_int,0,,,,,
player,201711260atl,tam,HumpAd00,pass_sacked,0,,,,,
player,201711260atl,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201711260atl,tam,HumpAd00,pass_long,0,,,,,
player,201711260atl,tam,HumpAd00,pass_rating,,,,,,
player,201711260atl,tam,HumpAd00,rush_att,0,,,,,
player,201711260atl,tam,HumpAd00,rush_yds,0,,,,,
player,201711260atl,tam,HumpAd00,rush_td,0,,,,,
player,201711260atl,tam,HumpAd00,rush_long,0,,,,,
player,201711260atl,tam,HumpAd00,targets,6,,,,,
player,201711260atl,tam,HumpAd00,rec,4,,,,,
player,201711260atl,tam,HumpAd00,rec_yds,38,,,,,
player,201711260atl,tam,HumpAd00,rec_td,0,,,,,
player,201711260atl,tam,HumpAd00,rec_long,19,,,,,
player,201711260atl,tam,HumpAd00,fumbles,0,,,,,
player,201711260atl,tam,HumpAd00,fumbles_lost,0,,,,,
