game,2017,12,20171123,201711230was,nyg,"New York Giants",10,was,"Washington Redskins",20
player,201711230was,nyg,GallWa00,rec,2,,,,,
player,201711230was,nyg,GallWa00,rec_yds,6,,,,,
player,201711230was,nyg,GallWa00,rec_td,0,,,,,
player,201711230was,nyg,GallWa00,rec_long,5,,,,,
player,201711230was,nyg,GallWa00,fumbles,0,,,,,
player,201711230was,nyg,GallWa00,fumbles_lost,0,,,,,
player,201711230was,nyg,DarkOr00,pass_cmp,0,,,,,
player,201711230was,nyg,DarkOr00,pass_att,0,,,,,
player,201711230was,nyg,DarkOr00,pass_yds,0,,,,,
player,201711230was,nyg,DarkOr00,pass_td,0,,,,,
player,201711230was,nyg,DarkOr00,pass_int,0,,,,,
player,201711230was,nyg,DarkOr00,pass_sacked,0,,,,,
player,201711230was,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,DarkOr00,pass_long,0,,,,,
player,201711230was,nyg,DarkOr00,pass_rating,,,,,,
player,201711230was,nyg,DarkOr00,rush_att,11,,,,,
player,201711230was,nyg,DarkOr00,rush_yds,30,,,,,
player,201711230was,nyg,DarkOr00,rush_td,0,,,,,
player,201711230was,nyg,DarkOr00,rush_long,6,,,,,
player,201711230was,nyg,DarkOr00,targets,1,,,,,
player,201711230was,nyg,DarkOr00,rec,1,,,,,
player,201711230was,nyg,DarkOr00,rec_yds,9,,,,,
player,201711230was,nyg,DarkOr00,rec_td,0,,,,,
player,201711230was,nyg,DarkOr00,rec_long,9,,,,,
player,201711230was,nyg,DarkOr00,fumbles,0,,,,,
player,201711230was,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201711230was,nyg,VereSh00,pass_cmp,0,,,,,
player,201711230was,nyg,VereSh00,pass_att,0,,,,,
player,201711230was,nyg,VereSh00,pass_yds,0,,,,,
player,201711230was,nyg,VereSh00,pass_td,0,,,,,
player,201711230was,nyg,VereSh00,pass_int,0,,,,,
player,201711230was,nyg,VereSh00,pass_sacked,0,,,,,
player,201711230was,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,VereSh00,pass_long,0,,,,,
player,201711230was,nyg,VereSh00,pass_rating,,,,,,
player,201711230was,nyg,VereSh00,rush_att,3,,,,,
player,201711230was,nyg,VereSh00,rush_yds,18,,,,,
player,201711230was,nyg,VereSh00,rush_td,0,,,,,
player,201711230was,nyg,VereSh00,rush_long,11,,,,,
player,201711230was,nyg,VereSh00,targets,2,,,,,
player,201711230was,nyg,VereSh00,rec,1,,,,,
player,201711230was,nyg,VereSh00,rec_yds,9,,,,,
player,201711230was,nyg,VereSh00,rec_td,0,,,,,
player,201711230was,nyg,VereSh00,rec_long,9,,,,,
player,201711230was,nyg,VereSh00,fumbles,0,,,,,
player,201711230was,nyg,VereSh00,fumbles_lost,0,,,,,
player,201711230was,nyg,KingTa00,pass_cmp,0,,,,,
player,201711230was,nyg,KingTa00,pass_att,0,,,,,
player,201711230was,nyg,KingTa00,pass_yds,0,,,,,
player,201711230was,nyg,KingTa00,pass_td,0,,,,,
player,201711230was,nyg,KingTa00,pass_int,0,,,,,
player,201711230was,nyg,KingTa00,pass_sacked,0,,,,,
player,201711230was,nyg,KingTa00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,KingTa00,pass_long,0,,,,,
player,201711230was,nyg,KingTa00,pass_rating,,,,,,
player,201711230was,nyg,KingTa00,rush_att,0,,,,,
player,201711230was,nyg,KingTa00,rush_yds,0,,,,,
player,201711230was,nyg,KingTa00,rush_td,0,,,,,
player,201711230was,nyg,KingTa00,rush_long,0,,,,,
player,201711230was,nyg,KingTa00,targets,4,,,,,
player,201711230was,nyg,KingTa00,rec,2,,,,,
player,201711230was,nyg,KingTa00,rec_yds,36,,,,,
player,201711230was,nyg,KingTa00,rec_td,0,,,,,
player,201711230was,nyg,KingTa00,rec_long,27,,,,,
player,201711230was,nyg,KingTa00,fumbles,0,,,,,
player,201711230was,nyg,KingTa00,fumbles_lost,0,,,,,
player,201711230was,nyg,LewiRo03,pass_cmp,0,,,,,
player,201711230was,nyg,LewiRo03,pass_att,0,,,,,
player,201711230was,nyg,LewiRo03,pass_yds,0,,,,,
player,201711230was,nyg,LewiRo03,pass_td,0,,,,,
player,201711230was,nyg,LewiRo03,pass_int,0,,,,,
player,201711230was,nyg,LewiRo03,pass_sacked,0,,,,,
player,201711230was,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201711230was,nyg,LewiRo03,pass_long,0,,,,,
player,201711230was,nyg,LewiRo03,pass_rating,,,,,,
player,201711230was,nyg,LewiRo03,rush_att,0,,,,,
player,201711230was,nyg,LewiRo03,rush_yds,0,,,,,
player,201711230was,nyg,LewiRo03,rush_td,0,,,,,
player,201711230was,nyg,LewiRo03,rush_long,0,,,,,
player,201711230was,nyg,LewiRo03,targets,7,,,,,
player,201711230was,nyg,LewiRo03,rec,3,,,,,
player,201711230was,nyg,LewiRo03,rec_yds,26,,,,,
player,201711230was,nyg,LewiRo03,rec_td,0,,,,,
player,201711230was,nyg,LewiRo03,rec_long,19,,,,,
player,201711230was,nyg,LewiRo03,fumbles,0,,,,,
player,201711230was,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201711230was,nyg,EngrEv00,pass_cmp,0,,,,,
player,201711230was,nyg,EngrEv00,pass_att,0,,,,,
player,201711230was,nyg,EngrEv00,pass_yds,0,,,,,
player,201711230was,nyg,EngrEv00,pass_td,0,,,,,
player,201711230was,nyg,EngrEv00,pass_int,0,,,,,
player,201711230was,nyg,EngrEv00,pass_sacked,0,,,,,
player,201711230was,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,EngrEv00,pass_long,0,,,,,
player,201711230was,nyg,EngrEv00,pass_rating,,,,,,
player,201711230was,nyg,EngrEv00,rush_att,0,,,,,
player,201711230was,nyg,EngrEv00,rush_yds,0,,,,,
player,201711230was,nyg,EngrEv00,rush_td,0,,,,,
player,201711230was,nyg,EngrEv00,rush_long,0,,,,,
player,201711230was,nyg,EngrEv00,targets,7,,,,,
player,201711230was,nyg,EngrEv00,rec,3,,,,,
player,201711230was,nyg,EngrEv00,rec_yds,18,,,,,
player,201711230was,nyg,EngrEv00,rec_td,0,,,,,
player,201711230was,nyg,EngrEv00,rec_long,14,,,,,
player,201711230was,nyg,EngrEv00,fumbles,0,,,,,
player,201711230was,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201711230was,nyg,ElliRh00,pass_cmp,0,,,,,
player,201711230was,nyg,ElliRh00,pass_att,0,,,,,
player,201711230was,nyg,ElliRh00,pass_yds,0,,,,,
player,201711230was,nyg,ElliRh00,pass_td,0,,,,,
player,201711230was,nyg,ElliRh00,pass_int,0,,,,,
player,201711230was,nyg,ElliRh00,pass_sacked,0,,,,,
player,201711230was,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,ElliRh00,pass_long,0,,,,,
player,201711230was,nyg,ElliRh00,pass_rating,,,,,,
player,201711230was,nyg,ElliRh00,rush_att,0,,,,,
player,201711230was,nyg,ElliRh00,rush_yds,0,,,,,
player,201711230was,nyg,ElliRh00,rush_td,0,,,,,
player,201711230was,nyg,ElliRh00,rush_long,0,,,,,
player,201711230was,nyg,ElliRh00,targets,1,,,,,
player,201711230was,nyg,ElliRh00,rec,1,,,,,
player,201711230was,nyg,ElliRh00,rec_yds,9,,,,,
player,201711230was,nyg,ElliRh00,rec_td,0,,,,,
player,201711230was,nyg,ElliRh00,rec_long,9,,,,,
player,201711230was,nyg,ElliRh00,fumbles,0,,,,,
player,201711230was,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201711230was,nyg,RudoTr00,pass_cmp,0,,,,,
player,201711230was,nyg,RudoTr00,pass_att,0,,,,,
player,201711230was,nyg,RudoTr00,pass_yds,0,,,,,
player,201711230was,nyg,RudoTr00,pass_td,0,,,,,
player,201711230was,nyg,RudoTr00,pass_int,0,,,,,
player,201711230was,nyg,RudoTr00,pass_sacked,0,,,,,
player,201711230was,nyg,RudoTr00,pass_sacked_yds,0,,,,,
player,201711230was,nyg,RudoTr00,pass_long,0,,,,,
player,201711230was,nyg,RudoTr00,pass_rating,,,,,,
player,201711230was,nyg,RudoTr00,rush_att,0,,,,,
player,201711230was,nyg,RudoTr00,rush_yds,0,,,,,
player,201711230was,nyg,RudoTr00,rush_td,0,,,,,
player,201711230was,nyg,RudoTr00,rush_long,0,,,,,
player,201711230was,nyg,RudoTr00,targets,2,,,,,
player,201711230was,nyg,RudoTr00,rec,0,,,,,
player,201711230was,nyg,RudoTr00,rec_yds,0,,,,,
player,201711230was,nyg,RudoTr00,rec_td,0,,,,,
player,201711230was,nyg,RudoTr00,rec_long,0,,,,,
player,201711230was,nyg,RudoTr00,fumbles,0,,,,,
player,201711230was,nyg,RudoTr00,fumbles_lost,0,,,,,
player,201711230was,was,CousKi00,pass_cmp,19,,,,,
player,201711230was,was,CousKi00,pass_att,31,,,,,
player,201711230was,was,CousKi00,pass_yds,242,,,,,
player,201711230was,was,CousKi00,pass_td,2,,,,,
player,201711230was,was,CousKi00,pass_int,1,,,,,
player,201711230was,was,CousKi00,pass_sacked,6,,,,,
player,201711230was,was,CousKi00,pass_sacked_yds,41,,,,,
player,201711230was,was,CousKi00,pass_long,38,,,,,
player,201711230was,was,CousKi00,pass_rating,93.8,,,,,
player,201711230was,was,CousKi00,rush_att,3,,,,,
player,201711230was,was,CousKi00,rush_yds,4,,,,,
player,201711230was,was,CousKi00,rush_td,0,,,,,
player,201711230was,was,CousKi00,rush_long,7,,,,,
player,201711230was,was,CousKi00,targets,0,,,,,
player,201711230was,was,CousKi00,rec,0,,,,,
player,201711230was,was,CousKi00,rec_yds,0,,,,,
player,201711230was,was,CousKi00,rec_td,0,,,,,
player,201711230was,was,CousKi00,rec_long,0,,,,,
player,201711230was,was,CousKi00,fumbles,0,,,,,
player,201711230was,was,CousKi00,fumbles_lost,0,,,,,
player,201711230was,was,PeriSa00,pass_cmp,0,,,,,
player,201711230was,was,PeriSa00,pass_att,0,,,,,
player,201711230was,was,PeriSa00,pass_yds,0,,,,,
player,201711230was,was,PeriSa00,pass_td,0,,,,,
player,201711230was,was,PeriSa00,pass_int,0,,,,,
player,201711230was,was,PeriSa00,pass_sacked,0,,,,,
player,201711230was,was,PeriSa00,pass_sacked_yds,0,,,,,
player,201711230was,was,PeriSa00,pass_long,0,,,,,
player,201711230was,was,PeriSa00,pass_rating,,,,,,
player,201711230was,was,PeriSa00,rush_att,24,,,,,
player,201711230was,was,PeriSa00,rush_yds,100,,,,,
player,201711230was,was,PeriSa00,rush_td,0,,,,,
player,201711230was,was,PeriSa00,rush_long,16,,,,,
player,201711230was,was,PeriSa00,targets,4,,,,,
player,201711230was,was,PeriSa00,rec,3,,,,,
player,201711230was,was,PeriSa00,rec_yds,30,,,,,
player,201711230was,was,PeriSa00,rec_td,0,,,,,
player,201711230was,was,PeriSa00,rec_long,11,,,,,
player,201711230was,was,PeriSa00,fumbles,0,,,,,
player,201711230was,was,PeriSa00,fumbles_lost,0,,,,,
player,201711230was,was,MarsBy01,pass_cmp,0,,,,,
player,201711230was,was,MarsBy01,pass_att,0,,,,,
player,201711230was,was,MarsBy01,pass_yds,0,,,,,
player,201711230was,was,MarsBy01,pass_td,0,,,,,
player,201711230was,was,MarsBy01,pass_int,0,,,,,
player,201711230was,was,MarsBy01,pass_sacked,0,,,,,
player,201711230was,was,MarsBy01,pass_sacked_yds,0,,,,,
player,201711230was,was,MarsBy01,pass_long,0,,,,,
player,201711230was,was,MarsBy01,pass_rating,,,,,,
player,201711230was,was,MarsBy01,rush_att,4,,,,,
player,201711230was,was,MarsBy01,rush_yds,18,,,,,
player,201711230was,was,MarsBy01,rush_td,0,,,,,
player,201711230was,was,MarsBy01,rush_long,11,,,,,
player,201711230was,was,MarsBy01,targets,2,,,,,
player,201711230was,was,MarsBy01,rec,1,,,,,
player,201711230was,was,MarsBy01,rec_yds,12,,,,,
player,201711230was,was,MarsBy01,rec_td,0,,,,,
player,201711230was,was,MarsBy01,rec_long,12,,,,,
player,201711230was,was,MarsBy01,fumbles,0,,,,,
player,201711230was,was,MarsBy01,fumbles_lost,0,,,,,
player,201711230was,was,CrowJa00,pass_cmp,0,,,,,
player,201711230was,was,CrowJa00,pass_att,0,,,,,
player,201711230was,was,CrowJa00,pass_yds,0,,,,,
player,201711230was,was,CrowJa00,pass_td,0,,,,,
player,201711230was,was,CrowJa00,pass_int,0,,,,,
player,201711230was,was,CrowJa00,pass_sacked,0,,,,,
player,201711230was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201711230was,was,CrowJa00,pass_long,0,,,,,
player,201711230was,was,CrowJa00,pass_rating,,,,,,
player,201711230was,was,CrowJa00,rush_att,0,,,,,
player,201711230was,was,CrowJa00,rush_yds,0,,,,,
player,201711230was,was,CrowJa00,rush_td,0,,,,,
player,201711230was,was,CrowJa00,rush_long,0,,,,,
player,201711230was,was,CrowJa00,targets,10,,,,,
player,201711230was,was,CrowJa00,rec,7,,,,,
player,201711230was,was,CrowJa00,rec_yds,141,,,,,
player,201711230was,was,CrowJa00,rec_td,1,,,,,
player,201711230was,was,CrowJa00,rec_long,38,,,,,
player,201711230was,was,CrowJa00,fumbles,0,,,,,
player,201711230was,was,CrowJa00,fumbles_lost,0,,,,,
player,201711230was,was,DoctJo00,pass_cmp,0,,,,,
player,201711230was,was,DoctJo00,pass_att,0,,,,,
player,201711230was,was,DoctJo00,pass_yds,0,,,,,
player,201711230was,was,DoctJo00,pass_td,0,,,,,
player,201711230was,was,DoctJo00,pass_int,0,,,,,
player,201711230was,was,DoctJo00,pass_sacked,0,,,,,
player,201711230was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201711230was,was,DoctJo00,pass_long,0,,,,,
player,201711230was,was,DoctJo00,pass_rating,,,,,,
player,201711230was,was,DoctJo00,rush_att,0,,,,,
player,201711230was,was,DoctJo00,rush_yds,0,,,,,
player,201711230was,was,DoctJo00,rush_td,0,,,,,
player,201711230was,was,DoctJo00,rush_long,0,,,,,
player,201711230was,was,DoctJo00,targets,4,,,,,
player,201711230was,was,DoctJo00,rec,2,,,,,
player,201711230was,was,DoctJo00,rec_yds,28,,,,,
player,201711230was,was,DoctJo00,rec_td,1,,,,,
player,201711230was,was,DoctJo00,rec_long,14,,,,,
player,201711230was,was,DoctJo00,fumbles,0,,,,,
player,201711230was,was,DoctJo00,fumbles_lost,0,,,,,
player,201711230was,was,PaulNi00,pass_cmp,0,,,,,
player,201711230was,was,PaulNi00,pass_att,0,,,,,
player,201711230was,was,PaulNi00,pass_yds,0,,,,,
player,201711230was,was,PaulNi00,pass_td,0,,,,,
player,201711230was,was,PaulNi00,pass_int,0,,,,,
player,201711230was,was,PaulNi00,pass_sacked,0,,,,,
player,201711230was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201711230was,was,PaulNi00,pass_long,0,,,,,
player,201711230was,was,PaulNi00,pass_rating,,,,,,
player,201711230was,was,PaulNi00,rush_att,0,,,,,
player,201711230was,was,PaulNi00,rush_yds,0,,,,,
player,201711230was,was,PaulNi00,rush_td,0,,,,,
player,201711230was,was,PaulNi00,rush_long,0,,,,,
player,201711230was,was,PaulNi00,targets,5,,,,,
player,201711230was,was,PaulNi00,rec,3,,,,,
player,201711230was,was,PaulNi00,rec_yds,16,,,,,
player,201711230was,was,PaulNi00,rec_td,0,,,,,
player,201711230was,was,PaulNi00,rec_long,8,,,,,
player,201711230was,was,PaulNi00,fumbles,0,,,,,
player,201711230was,was,PaulNi00,fumbles_lost,0,,,,,
player,201711230was,was,HarrMa05,pass_cmp,0,,,,,
player,201711230was,was,HarrMa05,pass_att,0,,,,,
player,201711230was,was,HarrMa05,pass_yds,0,,,,,
player,201711230was,was,HarrMa05,pass_td,0,,,,,
player,201711230was,was,HarrMa05,pass_int,0,,,,,
player,201711230was,was,HarrMa05,pass_sacked,0,,,,,
player,201711230was,was,HarrMa05,pass_sacked_yds,0,,,,,
player,201711230was,was,HarrMa05,pass_long,0,,,,,
player,201711230was,was,HarrMa05,pass_rating,,,,,,
player,201711230was,was,HarrMa05,rush_att,0,,,,,
player,201711230was,was,HarrMa05,rush_yds,0,,,,,
player,201711230was,was,HarrMa05,rush_td,0,,,,,
player,201711230was,was,HarrMa05,rush_long,0,,,,,
player,201711230was,was,HarrMa05,targets,2,,,,,
player,201711230was,was,HarrMa05,rec,2,,,,,
player,201711230was,was,HarrMa05,rec_yds,12,,,,,
player,201711230was,was,HarrMa05,rec_td,0,,,,,
player,201711230was,was,HarrMa05,rec_long,7,,,,,
player,201711230was,was,HarrMa05,fumbles,0,,,,,
player,201711230was,was,HarrMa05,fumbles_lost,0,,,,,
player,201711230was,was,GranRy01,pass_cmp,0,,,,,
player,201711230was,was,GranRy01,pass_att,0,,,,,
player,201711230was,was,GranRy01,pass_yds,0,,,,,
player,201711230was,was,GranRy01,pass_td,0,,,,,
player,201711230was,was,GranRy01,pass_int,0,,,,,
player,201711230was,was,GranRy01,pass_sacked,0,,,,,
player,201711230was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201711230was,was,GranRy01,pass_long,0,,,,,
player,201711230was,was,GranRy01,pass_rating,,,,,,
player,201711230was,was,GranRy01,rush_att,0,,,,,
player,201711230was,was,GranRy01,rush_yds,0,,,,,
player,201711230was,was,GranRy01,rush_td,0,,,,,
player,201711230was,was,GranRy01,rush_long,0,,,,,
player,201711230was,was,GranRy01,targets,2,,,,,
player,201711230was,was,GranRy01,rec,1,,,,,
player,201711230was,was,GranRy01,rec_yds,3,,,,,
player,201711230was,was,GranRy01,rec_td,0,,,,,
player,201711230was,was,GranRy01,rec_long,3,,,,,
player,201711230was,was,GranRy01,fumbles,0,,,,,
player,201711230was,was,GranRy01,fumbles_lost,0,,,,,
player,201711230was,was,DaviVe00,pass_cmp,0,,,,,
player,201711230was,was,DaviVe00,pass_att,0,,,,,
player,201711230was,was,DaviVe00,pass_yds,0,,,,,
player,201711230was,was,DaviVe00,pass_td,0,,,,,
player,201711230was,was,DaviVe00,pass_int,0,,,,,
player,201711230was,was,DaviVe00,pass_sacked,0,,,,,
player,201711230was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201711230was,was,DaviVe00,pass_long,0,,,,,
player,201711230was,was,DaviVe00,pass_rating,,,,,,
player,201711230was,was,DaviVe00,rush_att,0,,,,,
player,201711230was,was,DaviVe00,rush_yds,0,,,,,
player,201711230was,was,DaviVe00,rush_td,0,,,,,
player,201711230was,was,DaviVe00,rush_long,0,,,,,
player,201711230was,was,DaviVe00,targets,1,,,,,
player,201711230was,was,DaviVe00,rec,0,,,,,
player,201711230was,was,DaviVe00,rec_yds,0,,,,,
player,201711230was,was,DaviVe00,rec_td,0,,,,,
player,201711230was,was,DaviVe00,rec_long,0,,,,,
player,201711230was,was,DaviVe00,fumbles,0,,,,,
player,201711230was,was,DaviVe00,fumbles_lost,0,,,,,
player,201711230was,nyg,JenkJa03,def_int,1,,,,,
player,201711230was,nyg,JenkJa03,def_int_yds,53,,,,,
player,201711230was,nyg,JenkJa03,def_int_td,1,,,,,
player,201711230was,nyg,JenkJa03,def_int_long,53,,,,,
player,201711230was,nyg,JenkJa03,pass_defended,2,,,,,
player,201711230was,nyg,JenkJa03,sacks,0.0,,,,,
player,201711230was,nyg,JenkJa03,tackles_combined,0,,,,,
player,201711230was,nyg,JenkJa03,tackles_solo,0,,,,,
player,201711230was,nyg,JenkJa03,tackles_assists,0,,,,,
player,201711230was,nyg,JenkJa03,tackles_loss,0,,,,,
player,201711230was,nyg,JenkJa03,qb_hits,0,,,,,
player,201711230was,nyg,JenkJa03,fumbles_rec,0,,,,,
player,201711230was,nyg,JenkJa03,fumbles_rec_yds,0,,,,,
player,201711230was,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201711230was,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201711230was,nyg,PierJa99,def_int,0,,,,,
player,201711230was,nyg,PierJa99,def_int_yds,0,,,,,
player,201711230was,nyg,PierJa99,def_int_td,0,,,,,
player,201711230was,nyg,PierJa99,def_int_long,0,,,,,
player,201711230was,nyg,PierJa99,pass_defended,1,,,,,
player,201711230was,nyg,PierJa99,sacks,2.0,,,,,
player,201711230was,nyg,PierJa99,tackles_combined,5,,,,,
player,201711230was,nyg,PierJa99,tackles_solo,3,,,,,
player,201711230was,nyg,PierJa99,tackles_assists,2,,,,,
player,201711230was,nyg,PierJa99,tackles_loss,2,,,,,
player,201711230was,nyg,PierJa99,qb_hits,2,,,,,
player,201711230was,nyg,PierJa99,fumbles_rec,0,,,,,
player,201711230was,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201711230was,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201711230was,nyg,PierJa99,fumbles_forced,0,,,,,
player,201711230was,nyg,VernOl00,def_int,0,,,,,
player,201711230was,nyg,VernOl00,def_int_yds,0,,,,,
player,201711230was,nyg,VernOl00,def_int_td,0,,,,,
player,201711230was,nyg,VernOl00,def_int_long,0,,,,,
player,201711230was,nyg,VernOl00,pass_defended,0,,,,,
player,201711230was,nyg,VernOl00,sacks,1.5,,,,,
player,201711230was,nyg,VernOl00,tackles_combined,5,,,,,
player,201711230was,nyg,VernOl00,tackles_solo,3,,,,,
player,201711230was,nyg,VernOl00,tackles_assists,2,,,,,
player,201711230was,nyg,VernOl00,tackles_loss,2,,,,,
player,201711230was,nyg,VernOl00,qb_hits,2,,,,,
player,201711230was,nyg,VernOl00,fumbles_rec,0,,,,,
player,201711230was,nyg,VernOl00,fumbles_rec_yds,0,,,,,
player,201711230was,nyg,VernOl00,fumbles_rec_td,0,,,,,
player,201711230was,nyg,VernOl00,fumbles_forced,0,,,,,
player,201711230was,nyg,KennDe00,def_int,0,,,,,
player,201711230was,nyg,KennDe00,def_int_yds,0,,,,,
player,201711230was,nyg,KennDe00,def_int_td,0,,,,,
player,201711230was,nyg,KennDe00,def_int_long,0,,,,,
player,201711230was,nyg,KennDe00,pass_defended,0,,,,,
player,201711230was,nyg,KennDe00,sacks,1.0,,,,,
player,201711230was,nyg,KennDe00,tackles_combined,4,,,,,
player,201711230was,nyg,KennDe00,tackles_solo,2,,,,,
player,201711230was,nyg,KennDe00,tackles_assists,2,,,,,
player,201711230was,nyg,KennDe00,tackles_loss,1,,,,,
player,201711230was,nyg,KennDe00,qb_hits,1,,,,,
player,201711230was,nyg,KennDe00,fumbles_rec,0,,,,,
player,201711230was,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201711230was,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201711230was,nyg,KennDe00,fumbles_forced,0,,,,,
player,201711230was,nyg,TomlDa00,def_int,0,,,,,
player,201711230was,nyg,TomlDa00,def_int_yds,0,,,,,
player,201711230was,nyg,TomlDa00,def_int_td,0,,,,,
player,201711230was,nyg,TomlDa00,def_int_long,0,,,,,
player,201711230was,nyg,TomlDa00,pass_defended,0,,,,,
player,201711230was,nyg,TomlDa00,sacks,1.0,,,,,
player,201711230was,nyg,TomlDa00,tackles_combined,2,,,,,
player,201711230was,nyg,TomlDa00,tackles_solo,1,,,,,
player,201711230was,nyg,TomlDa00,tackles_assists,1,,,,,
player,201711230was,nyg,TomlDa00,tackles_loss,1,,,,,
player,201711230was,nyg,TomlDa00,qb_hits,1,,,,,
player,201711230was,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201711230was,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201711230was,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201711230was,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201711230was,nyg,HarrDa03,def_int,0,,,,,
player,201711230was,nyg,HarrDa03,def_int_yds,0,,,,,
player,201711230was,nyg,HarrDa03,def_int_td,0,,,,,
player,201711230was,nyg,HarrDa03,def_int_long,0,,,,,
player,201711230was,nyg,HarrDa03,pass_defended,0,,,,,
player,201711230was,nyg,HarrDa03,sacks,0.5,,,,,
player,201711230was,nyg,HarrDa03,tackles_combined,3,,,,,
player,201711230was,nyg,HarrDa03,tackles_solo,2,,,,,
player,201711230was,nyg,HarrDa03,tackles_assists,1,,,,,
player,201711230was,nyg,HarrDa03,tackles_loss,0,,,,,
