game,2017,7,20171022,201710220chi,car,"Carolina Panthers",3,chi,"Chicago Bears",17
player,201710220chi,car,PeppJu99,tackles_solo,2,,,,,
player,201710220chi,car,PeppJu99,tackles_assists,0,,,,,
player,201710220chi,car,PeppJu99,tackles_loss,1,,,,,
player,201710220chi,car,PeppJu99,qb_hits,0,,,,,
player,201710220chi,car,PeppJu99,fumbles_rec,0,,,,,
player,201710220chi,car,PeppJu99,fumbles_rec_yds,0,,,,,
player,201710220chi,car,PeppJu99,fumbles_rec_td,0,,,,,
player,201710220chi,car,PeppJu99,fumbles_forced,0,,,,,
player,201710220chi,car,DaviTh20,def_int,0,,,,,
player,201710220chi,car,DaviTh20,def_int_yds,0,,,,,
player,201710220chi,car,DaviTh20,def_int_td,0,,,,,
player,201710220chi,car,DaviTh20,def_int_long,0,,,,,
player,201710220chi,car,DaviTh20,pass_defended,0,,,,,
player,201710220chi,car,DaviTh20,sacks,0.0,,,,,
player,201710220chi,car,DaviTh20,tackles_combined,1,,,,,
player,201710220chi,car,DaviTh20,tackles_solo,1,,,,,
player,201710220chi,car,DaviTh20,tackles_assists,0,,,,,
player,201710220chi,car,DaviTh20,tackles_loss,0,,,,,
player,201710220chi,car,DaviTh20,qb_hits,0,,,,,
player,201710220chi,car,DaviTh20,fumbles_rec,0,,,,,
player,201710220chi,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201710220chi,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201710220chi,car,DaviTh20,fumbles_forced,0,,,,,
player,201710220chi,car,LotuSt00,def_int,0,,,,,
player,201710220chi,car,LotuSt00,def_int_yds,0,,,,,
player,201710220chi,car,LotuSt00,def_int_td,0,,,,,
player,201710220chi,car,LotuSt00,def_int_long,0,,,,,
player,201710220chi,car,LotuSt00,pass_defended,0,,,,,
player,201710220chi,car,LotuSt00,sacks,0.0,,,,,
player,201710220chi,car,LotuSt00,tackles_combined,1,,,,,
player,201710220chi,car,LotuSt00,tackles_solo,1,,,,,
player,201710220chi,car,LotuSt00,tackles_assists,0,,,,,
player,201710220chi,car,LotuSt00,tackles_loss,0,,,,,
player,201710220chi,car,LotuSt00,qb_hits,0,,,,,
player,201710220chi,car,LotuSt00,fumbles_rec,0,,,,,
player,201710220chi,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201710220chi,car,LotuSt00,fumbles_forced,0,,,,,
player,201710220chi,car,SeymKe00,def_int,0,,,,,
player,201710220chi,car,SeymKe00,def_int_yds,0,,,,,
player,201710220chi,car,SeymKe00,def_int_td,0,,,,,
player,201710220chi,car,SeymKe00,def_int_long,0,,,,,
player,201710220chi,car,SeymKe00,pass_defended,0,,,,,
player,201710220chi,car,SeymKe00,sacks,0.0,,,,,
player,201710220chi,car,SeymKe00,tackles_combined,1,,,,,
player,201710220chi,car,SeymKe00,tackles_solo,1,,,,,
player,201710220chi,car,SeymKe00,tackles_assists,0,,,,,
player,201710220chi,car,SeymKe00,tackles_loss,0,,,,,
player,201710220chi,car,SeymKe00,qb_hits,0,,,,,
player,201710220chi,car,SeymKe00,fumbles_rec,0,,,,,
player,201710220chi,car,SeymKe00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,SeymKe00,fumbles_rec_td,0,,,,,
player,201710220chi,car,SeymKe00,fumbles_forced,0,,,,,
player,201710220chi,car,WorlDa00,def_int,0,,,,,
player,201710220chi,car,WorlDa00,def_int_yds,0,,,,,
player,201710220chi,car,WorlDa00,def_int_td,0,,,,,
player,201710220chi,car,WorlDa00,def_int_long,0,,,,,
player,201710220chi,car,WorlDa00,pass_defended,0,,,,,
player,201710220chi,car,WorlDa00,sacks,0.0,,,,,
player,201710220chi,car,WorlDa00,tackles_combined,1,,,,,
player,201710220chi,car,WorlDa00,tackles_solo,0,,,,,
player,201710220chi,car,WorlDa00,tackles_assists,1,,,,,
player,201710220chi,car,WorlDa00,tackles_loss,0,,,,,
player,201710220chi,car,WorlDa00,qb_hits,0,,,,,
player,201710220chi,car,WorlDa00,fumbles_rec,0,,,,,
player,201710220chi,car,WorlDa00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,WorlDa00,fumbles_rec_td,0,,,,,
player,201710220chi,car,WorlDa00,fumbles_forced,0,,,,,
player,201710220chi,chi,TrevDa00,def_int,1,,,,,
player,201710220chi,chi,TrevDa00,def_int_yds,8,,,,,
player,201710220chi,chi,TrevDa00,def_int_td,0,,,,,
player,201710220chi,chi,TrevDa00,def_int_long,8,,,,,
player,201710220chi,chi,TrevDa00,pass_defended,2,,,,,
player,201710220chi,chi,TrevDa00,sacks,1.0,,,,,
player,201710220chi,chi,TrevDa00,tackles_combined,4,,,,,
player,201710220chi,chi,TrevDa00,tackles_solo,3,,,,,
player,201710220chi,chi,TrevDa00,tackles_assists,1,,,,,
player,201710220chi,chi,TrevDa00,tackles_loss,1,,,,,
player,201710220chi,chi,TrevDa00,qb_hits,2,,,,,
player,201710220chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201710220chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201710220chi,chi,JackEd01,def_int,1,,,,,
player,201710220chi,chi,JackEd01,def_int_yds,76,,,,,
player,201710220chi,chi,JackEd01,def_int_td,1,,,,,
player,201710220chi,chi,JackEd01,def_int_long,76,,,,,
player,201710220chi,chi,JackEd01,pass_defended,1,,,,,
player,201710220chi,chi,JackEd01,sacks,0.0,,,,,
player,201710220chi,chi,JackEd01,tackles_combined,4,,,,,
player,201710220chi,chi,JackEd01,tackles_solo,4,,,,,
player,201710220chi,chi,JackEd01,tackles_assists,0,,,,,
player,201710220chi,chi,JackEd01,tackles_loss,0,,,,,
player,201710220chi,chi,JackEd01,qb_hits,0,,,,,
player,201710220chi,chi,JackEd01,fumbles_rec,1,,,,,
player,201710220chi,chi,JackEd01,fumbles_rec_yds,75,,,,,
player,201710220chi,chi,JackEd01,fumbles_rec_td,1,,,,,
player,201710220chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201710220chi,chi,HickAk00,def_int,0,,,,,
player,201710220chi,chi,HickAk00,def_int_yds,0,,,,,
player,201710220chi,chi,HickAk00,def_int_td,0,,,,,
player,201710220chi,chi,HickAk00,def_int_long,0,,,,,
player,201710220chi,chi,HickAk00,pass_defended,0,,,,,
player,201710220chi,chi,HickAk00,sacks,1.0,,,,,
player,201710220chi,chi,HickAk00,tackles_combined,5,,,,,
player,201710220chi,chi,HickAk00,tackles_solo,4,,,,,
player,201710220chi,chi,HickAk00,tackles_assists,1,,,,,
player,201710220chi,chi,HickAk00,tackles_loss,2,,,,,
player,201710220chi,chi,HickAk00,qb_hits,1,,,,,
player,201710220chi,chi,HickAk00,fumbles_rec,0,,,,,
player,201710220chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201710220chi,chi,FloyLe00,def_int,0,,,,,
player,201710220chi,chi,FloyLe00,def_int_yds,0,,,,,
player,201710220chi,chi,FloyLe00,def_int_td,0,,,,,
player,201710220chi,chi,FloyLe00,def_int_long,0,,,,,
player,201710220chi,chi,FloyLe00,pass_defended,0,,,,,
player,201710220chi,chi,FloyLe00,sacks,1.0,,,,,
player,201710220chi,chi,FloyLe00,tackles_combined,4,,,,,
player,201710220chi,chi,FloyLe00,tackles_solo,3,,,,,
player,201710220chi,chi,FloyLe00,tackles_assists,1,,,,,
player,201710220chi,chi,FloyLe00,tackles_loss,1,,,,,
player,201710220chi,chi,FloyLe00,qb_hits,2,,,,,
player,201710220chi,chi,FloyLe00,fumbles_rec,0,,,,,
player,201710220chi,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,FloyLe00,fumbles_forced,0,,,,,
player,201710220chi,chi,McPhPe00,def_int,0,,,,,
player,201710220chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201710220chi,chi,McPhPe00,def_int_td,0,,,,,
player,201710220chi,chi,McPhPe00,def_int_long,0,,,,,
player,201710220chi,chi,McPhPe00,pass_defended,0,,,,,
player,201710220chi,chi,McPhPe00,sacks,1.0,,,,,
player,201710220chi,chi,McPhPe00,tackles_combined,1,,,,,
player,201710220chi,chi,McPhPe00,tackles_solo,1,,,,,
player,201710220chi,chi,McPhPe00,tackles_assists,0,,,,,
player,201710220chi,chi,McPhPe00,tackles_loss,1,,,,,
player,201710220chi,chi,McPhPe00,qb_hits,3,,,,,
player,201710220chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201710220chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201710220chi,chi,GoldEd00,def_int,0,,,,,
player,201710220chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201710220chi,chi,GoldEd00,def_int_td,0,,,,,
player,201710220chi,chi,GoldEd00,def_int_long,0,,,,,
player,201710220chi,chi,GoldEd00,pass_defended,0,,,,,
player,201710220chi,chi,GoldEd00,sacks,0.5,,,,,
player,201710220chi,chi,GoldEd00,tackles_combined,6,,,,,
player,201710220chi,chi,GoldEd00,tackles_solo,5,,,,,
player,201710220chi,chi,GoldEd00,tackles_assists,1,,,,,
player,201710220chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201710220chi,chi,GoldEd00,qb_hits,1,,,,,
player,201710220chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201710220chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201710220chi,chi,UnreMi00,def_int,0,,,,,
player,201710220chi,chi,UnreMi00,def_int_yds,0,,,,,
player,201710220chi,chi,UnreMi00,def_int_td,0,,,,,
player,201710220chi,chi,UnreMi00,def_int_long,0,,,,,
player,201710220chi,chi,UnreMi00,pass_defended,0,,,,,
player,201710220chi,chi,UnreMi00,sacks,0.5,,,,,
player,201710220chi,chi,UnreMi00,tackles_combined,3,,,,,
player,201710220chi,chi,UnreMi00,tackles_solo,2,,,,,
player,201710220chi,chi,UnreMi00,tackles_assists,1,,,,,
player,201710220chi,chi,UnreMi00,tackles_loss,0,,,,,
player,201710220chi,chi,UnreMi00,qb_hits,1,,,,,
player,201710220chi,chi,UnreMi00,fumbles_rec,0,,,,,
player,201710220chi,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,UnreMi00,fumbles_forced,0,,,,,
player,201710220chi,chi,JoneCh05,def_int,0,,,,,
player,201710220chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201710220chi,chi,JoneCh05,def_int_td,0,,,,,
player,201710220chi,chi,JoneCh05,def_int_long,0,,,,,
player,201710220chi,chi,JoneCh05,pass_defended,0,,,,,
player,201710220chi,chi,JoneCh05,sacks,0.0,,,,,
player,201710220chi,chi,JoneCh05,tackles_combined,11,,,,,
player,201710220chi,chi,JoneCh05,tackles_solo,9,,,,,
player,201710220chi,chi,JoneCh05,tackles_assists,2,,,,,
player,201710220chi,chi,JoneCh05,tackles_loss,1,,,,,
player,201710220chi,chi,JoneCh05,qb_hits,0,,,,,
player,201710220chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201710220chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201710220chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201710220chi,chi,AmosAd00,def_int,0,,,,,
player,201710220chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201710220chi,chi,AmosAd00,def_int_td,0,,,,,
player,201710220chi,chi,AmosAd00,def_int_long,0,,,,,
player,201710220chi,chi,AmosAd00,pass_defended,1,,,,,
player,201710220chi,chi,AmosAd00,sacks,0.0,,,,,
player,201710220chi,chi,AmosAd00,tackles_combined,6,,,,,
player,201710220chi,chi,AmosAd00,tackles_solo,6,,,,,
player,201710220chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201710220chi,chi,AmosAd00,tackles_loss,1,,,,,
player,201710220chi,chi,AmosAd00,qb_hits,0,,,,,
player,201710220chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201710220chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201710220chi,chi,FullKy00,def_int,0,,,,,
player,201710220chi,chi,FullKy00,def_int_yds,0,,,,,
player,201710220chi,chi,FullKy00,def_int_td,0,,,,,
player,201710220chi,chi,FullKy00,def_int_long,0,,,,,
player,201710220chi,chi,FullKy00,pass_defended,1,,,,,
player,201710220chi,chi,FullKy00,sacks,0.0,,,,,
player,201710220chi,chi,FullKy00,tackles_combined,5,,,,,
player,201710220chi,chi,FullKy00,tackles_solo,4,,,,,
player,201710220chi,chi,FullKy00,tackles_assists,1,,,,,
player,201710220chi,chi,FullKy00,tackles_loss,0,,,,,
player,201710220chi,chi,FullKy00,qb_hits,0,,,,,
player,201710220chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201710220chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201710220chi,chi,AmukPr00,def_int,0,,,,,
player,201710220chi,chi,AmukPr00,def_int_yds,0,,,,,
player,201710220chi,chi,AmukPr00,def_int_td,0,,,,,
player,201710220chi,chi,AmukPr00,def_int_long,0,,,,,
player,201710220chi,chi,AmukPr00,pass_defended,1,,,,,
player,201710220chi,chi,AmukPr00,sacks,0.0,,,,,
player,201710220chi,chi,AmukPr00,tackles_combined,4,,,,,
player,201710220chi,chi,AmukPr00,tackles_solo,4,,,,,
player,201710220chi,chi,AmukPr00,tackles_assists,0,,,,,
player,201710220chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201710220chi,chi,AmukPr00,qb_hits,0,,,,,
player,201710220chi,chi,AmukPr00,fumbles_rec,0,,,,,
player,201710220chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201710220chi,chi,AchoSa00,def_int,0,,,,,
player,201710220chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201710220chi,chi,AchoSa00,def_int_td,0,,,,,
player,201710220chi,chi,AchoSa00,def_int_long,0,,,,,
player,201710220chi,chi,AchoSa00,pass_defended,0,,,,,
player,201710220chi,chi,AchoSa00,sacks,0.0,,,,,
player,201710220chi,chi,AchoSa00,tackles_combined,3,,,,,
player,201710220chi,chi,AchoSa00,tackles_solo,2,,,,,
player,201710220chi,chi,AchoSa00,tackles_assists,1,,,,,
player,201710220chi,chi,AchoSa00,tackles_loss,0,,,,,
player,201710220chi,chi,AchoSa00,qb_hits,1,,,,,
player,201710220chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201710220chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201710220chi,chi,HousDe00,def_int,0,,,,,
player,201710220chi,chi,HousDe00,def_int_yds,0,,,,,
player,201710220chi,chi,HousDe00,def_int_td,0,,,,,
player,201710220chi,chi,HousDe00,def_int_long,0,,,,,
player,201710220chi,chi,HousDe00,pass_defended,0,,,,,
player,201710220chi,chi,HousDe00,sacks,0.0,,,,,
player,201710220chi,chi,HousDe00,tackles_combined,3,,,,,
player,201710220chi,chi,HousDe00,tackles_solo,3,,,,,
player,201710220chi,chi,HousDe00,tackles_assists,0,,,,,
player,201710220chi,chi,HousDe00,tackles_loss,0,,,,,
player,201710220chi,chi,HousDe00,qb_hits,0,,,,,
player,201710220chi,chi,HousDe00,fumbles_rec,0,,,,,
player,201710220chi,chi,HousDe00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,HousDe00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,HousDe00,fumbles_forced,0,,,,,
player,201710220chi,chi,AndeJo01,def_int,0,,,,,
player,201710220chi,chi,AndeJo01,def_int_yds,0,,,,,
player,201710220chi,chi,AndeJo01,def_int_td,0,,,,,
player,201710220chi,chi,AndeJo01,def_int_long,0,,,,,
player,201710220chi,chi,AndeJo01,pass_defended,0,,,,,
player,201710220chi,chi,AndeJo01,sacks,0.0,,,,,
player,201710220chi,chi,AndeJo01,tackles_combined,2,,,,,
player,201710220chi,chi,AndeJo01,tackles_solo,2,,,,,
player,201710220chi,chi,AndeJo01,tackles_assists,0,,,,,
player,201710220chi,chi,AndeJo01,tackles_loss,0,,,,,
player,201710220chi,chi,AndeJo01,qb_hits,0,,,,,
player,201710220chi,chi,AndeJo01,fumbles_rec,0,,,,,
player,201710220chi,chi,AndeJo01,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,AndeJo01,fumbles_rec_td,0,,,,,
player,201710220chi,chi,AndeJo01,fumbles_forced,0,,,,,
player,201710220chi,chi,BullJo00,def_int,0,,,,,
player,201710220chi,chi,BullJo00,def_int_yds,0,,,,,
player,201710220chi,chi,BullJo00,def_int_td,0,,,,,
player,201710220chi,chi,BullJo00,def_int_long,0,,,,,
player,201710220chi,chi,BullJo00,pass_defended,0,,,,,
player,201710220chi,chi,BullJo00,sacks,0.0,,,,,
player,201710220chi,chi,BullJo00,tackles_combined,2,,,,,
player,201710220chi,chi,BullJo00,tackles_solo,1,,,,,
player,201710220chi,chi,BullJo00,tackles_assists,1,,,,,
player,201710220chi,chi,BullJo00,tackles_loss,0,,,,,
player,201710220chi,chi,BullJo00,qb_hits,0,,,,,
player,201710220chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201710220chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201710220chi,chi,CallBr00,def_int,0,,,,,
player,201710220chi,chi,CallBr00,def_int_yds,0,,,,,
player,201710220chi,chi,CallBr00,def_int_td,0,,,,,
player,201710220chi,chi,CallBr00,def_int_long,0,,,,,
player,201710220chi,chi,CallBr00,pass_defended,0,,,,,
player,201710220chi,chi,CallBr00,sacks,0.0,,,,,
player,201710220chi,chi,CallBr00,tackles_combined,2,,,,,
player,201710220chi,chi,CallBr00,tackles_solo,2,,,,,
player,201710220chi,chi,CallBr00,tackles_assists,0,,,,,
player,201710220chi,chi,CallBr00,tackles_loss,0,,,,,
player,201710220chi,chi,CallBr00,qb_hits,0,,,,,
player,201710220chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201710220chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201710220chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201710220chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201710220chi,car,McCaCh01,kick_ret,0,,,,,
player,201710220chi,car,McCaCh01,kick_ret_yds,0,,,,,
player,201710220chi,car,McCaCh01,kick_ret_yds_per_ret,,,,,,
player,201710220chi,car,McCaCh01,kick_ret_td,0,,,,,
player,201710220chi,car,McCaCh01,kick_ret_long,0,,,,,
player,201710220chi,car,McCaCh01,punt_ret,3,,,,,
player,201710220chi,car,McCaCh01,punt_ret_yds,17,,,,,
player,201710220chi,car,McCaCh01,punt_ret_yds_per_ret,5.7,,,,,
player,201710220chi,car,McCaCh01,punt_ret_td,0,,,,,
player,201710220chi,car,McCaCh01,punt_ret_long,10,,,,,
player,201710220chi,car,SamuCu00,kick_ret,2,,,,,
player,201710220chi,car,SamuCu00,kick_ret_yds,43,,,,,
player,201710220chi,car,SamuCu00,kick_ret_yds_per_ret,21.5,,,,,
player,201710220chi,car,SamuCu00,kick_ret_td,0,,,,,
player,201710220chi,car,SamuCu00,kick_ret_long,25,,,,,
player,201710220chi,car,SamuCu00,punt_ret,0,,,,,
player,201710220chi,car,SamuCu00,punt_ret_yds,0,,,,,
player,201710220chi,car,SamuCu00,punt_ret_yds_per_ret,,,,,,
player,201710220chi,car,SamuCu00,punt_ret_td,0,,,,,
player,201710220chi,car,SamuCu00,punt_ret_long,0,,,,,
player,201710220chi,chi,CoheTa00,kick_ret,0,,,,,
player,201710220chi,chi,CoheTa00,kick_ret_yds,0,,,,,
player,201710220chi,chi,CoheTa00,kick_ret_yds_per_ret,,,,,,
player,201710220chi,chi,CoheTa00,kick_ret_td,0,,,,,
player,201710220chi,chi,CoheTa00,kick_ret_long,0,,,,,
player,201710220chi,chi,CoheTa00,punt_ret,2,,,,,
player,201710220chi,chi,CoheTa00,punt_ret_yds,12,,,,,
player,201710220chi,chi,CoheTa00,punt_ret_yds_per_ret,6.0,,,,,
player,201710220chi,chi,CoheTa00,punt_ret_td,0,,,,,
player,201710220chi,chi,CoheTa00,punt_ret_long,6,,,,,
player,201710220chi,car,PalaMi00,xpm,,,,,,
player,201710220chi,car,PalaMi00,xpa,,,,,,
player,201710220chi,car,PalaMi00,fgm,,,,,,
player,201710220chi,car,PalaMi00,fga,,,,,,
player,201710220chi,car,PalaMi00,punt,5,,,,,
player,201710220chi,car,PalaMi00,punt_yds,263,,,,,
player,201710220chi,car,PalaMi00,punt_yds_per_punt,52.6,,,,,
player,201710220chi,car,PalaMi00,punt_long,59,,,,,
player,201710220chi,car,GanoGr44,xpm,,,,,,
player,201710220chi,car,GanoGr44,xpa,,,,,,
player,201710220chi,car,GanoGr44,fgm,1,,,,,
player,201710220chi,car,GanoGr44,fga,1,,,,,
player,201710220chi,car,GanoGr44,punt,0,,,,,
player,201710220chi,car,GanoGr44,punt_yds,0,,,,,
player,201710220chi,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201710220chi,car,GanoGr44,punt_long,0,,,,,
player,201710220chi,chi,barthco01,xpm,2,,,,,
player,201710220chi,chi,barthco01,xpa,2,,,,,
player,201710220chi,chi,barthco01,fgm,1,,,,,
player,201710220chi,chi,barthco01,fga,2,,,,,
player,201710220chi,chi,barthco01,punt,0,,,,,
player,201710220chi,chi,barthco01,punt_yds,0,,,,,
player,201710220chi,chi,barthco01,punt_yds_per_punt,,,,,,
player,201710220chi,chi,barthco01,punt_long,0,,,,,
player,201710220chi,chi,ODonPa00,xpm,,,,,,
player,201710220chi,chi,ODonPa00,xpa,,,,,,
player,201710220chi,chi,ODonPa00,fgm,,,,,,
player,201710220chi,chi,ODonPa00,fga,,,,,,
player,201710220chi,chi,ODonPa00,punt,6,,,,,
player,201710220chi,chi,ODonPa00,punt_yds,296,,,,,
player,201710220chi,chi,ODonPa00,punt_yds_per_punt,49.3,,,,,
player,201710220chi,chi,ODonPa00,punt_long,66,,,,,
player,201710220chi,chi,LenoCh00,pos,T,,,,,
player,201710220chi,chi,LenoCh00,offense,38,,,,,
player,201710220chi,chi,LenoCh00,off_pct,100%,,,,,
player,201710220chi,chi,LenoCh00,defense,0,,,,,
player,201710220chi,chi,LenoCh00,def_pct,0%,,,,,
player,201710220chi,chi,LenoCh00,special_teams,4,,,,,
player,201710220chi,chi,LenoCh00,st_pct,18%,,,,,
player,201710220chi,chi,SittJo20,pos,G,,,,,
player,201710220chi,chi,SittJo20,offense,38,,,,,
player,201710220chi,chi,SittJo20,off_pct,100%,,,,,
player,201710220chi,chi,SittJo20,defense,0,,,,,
player,201710220chi,chi,SittJo20,def_pct,0%,,,,,
player,201710220chi,chi,SittJo20,special_teams,4,,,,,
player,201710220chi,chi,SittJo20,st_pct,18%,,,,,
player,201710220chi,chi,MassBo00,pos,T,,,,,
player,201710220chi,chi,MassBo00,offense,38,,,,,
player,201710220chi,chi,MassBo00,off_pct,100%,,,,,
player,201710220chi,chi,MassBo00,defense,0,,,,,
player,201710220chi,chi,MassBo00,def_pct,0%,,,,,
player,201710220chi,chi,MassBo00,special_teams,4,,,,,
player,201710220chi,chi,MassBo00,st_pct,18%,,,,,
player,201710220chi,chi,WhitCo03,pos,C,,,,,
player,201710220chi,chi,WhitCo03,offense,38,,,,,
player,201710220chi,chi,WhitCo03,off_pct,100%,,,,,
player,201710220chi,chi,WhitCo03,defense,0,,,,,
player,201710220chi,chi,WhitCo03,def_pct,0%,,,,,
player,201710220chi,chi,WhitCo03,special_teams,0,,,,,
player,201710220chi,chi,WhitCo03,st_pct,0%,,,,,
player,201710220chi,chi,TrubMi00,pos,QB,,,,,
player,201710220chi,chi,TrubMi00,offense,38,,,,,
player,201710220chi,chi,TrubMi00,off_pct,100%,,,,,
player,201710220chi,chi,TrubMi00,defense,0,,,,,
player,201710220chi,chi,TrubMi00,def_pct,0%,,,,,
player,201710220chi,chi,TrubMi00,special_teams,0,,,,,
player,201710220chi,chi,TrubMi00,st_pct,0%,,,,,
player,201710220chi,chi,LongKy00,pos,G,,,,,
player,201710220chi,chi,LongKy00,offense,38,,,,,
player,201710220chi,chi,LongKy00,off_pct,100%,,,,,
player,201710220chi,chi,LongKy00,defense,0,,,,,
player,201710220chi,chi,LongKy00,def_pct,0%,,,,,
player,201710220chi,chi,LongKy00,special_teams,0,,,,,
player,201710220chi,chi,LongKy00,st_pct,0%,,,,,
player,201710220chi,chi,HowaJo00,pos,RB,,,,,
player,201710220chi,chi,HowaJo00,offense,34,,,,,
player,201710220chi,chi,HowaJo00,off_pct,89%,,,,,
player,201710220chi,chi,HowaJo00,defense,0,,,,,
player,201710220chi,chi,HowaJo00,def_pct,0%,,,,,
player,201710220chi,chi,HowaJo00,special_teams,0,,,,,
player,201710220chi,chi,HowaJo00,st_pct,0%,,,,,
player,201710220chi,chi,GentTa00,pos,WR,,,,,
player,201710220chi,chi,GentTa00,offense,33,,,,,
player,201710220chi,chi,GentTa00,off_pct,87%,,,,,
player,201710220chi,chi,GentTa00,defense,0,,,,,
player,201710220chi,chi,GentTa00,def_pct,0%,,,,,
player,201710220chi,chi,GentTa00,special_teams,0,,,,,
player,201710220chi,chi,GentTa00,st_pct,0%,,,,,
player,201710220chi,chi,SimsDi00,pos,TE,,,,,
player,201710220chi,chi,SimsDi00,offense,29,,,,,
player,201710220chi,chi,SimsDi00,off_pct,76%,,,,,
player,201710220chi,chi,SimsDi00,defense,0,,,,,
player,201710220chi,chi,SimsDi00,def_pct,0%,,,,,
player,201710220chi,chi,SimsDi00,special_teams,4,,,,,
player,201710220chi,chi,SimsDi00,st_pct,18%,,,,,
player,201710220chi,chi,MillZa02,pos,TE,,,,,
player,201710220chi,chi,MillZa02,offense,25,,,,,
player,201710220chi,chi,MillZa02,off_pct,66%,,,,,
player,201710220chi,chi,MillZa02,defense,0,,,,,
player,201710220chi,chi,MillZa02,def_pct,0%,,,,,
player,201710220chi,chi,MillZa02,special_teams,0,,,,,
player,201710220chi,chi,MillZa02,st_pct,0%,,,,,
player,201710220chi,chi,McBrTr00,pos,WR,,,,,
player,201710220chi,chi,McBrTr00,offense,20,,,,,
player,201710220chi,chi,McBrTr00,off_pct,53%,,,,,
player,201710220chi,chi,McBrTr00,defense,0,,,,,
player,201710220chi,chi,McBrTr00,def_pct,0%,,,,,
player,201710220chi,chi,McBrTr00,special_teams,0,,,,,
player,201710220chi,chi,McBrTr00,st_pct,0%,,,,,
player,201710220chi,chi,ShahAd00,pos,TE,,,,,
player,201710220chi,chi,ShahAd00,offense,19,,,,,
