game,2017,9,20171105,201711050car,atl,"Atlanta Falcons",17,car,"Carolina Panthers",20
team,201711050car,atl,First Downs,17,,,,,,
team,201711050car,car,First Downs,20,,,,,,
team,201711050car,atl,Rush-Yds-TDs,18-53-0,,,,,,
team,201711050car,car,Rush-Yds-TDs,38-201-2,,,,,,
team,201711050car,atl,Cmp-Att-Yd-TD-INT,24-38-313-2-1,,,,,,
team,201711050car,car,Cmp-Att-Yd-TD-INT,13-24-137-0-0,,,,,,
team,201711050car,atl,Sacked-Yards,2-11,,,,,,
team,201711050car,car,Sacked-Yards,1-8,,,,,,
team,201711050car,atl,Net Pass Yards,302,,,,,,
team,201711050car,car,Net Pass Yards,129,,,,,,
team,201711050car,atl,Total Yards,355,,,,,,
team,201711050car,car,Total Yards,330,,,,,,
team,201711050car,atl,Fumbles-Lost,1-0,,,,,,
team,201711050car,car,Fumbles-Lost,3-2,,,,,,
team,201711050car,atl,Turnovers,1,,,,,,
team,201711050car,car,Turnovers,2,,,,,,
team,201711050car,atl,Penalties-Yards,8-70,,,,,,
team,201711050car,car,Penalties-Yards,5-29,,,,,,
team,201711050car,atl,Third Down Conv.,4-12,,,,,,
team,201711050car,car,Third Down Conv.,4-13,,,,,,
team,201711050car,atl,Fourth Down Conv.,0-3,,,,,,
team,201711050car,car,Fourth Down Conv.,1-2,,,,,,
team,201711050car,atl,Time of Possession,27:08,,,,,,
team,201711050car,car,Time of Possession,32:52,,,,,,
player,201711050car,atl,RyanMa00,pass_cmp,24,,,,,
player,201711050car,atl,RyanMa00,pass_att,38,,,,,
player,201711050car,atl,RyanMa00,pass_yds,313,,,,,
player,201711050car,atl,RyanMa00,pass_td,2,,,,,
player,201711050car,atl,RyanMa00,pass_int,1,,,,,
player,201711050car,atl,RyanMa00,pass_sacked,2,,,,,
player,201711050car,atl,RyanMa00,pass_sacked_yds,11,,,,,
player,201711050car,atl,RyanMa00,pass_long,40,,,,,
player,201711050car,atl,RyanMa00,pass_rating,95.6,,,,,
player,201711050car,atl,RyanMa00,rush_att,1,,,,,
player,201711050car,atl,RyanMa00,rush_yds,-1,,,,,
player,201711050car,atl,RyanMa00,rush_td,0,,,,,
player,201711050car,atl,RyanMa00,rush_long,-1,,,,,
player,201711050car,atl,RyanMa00,targets,0,,,,,
player,201711050car,atl,RyanMa00,rec,0,,,,,
player,201711050car,atl,RyanMa00,rec_yds,0,,,,,
player,201711050car,atl,RyanMa00,rec_td,0,,,,,
player,201711050car,atl,RyanMa00,rec_long,0,,,,,
player,201711050car,atl,RyanMa00,fumbles,0,,,,,
player,201711050car,atl,RyanMa00,fumbles_lost,0,,,,,
