game,2017,1,20170910,201709100ram,clt,"Indianapolis Colts",9,ram,"Los Angeles Rams",46
player,201709100ram,ram,BrocMi00,def_int_long,0,,,,,
player,201709100ram,ram,BrocMi00,pass_defended,0,,,,,
player,201709100ram,ram,BrocMi00,sacks,0.0,,,,,
player,201709100ram,ram,BrocMi00,tackles_combined,5,,,,,
player,201709100ram,ram,BrocMi00,tackles_solo,3,,,,,
player,201709100ram,ram,BrocMi00,tackles_assists,2,,,,,
player,201709100ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201709100ram,ram,BrocMi00,qb_hits,1,,,,,
player,201709100ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201709100ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201709100ram,ram,OgleAl00,def_int,0,,,,,
player,201709100ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201709100ram,ram,OgleAl00,def_int_td,0,,,,,
player,201709100ram,ram,OgleAl00,def_int_long,0,,,,,
player,201709100ram,ram,OgleAl00,pass_defended,1,,,,,
player,201709100ram,ram,OgleAl00,sacks,0.0,,,,,
player,201709100ram,ram,OgleAl00,tackles_combined,4,,,,,
player,201709100ram,ram,OgleAl00,tackles_solo,3,,,,,
player,201709100ram,ram,OgleAl00,tackles_assists,1,,,,,
player,201709100ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201709100ram,ram,OgleAl00,qb_hits,0,,,,,
player,201709100ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201709100ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201709100ram,ram,CounBl00,def_int,0,,,,,
player,201709100ram,ram,CounBl00,def_int_yds,0,,,,,
player,201709100ram,ram,CounBl00,def_int_td,0,,,,,
player,201709100ram,ram,CounBl00,def_int_long,0,,,,,
player,201709100ram,ram,CounBl00,pass_defended,0,,,,,
player,201709100ram,ram,CounBl00,sacks,0.0,,,,,
player,201709100ram,ram,CounBl00,tackles_combined,3,,,,,
player,201709100ram,ram,CounBl00,tackles_solo,2,,,,,
player,201709100ram,ram,CounBl00,tackles_assists,1,,,,,
player,201709100ram,ram,CounBl00,tackles_loss,1,,,,,
player,201709100ram,ram,CounBl00,qb_hits,0,,,,,
player,201709100ram,ram,CounBl00,fumbles_rec,0,,,,,
player,201709100ram,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,CounBl00,fumbles_forced,0,,,,,
player,201709100ram,ram,EbukSa00,def_int,0,,,,,
player,201709100ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201709100ram,ram,EbukSa00,def_int_td,0,,,,,
player,201709100ram,ram,EbukSa00,def_int_long,0,,,,,
player,201709100ram,ram,EbukSa00,pass_defended,0,,,,,
player,201709100ram,ram,EbukSa00,sacks,0.0,,,,,
player,201709100ram,ram,EbukSa00,tackles_combined,3,,,,,
player,201709100ram,ram,EbukSa00,tackles_solo,3,,,,,
player,201709100ram,ram,EbukSa00,tackles_assists,0,,,,,
player,201709100ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201709100ram,ram,EbukSa00,qb_hits,0,,,,,
player,201709100ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201709100ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201709100ram,ram,LittCo01,def_int,0,,,,,
player,201709100ram,ram,LittCo01,def_int_yds,0,,,,,
player,201709100ram,ram,LittCo01,def_int_td,0,,,,,
player,201709100ram,ram,LittCo01,def_int_long,0,,,,,
player,201709100ram,ram,LittCo01,pass_defended,0,,,,,
player,201709100ram,ram,LittCo01,sacks,0.0,,,,,
player,201709100ram,ram,LittCo01,tackles_combined,3,,,,,
player,201709100ram,ram,LittCo01,tackles_solo,3,,,,,
player,201709100ram,ram,LittCo01,tackles_assists,0,,,,,
player,201709100ram,ram,LittCo01,tackles_loss,0,,,,,
player,201709100ram,ram,LittCo01,qb_hits,0,,,,,
player,201709100ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201709100ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201709100ram,ram,LittCo01,fumbles_forced,1,,,,,
player,201709100ram,ram,AlexMa00,def_int,0,,,,,
player,201709100ram,ram,AlexMa00,def_int_yds,0,,,,,
player,201709100ram,ram,AlexMa00,def_int_td,0,,,,,
player,201709100ram,ram,AlexMa00,def_int_long,0,,,,,
player,201709100ram,ram,AlexMa00,pass_defended,0,,,,,
player,201709100ram,ram,AlexMa00,sacks,0.0,,,,,
player,201709100ram,ram,AlexMa00,tackles_combined,2,,,,,
player,201709100ram,ram,AlexMa00,tackles_solo,1,,,,,
player,201709100ram,ram,AlexMa00,tackles_assists,1,,,,,
player,201709100ram,ram,AlexMa00,tackles_loss,0,,,,,
player,201709100ram,ram,AlexMa00,qb_hits,0,,,,,
player,201709100ram,ram,AlexMa00,fumbles_rec,0,,,,,
player,201709100ram,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,AlexMa00,fumbles_forced,0,,,,,
player,201709100ram,ram,BarwCo99,def_int,0,,,,,
player,201709100ram,ram,BarwCo99,def_int_yds,0,,,,,
player,201709100ram,ram,BarwCo99,def_int_td,0,,,,,
player,201709100ram,ram,BarwCo99,def_int_long,0,,,,,
player,201709100ram,ram,BarwCo99,pass_defended,0,,,,,
player,201709100ram,ram,BarwCo99,sacks,0.0,,,,,
player,201709100ram,ram,BarwCo99,tackles_combined,2,,,,,
player,201709100ram,ram,BarwCo99,tackles_solo,2,,,,,
player,201709100ram,ram,BarwCo99,tackles_assists,0,,,,,
player,201709100ram,ram,BarwCo99,tackles_loss,0,,,,,
player,201709100ram,ram,BarwCo99,qb_hits,0,,,,,
player,201709100ram,ram,BarwCo99,fumbles_rec,0,,,,,
player,201709100ram,ram,BarwCo99,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,BarwCo99,fumbles_rec_td,0,,,,,
player,201709100ram,ram,BarwCo99,fumbles_forced,0,,,,,
player,201709100ram,ram,FoxxMo00,def_int,0,,,,,
player,201709100ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201709100ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201709100ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201709100ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201709100ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201709100ram,ram,FoxxMo00,tackles_combined,2,,,,,
player,201709100ram,ram,FoxxMo00,tackles_solo,2,,,,,
player,201709100ram,ram,FoxxMo00,tackles_assists,0,,,,,
player,201709100ram,ram,FoxxMo00,tackles_loss,1,,,,,
player,201709100ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201709100ram,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201709100ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201709100ram,ram,RobeNi00,def_int,0,,,,,
player,201709100ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201709100ram,ram,RobeNi00,def_int_td,0,,,,,
player,201709100ram,ram,RobeNi00,def_int_long,0,,,,,
player,201709100ram,ram,RobeNi00,pass_defended,1,,,,,
player,201709100ram,ram,RobeNi00,sacks,0.0,,,,,
player,201709100ram,ram,RobeNi00,tackles_combined,2,,,,,
player,201709100ram,ram,RobeNi00,tackles_solo,2,,,,,
player,201709100ram,ram,RobeNi00,tackles_assists,0,,,,,
player,201709100ram,ram,RobeNi00,tackles_loss,0,,,,,
player,201709100ram,ram,RobeNi00,qb_hits,0,,,,,
player,201709100ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201709100ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201709100ram,ram,SmarTa00,def_int,0,,,,,
player,201709100ram,ram,SmarTa00,def_int_yds,0,,,,,
player,201709100ram,ram,SmarTa00,def_int_td,0,,,,,
player,201709100ram,ram,SmarTa00,def_int_long,0,,,,,
player,201709100ram,ram,SmarTa00,pass_defended,1,,,,,
player,201709100ram,ram,SmarTa00,sacks,0.0,,,,,
player,201709100ram,ram,SmarTa00,tackles_combined,2,,,,,
player,201709100ram,ram,SmarTa00,tackles_solo,2,,,,,
player,201709100ram,ram,SmarTa00,tackles_assists,0,,,,,
player,201709100ram,ram,SmarTa00,tackles_loss,0,,,,,
player,201709100ram,ram,SmarTa00,qb_hits,0,,,,,
player,201709100ram,ram,SmarTa00,fumbles_rec,0,,,,,
player,201709100ram,ram,SmarTa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,SmarTa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,SmarTa00,fumbles_forced,0,,,,,
player,201709100ram,ram,BarrMa00,def_int,0,,,,,
player,201709100ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201709100ram,ram,BarrMa00,def_int_td,0,,,,,
player,201709100ram,ram,BarrMa00,def_int_long,0,,,,,
player,201709100ram,ram,BarrMa00,pass_defended,0,,,,,
player,201709100ram,ram,BarrMa00,sacks,0.0,,,,,
player,201709100ram,ram,BarrMa00,tackles_combined,1,,,,,
player,201709100ram,ram,BarrMa00,tackles_solo,1,,,,,
player,201709100ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201709100ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201709100ram,ram,BarrMa00,qb_hits,0,,,,,
player,201709100ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201709100ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201709100ram,ram,HageBr00,def_int,0,,,,,
player,201709100ram,ram,HageBr00,def_int_yds,0,,,,,
player,201709100ram,ram,HageBr00,def_int_td,0,,,,,
player,201709100ram,ram,HageBr00,def_int_long,0,,,,,
player,201709100ram,ram,HageBr00,pass_defended,0,,,,,
player,201709100ram,ram,HageBr00,sacks,0.0,,,,,
player,201709100ram,ram,HageBr00,tackles_combined,1,,,,,
player,201709100ram,ram,HageBr00,tackles_solo,0,,,,,
player,201709100ram,ram,HageBr00,tackles_assists,1,,,,,
player,201709100ram,ram,HageBr00,tackles_loss,0,,,,,
player,201709100ram,ram,HageBr00,qb_hits,0,,,,,
player,201709100ram,ram,HageBr00,fumbles_rec,0,,,,,
player,201709100ram,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,HageBr00,fumbles_forced,0,,,,,
player,201709100ram,ram,HatfDo00,def_int,0,,,,,
player,201709100ram,ram,HatfDo00,def_int_yds,0,,,,,
player,201709100ram,ram,HatfDo00,def_int_td,0,,,,,
player,201709100ram,ram,HatfDo00,def_int_long,0,,,,,
player,201709100ram,ram,HatfDo00,pass_defended,0,,,,,
player,201709100ram,ram,HatfDo00,sacks,0.0,,,,,
player,201709100ram,ram,HatfDo00,tackles_combined,1,,,,,
player,201709100ram,ram,HatfDo00,tackles_solo,1,,,,,
player,201709100ram,ram,HatfDo00,tackles_assists,0,,,,,
player,201709100ram,ram,HatfDo00,tackles_loss,0,,,,,
player,201709100ram,ram,HatfDo00,qb_hits,0,,,,,
player,201709100ram,ram,HatfDo00,fumbles_rec,0,,,,,
player,201709100ram,ram,HatfDo00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,HatfDo00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,HatfDo00,fumbles_forced,0,,,,,
player,201709100ram,ram,JohnJo10,def_int,0,,,,,
player,201709100ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201709100ram,ram,JohnJo10,def_int_td,0,,,,,
player,201709100ram,ram,JohnJo10,def_int_long,0,,,,,
player,201709100ram,ram,JohnJo10,pass_defended,0,,,,,
player,201709100ram,ram,JohnJo10,sacks,0.0,,,,,
player,201709100ram,ram,JohnJo10,tackles_combined,1,,,,,
player,201709100ram,ram,JohnJo10,tackles_solo,1,,,,,
player,201709100ram,ram,JohnJo10,tackles_assists,0,,,,,
player,201709100ram,ram,JohnJo10,tackles_loss,0,,,,,
player,201709100ram,ram,JohnJo10,qb_hits,0,,,,,
player,201709100ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201709100ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201709100ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201709100ram,ram,ReynJo00,def_int,0,,,,,
player,201709100ram,ram,ReynJo00,def_int_yds,0,,,,,
player,201709100ram,ram,ReynJo00,def_int_td,0,,,,,
player,201709100ram,ram,ReynJo00,def_int_long,0,,,,,
player,201709100ram,ram,ReynJo00,pass_defended,0,,,,,
player,201709100ram,ram,ReynJo00,sacks,0.0,,,,,
player,201709100ram,ram,ReynJo00,tackles_combined,1,,,,,
player,201709100ram,ram,ReynJo00,tackles_solo,1,,,,,
player,201709100ram,ram,ReynJo00,tackles_assists,0,,,,,
player,201709100ram,ram,ReynJo00,tackles_loss,0,,,,,
player,201709100ram,ram,ReynJo00,qb_hits,0,,,,,
player,201709100ram,ram,ReynJo00,fumbles_rec,0,,,,,
player,201709100ram,ram,ReynJo00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,ReynJo00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,ReynJo00,fumbles_forced,0,,,,,
player,201709100ram,ram,WebsKa00,def_int,0,,,,,
player,201709100ram,ram,WebsKa00,def_int_yds,0,,,,,
player,201709100ram,ram,WebsKa00,def_int_td,0,,,,,
player,201709100ram,ram,WebsKa00,def_int_long,0,,,,,
player,201709100ram,ram,WebsKa00,pass_defended,0,,,,,
player,201709100ram,ram,WebsKa00,sacks,0.0,,,,,
player,201709100ram,ram,WebsKa00,tackles_combined,1,,,,,
player,201709100ram,ram,WebsKa00,tackles_solo,1,,,,,
player,201709100ram,ram,WebsKa00,tackles_assists,0,,,,,
player,201709100ram,ram,WebsKa00,tackles_loss,0,,,,,
player,201709100ram,ram,WebsKa00,qb_hits,0,,,,,
player,201709100ram,ram,WebsKa00,fumbles_rec,0,,,,,
player,201709100ram,ram,WebsKa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,WebsKa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,WebsKa00,fumbles_forced,0,,,,,
player,201709100ram,clt,BrayQu00,kick_ret,0,,,,,
player,201709100ram,clt,BrayQu00,kick_ret_yds,0,,,,,
player,201709100ram,clt,BrayQu00,kick_ret_yds_per_ret,,,,,,
player,201709100ram,clt,BrayQu00,kick_ret_td,0,,,,,
player,201709100ram,clt,BrayQu00,kick_ret_long,0,,,,,
player,201709100ram,clt,BrayQu00,punt_ret,3,,,,,
player,201709100ram,clt,BrayQu00,punt_ret_yds,0,,,,,
player,201709100ram,clt,BrayQu00,punt_ret_yds_per_ret,0.0,,,,,
player,201709100ram,clt,BrayQu00,punt_ret_td,0,,,,,
player,201709100ram,clt,BrayQu00,punt_ret_long,0,,,,,
player,201709100ram,ram,AustTa00,kick_ret,1,,,,,
player,201709100ram,ram,AustTa00,kick_ret_yds,13,,,,,
player,201709100ram,ram,AustTa00,kick_ret_yds_per_ret,13.0,,,,,
player,201709100ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201709100ram,ram,AustTa00,kick_ret_long,13,,,,,
player,201709100ram,ram,AustTa00,punt_ret,3,,,,,
player,201709100ram,ram,AustTa00,punt_ret_yds,15,,,,,
player,201709100ram,ram,AustTa00,punt_ret_yds_per_ret,5.0,,,,,
player,201709100ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201709100ram,ram,AustTa00,punt_ret_long,8,,,,,
player,201709100ram,ram,CoopPh00,kick_ret,1,,,,,
player,201709100ram,ram,CoopPh00,kick_ret_yds,35,,,,,
player,201709100ram,ram,CoopPh00,kick_ret_yds_per_ret,35.0,,,,,
player,201709100ram,ram,CoopPh00,kick_ret_td,0,,,,,
player,201709100ram,ram,CoopPh00,kick_ret_long,35,,,,,
player,201709100ram,ram,CoopPh00,punt_ret,0,,,,,
player,201709100ram,ram,CoopPh00,punt_ret_yds,0,,,,,
player,201709100ram,ram,CoopPh00,punt_ret_yds_per_ret,,,,,,
player,201709100ram,ram,CoopPh00,punt_ret_td,0,,,,,
player,201709100ram,ram,CoopPh00,punt_ret_long,0,,,,,
player,201709100ram,clt,vinatada01,xpm,,,,,,
player,201709100ram,clt,vinatada01,xpa,1,,,,,
player,201709100ram,clt,vinatada01,fgm,1,,,,,
player,201709100ram,clt,vinatada01,fga,2,,,,,
player,201709100ram,clt,vinatada01,punt,0,,,,,
player,201709100ram,clt,vinatada01,punt_yds,0,,,,,
player,201709100ram,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201709100ram,clt,vinatada01,punt_long,0,,,,,
player,201709100ram,clt,SancRi00,xpm,,,,,,
player,201709100ram,clt,SancRi00,xpa,,,,,,
player,201709100ram,clt,SancRi00,fgm,,,,,,
player,201709100ram,clt,SancRi00,fga,,,,,,
player,201709100ram,clt,SancRi00,punt,6,,,,,
player,201709100ram,clt,SancRi00,punt_yds,302,,,,,
player,201709100ram,clt,SancRi00,punt_yds_per_punt,50.3,,,,,
player,201709100ram,clt,SancRi00,punt_long,53,,,,,
player,201709100ram,ram,ZuerGr00,xpm,5,,,,,
player,201709100ram,ram,ZuerGr00,xpa,5,,,,,
player,201709100ram,ram,ZuerGr00,fgm,3,,,,,
player,201709100ram,ram,ZuerGr00,fga,3,,,,,
player,201709100ram,ram,ZuerGr00,punt,0,,,,,
player,201709100ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201709100ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201709100ram,ram,ZuerGr00,punt_long,0,,,,,
player,201709100ram,ram,HekkJo00,xpm,,,,,,
player,201709100ram,ram,HekkJo00,xpa,,,,,,
player,201709100ram,ram,HekkJo00,fgm,,,,,,
player,201709100ram,ram,HekkJo00,fga,,,,,,
player,201709100ram,ram,HekkJo00,punt,5,,,,,
player,201709100ram,ram,HekkJo00,punt_yds,218,,,,,
player,201709100ram,ram,HekkJo00,punt_yds_per_punt,43.6,,,,,
player,201709100ram,ram,HekkJo00,punt_long,47,,,,,
player,201709100ram,ram,SaffRo20,pos,G,,,,,
player,201709100ram,ram,SaffRo20,offense,65,,,,,
player,201709100ram,ram,SaffRo20,off_pct,100%,,,,,
player,201709100ram,ram,SaffRo20,defense,0,,,,,
player,201709100ram,ram,SaffRo20,def_pct,0%,,,,,
player,201709100ram,ram,SaffRo20,special_teams,8,,,,,
player,201709100ram,ram,SaffRo20,st_pct,23%,,,,,
player,201709100ram,ram,HaveRo00,pos,T,,,,,
player,201709100ram,ram,HaveRo00,offense,65,,,,,
player,201709100ram,ram,HaveRo00,off_pct,100%,,,,,
player,201709100ram,ram,HaveRo00,defense,0,,,,,
player,201709100ram,ram,HaveRo00,def_pct,0%,,,,,
player,201709100ram,ram,HaveRo00,special_teams,8,,,,,
player,201709100ram,ram,HaveRo00,st_pct,23%,,,,,
player,201709100ram,ram,BrowJa04,pos,G,,,,,
player,201709100ram,ram,BrowJa04,offense,65,,,,,
player,201709100ram,ram,BrowJa04,off_pct,100%,,,,,
player,201709100ram,ram,BrowJa04,defense,0,,,,,
player,201709100ram,ram,BrowJa04,def_pct,0%,,,,,
player,201709100ram,ram,BrowJa04,special_teams,8,,,,,
player,201709100ram,ram,BrowJa04,st_pct,23%,,,,,
player,201709100ram,ram,WhitAn20,pos,T,,,,,
player,201709100ram,ram,WhitAn20,offense,60,,,,,
player,201709100ram,ram,WhitAn20,off_pct,92%,,,,,
player,201709100ram,ram,WhitAn20,defense,0,,,,,
player,201709100ram,ram,WhitAn20,def_pct,0%,,,,,
player,201709100ram,ram,WhitAn20,special_teams,8,,,,,
player,201709100ram,ram,WhitAn20,st_pct,23%,,,,,
player,201709100ram,ram,GoffJa00,pos,QB,,,,,
player,201709100ram,ram,GoffJa00,offense,60,,,,,
player,201709100ram,ram,GoffJa00,off_pct,92%,,,,,
player,201709100ram,ram,GoffJa00,defense,0,,,,,
player,201709100ram,ram,GoffJa00,def_pct,0%,,,,,
player,201709100ram,ram,GoffJa00,special_teams,0,,,,,
player,201709100ram,ram,GoffJa00,st_pct,0%,,,,,
player,201709100ram,ram,SullJo24,pos,C,,,,,
player,201709100ram,ram,SullJo24,offense,60,,,,,
player,201709100ram,ram,SullJo24,off_pct,92%,,,,,
player,201709100ram,ram,SullJo24,defense,0,,,,,
player,201709100ram,ram,SullJo24,def_pct,0%,,,,,
player,201709100ram,ram,SullJo24,special_teams,0,,,,,
player,201709100ram,ram,SullJo24,st_pct,0%,,,,,
player,201709100ram,ram,HigbTy00,pos,TE,,,,,
player,201709100ram,ram,HigbTy00,offense,53,,,,,
player,201709100ram,ram,HigbTy00,off_pct,82%,,,,,
player,201709100ram,ram,HigbTy00,defense,0,,,,,
player,201709100ram,ram,HigbTy00,def_pct,0%,,,,,
player,201709100ram,ram,HigbTy00,special_teams,8,,,,,
player,201709100ram,ram,HigbTy00,st_pct,23%,,,,,
player,201709100ram,ram,GurlTo01,pos,RB,,,,,
player,201709100ram,ram,GurlTo01,offense,48,,,,,
player,201709100ram,ram,GurlTo01,off_pct,74%,,,,,
player,201709100ram,ram,GurlTo01,defense,0,,,,,
player,201709100ram,ram,GurlTo01,def_pct,0%,,,,,
player,201709100ram,ram,GurlTo01,special_teams,0,,,,,
player,201709100ram,ram,GurlTo01,st_pct,0%,,,,,
player,201709100ram,ram,WoodRo02,pos,WR,,,,,
player,201709100ram,ram,WoodRo02,offense,43,,,,,
player,201709100ram,ram,WoodRo02,off_pct,66%,,,,,
player,201709100ram,ram,WoodRo02,defense,0,,,,,
player,201709100ram,ram,WoodRo02,def_pct,0%,,,,,
player,201709100ram,ram,WoodRo02,special_teams,0,,,,,
player,201709100ram,ram,WoodRo02,st_pct,0%,,,,,
player,201709100ram,ram,KuppCo00,pos,WR,,,,,
player,201709100ram,ram,KuppCo00,offense,39,,,,,
player,201709100ram,ram,KuppCo00,off_pct,60%,,,,,
player,201709100ram,ram,KuppCo00,defense,0,,,,,
player,201709100ram,ram,KuppCo00,def_pct,0%,,,,,
player,201709100ram,ram,KuppCo00,special_teams,0,,,,,
player,201709100ram,ram,KuppCo00,st_pct,0%,,,,,
player,201709100ram,ram,WatkSa00,pos,WR,,,,,
player,201709100ram,ram,WatkSa00,offense,38,,,,,
player,201709100ram,ram,WatkSa00,off_pct,58%,,,,,
player,201709100ram,ram,WatkSa00,defense,0,,,,,
player,201709100ram,ram,WatkSa00,def_pct,0%,,,,,
player,201709100ram,ram,WatkSa00,special_teams,0,,,,,
player,201709100ram,ram,WatkSa00,st_pct,0%,,,,,
player,201709100ram,ram,EverGe00,pos,TE,,,,,
player,201709100ram,ram,EverGe00,offense,29,,,,,
player,201709100ram,ram,EverGe00,off_pct,45%,,,,,
player,201709100ram,ram,EverGe00,defense,0,,,,,
player,201709100ram,ram,EverGe00,def_pct,0%,,,,,
player,201709100ram,ram,EverGe00,special_teams,0,,,,,
player,201709100ram,ram,EverGe00,st_pct,0%,,,,,
player,201709100ram,ram,CoopPh00,pos,WR,,,,,
player,201709100ram,ram,CoopPh00,offense,22,,,,,
player,201709100ram,ram,CoopPh00,off_pct,34%,,,,,
player,201709100ram,ram,CoopPh00,defense,0,,,,,
player,201709100ram,ram,CoopPh00,def_pct,0%,,,,,
player,201709100ram,ram,CoopPh00,special_teams,14,,,,,
player,201709100ram,ram,CoopPh00,st_pct,40%,,,,,
player,201709100ram,ram,ReynJo00,pos,WR,,,,,
player,201709100ram,ram,ReynJo00,offense,17,,,,,
player,201709100ram,ram,ReynJo00,off_pct,26%,,,,,
player,201709100ram,ram,ReynJo00,defense,0,,,,,
player,201709100ram,ram,ReynJo00,def_pct,0%,,,,,
player,201709100ram,ram,ReynJo00,special_teams,4,,,,,
player,201709100ram,ram,ReynJo00,st_pct,11%,,,,,
player,201709100ram,ram,CarrDe00,pos,TE,,,,,
player,201709100ram,ram,CarrDe00,offense,13,,,,,
player,201709100ram,ram,CarrDe00,off_pct,20%,,,,,
player,201709100ram,ram,CarrDe00,defense,0,,,,,
player,201709100ram,ram,CarrDe00,def_pct,0%,,,,,
player,201709100ram,ram,CarrDe00,special_teams,18,,,,,
player,201709100ram,ram,CarrDe00,st_pct,51%,,,,,
player,201709100ram,ram,BrowMa03,pos,RB,,,,,
player,201709100ram,ram,BrowMa03,offense,11,,,,,
player,201709100ram,ram,BrowMa03,off_pct,17%,,,,,
player,201709100ram,ram,BrowMa03,defense,0,,,,,
player,201709100ram,ram,BrowMa03,def_pct,0%,,,,,
player,201709100ram,ram,BrowMa03,special_teams,22,,,,,
player,201709100ram,ram,BrowMa03,st_pct,63%,,,,,
player,201709100ram,ram,AustTa00,pos,WR,,,,,
player,201709100ram,ram,AustTa00,offense,7,,,,,
player,201709100ram,ram,AustTa00,off_pct,11%,,,,,
player,201709100ram,ram,AustTa00,defense,0,,,,,
player,201709100ram,ram,AustTa00,def_pct,0%,,,,,
player,201709100ram,ram,AustTa00,special_teams,7,,,,,
player,201709100ram,ram,AustTa00,st_pct,20%,,,,,
player,201709100ram,ram,WillDa07,pos,T,,,,,
player,201709100ram,ram,WillDa07,offense,5,,,,,
player,201709100ram,ram,WillDa07,off_pct,8%,,,,,
player,201709100ram,ram,WillDa07,defense,0,,,,,
player,201709100ram,ram,WillDa07,def_pct,0%,,,,,
player,201709100ram,ram,WillDa07,special_teams,8,,,,,
player,201709100ram,ram,WillDa07,st_pct,23%,,,,,
player,201709100ram,ram,BlytAu00,pos,C,,,,,
player,201709100ram,ram,BlytAu00,offense,5,,,,,
player,201709100ram,ram,BlytAu00,off_pct,8%,,,,,
player,201709100ram,ram,BlytAu00,defense,0,,,,,
player,201709100ram,ram,BlytAu00,def_pct,0%,,,,,
player,201709100ram,ram,BlytAu00,special_teams,8,,,,,
player,201709100ram,ram,BlytAu00,st_pct,23%,,,,,
player,201709100ram,ram,DaviJu00,pos,RB,,,,,
player,201709100ram,ram,DaviJu00,offense,5,,,,,
player,201709100ram,ram,DaviJu00,off_pct,8%,,,,,
player,201709100ram,ram,DaviJu00,defense,0,,,,,
player,201709100ram,ram,DaviJu00,def_pct,0%,,,,,
player,201709100ram,ram,DaviJu00,special_teams,3,,,,,
player,201709100ram,ram,DaviJu00,st_pct,9%,,,,,
player,201709100ram,ram,MannSe00,pos,QB,,,,,
player,201709100ram,ram,MannSe00,offense,5,,,,,
player,201709100ram,ram,MannSe00,off_pct,8%,,,,,
player,201709100ram,ram,MannSe00,defense,0,,,,,
player,201709100ram,ram,MannSe00,def_pct,0%,,,,,
player,201709100ram,ram,MannSe00,special_teams,0,,,,,
player,201709100ram,ram,MannSe00,st_pct,0%,,,,,
player,201709100ram,ram,OgleAl00,pos,LB,,,,,
player,201709100ram,ram,OgleAl00,offense,0,,,,,
player,201709100ram,ram,OgleAl00,off_pct,0%,,,,,
