game,2017,6,20171015,201710150was,sfo,"San Francisco 49ers",24,was,"Washington Redskins",26
team,201710150was,sfo,First Downs,21,,,,,,
team,201710150was,was,First Downs,25,,,,,,
team,201710150was,sfo,Rush-Yds-TDs,20-85-2,,,,,,
team,201710150was,was,Rush-Yds-TDs,33-94-1,,,,,,
team,201710150was,sfo,Cmp-Att-Yd-TD-INT,23-47-279-1-1,,,,,,
team,201710150was,was,Cmp-Att-Yd-TD-INT,25-37-330-2-1,,,,,,
team,201710150was,sfo,Sacked-Yards,3-29,,,,,,
team,201710150was,was,Sacked-Yards,1-5,,,,,,
team,201710150was,sfo,Net Pass Yards,250,,,,,,
team,201710150was,was,Net Pass Yards,325,,,,,,
team,201710150was,sfo,Total Yards,335,,,,,,
team,201710150was,was,Total Yards,419,,,,,,
team,201710150was,sfo,Fumbles-Lost,0-0,,,,,,
team,201710150was,was,Fumbles-Lost,2-1,,,,,,
team,201710150was,sfo,Turnovers,1,,,,,,
team,201710150was,was,Turnovers,2,,,,,,
team,201710150was,sfo,Penalties-Yards,7-40,,,,,,
team,201710150was,was,Penalties-Yards,5-43,,,,,,
team,201710150was,sfo,Third Down Conv.,6-17,,,,,,
team,201710150was,was,Third Down Conv.,7-14,,,,,,
team,201710150was,sfo,Fourth Down Conv.,1-2,,,,,,
team,201710150was,was,Fourth Down Conv.,0-0,,,,,,
team,201710150was,sfo,Time of Possession,23:08,,,,,,
team,201710150was,was,Time of Possession,36:52,,,,,,
player,201710150was,sfo,BeatC.00,pass_cmp,19,,,,,
player,201710150was,sfo,BeatC.00,pass_att,36,,,,,
player,201710150was,sfo,BeatC.00,pass_yds,245,,,,,
player,201710150was,sfo,BeatC.00,pass_td,1,,,,,
player,201710150was,sfo,BeatC.00,pass_int,1,,,,,
player,201710150was,sfo,BeatC.00,pass_sacked,2,,,,,
player,201710150was,sfo,BeatC.00,pass_sacked_yds,19,,,,,
player,201710150was,sfo,BeatC.00,pass_long,45,,,,,
player,201710150was,sfo,BeatC.00,pass_rating,72.1,,,,,
player,201710150was,sfo,BeatC.00,rush_att,1,,,,,
player,201710150was,sfo,BeatC.00,rush_yds,14,,,,,
player,201710150was,sfo,BeatC.00,rush_td,0,,,,,
player,201710150was,sfo,BeatC.00,rush_long,14,,,,,
player,201710150was,sfo,BeatC.00,targets,0,,,,,
player,201710150was,sfo,BeatC.00,rec,0,,,,,
player,201710150was,sfo,BeatC.00,rec_yds,0,,,,,
player,201710150was,sfo,BeatC.00,rec_td,0,,,,,
player,201710150was,sfo,BeatC.00,rec_long,0,,,,,
player,201710150was,sfo,BeatC.00,fumbles,0,,,,,
