game,2017,15,20171216,201712160kan,sdg,"Los Angeles Chargers",13,kan,"Kansas City Chiefs",30
team,201712160kan,sdg,First Downs,20,,,,,,
team,201712160kan,kan,First Downs,20,,,,,,
team,201712160kan,sdg,Rush-Yds-TDs,22-98-1,,,,,,
team,201712160kan,kan,Rush-Yds-TDs,32-174-1,,,,,,
team,201712160kan,sdg,Cmp-Att-Yd-TD-INT,20-36-227-1-3,,,,,,
team,201712160kan,kan,Cmp-Att-Yd-TD-INT,23-30-231-2-0,,,,,,
team,201712160kan,sdg,Sacked-Yards,2-18,,,,,,
team,201712160kan,kan,Sacked-Yards,1-8,,,,,,
team,201712160kan,sdg,Net Pass Yards,209,,,,,,
team,201712160kan,kan,Net Pass Yards,223,,,,,,
team,201712160kan,sdg,Total Yards,307,,,,,,
team,201712160kan,kan,Total Yards,397,,,,,,
team,201712160kan,sdg,Fumbles-Lost,1-1,,,,,,
team,201712160kan,kan,Fumbles-Lost,1-0,,,,,,
team,201712160kan,sdg,Turnovers,4,,,,,,
team,201712160kan,kan,Turnovers,0,,,,,,
team,201712160kan,sdg,Penalties-Yards,9-61,,,,,,
team,201712160kan,kan,Penalties-Yards,7-71,,,,,,
team,201712160kan,sdg,Third Down Conv.,4-11,,,,,,
team,201712160kan,kan,Third Down Conv.,6-14,,,,,,
team,201712160kan,sdg,Fourth Down Conv.,1-2,,,,,,
team,201712160kan,kan,Fourth Down Conv.,1-1,,,,,,
team,201712160kan,sdg,Time of Possession,26:39,,,,,,
team,201712160kan,kan,Time of Possession,33:21,,,,,,
player,201712160kan,sdg,RivePh00,pass_cmp,20,,,,,
player,201712160kan,sdg,RivePh00,pass_att,36,,,,,
player,201712160kan,sdg,RivePh00,pass_yds,227,,,,,
player,201712160kan,sdg,RivePh00,pass_td,1,,,,,
player,201712160kan,sdg,RivePh00,pass_int,3,,,,,
player,201712160kan,sdg,RivePh00,pass_sacked,2,,,,,
player,201712160kan,sdg,RivePh00,pass_sacked_yds,18,,,,,
player,201712160kan,sdg,RivePh00,pass_long,49,,,,,
player,201712160kan,sdg,RivePh00,pass_rating,49.2,,,,,
player,201712160kan,sdg,RivePh00,rush_att,0,,,,,
player,201712160kan,sdg,RivePh00,rush_yds,0,,,,,
player,201712160kan,sdg,RivePh00,rush_td,0,,,,,
player,201712160kan,sdg,RivePh00,rush_long,0,,,,,
player,201712160kan,sdg,RivePh00,targets,0,,,,,
player,201712160kan,sdg,RivePh00,rec,0,,,,,
player,201712160kan,sdg,RivePh00,rec_yds,0,,,,,
player,201712160kan,sdg,RivePh00,rec_td,0,,,,,
player,201712160kan,sdg,RivePh00,rec_long,0,,,,,
player,201712160kan,sdg,RivePh00,fumbles,0,,,,,
player,201712160kan,sdg,RivePh00,fumbles_lost,0,,,,,
player,201712160kan,sdg,GordMe00,pass_cmp,0,,,,,
player,201712160kan,sdg,GordMe00,pass_att,0,,,,,
player,201712160kan,sdg,GordMe00,pass_yds,0,,,,,
player,201712160kan,sdg,GordMe00,pass_td,0,,,,,
player,201712160kan,sdg,GordMe00,pass_int,0,,,,,
player,201712160kan,sdg,GordMe00,pass_sacked,0,,,,,
player,201712160kan,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201712160kan,sdg,GordMe00,pass_long,0,,,,,
player,201712160kan,sdg,GordMe00,pass_rating,,,,,,
player,201712160kan,sdg,GordMe00,rush_att,19,,,,,
player,201712160kan,sdg,GordMe00,rush_yds,78,,,,,
player,201712160kan,sdg,GordMe00,rush_td,1,,,,,
player,201712160kan,sdg,GordMe00,rush_long,15,,,,,
player,201712160kan,sdg,GordMe00,targets,8,,,,,
player,201712160kan,sdg,GordMe00,rec,6,,,,,
player,201712160kan,sdg,GordMe00,rec_yds,91,,,,,
player,201712160kan,sdg,GordMe00,rec_td,0,,,,,
player,201712160kan,sdg,GordMe00,rec_long,49,,,,,
player,201712160kan,sdg,GordMe00,fumbles,0,,,,,
player,201712160kan,sdg,GordMe00,fumbles_lost,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_cmp,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_att,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_yds,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_td,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_int,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_sacked,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_long,0,,,,,
player,201712160kan,sdg,EkelAu00,pass_rating,,,,,,
player,201712160kan,sdg,EkelAu00,rush_att,2,,,,,
player,201712160kan,sdg,EkelAu00,rush_yds,13,,,,,
