game,2017,3,20170924,201709240chi,pit,"Pittsburgh Steelers",17,chi,"Chicago Bears",23
player,201709240chi,pit,DuprAl00,def_int_td,0,,,,,
player,201709240chi,pit,DuprAl00,def_int_long,0,,,,,
player,201709240chi,pit,DuprAl00,pass_defended,0,,,,,
player,201709240chi,pit,DuprAl00,sacks,0.0,,,,,
player,201709240chi,pit,DuprAl00,tackles_combined,4,,,,,
player,201709240chi,pit,DuprAl00,tackles_solo,4,,,,,
player,201709240chi,pit,DuprAl00,tackles_assists,0,,,,,
player,201709240chi,pit,DuprAl00,tackles_loss,2,,,,,
player,201709240chi,pit,DuprAl00,qb_hits,1,,,,,
player,201709240chi,pit,DuprAl00,fumbles_rec,0,,,,,
player,201709240chi,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,DuprAl00,fumbles_forced,0,,,,,
player,201709240chi,pit,AluaTy99,def_int,0,,,,,
player,201709240chi,pit,AluaTy99,def_int_yds,0,,,,,
player,201709240chi,pit,AluaTy99,def_int_td,0,,,,,
player,201709240chi,pit,AluaTy99,def_int_long,0,,,,,
player,201709240chi,pit,AluaTy99,pass_defended,0,,,,,
player,201709240chi,pit,AluaTy99,sacks,0.0,,,,,
player,201709240chi,pit,AluaTy99,tackles_combined,3,,,,,
player,201709240chi,pit,AluaTy99,tackles_solo,2,,,,,
player,201709240chi,pit,AluaTy99,tackles_assists,1,,,,,
player,201709240chi,pit,AluaTy99,tackles_loss,0,,,,,
player,201709240chi,pit,AluaTy99,qb_hits,0,,,,,
player,201709240chi,pit,AluaTy99,fumbles_rec,0,,,,,
player,201709240chi,pit,AluaTy99,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,AluaTy99,fumbles_rec_td,0,,,,,
player,201709240chi,pit,AluaTy99,fumbles_forced,0,,,,,
player,201709240chi,pit,BurnAr00,def_int,0,,,,,
player,201709240chi,pit,BurnAr00,def_int_yds,0,,,,,
player,201709240chi,pit,BurnAr00,def_int_td,0,,,,,
player,201709240chi,pit,BurnAr00,def_int_long,0,,,,,
player,201709240chi,pit,BurnAr00,pass_defended,1,,,,,
player,201709240chi,pit,BurnAr00,sacks,0.0,,,,,
player,201709240chi,pit,BurnAr00,tackles_combined,3,,,,,
player,201709240chi,pit,BurnAr00,tackles_solo,3,,,,,
player,201709240chi,pit,BurnAr00,tackles_assists,0,,,,,
player,201709240chi,pit,BurnAr00,tackles_loss,0,,,,,
player,201709240chi,pit,BurnAr00,qb_hits,0,,,,,
player,201709240chi,pit,BurnAr00,fumbles_rec,0,,,,,
player,201709240chi,pit,BurnAr00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,BurnAr00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,BurnAr00,fumbles_forced,0,,,,,
player,201709240chi,pit,HeywCa01,def_int,0,,,,,
player,201709240chi,pit,HeywCa01,def_int_yds,0,,,,,
player,201709240chi,pit,HeywCa01,def_int_td,0,,,,,
player,201709240chi,pit,HeywCa01,def_int_long,0,,,,,
player,201709240chi,pit,HeywCa01,pass_defended,0,,,,,
player,201709240chi,pit,HeywCa01,sacks,0.0,,,,,
player,201709240chi,pit,HeywCa01,tackles_combined,3,,,,,
player,201709240chi,pit,HeywCa01,tackles_solo,3,,,,,
player,201709240chi,pit,HeywCa01,tackles_assists,0,,,,,
player,201709240chi,pit,HeywCa01,tackles_loss,0,,,,,
player,201709240chi,pit,HeywCa01,qb_hits,0,,,,,
player,201709240chi,pit,HeywCa01,fumbles_rec,0,,,,,
player,201709240chi,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201709240chi,pit,HeywCa01,fumbles_forced,0,,,,,
player,201709240chi,pit,WaltLe00,def_int,0,,,,,
player,201709240chi,pit,WaltLe00,def_int_yds,0,,,,,
player,201709240chi,pit,WaltLe00,def_int_td,0,,,,,
player,201709240chi,pit,WaltLe00,def_int_long,0,,,,,
player,201709240chi,pit,WaltLe00,pass_defended,0,,,,,
player,201709240chi,pit,WaltLe00,sacks,0.0,,,,,
player,201709240chi,pit,WaltLe00,tackles_combined,3,,,,,
player,201709240chi,pit,WaltLe00,tackles_solo,3,,,,,
player,201709240chi,pit,WaltLe00,tackles_assists,0,,,,,
player,201709240chi,pit,WaltLe00,tackles_loss,0,,,,,
player,201709240chi,pit,WaltLe00,qb_hits,0,,,,,
player,201709240chi,pit,WaltLe00,fumbles_rec,0,,,,,
player,201709240chi,pit,WaltLe00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,WaltLe00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,WaltLe00,fumbles_forced,0,,,,,
player,201709240chi,pit,HiltMi01,def_int,0,,,,,
player,201709240chi,pit,HiltMi01,def_int_yds,0,,,,,
player,201709240chi,pit,HiltMi01,def_int_td,0,,,,,
player,201709240chi,pit,HiltMi01,def_int_long,0,,,,,
player,201709240chi,pit,HiltMi01,pass_defended,0,,,,,
player,201709240chi,pit,HiltMi01,sacks,0.0,,,,,
player,201709240chi,pit,HiltMi01,tackles_combined,2,,,,,
player,201709240chi,pit,HiltMi01,tackles_solo,2,,,,,
player,201709240chi,pit,HiltMi01,tackles_assists,0,,,,,
player,201709240chi,pit,HiltMi01,tackles_loss,0,,,,,
player,201709240chi,pit,HiltMi01,qb_hits,0,,,,,
player,201709240chi,pit,HiltMi01,fumbles_rec,0,,,,,
player,201709240chi,pit,HiltMi01,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,HiltMi01,fumbles_rec_td,0,,,,,
player,201709240chi,pit,HiltMi01,fumbles_forced,0,,,,,
player,201709240chi,pit,DaviSe00,def_int,0,,,,,
player,201709240chi,pit,DaviSe00,def_int_yds,0,,,,,
player,201709240chi,pit,DaviSe00,def_int_td,0,,,,,
player,201709240chi,pit,DaviSe00,def_int_long,0,,,,,
player,201709240chi,pit,DaviSe00,pass_defended,0,,,,,
player,201709240chi,pit,DaviSe00,sacks,0.0,,,,,
player,201709240chi,pit,DaviSe00,tackles_combined,1,,,,,
player,201709240chi,pit,DaviSe00,tackles_solo,0,,,,,
player,201709240chi,pit,DaviSe00,tackles_assists,1,,,,,
player,201709240chi,pit,DaviSe00,tackles_loss,0,,,,,
player,201709240chi,pit,DaviSe00,qb_hits,0,,,,,
player,201709240chi,pit,DaviSe00,fumbles_rec,0,,,,,
player,201709240chi,pit,DaviSe00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,DaviSe00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,DaviSe00,fumbles_forced,0,,,,,
player,201709240chi,pit,GayxWi99,def_int,0,,,,,
player,201709240chi,pit,GayxWi99,def_int_yds,0,,,,,
player,201709240chi,pit,GayxWi99,def_int_td,0,,,,,
player,201709240chi,pit,GayxWi99,def_int_long,0,,,,,
player,201709240chi,pit,GayxWi99,pass_defended,1,,,,,
player,201709240chi,pit,GayxWi99,sacks,0.0,,,,,
player,201709240chi,pit,GayxWi99,tackles_combined,1,,,,,
player,201709240chi,pit,GayxWi99,tackles_solo,1,,,,,
player,201709240chi,pit,GayxWi99,tackles_assists,0,,,,,
player,201709240chi,pit,GayxWi99,tackles_loss,0,,,,,
player,201709240chi,pit,GayxWi99,qb_hits,0,,,,,
player,201709240chi,pit,GayxWi99,fumbles_rec,0,,,,,
player,201709240chi,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201709240chi,pit,GayxWi99,fumbles_forced,0,,,,,
player,201709240chi,pit,GrimXa00,def_int,0,,,,,
player,201709240chi,pit,GrimXa00,def_int_yds,0,,,,,
player,201709240chi,pit,GrimXa00,def_int_td,0,,,,,
player,201709240chi,pit,GrimXa00,def_int_long,0,,,,,
player,201709240chi,pit,GrimXa00,pass_defended,0,,,,,
player,201709240chi,pit,GrimXa00,sacks,0.0,,,,,
player,201709240chi,pit,GrimXa00,tackles_combined,1,,,,,
player,201709240chi,pit,GrimXa00,tackles_solo,0,,,,,
player,201709240chi,pit,GrimXa00,tackles_assists,1,,,,,
player,201709240chi,pit,GrimXa00,tackles_loss,0,,,,,
player,201709240chi,pit,GrimXa00,qb_hits,0,,,,,
player,201709240chi,pit,GrimXa00,fumbles_rec,0,,,,,
player,201709240chi,pit,GrimXa00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,GrimXa00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,GrimXa00,fumbles_forced,0,,,,,
player,201709240chi,pit,HeywDa00,def_int,0,,,,,
player,201709240chi,pit,HeywDa00,def_int_yds,0,,,,,
player,201709240chi,pit,HeywDa00,def_int_td,0,,,,,
player,201709240chi,pit,HeywDa00,def_int_long,0,,,,,
player,201709240chi,pit,HeywDa00,pass_defended,0,,,,,
player,201709240chi,pit,HeywDa00,sacks,0.0,,,,,
player,201709240chi,pit,HeywDa00,tackles_combined,1,,,,,
player,201709240chi,pit,HeywDa00,tackles_solo,0,,,,,
player,201709240chi,pit,HeywDa00,tackles_assists,1,,,,,
player,201709240chi,pit,HeywDa00,tackles_loss,0,,,,,
player,201709240chi,pit,HeywDa00,qb_hits,0,,,,,
player,201709240chi,pit,HeywDa00,fumbles_rec,0,,,,,
player,201709240chi,pit,HeywDa00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,HeywDa00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,HeywDa00,fumbles_forced,0,,,,,
player,201709240chi,pit,McCuDa00,def_int,0,,,,,
player,201709240chi,pit,McCuDa00,def_int_yds,0,,,,,
player,201709240chi,pit,McCuDa00,def_int_td,0,,,,,
player,201709240chi,pit,McCuDa00,def_int_long,0,,,,,
player,201709240chi,pit,McCuDa00,pass_defended,0,,,,,
player,201709240chi,pit,McCuDa00,sacks,0.0,,,,,
player,201709240chi,pit,McCuDa00,tackles_combined,1,,,,,
player,201709240chi,pit,McCuDa00,tackles_solo,1,,,,,
player,201709240chi,pit,McCuDa00,tackles_assists,0,,,,,
player,201709240chi,pit,McCuDa00,tackles_loss,0,,,,,
player,201709240chi,pit,McCuDa00,qb_hits,0,,,,,
player,201709240chi,pit,McCuDa00,fumbles_rec,0,,,,,
player,201709240chi,pit,McCuDa00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,McCuDa00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,McCuDa00,fumbles_forced,0,,,,,
player,201709240chi,pit,McDoVa00,def_int,0,,,,,
player,201709240chi,pit,McDoVa00,def_int_yds,0,,,,,
player,201709240chi,pit,McDoVa00,def_int_td,0,,,,,
player,201709240chi,pit,McDoVa00,def_int_long,0,,,,,
player,201709240chi,pit,McDoVa00,pass_defended,0,,,,,
player,201709240chi,pit,McDoVa00,sacks,0.0,,,,,
player,201709240chi,pit,McDoVa00,tackles_combined,1,,,,,
player,201709240chi,pit,McDoVa00,tackles_solo,1,,,,,
player,201709240chi,pit,McDoVa00,tackles_assists,0,,,,,
player,201709240chi,pit,McDoVa00,tackles_loss,0,,,,,
player,201709240chi,pit,McDoVa00,qb_hits,0,,,,,
player,201709240chi,pit,McDoVa00,fumbles_rec,0,,,,,
player,201709240chi,pit,McDoVa00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,McDoVa00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,McDoVa00,fumbles_forced,1,,,,,
player,201709240chi,pit,RogeEl00,def_int,0,,,,,
player,201709240chi,pit,RogeEl00,def_int_yds,0,,,,,
player,201709240chi,pit,RogeEl00,def_int_td,0,,,,,
player,201709240chi,pit,RogeEl00,def_int_long,0,,,,,
player,201709240chi,pit,RogeEl00,pass_defended,0,,,,,
player,201709240chi,pit,RogeEl00,sacks,0.0,,,,,
player,201709240chi,pit,RogeEl00,tackles_combined,1,,,,,
player,201709240chi,pit,RogeEl00,tackles_solo,1,,,,,
player,201709240chi,pit,RogeEl00,tackles_assists,0,,,,,
player,201709240chi,pit,RogeEl00,tackles_loss,0,,,,,
player,201709240chi,pit,RogeEl00,qb_hits,0,,,,,
player,201709240chi,pit,RogeEl00,fumbles_rec,0,,,,,
player,201709240chi,pit,RogeEl00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,RogeEl00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,RogeEl00,fumbles_forced,0,,,,,
player,201709240chi,pit,SensCo00,def_int,0,,,,,
player,201709240chi,pit,SensCo00,def_int_yds,0,,,,,
player,201709240chi,pit,SensCo00,def_int_td,0,,,,,
player,201709240chi,pit,SensCo00,def_int_long,0,,,,,
player,201709240chi,pit,SensCo00,pass_defended,0,,,,,
player,201709240chi,pit,SensCo00,sacks,0.0,,,,,
player,201709240chi,pit,SensCo00,tackles_combined,1,,,,,
player,201709240chi,pit,SensCo00,tackles_solo,1,,,,,
player,201709240chi,pit,SensCo00,tackles_assists,0,,,,,
player,201709240chi,pit,SensCo00,tackles_loss,0,,,,,
player,201709240chi,pit,SensCo00,qb_hits,0,,,,,
player,201709240chi,pit,SensCo00,fumbles_rec,0,,,,,
player,201709240chi,pit,SensCo00,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,SensCo00,fumbles_rec_td,0,,,,,
player,201709240chi,pit,SensCo00,fumbles_forced,0,,,,,
player,201709240chi,pit,HadeJo99,def_int,0,,,,,
player,201709240chi,pit,HadeJo99,def_int_yds,0,,,,,
player,201709240chi,pit,HadeJo99,def_int_td,0,,,,,
player,201709240chi,pit,HadeJo99,def_int_long,0,,,,,
player,201709240chi,pit,HadeJo99,pass_defended,1,,,,,
player,201709240chi,pit,HadeJo99,sacks,0.0,,,,,
player,201709240chi,pit,HadeJo99,tackles_combined,0,,,,,
player,201709240chi,pit,HadeJo99,tackles_solo,0,,,,,
player,201709240chi,pit,HadeJo99,tackles_assists,0,,,,,
player,201709240chi,pit,HadeJo99,tackles_loss,0,,,,,
player,201709240chi,pit,HadeJo99,qb_hits,0,,,,,
player,201709240chi,pit,HadeJo99,fumbles_rec,0,,,,,
player,201709240chi,pit,HadeJo99,fumbles_rec_yds,0,,,,,
player,201709240chi,pit,HadeJo99,fumbles_rec_td,0,,,,,
player,201709240chi,pit,HadeJo99,fumbles_forced,0,,,,,
player,201709240chi,chi,CallBr00,def_int,0,,,,,
player,201709240chi,chi,CallBr00,def_int_yds,0,,,,,
player,201709240chi,chi,CallBr00,def_int_td,0,,,,,
player,201709240chi,chi,CallBr00,def_int_long,0,,,,,
player,201709240chi,chi,CallBr00,pass_defended,0,,,,,
player,201709240chi,chi,CallBr00,sacks,1.0,,,,,
player,201709240chi,chi,CallBr00,tackles_combined,4,,,,,
player,201709240chi,chi,CallBr00,tackles_solo,3,,,,,
player,201709240chi,chi,CallBr00,tackles_assists,1,,,,,
player,201709240chi,chi,CallBr00,tackles_loss,0,,,,,
player,201709240chi,chi,CallBr00,qb_hits,1,,,,,
player,201709240chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201709240chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,CallBr00,fumbles_forced,1,,,,,
player,201709240chi,chi,McPhPe00,def_int,0,,,,,
player,201709240chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201709240chi,chi,McPhPe00,def_int_td,0,,,,,
player,201709240chi,chi,McPhPe00,def_int_long,0,,,,,
player,201709240chi,chi,McPhPe00,pass_defended,0,,,,,
player,201709240chi,chi,McPhPe00,sacks,1.0,,,,,
player,201709240chi,chi,McPhPe00,tackles_combined,3,,,,,
player,201709240chi,chi,McPhPe00,tackles_solo,3,,,,,
player,201709240chi,chi,McPhPe00,tackles_assists,0,,,,,
player,201709240chi,chi,McPhPe00,tackles_loss,1,,,,,
player,201709240chi,chi,McPhPe00,qb_hits,1,,,,,
player,201709240chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201709240chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201709240chi,chi,YounWi99,def_int,0,,,,,
player,201709240chi,chi,YounWi99,def_int_yds,0,,,,,
player,201709240chi,chi,YounWi99,def_int_td,0,,,,,
player,201709240chi,chi,YounWi99,def_int_long,0,,,,,
player,201709240chi,chi,YounWi99,pass_defended,0,,,,,
player,201709240chi,chi,YounWi99,sacks,1.0,,,,,
player,201709240chi,chi,YounWi99,tackles_combined,2,,,,,
player,201709240chi,chi,YounWi99,tackles_solo,1,,,,,
player,201709240chi,chi,YounWi99,tackles_assists,1,,,,,
player,201709240chi,chi,YounWi99,tackles_loss,1,,,,,
player,201709240chi,chi,YounWi99,qb_hits,3,,,,,
player,201709240chi,chi,YounWi99,fumbles_rec,0,,,,,
player,201709240chi,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201709240chi,chi,YounWi99,fumbles_forced,0,,,,,
player,201709240chi,chi,TrevDa00,def_int,0,,,,,
player,201709240chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201709240chi,chi,TrevDa00,def_int_td,0,,,,,
player,201709240chi,chi,TrevDa00,def_int_long,0,,,,,
player,201709240chi,chi,TrevDa00,pass_defended,0,,,,,
player,201709240chi,chi,TrevDa00,sacks,0.0,,,,,
player,201709240chi,chi,TrevDa00,tackles_combined,10,,,,,
player,201709240chi,chi,TrevDa00,tackles_solo,8,,,,,
player,201709240chi,chi,TrevDa00,tackles_assists,2,,,,,
player,201709240chi,chi,TrevDa00,tackles_loss,0,,,,,
player,201709240chi,chi,TrevDa00,qb_hits,0,,,,,
player,201709240chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201709240chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201709240chi,chi,FullKy00,def_int,0,,,,,
player,201709240chi,chi,FullKy00,def_int_yds,0,,,,,
player,201709240chi,chi,FullKy00,def_int_td,0,,,,,
player,201709240chi,chi,FullKy00,def_int_long,0,,,,,
player,201709240chi,chi,FullKy00,pass_defended,2,,,,,
player,201709240chi,chi,FullKy00,sacks,0.0,,,,,
player,201709240chi,chi,FullKy00,tackles_combined,5,,,,,
player,201709240chi,chi,FullKy00,tackles_solo,5,,,,,
player,201709240chi,chi,FullKy00,tackles_assists,0,,,,,
player,201709240chi,chi,FullKy00,tackles_loss,0,,,,,
player,201709240chi,chi,FullKy00,qb_hits,0,,,,,
player,201709240chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201709240chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201709240chi,chi,HickAk00,def_int,0,,,,,
player,201709240chi,chi,HickAk00,def_int_yds,0,,,,,
player,201709240chi,chi,HickAk00,def_int_td,0,,,,,
player,201709240chi,chi,HickAk00,def_int_long,0,,,,,
player,201709240chi,chi,HickAk00,pass_defended,0,,,,,
player,201709240chi,chi,HickAk00,sacks,0.0,,,,,
player,201709240chi,chi,HickAk00,tackles_combined,4,,,,,
player,201709240chi,chi,HickAk00,tackles_solo,2,,,,,
player,201709240chi,chi,HickAk00,tackles_assists,2,,,,,
player,201709240chi,chi,HickAk00,tackles_loss,0,,,,,
player,201709240chi,chi,HickAk00,qb_hits,1,,,,,
player,201709240chi,chi,HickAk00,fumbles_rec,1,,,,,
player,201709240chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201709240chi,chi,AmukPr00,def_int,0,,,,,
player,201709240chi,chi,AmukPr00,def_int_yds,0,,,,,
player,201709240chi,chi,AmukPr00,def_int_td,0,,,,,
player,201709240chi,chi,AmukPr00,def_int_long,0,,,,,
player,201709240chi,chi,AmukPr00,pass_defended,2,,,,,
player,201709240chi,chi,AmukPr00,sacks,0.0,,,,,
player,201709240chi,chi,AmukPr00,tackles_combined,3,,,,,
player,201709240chi,chi,AmukPr00,tackles_solo,2,,,,,
player,201709240chi,chi,AmukPr00,tackles_assists,1,,,,,
player,201709240chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201709240chi,chi,AmukPr00,qb_hits,0,,,,,
player,201709240chi,chi,AmukPr00,fumbles_rec,0,,,,,
player,201709240chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201709240chi,chi,BullJo00,def_int,0,,,,,
player,201709240chi,chi,BullJo00,def_int_yds,0,,,,,
player,201709240chi,chi,BullJo00,def_int_td,0,,,,,
player,201709240chi,chi,BullJo00,def_int_long,0,,,,,
player,201709240chi,chi,BullJo00,pass_defended,0,,,,,
player,201709240chi,chi,BullJo00,sacks,0.0,,,,,
player,201709240chi,chi,BullJo00,tackles_combined,2,,,,,
player,201709240chi,chi,BullJo00,tackles_solo,2,,,,,
player,201709240chi,chi,BullJo00,tackles_assists,0,,,,,
player,201709240chi,chi,BullJo00,tackles_loss,0,,,,,
player,201709240chi,chi,BullJo00,qb_hits,0,,,,,
player,201709240chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201709240chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201709240chi,chi,DempQu99,def_int,0,,,,,
player,201709240chi,chi,DempQu99,def_int_yds,0,,,,,
player,201709240chi,chi,DempQu99,def_int_td,0,,,,,
player,201709240chi,chi,DempQu99,def_int_long,0,,,,,
player,201709240chi,chi,DempQu99,pass_defended,0,,,,,
player,201709240chi,chi,DempQu99,sacks,0.0,,,,,
player,201709240chi,chi,DempQu99,tackles_combined,2,,,,,
player,201709240chi,chi,DempQu99,tackles_solo,2,,,,,
player,201709240chi,chi,DempQu99,tackles_assists,0,,,,,
player,201709240chi,chi,DempQu99,tackles_loss,0,,,,,
player,201709240chi,chi,DempQu99,qb_hits,0,,,,,
player,201709240chi,chi,DempQu99,fumbles_rec,0,,,,,
player,201709240chi,chi,DempQu99,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,DempQu99,fumbles_rec_td,0,,,,,
player,201709240chi,chi,DempQu99,fumbles_forced,0,,,,,
player,201709240chi,chi,GoldEd00,def_int,0,,,,,
player,201709240chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201709240chi,chi,GoldEd00,def_int_td,0,,,,,
player,201709240chi,chi,GoldEd00,def_int_long,0,,,,,
player,201709240chi,chi,GoldEd00,pass_defended,0,,,,,
player,201709240chi,chi,GoldEd00,sacks,0.0,,,,,
player,201709240chi,chi,GoldEd00,tackles_combined,2,,,,,
player,201709240chi,chi,GoldEd00,tackles_solo,2,,,,,
player,201709240chi,chi,GoldEd00,tackles_assists,0,,,,,
player,201709240chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201709240chi,chi,GoldEd00,qb_hits,0,,,,,
player,201709240chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201709240chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201709240chi,chi,TimuJo00,def_int,0,,,,,
player,201709240chi,chi,TimuJo00,def_int_yds,0,,,,,
player,201709240chi,chi,TimuJo00,def_int_td,0,,,,,
player,201709240chi,chi,TimuJo00,def_int_long,0,,,,,
player,201709240chi,chi,TimuJo00,pass_defended,1,,,,,
player,201709240chi,chi,TimuJo00,sacks,0.0,,,,,
player,201709240chi,chi,TimuJo00,tackles_combined,2,,,,,
player,201709240chi,chi,TimuJo00,tackles_solo,1,,,,,
player,201709240chi,chi,TimuJo00,tackles_assists,1,,,,,
player,201709240chi,chi,TimuJo00,tackles_loss,0,,,,,
player,201709240chi,chi,TimuJo00,qb_hits,0,,,,,
player,201709240chi,chi,TimuJo00,fumbles_rec,0,,,,,
player,201709240chi,chi,TimuJo00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,TimuJo00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,TimuJo00,fumbles_forced,0,,,,,
player,201709240chi,chi,AchoSa00,def_int,0,,,,,
player,201709240chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201709240chi,chi,AchoSa00,def_int_td,0,,,,,
player,201709240chi,chi,AchoSa00,def_int_long,0,,,,,
player,201709240chi,chi,AchoSa00,pass_defended,0,,,,,
player,201709240chi,chi,AchoSa00,sacks,0.0,,,,,
player,201709240chi,chi,AchoSa00,tackles_combined,1,,,,,
player,201709240chi,chi,AchoSa00,tackles_solo,1,,,,,
player,201709240chi,chi,AchoSa00,tackles_assists,0,,,,,
player,201709240chi,chi,AchoSa00,tackles_loss,0,,,,,
player,201709240chi,chi,AchoSa00,qb_hits,0,,,,,
player,201709240chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201709240chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201709240chi,chi,CoopMa00,def_int,0,,,,,
player,201709240chi,chi,CoopMa00,def_int_yds,0,,,,,
player,201709240chi,chi,CoopMa00,def_int_td,0,,,,,
player,201709240chi,chi,CoopMa00,def_int_long,0,,,,,
player,201709240chi,chi,CoopMa00,pass_defended,2,,,,,
player,201709240chi,chi,CoopMa00,sacks,0.0,,,,,
player,201709240chi,chi,CoopMa00,tackles_combined,1,,,,,
player,201709240chi,chi,CoopMa00,tackles_solo,1,,,,,
player,201709240chi,chi,CoopMa00,tackles_assists,0,,,,,
player,201709240chi,chi,CoopMa00,tackles_loss,0,,,,,
player,201709240chi,chi,CoopMa00,qb_hits,0,,,,,
player,201709240chi,chi,CoopMa00,fumbles_rec,0,,,,,
player,201709240chi,chi,CoopMa00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,CoopMa00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,CoopMa00,fumbles_forced,0,,,,,
player,201709240chi,chi,CunnBe01,def_int,0,,,,,
player,201709240chi,chi,CunnBe01,def_int_yds,0,,,,,
player,201709240chi,chi,CunnBe01,def_int_td,0,,,,,
player,201709240chi,chi,CunnBe01,def_int_long,0,,,,,
player,201709240chi,chi,CunnBe01,pass_defended,0,,,,,
player,201709240chi,chi,CunnBe01,sacks,0.0,,,,,
player,201709240chi,chi,CunnBe01,tackles_combined,1,,,,,
player,201709240chi,chi,CunnBe01,tackles_solo,1,,,,,
player,201709240chi,chi,CunnBe01,tackles_assists,0,,,,,
player,201709240chi,chi,CunnBe01,tackles_loss,0,,,,,
player,201709240chi,chi,CunnBe01,qb_hits,0,,,,,
player,201709240chi,chi,CunnBe01,fumbles_rec,0,,,,,
player,201709240chi,chi,CunnBe01,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,CunnBe01,fumbles_rec_td,0,,,,,
player,201709240chi,chi,CunnBe01,fumbles_forced,0,,,,,
player,201709240chi,chi,FloyLe00,def_int,0,,,,,
player,201709240chi,chi,FloyLe00,def_int_yds,0,,,,,
player,201709240chi,chi,FloyLe00,def_int_td,0,,,,,
player,201709240chi,chi,FloyLe00,def_int_long,0,,,,,
player,201709240chi,chi,FloyLe00,pass_defended,0,,,,,
