game,2017,12,20171126,201711260phi,chi,"Chicago Bears",3,phi,"Philadelphia Eagles",31
player,201711260phi,chi,BrowDa04,rec_long,12,,,,,
player,201711260phi,chi,BrowDa04,fumbles,0,,,,,
player,201711260phi,chi,BrowDa04,fumbles_lost,0,,,,,
player,201711260phi,chi,WrigKe01,pass_cmp,0,,,,,
player,201711260phi,chi,WrigKe01,pass_att,0,,,,,
player,201711260phi,chi,WrigKe01,pass_yds,0,,,,,
player,201711260phi,chi,WrigKe01,pass_td,0,,,,,
player,201711260phi,chi,WrigKe01,pass_int,0,,,,,
player,201711260phi,chi,WrigKe01,pass_sacked,0,,,,,
player,201711260phi,chi,WrigKe01,pass_sacked_yds,0,,,,,
player,201711260phi,chi,WrigKe01,pass_long,0,,,,,
player,201711260phi,chi,WrigKe01,pass_rating,,,,,,
player,201711260phi,chi,WrigKe01,rush_att,0,,,,,
player,201711260phi,chi,WrigKe01,rush_yds,0,,,,,
player,201711260phi,chi,WrigKe01,rush_td,0,,,,,
player,201711260phi,chi,WrigKe01,rush_long,0,,,,,
player,201711260phi,chi,WrigKe01,targets,5,,,,,
player,201711260phi,chi,WrigKe01,rec,2,,,,,
player,201711260phi,chi,WrigKe01,rec_yds,15,,,,,
player,201711260phi,chi,WrigKe01,rec_td,0,,,,,
player,201711260phi,chi,WrigKe01,rec_long,9,,,,,
player,201711260phi,chi,WrigKe01,fumbles,0,,,,,
player,201711260phi,chi,WrigKe01,fumbles_lost,0,,,,,
player,201711260phi,chi,ShahAd00,pass_cmp,0,,,,,
player,201711260phi,chi,ShahAd00,pass_att,0,,,,,
player,201711260phi,chi,ShahAd00,pass_yds,0,,,,,
player,201711260phi,chi,ShahAd00,pass_td,0,,,,,
player,201711260phi,chi,ShahAd00,pass_int,0,,,,,
player,201711260phi,chi,ShahAd00,pass_sacked,0,,,,,
player,201711260phi,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201711260phi,chi,ShahAd00,pass_long,0,,,,,
player,201711260phi,chi,ShahAd00,pass_rating,,,,,,
player,201711260phi,chi,ShahAd00,rush_att,0,,,,,
player,201711260phi,chi,ShahAd00,rush_yds,0,,,,,
player,201711260phi,chi,ShahAd00,rush_td,0,,,,,
player,201711260phi,chi,ShahAd00,rush_long,0,,,,,
player,201711260phi,chi,ShahAd00,targets,1,,,,,
player,201711260phi,chi,ShahAd00,rec,1,,,,,
player,201711260phi,chi,ShahAd00,rec_yds,1,,,,,
player,201711260phi,chi,ShahAd00,rec_td,0,,,,,
player,201711260phi,chi,ShahAd00,rec_long,1,,,,,
player,201711260phi,chi,ShahAd00,fumbles,0,,,,,
player,201711260phi,chi,ShahAd00,fumbles_lost,0,,,,,
player,201711260phi,chi,WheaMa00,pass_cmp,0,,,,,
player,201711260phi,chi,WheaMa00,pass_att,0,,,,,
player,201711260phi,chi,WheaMa00,pass_yds,0,,,,,
player,201711260phi,chi,WheaMa00,pass_td,0,,,,,
player,201711260phi,chi,WheaMa00,pass_int,0,,,,,
player,201711260phi,chi,WheaMa00,pass_sacked,0,,,,,
player,201711260phi,chi,WheaMa00,pass_sacked_yds,0,,,,,
player,201711260phi,chi,WheaMa00,pass_long,0,,,,,
player,201711260phi,chi,WheaMa00,pass_rating,,,,,,
player,201711260phi,chi,WheaMa00,rush_att,0,,,,,
player,201711260phi,chi,WheaMa00,rush_yds,0,,,,,
player,201711260phi,chi,WheaMa00,rush_td,0,,,,,
player,201711260phi,chi,WheaMa00,rush_long,0,,,,,
player,201711260phi,chi,WheaMa00,targets,1,,,,,
player,201711260phi,chi,WheaMa00,rec,0,,,,,
player,201711260phi,chi,WheaMa00,rec_yds,0,,,,,
player,201711260phi,chi,WheaMa00,rec_td,0,,,,,
player,201711260phi,chi,WheaMa00,rec_long,0,,,,,
player,201711260phi,chi,WheaMa00,fumbles,0,,,,,
player,201711260phi,chi,WheaMa00,fumbles_lost,0,,,,,
player,201711260phi,chi,SimsDi00,pass_cmp,0,,,,,
player,201711260phi,chi,SimsDi00,pass_att,0,,,,,
player,201711260phi,chi,SimsDi00,pass_yds,0,,,,,
player,201711260phi,chi,SimsDi00,pass_td,0,,,,,
player,201711260phi,chi,SimsDi00,pass_int,0,,,,,
player,201711260phi,chi,SimsDi00,pass_sacked,0,,,,,
player,201711260phi,chi,SimsDi00,pass_sacked_yds,0,,,,,
player,201711260phi,chi,SimsDi00,pass_long,0,,,,,
player,201711260phi,chi,SimsDi00,pass_rating,,,,,,
player,201711260phi,chi,SimsDi00,rush_att,0,,,,,
player,201711260phi,chi,SimsDi00,rush_yds,0,,,,,
player,201711260phi,chi,SimsDi00,rush_td,0,,,,,
player,201711260phi,chi,SimsDi00,rush_long,0,,,,,
player,201711260phi,chi,SimsDi00,targets,1,,,,,
player,201711260phi,chi,SimsDi00,rec,1,,,,,
player,201711260phi,chi,SimsDi00,rec_yds,-3,,,,,
player,201711260phi,chi,SimsDi00,rec_td,0,,,,,
player,201711260phi,chi,SimsDi00,rec_long,-3,,,,,
player,201711260phi,chi,SimsDi00,fumbles,0,,,,,
player,201711260phi,chi,SimsDi00,fumbles_lost,0,,,,,
player,201711260phi,chi,CunnBe01,pass_cmp,0,,,,,
player,201711260phi,chi,CunnBe01,pass_att,0,,,,,
player,201711260phi,chi,CunnBe01,pass_yds,0,,,,,
player,201711260phi,chi,CunnBe01,pass_td,0,,,,,
player,201711260phi,chi,CunnBe01,pass_int,0,,,,,
player,201711260phi,chi,CunnBe01,pass_sacked,0,,,,,
player,201711260phi,chi,CunnBe01,pass_sacked_yds,0,,,,,
player,201711260phi,chi,CunnBe01,pass_long,0,,,,,
player,201711260phi,chi,CunnBe01,pass_rating,,,,,,
player,201711260phi,chi,CunnBe01,rush_att,1,,,,,
player,201711260phi,chi,CunnBe01,rush_yds,-1,,,,,
player,201711260phi,chi,CunnBe01,rush_td,0,,,,,
player,201711260phi,chi,CunnBe01,rush_long,-1,,,,,
player,201711260phi,chi,CunnBe01,targets,2,,,,,
player,201711260phi,chi,CunnBe01,rec,1,,,,,
player,201711260phi,chi,CunnBe01,rec_yds,9,,,,,
player,201711260phi,chi,CunnBe01,rec_td,0,,,,,
player,201711260phi,chi,CunnBe01,rec_long,9,,,,,
player,201711260phi,chi,CunnBe01,fumbles,0,,,,,
player,201711260phi,chi,CunnBe01,fumbles_lost,0,,,,,
player,201711260phi,chi,CoheTa00,pass_cmp,0,,,,,
player,201711260phi,chi,CoheTa00,pass_att,0,,,,,
player,201711260phi,chi,CoheTa00,pass_yds,0,,,,,
player,201711260phi,chi,CoheTa00,pass_td,0,,,,,
player,201711260phi,chi,CoheTa00,pass_int,0,,,,,
player,201711260phi,chi,CoheTa00,pass_sacked,0,,,,,
player,201711260phi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201711260phi,chi,CoheTa00,pass_long,0,,,,,
player,201711260phi,chi,CoheTa00,pass_rating,,,,,,
player,201711260phi,chi,CoheTa00,rush_att,2,,,,,
player,201711260phi,chi,CoheTa00,rush_yds,-11,,,,,
player,201711260phi,chi,CoheTa00,rush_td,0,,,,,
player,201711260phi,chi,CoheTa00,rush_long,1,,,,,
player,201711260phi,chi,CoheTa00,targets,2,,,,,
player,201711260phi,chi,CoheTa00,rec,2,,,,,
player,201711260phi,chi,CoheTa00,rec_yds,8,,,,,
player,201711260phi,chi,CoheTa00,rec_td,0,,,,,
player,201711260phi,chi,CoheTa00,rec_long,7,,,,,
player,201711260phi,chi,CoheTa00,fumbles,0,,,,,
player,201711260phi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201711260phi,phi,WentCa00,pass_cmp,23,,,,,
player,201711260phi,phi,WentCa00,pass_att,36,,,,,
player,201711260phi,phi,WentCa00,pass_yds,227,,,,,
player,201711260phi,phi,WentCa00,pass_td,3,,,,,
player,201711260phi,phi,WentCa00,pass_int,0,,,,,
player,201711260phi,phi,WentCa00,pass_sacked,1,,,,,
player,201711260phi,phi,WentCa00,pass_sacked_yds,4,,,,,
player,201711260phi,phi,WentCa00,pass_long,22,,,,,
player,201711260phi,phi,WentCa00,pass_rating,109.4,,,,,
player,201711260phi,phi,WentCa00,rush_att,5,,,,,
player,201711260phi,phi,WentCa00,rush_yds,29,,,,,
player,201711260phi,phi,WentCa00,rush_td,0,,,,,
player,201711260phi,phi,WentCa00,rush_long,16,,,,,
player,201711260phi,phi,WentCa00,targets,0,,,,,
player,201711260phi,phi,WentCa00,rec,0,,,,,
player,201711260phi,phi,WentCa00,rec_yds,0,,,,,
player,201711260phi,phi,WentCa00,rec_td,0,,,,,
player,201711260phi,phi,WentCa00,rec_long,0,,,,,
player,201711260phi,phi,WentCa00,fumbles,0,,,,,
player,201711260phi,phi,WentCa00,fumbles_lost,0,,,,,
player,201711260phi,phi,FoleNi00,pass_cmp,3,,,,,
player,201711260phi,phi,FoleNi00,pass_att,3,,,,,
player,201711260phi,phi,FoleNi00,pass_yds,21,,,,,
player,201711260phi,phi,FoleNi00,pass_td,0,,,,,
player,201711260phi,phi,FoleNi00,pass_int,0,,,,,
player,201711260phi,phi,FoleNi00,pass_sacked,0,,,,,
player,201711260phi,phi,FoleNi00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,FoleNi00,pass_long,8,,,,,
player,201711260phi,phi,FoleNi00,pass_rating,95.8,,,,,
player,201711260phi,phi,FoleNi00,rush_att,4,,,,,
player,201711260phi,phi,FoleNi00,rush_yds,-3,,,,,
player,201711260phi,phi,FoleNi00,rush_td,0,,,,,
player,201711260phi,phi,FoleNi00,rush_long,0,,,,,
player,201711260phi,phi,FoleNi00,targets,0,,,,,
player,201711260phi,phi,FoleNi00,rec,0,,,,,
player,201711260phi,phi,FoleNi00,rec_yds,0,,,,,
player,201711260phi,phi,FoleNi00,rec_td,0,,,,,
player,201711260phi,phi,FoleNi00,rec_long,0,,,,,
player,201711260phi,phi,FoleNi00,fumbles,1,,,,,
player,201711260phi,phi,FoleNi00,fumbles_lost,1,,,,,
player,201711260phi,phi,BlouLe00,pass_cmp,0,,,,,
player,201711260phi,phi,BlouLe00,pass_att,0,,,,,
player,201711260phi,phi,BlouLe00,pass_yds,0,,,,,
player,201711260phi,phi,BlouLe00,pass_td,0,,,,,
player,201711260phi,phi,BlouLe00,pass_int,0,,,,,
player,201711260phi,phi,BlouLe00,pass_sacked,0,,,,,
player,201711260phi,phi,BlouLe00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,BlouLe00,pass_long,0,,,,,
player,201711260phi,phi,BlouLe00,pass_rating,,,,,,
player,201711260phi,phi,BlouLe00,rush_att,15,,,,,
player,201711260phi,phi,BlouLe00,rush_yds,97,,,,,
player,201711260phi,phi,BlouLe00,rush_td,0,,,,,
player,201711260phi,phi,BlouLe00,rush_long,35,,,,,
player,201711260phi,phi,BlouLe00,targets,0,,,,,
player,201711260phi,phi,BlouLe00,rec,0,,,,,
player,201711260phi,phi,BlouLe00,rec_yds,0,,,,,
player,201711260phi,phi,BlouLe00,rec_td,0,,,,,
player,201711260phi,phi,BlouLe00,rec_long,0,,,,,
player,201711260phi,phi,BlouLe00,fumbles,1,,,,,
player,201711260phi,phi,BlouLe00,fumbles_lost,1,,,,,
player,201711260phi,phi,ClemCo00,pass_cmp,0,,,,,
player,201711260phi,phi,ClemCo00,pass_att,0,,,,,
player,201711260phi,phi,ClemCo00,pass_yds,0,,,,,
player,201711260phi,phi,ClemCo00,pass_td,0,,,,,
player,201711260phi,phi,ClemCo00,pass_int,0,,,,,
player,201711260phi,phi,ClemCo00,pass_sacked,0,,,,,
player,201711260phi,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,ClemCo00,pass_long,0,,,,,
player,201711260phi,phi,ClemCo00,pass_rating,,,,,,
player,201711260phi,phi,ClemCo00,rush_att,4,,,,,
player,201711260phi,phi,ClemCo00,rush_yds,27,,,,,
player,201711260phi,phi,ClemCo00,rush_td,0,,,,,
player,201711260phi,phi,ClemCo00,rush_long,9,,,,,
player,201711260phi,phi,ClemCo00,targets,1,,,,,
player,201711260phi,phi,ClemCo00,rec,1,,,,,
player,201711260phi,phi,ClemCo00,rec_yds,12,,,,,
player,201711260phi,phi,ClemCo00,rec_td,0,,,,,
player,201711260phi,phi,ClemCo00,rec_long,12,,,,,
player,201711260phi,phi,ClemCo00,fumbles,0,,,,,
player,201711260phi,phi,ClemCo00,fumbles_lost,0,,,,,
player,201711260phi,phi,AjayJa00,pass_cmp,0,,,,,
player,201711260phi,phi,AjayJa00,pass_att,0,,,,,
player,201711260phi,phi,AjayJa00,pass_yds,0,,,,,
player,201711260phi,phi,AjayJa00,pass_td,0,,,,,
player,201711260phi,phi,AjayJa00,pass_int,0,,,,,
player,201711260phi,phi,AjayJa00,pass_sacked,0,,,,,
player,201711260phi,phi,AjayJa00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,AjayJa00,pass_long,0,,,,,
player,201711260phi,phi,AjayJa00,pass_rating,,,,,,
player,201711260phi,phi,AjayJa00,rush_att,5,,,,,
player,201711260phi,phi,AjayJa00,rush_yds,26,,,,,
player,201711260phi,phi,AjayJa00,rush_td,0,,,,,
player,201711260phi,phi,AjayJa00,rush_long,30,,,,,
player,201711260phi,phi,AjayJa00,targets,2,,,,,
player,201711260phi,phi,AjayJa00,rec,1,,,,,
player,201711260phi,phi,AjayJa00,rec_yds,7,,,,,
player,201711260phi,phi,AjayJa00,rec_td,0,,,,,
player,201711260phi,phi,AjayJa00,rec_long,7,,,,,
player,201711260phi,phi,AjayJa00,fumbles,1,,,,,
player,201711260phi,phi,AjayJa00,fumbles_lost,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_att,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_td,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_int,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_long,0,,,,,
player,201711260phi,phi,ErtzZa00,pass_rating,,,,,,
player,201711260phi,phi,ErtzZa00,rush_att,0,,,,,
player,201711260phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201711260phi,phi,ErtzZa00,rush_td,0,,,,,
player,201711260phi,phi,ErtzZa00,rush_long,0,,,,,
player,201711260phi,phi,ErtzZa00,targets,12,,,,,
player,201711260phi,phi,ErtzZa00,rec,10,,,,,
player,201711260phi,phi,ErtzZa00,rec_yds,103,,,,,
player,201711260phi,phi,ErtzZa00,rec_td,1,,,,,
player,201711260phi,phi,ErtzZa00,rec_long,22,,,,,
player,201711260phi,phi,ErtzZa00,fumbles,0,,,,,
player,201711260phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201711260phi,phi,JeffAl00,pass_cmp,0,,,,,
player,201711260phi,phi,JeffAl00,pass_att,0,,,,,
player,201711260phi,phi,JeffAl00,pass_yds,0,,,,,
player,201711260phi,phi,JeffAl00,pass_td,0,,,,,
player,201711260phi,phi,JeffAl00,pass_int,0,,,,,
player,201711260phi,phi,JeffAl00,pass_sacked,0,,,,,
player,201711260phi,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,JeffAl00,pass_long,0,,,,,
player,201711260phi,phi,JeffAl00,pass_rating,,,,,,
player,201711260phi,phi,JeffAl00,rush_att,0,,,,,
player,201711260phi,phi,JeffAl00,rush_yds,0,,,,,
player,201711260phi,phi,JeffAl00,rush_td,0,,,,,
player,201711260phi,phi,JeffAl00,rush_long,0,,,,,
player,201711260phi,phi,JeffAl00,targets,9,,,,,
player,201711260phi,phi,JeffAl00,rec,5,,,,,
player,201711260phi,phi,JeffAl00,rec_yds,52,,,,,
player,201711260phi,phi,JeffAl00,rec_td,1,,,,,
player,201711260phi,phi,JeffAl00,rec_long,16,,,,,
player,201711260phi,phi,JeffAl00,fumbles,0,,,,,
player,201711260phi,phi,JeffAl00,fumbles_lost,0,,,,,
player,201711260phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201711260phi,phi,AghoNe00,pass_att,0,,,,,
player,201711260phi,phi,AghoNe00,pass_yds,0,,,,,
player,201711260phi,phi,AghoNe00,pass_td,0,,,,,
player,201711260phi,phi,AghoNe00,pass_int,0,,,,,
player,201711260phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201711260phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,AghoNe00,pass_long,0,,,,,
player,201711260phi,phi,AghoNe00,pass_rating,,,,,,
player,201711260phi,phi,AghoNe00,rush_att,0,,,,,
player,201711260phi,phi,AghoNe00,rush_yds,0,,,,,
player,201711260phi,phi,AghoNe00,rush_td,0,,,,,
player,201711260phi,phi,AghoNe00,rush_long,0,,,,,
player,201711260phi,phi,AghoNe00,targets,6,,,,,
player,201711260phi,phi,AghoNe00,rec,3,,,,,
player,201711260phi,phi,AghoNe00,rec_yds,32,,,,,
player,201711260phi,phi,AghoNe00,rec_td,1,,,,,
player,201711260phi,phi,AghoNe00,rec_long,15,,,,,
player,201711260phi,phi,AghoNe00,fumbles,0,,,,,
player,201711260phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201711260phi,phi,SmitTo02,pass_cmp,0,,,,,
player,201711260phi,phi,SmitTo02,pass_att,0,,,,,
player,201711260phi,phi,SmitTo02,pass_yds,0,,,,,
player,201711260phi,phi,SmitTo02,pass_td,0,,,,,
player,201711260phi,phi,SmitTo02,pass_int,0,,,,,
player,201711260phi,phi,SmitTo02,pass_sacked,0,,,,,
player,201711260phi,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201711260phi,phi,SmitTo02,pass_long,0,,,,,
player,201711260phi,phi,SmitTo02,pass_rating,,,,,,
player,201711260phi,phi,SmitTo02,rush_att,0,,,,,
player,201711260phi,phi,SmitTo02,rush_yds,0,,,,,
player,201711260phi,phi,SmitTo02,rush_td,0,,,,,
player,201711260phi,phi,SmitTo02,rush_long,0,,,,,
player,201711260phi,phi,SmitTo02,targets,5,,,,,
player,201711260phi,phi,SmitTo02,rec,4,,,,,
player,201711260phi,phi,SmitTo02,rec_yds,30,,,,,
player,201711260phi,phi,SmitTo02,rec_td,0,,,,,
player,201711260phi,phi,SmitTo02,rec_long,11,,,,,
player,201711260phi,phi,SmitTo02,fumbles,0,,,,,
player,201711260phi,phi,SmitTo02,fumbles_lost,0,,,,,
player,201711260phi,phi,HollMa00,pass_cmp,0,,,,,
player,201711260phi,phi,HollMa00,pass_att,0,,,,,
player,201711260phi,phi,HollMa00,pass_yds,0,,,,,
player,201711260phi,phi,HollMa00,pass_td,0,,,,,
player,201711260phi,phi,HollMa00,pass_int,0,,,,,
player,201711260phi,phi,HollMa00,pass_sacked,0,,,,,
player,201711260phi,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,HollMa00,pass_long,0,,,,,
player,201711260phi,phi,HollMa00,pass_rating,,,,,,
player,201711260phi,phi,HollMa00,rush_att,0,,,,,
player,201711260phi,phi,HollMa00,rush_yds,0,,,,,
player,201711260phi,phi,HollMa00,rush_td,0,,,,,
player,201711260phi,phi,HollMa00,rush_long,0,,,,,
player,201711260phi,phi,HollMa00,targets,2,,,,,
player,201711260phi,phi,HollMa00,rec,2,,,,,
player,201711260phi,phi,HollMa00,rec_yds,12,,,,,
player,201711260phi,phi,HollMa00,rec_td,0,,,,,
player,201711260phi,phi,HollMa00,rec_long,8,,,,,
player,201711260phi,phi,HollMa00,fumbles,0,,,,,
player,201711260phi,phi,HollMa00,fumbles_lost,0,,,,,
player,201711260phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201711260phi,phi,CeleBr00,pass_att,0,,,,,
player,201711260phi,phi,CeleBr00,pass_yds,0,,,,,
player,201711260phi,phi,CeleBr00,pass_td,0,,,,,
player,201711260phi,phi,CeleBr00,pass_int,0,,,,,
player,201711260phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201711260phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201711260phi,phi,CeleBr00,pass_long,0,,,,,
player,201711260phi,phi,CeleBr00,pass_rating,,,,,,
player,201711260phi,phi,CeleBr00,rush_att,0,,,,,
player,201711260phi,phi,CeleBr00,rush_yds,0,,,,,
