game,2017,5,20171008,201710080nyg,sdg,"Los Angeles Chargers",27,nyg,"New York Giants",22
player,201710080nyg,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_cmp,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_att,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_yds,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_td,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_int,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_sacked,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_long,0,,,,,
player,201710080nyg,nyg,GallWa00,pass_rating,,,,,,
player,201710080nyg,nyg,GallWa00,rush_att,11,,,,,
player,201710080nyg,nyg,GallWa00,rush_yds,57,,,,,
player,201710080nyg,nyg,GallWa00,rush_td,0,,,,,
player,201710080nyg,nyg,GallWa00,rush_long,15,,,,,
player,201710080nyg,nyg,GallWa00,targets,5,,,,,
player,201710080nyg,nyg,GallWa00,rec,5,,,,,
player,201710080nyg,nyg,GallWa00,rec_yds,25,,,,,
player,201710080nyg,nyg,GallWa00,rec_td,0,,,,,
player,201710080nyg,nyg,GallWa00,rec_long,8,,,,,
player,201710080nyg,nyg,GallWa00,fumbles,0,,,,,
player,201710080nyg,nyg,GallWa00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_att,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_td,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_int,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_long,0,,,,,
player,201710080nyg,nyg,VereSh00,pass_rating,,,,,,
player,201710080nyg,nyg,VereSh00,rush_att,5,,,,,
player,201710080nyg,nyg,VereSh00,rush_yds,18,,,,,
player,201710080nyg,nyg,VereSh00,rush_td,0,,,,,
player,201710080nyg,nyg,VereSh00,rush_long,5,,,,,
player,201710080nyg,nyg,VereSh00,targets,5,,,,,
player,201710080nyg,nyg,VereSh00,rec,4,,,,,
player,201710080nyg,nyg,VereSh00,rec_yds,27,,,,,
player,201710080nyg,nyg,VereSh00,rec_td,0,,,,,
player,201710080nyg,nyg,VereSh00,rec_long,10,,,,,
player,201710080nyg,nyg,VereSh00,fumbles,0,,,,,
player,201710080nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201710080nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201710080nyg,nyg,BeckOd00,rush_att,1,,,,,
player,201710080nyg,nyg,BeckOd00,rush_yds,8,,,,,
player,201710080nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201710080nyg,nyg,BeckOd00,rush_long,8,,,,,
player,201710080nyg,nyg,BeckOd00,targets,8,,,,,
player,201710080nyg,nyg,BeckOd00,rec,5,,,,,
player,201710080nyg,nyg,BeckOd00,rec_yds,97,,,,,
player,201710080nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201710080nyg,nyg,BeckOd00,rec_long,48,,,,,
player,201710080nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201710080nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_cmp,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_att,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_yds,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_td,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_int,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_sacked,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_long,0,,,,,
player,201710080nyg,nyg,LewiRo03,pass_rating,,,,,,
player,201710080nyg,nyg,LewiRo03,rush_att,0,,,,,
player,201710080nyg,nyg,LewiRo03,rush_yds,0,,,,,
player,201710080nyg,nyg,LewiRo03,rush_td,0,,,,,
player,201710080nyg,nyg,LewiRo03,rush_long,0,,,,,
player,201710080nyg,nyg,LewiRo03,targets,2,,,,,
player,201710080nyg,nyg,LewiRo03,rec,1,,,,,
player,201710080nyg,nyg,LewiRo03,rec_yds,29,,,,,
player,201710080nyg,nyg,LewiRo03,rec_td,1,,,,,
player,201710080nyg,nyg,LewiRo03,rec_long,29,,,,,
player,201710080nyg,nyg,LewiRo03,fumbles,0,,,,,
player,201710080nyg,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_cmp,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_att,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_yds,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_td,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_int,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_sacked,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_long,0,,,,,
player,201710080nyg,nyg,MarsBr00,pass_rating,,,,,,
player,201710080nyg,nyg,MarsBr00,rush_att,0,,,,,
player,201710080nyg,nyg,MarsBr00,rush_yds,0,,,,,
player,201710080nyg,nyg,MarsBr00,rush_td,0,,,,,
player,201710080nyg,nyg,MarsBr00,rush_long,0,,,,,
player,201710080nyg,nyg,MarsBr00,targets,3,,,,,
player,201710080nyg,nyg,MarsBr00,rec,2,,,,,
player,201710080nyg,nyg,MarsBr00,rec_yds,15,,,,,
player,201710080nyg,nyg,MarsBr00,rec_td,0,,,,,
player,201710080nyg,nyg,MarsBr00,rec_long,12,,,,,
player,201710080nyg,nyg,MarsBr00,fumbles,0,,,,,
player,201710080nyg,nyg,MarsBr00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_cmp,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_att,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_yds,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_td,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_int,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_sacked,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_long,0,,,,,
player,201710080nyg,nyg,AdamJe01,pass_rating,,,,,,
player,201710080nyg,nyg,AdamJe01,rush_att,0,,,,,
player,201710080nyg,nyg,AdamJe01,rush_yds,0,,,,,
player,201710080nyg,nyg,AdamJe01,rush_td,0,,,,,
player,201710080nyg,nyg,AdamJe01,rush_long,0,,,,,
player,201710080nyg,nyg,AdamJe01,targets,1,,,,,
player,201710080nyg,nyg,AdamJe01,rec,1,,,,,
player,201710080nyg,nyg,AdamJe01,rec_yds,11,,,,,
player,201710080nyg,nyg,AdamJe01,rec_td,0,,,,,
player,201710080nyg,nyg,AdamJe01,rec_long,11,,,,,
player,201710080nyg,nyg,AdamJe01,fumbles,0,,,,,
player,201710080nyg,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201710080nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201710080nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201710080nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201710080nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201710080nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201710080nyg,nyg,ElliRh00,targets,2,,,,,
player,201710080nyg,nyg,ElliRh00,rec,1,,,,,
player,201710080nyg,nyg,ElliRh00,rec_yds,9,,,,,
player,201710080nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201710080nyg,nyg,ElliRh00,rec_long,9,,,,,
player,201710080nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201710080nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201710080nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201710080nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201710080nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201710080nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201710080nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201710080nyg,nyg,ShepSt00,targets,2,,,,,
player,201710080nyg,nyg,ShepSt00,rec,1,,,,,
player,201710080nyg,nyg,ShepSt00,rec_yds,9,,,,,
player,201710080nyg,nyg,ShepSt00,rec_td,0,,,,,
player,201710080nyg,nyg,ShepSt00,rec_long,9,,,,,
player,201710080nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201710080nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_cmp,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_att,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_yds,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_td,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_int,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_sacked,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_long,0,,,,,
player,201710080nyg,nyg,EngrEv00,pass_rating,,,,,,
player,201710080nyg,nyg,EngrEv00,rush_att,0,,,,,
player,201710080nyg,nyg,EngrEv00,rush_yds,0,,,,,
player,201710080nyg,nyg,EngrEv00,rush_td,0,,,,,
player,201710080nyg,nyg,EngrEv00,rush_long,0,,,,,
player,201710080nyg,nyg,EngrEv00,targets,4,,,,,
player,201710080nyg,nyg,EngrEv00,rec,0,,,,,
player,201710080nyg,nyg,EngrEv00,rec_yds,0,,,,,
player,201710080nyg,nyg,EngrEv00,rec_td,0,,,,,
player,201710080nyg,nyg,EngrEv00,rec_long,0,,,,,
player,201710080nyg,nyg,EngrEv00,fumbles,0,,,,,
player,201710080nyg,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,BostTr00,def_int,1,,,,,
player,201710080nyg,sdg,BostTr00,def_int_yds,15,,,,,
player,201710080nyg,sdg,BostTr00,def_int_td,0,,,,,
player,201710080nyg,sdg,BostTr00,def_int_long,15,,,,,
player,201710080nyg,sdg,BostTr00,pass_defended,1,,,,,
player,201710080nyg,sdg,BostTr00,sacks,0.0,,,,,
player,201710080nyg,sdg,BostTr00,tackles_combined,5,,,,,
player,201710080nyg,sdg,BostTr00,tackles_solo,4,,,,,
player,201710080nyg,sdg,BostTr00,tackles_assists,1,,,,,
player,201710080nyg,sdg,BostTr00,tackles_loss,0,,,,,
player,201710080nyg,sdg,BostTr00,qb_hits,0,,,,,
player,201710080nyg,sdg,BostTr00,fumbles_rec,0,,,,,
player,201710080nyg,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201710080nyg,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201710080nyg,sdg,BostTr00,fumbles_forced,0,,,,,
player,201710080nyg,sdg,BosaJo00,def_int,0,,,,,
player,201710080nyg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201710080nyg,sdg,BosaJo00,def_int_td,0,,,,,
player,201710080nyg,sdg,BosaJo00,def_int_long,0,,,,,
player,201710080nyg,sdg,BosaJo00,pass_defended,0,,,,,
player,201710080nyg,sdg,BosaJo00,sacks,2.0,,,,,
player,201710080nyg,sdg,BosaJo00,tackles_combined,6,,,,,
player,201710080nyg,sdg,BosaJo00,tackles_solo,2,,,,,
player,201710080nyg,sdg,BosaJo00,tackles_assists,4,,,,,
player,201710080nyg,sdg,BosaJo00,tackles_loss,1,,,,,
player,201710080nyg,sdg,BosaJo00,qb_hits,3,,,,,
