game,2017,5,20171008,201710080nyg,sdg,"Los Angeles Chargers",27,nyg,"New York Giants",22
team,201710080nyg,sdg,First Downs,21,,,,,,
team,201710080nyg,nyg,First Downs,18,,,,,,
team,201710080nyg,sdg,Rush-Yds-TDs,29-124-0,,,,,,
team,201710080nyg,nyg,Rush-Yds-TDs,25-152-1,,,,,,
team,201710080nyg,sdg,Cmp-Att-Yd-TD-INT,21-44-258-3-1,,,,,,
team,201710080nyg,nyg,Cmp-Att-Yd-TD-INT,21-36-225-2-1,,,,,,
team,201710080nyg,sdg,Sacked-Yards,0-0,,,,,,
team,201710080nyg,nyg,Sacked-Yards,5-42,,,,,,
team,201710080nyg,sdg,Net Pass Yards,258,,,,,,
team,201710080nyg,nyg,Net Pass Yards,183,,,,,,
team,201710080nyg,sdg,Total Yards,382,,,,,,
team,201710080nyg,nyg,Total Yards,335,,,,,,
team,201710080nyg,sdg,Fumbles-Lost,2-0,,,,,,
team,201710080nyg,nyg,Fumbles-Lost,2-1,,,,,,
team,201710080nyg,sdg,Turnovers,1,,,,,,
team,201710080nyg,nyg,Turnovers,2,,,,,,
team,201710080nyg,sdg,Penalties-Yards,11-87,,,,,,
team,201710080nyg,nyg,Penalties-Yards,10-67,,,,,,
team,201710080nyg,sdg,Third Down Conv.,8-18,,,,,,
team,201710080nyg,nyg,Third Down Conv.,5-15,,,,,,
team,201710080nyg,sdg,Fourth Down Conv.,0-0,,,,,,
team,201710080nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201710080nyg,sdg,Time of Possession,31:45,,,,,,
team,201710080nyg,nyg,Time of Possession,28:15,,,,,,
player,201710080nyg,sdg,RivePh00,pass_cmp,21,,,,,
player,201710080nyg,sdg,RivePh00,pass_att,44,,,,,
player,201710080nyg,sdg,RivePh00,pass_yds,258,,,,,
player,201710080nyg,sdg,RivePh00,pass_td,3,,,,,
player,201710080nyg,sdg,RivePh00,pass_int,1,,,,,
player,201710080nyg,sdg,RivePh00,pass_sacked,0,,,,,
player,201710080nyg,sdg,RivePh00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,RivePh00,pass_long,25,,,,,
player,201710080nyg,sdg,RivePh00,pass_rating,79.5,,,,,
player,201710080nyg,sdg,RivePh00,rush_att,4,,,,,
player,201710080nyg,sdg,RivePh00,rush_yds,5,,,,,
player,201710080nyg,sdg,RivePh00,rush_td,0,,,,,
player,201710080nyg,sdg,RivePh00,rush_long,8,,,,,
player,201710080nyg,sdg,RivePh00,targets,0,,,,,
player,201710080nyg,sdg,RivePh00,rec,0,,,,,
player,201710080nyg,sdg,RivePh00,rec_yds,0,,,,,
player,201710080nyg,sdg,RivePh00,rec_td,0,,,,,
player,201710080nyg,sdg,RivePh00,rec_long,0,,,,,
player,201710080nyg,sdg,RivePh00,fumbles,1,,,,,
player,201710080nyg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_cmp,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_att,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_yds,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_td,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_int,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_sacked,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_long,0,,,,,
player,201710080nyg,sdg,GordMe00,pass_rating,,,,,,
player,201710080nyg,sdg,GordMe00,rush_att,20,,,,,
player,201710080nyg,sdg,GordMe00,rush_yds,105,,,,,
player,201710080nyg,sdg,GordMe00,rush_td,0,,,,,
player,201710080nyg,sdg,GordMe00,rush_long,16,,,,,
player,201710080nyg,sdg,GordMe00,targets,8,,,,,
player,201710080nyg,sdg,GordMe00,rec,6,,,,,
player,201710080nyg,sdg,GordMe00,rec_yds,58,,,,,
player,201710080nyg,sdg,GordMe00,rec_td,2,,,,,
player,201710080nyg,sdg,GordMe00,rec_long,22,,,,,
player,201710080nyg,sdg,GordMe00,fumbles,0,,,,,
player,201710080nyg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_att,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_yds,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_td,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_int,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_long,0,,,,,
player,201710080nyg,sdg,BenjTr00,pass_rating,,,,,,
player,201710080nyg,sdg,BenjTr00,rush_att,1,,,,,
player,201710080nyg,sdg,BenjTr00,rush_yds,14,,,,,
player,201710080nyg,sdg,BenjTr00,rush_td,0,,,,,
player,201710080nyg,sdg,BenjTr00,rush_long,14,,,,,
player,201710080nyg,sdg,BenjTr00,targets,3,,,,,
player,201710080nyg,sdg,BenjTr00,rec,2,,,,,
player,201710080nyg,sdg,BenjTr00,rec_yds,18,,,,,
player,201710080nyg,sdg,BenjTr00,rec_td,0,,,,,
player,201710080nyg,sdg,BenjTr00,rec_long,12,,,,,
player,201710080nyg,sdg,BenjTr00,fumbles,0,,,,,
player,201710080nyg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_att,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_yds,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_td,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_int,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_long,0,,,,,
player,201710080nyg,sdg,AlleKe00,pass_rating,,,,,,
player,201710080nyg,sdg,AlleKe00,rush_att,0,,,,,
player,201710080nyg,sdg,AlleKe00,rush_yds,0,,,,,
player,201710080nyg,sdg,AlleKe00,rush_td,0,,,,,
player,201710080nyg,sdg,AlleKe00,rush_long,0,,,,,
player,201710080nyg,sdg,AlleKe00,targets,12,,,,,
player,201710080nyg,sdg,AlleKe00,rec,4,,,,,
player,201710080nyg,sdg,AlleKe00,rec_yds,67,,,,,
player,201710080nyg,sdg,AlleKe00,rec_td,0,,,,,
player,201710080nyg,sdg,AlleKe00,rec_long,18,,,,,
player,201710080nyg,sdg,AlleKe00,fumbles,0,,,,,
player,201710080nyg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_att,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_yds,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_td,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_int,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_long,0,,,,,
player,201710080nyg,sdg,HenrHu00,pass_rating,,,,,,
player,201710080nyg,sdg,HenrHu00,rush_att,0,,,,,
player,201710080nyg,sdg,HenrHu00,rush_yds,0,,,,,
player,201710080nyg,sdg,HenrHu00,rush_td,0,,,,,
player,201710080nyg,sdg,HenrHu00,rush_long,0,,,,,
player,201710080nyg,sdg,HenrHu00,targets,8,,,,,
player,201710080nyg,sdg,HenrHu00,rec,3,,,,,
player,201710080nyg,sdg,HenrHu00,rec_yds,42,,,,,
player,201710080nyg,sdg,HenrHu00,rec_td,1,,,,,
player,201710080nyg,sdg,HenrHu00,rec_long,25,,,,,
player,201710080nyg,sdg,HenrHu00,fumbles,0,,,,,
player,201710080nyg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_att,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_yds,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_td,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_int,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_long,0,,,,,
player,201710080nyg,sdg,EkelAu00,pass_rating,,,,,,
player,201710080nyg,sdg,EkelAu00,rush_att,4,,,,,
player,201710080nyg,sdg,EkelAu00,rush_yds,0,,,,,
player,201710080nyg,sdg,EkelAu00,rush_td,0,,,,,
player,201710080nyg,sdg,EkelAu00,rush_long,2,,,,,
player,201710080nyg,sdg,EkelAu00,targets,6,,,,,
player,201710080nyg,sdg,EkelAu00,rec,3,,,,,
player,201710080nyg,sdg,EkelAu00,rec_yds,28,,,,,
player,201710080nyg,sdg,EkelAu00,rec_td,0,,,,,
player,201710080nyg,sdg,EkelAu00,rec_long,14,,,,,
player,201710080nyg,sdg,EkelAu00,fumbles,0,,,,,
player,201710080nyg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_cmp,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_att,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_yds,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_td,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_int,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_sacked,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_long,0,,,,,
player,201710080nyg,sdg,GateAn00,pass_rating,,,,,,
player,201710080nyg,sdg,GateAn00,rush_att,0,,,,,
player,201710080nyg,sdg,GateAn00,rush_yds,0,,,,,
player,201710080nyg,sdg,GateAn00,rush_td,0,,,,,
player,201710080nyg,sdg,GateAn00,rush_long,0,,,,,
player,201710080nyg,sdg,GateAn00,targets,3,,,,,
player,201710080nyg,sdg,GateAn00,rec,2,,,,,
player,201710080nyg,sdg,GateAn00,rec_yds,23,,,,,
player,201710080nyg,sdg,GateAn00,rec_td,0,,,,,
player,201710080nyg,sdg,GateAn00,rec_long,12,,,,,
player,201710080nyg,sdg,GateAn00,fumbles,0,,,,,
player,201710080nyg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_cmp,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_att,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_yds,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_td,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_int,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_sacked,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_long,0,,,,,
player,201710080nyg,sdg,WillTy00,pass_rating,,,,,,
player,201710080nyg,sdg,WillTy00,rush_att,0,,,,,
player,201710080nyg,sdg,WillTy00,rush_yds,0,,,,,
player,201710080nyg,sdg,WillTy00,rush_td,0,,,,,
player,201710080nyg,sdg,WillTy00,rush_long,0,,,,,
player,201710080nyg,sdg,WillTy00,targets,2,,,,,
player,201710080nyg,sdg,WillTy00,rec,1,,,,,
player,201710080nyg,sdg,WillTy00,rec_yds,22,,,,,
player,201710080nyg,sdg,WillTy00,rec_td,0,,,,,
player,201710080nyg,sdg,WillTy00,rec_long,22,,,,,
player,201710080nyg,sdg,WillTy00,fumbles,0,,,,,
player,201710080nyg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201710080nyg,nyg,MannEl00,pass_cmp,21,,,,,
player,201710080nyg,nyg,MannEl00,pass_att,36,,,,,
player,201710080nyg,nyg,MannEl00,pass_yds,225,,,,,
player,201710080nyg,nyg,MannEl00,pass_td,2,,,,,
player,201710080nyg,nyg,MannEl00,pass_int,1,,,,,
player,201710080nyg,nyg,MannEl00,pass_sacked,5,,,,,
player,201710080nyg,nyg,MannEl00,pass_sacked_yds,42,,,,,
player,201710080nyg,nyg,MannEl00,pass_long,48,,,,,
player,201710080nyg,nyg,MannEl00,pass_rating,83.7,,,,,
player,201710080nyg,nyg,MannEl00,rush_att,0,,,,,
player,201710080nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201710080nyg,nyg,MannEl00,rush_td,0,,,,,
player,201710080nyg,nyg,MannEl00,rush_long,0,,,,,
player,201710080nyg,nyg,MannEl00,targets,0,,,,,
player,201710080nyg,nyg,MannEl00,rec,0,,,,,
player,201710080nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201710080nyg,nyg,MannEl00,rec_td,0,,,,,
player,201710080nyg,nyg,MannEl00,rec_long,0,,,,,
player,201710080nyg,nyg,MannEl00,fumbles,2,,,,,
player,201710080nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201710080nyg,nyg,DarkOr00,pass_cmp,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_att,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_yds,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_td,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_int,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_sacked,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_long,0,,,,,
player,201710080nyg,nyg,DarkOr00,pass_rating,,,,,,
player,201710080nyg,nyg,DarkOr00,rush_att,8,,,,,
player,201710080nyg,nyg,DarkOr00,rush_yds,69,,,,,
player,201710080nyg,nyg,DarkOr00,rush_td,1,,,,,
player,201710080nyg,nyg,DarkOr00,rush_long,23,,,,,
player,201710080nyg,nyg,DarkOr00,targets,4,,,,,
player,201710080nyg,nyg,DarkOr00,rec,1,,,,,
player,201710080nyg,nyg,DarkOr00,rec_yds,3,,,,,
player,201710080nyg,nyg,DarkOr00,rec_td,0,,,,,
player,201710080nyg,nyg,DarkOr00,rec_long,3,,,,,
player,201710080nyg,nyg,DarkOr00,fumbles,0,,,,,
