game,2017,5,20171008,201710080ram,sea,"Seattle Seahawks",16,ram,"Los Angeles Rams",10
player,201710080ram,sea,McKiJ.00,rec_td,0,,,,,
player,201710080ram,sea,McKiJ.00,rec_long,21,,,,,
player,201710080ram,sea,McKiJ.00,fumbles,0,,,,,
player,201710080ram,sea,McKiJ.00,fumbles_lost,0,,,,,
player,201710080ram,sea,RichPa01,pass_cmp,0,,,,,
player,201710080ram,sea,RichPa01,pass_att,0,,,,,
player,201710080ram,sea,RichPa01,pass_yds,0,,,,,
player,201710080ram,sea,RichPa01,pass_td,0,,,,,
player,201710080ram,sea,RichPa01,pass_int,0,,,,,
player,201710080ram,sea,RichPa01,pass_sacked,0,,,,,
player,201710080ram,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201710080ram,sea,RichPa01,pass_long,0,,,,,
player,201710080ram,sea,RichPa01,pass_rating,,,,,,
player,201710080ram,sea,RichPa01,rush_att,0,,,,,
player,201710080ram,sea,RichPa01,rush_yds,0,,,,,
player,201710080ram,sea,RichPa01,rush_td,0,,,,,
player,201710080ram,sea,RichPa01,rush_long,0,,,,,
player,201710080ram,sea,RichPa01,targets,5,,,,,
player,201710080ram,sea,RichPa01,rec,3,,,,,
player,201710080ram,sea,RichPa01,rec_yds,35,,,,,
player,201710080ram,sea,RichPa01,rec_td,0,,,,,
player,201710080ram,sea,RichPa01,rec_long,14,,,,,
player,201710080ram,sea,RichPa01,fumbles,0,,,,,
player,201710080ram,sea,RichPa01,fumbles_lost,0,,,,,
player,201710080ram,sea,VannNi00,pass_cmp,0,,,,,
player,201710080ram,sea,VannNi00,pass_att,0,,,,,
player,201710080ram,sea,VannNi00,pass_yds,0,,,,,
player,201710080ram,sea,VannNi00,pass_td,0,,,,,
player,201710080ram,sea,VannNi00,pass_int,0,,,,,
player,201710080ram,sea,VannNi00,pass_sacked,0,,,,,
player,201710080ram,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201710080ram,sea,VannNi00,pass_long,0,,,,,
player,201710080ram,sea,VannNi00,pass_rating,,,,,,
player,201710080ram,sea,VannNi00,rush_att,0,,,,,
player,201710080ram,sea,VannNi00,rush_yds,0,,,,,
player,201710080ram,sea,VannNi00,rush_td,0,,,,,
player,201710080ram,sea,VannNi00,rush_long,0,,,,,
player,201710080ram,sea,VannNi00,targets,2,,,,,
player,201710080ram,sea,VannNi00,rec,2,,,,,
player,201710080ram,sea,VannNi00,rec_yds,3,,,,,
player,201710080ram,sea,VannNi00,rec_td,0,,,,,
player,201710080ram,sea,VannNi00,rec_long,3,,,,,
player,201710080ram,sea,VannNi00,fumbles,0,,,,,
player,201710080ram,sea,VannNi00,fumbles_lost,0,,,,,
player,201710080ram,sea,WillLu00,pass_cmp,0,,,,,
player,201710080ram,sea,WillLu00,pass_att,0,,,,,
player,201710080ram,sea,WillLu00,pass_yds,0,,,,,
player,201710080ram,sea,WillLu00,pass_td,0,,,,,
player,201710080ram,sea,WillLu00,pass_int,0,,,,,
player,201710080ram,sea,WillLu00,pass_sacked,0,,,,,
player,201710080ram,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201710080ram,sea,WillLu00,pass_long,0,,,,,
player,201710080ram,sea,WillLu00,pass_rating,,,,,,
player,201710080ram,sea,WillLu00,rush_att,0,,,,,
player,201710080ram,sea,WillLu00,rush_yds,0,,,,,
player,201710080ram,sea,WillLu00,rush_td,0,,,,,
player,201710080ram,sea,WillLu00,rush_long,0,,,,,
player,201710080ram,sea,WillLu00,targets,1,,,,,
player,201710080ram,sea,WillLu00,rec,0,,,,,
player,201710080ram,sea,WillLu00,rec_yds,0,,,,,
player,201710080ram,sea,WillLu00,rec_td,0,,,,,
player,201710080ram,sea,WillLu00,rec_long,0,,,,,
player,201710080ram,sea,WillLu00,fumbles,0,,,,,
player,201710080ram,sea,WillLu00,fumbles_lost,0,,,,,
player,201710080ram,ram,GoffJa00,pass_cmp,22,,,,,
player,201710080ram,ram,GoffJa00,pass_att,47,,,,,
player,201710080ram,ram,GoffJa00,pass_yds,288,,,,,
player,201710080ram,ram,GoffJa00,pass_td,0,,,,,
player,201710080ram,ram,GoffJa00,pass_int,2,,,,,
player,201710080ram,ram,GoffJa00,pass_sacked,2,,,,,
player,201710080ram,ram,GoffJa00,pass_sacked_yds,13,,,,,
player,201710080ram,ram,GoffJa00,pass_long,35,,,,,
player,201710080ram,ram,GoffJa00,pass_rating,48.9,,,,,
player,201710080ram,ram,GoffJa00,rush_att,1,,,,,
player,201710080ram,ram,GoffJa00,rush_yds,22,,,,,
player,201710080ram,ram,GoffJa00,rush_td,0,,,,,
player,201710080ram,ram,GoffJa00,rush_long,22,,,,,
player,201710080ram,ram,GoffJa00,targets,0,,,,,
player,201710080ram,ram,GoffJa00,rec,0,,,,,
player,201710080ram,ram,GoffJa00,rec_yds,0,,,,,
player,201710080ram,ram,GoffJa00,rec_td,0,,,,,
player,201710080ram,ram,GoffJa00,rec_long,0,,,,,
player,201710080ram,ram,GoffJa00,fumbles,1,,,,,
player,201710080ram,ram,GoffJa00,fumbles_lost,1,,,,,
player,201710080ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201710080ram,ram,GurlTo01,pass_att,0,,,,,
player,201710080ram,ram,GurlTo01,pass_yds,0,,,,,
player,201710080ram,ram,GurlTo01,pass_td,0,,,,,
player,201710080ram,ram,GurlTo01,pass_int,0,,,,,
player,201710080ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201710080ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201710080ram,ram,GurlTo01,pass_long,0,,,,,
player,201710080ram,ram,GurlTo01,pass_rating,,,,,,
player,201710080ram,ram,GurlTo01,rush_att,14,,,,,
player,201710080ram,ram,GurlTo01,rush_yds,43,,,,,
player,201710080ram,ram,GurlTo01,rush_td,0,,,,,
player,201710080ram,ram,GurlTo01,rush_long,11,,,,,
player,201710080ram,ram,GurlTo01,targets,4,,,,,
player,201710080ram,ram,GurlTo01,rec,2,,,,,
player,201710080ram,ram,GurlTo01,rec_yds,7,,,,,
player,201710080ram,ram,GurlTo01,rec_td,0,,,,,
player,201710080ram,ram,GurlTo01,rec_long,6,,,,,
player,201710080ram,ram,GurlTo01,fumbles,1,,,,,
player,201710080ram,ram,GurlTo01,fumbles_lost,1,,,,,
player,201710080ram,ram,AustTa00,pass_cmp,0,,,,,
player,201710080ram,ram,AustTa00,pass_att,0,,,,,
player,201710080ram,ram,AustTa00,pass_yds,0,,,,,
player,201710080ram,ram,AustTa00,pass_td,0,,,,,
player,201710080ram,ram,AustTa00,pass_int,0,,,,,
player,201710080ram,ram,AustTa00,pass_sacked,0,,,,,
player,201710080ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,AustTa00,pass_long,0,,,,,
player,201710080ram,ram,AustTa00,pass_rating,,,,,,
player,201710080ram,ram,AustTa00,rush_att,6,,,,,
player,201710080ram,ram,AustTa00,rush_yds,27,,,,,
player,201710080ram,ram,AustTa00,rush_td,1,,,,,
player,201710080ram,ram,AustTa00,rush_long,27,,,,,
player,201710080ram,ram,AustTa00,targets,5,,,,,
player,201710080ram,ram,AustTa00,rec,3,,,,,
player,201710080ram,ram,AustTa00,rec_yds,14,,,,,
player,201710080ram,ram,AustTa00,rec_td,0,,,,,
player,201710080ram,ram,AustTa00,rec_long,9,,,,,
player,201710080ram,ram,AustTa00,fumbles,2,,,,,
player,201710080ram,ram,AustTa00,fumbles_lost,1,,,,,
player,201710080ram,ram,WoodRo02,pass_cmp,0,,,,,
player,201710080ram,ram,WoodRo02,pass_att,0,,,,,
player,201710080ram,ram,WoodRo02,pass_yds,0,,,,,
player,201710080ram,ram,WoodRo02,pass_td,0,,,,,
player,201710080ram,ram,WoodRo02,pass_int,0,,,,,
player,201710080ram,ram,WoodRo02,pass_sacked,0,,,,,
player,201710080ram,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201710080ram,ram,WoodRo02,pass_long,0,,,,,
player,201710080ram,ram,WoodRo02,pass_rating,,,,,,
player,201710080ram,ram,WoodRo02,rush_att,1,,,,,
player,201710080ram,ram,WoodRo02,rush_yds,8,,,,,
player,201710080ram,ram,WoodRo02,rush_td,0,,,,,
player,201710080ram,ram,WoodRo02,rush_long,8,,,,,
player,201710080ram,ram,WoodRo02,targets,8,,,,,
player,201710080ram,ram,WoodRo02,rec,5,,,,,
player,201710080ram,ram,WoodRo02,rec_yds,66,,,,,
player,201710080ram,ram,WoodRo02,rec_td,0,,,,,
player,201710080ram,ram,WoodRo02,rec_long,20,,,,,
player,201710080ram,ram,WoodRo02,fumbles,0,,,,,
player,201710080ram,ram,WoodRo02,fumbles_lost,0,,,,,
player,201710080ram,ram,HigbTy00,pass_cmp,0,,,,,
player,201710080ram,ram,HigbTy00,pass_att,0,,,,,
player,201710080ram,ram,HigbTy00,pass_yds,0,,,,,
player,201710080ram,ram,HigbTy00,pass_td,0,,,,,
player,201710080ram,ram,HigbTy00,pass_int,0,,,,,
player,201710080ram,ram,HigbTy00,pass_sacked,0,,,,,
player,201710080ram,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,HigbTy00,pass_long,0,,,,,
player,201710080ram,ram,HigbTy00,pass_rating,,,,,,
player,201710080ram,ram,HigbTy00,rush_att,0,,,,,
player,201710080ram,ram,HigbTy00,rush_yds,0,,,,,
player,201710080ram,ram,HigbTy00,rush_td,0,,,,,
player,201710080ram,ram,HigbTy00,rush_long,0,,,,,
player,201710080ram,ram,HigbTy00,targets,8,,,,,
player,201710080ram,ram,HigbTy00,rec,4,,,,,
player,201710080ram,ram,HigbTy00,rec_yds,98,,,,,
player,201710080ram,ram,HigbTy00,rec_td,0,,,,,
player,201710080ram,ram,HigbTy00,rec_long,35,,,,,
player,201710080ram,ram,HigbTy00,fumbles,0,,,,,
player,201710080ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201710080ram,ram,KuppCo00,pass_cmp,0,,,,,
player,201710080ram,ram,KuppCo00,pass_att,0,,,,,
player,201710080ram,ram,KuppCo00,pass_yds,0,,,,,
player,201710080ram,ram,KuppCo00,pass_td,0,,,,,
player,201710080ram,ram,KuppCo00,pass_int,0,,,,,
player,201710080ram,ram,KuppCo00,pass_sacked,0,,,,,
player,201710080ram,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,KuppCo00,pass_long,0,,,,,
player,201710080ram,ram,KuppCo00,pass_rating,,,,,,
player,201710080ram,ram,KuppCo00,rush_att,0,,,,,
player,201710080ram,ram,KuppCo00,rush_yds,0,,,,,
player,201710080ram,ram,KuppCo00,rush_td,0,,,,,
player,201710080ram,ram,KuppCo00,rush_long,0,,,,,
player,201710080ram,ram,KuppCo00,targets,8,,,,,
player,201710080ram,ram,KuppCo00,rec,3,,,,,
player,201710080ram,ram,KuppCo00,rec_yds,44,,,,,
player,201710080ram,ram,KuppCo00,rec_td,0,,,,,
player,201710080ram,ram,KuppCo00,rec_long,19,,,,,
player,201710080ram,ram,KuppCo00,fumbles,0,,,,,
player,201710080ram,ram,KuppCo00,fumbles_lost,0,,,,,
player,201710080ram,ram,BrowMa03,pass_cmp,0,,,,,
player,201710080ram,ram,BrowMa03,pass_att,0,,,,,
player,201710080ram,ram,BrowMa03,pass_yds,0,,,,,
player,201710080ram,ram,BrowMa03,pass_td,0,,,,,
player,201710080ram,ram,BrowMa03,pass_int,0,,,,,
player,201710080ram,ram,BrowMa03,pass_sacked,0,,,,,
player,201710080ram,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201710080ram,ram,BrowMa03,pass_long,0,,,,,
player,201710080ram,ram,BrowMa03,pass_rating,,,,,,
player,201710080ram,ram,BrowMa03,rush_att,0,,,,,
player,201710080ram,ram,BrowMa03,rush_yds,0,,,,,
player,201710080ram,ram,BrowMa03,rush_td,0,,,,,
player,201710080ram,ram,BrowMa03,rush_long,0,,,,,
player,201710080ram,ram,BrowMa03,targets,2,,,,,
player,201710080ram,ram,BrowMa03,rec,2,,,,,
player,201710080ram,ram,BrowMa03,rec_yds,29,,,,,
player,201710080ram,ram,BrowMa03,rec_td,0,,,,,
player,201710080ram,ram,BrowMa03,rec_long,16,,,,,
player,201710080ram,ram,BrowMa03,fumbles,0,,,,,
player,201710080ram,ram,BrowMa03,fumbles_lost,0,,,,,
player,201710080ram,ram,CoopPh00,pass_cmp,0,,,,,
player,201710080ram,ram,CoopPh00,pass_att,0,,,,,
player,201710080ram,ram,CoopPh00,pass_yds,0,,,,,
player,201710080ram,ram,CoopPh00,pass_td,0,,,,,
player,201710080ram,ram,CoopPh00,pass_int,0,,,,,
player,201710080ram,ram,CoopPh00,pass_sacked,0,,,,,
player,201710080ram,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,CoopPh00,pass_long,0,,,,,
player,201710080ram,ram,CoopPh00,pass_rating,,,,,,
player,201710080ram,ram,CoopPh00,rush_att,0,,,,,
player,201710080ram,ram,CoopPh00,rush_yds,0,,,,,
player,201710080ram,ram,CoopPh00,rush_td,0,,,,,
player,201710080ram,ram,CoopPh00,rush_long,0,,,,,
player,201710080ram,ram,CoopPh00,targets,4,,,,,
player,201710080ram,ram,CoopPh00,rec,2,,,,,
player,201710080ram,ram,CoopPh00,rec_yds,22,,,,,
player,201710080ram,ram,CoopPh00,rec_td,0,,,,,
player,201710080ram,ram,CoopPh00,rec_long,19,,,,,
player,201710080ram,ram,CoopPh00,fumbles,0,,,,,
player,201710080ram,ram,CoopPh00,fumbles_lost,0,,,,,
player,201710080ram,ram,EverGe00,pass_cmp,0,,,,,
player,201710080ram,ram,EverGe00,pass_att,0,,,,,
player,201710080ram,ram,EverGe00,pass_yds,0,,,,,
player,201710080ram,ram,EverGe00,pass_td,0,,,,,
player,201710080ram,ram,EverGe00,pass_int,0,,,,,
player,201710080ram,ram,EverGe00,pass_sacked,0,,,,,
player,201710080ram,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,EverGe00,pass_long,0,,,,,
player,201710080ram,ram,EverGe00,pass_rating,,,,,,
player,201710080ram,ram,EverGe00,rush_att,0,,,,,
player,201710080ram,ram,EverGe00,rush_yds,0,,,,,
player,201710080ram,ram,EverGe00,rush_td,0,,,,,
player,201710080ram,ram,EverGe00,rush_long,0,,,,,
player,201710080ram,ram,EverGe00,targets,3,,,,,
player,201710080ram,ram,EverGe00,rec,1,,,,,
player,201710080ram,ram,EverGe00,rec_yds,8,,,,,
player,201710080ram,ram,EverGe00,rec_td,0,,,,,
player,201710080ram,ram,EverGe00,rec_long,8,,,,,
player,201710080ram,ram,EverGe00,fumbles,0,,,,,
player,201710080ram,ram,EverGe00,fumbles_lost,0,,,,,
player,201710080ram,ram,WatkSa00,pass_cmp,0,,,,,
player,201710080ram,ram,WatkSa00,pass_att,0,,,,,
player,201710080ram,ram,WatkSa00,pass_yds,0,,,,,
player,201710080ram,ram,WatkSa00,pass_td,0,,,,,
player,201710080ram,ram,WatkSa00,pass_int,0,,,,,
player,201710080ram,ram,WatkSa00,pass_sacked,0,,,,,
player,201710080ram,ram,WatkSa00,pass_sacked_yds,0,,,,,
player,201710080ram,ram,WatkSa00,pass_long,0,,,,,
player,201710080ram,ram,WatkSa00,pass_rating,,,,,,
player,201710080ram,ram,WatkSa00,rush_att,0,,,,,
player,201710080ram,ram,WatkSa00,rush_yds,0,,,,,
player,201710080ram,ram,WatkSa00,rush_td,0,,,,,
player,201710080ram,ram,WatkSa00,rush_long,0,,,,,
player,201710080ram,ram,WatkSa00,targets,4,,,,,
player,201710080ram,ram,WatkSa00,rec,0,,,,,
player,201710080ram,ram,WatkSa00,rec_yds,0,,,,,
player,201710080ram,ram,WatkSa00,rec_td,0,,,,,
player,201710080ram,ram,WatkSa00,rec_long,0,,,,,
player,201710080ram,ram,WatkSa00,fumbles,0,,,,,
player,201710080ram,ram,WatkSa00,fumbles_lost,0,,,,,
player,201710080ram,sea,ThomEa99,def_int,1,,,,,
player,201710080ram,sea,ThomEa99,def_int_yds,19,,,,,
player,201710080ram,sea,ThomEa99,def_int_td,0,,,,,
player,201710080ram,sea,ThomEa99,def_int_long,19,,,,,
player,201710080ram,sea,ThomEa99,pass_defended,2,,,,,
player,201710080ram,sea,ThomEa99,sacks,0.0,,,,,
player,201710080ram,sea,ThomEa99,tackles_combined,7,,,,,
player,201710080ram,sea,ThomEa99,tackles_solo,6,,,,,
player,201710080ram,sea,ThomEa99,tackles_assists,1,,,,,
player,201710080ram,sea,ThomEa99,tackles_loss,0,,,,,
player,201710080ram,sea,ThomEa99,qb_hits,0,,,,,
player,201710080ram,sea,ThomEa99,fumbles_rec,0,,,,,
player,201710080ram,sea,ThomEa99,fumbles_rec_yds,0,,,,,
