game,2017,5,20171008,201710080phi,crd,"Arizona Cardinals",7,phi,"Philadelphia Eagles",34
team,201710080phi,crd,First Downs,16,,,,,,
team,201710080phi,phi,First Downs,19,,,,,,
team,201710080phi,crd,Rush-Yds-TDs,14-31-0,,,,,,
team,201710080phi,phi,Rush-Yds-TDs,33-122-0,,,,,,
team,201710080phi,crd,Cmp-Att-Yd-TD-INT,28-44-291-1-0,,,,,,
team,201710080phi,phi,Cmp-Att-Yd-TD-INT,21-30-304-4-1,,,,,,
team,201710080phi,crd,Sacked-Yards,2-15,,,,,,
team,201710080phi,phi,Sacked-Yards,1-7,,,,,,
team,201710080phi,crd,Net Pass Yards,276,,,,,,
team,201710080phi,phi,Net Pass Yards,297,,,,,,
team,201710080phi,crd,Total Yards,307,,,,,,
team,201710080phi,phi,Total Yards,419,,,,,,
team,201710080phi,crd,Fumbles-Lost,1-1,,,,,,
team,201710080phi,phi,Fumbles-Lost,0-0,,,,,,
team,201710080phi,crd,Turnovers,1,,,,,,
team,201710080phi,phi,Turnovers,1,,,,,,
team,201710080phi,crd,Penalties-Yards,7-61,,,,,,
team,201710080phi,phi,Penalties-Yards,5-60,,,,,,
team,201710080phi,crd,Third Down Conv.,4-14,,,,,,
team,201710080phi,phi,Third Down Conv.,9-14,,,,,,
team,201710080phi,crd,Fourth Down Conv.,2-3,,,,,,
team,201710080phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201710080phi,crd,Time of Possession,24:13,,,,,,
team,201710080phi,phi,Time of Possession,35:47,,,,,,
player,201710080phi,crd,PalmCa00,pass_cmp,28,,,,,
player,201710080phi,crd,PalmCa00,pass_att,44,,,,,
player,201710080phi,crd,PalmCa00,pass_yds,291,,,,,
player,201710080phi,crd,PalmCa00,pass_td,1,,,,,
player,201710080phi,crd,PalmCa00,pass_int,0,,,,,
player,201710080phi,crd,PalmCa00,pass_sacked,2,,,,,
player,201710080phi,crd,PalmCa00,pass_sacked_yds,15,,,,,
player,201710080phi,crd,PalmCa00,pass_long,28,,,,,
player,201710080phi,crd,PalmCa00,pass_rating,90.2,,,,,
player,201710080phi,crd,PalmCa00,rush_att,0,,,,,
player,201710080phi,crd,PalmCa00,rush_yds,0,,,,,
player,201710080phi,crd,PalmCa00,rush_td,0,,,,,
player,201710080phi,crd,PalmCa00,rush_long,0,,,,,
player,201710080phi,crd,PalmCa00,targets,0,,,,,
player,201710080phi,crd,PalmCa00,rec,0,,,,,
player,201710080phi,crd,PalmCa00,rec_yds,0,,,,,
player,201710080phi,crd,PalmCa00,rec_td,0,,,,,
player,201710080phi,crd,PalmCa00,rec_long,0,,,,,
player,201710080phi,crd,PalmCa00,fumbles,0,,,,,
player,201710080phi,crd,PalmCa00,fumbles_lost,0,,,,,
player,201710080phi,crd,JohnCh04,pass_cmp,0,,,,,
player,201710080phi,crd,JohnCh04,pass_att,0,,,,,
player,201710080phi,crd,JohnCh04,pass_yds,0,,,,,
player,201710080phi,crd,JohnCh04,pass_td,0,,,,,
player,201710080phi,crd,JohnCh04,pass_int,0,,,,,
player,201710080phi,crd,JohnCh04,pass_sacked,0,,,,,
player,201710080phi,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201710080phi,crd,JohnCh04,pass_long,0,,,,,
player,201710080phi,crd,JohnCh04,pass_rating,,,,,,
player,201710080phi,crd,JohnCh04,rush_att,9,,,,,
player,201710080phi,crd,JohnCh04,rush_yds,21,,,,,
player,201710080phi,crd,JohnCh04,rush_td,0,,,,,
player,201710080phi,crd,JohnCh04,rush_long,9,,,,,
player,201710080phi,crd,JohnCh04,targets,1,,,,,
player,201710080phi,crd,JohnCh04,rec,1,,,,,
player,201710080phi,crd,JohnCh04,rec_yds,8,,,,,
player,201710080phi,crd,JohnCh04,rec_td,0,,,,,
player,201710080phi,crd,JohnCh04,rec_long,8,,,,,
player,201710080phi,crd,JohnCh04,fumbles,0,,,,,
player,201710080phi,crd,JohnCh04,fumbles_lost,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_cmp,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_att,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_yds,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_td,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_int,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_sacked,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_long,0,,,,,
player,201710080phi,crd,NelsJJ00,pass_rating,,,,,,
player,201710080phi,crd,NelsJJ00,rush_att,1,,,,,
player,201710080phi,crd,NelsJJ00,rush_yds,14,,,,,
player,201710080phi,crd,NelsJJ00,rush_td,0,,,,,
player,201710080phi,crd,NelsJJ00,rush_long,14,,,,,
player,201710080phi,crd,NelsJJ00,targets,6,,,,,
player,201710080phi,crd,NelsJJ00,rec,4,,,,,
player,201710080phi,crd,NelsJJ00,rec_yds,80,,,,,
player,201710080phi,crd,NelsJJ00,rec_td,0,,,,,
player,201710080phi,crd,NelsJJ00,rec_long,28,,,,,
player,201710080phi,crd,NelsJJ00,fumbles,1,,,,,
player,201710080phi,crd,NelsJJ00,fumbles_lost,1,,,,,
player,201710080phi,crd,FitzLa00,pass_cmp,0,,,,,
player,201710080phi,crd,FitzLa00,pass_att,0,,,,,
player,201710080phi,crd,FitzLa00,pass_yds,0,,,,,
player,201710080phi,crd,FitzLa00,pass_td,0,,,,,
player,201710080phi,crd,FitzLa00,pass_int,0,,,,,
player,201710080phi,crd,FitzLa00,pass_sacked,0,,,,,
player,201710080phi,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201710080phi,crd,FitzLa00,pass_long,0,,,,,
player,201710080phi,crd,FitzLa00,pass_rating,,,,,,
player,201710080phi,crd,FitzLa00,rush_att,0,,,,,
player,201710080phi,crd,FitzLa00,rush_yds,0,,,,,
player,201710080phi,crd,FitzLa00,rush_td,0,,,,,
player,201710080phi,crd,FitzLa00,rush_long,0,,,,,
player,201710080phi,crd,FitzLa00,targets,10,,,,,
player,201710080phi,crd,FitzLa00,rec,6,,,,,
