game,2017,2,20170917,201709170tam,chi,"Chicago Bears",7,tam,"Tampa Bay Buccaneers",29
team,201709170tam,chi,First Downs,19,,,,,,
team,201709170tam,tam,First Downs,22,,,,,,
team,201709170tam,chi,Rush-Yds-TDs,16-20-0,,,,,,
team,201709170tam,tam,Rush-Yds-TDs,34-117-1,,,,,,
team,201709170tam,chi,Cmp-Att-Yd-TD-INT,31-45-301-1-2,,,,,,
team,201709170tam,tam,Cmp-Att-Yd-TD-INT,18-31-204-1-0,,,,,,
team,201709170tam,chi,Sacked-Yards,1-11,,,,,,
team,201709170tam,tam,Sacked-Yards,2-10,,,,,,
team,201709170tam,chi,Net Pass Yards,290,,,,,,
team,201709170tam,tam,Net Pass Yards,194,,,,,,
team,201709170tam,chi,Total Yards,310,,,,,,
team,201709170tam,tam,Total Yards,311,,,,,,
team,201709170tam,chi,Fumbles-Lost,2-2,,,,,,
team,201709170tam,tam,Fumbles-Lost,1-1,,,,,,
team,201709170tam,chi,Turnovers,4,,,,,,
team,201709170tam,tam,Turnovers,1,,,,,,
team,201709170tam,chi,Penalties-Yards,8-59,,,,,,
team,201709170tam,tam,Penalties-Yards,4-34,,,,,,
team,201709170tam,chi,Third Down Conv.,7-14,,,,,,
team,201709170tam,tam,Third Down Conv.,8-15,,,,,,
team,201709170tam,chi,Fourth Down Conv.,0-2,,,,,,
team,201709170tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201709170tam,chi,Time of Possession,26:49,,,,,,
team,201709170tam,tam,Time of Possession,33:11,,,,,,
player,201709170tam,chi,GlenMi00,pass_cmp,31,,,,,
player,201709170tam,chi,GlenMi00,pass_att,45,,,,,
player,201709170tam,chi,GlenMi00,pass_yds,301,,,,,
player,201709170tam,chi,GlenMi00,pass_td,1,,,,,
player,201709170tam,chi,GlenMi00,pass_int,2,,,,,
player,201709170tam,chi,GlenMi00,pass_sacked,1,,,,,
player,201709170tam,chi,GlenMi00,pass_sacked_yds,11,,,,,
player,201709170tam,chi,GlenMi00,pass_long,20,,,,,
player,201709170tam,chi,GlenMi00,pass_rating,76.2,,,,,
player,201709170tam,chi,GlenMi00,rush_att,0,,,,,
player,201709170tam,chi,GlenMi00,rush_yds,0,,,,,
player,201709170tam,chi,GlenMi00,rush_td,0,,,,,
player,201709170tam,chi,GlenMi00,rush_long,0,,,,,
player,201709170tam,chi,GlenMi00,targets,0,,,,,
player,201709170tam,chi,GlenMi00,rec,0,,,,,
