game,2017,3,20170925,201709250crd,dal,"Dallas Cowboys",28,crd,"Arizona Cardinals",17
player,201709250crd,dal,ButlBr00,rush_long,0,,,,,
player,201709250crd,dal,ButlBr00,targets,2,,,,,
player,201709250crd,dal,ButlBr00,rec,2,,,,,
player,201709250crd,dal,ButlBr00,rec_yds,90,,,,,
player,201709250crd,dal,ButlBr00,rec_td,1,,,,,
player,201709250crd,dal,ButlBr00,rec_long,53,,,,,
player,201709250crd,dal,ButlBr00,fumbles,0,,,,,
player,201709250crd,dal,ButlBr00,fumbles_lost,0,,,,,
player,201709250crd,dal,WillTe01,pass_cmp,0,,,,,
player,201709250crd,dal,WillTe01,pass_att,0,,,,,
player,201709250crd,dal,WillTe01,pass_yds,0,,,,,
player,201709250crd,dal,WillTe01,pass_td,0,,,,,
player,201709250crd,dal,WillTe01,pass_int,0,,,,,
player,201709250crd,dal,WillTe01,pass_sacked,0,,,,,
player,201709250crd,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201709250crd,dal,WillTe01,pass_long,0,,,,,
player,201709250crd,dal,WillTe01,pass_rating,,,,,,
player,201709250crd,dal,WillTe01,rush_att,0,,,,,
player,201709250crd,dal,WillTe01,rush_yds,0,,,,,
player,201709250crd,dal,WillTe01,rush_td,0,,,,,
player,201709250crd,dal,WillTe01,rush_long,0,,,,,
player,201709250crd,dal,WillTe01,targets,4,,,,,
player,201709250crd,dal,WillTe01,rec,3,,,,,
player,201709250crd,dal,WillTe01,rec_yds,47,,,,,
player,201709250crd,dal,WillTe01,rec_td,0,,,,,
player,201709250crd,dal,WillTe01,rec_long,22,,,,,
player,201709250crd,dal,WillTe01,fumbles,0,,,,,
player,201709250crd,dal,WillTe01,fumbles_lost,0,,,,,
player,201709250crd,dal,BrowNo00,pass_cmp,0,,,,,
player,201709250crd,dal,BrowNo00,pass_att,0,,,,,
player,201709250crd,dal,BrowNo00,pass_yds,0,,,,,
player,201709250crd,dal,BrowNo00,pass_td,0,,,,,
player,201709250crd,dal,BrowNo00,pass_int,0,,,,,
player,201709250crd,dal,BrowNo00,pass_sacked,0,,,,,
player,201709250crd,dal,BrowNo00,pass_sacked_yds,0,,,,,
player,201709250crd,dal,BrowNo00,pass_long,0,,,,,
player,201709250crd,dal,BrowNo00,pass_rating,,,,,,
player,201709250crd,dal,BrowNo00,rush_att,0,,,,,
player,201709250crd,dal,BrowNo00,rush_yds,0,,,,,
player,201709250crd,dal,BrowNo00,rush_td,0,,,,,
player,201709250crd,dal,BrowNo00,rush_long,0,,,,,
player,201709250crd,dal,BrowNo00,targets,1,,,,,
player,201709250crd,dal,BrowNo00,rec,1,,,,,
player,201709250crd,dal,BrowNo00,rec_yds,13,,,,,
player,201709250crd,dal,BrowNo00,rec_td,0,,,,,
player,201709250crd,dal,BrowNo00,rec_long,13,,,,,
player,201709250crd,dal,BrowNo00,fumbles,0,,,,,
player,201709250crd,dal,BrowNo00,fumbles_lost,0,,,,,
player,201709250crd,dal,BryaDe01,pass_cmp,0,,,,,
player,201709250crd,dal,BryaDe01,pass_att,0,,,,,
player,201709250crd,dal,BryaDe01,pass_yds,0,,,,,
player,201709250crd,dal,BryaDe01,pass_td,0,,,,,
player,201709250crd,dal,BryaDe01,pass_int,0,,,,,
player,201709250crd,dal,BryaDe01,pass_sacked,0,,,,,
player,201709250crd,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201709250crd,dal,BryaDe01,pass_long,0,,,,,
player,201709250crd,dal,BryaDe01,pass_rating,,,,,,
player,201709250crd,dal,BryaDe01,rush_att,0,,,,,
player,201709250crd,dal,BryaDe01,rush_yds,0,,,,,
player,201709250crd,dal,BryaDe01,rush_td,0,,,,,
player,201709250crd,dal,BryaDe01,rush_long,0,,,,,
player,201709250crd,dal,BryaDe01,targets,2,,,,,
player,201709250crd,dal,BryaDe01,rec,2,,,,,
player,201709250crd,dal,BryaDe01,rec_yds,12,,,,,
player,201709250crd,dal,BryaDe01,rec_td,1,,,,,
player,201709250crd,dal,BryaDe01,rec_long,15,,,,,
player,201709250crd,dal,BryaDe01,fumbles,0,,,,,
player,201709250crd,dal,BryaDe01,fumbles_lost,0,,,,,
player,201709250crd,dal,BeasCo00,pass_cmp,0,,,,,
player,201709250crd,dal,BeasCo00,pass_att,0,,,,,
player,201709250crd,dal,BeasCo00,pass_yds,0,,,,,
player,201709250crd,dal,BeasCo00,pass_td,0,,,,,
player,201709250crd,dal,BeasCo00,pass_int,0,,,,,
player,201709250crd,dal,BeasCo00,pass_sacked,0,,,,,
player,201709250crd,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201709250crd,dal,BeasCo00,pass_long,0,,,,,
player,201709250crd,dal,BeasCo00,pass_rating,,,,,,
player,201709250crd,dal,BeasCo00,rush_att,0,,,,,
player,201709250crd,dal,BeasCo00,rush_yds,0,,,,,
player,201709250crd,dal,BeasCo00,rush_td,0,,,,,
player,201709250crd,dal,BeasCo00,rush_long,0,,,,,
player,201709250crd,dal,BeasCo00,targets,1,,,,,
player,201709250crd,dal,BeasCo00,rec,1,,,,,
player,201709250crd,dal,BeasCo00,rec_yds,4,,,,,
player,201709250crd,dal,BeasCo00,rec_td,0,,,,,
player,201709250crd,dal,BeasCo00,rec_long,4,,,,,
player,201709250crd,dal,BeasCo00,fumbles,0,,,,,
player,201709250crd,dal,BeasCo00,fumbles_lost,0,,,,,
player,201709250crd,dal,WittJa00,pass_cmp,0,,,,,
player,201709250crd,dal,WittJa00,pass_att,0,,,,,
player,201709250crd,dal,WittJa00,pass_yds,0,,,,,
player,201709250crd,dal,WittJa00,pass_td,0,,,,,
player,201709250crd,dal,WittJa00,pass_int,0,,,,,
player,201709250crd,dal,WittJa00,pass_sacked,0,,,,,
player,201709250crd,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201709250crd,dal,WittJa00,pass_long,0,,,,,
player,201709250crd,dal,WittJa00,pass_rating,,,,,,
player,201709250crd,dal,WittJa00,rush_att,0,,,,,
player,201709250crd,dal,WittJa00,rush_yds,0,,,,,
player,201709250crd,dal,WittJa00,rush_td,0,,,,,
player,201709250crd,dal,WittJa00,rush_long,0,,,,,
player,201709250crd,dal,WittJa00,targets,4,,,,,
player,201709250crd,dal,WittJa00,rec,1,,,,,
player,201709250crd,dal,WittJa00,rec_yds,3,,,,,
player,201709250crd,dal,WittJa00,rec_td,0,,,,,
player,201709250crd,dal,WittJa00,rec_long,3,,,,,
player,201709250crd,dal,WittJa00,fumbles,0,,,,,
player,201709250crd,dal,WittJa00,fumbles_lost,0,,,,,
player,201709250crd,crd,PalmCa00,pass_cmp,29,,,,,
player,201709250crd,crd,PalmCa00,pass_att,48,,,,,
player,201709250crd,crd,PalmCa00,pass_yds,325,,,,,
player,201709250crd,crd,PalmCa00,pass_td,2,,,,,
player,201709250crd,crd,PalmCa00,pass_int,0,,,,,
player,201709250crd,crd,PalmCa00,pass_sacked,6,,,,,
player,201709250crd,crd,PalmCa00,pass_sacked_yds,42,,,,,
player,201709250crd,crd,PalmCa00,pass_long,37,,,,,
player,201709250crd,crd,PalmCa00,pass_rating,94.5,,,,,
player,201709250crd,crd,PalmCa00,rush_att,3,,,,,
player,201709250crd,crd,PalmCa00,rush_yds,7,,,,,
player,201709250crd,crd,PalmCa00,rush_td,0,,,,,
player,201709250crd,crd,PalmCa00,rush_long,3,,,,,
player,201709250crd,crd,PalmCa00,targets,0,,,,,
player,201709250crd,crd,PalmCa00,rec,0,,,,,
player,201709250crd,crd,PalmCa00,rec_yds,0,,,,,
player,201709250crd,crd,PalmCa00,rec_td,0,,,,,
player,201709250crd,crd,PalmCa00,rec_long,0,,,,,
player,201709250crd,crd,PalmCa00,fumbles,0,,,,,
player,201709250crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201709250crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201709250crd,crd,ElliAn00,pass_att,0,,,,,
player,201709250crd,crd,ElliAn00,pass_yds,0,,,,,
player,201709250crd,crd,ElliAn00,pass_td,0,,,,,
player,201709250crd,crd,ElliAn00,pass_int,0,,,,,
player,201709250crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201709250crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,ElliAn00,pass_long,0,,,,,
player,201709250crd,crd,ElliAn00,pass_rating,,,,,,
player,201709250crd,crd,ElliAn00,rush_att,5,,,,,
player,201709250crd,crd,ElliAn00,rush_yds,22,,,,,
player,201709250crd,crd,ElliAn00,rush_td,0,,,,,
player,201709250crd,crd,ElliAn00,rush_long,6,,,,,
player,201709250crd,crd,ElliAn00,targets,8,,,,,
player,201709250crd,crd,ElliAn00,rec,5,,,,,
player,201709250crd,crd,ElliAn00,rec_yds,59,,,,,
player,201709250crd,crd,ElliAn00,rec_td,0,,,,,
player,201709250crd,crd,ElliAn00,rec_long,20,,,,,
player,201709250crd,crd,ElliAn00,fumbles,0,,,,,
player,201709250crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201709250crd,crd,JohnCh04,pass_cmp,0,,,,,
player,201709250crd,crd,JohnCh04,pass_att,0,,,,,
player,201709250crd,crd,JohnCh04,pass_yds,0,,,,,
player,201709250crd,crd,JohnCh04,pass_td,0,,,,,
player,201709250crd,crd,JohnCh04,pass_int,0,,,,,
player,201709250crd,crd,JohnCh04,pass_sacked,0,,,,,
player,201709250crd,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201709250crd,crd,JohnCh04,pass_long,0,,,,,
player,201709250crd,crd,JohnCh04,pass_rating,,,,,,
player,201709250crd,crd,JohnCh04,rush_att,12,,,,,
player,201709250crd,crd,JohnCh04,rush_yds,17,,,,,
player,201709250crd,crd,JohnCh04,rush_td,0,,,,,
player,201709250crd,crd,JohnCh04,rush_long,5,,,,,
player,201709250crd,crd,JohnCh04,targets,2,,,,,
player,201709250crd,crd,JohnCh04,rec,1,,,,,
player,201709250crd,crd,JohnCh04,rec_yds,4,,,,,
player,201709250crd,crd,JohnCh04,rec_td,0,,,,,
player,201709250crd,crd,JohnCh04,rec_long,4,,,,,
player,201709250crd,crd,JohnCh04,fumbles,0,,,,,
player,201709250crd,crd,JohnCh04,fumbles_lost,0,,,,,
player,201709250crd,crd,WillKe05,pass_cmp,0,,,,,
player,201709250crd,crd,WillKe05,pass_att,0,,,,,
player,201709250crd,crd,WillKe05,pass_yds,0,,,,,
player,201709250crd,crd,WillKe05,pass_td,0,,,,,
player,201709250crd,crd,WillKe05,pass_int,0,,,,,
player,201709250crd,crd,WillKe05,pass_sacked,0,,,,,
player,201709250crd,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201709250crd,crd,WillKe05,pass_long,0,,,,,
player,201709250crd,crd,WillKe05,pass_rating,,,,,,
player,201709250crd,crd,WillKe05,rush_att,1,,,,,
player,201709250crd,crd,WillKe05,rush_yds,3,,,,,
player,201709250crd,crd,WillKe05,rush_td,0,,,,,
player,201709250crd,crd,WillKe05,rush_long,3,,,,,
player,201709250crd,crd,WillKe05,targets,0,,,,,
player,201709250crd,crd,WillKe05,rec,0,,,,,
player,201709250crd,crd,WillKe05,rec_yds,0,,,,,
player,201709250crd,crd,WillKe05,rec_td,0,,,,,
player,201709250crd,crd,WillKe05,rec_long,0,,,,,
player,201709250crd,crd,WillKe05,fumbles,0,,,,,
player,201709250crd,crd,WillKe05,fumbles_lost,0,,,,,
player,201709250crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201709250crd,crd,FitzLa00,pass_att,0,,,,,
player,201709250crd,crd,FitzLa00,pass_yds,0,,,,,
player,201709250crd,crd,FitzLa00,pass_td,0,,,,,
player,201709250crd,crd,FitzLa00,pass_int,0,,,,,
player,201709250crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201709250crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,FitzLa00,pass_long,0,,,,,
player,201709250crd,crd,FitzLa00,pass_rating,,,,,,
player,201709250crd,crd,FitzLa00,rush_att,0,,,,,
player,201709250crd,crd,FitzLa00,rush_yds,0,,,,,
player,201709250crd,crd,FitzLa00,rush_td,0,,,,,
player,201709250crd,crd,FitzLa00,rush_long,0,,,,,
player,201709250crd,crd,FitzLa00,targets,15,,,,,
player,201709250crd,crd,FitzLa00,rec,13,,,,,
player,201709250crd,crd,FitzLa00,rec_yds,149,,,,,
player,201709250crd,crd,FitzLa00,rec_td,1,,,,,
player,201709250crd,crd,FitzLa00,rec_long,37,,,,,
player,201709250crd,crd,FitzLa00,fumbles,0,,,,,
player,201709250crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201709250crd,crd,GresJe00,pass_cmp,0,,,,,
player,201709250crd,crd,GresJe00,pass_att,0,,,,,
player,201709250crd,crd,GresJe00,pass_yds,0,,,,,
player,201709250crd,crd,GresJe00,pass_td,0,,,,,
player,201709250crd,crd,GresJe00,pass_int,0,,,,,
player,201709250crd,crd,GresJe00,pass_sacked,0,,,,,
player,201709250crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,GresJe00,pass_long,0,,,,,
player,201709250crd,crd,GresJe00,pass_rating,,,,,,
player,201709250crd,crd,GresJe00,rush_att,0,,,,,
player,201709250crd,crd,GresJe00,rush_yds,0,,,,,
player,201709250crd,crd,GresJe00,rush_td,0,,,,,
player,201709250crd,crd,GresJe00,rush_long,0,,,,,
player,201709250crd,crd,GresJe00,targets,9,,,,,
player,201709250crd,crd,GresJe00,rec,5,,,,,
player,201709250crd,crd,GresJe00,rec_yds,47,,,,,
player,201709250crd,crd,GresJe00,rec_td,0,,,,,
player,201709250crd,crd,GresJe00,rec_long,20,,,,,
player,201709250crd,crd,GresJe00,fumbles,0,,,,,
player,201709250crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201709250crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201709250crd,crd,BrowJa03,pass_att,0,,,,,
player,201709250crd,crd,BrowJa03,pass_yds,0,,,,,
player,201709250crd,crd,BrowJa03,pass_td,0,,,,,
player,201709250crd,crd,BrowJa03,pass_int,0,,,,,
player,201709250crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201709250crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201709250crd,crd,BrowJa03,pass_long,0,,,,,
player,201709250crd,crd,BrowJa03,pass_rating,,,,,,
player,201709250crd,crd,BrowJa03,rush_att,0,,,,,
player,201709250crd,crd,BrowJa03,rush_yds,0,,,,,
player,201709250crd,crd,BrowJa03,rush_td,0,,,,,
player,201709250crd,crd,BrowJa03,rush_long,0,,,,,
player,201709250crd,crd,BrowJa03,targets,6,,,,,
player,201709250crd,crd,BrowJa03,rec,2,,,,,
player,201709250crd,crd,BrowJa03,rec_yds,27,,,,,
player,201709250crd,crd,BrowJa03,rec_td,1,,,,,
player,201709250crd,crd,BrowJa03,rec_long,25,,,,,
player,201709250crd,crd,BrowJa03,fumbles,0,,,,,
player,201709250crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201709250crd,crd,GoldBr00,pass_cmp,0,,,,,
player,201709250crd,crd,GoldBr00,pass_att,0,,,,,
player,201709250crd,crd,GoldBr00,pass_yds,0,,,,,
player,201709250crd,crd,GoldBr00,pass_td,0,,,,,
player,201709250crd,crd,GoldBr00,pass_int,0,,,,,
player,201709250crd,crd,GoldBr00,pass_sacked,0,,,,,
player,201709250crd,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,GoldBr00,pass_long,0,,,,,
player,201709250crd,crd,GoldBr00,pass_rating,,,,,,
player,201709250crd,crd,GoldBr00,rush_att,0,,,,,
player,201709250crd,crd,GoldBr00,rush_yds,0,,,,,
player,201709250crd,crd,GoldBr00,rush_td,0,,,,,
player,201709250crd,crd,GoldBr00,rush_long,0,,,,,
player,201709250crd,crd,GoldBr00,targets,3,,,,,
player,201709250crd,crd,GoldBr00,rec,1,,,,,
player,201709250crd,crd,GoldBr00,rec_yds,21,,,,,
player,201709250crd,crd,GoldBr00,rec_td,0,,,,,
player,201709250crd,crd,GoldBr00,rec_long,21,,,,,
player,201709250crd,crd,GoldBr00,fumbles,0,,,,,
player,201709250crd,crd,GoldBr00,fumbles_lost,0,,,,,
player,201709250crd,crd,NiklTr00,pass_cmp,0,,,,,
player,201709250crd,crd,NiklTr00,pass_att,0,,,,,
player,201709250crd,crd,NiklTr00,pass_yds,0,,,,,
player,201709250crd,crd,NiklTr00,pass_td,0,,,,,
player,201709250crd,crd,NiklTr00,pass_int,0,,,,,
player,201709250crd,crd,NiklTr00,pass_sacked,0,,,,,
player,201709250crd,crd,NiklTr00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,NiklTr00,pass_long,0,,,,,
player,201709250crd,crd,NiklTr00,pass_rating,,,,,,
player,201709250crd,crd,NiklTr00,rush_att,0,,,,,
player,201709250crd,crd,NiklTr00,rush_yds,0,,,,,
player,201709250crd,crd,NiklTr00,rush_td,0,,,,,
player,201709250crd,crd,NiklTr00,rush_long,0,,,,,
player,201709250crd,crd,NiklTr00,targets,1,,,,,
player,201709250crd,crd,NiklTr00,rec,1,,,,,
player,201709250crd,crd,NiklTr00,rec_yds,10,,,,,
player,201709250crd,crd,NiklTr00,rec_td,0,,,,,
player,201709250crd,crd,NiklTr00,rec_long,10,,,,,
player,201709250crd,crd,NiklTr00,fumbles,0,,,,,
player,201709250crd,crd,NiklTr00,fumbles_lost,0,,,,,
player,201709250crd,crd,WillCh05,pass_cmp,0,,,,,
player,201709250crd,crd,WillCh05,pass_att,0,,,,,
player,201709250crd,crd,WillCh05,pass_yds,0,,,,,
player,201709250crd,crd,WillCh05,pass_td,0,,,,,
player,201709250crd,crd,WillCh05,pass_int,0,,,,,
player,201709250crd,crd,WillCh05,pass_sacked,0,,,,,
player,201709250crd,crd,WillCh05,pass_sacked_yds,0,,,,,
player,201709250crd,crd,WillCh05,pass_long,0,,,,,
player,201709250crd,crd,WillCh05,pass_rating,,,,,,
player,201709250crd,crd,WillCh05,rush_att,0,,,,,
player,201709250crd,crd,WillCh05,rush_yds,0,,,,,
player,201709250crd,crd,WillCh05,rush_td,0,,,,,
player,201709250crd,crd,WillCh05,rush_long,0,,,,,
player,201709250crd,crd,WillCh05,targets,1,,,,,
player,201709250crd,crd,WillCh05,rec,1,,,,,
player,201709250crd,crd,WillCh05,rec_yds,8,,,,,
player,201709250crd,crd,WillCh05,rec_td,0,,,,,
player,201709250crd,crd,WillCh05,rec_long,8,,,,,
player,201709250crd,crd,WillCh05,fumbles,0,,,,,
player,201709250crd,crd,WillCh05,fumbles_lost,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_att,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_td,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_int,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_long,0,,,,,
player,201709250crd,crd,NelsJJ00,pass_rating,,,,,,
player,201709250crd,crd,NelsJJ00,rush_att,0,,,,,
player,201709250crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201709250crd,crd,NelsJJ00,rush_td,0,,,,,
player,201709250crd,crd,NelsJJ00,rush_long,0,,,,,
player,201709250crd,crd,NelsJJ00,targets,3,,,,,
player,201709250crd,crd,NelsJJ00,rec,0,,,,,
player,201709250crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201709250crd,crd,NelsJJ00,rec_td,0,,,,,
player,201709250crd,crd,NelsJJ00,rec_long,0,,,,,
player,201709250crd,crd,NelsJJ00,fumbles,0,,,,,
player,201709250crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201709250crd,dal,LawrDe00,def_int,0,,,,,
player,201709250crd,dal,LawrDe00,def_int_yds,0,,,,,
player,201709250crd,dal,LawrDe00,def_int_td,0,,,,,
player,201709250crd,dal,LawrDe00,def_int_long,0,,,,,
player,201709250crd,dal,LawrDe00,pass_defended,0,,,,,
player,201709250crd,dal,LawrDe00,sacks,3.0,,,,,
player,201709250crd,dal,LawrDe00,tackles_combined,5,,,,,
player,201709250crd,dal,LawrDe00,tackles_solo,5,,,,,
player,201709250crd,dal,LawrDe00,tackles_assists,0,,,,,
player,201709250crd,dal,LawrDe00,tackles_loss,3,,,,,
player,201709250crd,dal,LawrDe00,qb_hits,6,,,,,
player,201709250crd,dal,LawrDe00,fumbles_rec,0,,,,,
player,201709250crd,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201709250crd,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201709250crd,dal,LawrDe00,fumbles_forced,0,,,,,
player,201709250crd,dal,CollMa00,def_int,0,,,,,
player,201709250crd,dal,CollMa00,def_int_yds,0,,,,,
player,201709250crd,dal,CollMa00,def_int_td,0,,,,,
player,201709250crd,dal,CollMa00,def_int_long,0,,,,,
player,201709250crd,dal,CollMa00,pass_defended,0,,,,,
player,201709250crd,dal,CollMa00,sacks,2.0,,,,,
player,201709250crd,dal,CollMa00,tackles_combined,5,,,,,
player,201709250crd,dal,CollMa00,tackles_solo,4,,,,,
player,201709250crd,dal,CollMa00,tackles_assists,1,,,,,
player,201709250crd,dal,CollMa00,tackles_loss,2,,,,,
player,201709250crd,dal,CollMa00,qb_hits,2,,,,,
player,201709250crd,dal,CollMa00,fumbles_rec,0,,,,,
player,201709250crd,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201709250crd,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201709250crd,dal,CollMa00,fumbles_forced,0,,,,,
player,201709250crd,dal,CrawTy00,def_int,0,,,,,
player,201709250crd,dal,CrawTy00,def_int_yds,0,,,,,
player,201709250crd,dal,CrawTy00,def_int_td,0,,,,,
