game,2017,7,20171022,201710220cle,oti,"Tennessee Titans",12,cle,"Cleveland Browns",9
team,201710220cle,oti,First Downs,16,,,,,,
team,201710220cle,cle,First Downs,19,,,,,,
team,201710220cle,oti,Rush-Yds-TDs,32-80-0,,,,,,
team,201710220cle,cle,Rush-Yds-TDs,26-66-0,,,,,,
team,201710220cle,oti,Cmp-Att-Yd-TD-INT,21-34-203-0-0,,,,,,
team,201710220cle,cle,Cmp-Att-Yd-TD-INT,22-39-235-0-3,,,,,,
team,201710220cle,oti,Sacked-Yards,2-14,,,,,,
team,201710220cle,cle,Sacked-Yards,2-17,,,,,,
team,201710220cle,oti,Net Pass Yards,189,,,,,,
team,201710220cle,cle,Net Pass Yards,218,,,,,,
team,201710220cle,oti,Total Yards,269,,,,,,
team,201710220cle,cle,Total Yards,284,,,,,,
team,201710220cle,oti,Fumbles-Lost,1-1,,,,,,
team,201710220cle,cle,Fumbles-Lost,0-0,,,,,,
team,201710220cle,oti,Turnovers,1,,,,,,
team,201710220cle,cle,Turnovers,3,,,,,,
team,201710220cle,oti,Penalties-Yards,5-35,,,,,,
team,201710220cle,cle,Penalties-Yards,12-81,,,,,,
team,201710220cle,oti,Third Down Conv.,5-17,,,,,,
team,201710220cle,cle,Third Down Conv.,3-13,,,,,,
team,201710220cle,oti,Fourth Down Conv.,0-1,,,,,,
team,201710220cle,cle,Fourth Down Conv.,1-2,,,,,,
team,201710220cle,oti,Time of Possession,35:23,,,,,,
team,201710220cle,cle,Time of Possession,32:42,,,,,,
player,201710220cle,oti,MariMa01,pass_cmp,21,,,,,
player,201710220cle,oti,MariMa01,pass_att,34,,,,,
player,201710220cle,oti,MariMa01,pass_yds,203,,,,,
player,201710220cle,oti,MariMa01,pass_td,0,,,,,
player,201710220cle,oti,MariMa01,pass_int,0,,,,,
player,201710220cle,oti,MariMa01,pass_sacked,2,,,,,
player,201710220cle,oti,MariMa01,pass_sacked_yds,14,,,,,
player,201710220cle,oti,MariMa01,pass_long,23,,,,,
player,201710220cle,oti,MariMa01,pass_rating,78.4,,,,,
player,201710220cle,oti,MariMa01,rush_att,1,,,,,
player,201710220cle,oti,MariMa01,rush_yds,8,,,,,
player,201710220cle,oti,MariMa01,rush_td,0,,,,,
player,201710220cle,oti,MariMa01,rush_long,8,,,,,
player,201710220cle,oti,MariMa01,targets,0,,,,,
player,201710220cle,oti,MariMa01,rec,0,,,,,
player,201710220cle,oti,MariMa01,rec_yds,0,,,,,
player,201710220cle,oti,MariMa01,rec_td,0,,,,,
player,201710220cle,oti,MariMa01,rec_long,0,,,,,
player,201710220cle,oti,MariMa01,fumbles,0,,,,,
player,201710220cle,oti,MariMa01,fumbles_lost,0,,,,,
player,201710220cle,oti,MurrDe00,pass_cmp,0,,,,,
player,201710220cle,oti,MurrDe00,pass_att,0,,,,,
player,201710220cle,oti,MurrDe00,pass_yds,0,,,,,
player,201710220cle,oti,MurrDe00,pass_td,0,,,,,
player,201710220cle,oti,MurrDe00,pass_int,0,,,,,
player,201710220cle,oti,MurrDe00,pass_sacked,0,,,,,
player,201710220cle,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201710220cle,oti,MurrDe00,pass_long,0,,,,,
player,201710220cle,oti,MurrDe00,pass_rating,,,,,,
player,201710220cle,oti,MurrDe00,rush_att,18,,,,,
player,201710220cle,oti,MurrDe00,rush_yds,59,,,,,
player,201710220cle,oti,MurrDe00,rush_td,0,,,,,
player,201710220cle,oti,MurrDe00,rush_long,16,,,,,
