game,2017,17,20171231,201712310den,kan,"Kansas City Chiefs",27,den,"Denver Broncos",24
team,201712310den,kan,First Downs,23,,,,,,
team,201712310den,den,First Downs,22,,,,,,
team,201712310den,kan,Rush-Yds-TDs,27-110-2,,,,,,
team,201712310den,den,Rush-Yds-TDs,29-110-0,,,,,,
team,201712310den,kan,Cmp-Att-Yd-TD-INT,22-36-284-0-1,,,,,,
team,201712310den,den,Cmp-Att-Yd-TD-INT,21-31-254-2-2,,,,,,
team,201712310den,kan,Sacked-Yards,2-15,,,,,,
team,201712310den,den,Sacked-Yards,5-28,,,,,,
team,201712310den,kan,Net Pass Yards,269,,,,,,
team,201712310den,den,Net Pass Yards,226,,,,,,
team,201712310den,kan,Total Yards,379,,,,,,
team,201712310den,den,Total Yards,336,,,,,,
team,201712310den,kan,Fumbles-Lost,2-1,,,,,,
team,201712310den,den,Fumbles-Lost,1-1,,,,,,
team,201712310den,kan,Turnovers,2,,,,,,
team,201712310den,den,Turnovers,3,,,,,,
team,201712310den,kan,Penalties-Yards,4-40,,,,,,
team,201712310den,den,Penalties-Yards,4-30,,,,,,
team,201712310den,kan,Third Down Conv.,4-11,,,,,,
team,201712310den,den,Third Down Conv.,5-12,,,,,,
team,201712310den,kan,Fourth Down Conv.,1-1,,,,,,
team,201712310den,den,Fourth Down Conv.,1-2,,,,,,
team,201712310den,kan,Time of Possession,29:03,,,,,,
team,201712310den,den,Time of Possession,30:57,,,,,,
player,201712310den,kan,MahoPa00,pass_cmp,22,,,,,
player,201712310den,kan,MahoPa00,pass_att,35,,,,,
player,201712310den,kan,MahoPa00,pass_yds,284,,,,,
player,201712310den,kan,MahoPa00,pass_td,0,,,,,
player,201712310den,kan,MahoPa00,pass_int,1,,,,,
player,201712310den,kan,MahoPa00,pass_sacked,2,,,,,
player,201712310den,kan,MahoPa00,pass_sacked_yds,15,,,,,
player,201712310den,kan,MahoPa00,pass_long,51,,,,,
player,201712310den,kan,MahoPa00,pass_rating,76.4,,,,,
player,201712310den,kan,MahoPa00,rush_att,7,,,,,
player,201712310den,kan,MahoPa00,rush_yds,10,,,,,
player,201712310den,kan,MahoPa00,rush_td,0,,,,,
