game,2017,10,20171112,201711120clt,pit,"Pittsburgh Steelers",20,clt,"Indianapolis Colts",17
player,201711120clt,pit,RoetBe00,rec_long,0,,,,,
player,201711120clt,pit,RoetBe00,fumbles,1,,,,,
player,201711120clt,pit,RoetBe00,fumbles_lost,0,,,,,
player,201711120clt,pit,BellLe00,pass_cmp,0,,,,,
player,201711120clt,pit,BellLe00,pass_att,0,,,,,
player,201711120clt,pit,BellLe00,pass_yds,0,,,,,
player,201711120clt,pit,BellLe00,pass_td,0,,,,,
player,201711120clt,pit,BellLe00,pass_int,0,,,,,
player,201711120clt,pit,BellLe00,pass_sacked,0,,,,,
player,201711120clt,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,BellLe00,pass_long,0,,,,,
player,201711120clt,pit,BellLe00,pass_rating,,,,,,
player,201711120clt,pit,BellLe00,rush_att,26,,,,,
player,201711120clt,pit,BellLe00,rush_yds,80,,,,,
player,201711120clt,pit,BellLe00,rush_td,0,,,,,
player,201711120clt,pit,BellLe00,rush_long,15,,,,,
player,201711120clt,pit,BellLe00,targets,6,,,,,
player,201711120clt,pit,BellLe00,rec,5,,,,,
player,201711120clt,pit,BellLe00,rec_yds,32,,,,,
player,201711120clt,pit,BellLe00,rec_td,0,,,,,
player,201711120clt,pit,BellLe00,rec_long,13,,,,,
player,201711120clt,pit,BellLe00,fumbles,0,,,,,
player,201711120clt,pit,BellLe00,fumbles_lost,0,,,,,
player,201711120clt,pit,ConnJa00,pass_cmp,0,,,,,
player,201711120clt,pit,ConnJa00,pass_att,0,,,,,
player,201711120clt,pit,ConnJa00,pass_yds,0,,,,,
player,201711120clt,pit,ConnJa00,pass_td,0,,,,,
player,201711120clt,pit,ConnJa00,pass_int,0,,,,,
player,201711120clt,pit,ConnJa00,pass_sacked,0,,,,,
player,201711120clt,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,ConnJa00,pass_long,0,,,,,
player,201711120clt,pit,ConnJa00,pass_rating,,,,,,
player,201711120clt,pit,ConnJa00,rush_att,1,,,,,
player,201711120clt,pit,ConnJa00,rush_yds,12,,,,,
player,201711120clt,pit,ConnJa00,rush_td,0,,,,,
player,201711120clt,pit,ConnJa00,rush_long,12,,,,,
player,201711120clt,pit,ConnJa00,targets,0,,,,,
player,201711120clt,pit,ConnJa00,rec,0,,,,,
player,201711120clt,pit,ConnJa00,rec_yds,0,,,,,
player,201711120clt,pit,ConnJa00,rec_td,0,,,,,
player,201711120clt,pit,ConnJa00,rec_long,0,,,,,
player,201711120clt,pit,ConnJa00,fumbles,0,,,,,
player,201711120clt,pit,ConnJa00,fumbles_lost,0,,,,,
player,201711120clt,pit,SmitJu00,pass_cmp,0,,,,,
player,201711120clt,pit,SmitJu00,pass_att,0,,,,,
player,201711120clt,pit,SmitJu00,pass_yds,0,,,,,
player,201711120clt,pit,SmitJu00,pass_td,0,,,,,
player,201711120clt,pit,SmitJu00,pass_int,0,,,,,
player,201711120clt,pit,SmitJu00,pass_sacked,0,,,,,
player,201711120clt,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,SmitJu00,pass_long,0,,,,,
player,201711120clt,pit,SmitJu00,pass_rating,,,,,,
player,201711120clt,pit,SmitJu00,rush_att,0,,,,,
player,201711120clt,pit,SmitJu00,rush_yds,0,,,,,
player,201711120clt,pit,SmitJu00,rush_td,0,,,,,
player,201711120clt,pit,SmitJu00,rush_long,0,,,,,
player,201711120clt,pit,SmitJu00,targets,7,,,,,
player,201711120clt,pit,SmitJu00,rec,5,,,,,
player,201711120clt,pit,SmitJu00,rec_yds,97,,,,,
player,201711120clt,pit,SmitJu00,rec_td,1,,,,,
player,201711120clt,pit,SmitJu00,rec_long,44,,,,,
player,201711120clt,pit,SmitJu00,fumbles,0,,,,,
player,201711120clt,pit,SmitJu00,fumbles_lost,0,,,,,
player,201711120clt,pit,BrowAn04,pass_cmp,0,,,,,
player,201711120clt,pit,BrowAn04,pass_att,0,,,,,
player,201711120clt,pit,BrowAn04,pass_yds,0,,,,,
player,201711120clt,pit,BrowAn04,pass_td,0,,,,,
player,201711120clt,pit,BrowAn04,pass_int,0,,,,,
player,201711120clt,pit,BrowAn04,pass_sacked,0,,,,,
player,201711120clt,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201711120clt,pit,BrowAn04,pass_long,0,,,,,
player,201711120clt,pit,BrowAn04,pass_rating,,,,,,
player,201711120clt,pit,BrowAn04,rush_att,0,,,,,
player,201711120clt,pit,BrowAn04,rush_yds,0,,,,,
player,201711120clt,pit,BrowAn04,rush_td,0,,,,,
player,201711120clt,pit,BrowAn04,rush_long,0,,,,,
player,201711120clt,pit,BrowAn04,targets,7,,,,,
player,201711120clt,pit,BrowAn04,rec,3,,,,,
player,201711120clt,pit,BrowAn04,rec_yds,47,,,,,
player,201711120clt,pit,BrowAn04,rec_td,0,,,,,
player,201711120clt,pit,BrowAn04,rec_long,32,,,,,
player,201711120clt,pit,BrowAn04,fumbles,0,,,,,
player,201711120clt,pit,BrowAn04,fumbles_lost,0,,,,,
player,201711120clt,pit,McDoVa00,pass_cmp,0,,,,,
player,201711120clt,pit,McDoVa00,pass_att,0,,,,,
player,201711120clt,pit,McDoVa00,pass_yds,0,,,,,
player,201711120clt,pit,McDoVa00,pass_td,0,,,,,
player,201711120clt,pit,McDoVa00,pass_int,0,,,,,
player,201711120clt,pit,McDoVa00,pass_sacked,0,,,,,
player,201711120clt,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,McDoVa00,pass_long,0,,,,,
player,201711120clt,pit,McDoVa00,pass_rating,,,,,,
player,201711120clt,pit,McDoVa00,rush_att,0,,,,,
player,201711120clt,pit,McDoVa00,rush_yds,0,,,,,
player,201711120clt,pit,McDoVa00,rush_td,0,,,,,
player,201711120clt,pit,McDoVa00,rush_long,0,,,,,
player,201711120clt,pit,McDoVa00,targets,2,,,,,
player,201711120clt,pit,McDoVa00,rec,2,,,,,
player,201711120clt,pit,McDoVa00,rec_yds,16,,,,,
player,201711120clt,pit,McDoVa00,rec_td,1,,,,,
player,201711120clt,pit,McDoVa00,rec_long,9,,,,,
player,201711120clt,pit,McDoVa00,fumbles,0,,,,,
player,201711120clt,pit,McDoVa00,fumbles_lost,0,,,,,
player,201711120clt,pit,RogeEl00,pass_cmp,0,,,,,
player,201711120clt,pit,RogeEl00,pass_att,0,,,,,
player,201711120clt,pit,RogeEl00,pass_yds,0,,,,,
player,201711120clt,pit,RogeEl00,pass_td,0,,,,,
player,201711120clt,pit,RogeEl00,pass_int,0,,,,,
player,201711120clt,pit,RogeEl00,pass_sacked,0,,,,,
player,201711120clt,pit,RogeEl00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,RogeEl00,pass_long,0,,,,,
player,201711120clt,pit,RogeEl00,pass_rating,,,,,,
player,201711120clt,pit,RogeEl00,rush_att,0,,,,,
player,201711120clt,pit,RogeEl00,rush_yds,0,,,,,
player,201711120clt,pit,RogeEl00,rush_td,0,,,,,
player,201711120clt,pit,RogeEl00,rush_long,0,,,,,
player,201711120clt,pit,RogeEl00,targets,1,,,,,
player,201711120clt,pit,RogeEl00,rec,1,,,,,
player,201711120clt,pit,RogeEl00,rec_yds,2,,,,,
player,201711120clt,pit,RogeEl00,rec_td,0,,,,,
player,201711120clt,pit,RogeEl00,rec_long,2,,,,,
player,201711120clt,pit,RogeEl00,fumbles,0,,,,,
player,201711120clt,pit,RogeEl00,fumbles_lost,0,,,,,
player,201711120clt,pit,JameJe00,pass_cmp,0,,,,,
player,201711120clt,pit,JameJe00,pass_att,0,,,,,
player,201711120clt,pit,JameJe00,pass_yds,0,,,,,
player,201711120clt,pit,JameJe00,pass_td,0,,,,,
player,201711120clt,pit,JameJe00,pass_int,0,,,,,
player,201711120clt,pit,JameJe00,pass_sacked,0,,,,,
player,201711120clt,pit,JameJe00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,JameJe00,pass_long,0,,,,,
player,201711120clt,pit,JameJe00,pass_rating,,,,,,
player,201711120clt,pit,JameJe00,rush_att,0,,,,,
player,201711120clt,pit,JameJe00,rush_yds,0,,,,,
player,201711120clt,pit,JameJe00,rush_td,0,,,,,
player,201711120clt,pit,JameJe00,rush_long,0,,,,,
player,201711120clt,pit,JameJe00,targets,2,,,,,
player,201711120clt,pit,JameJe00,rec,0,,,,,
player,201711120clt,pit,JameJe00,rec_yds,0,,,,,
player,201711120clt,pit,JameJe00,rec_td,0,,,,,
player,201711120clt,pit,JameJe00,rec_long,0,,,,,
player,201711120clt,pit,JameJe00,fumbles,0,,,,,
player,201711120clt,pit,JameJe00,fumbles_lost,0,,,,,
player,201711120clt,pit,BryaMa00,pass_cmp,0,,,,,
player,201711120clt,pit,BryaMa00,pass_att,0,,,,,
player,201711120clt,pit,BryaMa00,pass_yds,0,,,,,
player,201711120clt,pit,BryaMa00,pass_td,0,,,,,
player,201711120clt,pit,BryaMa00,pass_int,0,,,,,
player,201711120clt,pit,BryaMa00,pass_sacked,0,,,,,
player,201711120clt,pit,BryaMa00,pass_sacked_yds,0,,,,,
player,201711120clt,pit,BryaMa00,pass_long,0,,,,,
player,201711120clt,pit,BryaMa00,pass_rating,,,,,,
player,201711120clt,pit,BryaMa00,rush_att,1,,,,,
player,201711120clt,pit,BryaMa00,rush_yds,-9,,,,,
player,201711120clt,pit,BryaMa00,rush_td,0,,,,,
player,201711120clt,pit,BryaMa00,rush_long,-9,,,,,
player,201711120clt,pit,BryaMa00,targets,5,,,,,
player,201711120clt,pit,BryaMa00,rec,3,,,,,
player,201711120clt,pit,BryaMa00,rec_yds,42,,,,,
player,201711120clt,pit,BryaMa00,rec_td,0,,,,,
player,201711120clt,pit,BryaMa00,rec_long,19,,,,,
player,201711120clt,pit,BryaMa00,fumbles,0,,,,,
player,201711120clt,pit,BryaMa00,fumbles_lost,0,,,,,
player,201711120clt,clt,BrisJa00,pass_cmp,14,,,,,
player,201711120clt,clt,BrisJa00,pass_att,24,,,,,
player,201711120clt,clt,BrisJa00,pass_yds,222,,,,,
player,201711120clt,clt,BrisJa00,pass_td,2,,,,,
player,201711120clt,clt,BrisJa00,pass_int,1,,,,,
player,201711120clt,clt,BrisJa00,pass_sacked,3,,,,,
player,201711120clt,clt,BrisJa00,pass_sacked_yds,26,,,,,
player,201711120clt,clt,BrisJa00,pass_long,61,,,,,
player,201711120clt,clt,BrisJa00,pass_rating,99.7,,,,,
player,201711120clt,clt,BrisJa00,rush_att,4,,,,,
player,201711120clt,clt,BrisJa00,rush_yds,7,,,,,
player,201711120clt,clt,BrisJa00,rush_td,0,,,,,
player,201711120clt,clt,BrisJa00,rush_long,4,,,,,
player,201711120clt,clt,BrisJa00,targets,0,,,,,
player,201711120clt,clt,BrisJa00,rec,0,,,,,
player,201711120clt,clt,BrisJa00,rec_yds,0,,,,,
player,201711120clt,clt,BrisJa00,rec_td,0,,,,,
player,201711120clt,clt,BrisJa00,rec_long,0,,,,,
player,201711120clt,clt,BrisJa00,fumbles,0,,,,,
player,201711120clt,clt,BrisJa00,fumbles_lost,0,,,,,
player,201711120clt,clt,GoreFr00,pass_cmp,0,,,,,
player,201711120clt,clt,GoreFr00,pass_att,0,,,,,
player,201711120clt,clt,GoreFr00,pass_yds,0,,,,,
player,201711120clt,clt,GoreFr00,pass_td,0,,,,,
player,201711120clt,clt,GoreFr00,pass_int,0,,,,,
player,201711120clt,clt,GoreFr00,pass_sacked,0,,,,,
player,201711120clt,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201711120clt,clt,GoreFr00,pass_long,0,,,,,
player,201711120clt,clt,GoreFr00,pass_rating,,,,,,
player,201711120clt,clt,GoreFr00,rush_att,17,,,,,
player,201711120clt,clt,GoreFr00,rush_yds,54,,,,,
player,201711120clt,clt,GoreFr00,rush_td,0,,,,,
player,201711120clt,clt,GoreFr00,rush_long,9,,,,,
player,201711120clt,clt,GoreFr00,targets,1,,,,,
player,201711120clt,clt,GoreFr00,rec,1,,,,,
player,201711120clt,clt,GoreFr00,rec_yds,7,,,,,
player,201711120clt,clt,GoreFr00,rec_td,0,,,,,
player,201711120clt,clt,GoreFr00,rec_long,7,,,,,
player,201711120clt,clt,GoreFr00,fumbles,0,,,,,
player,201711120clt,clt,GoreFr00,fumbles_lost,0,,,,,
player,201711120clt,clt,MackMa00,pass_cmp,0,,,,,
player,201711120clt,clt,MackMa00,pass_att,0,,,,,
player,201711120clt,clt,MackMa00,pass_yds,0,,,,,
player,201711120clt,clt,MackMa00,pass_td,0,,,,,
player,201711120clt,clt,MackMa00,pass_int,0,,,,,
player,201711120clt,clt,MackMa00,pass_sacked,0,,,,,
player,201711120clt,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201711120clt,clt,MackMa00,pass_long,0,,,,,
player,201711120clt,clt,MackMa00,pass_rating,,,,,,
player,201711120clt,clt,MackMa00,rush_att,7,,,,,
player,201711120clt,clt,MackMa00,rush_yds,7,,,,,
player,201711120clt,clt,MackMa00,rush_td,0,,,,,
player,201711120clt,clt,MackMa00,rush_long,8,,,,,
player,201711120clt,clt,MackMa00,targets,4,,,,,
player,201711120clt,clt,MackMa00,rec,2,,,,,
player,201711120clt,clt,MackMa00,rec_yds,19,,,,,
player,201711120clt,clt,MackMa00,rec_td,0,,,,,
player,201711120clt,clt,MackMa00,rec_long,11,,,,,
player,201711120clt,clt,MackMa00,fumbles,0,,,,,
player,201711120clt,clt,MackMa00,fumbles_lost,0,,,,,
player,201711120clt,clt,RogeCh02,pass_cmp,0,,,,,
player,201711120clt,clt,RogeCh02,pass_att,0,,,,,
player,201711120clt,clt,RogeCh02,pass_yds,0,,,,,
player,201711120clt,clt,RogeCh02,pass_td,0,,,,,
player,201711120clt,clt,RogeCh02,pass_int,0,,,,,
player,201711120clt,clt,RogeCh02,pass_sacked,0,,,,,
player,201711120clt,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201711120clt,clt,RogeCh02,pass_long,0,,,,,
player,201711120clt,clt,RogeCh02,pass_rating,,,,,,
player,201711120clt,clt,RogeCh02,rush_att,1,,,,,
player,201711120clt,clt,RogeCh02,rush_yds,3,,,,,
player,201711120clt,clt,RogeCh02,rush_td,0,,,,,
player,201711120clt,clt,RogeCh02,rush_long,3,,,,,
player,201711120clt,clt,RogeCh02,targets,6,,,,,
player,201711120clt,clt,RogeCh02,rec,6,,,,,
player,201711120clt,clt,RogeCh02,rec_yds,104,,,,,
player,201711120clt,clt,RogeCh02,rec_td,1,,,,,
player,201711120clt,clt,RogeCh02,rec_long,61,,,,,
player,201711120clt,clt,RogeCh02,fumbles,0,,,,,
player,201711120clt,clt,RogeCh02,fumbles_lost,0,,,,,
player,201711120clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201711120clt,clt,MoncDo00,pass_att,0,,,,,
player,201711120clt,clt,MoncDo00,pass_yds,0,,,,,
player,201711120clt,clt,MoncDo00,pass_td,0,,,,,
player,201711120clt,clt,MoncDo00,pass_int,0,,,,,
player,201711120clt,clt,MoncDo00,pass_sacked,0,,,,,
player,201711120clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201711120clt,clt,MoncDo00,pass_long,0,,,,,
player,201711120clt,clt,MoncDo00,pass_rating,,,,,,
player,201711120clt,clt,MoncDo00,rush_att,0,,,,,
player,201711120clt,clt,MoncDo00,rush_yds,0,,,,,
player,201711120clt,clt,MoncDo00,rush_td,0,,,,,
player,201711120clt,clt,MoncDo00,rush_long,0,,,,,
player,201711120clt,clt,MoncDo00,targets,1,,,,,
player,201711120clt,clt,MoncDo00,rec,1,,,,,
player,201711120clt,clt,MoncDo00,rec_yds,60,,,,,
player,201711120clt,clt,MoncDo00,rec_td,1,,,,,
player,201711120clt,clt,MoncDo00,rec_long,60,,,,,
player,201711120clt,clt,MoncDo00,fumbles,0,,,,,
player,201711120clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201711120clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201711120clt,clt,HiltT.00,pass_att,0,,,,,
player,201711120clt,clt,HiltT.00,pass_yds,0,,,,,
player,201711120clt,clt,HiltT.00,pass_td,0,,,,,
player,201711120clt,clt,HiltT.00,pass_int,0,,,,,
player,201711120clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201711120clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201711120clt,clt,HiltT.00,pass_long,0,,,,,
player,201711120clt,clt,HiltT.00,pass_rating,,,,,,
player,201711120clt,clt,HiltT.00,rush_att,0,,,,,
player,201711120clt,clt,HiltT.00,rush_yds,0,,,,,
player,201711120clt,clt,HiltT.00,rush_td,0,,,,,
player,201711120clt,clt,HiltT.00,rush_long,0,,,,,
player,201711120clt,clt,HiltT.00,targets,4,,,,,
player,201711120clt,clt,HiltT.00,rec,2,,,,,
player,201711120clt,clt,HiltT.00,rec_yds,23,,,,,
player,201711120clt,clt,HiltT.00,rec_td,0,,,,,
player,201711120clt,clt,HiltT.00,rec_long,16,,,,,
player,201711120clt,clt,HiltT.00,fumbles,0,,,,,
player,201711120clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201711120clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201711120clt,clt,DoylJa00,pass_att,0,,,,,
player,201711120clt,clt,DoylJa00,pass_yds,0,,,,,
player,201711120clt,clt,DoylJa00,pass_td,0,,,,,
player,201711120clt,clt,DoylJa00,pass_int,0,,,,,
player,201711120clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201711120clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201711120clt,clt,DoylJa00,pass_long,0,,,,,
player,201711120clt,clt,DoylJa00,pass_rating,,,,,,
player,201711120clt,clt,DoylJa00,rush_att,0,,,,,
player,201711120clt,clt,DoylJa00,rush_yds,0,,,,,
player,201711120clt,clt,DoylJa00,rush_td,0,,,,,
player,201711120clt,clt,DoylJa00,rush_long,0,,,,,
player,201711120clt,clt,DoylJa00,targets,5,,,,,
player,201711120clt,clt,DoylJa00,rec,2,,,,,
player,201711120clt,clt,DoylJa00,rec_yds,9,,,,,
player,201711120clt,clt,DoylJa00,rec_td,0,,,,,
player,201711120clt,clt,DoylJa00,rec_long,6,,,,,
player,201711120clt,clt,DoylJa00,fumbles,0,,,,,
player,201711120clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201711120clt,clt,DaniDa02,pass_cmp,0,,,,,
player,201711120clt,clt,DaniDa02,pass_att,0,,,,,
player,201711120clt,clt,DaniDa02,pass_yds,0,,,,,
player,201711120clt,clt,DaniDa02,pass_td,0,,,,,
player,201711120clt,clt,DaniDa02,pass_int,0,,,,,
player,201711120clt,clt,DaniDa02,pass_sacked,0,,,,,
player,201711120clt,clt,DaniDa02,pass_sacked_yds,0,,,,,
player,201711120clt,clt,DaniDa02,pass_long,0,,,,,
player,201711120clt,clt,DaniDa02,pass_rating,,,,,,
player,201711120clt,clt,DaniDa02,rush_att,0,,,,,
player,201711120clt,clt,DaniDa02,rush_yds,0,,,,,
player,201711120clt,clt,DaniDa02,rush_td,0,,,,,
player,201711120clt,clt,DaniDa02,rush_long,0,,,,,
player,201711120clt,clt,DaniDa02,targets,2,,,,,
player,201711120clt,clt,DaniDa02,rec,0,,,,,
player,201711120clt,clt,DaniDa02,rec_yds,0,,,,,
player,201711120clt,clt,DaniDa02,rec_td,0,,,,,
player,201711120clt,clt,DaniDa02,rec_long,0,,,,,
player,201711120clt,clt,DaniDa02,fumbles,0,,,,,
player,201711120clt,clt,DaniDa02,fumbles_lost,0,,,,,
player,201711120clt,pit,ShazRy00,def_int,1,,,,,
player,201711120clt,pit,ShazRy00,def_int_yds,0,,,,,
player,201711120clt,pit,ShazRy00,def_int_td,0,,,,,
player,201711120clt,pit,ShazRy00,def_int_long,0,,,,,
player,201711120clt,pit,ShazRy00,pass_defended,2,,,,,
player,201711120clt,pit,ShazRy00,sacks,0.0,,,,,
player,201711120clt,pit,ShazRy00,tackles_combined,5,,,,,
player,201711120clt,pit,ShazRy00,tackles_solo,5,,,,,
player,201711120clt,pit,ShazRy00,tackles_assists,0,,,,,
player,201711120clt,pit,ShazRy00,tackles_loss,0,,,,,
player,201711120clt,pit,ShazRy00,qb_hits,0,,,,,
player,201711120clt,pit,ShazRy00,fumbles_rec,0,,,,,
player,201711120clt,pit,ShazRy00,fumbles_rec_yds,0,,,,,
player,201711120clt,pit,ShazRy00,fumbles_rec_td,0,,,,,
player,201711120clt,pit,ShazRy00,fumbles_forced,0,,,,,
player,201711120clt,pit,WillVi01,def_int,0,,,,,
player,201711120clt,pit,WillVi01,def_int_yds,0,,,,,
player,201711120clt,pit,WillVi01,def_int_td,0,,,,,
player,201711120clt,pit,WillVi01,def_int_long,0,,,,,
player,201711120clt,pit,WillVi01,pass_defended,0,,,,,
player,201711120clt,pit,WillVi01,sacks,1.0,,,,,
player,201711120clt,pit,WillVi01,tackles_combined,5,,,,,
player,201711120clt,pit,WillVi01,tackles_solo,4,,,,,
player,201711120clt,pit,WillVi01,tackles_assists,1,,,,,
player,201711120clt,pit,WillVi01,tackles_loss,1,,,,,
player,201711120clt,pit,WillVi01,qb_hits,1,,,,,
player,201711120clt,pit,WillVi01,fumbles_rec,0,,,,,
player,201711120clt,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201711120clt,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201711120clt,pit,WillVi01,fumbles_forced,0,,,,,
player,201711120clt,pit,DuprAl00,def_int,0,,,,,
player,201711120clt,pit,DuprAl00,def_int_yds,0,,,,,
player,201711120clt,pit,DuprAl00,def_int_td,0,,,,,
player,201711120clt,pit,DuprAl00,def_int_long,0,,,,,
player,201711120clt,pit,DuprAl00,pass_defended,0,,,,,
player,201711120clt,pit,DuprAl00,sacks,1.0,,,,,
player,201711120clt,pit,DuprAl00,tackles_combined,4,,,,,
player,201711120clt,pit,DuprAl00,tackles_solo,4,,,,,
player,201711120clt,pit,DuprAl00,tackles_assists,0,,,,,
player,201711120clt,pit,DuprAl00,tackles_loss,3,,,,,
player,201711120clt,pit,DuprAl00,qb_hits,1,,,,,
player,201711120clt,pit,DuprAl00,fumbles_rec,0,,,,,
player,201711120clt,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201711120clt,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201711120clt,pit,DuprAl00,fumbles_forced,0,,,,,
player,201711120clt,pit,TuitSt00,def_int,0,,,,,
player,201711120clt,pit,TuitSt00,def_int_yds,0,,,,,
player,201711120clt,pit,TuitSt00,def_int_td,0,,,,,
player,201711120clt,pit,TuitSt00,def_int_long,0,,,,,
player,201711120clt,pit,TuitSt00,pass_defended,0,,,,,
player,201711120clt,pit,TuitSt00,sacks,1.0,,,,,
player,201711120clt,pit,TuitSt00,tackles_combined,3,,,,,
player,201711120clt,pit,TuitSt00,tackles_solo,3,,,,,
player,201711120clt,pit,TuitSt00,tackles_assists,0,,,,,
player,201711120clt,pit,TuitSt00,tackles_loss,3,,,,,
player,201711120clt,pit,TuitSt00,qb_hits,4,,,,,
player,201711120clt,pit,TuitSt00,fumbles_rec,0,,,,,
player,201711120clt,pit,TuitSt00,fumbles_rec_yds,0,,,,,
player,201711120clt,pit,TuitSt00,fumbles_rec_td,0,,,,,
player,201711120clt,pit,TuitSt00,fumbles_forced,0,,,,,
player,201711120clt,pit,DaviSe00,def_int,0,,,,,
player,201711120clt,pit,DaviSe00,def_int_yds,0,,,,,
player,201711120clt,pit,DaviSe00,def_int_td,0,,,,,
player,201711120clt,pit,DaviSe00,def_int_long,0,,,,,
player,201711120clt,pit,DaviSe00,pass_defended,0,,,,,
player,201711120clt,pit,DaviSe00,sacks,0.0,,,,,
player,201711120clt,pit,DaviSe00,tackles_combined,8,,,,,
player,201711120clt,pit,DaviSe00,tackles_solo,7,,,,,
player,201711120clt,pit,DaviSe00,tackles_assists,1,,,,,
player,201711120clt,pit,DaviSe00,tackles_loss,1,,,,,
player,201711120clt,pit,DaviSe00,qb_hits,0,,,,,
player,201711120clt,pit,DaviSe00,fumbles_rec,0,,,,,
player,201711120clt,pit,DaviSe00,fumbles_rec_yds,0,,,,,
player,201711120clt,pit,DaviSe00,fumbles_rec_td,0,,,,,
player,201711120clt,pit,DaviSe00,fumbles_forced,0,,,,,
player,201711120clt,pit,MitcMi99,def_int,0,,,,,
player,201711120clt,pit,MitcMi99,def_int_yds,0,,,,,
player,201711120clt,pit,MitcMi99,def_int_td,0,,,,,
player,201711120clt,pit,MitcMi99,def_int_long,0,,,,,
player,201711120clt,pit,MitcMi99,pass_defended,0,,,,,
player,201711120clt,pit,MitcMi99,sacks,0.0,,,,,
player,201711120clt,pit,MitcMi99,tackles_combined,4,,,,,
player,201711120clt,pit,MitcMi99,tackles_solo,2,,,,,
player,201711120clt,pit,MitcMi99,tackles_assists,2,,,,,
player,201711120clt,pit,MitcMi99,tackles_loss,0,,,,,
player,201711120clt,pit,MitcMi99,qb_hits,0,,,,,
player,201711120clt,pit,MitcMi99,fumbles_rec,0,,,,,
player,201711120clt,pit,MitcMi99,fumbles_rec_yds,0,,,,,
