game,2017,6,20171015,201710150atl,mia,"Miami Dolphins",20,atl,"Atlanta Falcons",17
player,201710150atl,mia,HowaXa00,def_int,0,,,,,
player,201710150atl,mia,HowaXa00,def_int_yds,0,,,,,
player,201710150atl,mia,HowaXa00,def_int_td,0,,,,,
player,201710150atl,mia,HowaXa00,def_int_long,0,,,,,
player,201710150atl,mia,HowaXa00,pass_defended,0,,,,,
player,201710150atl,mia,HowaXa00,sacks,0.0,,,,,
player,201710150atl,mia,HowaXa00,tackles_combined,4,,,,,
player,201710150atl,mia,HowaXa00,tackles_solo,3,,,,,
player,201710150atl,mia,HowaXa00,tackles_assists,1,,,,,
player,201710150atl,mia,HowaXa00,tackles_loss,0,,,,,
player,201710150atl,mia,HowaXa00,qb_hits,0,,,,,
player,201710150atl,mia,HowaXa00,fumbles_rec,0,,,,,
player,201710150atl,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,HowaXa00,fumbles_forced,0,,,,,
player,201710150atl,mia,HayeWi99,def_int,0,,,,,
player,201710150atl,mia,HayeWi99,def_int_yds,0,,,,,
player,201710150atl,mia,HayeWi99,def_int_td,0,,,,,
player,201710150atl,mia,HayeWi99,def_int_long,0,,,,,
player,201710150atl,mia,HayeWi99,pass_defended,0,,,,,
player,201710150atl,mia,HayeWi99,sacks,0.0,,,,,
player,201710150atl,mia,HayeWi99,tackles_combined,3,,,,,
player,201710150atl,mia,HayeWi99,tackles_solo,3,,,,,
player,201710150atl,mia,HayeWi99,tackles_assists,0,,,,,
player,201710150atl,mia,HayeWi99,tackles_loss,1,,,,,
player,201710150atl,mia,HayeWi99,qb_hits,0,,,,,
player,201710150atl,mia,HayeWi99,fumbles_rec,0,,,,,
player,201710150atl,mia,HayeWi99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,HayeWi99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,HayeWi99,fumbles_forced,0,,,,,
player,201710150atl,mia,AlleNa99,def_int,0,,,,,
player,201710150atl,mia,AlleNa99,def_int_yds,0,,,,,
player,201710150atl,mia,AlleNa99,def_int_td,0,,,,,
player,201710150atl,mia,AlleNa99,def_int_long,0,,,,,
player,201710150atl,mia,AlleNa99,pass_defended,0,,,,,
player,201710150atl,mia,AlleNa99,sacks,0.0,,,,,
player,201710150atl,mia,AlleNa99,tackles_combined,2,,,,,
player,201710150atl,mia,AlleNa99,tackles_solo,2,,,,,
player,201710150atl,mia,AlleNa99,tackles_assists,0,,,,,
player,201710150atl,mia,AlleNa99,tackles_loss,0,,,,,
player,201710150atl,mia,AlleNa99,qb_hits,0,,,,,
player,201710150atl,mia,AlleNa99,fumbles_rec,0,,,,,
player,201710150atl,mia,AlleNa99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,AlleNa99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,AlleNa99,fumbles_forced,0,,,,,
player,201710150atl,mia,PhilJo01,def_int,0,,,,,
player,201710150atl,mia,PhilJo01,def_int_yds,0,,,,,
player,201710150atl,mia,PhilJo01,def_int_td,0,,,,,
player,201710150atl,mia,PhilJo01,def_int_long,0,,,,,
player,201710150atl,mia,PhilJo01,pass_defended,0,,,,,
player,201710150atl,mia,PhilJo01,sacks,0.0,,,,,
player,201710150atl,mia,PhilJo01,tackles_combined,2,,,,,
player,201710150atl,mia,PhilJo01,tackles_solo,1,,,,,
player,201710150atl,mia,PhilJo01,tackles_assists,1,,,,,
player,201710150atl,mia,PhilJo01,tackles_loss,0,,,,,
player,201710150atl,mia,PhilJo01,qb_hits,0,,,,,
player,201710150atl,mia,PhilJo01,fumbles_rec,0,,,,,
player,201710150atl,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201710150atl,mia,PhilJo01,fumbles_forced,0,,,,,
player,201710150atl,mia,ThomMi02,def_int,0,,,,,
player,201710150atl,mia,ThomMi02,def_int_yds,0,,,,,
player,201710150atl,mia,ThomMi02,def_int_td,0,,,,,
player,201710150atl,mia,ThomMi02,def_int_long,0,,,,,
player,201710150atl,mia,ThomMi02,pass_defended,0,,,,,
player,201710150atl,mia,ThomMi02,sacks,0.0,,,,,
player,201710150atl,mia,ThomMi02,tackles_combined,2,,,,,
player,201710150atl,mia,ThomMi02,tackles_solo,2,,,,,
player,201710150atl,mia,ThomMi02,tackles_assists,0,,,,,
player,201710150atl,mia,ThomMi02,tackles_loss,1,,,,,
player,201710150atl,mia,ThomMi02,qb_hits,0,,,,,
player,201710150atl,mia,ThomMi02,fumbles_rec,0,,,,,
player,201710150atl,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201710150atl,mia,ThomMi02,fumbles_forced,0,,,,,
player,201710150atl,mia,AikeWa00,def_int,0,,,,,
player,201710150atl,mia,AikeWa00,def_int_yds,0,,,,,
player,201710150atl,mia,AikeWa00,def_int_td,0,,,,,
player,201710150atl,mia,AikeWa00,def_int_long,0,,,,,
player,201710150atl,mia,AikeWa00,pass_defended,0,,,,,
player,201710150atl,mia,AikeWa00,sacks,0.0,,,,,
player,201710150atl,mia,AikeWa00,tackles_combined,1,,,,,
player,201710150atl,mia,AikeWa00,tackles_solo,0,,,,,
player,201710150atl,mia,AikeWa00,tackles_assists,1,,,,,
player,201710150atl,mia,AikeWa00,tackles_loss,0,,,,,
player,201710150atl,mia,AikeWa00,qb_hits,0,,,,,
player,201710150atl,mia,AikeWa00,fumbles_rec,0,,,,,
player,201710150atl,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,AikeWa00,fumbles_forced,0,,,,,
player,201710150atl,mia,AlleCh02,def_int,0,,,,,
player,201710150atl,mia,AlleCh02,def_int_yds,0,,,,,
player,201710150atl,mia,AlleCh02,def_int_td,0,,,,,
player,201710150atl,mia,AlleCh02,def_int_long,0,,,,,
player,201710150atl,mia,AlleCh02,pass_defended,0,,,,,
player,201710150atl,mia,AlleCh02,sacks,0.0,,,,,
player,201710150atl,mia,AlleCh02,tackles_combined,1,,,,,
player,201710150atl,mia,AlleCh02,tackles_solo,0,,,,,
player,201710150atl,mia,AlleCh02,tackles_assists,1,,,,,
player,201710150atl,mia,AlleCh02,tackles_loss,0,,,,,
player,201710150atl,mia,AlleCh02,qb_hits,0,,,,,
player,201710150atl,mia,AlleCh02,fumbles_rec,0,,,,,
player,201710150atl,mia,AlleCh02,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,AlleCh02,fumbles_rec_td,0,,,,,
player,201710150atl,mia,AlleCh02,fumbles_forced,0,,,,,
player,201710150atl,mia,BranAn00,def_int,0,,,,,
player,201710150atl,mia,BranAn00,def_int_yds,0,,,,,
player,201710150atl,mia,BranAn00,def_int_td,0,,,,,
player,201710150atl,mia,BranAn00,def_int_long,0,,,,,
player,201710150atl,mia,BranAn00,pass_defended,0,,,,,
player,201710150atl,mia,BranAn00,sacks,0.0,,,,,
player,201710150atl,mia,BranAn00,tackles_combined,1,,,,,
player,201710150atl,mia,BranAn00,tackles_solo,1,,,,,
player,201710150atl,mia,BranAn00,tackles_assists,0,,,,,
player,201710150atl,mia,BranAn00,tackles_loss,0,,,,,
player,201710150atl,mia,BranAn00,qb_hits,1,,,,,
player,201710150atl,mia,BranAn00,fumbles_rec,0,,,,,
player,201710150atl,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,BranAn00,fumbles_forced,0,,,,,
player,201710150atl,mia,GodcDa00,def_int,0,,,,,
player,201710150atl,mia,GodcDa00,def_int_yds,0,,,,,
player,201710150atl,mia,GodcDa00,def_int_td,0,,,,,
player,201710150atl,mia,GodcDa00,def_int_long,0,,,,,
player,201710150atl,mia,GodcDa00,pass_defended,0,,,,,
player,201710150atl,mia,GodcDa00,sacks,0.0,,,,,
player,201710150atl,mia,GodcDa00,tackles_combined,1,,,,,
player,201710150atl,mia,GodcDa00,tackles_solo,0,,,,,
player,201710150atl,mia,GodcDa00,tackles_assists,1,,,,,
player,201710150atl,mia,GodcDa00,tackles_loss,0,,,,,
player,201710150atl,mia,GodcDa00,qb_hits,0,,,,,
player,201710150atl,mia,GodcDa00,fumbles_rec,0,,,,,
player,201710150atl,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,GodcDa00,fumbles_forced,0,,,,,
player,201710150atl,mia,MauaRe99,def_int,0,,,,,
player,201710150atl,mia,MauaRe99,def_int_yds,0,,,,,
player,201710150atl,mia,MauaRe99,def_int_td,0,,,,,
player,201710150atl,mia,MauaRe99,def_int_long,0,,,,,
player,201710150atl,mia,MauaRe99,pass_defended,0,,,,,
player,201710150atl,mia,MauaRe99,sacks,0.0,,,,,
player,201710150atl,mia,MauaRe99,tackles_combined,1,,,,,
player,201710150atl,mia,MauaRe99,tackles_solo,1,,,,,
player,201710150atl,mia,MauaRe99,tackles_assists,0,,,,,
player,201710150atl,mia,MauaRe99,tackles_loss,0,,,,,
player,201710150atl,mia,MauaRe99,qb_hits,0,,,,,
player,201710150atl,mia,MauaRe99,fumbles_rec,0,,,,,
player,201710150atl,mia,MauaRe99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,MauaRe99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,MauaRe99,fumbles_forced,0,,,,,
player,201710150atl,mia,PerrSe00,def_int,0,,,,,
player,201710150atl,mia,PerrSe00,def_int_yds,0,,,,,
player,201710150atl,mia,PerrSe00,def_int_td,0,,,,,
player,201710150atl,mia,PerrSe00,def_int_long,0,,,,,
player,201710150atl,mia,PerrSe00,pass_defended,0,,,,,
player,201710150atl,mia,PerrSe00,sacks,0.0,,,,,
player,201710150atl,mia,PerrSe00,tackles_combined,1,,,,,
player,201710150atl,mia,PerrSe00,tackles_solo,1,,,,,
player,201710150atl,mia,PerrSe00,tackles_assists,0,,,,,
player,201710150atl,mia,PerrSe00,tackles_loss,0,,,,,
player,201710150atl,mia,PerrSe00,qb_hits,0,,,,,
player,201710150atl,mia,PerrSe00,fumbles_rec,0,,,,,
player,201710150atl,mia,PerrSe00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,PerrSe00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,PerrSe00,fumbles_forced,0,,,,,
player,201710150atl,mia,TankCo00,def_int,0,,,,,
player,201710150atl,mia,TankCo00,def_int_yds,0,,,,,
player,201710150atl,mia,TankCo00,def_int_td,0,,,,,
player,201710150atl,mia,TankCo00,def_int_long,0,,,,,
player,201710150atl,mia,TankCo00,pass_defended,1,,,,,
player,201710150atl,mia,TankCo00,sacks,0.0,,,,,
player,201710150atl,mia,TankCo00,tackles_combined,1,,,,,
player,201710150atl,mia,TankCo00,tackles_solo,1,,,,,
player,201710150atl,mia,TankCo00,tackles_assists,0,,,,,
player,201710150atl,mia,TankCo00,tackles_loss,0,,,,,
player,201710150atl,mia,TankCo00,qb_hits,0,,,,,
player,201710150atl,mia,TankCo00,fumbles_rec,0,,,,,
player,201710150atl,mia,TankCo00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,TankCo00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,TankCo00,fumbles_forced,0,,,,,
player,201710150atl,mia,HarrCh03,def_int,0,,,,,
player,201710150atl,mia,HarrCh03,def_int_yds,0,,,,,
player,201710150atl,mia,HarrCh03,def_int_td,0,,,,,
player,201710150atl,mia,HarrCh03,def_int_long,0,,,,,
player,201710150atl,mia,HarrCh03,pass_defended,0,,,,,
player,201710150atl,mia,HarrCh03,sacks,0.0,,,,,
player,201710150atl,mia,HarrCh03,tackles_combined,0,,,,,
player,201710150atl,mia,HarrCh03,tackles_solo,0,,,,,
player,201710150atl,mia,HarrCh03,tackles_assists,0,,,,,
player,201710150atl,mia,HarrCh03,tackles_loss,0,,,,,
player,201710150atl,mia,HarrCh03,qb_hits,1,,,,,
player,201710150atl,mia,HarrCh03,fumbles_rec,0,,,,,
player,201710150atl,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201710150atl,mia,HarrCh03,fumbles_forced,0,,,,,
player,201710150atl,mia,TaylVi00,def_int,0,,,,,
player,201710150atl,mia,TaylVi00,def_int_yds,0,,,,,
player,201710150atl,mia,TaylVi00,def_int_td,0,,,,,
player,201710150atl,mia,TaylVi00,def_int_long,0,,,,,
player,201710150atl,mia,TaylVi00,pass_defended,1,,,,,
player,201710150atl,mia,TaylVi00,sacks,0.0,,,,,
player,201710150atl,mia,TaylVi00,tackles_combined,0,,,,,
player,201710150atl,mia,TaylVi00,tackles_solo,0,,,,,
player,201710150atl,mia,TaylVi00,tackles_assists,0,,,,,
player,201710150atl,mia,TaylVi00,tackles_loss,0,,,,,
player,201710150atl,mia,TaylVi00,qb_hits,0,,,,,
player,201710150atl,mia,TaylVi00,fumbles_rec,0,,,,,
player,201710150atl,mia,TaylVi00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,TaylVi00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,TaylVi00,fumbles_forced,0,,,,,
player,201710150atl,atl,JoneDe01,def_int,1,,,,,
player,201710150atl,atl,JoneDe01,def_int_yds,1,,,,,
player,201710150atl,atl,JoneDe01,def_int_td,0,,,,,
player,201710150atl,atl,JoneDe01,def_int_long,1,,,,,
player,201710150atl,atl,JoneDe01,pass_defended,1,,,,,
player,201710150atl,atl,JoneDe01,sacks,0.0,,,,,
player,201710150atl,atl,JoneDe01,tackles_combined,11,,,,,
player,201710150atl,atl,JoneDe01,tackles_solo,6,,,,,
player,201710150atl,atl,JoneDe01,tackles_assists,5,,,,,
player,201710150atl,atl,JoneDe01,tackles_loss,0,,,,,
player,201710150atl,atl,JoneDe01,qb_hits,0,,,,,
player,201710150atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201710150atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201710150atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201710150atl,atl,NealKe01,def_int,0,,,,,
player,201710150atl,atl,NealKe01,def_int_yds,0,,,,,
player,201710150atl,atl,NealKe01,def_int_td,0,,,,,
player,201710150atl,atl,NealKe01,def_int_long,0,,,,,
player,201710150atl,atl,NealKe01,pass_defended,0,,,,,
player,201710150atl,atl,NealKe01,sacks,0.0,,,,,
player,201710150atl,atl,NealKe01,tackles_combined,8,,,,,
player,201710150atl,atl,NealKe01,tackles_solo,7,,,,,
player,201710150atl,atl,NealKe01,tackles_assists,1,,,,,
player,201710150atl,atl,NealKe01,tackles_loss,0,,,,,
player,201710150atl,atl,NealKe01,qb_hits,0,,,,,
player,201710150atl,atl,NealKe01,fumbles_rec,0,,,,,
player,201710150atl,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201710150atl,atl,NealKe01,fumbles_forced,0,,,,,
player,201710150atl,atl,AlleRi00,def_int,0,,,,,
player,201710150atl,atl,AlleRi00,def_int_yds,0,,,,,
player,201710150atl,atl,AlleRi00,def_int_td,0,,,,,
player,201710150atl,atl,AlleRi00,def_int_long,0,,,,,
player,201710150atl,atl,AlleRi00,pass_defended,0,,,,,
player,201710150atl,atl,AlleRi00,sacks,0.0,,,,,
player,201710150atl,atl,AlleRi00,tackles_combined,7,,,,,
player,201710150atl,atl,AlleRi00,tackles_solo,7,,,,,
player,201710150atl,atl,AlleRi00,tackles_assists,0,,,,,
player,201710150atl,atl,AlleRi00,tackles_loss,0,,,,,
player,201710150atl,atl,AlleRi00,qb_hits,0,,,,,
player,201710150atl,atl,AlleRi00,fumbles_rec,0,,,,,
player,201710150atl,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,AlleRi00,fumbles_forced,0,,,,,
player,201710150atl,atl,RileDu00,def_int,0,,,,,
player,201710150atl,atl,RileDu00,def_int_yds,0,,,,,
player,201710150atl,atl,RileDu00,def_int_td,0,,,,,
player,201710150atl,atl,RileDu00,def_int_long,0,,,,,
player,201710150atl,atl,RileDu00,pass_defended,0,,,,,
player,201710150atl,atl,RileDu00,sacks,0.0,,,,,
player,201710150atl,atl,RileDu00,tackles_combined,6,,,,,
player,201710150atl,atl,RileDu00,tackles_solo,1,,,,,
player,201710150atl,atl,RileDu00,tackles_assists,5,,,,,
player,201710150atl,atl,RileDu00,tackles_loss,0,,,,,
player,201710150atl,atl,RileDu00,qb_hits,0,,,,,
player,201710150atl,atl,RileDu00,fumbles_rec,0,,,,,
player,201710150atl,atl,RileDu00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,RileDu00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,RileDu00,fumbles_forced,0,,,,,
player,201710150atl,atl,CampDe00,def_int,0,,,,,
player,201710150atl,atl,CampDe00,def_int_yds,0,,,,,
player,201710150atl,atl,CampDe00,def_int_td,0,,,,,
player,201710150atl,atl,CampDe00,def_int_long,0,,,,,
player,201710150atl,atl,CampDe00,pass_defended,2,,,,,
player,201710150atl,atl,CampDe00,sacks,0.0,,,,,
player,201710150atl,atl,CampDe00,tackles_combined,4,,,,,
player,201710150atl,atl,CampDe00,tackles_solo,2,,,,,
player,201710150atl,atl,CampDe00,tackles_assists,2,,,,,
player,201710150atl,atl,CampDe00,tackles_loss,0,,,,,
player,201710150atl,atl,CampDe00,qb_hits,1,,,,,
player,201710150atl,atl,CampDe00,fumbles_rec,0,,,,,
player,201710150atl,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,CampDe00,fumbles_forced,0,,,,,
player,201710150atl,atl,JarrGr00,def_int,0,,,,,
player,201710150atl,atl,JarrGr00,def_int_yds,0,,,,,
player,201710150atl,atl,JarrGr00,def_int_td,0,,,,,
player,201710150atl,atl,JarrGr00,def_int_long,0,,,,,
player,201710150atl,atl,JarrGr00,pass_defended,0,,,,,
player,201710150atl,atl,JarrGr00,sacks,0.0,,,,,
player,201710150atl,atl,JarrGr00,tackles_combined,4,,,,,
player,201710150atl,atl,JarrGr00,tackles_solo,1,,,,,
player,201710150atl,atl,JarrGr00,tackles_assists,3,,,,,
player,201710150atl,atl,JarrGr00,tackles_loss,0,,,,,
player,201710150atl,atl,JarrGr00,qb_hits,0,,,,,
player,201710150atl,atl,JarrGr00,fumbles_rec,0,,,,,
player,201710150atl,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,JarrGr00,fumbles_forced,0,,,,,
player,201710150atl,atl,ReedBr00,def_int,0,,,,,
player,201710150atl,atl,ReedBr00,def_int_yds,0,,,,,
player,201710150atl,atl,ReedBr00,def_int_td,0,,,,,
player,201710150atl,atl,ReedBr00,def_int_long,0,,,,,
player,201710150atl,atl,ReedBr00,pass_defended,0,,,,,
player,201710150atl,atl,ReedBr00,sacks,0.0,,,,,
player,201710150atl,atl,ReedBr00,tackles_combined,4,,,,,
player,201710150atl,atl,ReedBr00,tackles_solo,1,,,,,
player,201710150atl,atl,ReedBr00,tackles_assists,3,,,,,
player,201710150atl,atl,ReedBr00,tackles_loss,0,,,,,
player,201710150atl,atl,ReedBr00,qb_hits,0,,,,,
player,201710150atl,atl,ReedBr00,fumbles_rec,0,,,,,
player,201710150atl,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,ReedBr00,fumbles_forced,0,,,,,
player,201710150atl,atl,ShelDe00,def_int,0,,,,,
player,201710150atl,atl,ShelDe00,def_int_yds,0,,,,,
player,201710150atl,atl,ShelDe00,def_int_td,0,,,,,
player,201710150atl,atl,ShelDe00,def_int_long,0,,,,,
player,201710150atl,atl,ShelDe00,pass_defended,0,,,,,
player,201710150atl,atl,ShelDe00,sacks,0.0,,,,,
player,201710150atl,atl,ShelDe00,tackles_combined,4,,,,,
player,201710150atl,atl,ShelDe00,tackles_solo,1,,,,,
player,201710150atl,atl,ShelDe00,tackles_assists,3,,,,,
player,201710150atl,atl,ShelDe00,tackles_loss,1,,,,,
player,201710150atl,atl,ShelDe00,qb_hits,0,,,,,
player,201710150atl,atl,ShelDe00,fumbles_rec,0,,,,,
player,201710150atl,atl,ShelDe00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,ShelDe00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,ShelDe00,fumbles_forced,0,,,,,
player,201710150atl,atl,AlfoRo00,def_int,0,,,,,
player,201710150atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201710150atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201710150atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201710150atl,atl,AlfoRo00,pass_defended,1,,,,,
player,201710150atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201710150atl,atl,AlfoRo00,tackles_combined,3,,,,,
player,201710150atl,atl,AlfoRo00,tackles_solo,1,,,,,
player,201710150atl,atl,AlfoRo00,tackles_assists,2,,,,,
player,201710150atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201710150atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201710150atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201710150atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201710150atl,atl,TrufDe00,def_int,0,,,,,
player,201710150atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201710150atl,atl,TrufDe00,def_int_td,0,,,,,
player,201710150atl,atl,TrufDe00,def_int_long,0,,,,,
player,201710150atl,atl,TrufDe00,pass_defended,0,,,,,
player,201710150atl,atl,TrufDe00,sacks,0.0,,,,,
player,201710150atl,atl,TrufDe00,tackles_combined,3,,,,,
player,201710150atl,atl,TrufDe00,tackles_solo,1,,,,,
player,201710150atl,atl,TrufDe00,tackles_assists,2,,,,,
player,201710150atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201710150atl,atl,TrufDe00,qb_hits,0,,,,,
player,201710150atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201710150atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201710150atl,atl,ColeDe00,def_int,0,,,,,
player,201710150atl,atl,ColeDe00,def_int_yds,0,,,,,
player,201710150atl,atl,ColeDe00,def_int_td,0,,,,,
player,201710150atl,atl,ColeDe00,def_int_long,0,,,,,
player,201710150atl,atl,ColeDe00,pass_defended,0,,,,,
player,201710150atl,atl,ColeDe00,sacks,0.0,,,,,
player,201710150atl,atl,ColeDe00,tackles_combined,2,,,,,
player,201710150atl,atl,ColeDe00,tackles_solo,2,,,,,
player,201710150atl,atl,ColeDe00,tackles_assists,0,,,,,
player,201710150atl,atl,ColeDe00,tackles_loss,0,,,,,
player,201710150atl,atl,ColeDe00,qb_hits,0,,,,,
player,201710150atl,atl,ColeDe00,fumbles_rec,0,,,,,
player,201710150atl,atl,ColeDe00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,ColeDe00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,ColeDe00,fumbles_forced,0,,,,,
player,201710150atl,atl,PoolBr01,def_int,0,,,,,
player,201710150atl,atl,PoolBr01,def_int_yds,0,,,,,
player,201710150atl,atl,PoolBr01,def_int_td,0,,,,,
player,201710150atl,atl,PoolBr01,def_int_long,0,,,,,
player,201710150atl,atl,PoolBr01,pass_defended,1,,,,,
player,201710150atl,atl,PoolBr01,sacks,0.0,,,,,
player,201710150atl,atl,PoolBr01,tackles_combined,2,,,,,
player,201710150atl,atl,PoolBr01,tackles_solo,1,,,,,
player,201710150atl,atl,PoolBr01,tackles_assists,1,,,,,
player,201710150atl,atl,PoolBr01,tackles_loss,0,,,,,
player,201710150atl,atl,PoolBr01,qb_hits,1,,,,,
player,201710150atl,atl,PoolBr01,fumbles_rec,0,,,,,
player,201710150atl,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201710150atl,atl,PoolBr01,fumbles_forced,0,,,,,
player,201710150atl,atl,BeasVi00,def_int,0,,,,,
player,201710150atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201710150atl,atl,BeasVi00,def_int_td,0,,,,,
player,201710150atl,atl,BeasVi00,def_int_long,0,,,,,
player,201710150atl,atl,BeasVi00,pass_defended,0,,,,,
player,201710150atl,atl,BeasVi00,sacks,0.0,,,,,
player,201710150atl,atl,BeasVi00,tackles_combined,1,,,,,
player,201710150atl,atl,BeasVi00,tackles_solo,0,,,,,
player,201710150atl,atl,BeasVi00,tackles_assists,1,,,,,
player,201710150atl,atl,BeasVi00,tackles_loss,0,,,,,
player,201710150atl,atl,BeasVi00,qb_hits,0,,,,,
player,201710150atl,atl,BeasVi00,fumbles_rec,0,,,,,
player,201710150atl,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,BeasVi00,fumbles_forced,0,,,,,
player,201710150atl,atl,BoshMa00,def_int,0,,,,,
player,201710150atl,atl,BoshMa00,def_int_yds,0,,,,,
player,201710150atl,atl,BoshMa00,def_int_td,0,,,,,
player,201710150atl,atl,BoshMa00,def_int_long,0,,,,,
player,201710150atl,atl,BoshMa00,pass_defended,0,,,,,
player,201710150atl,atl,BoshMa00,sacks,0.0,,,,,
player,201710150atl,atl,BoshMa00,tackles_combined,1,,,,,
player,201710150atl,atl,BoshMa00,tackles_solo,1,,,,,
player,201710150atl,atl,BoshMa00,tackles_assists,0,,,,,
player,201710150atl,atl,BoshMa00,tackles_loss,0,,,,,
player,201710150atl,atl,BoshMa00,qb_hits,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles_rec,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles_forced,0,,,,,
player,201710150atl,atl,ClayAd00,def_int,0,,,,,
player,201710150atl,atl,ClayAd00,def_int_yds,0,,,,,
player,201710150atl,atl,ClayAd00,def_int_td,0,,,,,
player,201710150atl,atl,ClayAd00,def_int_long,0,,,,,
player,201710150atl,atl,ClayAd00,pass_defended,0,,,,,
player,201710150atl,atl,ClayAd00,sacks,0.0,,,,,
player,201710150atl,atl,ClayAd00,tackles_combined,1,,,,,
player,201710150atl,atl,ClayAd00,tackles_solo,0,,,,,
player,201710150atl,atl,ClayAd00,tackles_assists,1,,,,,
player,201710150atl,atl,ClayAd00,tackles_loss,0,,,,,
player,201710150atl,atl,ClayAd00,qb_hits,0,,,,,
player,201710150atl,atl,ClayAd00,fumbles_rec,0,,,,,
player,201710150atl,atl,ClayAd00,fumbles_rec_yds,0,,,,,
player,201710150atl,atl,ClayAd00,fumbles_rec_td,0,,,,,
player,201710150atl,atl,ClayAd00,fumbles_forced,0,,,,,
player,201710150atl,atl,IshmKe00,def_int,0,,,,,
player,201710150atl,atl,IshmKe00,def_int_yds,0,,,,,
