game,2017,14,20171210,201712100ram,phi,"Philadelphia Eagles",43,ram,"Los Angeles Rams",35
team,201712100ram,phi,First Downs,29,,,,,,
team,201712100ram,ram,First Downs,17,,,,,,
team,201712100ram,phi,Rush-Yds-TDs,32-139-0,,,,,,
team,201712100ram,ram,Rush-Yds-TDs,17-109-2,,,,,,
team,201712100ram,phi,Cmp-Att-Yd-TD-INT,29-51-333-4-1,,,,,,
team,201712100ram,ram,Cmp-Att-Yd-TD-INT,16-26-199-2-0,,,,,,
team,201712100ram,phi,Sacked-Yards,2-17,,,,,,
team,201712100ram,ram,Sacked-Yards,2-1,,,,,,
team,201712100ram,phi,Net Pass Yards,316,,,,,,
team,201712100ram,ram,Net Pass Yards,198,,,,,,
team,201712100ram,phi,Total Yards,455,,,,,,
team,201712100ram,ram,Total Yards,307,,,,,,
team,201712100ram,phi,Fumbles-Lost,1-0,,,,,,
team,201712100ram,ram,Fumbles-Lost,2-2,,,,,,
team,201712100ram,phi,Turnovers,1,,,,,,
team,201712100ram,ram,Turnovers,2,,,,,,
team,201712100ram,phi,Penalties-Yards,10-67,,,,,,
team,201712100ram,ram,Penalties-Yards,7-102,,,,,,
team,201712100ram,phi,Third Down Conv.,8-20,,,,,,
team,201712100ram,ram,Third Down Conv.,2-7,,,,,,
team,201712100ram,phi,Fourth Down Conv.,2-2,,,,,,
team,201712100ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201712100ram,phi,Time of Possession,39:12,,,,,,
team,201712100ram,ram,Time of Possession,20:48,,,,,,
player,201712100ram,phi,WentCa00,pass_cmp,23,,,,,
player,201712100ram,phi,WentCa00,pass_att,41,,,,,
player,201712100ram,phi,WentCa00,pass_yds,291,,,,,
player,201712100ram,phi,WentCa00,pass_td,4,,,,,
player,201712100ram,phi,WentCa00,pass_int,1,,,,,
player,201712100ram,phi,WentCa00,pass_sacked,1,,,,,
player,201712100ram,phi,WentCa00,pass_sacked_yds,10,,,,,
player,201712100ram,phi,WentCa00,pass_long,46,,,,,
player,201712100ram,phi,WentCa00,pass_rating,100.8,,,,,
player,201712100ram,phi,WentCa00,rush_att,3,,,,,
player,201712100ram,phi,WentCa00,rush_yds,16,,,,,
player,201712100ram,phi,WentCa00,rush_td,0,,,,,
player,201712100ram,phi,WentCa00,rush_long,6,,,,,
player,201712100ram,phi,WentCa00,targets,0,,,,,
player,201712100ram,phi,WentCa00,rec,0,,,,,
player,201712100ram,phi,WentCa00,rec_yds,0,,,,,
player,201712100ram,phi,WentCa00,rec_td,0,,,,,
player,201712100ram,phi,WentCa00,rec_long,0,,,,,
player,201712100ram,phi,WentCa00,fumbles,0,,,,,
player,201712100ram,phi,WentCa00,fumbles_lost,0,,,,,
player,201712100ram,phi,FoleNi00,pass_cmp,6,,,,,
player,201712100ram,phi,FoleNi00,pass_att,10,,,,,
player,201712100ram,phi,FoleNi00,pass_yds,42,,,,,
player,201712100ram,phi,FoleNi00,pass_td,0,,,,,
player,201712100ram,phi,FoleNi00,pass_int,0,,,,,
player,201712100ram,phi,FoleNi00,pass_sacked,1,,,,,
player,201712100ram,phi,FoleNi00,pass_sacked_yds,7,,,,,
player,201712100ram,phi,FoleNi00,pass_long,16,,,,,
player,201712100ram,phi,FoleNi00,pass_rating,69.6,,,,,
player,201712100ram,phi,FoleNi00,rush_att,1,,,,,
player,201712100ram,phi,FoleNi00,rush_yds,9,,,,,
player,201712100ram,phi,FoleNi00,rush_td,0,,,,,
player,201712100ram,phi,FoleNi00,rush_long,9,,,,,
player,201712100ram,phi,FoleNi00,targets,0,,,,,
player,201712100ram,phi,FoleNi00,rec,0,,,,,
player,201712100ram,phi,FoleNi00,rec_yds,0,,,,,
player,201712100ram,phi,FoleNi00,rec_td,0,,,,,
player,201712100ram,phi,FoleNi00,rec_long,0,,,,,
player,201712100ram,phi,FoleNi00,fumbles,1,,,,,
player,201712100ram,phi,FoleNi00,fumbles_lost,0,,,,,
player,201712100ram,phi,AjayJa00,pass_cmp,0,,,,,
player,201712100ram,phi,AjayJa00,pass_att,0,,,,,
player,201712100ram,phi,AjayJa00,pass_yds,0,,,,,
player,201712100ram,phi,AjayJa00,pass_td,0,,,,,
player,201712100ram,phi,AjayJa00,pass_int,0,,,,,
player,201712100ram,phi,AjayJa00,pass_sacked,0,,,,,
player,201712100ram,phi,AjayJa00,pass_sacked_yds,0,,,,,
player,201712100ram,phi,AjayJa00,pass_long,0,,,,,
player,201712100ram,phi,AjayJa00,pass_rating,,,,,,
player,201712100ram,phi,AjayJa00,rush_att,15,,,,,
player,201712100ram,phi,AjayJa00,rush_yds,78,,,,,
player,201712100ram,phi,AjayJa00,rush_td,0,,,,,
player,201712100ram,phi,AjayJa00,rush_long,19,,,,,
player,201712100ram,phi,AjayJa00,targets,2,,,,,
player,201712100ram,phi,AjayJa00,rec,1,,,,,
player,201712100ram,phi,AjayJa00,rec_yds,2,,,,,
player,201712100ram,phi,AjayJa00,rec_td,0,,,,,
player,201712100ram,phi,AjayJa00,rec_long,2,,,,,
player,201712100ram,phi,AjayJa00,fumbles,0,,,,,
player,201712100ram,phi,AjayJa00,fumbles_lost,0,,,,,
player,201712100ram,phi,ClemCo00,pass_cmp,0,,,,,
player,201712100ram,phi,ClemCo00,pass_att,0,,,,,
player,201712100ram,phi,ClemCo00,pass_yds,0,,,,,
player,201712100ram,phi,ClemCo00,pass_td,0,,,,,
player,201712100ram,phi,ClemCo00,pass_int,0,,,,,
player,201712100ram,phi,ClemCo00,pass_sacked,0,,,,,
player,201712100ram,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201712100ram,phi,ClemCo00,pass_long,0,,,,,
player,201712100ram,phi,ClemCo00,pass_rating,,,,,,
player,201712100ram,phi,ClemCo00,rush_att,6,,,,,
player,201712100ram,phi,ClemCo00,rush_yds,24,,,,,
player,201712100ram,phi,ClemCo00,rush_td,0,,,,,
player,201712100ram,phi,ClemCo00,rush_long,11,,,,,
player,201712100ram,phi,ClemCo00,targets,3,,,,,
player,201712100ram,phi,ClemCo00,rec,1,,,,,
player,201712100ram,phi,ClemCo00,rec_yds,28,,,,,
player,201712100ram,phi,ClemCo00,rec_td,0,,,,,
player,201712100ram,phi,ClemCo00,rec_long,28,,,,,
player,201712100ram,phi,ClemCo00,fumbles,0,,,,,
player,201712100ram,phi,ClemCo00,fumbles_lost,0,,,,,
player,201712100ram,phi,BlouLe00,pass_cmp,0,,,,,
player,201712100ram,phi,BlouLe00,pass_att,0,,,,,
player,201712100ram,phi,BlouLe00,pass_yds,0,,,,,
player,201712100ram,phi,BlouLe00,pass_td,0,,,,,
player,201712100ram,phi,BlouLe00,pass_int,0,,,,,
player,201712100ram,phi,BlouLe00,pass_sacked,0,,,,,
player,201712100ram,phi,BlouLe00,pass_sacked_yds,0,,,,,
player,201712100ram,phi,BlouLe00,pass_long,0,,,,,
player,201712100ram,phi,BlouLe00,pass_rating,,,,,,
player,201712100ram,phi,BlouLe00,rush_att,7,,,,,
player,201712100ram,phi,BlouLe00,rush_yds,12,,,,,
player,201712100ram,phi,BlouLe00,rush_td,0,,,,,
player,201712100ram,phi,BlouLe00,rush_long,4,,,,,
player,201712100ram,phi,BlouLe00,targets,2,,,,,
player,201712100ram,phi,BlouLe00,rec,2,,,,,
player,201712100ram,phi,BlouLe00,rec_yds,11,,,,,
player,201712100ram,phi,BlouLe00,rec_td,0,,,,,
player,201712100ram,phi,BlouLe00,rec_long,7,,,,,
player,201712100ram,phi,BlouLe00,fumbles,0,,,,,
player,201712100ram,phi,BlouLe00,fumbles_lost,0,,,,,
player,201712100ram,phi,SmitTo02,pass_cmp,0,,,,,
player,201712100ram,phi,SmitTo02,pass_att,0,,,,,
player,201712100ram,phi,SmitTo02,pass_yds,0,,,,,
player,201712100ram,phi,SmitTo02,pass_td,0,,,,,
player,201712100ram,phi,SmitTo02,pass_int,0,,,,,
player,201712100ram,phi,SmitTo02,pass_sacked,0,,,,,
player,201712100ram,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201712100ram,phi,SmitTo02,pass_long,0,,,,,
player,201712100ram,phi,SmitTo02,pass_rating,,,,,,
player,201712100ram,phi,SmitTo02,rush_att,0,,,,,
player,201712100ram,phi,SmitTo02,rush_yds,0,,,,,
player,201712100ram,phi,SmitTo02,rush_td,0,,,,,
player,201712100ram,phi,SmitTo02,rush_long,0,,,,,
player,201712100ram,phi,SmitTo02,targets,11,,,,,
player,201712100ram,phi,SmitTo02,rec,6,,,,,
player,201712100ram,phi,SmitTo02,rec_yds,100,,,,,
player,201712100ram,phi,SmitTo02,rec_td,0,,,,,
player,201712100ram,phi,SmitTo02,rec_long,46,,,,,
player,201712100ram,phi,SmitTo02,fumbles,0,,,,,
player,201712100ram,phi,SmitTo02,fumbles_lost,0,,,,,
player,201712100ram,phi,BurtTr01,pass_cmp,0,,,,,
player,201712100ram,phi,BurtTr01,pass_att,0,,,,,
player,201712100ram,phi,BurtTr01,pass_yds,0,,,,,
player,201712100ram,phi,BurtTr01,pass_td,0,,,,,
player,201712100ram,phi,BurtTr01,pass_int,0,,,,,
player,201712100ram,phi,BurtTr01,pass_sacked,0,,,,,
player,201712100ram,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201712100ram,phi,BurtTr01,pass_long,0,,,,,
player,201712100ram,phi,BurtTr01,pass_rating,,,,,,
player,201712100ram,phi,BurtTr01,rush_att,0,,,,,
player,201712100ram,phi,BurtTr01,rush_yds,0,,,,,
player,201712100ram,phi,BurtTr01,rush_td,0,,,,,
player,201712100ram,phi,BurtTr01,rush_long,0,,,,,
player,201712100ram,phi,BurtTr01,targets,6,,,,,
player,201712100ram,phi,BurtTr01,rec,5,,,,,
player,201712100ram,phi,BurtTr01,rec_yds,71,,,,,
player,201712100ram,phi,BurtTr01,rec_td,2,,,,,
player,201712100ram,phi,BurtTr01,rec_long,20,,,,,
player,201712100ram,phi,BurtTr01,fumbles,0,,,,,
player,201712100ram,phi,BurtTr01,fumbles_lost,0,,,,,
player,201712100ram,phi,AghoNe00,pass_cmp,0,,,,,
player,201712100ram,phi,AghoNe00,pass_att,0,,,,,
player,201712100ram,phi,AghoNe00,pass_yds,0,,,,,
player,201712100ram,phi,AghoNe00,pass_td,0,,,,,
player,201712100ram,phi,AghoNe00,pass_int,0,,,,,
player,201712100ram,phi,AghoNe00,pass_sacked,0,,,,,
