game,2017,16,20171224,201712240crd,nyg,"New York Giants",0,crd,"Arizona Cardinals",23
player,201712240crd,crd,HillBr01,pass_rating,,,,,,
player,201712240crd,crd,HillBr01,rush_att,1,,,,,
player,201712240crd,crd,HillBr01,rush_yds,-2,,,,,
player,201712240crd,crd,HillBr01,rush_td,0,,,,,
player,201712240crd,crd,HillBr01,rush_long,-2,,,,,
player,201712240crd,crd,HillBr01,targets,0,,,,,
player,201712240crd,crd,HillBr01,rec,0,,,,,
player,201712240crd,crd,HillBr01,rec_yds,0,,,,,
player,201712240crd,crd,HillBr01,rec_td,0,,,,,
player,201712240crd,crd,HillBr01,rec_long,0,,,,,
player,201712240crd,crd,HillBr01,fumbles,0,,,,,
player,201712240crd,crd,HillBr01,fumbles_lost,0,,,,,
player,201712240crd,nyg,CockRo00,def_int,2,,,,,
player,201712240crd,nyg,CockRo00,def_int_yds,1,,,,,
player,201712240crd,nyg,CockRo00,def_int_td,0,,,,,
player,201712240crd,nyg,CockRo00,def_int_long,1,,,,,
player,201712240crd,nyg,CockRo00,pass_defended,2,,,,,
player,201712240crd,nyg,CockRo00,sacks,0.0,,,,,
player,201712240crd,nyg,CockRo00,tackles_combined,2,,,,,
player,201712240crd,nyg,CockRo00,tackles_solo,1,,,,,
player,201712240crd,nyg,CockRo00,tackles_assists,1,,,,,
player,201712240crd,nyg,CockRo00,tackles_loss,0,,,,,
player,201712240crd,nyg,CockRo00,qb_hits,0,,,,,
player,201712240crd,nyg,CockRo00,fumbles_rec,0,,,,,
player,201712240crd,nyg,CockRo00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,CockRo00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,CockRo00,fumbles_forced,0,,,,,
player,201712240crd,nyg,PierJa99,def_int,0,,,,,
player,201712240crd,nyg,PierJa99,def_int_yds,0,,,,,
player,201712240crd,nyg,PierJa99,def_int_td,0,,,,,
player,201712240crd,nyg,PierJa99,def_int_long,0,,,,,
player,201712240crd,nyg,PierJa99,pass_defended,1,,,,,
player,201712240crd,nyg,PierJa99,sacks,1.0,,,,,
player,201712240crd,nyg,PierJa99,tackles_combined,4,,,,,
player,201712240crd,nyg,PierJa99,tackles_solo,4,,,,,
player,201712240crd,nyg,PierJa99,tackles_assists,0,,,,,
player,201712240crd,nyg,PierJa99,tackles_loss,1,,,,,
player,201712240crd,nyg,PierJa99,qb_hits,2,,,,,
player,201712240crd,nyg,PierJa99,fumbles_rec,0,,,,,
player,201712240crd,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,PierJa99,fumbles_forced,0,,,,,
player,201712240crd,nyg,VernOl00,def_int,0,,,,,
player,201712240crd,nyg,VernOl00,def_int_yds,0,,,,,
player,201712240crd,nyg,VernOl00,def_int_td,0,,,,,
player,201712240crd,nyg,VernOl00,def_int_long,0,,,,,
player,201712240crd,nyg,VernOl00,pass_defended,0,,,,,
player,201712240crd,nyg,VernOl00,sacks,1.0,,,,,
player,201712240crd,nyg,VernOl00,tackles_combined,3,,,,,
player,201712240crd,nyg,VernOl00,tackles_solo,2,,,,,
player,201712240crd,nyg,VernOl00,tackles_assists,1,,,,,
player,201712240crd,nyg,VernOl00,tackles_loss,0,,,,,
player,201712240crd,nyg,VernOl00,qb_hits,0,,,,,
player,201712240crd,nyg,VernOl00,fumbles_rec,0,,,,,
player,201712240crd,nyg,VernOl00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,VernOl00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,VernOl00,fumbles_forced,1,,,,,
player,201712240crd,nyg,ShepKe00,def_int,0,,,,,
player,201712240crd,nyg,ShepKe00,def_int_yds,0,,,,,
player,201712240crd,nyg,ShepKe00,def_int_td,0,,,,,
player,201712240crd,nyg,ShepKe00,def_int_long,0,,,,,
player,201712240crd,nyg,ShepKe00,pass_defended,0,,,,,
player,201712240crd,nyg,ShepKe00,sacks,0.0,,,,,
player,201712240crd,nyg,ShepKe00,tackles_combined,9,,,,,
player,201712240crd,nyg,ShepKe00,tackles_solo,9,,,,,
player,201712240crd,nyg,ShepKe00,tackles_assists,0,,,,,
player,201712240crd,nyg,ShepKe00,tackles_loss,0,,,,,
player,201712240crd,nyg,ShepKe00,qb_hits,0,,,,,
player,201712240crd,nyg,ShepKe00,fumbles_rec,0,,,,,
player,201712240crd,nyg,ShepKe00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,ShepKe00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,ShepKe00,fumbles_forced,0,,,,,
player,201712240crd,nyg,AdamAn00,def_int,0,,,,,
player,201712240crd,nyg,AdamAn00,def_int_yds,0,,,,,
player,201712240crd,nyg,AdamAn00,def_int_td,0,,,,,
player,201712240crd,nyg,AdamAn00,def_int_long,0,,,,,
player,201712240crd,nyg,AdamAn00,pass_defended,0,,,,,
player,201712240crd,nyg,AdamAn00,sacks,0.0,,,,,
player,201712240crd,nyg,AdamAn00,tackles_combined,5,,,,,
player,201712240crd,nyg,AdamAn00,tackles_solo,5,,,,,
player,201712240crd,nyg,AdamAn00,tackles_assists,0,,,,,
player,201712240crd,nyg,AdamAn00,tackles_loss,0,,,,,
player,201712240crd,nyg,AdamAn00,qb_hits,0,,,,,
player,201712240crd,nyg,AdamAn00,fumbles_rec,0,,,,,
player,201712240crd,nyg,AdamAn00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,AdamAn00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,AdamAn00,fumbles_forced,0,,,,,
player,201712240crd,nyg,DixoBr00,def_int,0,,,,,
player,201712240crd,nyg,DixoBr00,def_int_yds,0,,,,,
player,201712240crd,nyg,DixoBr00,def_int_td,0,,,,,
player,201712240crd,nyg,DixoBr00,def_int_long,0,,,,,
player,201712240crd,nyg,DixoBr00,pass_defended,0,,,,,
player,201712240crd,nyg,DixoBr00,sacks,0.0,,,,,
player,201712240crd,nyg,DixoBr00,tackles_combined,5,,,,,
player,201712240crd,nyg,DixoBr00,tackles_solo,3,,,,,
player,201712240crd,nyg,DixoBr00,tackles_assists,2,,,,,
player,201712240crd,nyg,DixoBr00,tackles_loss,0,,,,,
player,201712240crd,nyg,DixoBr00,qb_hits,0,,,,,
player,201712240crd,nyg,DixoBr00,fumbles_rec,0,,,,,
player,201712240crd,nyg,DixoBr00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,DixoBr00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,DixoBr00,fumbles_forced,0,,,,,
player,201712240crd,nyg,HarrDa03,def_int,0,,,,,
player,201712240crd,nyg,HarrDa03,def_int_yds,0,,,,,
player,201712240crd,nyg,HarrDa03,def_int_td,0,,,,,
player,201712240crd,nyg,HarrDa03,def_int_long,0,,,,,
player,201712240crd,nyg,HarrDa03,pass_defended,0,,,,,
player,201712240crd,nyg,HarrDa03,sacks,0.0,,,,,
player,201712240crd,nyg,HarrDa03,tackles_combined,5,,,,,
player,201712240crd,nyg,HarrDa03,tackles_solo,5,,,,,
player,201712240crd,nyg,HarrDa03,tackles_assists,0,,,,,
player,201712240crd,nyg,HarrDa03,tackles_loss,2,,,,,
player,201712240crd,nyg,HarrDa03,qb_hits,0,,,,,
player,201712240crd,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201712240crd,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,HarrDa03,fumbles_forced,0,,,,,
player,201712240crd,nyg,ThomDa05,def_int,0,,,,,
player,201712240crd,nyg,ThomDa05,def_int_yds,0,,,,,
player,201712240crd,nyg,ThomDa05,def_int_td,0,,,,,
player,201712240crd,nyg,ThomDa05,def_int_long,0,,,,,
player,201712240crd,nyg,ThomDa05,pass_defended,0,,,,,
player,201712240crd,nyg,ThomDa05,sacks,0.0,,,,,
player,201712240crd,nyg,ThomDa05,tackles_combined,4,,,,,
player,201712240crd,nyg,ThomDa05,tackles_solo,4,,,,,
player,201712240crd,nyg,ThomDa05,tackles_assists,0,,,,,
player,201712240crd,nyg,ThomDa05,tackles_loss,0,,,,,
player,201712240crd,nyg,ThomDa05,qb_hits,0,,,,,
player,201712240crd,nyg,ThomDa05,fumbles_rec,0,,,,,
player,201712240crd,nyg,ThomDa05,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,ThomDa05,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,ThomDa05,fumbles_forced,0,,,,,
player,201712240crd,nyg,ArmsRa01,def_int,0,,,,,
player,201712240crd,nyg,ArmsRa01,def_int_yds,0,,,,,
player,201712240crd,nyg,ArmsRa01,def_int_td,0,,,,,
player,201712240crd,nyg,ArmsRa01,def_int_long,0,,,,,
player,201712240crd,nyg,ArmsRa01,pass_defended,0,,,,,
player,201712240crd,nyg,ArmsRa01,sacks,0.0,,,,,
player,201712240crd,nyg,ArmsRa01,tackles_combined,3,,,,,
player,201712240crd,nyg,ArmsRa01,tackles_solo,2,,,,,
player,201712240crd,nyg,ArmsRa01,tackles_assists,1,,,,,
player,201712240crd,nyg,ArmsRa01,tackles_loss,0,,,,,
player,201712240crd,nyg,ArmsRa01,qb_hits,0,,,,,
player,201712240crd,nyg,ArmsRa01,fumbles_rec,0,,,,,
player,201712240crd,nyg,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,ArmsRa01,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,ArmsRa01,fumbles_forced,0,,,,,
player,201712240crd,nyg,MunsCa00,def_int,0,,,,,
player,201712240crd,nyg,MunsCa00,def_int_yds,0,,,,,
player,201712240crd,nyg,MunsCa00,def_int_td,0,,,,,
player,201712240crd,nyg,MunsCa00,def_int_long,0,,,,,
player,201712240crd,nyg,MunsCa00,pass_defended,0,,,,,
player,201712240crd,nyg,MunsCa00,sacks,0.0,,,,,
player,201712240crd,nyg,MunsCa00,tackles_combined,3,,,,,
player,201712240crd,nyg,MunsCa00,tackles_solo,3,,,,,
player,201712240crd,nyg,MunsCa00,tackles_assists,0,,,,,
player,201712240crd,nyg,MunsCa00,tackles_loss,1,,,,,
player,201712240crd,nyg,MunsCa00,qb_hits,0,,,,,
player,201712240crd,nyg,MunsCa00,fumbles_rec,0,,,,,
player,201712240crd,nyg,MunsCa00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,MunsCa00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,MunsCa00,fumbles_forced,0,,,,,
player,201712240crd,nyg,TomlDa00,def_int,0,,,,,
player,201712240crd,nyg,TomlDa00,def_int_yds,0,,,,,
player,201712240crd,nyg,TomlDa00,def_int_td,0,,,,,
player,201712240crd,nyg,TomlDa00,def_int_long,0,,,,,
player,201712240crd,nyg,TomlDa00,pass_defended,0,,,,,
player,201712240crd,nyg,TomlDa00,sacks,0.0,,,,,
player,201712240crd,nyg,TomlDa00,tackles_combined,3,,,,,
player,201712240crd,nyg,TomlDa00,tackles_solo,3,,,,,
player,201712240crd,nyg,TomlDa00,tackles_assists,0,,,,,
player,201712240crd,nyg,TomlDa00,tackles_loss,0,,,,,
player,201712240crd,nyg,TomlDa00,qb_hits,0,,,,,
player,201712240crd,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201712240crd,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201712240crd,nyg,BromJa00,def_int,0,,,,,
player,201712240crd,nyg,BromJa00,def_int_yds,0,,,,,
player,201712240crd,nyg,BromJa00,def_int_td,0,,,,,
player,201712240crd,nyg,BromJa00,def_int_long,0,,,,,
player,201712240crd,nyg,BromJa00,pass_defended,0,,,,,
player,201712240crd,nyg,BromJa00,sacks,0.0,,,,,
player,201712240crd,nyg,BromJa00,tackles_combined,2,,,,,
player,201712240crd,nyg,BromJa00,tackles_solo,2,,,,,
player,201712240crd,nyg,BromJa00,tackles_assists,0,,,,,
player,201712240crd,nyg,BromJa00,tackles_loss,1,,,,,
player,201712240crd,nyg,BromJa00,qb_hits,0,,,,,
player,201712240crd,nyg,BromJa00,fumbles_rec,0,,,,,
player,201712240crd,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,BromJa00,fumbles_forced,0,,,,,
player,201712240crd,nyg,CollLa00,def_int,0,,,,,
player,201712240crd,nyg,CollLa00,def_int_yds,0,,,,,
player,201712240crd,nyg,CollLa00,def_int_td,0,,,,,
player,201712240crd,nyg,CollLa00,def_int_long,0,,,,,
player,201712240crd,nyg,CollLa00,pass_defended,0,,,,,
player,201712240crd,nyg,CollLa00,sacks,0.0,,,,,
player,201712240crd,nyg,CollLa00,tackles_combined,1,,,,,
player,201712240crd,nyg,CollLa00,tackles_solo,1,,,,,
player,201712240crd,nyg,CollLa00,tackles_assists,0,,,,,
player,201712240crd,nyg,CollLa00,tackles_loss,0,,,,,
player,201712240crd,nyg,CollLa00,qb_hits,0,,,,,
player,201712240crd,nyg,CollLa00,fumbles_rec,0,,,,,
player,201712240crd,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,CollLa00,fumbles_forced,0,,,,,
player,201712240crd,nyg,DeOsZa99,def_int,0,,,,,
player,201712240crd,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201712240crd,nyg,DeOsZa99,def_int_td,0,,,,,
player,201712240crd,nyg,DeOsZa99,def_int_long,0,,,,,
player,201712240crd,nyg,DeOsZa99,pass_defended,0,,,,,
player,201712240crd,nyg,DeOsZa99,sacks,0.0,,,,,
player,201712240crd,nyg,DeOsZa99,tackles_combined,1,,,,,
player,201712240crd,nyg,DeOsZa99,tackles_solo,1,,,,,
player,201712240crd,nyg,DeOsZa99,tackles_assists,0,,,,,
player,201712240crd,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201712240crd,nyg,DeOsZa99,qb_hits,0,,,,,
player,201712240crd,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201712240crd,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201712240crd,nyg,MorrDa01,def_int,0,,,,,
player,201712240crd,nyg,MorrDa01,def_int_yds,0,,,,,
player,201712240crd,nyg,MorrDa01,def_int_td,0,,,,,
player,201712240crd,nyg,MorrDa01,def_int_long,0,,,,,
player,201712240crd,nyg,MorrDa01,pass_defended,0,,,,,
player,201712240crd,nyg,MorrDa01,sacks,0.0,,,,,
player,201712240crd,nyg,MorrDa01,tackles_combined,1,,,,,
player,201712240crd,nyg,MorrDa01,tackles_solo,0,,,,,
player,201712240crd,nyg,MorrDa01,tackles_assists,1,,,,,
player,201712240crd,nyg,MorrDa01,tackles_loss,0,,,,,
player,201712240crd,nyg,MorrDa01,qb_hits,0,,,,,
player,201712240crd,nyg,MorrDa01,fumbles_rec,0,,,,,
player,201712240crd,nyg,MorrDa01,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,MorrDa01,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,MorrDa01,fumbles_forced,0,,,,,
player,201712240crd,nyg,RodgDo99,def_int,0,,,,,
player,201712240crd,nyg,RodgDo99,def_int_yds,0,,,,,
player,201712240crd,nyg,RodgDo99,def_int_td,0,,,,,
player,201712240crd,nyg,RodgDo99,def_int_long,0,,,,,
player,201712240crd,nyg,RodgDo99,pass_defended,1,,,,,
player,201712240crd,nyg,RodgDo99,sacks,0.0,,,,,
player,201712240crd,nyg,RodgDo99,tackles_combined,1,,,,,
player,201712240crd,nyg,RodgDo99,tackles_solo,1,,,,,
player,201712240crd,nyg,RodgDo99,tackles_assists,0,,,,,
player,201712240crd,nyg,RodgDo99,tackles_loss,0,,,,,
player,201712240crd,nyg,RodgDo99,qb_hits,1,,,,,
player,201712240crd,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201712240crd,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201712240crd,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201712240crd,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201712240crd,crd,BethAn20,def_int,2,,,,,
player,201712240crd,crd,BethAn20,def_int_yds,14,,,,,
player,201712240crd,crd,BethAn20,def_int_td,0,,,,,
player,201712240crd,crd,BethAn20,def_int_long,14,,,,,
player,201712240crd,crd,BethAn20,pass_defended,2,,,,,
player,201712240crd,crd,BethAn20,sacks,0.0,,,,,
player,201712240crd,crd,BethAn20,tackles_combined,3,,,,,
player,201712240crd,crd,BethAn20,tackles_solo,3,,,,,
player,201712240crd,crd,BethAn20,tackles_assists,0,,,,,
player,201712240crd,crd,BethAn20,tackles_loss,0,,,,,
player,201712240crd,crd,BethAn20,qb_hits,0,,,,,
player,201712240crd,crd,BethAn20,fumbles_rec,0,,,,,
player,201712240crd,crd,BethAn20,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,BethAn20,fumbles_rec_td,0,,,,,
player,201712240crd,crd,BethAn20,fumbles_forced,0,,,,,
player,201712240crd,crd,BucaDe00,def_int,0,,,,,
player,201712240crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201712240crd,crd,BucaDe00,def_int_td,0,,,,,
player,201712240crd,crd,BucaDe00,def_int_long,0,,,,,
player,201712240crd,crd,BucaDe00,pass_defended,1,,,,,
player,201712240crd,crd,BucaDe00,sacks,1.0,,,,,
player,201712240crd,crd,BucaDe00,tackles_combined,8,,,,,
player,201712240crd,crd,BucaDe00,tackles_solo,4,,,,,
player,201712240crd,crd,BucaDe00,tackles_assists,4,,,,,
player,201712240crd,crd,BucaDe00,tackles_loss,0,,,,,
player,201712240crd,crd,BucaDe00,qb_hits,1,,,,,
player,201712240crd,crd,BucaDe00,fumbles_rec,0,,,,,
player,201712240crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,BucaDe00,fumbles_forced,1,,,,,
player,201712240crd,crd,MartKa00,def_int,0,,,,,
player,201712240crd,crd,MartKa00,def_int_yds,0,,,,,
player,201712240crd,crd,MartKa00,def_int_td,0,,,,,
player,201712240crd,crd,MartKa00,def_int_long,0,,,,,
player,201712240crd,crd,MartKa00,pass_defended,0,,,,,
player,201712240crd,crd,MartKa00,sacks,1.0,,,,,
player,201712240crd,crd,MartKa00,tackles_combined,3,,,,,
player,201712240crd,crd,MartKa00,tackles_solo,1,,,,,
player,201712240crd,crd,MartKa00,tackles_assists,2,,,,,
player,201712240crd,crd,MartKa00,tackles_loss,0,,,,,
player,201712240crd,crd,MartKa00,qb_hits,0,,,,,
player,201712240crd,crd,MartKa00,fumbles_rec,0,,,,,
player,201712240crd,crd,MartKa00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,MartKa00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,MartKa00,fumbles_forced,1,,,,,
player,201712240crd,crd,BakeBu00,def_int,0,,,,,
player,201712240crd,crd,BakeBu00,def_int_yds,0,,,,,
player,201712240crd,crd,BakeBu00,def_int_td,0,,,,,
player,201712240crd,crd,BakeBu00,def_int_long,0,,,,,
player,201712240crd,crd,BakeBu00,pass_defended,1,,,,,
player,201712240crd,crd,BakeBu00,sacks,0.0,,,,,
player,201712240crd,crd,BakeBu00,tackles_combined,13,,,,,
player,201712240crd,crd,BakeBu00,tackles_solo,8,,,,,
player,201712240crd,crd,BakeBu00,tackles_assists,5,,,,,
player,201712240crd,crd,BakeBu00,tackles_loss,1,,,,,
player,201712240crd,crd,BakeBu00,qb_hits,0,,,,,
player,201712240crd,crd,BakeBu00,fumbles_rec,0,,,,,
player,201712240crd,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,BakeBu00,fumbles_forced,0,,,,,
player,201712240crd,crd,DansKa20,def_int,0,,,,,
player,201712240crd,crd,DansKa20,def_int_yds,0,,,,,
player,201712240crd,crd,DansKa20,def_int_td,0,,,,,
player,201712240crd,crd,DansKa20,def_int_long,0,,,,,
player,201712240crd,crd,DansKa20,pass_defended,0,,,,,
player,201712240crd,crd,DansKa20,sacks,0.0,,,,,
player,201712240crd,crd,DansKa20,tackles_combined,10,,,,,
player,201712240crd,crd,DansKa20,tackles_solo,7,,,,,
player,201712240crd,crd,DansKa20,tackles_assists,3,,,,,
player,201712240crd,crd,DansKa20,tackles_loss,1,,,,,
player,201712240crd,crd,DansKa20,qb_hits,0,,,,,
player,201712240crd,crd,DansKa20,fumbles_rec,0,,,,,
player,201712240crd,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201712240crd,crd,DansKa20,fumbles_forced,0,,,,,
player,201712240crd,crd,MathTy00,def_int,0,,,,,
player,201712240crd,crd,MathTy00,def_int_yds,0,,,,,
player,201712240crd,crd,MathTy00,def_int_td,0,,,,,
player,201712240crd,crd,MathTy00,def_int_long,0,,,,,
player,201712240crd,crd,MathTy00,pass_defended,0,,,,,
player,201712240crd,crd,MathTy00,sacks,0.0,,,,,
player,201712240crd,crd,MathTy00,tackles_combined,7,,,,,
player,201712240crd,crd,MathTy00,tackles_solo,5,,,,,
player,201712240crd,crd,MathTy00,tackles_assists,2,,,,,
player,201712240crd,crd,MathTy00,tackles_loss,0,,,,,
player,201712240crd,crd,MathTy00,qb_hits,0,,,,,
player,201712240crd,crd,MathTy00,fumbles_rec,0,,,,,
player,201712240crd,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201712240crd,crd,WillTr99,def_int,0,,,,,
player,201712240crd,crd,WillTr99,def_int_yds,0,,,,,
player,201712240crd,crd,WillTr99,def_int_td,0,,,,,
player,201712240crd,crd,WillTr99,def_int_long,0,,,,,
player,201712240crd,crd,WillTr99,pass_defended,1,,,,,
player,201712240crd,crd,WillTr99,sacks,0.0,,,,,
player,201712240crd,crd,WillTr99,tackles_combined,5,,,,,
player,201712240crd,crd,WillTr99,tackles_solo,4,,,,,
player,201712240crd,crd,WillTr99,tackles_assists,1,,,,,
player,201712240crd,crd,WillTr99,tackles_loss,0,,,,,
player,201712240crd,crd,WillTr99,qb_hits,0,,,,,
player,201712240crd,crd,WillTr99,fumbles_rec,0,,,,,
player,201712240crd,crd,WillTr99,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,WillTr99,fumbles_rec_td,0,,,,,
player,201712240crd,crd,WillTr99,fumbles_forced,0,,,,,
player,201712240crd,crd,GuntRo00,def_int,0,,,,,
player,201712240crd,crd,GuntRo00,def_int_yds,0,,,,,
player,201712240crd,crd,GuntRo00,def_int_td,0,,,,,
player,201712240crd,crd,GuntRo00,def_int_long,0,,,,,
player,201712240crd,crd,GuntRo00,pass_defended,0,,,,,
player,201712240crd,crd,GuntRo00,sacks,0.0,,,,,
player,201712240crd,crd,GuntRo00,tackles_combined,2,,,,,
player,201712240crd,crd,GuntRo00,tackles_solo,2,,,,,
player,201712240crd,crd,GuntRo00,tackles_assists,0,,,,,
player,201712240crd,crd,GuntRo00,tackles_loss,0,,,,,
player,201712240crd,crd,GuntRo00,qb_hits,0,,,,,
player,201712240crd,crd,GuntRo00,fumbles_rec,0,,,,,
player,201712240crd,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,GuntRo00,fumbles_forced,0,,,,,
player,201712240crd,crd,JoneCh03,def_int,0,,,,,
player,201712240crd,crd,JoneCh03,def_int_yds,0,,,,,
player,201712240crd,crd,JoneCh03,def_int_td,0,,,,,
player,201712240crd,crd,JoneCh03,def_int_long,0,,,,,
player,201712240crd,crd,JoneCh03,pass_defended,1,,,,,
player,201712240crd,crd,JoneCh03,sacks,0.0,,,,,
player,201712240crd,crd,JoneCh03,tackles_combined,2,,,,,
player,201712240crd,crd,JoneCh03,tackles_solo,2,,,,,
player,201712240crd,crd,JoneCh03,tackles_assists,0,,,,,
player,201712240crd,crd,JoneCh03,tackles_loss,0,,,,,
player,201712240crd,crd,JoneCh03,qb_hits,0,,,,,
player,201712240crd,crd,JoneCh03,fumbles_rec,0,,,,,
player,201712240crd,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201712240crd,crd,JoneCh03,fumbles_forced,0,,,,,
player,201712240crd,crd,MaurJo00,def_int,0,,,,,
player,201712240crd,crd,MaurJo00,def_int_yds,0,,,,,
player,201712240crd,crd,MaurJo00,def_int_td,0,,,,,
player,201712240crd,crd,MaurJo00,def_int_long,0,,,,,
player,201712240crd,crd,MaurJo00,pass_defended,1,,,,,
player,201712240crd,crd,MaurJo00,sacks,0.0,,,,,
player,201712240crd,crd,MaurJo00,tackles_combined,2,,,,,
player,201712240crd,crd,MaurJo00,tackles_solo,1,,,,,
player,201712240crd,crd,MaurJo00,tackles_assists,1,,,,,
player,201712240crd,crd,MaurJo00,tackles_loss,0,,,,,
player,201712240crd,crd,MaurJo00,qb_hits,0,,,,,
player,201712240crd,crd,MaurJo00,fumbles_rec,0,,,,,
player,201712240crd,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,MaurJo00,fumbles_forced,0,,,,,
player,201712240crd,crd,PierOl00,def_int,0,,,,,
player,201712240crd,crd,PierOl00,def_int_yds,0,,,,,
player,201712240crd,crd,PierOl00,def_int_td,0,,,,,
player,201712240crd,crd,PierOl00,def_int_long,0,,,,,
player,201712240crd,crd,PierOl00,pass_defended,0,,,,,
player,201712240crd,crd,PierOl00,sacks,0.0,,,,,
player,201712240crd,crd,PierOl00,tackles_combined,2,,,,,
player,201712240crd,crd,PierOl00,tackles_solo,0,,,,,
player,201712240crd,crd,PierOl00,tackles_assists,2,,,,,
player,201712240crd,crd,PierOl00,tackles_loss,0,,,,,
player,201712240crd,crd,PierOl00,qb_hits,0,,,,,
player,201712240crd,crd,PierOl00,fumbles_rec,0,,,,,
player,201712240crd,crd,PierOl00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,PierOl00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,PierOl00,fumbles_forced,0,,,,,
player,201712240crd,crd,BethJu00,def_int,0,,,,,
player,201712240crd,crd,BethJu00,def_int_yds,0,,,,,
player,201712240crd,crd,BethJu00,def_int_td,0,,,,,
player,201712240crd,crd,BethJu00,def_int_long,0,,,,,
player,201712240crd,crd,BethJu00,pass_defended,0,,,,,
player,201712240crd,crd,BethJu00,sacks,0.0,,,,,
player,201712240crd,crd,BethJu00,tackles_combined,1,,,,,
player,201712240crd,crd,BethJu00,tackles_solo,1,,,,,
player,201712240crd,crd,BethJu00,tackles_assists,0,,,,,
player,201712240crd,crd,BethJu00,tackles_loss,0,,,,,
player,201712240crd,crd,BethJu00,qb_hits,0,,,,,
player,201712240crd,crd,BethJu00,fumbles_rec,0,,,,,
player,201712240crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201712240crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201712240crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201712240crd,crd,BrowJa03,def_int,0,,,,,
