game,2017,9,20171105,201711050sea,was,"Washington Redskins",17,sea,"Seattle Seahawks",14
player,201711050sea,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201711050sea,was,BrowZa00,fumbles_forced,0,,,,,
player,201711050sea,was,McClTe00,def_int,0,,,,,
player,201711050sea,was,McClTe00,def_int_yds,0,,,,,
player,201711050sea,was,McClTe00,def_int_td,0,,,,,
player,201711050sea,was,McClTe00,def_int_long,0,,,,,
player,201711050sea,was,McClTe00,pass_defended,0,,,,,
player,201711050sea,was,McClTe00,sacks,1.0,,,,,
player,201711050sea,was,McClTe00,tackles_combined,5,,,,,
player,201711050sea,was,McClTe00,tackles_solo,5,,,,,
player,201711050sea,was,McClTe00,tackles_assists,0,,,,,
player,201711050sea,was,McClTe00,tackles_loss,1,,,,,
player,201711050sea,was,McClTe00,qb_hits,1,,,,,
player,201711050sea,was,McClTe00,fumbles_rec,0,,,,,
player,201711050sea,was,McClTe00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,McClTe00,fumbles_rec_td,0,,,,,
player,201711050sea,was,McClTe00,fumbles_forced,0,,,,,
player,201711050sea,was,NormJo01,def_int,0,,,,,
player,201711050sea,was,NormJo01,def_int_yds,0,,,,,
player,201711050sea,was,NormJo01,def_int_td,0,,,,,
player,201711050sea,was,NormJo01,def_int_long,0,,,,,
player,201711050sea,was,NormJo01,pass_defended,1,,,,,
player,201711050sea,was,NormJo01,sacks,0.0,,,,,
player,201711050sea,was,NormJo01,tackles_combined,6,,,,,
player,201711050sea,was,NormJo01,tackles_solo,5,,,,,
player,201711050sea,was,NormJo01,tackles_assists,1,,,,,
player,201711050sea,was,NormJo01,tackles_loss,0,,,,,
player,201711050sea,was,NormJo01,qb_hits,0,,,,,
player,201711050sea,was,NormJo01,fumbles_rec,0,,,,,
player,201711050sea,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201711050sea,was,NormJo01,fumbles_rec_td,0,,,,,
player,201711050sea,was,NormJo01,fumbles_forced,0,,,,,
player,201711050sea,was,HallDe99,def_int,0,,,,,
player,201711050sea,was,HallDe99,def_int_yds,0,,,,,
player,201711050sea,was,HallDe99,def_int_td,0,,,,,
player,201711050sea,was,HallDe99,def_int_long,0,,,,,
player,201711050sea,was,HallDe99,pass_defended,2,,,,,
player,201711050sea,was,HallDe99,sacks,0.0,,,,,
player,201711050sea,was,HallDe99,tackles_combined,5,,,,,
player,201711050sea,was,HallDe99,tackles_solo,4,,,,,
player,201711050sea,was,HallDe99,tackles_assists,1,,,,,
player,201711050sea,was,HallDe99,tackles_loss,0,,,,,
player,201711050sea,was,HallDe99,qb_hits,0,,,,,
player,201711050sea,was,HallDe99,fumbles_rec,0,,,,,
player,201711050sea,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201711050sea,was,HallDe99,fumbles_rec_td,0,,,,,
player,201711050sea,was,HallDe99,fumbles_forced,0,,,,,
player,201711050sea,was,McGeSt01,def_int,0,,,,,
player,201711050sea,was,McGeSt01,def_int_yds,0,,,,,
player,201711050sea,was,McGeSt01,def_int_td,0,,,,,
player,201711050sea,was,McGeSt01,def_int_long,0,,,,,
player,201711050sea,was,McGeSt01,pass_defended,0,,,,,
player,201711050sea,was,McGeSt01,sacks,0.0,,,,,
player,201711050sea,was,McGeSt01,tackles_combined,4,,,,,
player,201711050sea,was,McGeSt01,tackles_solo,2,,,,,
player,201711050sea,was,McGeSt01,tackles_assists,2,,,,,
player,201711050sea,was,McGeSt01,tackles_loss,0,,,,,
player,201711050sea,was,McGeSt01,qb_hits,0,,,,,
player,201711050sea,was,McGeSt01,fumbles_rec,0,,,,,
player,201711050sea,was,McGeSt01,fumbles_rec_yds,0,,,,,
player,201711050sea,was,McGeSt01,fumbles_rec_td,0,,,,,
player,201711050sea,was,McGeSt01,fumbles_forced,0,,,,,
player,201711050sea,was,DunbQu00,def_int,0,,,,,
player,201711050sea,was,DunbQu00,def_int_yds,0,,,,,
player,201711050sea,was,DunbQu00,def_int_td,0,,,,,
player,201711050sea,was,DunbQu00,def_int_long,0,,,,,
player,201711050sea,was,DunbQu00,pass_defended,1,,,,,
player,201711050sea,was,DunbQu00,sacks,0.0,,,,,
player,201711050sea,was,DunbQu00,tackles_combined,3,,,,,
player,201711050sea,was,DunbQu00,tackles_solo,3,,,,,
player,201711050sea,was,DunbQu00,tackles_assists,0,,,,,
player,201711050sea,was,DunbQu00,tackles_loss,1,,,,,
player,201711050sea,was,DunbQu00,qb_hits,0,,,,,
player,201711050sea,was,DunbQu00,fumbles_rec,0,,,,,
player,201711050sea,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201711050sea,was,DunbQu00,fumbles_forced,0,,,,,
player,201711050sea,was,KerrRy00,def_int,0,,,,,
player,201711050sea,was,KerrRy00,def_int_yds,0,,,,,
player,201711050sea,was,KerrRy00,def_int_td,0,,,,,
player,201711050sea,was,KerrRy00,def_int_long,0,,,,,
player,201711050sea,was,KerrRy00,pass_defended,0,,,,,
player,201711050sea,was,KerrRy00,sacks,0.0,,,,,
player,201711050sea,was,KerrRy00,tackles_combined,3,,,,,
player,201711050sea,was,KerrRy00,tackles_solo,2,,,,,
player,201711050sea,was,KerrRy00,tackles_assists,1,,,,,
player,201711050sea,was,KerrRy00,tackles_loss,0,,,,,
player,201711050sea,was,KerrRy00,qb_hits,0,,,,,
player,201711050sea,was,KerrRy00,fumbles_rec,0,,,,,
player,201711050sea,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201711050sea,was,KerrRy00,fumbles_forced,0,,,,,
player,201711050sea,was,SpaiMa00,def_int,0,,,,,
player,201711050sea,was,SpaiMa00,def_int_yds,0,,,,,
player,201711050sea,was,SpaiMa00,def_int_td,0,,,,,
player,201711050sea,was,SpaiMa00,def_int_long,0,,,,,
player,201711050sea,was,SpaiMa00,pass_defended,0,,,,,
player,201711050sea,was,SpaiMa00,sacks,0.0,,,,,
player,201711050sea,was,SpaiMa00,tackles_combined,3,,,,,
player,201711050sea,was,SpaiMa00,tackles_solo,1,,,,,
player,201711050sea,was,SpaiMa00,tackles_assists,2,,,,,
player,201711050sea,was,SpaiMa00,tackles_loss,0,,,,,
player,201711050sea,was,SpaiMa00,qb_hits,0,,,,,
player,201711050sea,was,SpaiMa00,fumbles_rec,0,,,,,
player,201711050sea,was,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,SpaiMa00,fumbles_rec_td,0,,,,,
player,201711050sea,was,SpaiMa00,fumbles_forced,0,,,,,
player,201711050sea,was,SweaDJ00,def_int,0,,,,,
player,201711050sea,was,SweaDJ00,def_int_yds,0,,,,,
player,201711050sea,was,SweaDJ00,def_int_td,0,,,,,
player,201711050sea,was,SweaDJ00,def_int_long,0,,,,,
player,201711050sea,was,SweaDJ00,pass_defended,2,,,,,
player,201711050sea,was,SweaDJ00,sacks,0.0,,,,,
player,201711050sea,was,SweaDJ00,tackles_combined,3,,,,,
player,201711050sea,was,SweaDJ00,tackles_solo,2,,,,,
player,201711050sea,was,SweaDJ00,tackles_assists,1,,,,,
player,201711050sea,was,SweaDJ00,tackles_loss,0,,,,,
player,201711050sea,was,SweaDJ00,qb_hits,0,,,,,
player,201711050sea,was,SweaDJ00,fumbles_rec,0,,,,,
player,201711050sea,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201711050sea,was,SweaDJ00,fumbles_forced,0,,,,,
player,201711050sea,was,BreeBa00,def_int,0,,,,,
player,201711050sea,was,BreeBa00,def_int_yds,0,,,,,
player,201711050sea,was,BreeBa00,def_int_td,0,,,,,
player,201711050sea,was,BreeBa00,def_int_long,0,,,,,
player,201711050sea,was,BreeBa00,pass_defended,1,,,,,
player,201711050sea,was,BreeBa00,sacks,0.0,,,,,
player,201711050sea,was,BreeBa00,tackles_combined,2,,,,,
player,201711050sea,was,BreeBa00,tackles_solo,1,,,,,
player,201711050sea,was,BreeBa00,tackles_assists,1,,,,,
player,201711050sea,was,BreeBa00,tackles_loss,0,,,,,
player,201711050sea,was,BreeBa00,qb_hits,0,,,,,
player,201711050sea,was,BreeBa00,fumbles_rec,0,,,,,
player,201711050sea,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201711050sea,was,BreeBa00,fumbles_forced,0,,,,,
player,201711050sea,was,CartCh00,def_int,0,,,,,
player,201711050sea,was,CartCh00,def_int_yds,0,,,,,
player,201711050sea,was,CartCh00,def_int_td,0,,,,,
player,201711050sea,was,CartCh00,def_int_long,0,,,,,
player,201711050sea,was,CartCh00,pass_defended,0,,,,,
player,201711050sea,was,CartCh00,sacks,0.0,,,,,
player,201711050sea,was,CartCh00,tackles_combined,2,,,,,
player,201711050sea,was,CartCh00,tackles_solo,1,,,,,
player,201711050sea,was,CartCh00,tackles_assists,1,,,,,
player,201711050sea,was,CartCh00,tackles_loss,0,,,,,
player,201711050sea,was,CartCh00,qb_hits,0,,,,,
player,201711050sea,was,CartCh00,fumbles_rec,0,,,,,
player,201711050sea,was,CartCh00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,CartCh00,fumbles_rec_td,0,,,,,
player,201711050sea,was,CartCh00,fumbles_forced,0,,,,,
player,201711050sea,was,AndeRy00,def_int,0,,,,,
player,201711050sea,was,AndeRy00,def_int_yds,0,,,,,
player,201711050sea,was,AndeRy00,def_int_td,0,,,,,
player,201711050sea,was,AndeRy00,def_int_long,0,,,,,
player,201711050sea,was,AndeRy00,pass_defended,0,,,,,
player,201711050sea,was,AndeRy00,sacks,0.0,,,,,
player,201711050sea,was,AndeRy00,tackles_combined,1,,,,,
player,201711050sea,was,AndeRy00,tackles_solo,0,,,,,
player,201711050sea,was,AndeRy00,tackles_assists,1,,,,,
player,201711050sea,was,AndeRy00,tackles_loss,0,,,,,
player,201711050sea,was,AndeRy00,qb_hits,1,,,,,
player,201711050sea,was,AndeRy00,fumbles_rec,0,,,,,
player,201711050sea,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201711050sea,was,AndeRy00,fumbles_forced,0,,,,,
player,201711050sea,was,EverDe01,def_int,0,,,,,
player,201711050sea,was,EverDe01,def_int_yds,0,,,,,
player,201711050sea,was,EverDe01,def_int_td,0,,,,,
player,201711050sea,was,EverDe01,def_int_long,0,,,,,
player,201711050sea,was,EverDe01,pass_defended,0,,,,,
player,201711050sea,was,EverDe01,sacks,0.0,,,,,
player,201711050sea,was,EverDe01,tackles_combined,1,,,,,
player,201711050sea,was,EverDe01,tackles_solo,1,,,,,
player,201711050sea,was,EverDe01,tackles_assists,0,,,,,
player,201711050sea,was,EverDe01,tackles_loss,0,,,,,
player,201711050sea,was,EverDe01,qb_hits,0,,,,,
player,201711050sea,was,EverDe01,fumbles_rec,0,,,,,
player,201711050sea,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201711050sea,was,EverDe01,fumbles_rec_td,0,,,,,
player,201711050sea,was,EverDe01,fumbles_forced,0,,,,,
player,201711050sea,was,HarvJo01,def_int,0,,,,,
player,201711050sea,was,HarvJo01,def_int_yds,0,,,,,
player,201711050sea,was,HarvJo01,def_int_td,0,,,,,
player,201711050sea,was,HarvJo01,def_int_long,0,,,,,
player,201711050sea,was,HarvJo01,pass_defended,0,,,,,
player,201711050sea,was,HarvJo01,sacks,0.0,,,,,
player,201711050sea,was,HarvJo01,tackles_combined,1,,,,,
player,201711050sea,was,HarvJo01,tackles_solo,0,,,,,
player,201711050sea,was,HarvJo01,tackles_assists,1,,,,,
player,201711050sea,was,HarvJo01,tackles_loss,0,,,,,
player,201711050sea,was,HarvJo01,qb_hits,0,,,,,
player,201711050sea,was,HarvJo01,fumbles_rec,0,,,,,
player,201711050sea,was,HarvJo01,fumbles_rec_yds,0,,,,,
player,201711050sea,was,HarvJo01,fumbles_rec_td,0,,,,,
player,201711050sea,was,HarvJo01,fumbles_forced,0,,,,,
player,201711050sea,was,HoodEv99,def_int,0,,,,,
player,201711050sea,was,HoodEv99,def_int_yds,0,,,,,
player,201711050sea,was,HoodEv99,def_int_td,0,,,,,
player,201711050sea,was,HoodEv99,def_int_long,0,,,,,
player,201711050sea,was,HoodEv99,pass_defended,0,,,,,
player,201711050sea,was,HoodEv99,sacks,0.0,,,,,
player,201711050sea,was,HoodEv99,tackles_combined,1,,,,,
player,201711050sea,was,HoodEv99,tackles_solo,1,,,,,
player,201711050sea,was,HoodEv99,tackles_assists,0,,,,,
player,201711050sea,was,HoodEv99,tackles_loss,0,,,,,
player,201711050sea,was,HoodEv99,qb_hits,0,,,,,
player,201711050sea,was,HoodEv99,fumbles_rec,0,,,,,
player,201711050sea,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201711050sea,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201711050sea,was,HoodEv99,fumbles_forced,0,,,,,
player,201711050sea,was,MoreFa00,def_int,0,,,,,
player,201711050sea,was,MoreFa00,def_int_yds,0,,,,,
player,201711050sea,was,MoreFa00,def_int_td,0,,,,,
player,201711050sea,was,MoreFa00,def_int_long,0,,,,,
player,201711050sea,was,MoreFa00,pass_defended,0,,,,,
player,201711050sea,was,MoreFa00,sacks,0.0,,,,,
player,201711050sea,was,MoreFa00,tackles_combined,1,,,,,
player,201711050sea,was,MoreFa00,tackles_solo,0,,,,,
player,201711050sea,was,MoreFa00,tackles_assists,1,,,,,
player,201711050sea,was,MoreFa00,tackles_loss,0,,,,,
player,201711050sea,was,MoreFa00,qb_hits,0,,,,,
player,201711050sea,was,MoreFa00,fumbles_rec,0,,,,,
player,201711050sea,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201711050sea,was,MoreFa00,fumbles_forced,0,,,,,
player,201711050sea,was,QuicBr00,def_int,0,,,,,
player,201711050sea,was,QuicBr00,def_int_yds,0,,,,,
player,201711050sea,was,QuicBr00,def_int_td,0,,,,,
player,201711050sea,was,QuicBr00,def_int_long,0,,,,,
player,201711050sea,was,QuicBr00,pass_defended,0,,,,,
player,201711050sea,was,QuicBr00,sacks,0.0,,,,,
player,201711050sea,was,QuicBr00,tackles_combined,1,,,,,
player,201711050sea,was,QuicBr00,tackles_solo,0,,,,,
player,201711050sea,was,QuicBr00,tackles_assists,1,,,,,
player,201711050sea,was,QuicBr00,tackles_loss,0,,,,,
player,201711050sea,was,QuicBr00,qb_hits,0,,,,,
player,201711050sea,was,QuicBr00,fumbles_rec,0,,,,,
player,201711050sea,was,QuicBr00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,QuicBr00,fumbles_rec_td,0,,,,,
player,201711050sea,was,QuicBr00,fumbles_forced,0,,,,,
player,201711050sea,was,SmitPr00,def_int,0,,,,,
player,201711050sea,was,SmitPr00,def_int_yds,0,,,,,
player,201711050sea,was,SmitPr00,def_int_td,0,,,,,
player,201711050sea,was,SmitPr00,def_int_long,0,,,,,
player,201711050sea,was,SmitPr00,pass_defended,0,,,,,
player,201711050sea,was,SmitPr00,sacks,0.0,,,,,
player,201711050sea,was,SmitPr00,tackles_combined,1,,,,,
player,201711050sea,was,SmitPr00,tackles_solo,0,,,,,
player,201711050sea,was,SmitPr00,tackles_assists,1,,,,,
player,201711050sea,was,SmitPr00,tackles_loss,0,,,,,
player,201711050sea,was,SmitPr00,qb_hits,2,,,,,
player,201711050sea,was,SmitPr00,fumbles_rec,0,,,,,
player,201711050sea,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201711050sea,was,SmitPr00,fumbles_forced,0,,,,,
player,201711050sea,was,GaleJu00,def_int,0,,,,,
player,201711050sea,was,GaleJu00,def_int_yds,0,,,,,
player,201711050sea,was,GaleJu00,def_int_td,0,,,,,
player,201711050sea,was,GaleJu00,def_int_long,0,,,,,
player,201711050sea,was,GaleJu00,pass_defended,0,,,,,
player,201711050sea,was,GaleJu00,sacks,0.0,,,,,
player,201711050sea,was,GaleJu00,tackles_combined,0,,,,,
player,201711050sea,was,GaleJu00,tackles_solo,0,,,,,
player,201711050sea,was,GaleJu00,tackles_assists,0,,,,,
player,201711050sea,was,GaleJu00,tackles_loss,1,,,,,
player,201711050sea,was,GaleJu00,qb_hits,1,,,,,
player,201711050sea,was,GaleJu00,fumbles_rec,0,,,,,
player,201711050sea,was,GaleJu00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,GaleJu00,fumbles_rec_td,0,,,,,
player,201711050sea,was,GaleJu00,fumbles_forced,0,,,,,
player,201711050sea,was,LaniAn00,def_int,0,,,,,
player,201711050sea,was,LaniAn00,def_int_yds,0,,,,,
player,201711050sea,was,LaniAn00,def_int_td,0,,,,,
player,201711050sea,was,LaniAn00,def_int_long,0,,,,,
player,201711050sea,was,LaniAn00,pass_defended,0,,,,,
player,201711050sea,was,LaniAn00,sacks,0.0,,,,,
player,201711050sea,was,LaniAn00,tackles_combined,0,,,,,
player,201711050sea,was,LaniAn00,tackles_solo,0,,,,,
player,201711050sea,was,LaniAn00,tackles_assists,0,,,,,
player,201711050sea,was,LaniAn00,tackles_loss,0,,,,,
player,201711050sea,was,LaniAn00,qb_hits,2,,,,,
player,201711050sea,was,LaniAn00,fumbles_rec,0,,,,,
player,201711050sea,was,LaniAn00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,LaniAn00,fumbles_rec_td,0,,,,,
player,201711050sea,was,LaniAn00,fumbles_forced,0,,,,,
player,201711050sea,sea,FreeDw00,def_int,0,,,,,
player,201711050sea,sea,FreeDw00,def_int_yds,0,,,,,
player,201711050sea,sea,FreeDw00,def_int_td,0,,,,,
player,201711050sea,sea,FreeDw00,def_int_long,0,,,,,
player,201711050sea,sea,FreeDw00,pass_defended,1,,,,,
player,201711050sea,sea,FreeDw00,sacks,2.0,,,,,
player,201711050sea,sea,FreeDw00,tackles_combined,2,,,,,
player,201711050sea,sea,FreeDw00,tackles_solo,2,,,,,
player,201711050sea,sea,FreeDw00,tackles_assists,0,,,,,
player,201711050sea,sea,FreeDw00,tackles_loss,2,,,,,
player,201711050sea,sea,FreeDw00,qb_hits,2,,,,,
player,201711050sea,sea,FreeDw00,fumbles_rec,0,,,,,
player,201711050sea,sea,FreeDw00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,FreeDw00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,FreeDw00,fumbles_forced,0,,,,,
player,201711050sea,sea,WagnBo00,def_int,0,,,,,
player,201711050sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201711050sea,sea,WagnBo00,def_int_td,0,,,,,
player,201711050sea,sea,WagnBo00,def_int_long,0,,,,,
player,201711050sea,sea,WagnBo00,pass_defended,1,,,,,
player,201711050sea,sea,WagnBo00,sacks,1.0,,,,,
player,201711050sea,sea,WagnBo00,tackles_combined,12,,,,,
player,201711050sea,sea,WagnBo00,tackles_solo,10,,,,,
player,201711050sea,sea,WagnBo00,tackles_assists,2,,,,,
player,201711050sea,sea,WagnBo00,tackles_loss,3,,,,,
player,201711050sea,sea,WagnBo00,qb_hits,2,,,,,
player,201711050sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201711050sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201711050sea,sea,BennMi99,def_int,0,,,,,
player,201711050sea,sea,BennMi99,def_int_yds,0,,,,,
player,201711050sea,sea,BennMi99,def_int_td,0,,,,,
player,201711050sea,sea,BennMi99,def_int_long,0,,,,,
player,201711050sea,sea,BennMi99,pass_defended,0,,,,,
player,201711050sea,sea,BennMi99,sacks,1.0,,,,,
player,201711050sea,sea,BennMi99,tackles_combined,2,,,,,
player,201711050sea,sea,BennMi99,tackles_solo,1,,,,,
player,201711050sea,sea,BennMi99,tackles_assists,1,,,,,
player,201711050sea,sea,BennMi99,tackles_loss,1,,,,,
player,201711050sea,sea,BennMi99,qb_hits,2,,,,,
player,201711050sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201711050sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201711050sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201711050sea,sea,JeffQu00,def_int,0,,,,,
player,201711050sea,sea,JeffQu00,def_int_yds,0,,,,,
player,201711050sea,sea,JeffQu00,def_int_td,0,,,,,
player,201711050sea,sea,JeffQu00,def_int_long,0,,,,,
player,201711050sea,sea,JeffQu00,pass_defended,0,,,,,
player,201711050sea,sea,JeffQu00,sacks,1.0,,,,,
player,201711050sea,sea,JeffQu00,tackles_combined,1,,,,,
player,201711050sea,sea,JeffQu00,tackles_solo,1,,,,,
player,201711050sea,sea,JeffQu00,tackles_assists,0,,,,,
player,201711050sea,sea,JeffQu00,tackles_loss,1,,,,,
player,201711050sea,sea,JeffQu00,qb_hits,1,,,,,
player,201711050sea,sea,JeffQu00,fumbles_rec,0,,,,,
player,201711050sea,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,JeffQu00,fumbles_forced,0,,,,,
player,201711050sea,sea,ReedJa02,def_int,0,,,,,
player,201711050sea,sea,ReedJa02,def_int_yds,0,,,,,
player,201711050sea,sea,ReedJa02,def_int_td,0,,,,,
player,201711050sea,sea,ReedJa02,def_int_long,0,,,,,
player,201711050sea,sea,ReedJa02,pass_defended,0,,,,,
player,201711050sea,sea,ReedJa02,sacks,0.5,,,,,
player,201711050sea,sea,ReedJa02,tackles_combined,5,,,,,
player,201711050sea,sea,ReedJa02,tackles_solo,2,,,,,
player,201711050sea,sea,ReedJa02,tackles_assists,3,,,,,
player,201711050sea,sea,ReedJa02,tackles_loss,0,,,,,
player,201711050sea,sea,ReedJa02,qb_hits,2,,,,,
player,201711050sea,sea,ReedJa02,fumbles_rec,0,,,,,
player,201711050sea,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201711050sea,sea,ReedJa02,fumbles_forced,0,,,,,
player,201711050sea,sea,JoneNa00,def_int,0,,,,,
player,201711050sea,sea,JoneNa00,def_int_yds,0,,,,,
player,201711050sea,sea,JoneNa00,def_int_td,0,,,,,
player,201711050sea,sea,JoneNa00,def_int_long,0,,,,,
player,201711050sea,sea,JoneNa00,pass_defended,0,,,,,
player,201711050sea,sea,JoneNa00,sacks,0.5,,,,,
player,201711050sea,sea,JoneNa00,tackles_combined,3,,,,,
player,201711050sea,sea,JoneNa00,tackles_solo,1,,,,,
player,201711050sea,sea,JoneNa00,tackles_assists,2,,,,,
player,201711050sea,sea,JoneNa00,tackles_loss,1,,,,,
player,201711050sea,sea,JoneNa00,qb_hits,1,,,,,
player,201711050sea,sea,JoneNa00,fumbles_rec,1,,,,,
player,201711050sea,sea,JoneNa00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,JoneNa00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,JoneNa00,fumbles_forced,0,,,,,
player,201711050sea,sea,ColeJu01,def_int,0,,,,,
player,201711050sea,sea,ColeJu01,def_int_yds,0,,,,,
player,201711050sea,sea,ColeJu01,def_int_td,0,,,,,
player,201711050sea,sea,ColeJu01,def_int_long,0,,,,,
player,201711050sea,sea,ColeJu01,pass_defended,1,,,,,
player,201711050sea,sea,ColeJu01,sacks,0.0,,,,,
player,201711050sea,sea,ColeJu01,tackles_combined,7,,,,,
player,201711050sea,sea,ColeJu01,tackles_solo,4,,,,,
player,201711050sea,sea,ColeJu01,tackles_assists,3,,,,,
player,201711050sea,sea,ColeJu01,tackles_loss,0,,,,,
player,201711050sea,sea,ColeJu01,qb_hits,0,,,,,
player,201711050sea,sea,ColeJu01,fumbles_rec,0,,,,,
player,201711050sea,sea,ColeJu01,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,ColeJu01,fumbles_rec_td,0,,,,,
player,201711050sea,sea,ColeJu01,fumbles_forced,0,,,,,
player,201711050sea,sea,WrigK.00,def_int,0,,,,,
player,201711050sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201711050sea,sea,WrigK.00,def_int_td,0,,,,,
player,201711050sea,sea,WrigK.00,def_int_long,0,,,,,
player,201711050sea,sea,WrigK.00,pass_defended,0,,,,,
player,201711050sea,sea,WrigK.00,sacks,0.0,,,,,
player,201711050sea,sea,WrigK.00,tackles_combined,7,,,,,
player,201711050sea,sea,WrigK.00,tackles_solo,4,,,,,
player,201711050sea,sea,WrigK.00,tackles_assists,3,,,,,
player,201711050sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201711050sea,sea,WrigK.00,qb_hits,0,,,,,
player,201711050sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201711050sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201711050sea,sea,SherRi00,def_int,0,,,,,
player,201711050sea,sea,SherRi00,def_int_yds,0,,,,,
player,201711050sea,sea,SherRi00,def_int_td,0,,,,,
player,201711050sea,sea,SherRi00,def_int_long,0,,,,,
player,201711050sea,sea,SherRi00,pass_defended,1,,,,,
player,201711050sea,sea,SherRi00,sacks,0.0,,,,,
player,201711050sea,sea,SherRi00,tackles_combined,6,,,,,
player,201711050sea,sea,SherRi00,tackles_solo,4,,,,,
player,201711050sea,sea,SherRi00,tackles_assists,2,,,,,
player,201711050sea,sea,SherRi00,tackles_loss,0,,,,,
player,201711050sea,sea,SherRi00,qb_hits,0,,,,,
player,201711050sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201711050sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201711050sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201711050sea,sea,McDoBr01,def_int,0,,,,,
player,201711050sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201711050sea,sea,McDoBr01,def_int_td,0,,,,,
player,201711050sea,sea,McDoBr01,def_int_long,0,,,,,
player,201711050sea,sea,McDoBr01,pass_defended,0,,,,,
player,201711050sea,sea,McDoBr01,sacks,0.0,,,,,
player,201711050sea,sea,McDoBr01,tackles_combined,5,,,,,
player,201711050sea,sea,McDoBr01,tackles_solo,2,,,,,
player,201711050sea,sea,McDoBr01,tackles_assists,3,,,,,
player,201711050sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201711050sea,sea,McDoBr01,qb_hits,0,,,,,
player,201711050sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201711050sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201711050sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201711050sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201711050sea,sea,ChanKa99,def_int,0,,,,,
player,201711050sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201711050sea,sea,ChanKa99,def_int_td,0,,,,,
player,201711050sea,sea,ChanKa99,def_int_long,0,,,,,
player,201711050sea,sea,ChanKa99,pass_defended,0,,,,,
player,201711050sea,sea,ChanKa99,sacks,0.0,,,,,
player,201711050sea,sea,ChanKa99,tackles_combined,4,,,,,
player,201711050sea,sea,ChanKa99,tackles_solo,1,,,,,
